Date,DENMARK LARGE CAP Large Cap
2001-11-23,328.438
2001-11-26,323.648
2001-11-27,324.263
2001-11-28,324.813
2001-11-29,326.583
2001-11-30,341.888
2001-12-03,338.234
2001-12-04,342.231
2001-12-05,341.634
2001-12-06,341.08
2001-12-07,339.621
2001-12-10,333.955
2001-12-11,336.322
2001-12-12,336.725
2001-12-13,335.586
2001-12-14,330.759
2001-12-17,326.513
2001-12-18,333.83
2001-12-19,333.122
2001-12-20,335.571
2001-12-21,334.726
2001-12-24,331.475
2001-12-25,331.475
2001-12-26,331.751
2001-12-27,345.32
2001-12-28,346.765
2001-12-31,350.16
2002-01-01,350.16
2002-01-02,356.45
2002-01-03,360.331
2002-01-04,356.004
2002-01-07,355.495
2002-01-08,348.605
2002-01-09,350.365
2002-01-10,350.889
2002-01-11,344.757
2002-01-14,343.977
2002-01-15,339.995
2002-01-16,337.466
2002-01-17,343.362
2002-01-18,341.235
2002-01-21,340.021
2002-01-22,341.23
2002-01-23,339.058
2002-01-24,340.717
2002-01-25,333.227
2002-01-28,331.044
2002-01-29,329.373
2002-01-30,331.0
2002-01-31,340.859
2002-02-01,344.176
2002-02-04,344.251
2002-02-05,340.841
2002-02-06,337.825
2002-02-07,338.355
2002-02-08,340.095
2002-02-11,343.733
2002-02-12,341.701
2002-02-13,343.29
2002-02-14,347.929
2002-02-15,348.715
2002-02-18,342.285
2002-02-19,342.471
2002-02-20,343.168
2002-02-21,337.433
2002-02-22,338.51
2002-02-25,346.157
2002-02-26,346.611
2002-02-27,352.1
2002-02-28,348.755
2002-03-01,349.05
2002-03-04,355.662
2002-03-05,360.365
2002-03-06,356.489
2002-03-07,355.782
2002-03-08,360.237
2002-03-11,356.5
2002-03-12,351.313
2002-03-13,351.283
2002-03-14,353.812
2002-03-15,354.499
2002-03-18,360.141
2002-03-19,361.346
2002-03-20,359.998
2002-03-21,359.349
2002-03-22,360.536
2002-03-25,363.212
2002-03-26,357.086
2002-03-27,353.823
2002-03-28,353.651
2002-03-29,353.651
2002-04-01,356.563
2002-04-02,358.002
2002-04-03,356.839
2002-04-04,357.0
2002-04-05,357.778
2002-04-08,353.767
2002-04-09,355.916
2002-04-10,337.331
2002-04-11,329.155
2002-04-12,330.642
2002-04-15,329.791
2002-04-16,329.785
2002-04-17,336.334
2002-04-18,333.012
2002-04-19,331.893
2002-04-22,331.492
2002-04-23,323.596
2002-04-24,321.166
2002-04-25,323.848
2002-04-26,323.846
2002-04-29,321.084
2002-04-30,329.77
2002-05-01,332.675
2002-05-02,340.769
2002-05-03,343.979
2002-05-06,344.627
2002-05-07,342.896
2002-05-08,346.316
2002-05-09,346.24
2002-05-10,345.22
2002-05-13,341.151
2002-05-14,337.425
2002-05-15,336.025
2002-05-16,333.943
2002-05-17,342.693
2002-05-20,342.808
2002-05-21,341.26
2002-05-22,338.315
2002-05-23,334.249
2002-05-24,330.729
2002-05-27,327.52
2002-05-28,327.913
2002-05-29,328.148
2002-05-30,332.725
2002-05-31,330.242
2002-06-03,332.488
2002-06-04,331.925
2002-06-05,329.842
2002-06-06,337.153
2002-06-07,325.144
2002-06-10,324.425
2002-06-11,325.548
2002-06-12,328.672
2002-06-13,326.156
2002-06-14,320.606
2002-06-17,323.027
2002-06-18,322.338
2002-06-19,315.055
2002-06-20,318.758
2002-06-21,323.901
2002-06-24,319.07
2002-06-25,323.54
2002-06-26,325.098
2002-06-27,331.092
2002-06-28,339.004
2002-07-01,331.899
2002-07-02,329.873
2002-07-03,323.16
2002-07-04,329.771
2002-07-05,333.894
2002-07-08,337.386
2002-07-09,335.647
2002-07-10,329.908
2002-07-11,317.252
2002-07-12,316.44
2002-07-15,314.937
2002-07-16,310.644
2002-07-17,314.356
2002-07-18,322.013
2002-07-19,315.684
2002-07-22,285.916
2002-07-23,270.104
2002-07-24,260.582
2002-07-25,281.818
2002-07-26,272.085
2002-07-29,285.331
2002-07-30,289.184
2002-07-31,291.14
2002-08-01,286.677
2002-08-02,289.281
2002-08-05,276.048
2002-08-06,285.095
2002-08-07,287.949
2002-08-08,283.832
2002-08-09,288.152
2002-08-12,293.56
2002-08-13,293.883
2002-08-14,293.026
2002-08-15,297.513
2002-08-16,294.95
2002-08-19,301.506
2002-08-20,306.864
2002-08-21,313.052
2002-08-22,301.644
2002-08-23,307.787
2002-08-26,303.225
2002-08-27,311.347
2002-08-28,318.822
2002-08-29,317.05
2002-08-30,317.626
2002-09-02,321.415
2002-09-03,313.548
2002-09-04,309.567
2002-09-05,309.575
2002-09-06,313.354
2002-09-09,304.816
2002-09-10,305.729
2002-09-11,314.238
2002-09-12,303.782
2002-09-13,303.4
2002-09-16,300.533
2002-09-17,299.035
2002-09-18,290.717
2002-09-19,290.003
2002-09-20,292.379
2002-09-23,290.096
2002-09-24,278.563
2002-09-25,274.615
2002-09-26,276.275
2002-09-27,282.946
2002-09-30,276.812
2002-10-01,264.081
2002-10-02,274.936
2002-10-03,272.437
2002-10-04,275.052
2002-10-07,279.033
2002-10-08,274.883
2002-10-09,271.415
2002-10-10,272.013
2002-10-11,289.064
2002-10-14,286.557
2002-10-15,296.03
2002-10-16,296.212
2002-10-17,294.649
2002-10-18,301.189
2002-10-21,298.264
2002-10-22,294.908
2002-10-23,283.994
2002-10-24,281.036
2002-10-25,288.011
2002-10-28,300.543
2002-10-29,284.35
2002-10-30,289.105
2002-10-31,285.764
2002-11-01,291.047
2002-11-04,294.663
2002-11-05,298.283
2002-11-06,298.067
2002-11-07,301.975
2002-11-08,304.149
2002-11-11,300.097
2002-11-12,297.695
2002-11-13,295.818
2002-11-14,293.933
2002-11-15,290.558
2002-11-18,294.278
2002-11-19,295.745
2002-11-20,290.967
2002-11-21,294.997
2002-11-22,299.423
2002-11-25,296.515
2002-11-26,296.637
2002-11-27,299.43
2002-11-28,299.433
2002-11-29,305.845
2002-12-02,304.985
2002-12-03,301.81
2002-12-04,301.682
2002-12-05,298.032
2002-12-06,294.69
2002-12-09,292.6
2002-12-10,292.826
2002-12-11,297.873
2002-12-12,302.524
2002-12-13,301.155
2002-12-16,302.115
2002-12-17,307.308
2002-12-18,302.749
2002-12-19,298.29
2002-12-20,289.501
2002-12-23,290.075
2002-12-24,291.291
2002-12-25,291.291
2002-12-26,292.013
2002-12-27,294.26
2002-12-30,293.629
2002-12-31,294.718
2003-01-01,294.718
2003-01-02,299.364
2003-01-03,304.899
2003-01-06,311.445
2003-01-07,306.581
2003-01-08,302.057
2003-01-09,307.652
2003-01-10,308.547
2003-01-13,307.859
2003-01-14,304.816
2003-01-15,303.003
2003-01-16,303.339
2003-01-17,302.851
2003-01-20,303.285
2003-01-21,304.51
2003-01-22,295.923
2003-01-23,289.125
2003-01-24,287.763
2003-01-27,281.962
2003-01-28,281.934
2003-01-29,281.011
2003-01-30,281.528
2003-01-31,284.658
2003-02-03,280.932
2003-02-04,276.491
2003-02-05,278.703
2003-02-06,292.964
2003-02-07,290.62
2003-02-10,285.091
2003-02-11,286.223
2003-02-12,285.113
2003-02-13,286.59
2003-02-14,293.299
2003-02-17,291.419
2003-02-18,292.501
2003-02-19,296.734
2003-02-20,289.179
2003-02-21,286.179
2003-02-24,291.694
2003-02-25,291.301
2003-02-26,285.739
2003-02-27,282.845
2003-02-28,286.402
2003-03-03,288.523
2003-03-04,284.575
2003-03-05,291.368
2003-03-06,291.749
2003-03-07,296.989
2003-03-10,296.622
2003-03-11,294.119
2003-03-12,292.86
2003-03-13,297.873
2003-03-14,300.397
2003-03-17,297.065
2003-03-18,307.039
2003-03-19,314.586
2003-03-20,314.029
2003-03-21,314.502
2003-03-24,314.604
2003-03-25,319.363
2003-03-26,322.748
2003-03-27,324.794
2003-03-28,325.827
2003-03-31,324.519
2003-04-01,323.114
2003-04-02,327.688
2003-04-03,327.076
2003-04-04,331.567
2003-04-07,338.456
2003-04-08,332.743
2003-04-09,337.343
2003-04-10,339.636
2003-04-11,338.943
2003-04-14,343.993
2003-04-15,350.44
2003-04-16,351.748
2003-04-17,353.437
2003-04-18,353.437
2003-04-21,351.926
2003-04-22,342.987
2003-04-23,347.971
2003-04-24,353.56
2003-04-25,352.829
2003-04-28,356.17
2003-04-29,358.792
2003-04-30,365.496
2003-05-01,363.631
2003-05-02,359.254
2003-05-05,366.328
2003-05-06,368.822
2003-05-07,368.415
2003-05-08,363.314
2003-05-09,362.985
2003-05-12,365.178
2003-05-13,371.814
2003-05-14,373.766
2003-05-15,373.215
2003-05-16,375.66
2003-05-19,374.231
2003-05-20,374.685
2003-05-21,377.687
2003-05-22,383.332
2003-05-23,383.29
2003-05-26,386.367
2003-05-27,382.24
2003-05-28,378.412
2003-05-29,381.215
2003-05-30,375.649
2003-06-02,378.123
2003-06-03,371.926
2003-06-04,374.954
2003-06-05,380.407
2003-06-06,382.754
2003-06-09,384.818
2003-06-10,383.274
2003-06-11,388.524
2003-06-12,389.366
2003-06-13,391.507
2003-06-16,393.887
2003-06-17,386.74
2003-06-18,385.758
2003-06-19,378.037
2003-06-20,380.72
2003-06-23,375.663
2003-06-24,372.581
2003-06-25,374.47
2003-06-26,367.626
2003-06-27,373.091
2003-06-30,369.8
2003-07-01,367.969
2003-07-02,370.988
2003-07-03,369.515
2003-07-04,369.058
2003-07-07,362.968
2003-07-08,356.352
2003-07-09,355.806
2003-07-10,358.513
2003-07-11,357.262
2003-07-14,359.291
2003-07-15,360.107
2003-07-16,360.029
2003-07-17,357.413
2003-07-18,359.73
2003-07-21,360.917
2003-07-22,355.811
2003-07-23,362.849
2003-07-24,368.701
2003-07-25,369.127
2003-07-28,365.978
2003-07-29,364.998
2003-07-30,361.805
2003-07-31,357.045
2003-08-01,353.633
2003-08-04,352.947
2003-08-05,355.99
2003-08-06,366.967
2003-08-07,374.348
2003-08-08,374.899
2003-08-11,378.587
2003-08-12,380.187
2003-08-13,386.762
2003-08-14,388.594
2003-08-15,394.01
2003-08-18,390.923
2003-08-19,397.357
2003-08-20,407.751
2003-08-21,393.283
2003-08-22,381.351
2003-08-25,380.423
2003-08-26,385.755
2003-08-27,390.584
2003-08-28,390.447
2003-08-29,392.215
2003-09-01,395.708
2003-09-02,398.845
2003-09-03,407.969
2003-09-04,407.311
2003-09-05,407.574
2003-09-08,407.387
2003-09-09,408.462
2003-09-10,408.358
2003-09-11,413.515
2003-09-12,418.72
2003-09-15,418.556
2003-09-16,410.783
2003-09-17,413.67
2003-09-18,416.905
2003-09-19,414.529
2003-09-22,412.541
2003-09-23,416.28
2003-09-24,418.437
2003-09-25,419.071
2003-09-26,415.76
2003-09-29,411.638
2003-09-30,409.592
2003-10-01,421.891
2003-10-02,422.293
2003-10-03,425.9
2003-10-06,431.115
2003-10-07,431.675
2003-10-08,435.077
2003-10-09,433.183
2003-10-10,434.086
2003-10-13,440.981
2003-10-14,446.164
2003-10-15,447.949
2003-10-16,450.783
2003-10-17,449.759
2003-10-20,447.418
2003-10-21,448.93
2003-10-22,439.608
2003-10-23,440.171
2003-10-24,444.259
2003-10-27,447.434
2003-10-28,448.561
2003-10-29,451.056
2003-10-30,448.585
2003-10-31,438.557
2003-11-03,441.901
2003-11-04,442.009
2003-11-05,436.42
2003-11-06,430.513
2003-11-07,439.118
2003-11-10,436.347
2003-11-11,426.318
2003-11-12,431.033
2003-11-13,437.755
2003-11-14,441.237
2003-11-17,434.559
2003-11-18,439.673
2003-11-19,437.721
2003-11-20,436.515
2003-11-21,435.462
2003-11-24,430.627
2003-11-25,430.848
2003-11-26,433.456
2003-11-27,432.508
2003-11-28,432.679
2003-12-01,439.591
2003-12-02,446.649
2003-12-03,445.169
2003-12-04,438.56
2003-12-05,437.253
2003-12-08,433.641
2003-12-09,440.333
2003-12-10,437.431
2003-12-11,436.815
2003-12-12,443.414
2003-12-15,446.841
2003-12-16,442.184
2003-12-17,437.113
2003-12-18,435.075
2003-12-19,448.936
2003-12-22,448.758
2003-12-23,450.365
2003-12-24,451.59
2003-12-25,451.59
2003-12-26,451.435
2003-12-29,452.427
2003-12-30,453.602
2003-12-31,456.502
2004-01-01,456.502
2004-01-02,472.646
2004-01-05,475.962
2004-01-06,477.236
2004-01-07,478.727
2004-01-08,480.72
2004-01-09,483.485
2004-01-12,481.677
2004-01-13,484.316
2004-01-14,483.29
2004-01-15,480.955
2004-01-16,475.354
2004-01-19,478.984
2004-01-20,479.132
2004-01-21,475.177
2004-01-22,488.856
2004-01-23,489.594
2004-01-26,484.68
2004-01-27,489.351
2004-01-28,484.568
2004-01-29,475.621
2004-01-30,471.718
2004-02-02,475.04
2004-02-03,478.866
2004-02-04,479.879
2004-02-05,496.726
2004-02-06,508.138
2004-02-09,509.822
2004-02-10,510.433
2004-02-11,509.245
2004-02-12,520.036
2004-02-13,520.028
2004-02-16,517.311
2004-02-17,512.778
2004-02-18,515.22
2004-02-19,512.176
2004-02-20,504.456
2004-02-23,502.938
2004-02-24,505.801
2004-02-25,507.438
2004-02-26,504.307
2004-02-27,504.834
2004-03-01,511.537
2004-03-02,507.931
2004-03-03,499.552
2004-03-04,506.332
2004-03-05,512.575
2004-03-08,511.486
2004-03-09,513.0
2004-03-10,498.498
2004-03-11,489.752
2004-03-12,487.396
2004-03-15,485.629
2004-03-16,496.009
2004-03-17,492.6
2004-03-18,498.875
2004-03-19,497.191
2004-03-22,490.787
2004-03-23,491.056
2004-03-24,490.261
2004-03-25,495.087
2004-03-26,469.163
2004-03-29,471.874
2004-03-30,474.416
2004-03-31,477.323
2004-04-01,478.089
2004-04-02,481.643
2004-04-05,478.89
2004-04-06,477.579
2004-04-07,487.373
2004-04-08,484.81
2004-04-09,484.81
2004-04-12,483.414
2004-04-13,475.361
2004-04-14,469.69
2004-04-15,468.366
2004-04-16,471.845
2004-04-19,469.82
2004-04-20,468.836
2004-04-21,466.785
2004-04-22,465.353
2004-04-23,471.436
2004-04-26,468.336
2004-04-27,468.424
2004-04-28,453.068
2004-04-29,458.773
2004-04-30,459.303
2004-05-03,458.411
2004-05-04,466.307
2004-05-05,472.499
2004-05-06,461.132
2004-05-07,454.726
2004-05-10,445.505
2004-05-11,449.315
2004-05-12,447.468
2004-05-13,451.376
2004-05-14,448.071
2004-05-17,445.937
2004-05-18,450.671
2004-05-19,456.12
2004-05-20,452.084
2004-05-21,454.325
2004-05-24,450.853
2004-05-25,450.957
2004-05-26,449.958
2004-05-27,460.059
2004-05-28,461.291
2004-05-31,461.291
2004-06-01,461.676
2004-06-02,471.195
2004-06-03,467.92
2004-06-04,475.769
2004-06-07,481.601
2004-06-08,480.184
2004-06-09,469.703
2004-06-10,471.963
2004-06-11,470.331
2004-06-14,465.916
2004-06-15,470.985
2004-06-16,469.985
2004-06-17,472.743
2004-06-18,478.517
2004-06-21,477.249
2004-06-22,486.669
2004-06-23,485.259
2004-06-24,489.227
2004-06-25,486.475
2004-06-28,487.401
2004-06-29,487.01
2004-06-30,495.331
2004-07-01,499.662
2004-07-02,508.458
2004-07-05,506.136
2004-07-06,507.091
2004-07-07,506.524
2004-07-08,504.9
2004-07-09,502.625
2004-07-12,505.166
2004-07-13,503.43
2004-07-14,504.84
2004-07-15,506.043
2004-07-16,511.093
2004-07-19,511.169
2004-07-20,507.751
2004-07-21,500.332
2004-07-22,494.913
2004-07-23,486.819
2004-07-26,486.337
2004-07-27,483.687
2004-07-28,482.018
2004-07-29,487.209
2004-07-30,492.108
2004-08-02,489.252
2004-08-03,497.128
2004-08-04,495.301
2004-08-05,497.686
2004-08-06,501.562
2004-08-09,497.03
2004-08-10,504.839
2004-08-11,501.529
2004-08-12,506.67
2004-08-13,509.952
2004-08-16,512.022
2004-08-17,510.539
2004-08-18,509.072
2004-08-19,511.993
2004-08-20,509.567
2004-08-23,507.504
2004-08-24,499.669
2004-08-25,499.601
2004-08-26,501.248
2004-08-27,502.803
2004-08-30,501.955
2004-08-31,501.767
2004-09-01,507.284
2004-09-02,512.385
2004-09-03,507.704
2004-09-06,512.906
2004-09-07,509.721
2004-09-08,513.213
2004-09-09,516.662
2004-09-10,524.319
2004-09-13,523.834
2004-09-14,524.758
2004-09-15,514.805
2004-09-16,517.861
2004-09-17,518.104
2004-09-20,517.729
2004-09-21,527.603
2004-09-22,525.324
2004-09-23,527.979
2004-09-24,529.619
2004-09-27,529.544
2004-09-28,530.008
2004-09-29,540.7
2004-09-30,543.912
2004-10-01,543.729
2004-10-04,541.919
2004-10-05,544.692
2004-10-06,541.397
2004-10-07,539.003
2004-10-08,542.286
2004-10-11,542.49
2004-10-12,540.18
2004-10-13,539.42
2004-10-14,543.514
2004-10-15,543.986
2004-10-18,541.278
2004-10-19,544.757
2004-10-20,539.617
2004-10-21,538.978
2004-10-22,544.677
2004-10-25,541.873
2004-10-26,540.232
2004-10-27,541.876
2004-10-28,534.03
2004-10-29,528.709
2004-11-01,536.829
2004-11-02,540.322
2004-11-03,546.918
2004-11-04,554.64
2004-11-05,562.309
2004-11-08,560.244
2004-11-09,556.658
2004-11-10,557.905
2004-11-11,560.914
2004-11-12,558.939
2004-11-15,559.5
2004-11-16,558.484
2004-11-17,564.474
2004-11-18,563.861
2004-11-19,568.365
2004-11-22,566.456
2004-11-23,572.592
2004-11-24,580.318
2004-11-25,581.894
2004-11-26,580.699
2004-11-29,580.541
2004-11-30,575.219
2004-12-01,582.251
2004-12-02,584.054
2004-12-03,585.482
2004-12-06,586.715
2004-12-07,584.979
2004-12-08,574.237
2004-12-09,566.601
2004-12-10,564.094
2004-12-13,574.978
2004-12-14,563.123
2004-12-15,573.025
2004-12-16,561.205
2004-12-17,557.994
2004-12-20,565.493
2004-12-21,571.626
2004-12-22,575.91
2004-12-23,582.615
2004-12-24,583.993
2004-12-27,586.536
2004-12-28,583.647
2004-12-29,584.969
2004-12-30,588.388
2004-12-31,586.823
2005-01-03,582.593
2005-01-04,572.009
2005-01-05,567.35
2005-01-06,570.751
2005-01-07,570.603
2005-01-10,569.916
2005-01-11,566.624
2005-01-12,568.491
2005-01-13,568.705
2005-01-14,566.442
2005-01-17,565.619
2005-01-18,560.954
2005-01-19,562.766
2005-01-20,553.149
2005-01-21,553.519
2005-01-24,554.457
2005-01-25,554.353
2005-01-26,559.145
2005-01-27,558.115
2005-01-28,565.963
2005-01-31,571.989
2005-02-01,574.955
2005-02-02,577.247
2005-02-03,574.588
2005-02-04,575.591
2005-02-07,573.387
2005-02-08,575.96
2005-02-09,579.474
2005-02-10,586.543
2005-02-11,589.35
2005-02-14,594.705
2005-02-15,602.323
2005-02-16,600.066
2005-02-17,604.945
2005-02-18,605.404
2005-02-21,608.567
2005-02-22,619.506
2005-02-23,611.995
2005-02-24,618.772
2005-02-25,619.87
2005-02-28,621.497
2005-03-01,627.957
2005-03-02,625.559
2005-03-03,631.884
2005-03-04,644.567
2005-03-07,648.801
2005-03-08,646.659
2005-03-09,643.426
2005-03-10,639.517
2005-03-11,644.456
2005-03-14,638.988
2005-03-15,645.895
2005-03-16,648.739
2005-03-17,646.972
2005-03-18,644.271
2005-03-21,640.813
2005-03-22,642.737
2005-03-23,626.361
2005-03-24,624.12
2005-03-25,624.12
2005-03-28,619.746
2005-03-29,619.398
2005-03-30,611.832
2005-03-31,620.185
2005-04-01,624.084
2005-04-04,622.388
2005-04-05,631.509
2005-04-06,641.076
2005-04-07,645.963
2005-04-08,643.691
2005-04-11,646.707
2005-04-12,643.446
2005-04-13,647.256
2005-04-14,641.63
2005-04-15,634.894
2005-04-18,630.728
2005-04-19,635.999
2005-04-20,643.15
2005-04-21,648.08
2005-04-22,646.687
2005-04-25,649.077
2005-04-26,648.287
2005-04-27,632.069
2005-04-28,602.207
2005-04-29,591.217
2005-05-02,589.209
2005-05-03,597.789
2005-05-04,607.745
2005-05-05,606.973
2005-05-06,606.043
2005-05-09,602.253
2005-05-10,617.117
2005-05-11,618.315
2005-05-12,608.22
2005-05-13,601.166
2005-05-16,599.978
2005-05-17,599.486
2005-05-18,604.629
2005-05-19,598.9
2005-05-20,594.137
2005-05-23,596.138
2005-05-24,603.674
2005-05-25,602.909
2005-05-26,603.833
2005-05-27,607.786
2005-05-30,605.194
2005-05-31,599.35
2005-06-01,601.197
2005-06-02,597.705
2005-06-03,597.375
2005-06-06,596.369
2005-06-07,598.077
2005-06-08,602.482
2005-06-09,596.41
2005-06-10,600.43
2005-06-13,602.473
2005-06-14,600.396
2005-06-15,602.764
2005-06-16,604.55
2005-06-17,622.079
2005-06-20,621.037
2005-06-21,623.55
2005-06-22,631.201
2005-06-23,627.492
2005-06-24,623.63
2005-06-27,619.846
2005-06-28,615.387
2005-06-29,623.509
2005-06-30,620.267
2005-07-01,615.819
2005-07-04,610.61
2005-07-05,617.801
2005-07-06,620.136
2005-07-07,614.778
2005-07-08,622.472
2005-07-11,629.021
2005-07-12,631.198
2005-07-13,630.675
2005-07-14,628.238
2005-07-15,624.138
2005-07-18,624.813
2005-07-19,623.521
2005-07-20,617.208
2005-07-21,620.455
2005-07-22,626.631
2005-07-25,624.337
2005-07-26,621.595
2005-07-27,627.229
2005-07-28,631.149
2005-07-29,635.987
2005-08-01,641.329
2005-08-02,643.547
2005-08-03,658.552
2005-08-04,662.857
2005-08-05,671.359
2005-08-08,682.109
2005-08-09,700.214
2005-08-10,695.272
2005-08-11,688.517
2005-08-12,685.678
2005-08-15,683.936
2005-08-16,682.206
2005-08-17,679.108
2005-08-18,673.421
2005-08-19,681.103
2005-08-22,678.744
2005-08-23,667.652
2005-08-24,660.763
2005-08-25,659.386
2005-08-26,652.357
2005-08-29,647.238
2005-08-30,652.687
2005-08-31,655.832
2005-09-01,670.908
2005-09-02,678.638
2005-09-05,678.416
2005-09-06,680.583
2005-09-07,673.218
2005-09-08,666.186
2005-09-09,668.948
2005-09-12,665.598
2005-09-13,668.867
2005-09-14,668.126
2005-09-15,664.581
2005-09-16,667.157
2005-09-19,663.231
2005-09-20,652.268
2005-09-21,656.399
2005-09-22,646.291
2005-09-23,643.599
2005-09-26,637.25
2005-09-27,633.937
2005-09-28,639.992
2005-09-29,639.198
2005-09-30,639.036
2005-10-03,629.876
2005-10-04,627.711
2005-10-05,623.492
2005-10-06,627.038
2005-10-07,637.587
2005-10-10,640.454
2005-10-11,638.944
2005-10-12,632.853
2005-10-13,612.709
2005-10-14,619.969
2005-10-17,624.851
2005-10-18,611.46
2005-10-19,597.169
2005-10-20,600.078
2005-10-21,593.328
2005-10-24,602.346
2005-10-25,610.147
2005-10-26,610.343
2005-10-27,608.828
2005-10-28,610.359
2005-10-31,615.702
2005-11-01,631.34
2005-11-02,632.95
2005-11-03,638.384
2005-11-04,625.595
2005-11-07,629.538
2005-11-08,624.981
2005-11-09,625.849
