Date,DENMARK LARGE CAP Large Cap
2010-06-30,771.964
2010-07-30,845.975
2010-08-31,809.38
2010-09-30,903.836
2010-10-29,938.931
2010-11-30,872.049
2010-12-31,969.058
2011-01-31,984.914
2011-02-28,1042.29
2011-03-31,1041.779
2011-04-29,1088.424
2011-05-31,1046.512
2011-06-30,1001.797
2011-07-29,963.61
2011-08-31,820.486
2011-09-30,745.182
2011-10-31,807.134
2011-11-30,838.934
2011-12-30,830.08
2012-01-31,878.554
2012-02-29,1023.623
2012-03-30,1009.283
2012-04-30,1056.197
2012-05-31,921.817
2012-06-29,992.869
2012-07-31,1055.865
2012-08-31,1087.299
2012-09-28,1108.548
2012-10-31,1097.493
2012-11-30,1114.731
2012-12-31,1135.448
2013-01-31,1273.059
2013-02-28,1224.397
2013-03-29,1164.262
2013-04-30,1214.2
2013-05-31,1154.796
2013-06-28,1103.67
2013-07-31,1200.432
2013-08-30,1213.342
2013-09-30,1261.98
2013-10-31,1267.261
2013-11-29,1344.556
2013-12-31,1381.431
2014-01-31,1433.871
2014-02-28,1682.658
2014-03-31,1649.735
2014-04-30,1643.32
2014-05-30,1608.985
2014-06-30,1685.769
2014-07-31,1667.339
2014-08-29,1663.434
2014-09-30,1684.486
2014-10-31,1620.159
2014-11-28,1611.03
2014-12-31,1504.166
2015-01-30,1539.308
2015-02-27,1660.067
2015-03-31,1781.703
2015-04-30,1874.089
2015-05-29,1843.37
2015-06-30,1789.305
2015-07-31,1894.304
2015-08-31,1794.178
2015-09-30,1734.213
2015-10-30,1711.178
2015-11-30,1761.479
2015-12-31,1810.313
2016-01-29,1732.781
2016-02-29,1667.784
2016-03-31,1761.668
2016-04-29,1810.363
2016-05-31,1797.142
2016-06-30,1725.915
2016-07-29,1827.233
2016-08-31,1638.11
2016-09-30,1524.869
2016-10-31,1400.364
2016-11-30,1311.526
2016-12-30,1408.51
2017-01-31,1445.694
2017-02-28,1430.349
2017-03-31,1454.959
2017-04-28,1591.469
2017-05-31,1716.358
2017-06-30,1735.829
2017-07-31,1778.811
2017-08-31,1870.258
2017-09-29,1870.467
2017-10-31,1908.765
2017-11-30,1925.929
2017-12-29,1975.995
2018-01-31,2069.406
2018-02-28,1958.873
2018-03-30,1890.147
2018-04-30,1840.779
2018-05-31,1813.592
2018-06-29,1765.025
2018-07-31,1858.764
2018-08-31,1867.466
2018-09-28,1783.414
2018-10-31,1597.47
2018-11-30,1692.494
2018-12-31,1651.739
2019-01-31,1693.876
2019-02-28,1778.099
2019-03-29,1867.364
2019-04-30,1821.431
2019-05-31,1752.122
2019-06-28,1880.525
2019-07-31,1828.08
2019-08-30,1914.152
2019-09-30,1910.512
2019-10-31,1978.212
2019-11-29,2031.706
2019-12-31,2140.209
2020-01-31,2192.579
2020-02-28,2067.45
2020-03-31,2071.339
2020-04-30,2207.921
2020-05-29,2295.669
2020-06-30,2328.436
2020-07-31,2507.07
2020-08-31,2579.968
2020-09-30,2626.196
2020-10-30,2543.267
2020-11-30,2728.421
2020-12-31,2934.033
2021-01-29,2805.987
2021-02-26,2812.445
2021-03-31,2837.337
2021-04-30,3019.589
2021-05-31,3166.544
2021-06-30,3229.253
2021-07-30,3404.257
2021-08-31,3595.22
2021-09-30,3421.166
2021-10-29,3698.812
2021-11-30,3483.661
2021-12-31,3677.265
2022-01-31,3244.156
2022-02-28,3352.375
2022-03-31,3504.805
2022-04-29,3406.257
2022-05-31,3294.19
2022-06-30,3126.145
2022-07-29,3404.244
2022-08-31,3131.769
2022-09-30,2766.357
2022-10-31,2998.584
2022-11-30,3354.286
2022-12-30,3606.411
2023-01-31,3649.622
2023-02-28,3747.546
2023-03-31,4078.181
2023-04-28,4244.224
2023-05-31,4084.413
2023-06-30,4140.114
2023-07-31,4157.433
2023-08-31,4405.438
2023-09-29,4272.429
2023-10-31,4263.473
2023-11-30,4559.456
2023-12-29,4733.14
2024-01-31,5005.651
2024-02-29,5158.552
2024-03-29,5475.839
2024-04-30,5462.792
2024-05-31,5715.298
2024-06-28,5923.52
2024-07-31,5647.78
2024-08-30,5864.368
2024-09-30,5235.195
2024-10-31,4918.949
2024-11-29,4741.393
2024-12-31,4016.722
2025-01-31,3921.187
2025-02-28,4155.64
2025-03-31,3403.41
2025-04-30,3414.968
2025-05-30,3573.838
2025-06-30,3592.648
2025-07-31,2790.935
