Date,EUROPE LARGE VALUE Large Cap
2001-07-23,428.31
2001-07-24,425.069
2001-07-25,421.578
2001-07-26,423.132
2001-07-27,428.73
2001-07-30,433.612
2001-07-31,437.835
2001-08-01,440.534
2001-08-02,440.634
2001-08-03,439.079
2001-08-06,437.455
2001-08-07,436.574
2001-08-08,431.771
2001-08-09,429.976
2001-08-10,429.858
2001-08-13,432.347
2001-08-14,437.808
2001-08-15,441.79
2001-08-16,439.203
2001-08-17,434.737
2001-08-20,434.008
2001-08-21,437.531
2001-08-22,440.686
2001-08-23,437.739
2001-08-24,444.724
2001-08-27,443.53
2001-08-28,439.306
2001-08-29,439.957
2001-08-30,431.585
2001-08-31,431.237
2001-09-03,426.24
2001-09-04,426.319
2001-09-05,421.249
2001-09-06,413.337
2001-09-07,406.902
2001-09-10,400.944
2001-09-11,380.898
2001-09-12,382.504
2001-09-13,387.833
2001-09-14,373.398
2001-09-17,383.491
2001-09-18,380.351
2001-09-19,373.173
2001-09-20,356.337
2001-09-21,343.225
2001-09-24,361.529
2001-09-25,367.967
2001-09-26,373.398
2001-09-27,378.155
2001-09-28,386.535
2001-10-01,379.752
2001-10-02,383.008
2001-10-03,386.672
2001-10-04,397.732
2001-10-05,397.422
2001-10-08,396.403
2001-10-09,394.412
2001-10-10,401.801
2001-10-11,401.675
2001-10-12,402.016
2001-10-15,393.279
2001-10-16,397.053
2001-10-17,404.916
2001-10-18,396.303
2001-10-19,386.052
2001-10-22,388.885
2001-10-23,398.091
2001-10-24,400.23
2001-10-25,394.501
2001-10-26,402.613
2001-10-29,400.226
2001-10-30,391.997
2001-10-31,394.143
2001-11-01,397.787
2001-11-02,398.166
2001-11-05,403.63
2001-11-06,402.452
2001-11-07,407.668
2001-11-08,412.241
2001-11-09,408.949
2001-11-12,400.366
2001-11-13,407.36
2001-11-14,406.501
2001-11-15,404.577
2001-11-16,410.01
2001-11-19,412.909
2001-11-20,411.086
2001-11-21,408.367
2001-11-22,411.846
2001-11-23,408.904
2001-11-26,408.778
2001-11-27,405.413
2001-11-28,401.979
2001-11-29,403.141
2001-11-30,406.203
2001-12-03,402.256
2001-12-04,405.559
2001-12-05,415.469
2001-12-06,418.675
2001-12-07,413.908
2001-12-10,407.546
2001-12-11,407.043
2001-12-12,406.094
2001-12-13,401.136
2001-12-14,400.374
2001-12-17,411.258
2001-12-18,409.344
2001-12-19,405.205
2001-12-20,401.508
2001-12-21,405.084
2001-12-24,403.291
2001-12-25,403.291
2001-12-26,404.337
2001-12-27,413.115
2001-12-28,413.555
2001-12-31,415.726
2002-01-01,415.726
2002-01-02,416.566
2002-01-03,422.265
2002-01-04,421.712
2002-01-07,416.793
2002-01-08,414.382
2002-01-09,413.212
2002-01-10,411.67
2002-01-11,411.836
2002-01-14,404.991
2002-01-15,406.681
2002-01-16,400.151
2002-01-17,404.599
2002-01-18,403.504
2002-01-21,402.538
2002-01-22,402.451
2002-01-23,405.756
2002-01-24,408.022
2002-01-25,402.479
2002-01-28,405.372
2002-01-29,399.291
2002-01-30,395.299
2002-01-31,399.436
2002-02-01,400.443
2002-02-04,398.598
2002-02-05,393.6
2002-02-06,389.625
2002-02-07,392.05
2002-02-08,393.181
2002-02-11,398.899
2002-02-12,397.764
2002-02-13,399.488
2002-02-14,403.704
2002-02-15,401.098
2002-02-18,397.735
2002-02-19,391.832
2002-02-20,388.068
2002-02-21,392.27
2002-02-22,392.042
2002-02-25,396.085
2002-02-26,397.99
2002-02-27,399.962
2002-02-28,399.72
2002-03-01,404.393
2002-03-04,415.198
2002-03-05,413.372
2002-03-06,416.938
2002-03-07,421.051
2002-03-08,420.804
2002-03-11,419.569
2002-03-12,415.679
2002-03-13,417.02
2002-03-14,420.129
2002-03-15,425.095
2002-03-18,425.419
2002-03-19,428.471
2002-03-20,426.807
2002-03-21,425.181
2002-03-22,425.824
2002-03-25,422.226
2002-03-26,423.096
2002-03-27,421.954
2002-03-28,426.684
2002-03-29,426.684
2002-04-01,430.578
2002-04-02,428.998
2002-04-03,428.805
2002-04-04,425.265
2002-04-05,423.484
2002-04-08,417.048
2002-04-09,418.691
2002-04-10,424.494
2002-04-11,420.409
2002-04-12,421.205
2002-04-15,424.627
2002-04-16,432.464
2002-04-17,434.239
2002-04-18,435.414
2002-04-19,436.679
2002-04-22,434.959
2002-04-23,433.283
2002-04-24,432.866
2002-04-25,430.299
2002-04-26,428.25
2002-04-29,428.766
2002-04-30,431.5
2002-05-01,432.039
2002-05-02,430.992
2002-05-03,435.975
2002-05-06,435.513
2002-05-07,428.785
2002-05-08,435.059
2002-05-09,433.0
2002-05-10,431.985
2002-05-13,436.046
2002-05-14,436.257
2002-05-15,440.373
2002-05-16,440.231
2002-05-17,443.182
2002-05-20,440.429
2002-05-21,439.064
2002-05-22,438.193
2002-05-23,437.916
2002-05-24,439.967
2002-05-27,439.774
2002-05-28,439.056
2002-05-29,439.648
2002-05-30,437.069
2002-05-31,440.044
2002-06-03,438.531
2002-06-04,433.016
2002-06-05,426.988
2002-06-06,429.202
2002-06-07,423.051
2002-06-10,421.154
2002-06-11,425.658
2002-06-12,418.319
2002-06-13,412.353
2002-06-14,401.243
2002-06-17,413.048
2002-06-18,412.901
2002-06-19,408.327
2002-06-20,403.265
2002-06-21,404.579
2002-06-24,398.037
2002-06-25,405.76
2002-06-26,405.004
2002-06-27,405.228
2002-06-28,420.752
2002-07-01,423.42
2002-07-02,409.617
2002-07-03,396.983
2002-07-04,403.888
2002-07-05,416.958
2002-07-08,420.013
2002-07-09,417.835
2002-07-10,403.482
2002-07-11,387.706
2002-07-12,385.734
2002-07-15,368.224
2002-07-16,370.997
2002-07-17,384.277
2002-07-18,391.081
2002-07-19,374.564
2002-07-22,350.616
2002-07-23,339.9
2002-07-24,335.056
2002-07-25,351.445
2002-07-26,351.459
2002-07-29,369.529
2002-07-30,370.144
2002-07-31,373.015
2002-08-01,355.372
2002-08-02,356.605
2002-08-05,347.647
2002-08-06,356.286
2002-08-07,354.502
2002-08-08,367.126
2002-08-09,374.852
2002-08-12,367.818
2002-08-13,372.694
2002-08-14,366.204
2002-08-15,377.184
2002-08-16,379.862
2002-08-19,388.7
2002-08-20,383.758
2002-08-21,388.477
2002-08-22,393.936
2002-08-23,387.872
2002-08-26,385.409
2002-08-27,397.642
2002-08-28,381.949
2002-08-29,375.548
2002-08-30,378.897
2002-09-02,373.865
2002-09-03,360.607
2002-09-04,359.516
2002-09-05,356.402
2002-09-06,365.501
2002-09-09,359.488
2002-09-10,367.445
2002-09-11,372.529
2002-09-12,360.442
2002-09-13,353.141
2002-09-16,352.439
2002-09-17,347.679
2002-09-18,334.995
2002-09-19,331.033
2002-09-20,330.789
2002-09-23,319.599
2002-09-24,313.363
2002-09-25,316.219
2002-09-26,332.198
2002-09-27,332.153
2002-09-30,317.964
2002-10-01,324.59
2002-10-02,333.56
2002-10-03,327.933
2002-10-04,318.226
2002-10-07,316.091
2002-10-08,309.155
2002-10-09,309.36
2002-10-10,317.14
2002-10-11,333.974
2002-10-14,330.275
2002-10-15,350.217
2002-10-16,346.146
2002-10-17,354.508
2002-10-18,352.452
2002-10-21,353.651
2002-10-22,348.484
2002-10-23,336.839
2002-10-24,344.663
2002-10-25,342.778
2002-10-28,348.335
2002-10-29,333.137
2002-10-30,342.483
2002-10-31,350.754
2002-11-01,349.4
2002-11-04,361.296
2002-11-05,365.487
2002-11-06,359.481
2002-11-07,355.828
2002-11-08,353.892
2002-11-11,352.211
2002-11-12,354.693
2002-11-13,351.044
2002-11-14,355.603
2002-11-15,358.934
2002-11-18,363.94
2002-11-19,363.361
2002-11-20,359.557
2002-11-21,370.242
2002-11-22,370.545
2002-11-25,364.444
2002-11-26,356.918
2002-11-27,364.459
2002-11-28,369.786
2002-11-29,369.383
2002-12-02,368.687
2002-12-03,362.595
2002-12-04,360.492
2002-12-05,356.192
2002-12-06,357.42
2002-12-09,348.587
2002-12-10,350.432
2002-12-11,354.721
2002-12-12,350.639
2002-12-13,347.069
2002-12-16,359.159
2002-12-17,356.613
2002-12-18,348.101
2002-12-19,345.565
2002-12-20,350.701
2002-12-23,352.996
2002-12-24,354.685
2002-12-25,354.685
2002-12-26,355.121
2002-12-27,345.556
2002-12-30,350.9
2002-12-31,354.196
2003-01-01,354.196
2003-01-02,363.278
2003-01-03,364.633
2003-01-06,369.526
2003-01-07,363.666
2003-01-08,357.131
2003-01-09,362.679
2003-01-10,366.392
2003-01-13,366.956
2003-01-14,368.514
2003-01-15,363.684
2003-01-16,364.066
2003-01-17,357.35
2003-01-20,351.555
2003-01-21,347.153
2003-01-22,340.882
2003-01-23,340.104
2003-01-24,338.624
2003-01-27,327.682
2003-01-28,329.808
2003-01-29,331.789
2003-01-30,337.436
2003-01-31,337.635
2003-02-03,344.986
2003-02-04,336.93
2003-02-05,344.143
2003-02-06,335.364
2003-02-07,331.552
2003-02-10,328.711
2003-02-11,335.112
2003-02-12,329.574
2003-02-13,331.532
2003-02-14,335.638
2003-02-17,340.025
2003-02-18,342.349
2003-02-19,335.761
2003-02-20,335.377
2003-02-21,338.858
2003-02-24,332.279
2003-02-25,321.623
2003-02-26,319.91
2003-02-27,322.342
2003-02-28,328.369
2003-03-03,330.628
2003-03-04,325.625
2003-03-05,325.006
2003-03-06,321.309
2003-03-07,316.21
2003-03-10,308.334
2003-03-11,309.203
2003-03-12,294.662
2003-03-13,310.601
2003-03-14,320.675
2003-03-17,329.696
2003-03-18,328.13
2003-03-19,330.585
2003-03-20,328.925
2003-03-21,338.257
2003-03-24,327.575
2003-03-25,332.508
2003-03-26,333.442
2003-03-27,327.316
2003-03-28,327.472
2003-03-31,320.31
2003-04-01,325.324
2003-04-02,332.522
2003-04-03,334.571
2003-04-04,337.422
2003-04-07,347.172
2003-04-08,341.946
2003-04-09,341.633
2003-04-10,339.926
2003-04-11,341.321
2003-04-14,346.338
2003-04-15,352.359
2003-04-16,349.651
2003-04-17,353.587
2003-04-18,353.587
2003-04-21,351.184
2003-04-22,357.59
2003-04-23,362.027
2003-04-24,357.341
2003-04-25,351.172
2003-04-28,360.127
2003-04-29,359.614
2003-04-30,361.368
2003-05-01,361.48
2003-05-02,364.555
2003-05-05,367.988
2003-05-06,376.047
2003-05-07,371.788
2003-05-08,366.177
2003-05-09,371.062
2003-05-12,373.74
2003-05-13,373.381
2003-05-14,373.579
2003-05-15,377.868
2003-05-16,381.053
2003-05-19,373.06
2003-05-20,374.436
2003-05-21,372.949
2003-05-22,377.241
2003-05-23,378.854
2003-05-26,379.841
2003-05-27,382.598
2003-05-28,387.099
2003-05-29,392.117
2003-05-30,390.123
2003-06-02,396.2
2003-06-03,393.73
2003-06-04,396.659
2003-06-05,398.538
2003-06-06,402.461
2003-06-09,398.556
2003-06-10,398.749
2003-06-11,407.64
2003-06-12,412.355
2003-06-13,408.396
2003-06-16,416.258
2003-06-17,418.738
2003-06-18,417.167
2003-06-19,409.204
2003-06-20,410.574
2003-06-23,401.995
2003-06-24,399.991
2003-06-25,402.57
2003-06-26,398.168
2003-06-27,397.86
2003-06-30,394.386
2003-07-01,390.104
2003-07-02,395.302
2003-07-03,396.687
2003-07-04,394.884
2003-07-07,400.165
2003-07-08,398.48
2003-07-09,394.98
2003-07-10,390.568
2003-07-11,394.939
2003-07-14,400.434
2003-07-15,396.196
2003-07-16,392.602
2003-07-17,389.762
2003-07-18,391.788
2003-07-21,391.007
2003-07-22,394.28
2003-07-23,394.638
2003-07-24,403.355
2003-07-25,402.114
2003-07-28,406.326
2003-07-29,404.244
2003-07-30,402.594
2003-07-31,404.242
2003-08-01,398.628
2003-08-04,399.175
2003-08-05,402.67
2003-08-06,397.641
2003-08-07,400.547
2003-08-08,402.194
2003-08-11,404.846
2003-08-12,406.425
2003-08-13,407.286
2003-08-14,412.694
2003-08-15,413.274
2003-08-18,414.791
2003-08-19,411.66
2003-08-20,410.826
2003-08-21,408.562
2003-08-22,405.353
2003-08-25,403.928
2003-08-26,397.956
2003-08-27,401.7
2003-08-28,403.123
2003-08-29,401.256
2003-09-01,405.501
2003-09-02,403.603
2003-09-03,408.775
2003-09-04,410.543
2003-09-05,411.693
2003-09-08,417.056
2003-09-09,414.927
2003-09-10,411.417
2003-09-11,411.679
2003-09-12,413.197
2003-09-15,414.246
2003-09-16,414.745
2003-09-17,417.588
2003-09-18,421.395
2003-09-19,419.739
2003-09-22,417.499
2003-09-23,415.275
2003-09-24,415.748
2003-09-25,415.085
2003-09-26,409.293
2003-09-29,408.735
2003-09-30,404.973
2003-10-01,415.258
2003-10-02,415.689
2003-10-03,423.838
2003-10-06,423.906
2003-10-07,424.263
2003-10-08,424.015
2003-10-09,429.977
2003-10-10,430.386
2003-10-13,434.242
2003-10-14,432.651
2003-10-15,435.227
2003-10-16,435.263
2003-10-17,431.688
2003-10-20,434.094
2003-10-21,434.781
2003-10-22,430.731
2003-10-23,425.994
2003-10-24,426.898
2003-10-27,428.414
2003-10-28,431.159
2003-10-29,432.944
2003-10-30,435.831
2003-10-31,434.585
2003-11-03,437.461
2003-11-04,436.709
2003-11-05,433.504
2003-11-06,433.397
2003-11-07,439.644
2003-11-10,437.18
2003-11-11,435.494
2003-11-12,440.357
2003-11-13,443.344
2003-11-14,446.846
2003-11-17,438.167
2003-11-18,442.484
2003-11-19,440.851
2003-11-20,439.924
2003-11-21,441.99
2003-11-24,445.937
2003-11-25,446.918
2003-11-26,449.532
2003-11-27,450.767
2003-11-28,451.843
2003-12-01,458.868
2003-12-02,460.288
2003-12-03,464.773
2003-12-04,462.328
2003-12-05,462.838
2003-12-08,463.764
2003-12-09,467.878
2003-12-10,465.962
2003-12-11,465.597
2003-12-12,470.398
2003-12-15,472.66
2003-12-16,472.667
2003-12-17,475.819
2003-12-18,480.871
2003-12-19,483.381
2003-12-22,485.051
2003-12-23,486.429
2003-12-24,488.331
2003-12-25,488.331
2003-12-26,488.365
2003-12-29,491.699
2003-12-30,495.111
2003-12-31,499.164
2004-01-01,499.164
2004-01-02,503.545
2004-01-05,508.877
2004-01-06,511.845
2004-01-07,505.117
2004-01-08,508.814
2004-01-09,508.099
2004-01-12,506.357
2004-01-13,506.297
2004-01-14,505.786
2004-01-15,505.015
2004-01-16,500.915
2004-01-19,501.415
2004-01-20,506.185
2004-01-21,512.218
2004-01-22,514.369
2004-01-23,512.759
2004-01-26,505.053
2004-01-27,506.989
2004-01-28,510.889
2004-01-29,497.457
2004-01-30,495.194
2004-02-02,496.506
2004-02-03,499.51
2004-02-04,496.113
2004-02-05,497.12
2004-02-06,503.457
2004-02-09,509.548
2004-02-10,508.86
2004-02-11,510.189
2004-02-12,513.911
2004-02-13,510.77
2004-02-16,513.109
2004-02-17,518.808
2004-02-18,518.232
2004-02-19,520.373
2004-02-20,513.676
2004-02-23,514.507
2004-02-24,513.293
2004-02-25,510.941
2004-02-26,506.828
2004-02-27,506.918
2004-03-01,512.571
2004-03-02,509.261
2004-03-03,501.718
2004-03-04,507.432
2004-03-05,513.747
2004-03-08,513.613
2004-03-09,510.577
2004-03-10,503.708
2004-03-11,490.923
2004-03-12,488.868
2004-03-15,481.349
2004-03-16,488.819
2004-03-17,491.506
2004-03-18,489.66
2004-03-19,489.86
2004-03-22,482.277
2004-03-23,481.422
2004-03-24,477.447
2004-03-25,481.657
2004-03-26,480.292
2004-03-29,488.285
2004-03-30,490.234
2004-03-31,492.246
2004-04-01,501.119
2004-04-02,501.917
2004-04-05,500.93
2004-04-06,502.849
2004-04-07,504.775
2004-04-08,504.48
2004-04-09,504.48
2004-04-12,503.595
2004-04-13,502.971
2004-04-14,496.071
2004-04-15,496.21
2004-04-16,504.233
2004-04-19,503.667
2004-04-20,503.223
2004-04-21,496.044
2004-04-22,498.413
2004-04-23,499.688
2004-04-26,502.743
2004-04-27,505.623
2004-04-28,497.067
2004-04-29,496.102
2004-04-30,494.058
2004-05-03,496.126
2004-05-04,503.502
2004-05-05,506.924
2004-05-06,498.673
2004-05-07,491.34
2004-05-10,476.578
2004-05-11,480.647
2004-05-12,479.137
2004-05-13,482.516
2004-05-14,481.217
2004-05-17,479.151
2004-05-18,479.773
2004-05-19,491.03
2004-05-20,483.637
2004-05-21,487.555
2004-05-24,489.558
2004-05-25,494.486
2004-05-26,498.666
2004-05-27,507.609
2004-05-28,503.012
2004-05-31,504.114
2004-06-01,501.717
2004-06-02,506.336
2004-06-03,507.375
2004-06-04,510.705
2004-06-07,517.665
2004-06-08,517.207
2004-06-09,508.974
2004-06-10,511.306
2004-06-11,507.431
2004-06-14,503.367
2004-06-15,507.372
2004-06-16,510.312
2004-06-17,512.11
2004-06-18,516.918
2004-06-21,514.601
2004-06-22,508.126
2004-06-23,510.268
2004-06-24,517.06
2004-06-25,514.63
2004-06-28,520.717
2004-06-29,514.761
2004-06-30,512.918
2004-07-01,510.592
2004-07-02,512.128
2004-07-05,511.555
2004-07-06,509.096
2004-07-07,511.642
2004-07-08,515.592
2004-07-09,516.705
2004-07-12,514.615
2004-07-13,511.842
2004-07-14,512.564
2004-07-15,506.138
2004-07-16,510.645
2004-07-19,507.577
2004-07-20,506.317
2004-07-21,505.044
2004-07-22,498.388
2004-07-23,493.639
2004-07-26,490.82
2004-07-27,492.193
2004-07-28,493.905
2004-07-29,502.028
2004-07-30,501.519
2004-08-02,501.495
2004-08-03,504.588
2004-08-04,500.628
2004-08-05,501.164
2004-08-06,498.893
2004-08-09,495.558
2004-08-10,501.579
2004-08-11,493.402
2004-08-12,493.793
2004-08-13,496.018
2004-08-16,500.711
2004-08-17,499.597
2004-08-18,499.334
2004-08-19,502.256
2004-08-20,500.916
2004-08-23,502.077
2004-08-24,497.979
2004-08-25,498.893
2004-08-26,502.635
2004-08-27,505.06
2004-08-30,504.527
2004-08-31,504.328
2004-09-01,509.151
2004-09-02,511.174
2004-09-03,511.616
2004-09-06,513.441
2004-09-07,513.317
2004-09-08,514.827
2004-09-09,513.494
2004-09-10,520.504
2004-09-13,522.672
2004-09-14,522.786
2004-09-15,516.643
2004-09-16,518.649
2004-09-17,523.266
2004-09-20,521.521
2004-09-21,529.263
2004-09-22,524.2
2004-09-23,522.237
2004-09-24,523.281
2004-09-27,521.37
2004-09-28,524.65
2004-09-29,525.435
2004-09-30,526.016
2004-10-01,535.429
2004-10-04,534.515
2004-10-05,538.994
2004-10-06,539.814
2004-10-07,539.996
2004-10-08,542.656
2004-10-11,541.778
2004-10-12,533.422
2004-10-13,532.041
2004-10-14,534.807
2004-10-15,536.343
2004-10-18,536.221
2004-10-19,539.757
2004-10-20,537.956
2004-10-21,540.663
2004-10-22,542.044
2004-10-25,538.803
2004-10-26,539.743
2004-10-27,546.624
2004-10-28,549.368
2004-10-29,546.694
2004-11-01,552.669
2004-11-02,555.074
2004-11-03,560.642
2004-11-04,563.321
2004-11-05,567.172
2004-11-08,568.454
2004-11-09,566.427
2004-11-10,567.302
2004-11-11,571.934
2004-11-12,574.837
2004-11-15,574.475
2004-11-16,571.237
2004-11-17,578.447
2004-11-18,576.807
2004-11-19,576.788
2004-11-22,573.428
2004-11-23,576.439
2004-11-24,578.803
2004-11-25,586.901
2004-11-26,586.911
2004-11-29,586.721
2004-11-30,585.12
2004-12-01,593.063
2004-12-02,591.743
2004-12-03,594.943
2004-12-06,595.22
2004-12-07,597.187
2004-12-08,589.093
2004-12-09,584.637
2004-12-10,586.626
2004-12-13,594.17
2004-12-14,595.254
2004-12-15,601.265
2004-12-16,596.991
2004-12-17,590.728
2004-12-20,600.627
2004-12-21,597.231
2004-12-22,601.887
2004-12-23,607.671
2004-12-24,610.096
2004-12-27,612.536
2004-12-28,612.072
2004-12-29,610.386
2004-12-30,612.093
2004-12-31,610.157
2005-01-03,607.24
2005-01-04,602.395
2005-01-05,597.755
2005-01-06,597.091
2005-01-07,595.171
2005-01-10,597.538
2005-01-11,595.344
2005-01-12,596.336
2005-01-13,595.095
2005-01-14,593.469
2005-01-17,594.756
2005-01-18,593.468
2005-01-19,594.549
2005-01-20,588.625
2005-01-21,590.642
2005-01-24,593.047
2005-01-25,593.761
2005-01-26,598.397
2005-01-27,599.054
2005-01-28,594.593
2005-01-31,600.368
2005-02-01,605.471
2005-02-02,608.576
2005-02-03,603.499
2005-02-04,609.902
2005-02-07,607.895
2005-02-08,605.865
2005-02-09,605.078
2005-02-10,610.759
2005-02-11,616.819
2005-02-14,621.234
2005-02-15,624.137
2005-02-16,621.883
2005-02-17,627.194
2005-02-18,628.197
2005-02-21,626.72
2005-02-22,628.947
2005-02-23,624.206
2005-02-24,624.33
2005-02-25,631.338
2005-02-28,633.708
2005-03-01,633.482
2005-03-02,630.257
2005-03-03,631.269
2005-03-04,642.895
2005-03-07,639.213
2005-03-08,643.468
2005-03-09,640.658
2005-03-10,636.064
2005-03-11,640.356
2005-03-14,636.304
2005-03-15,639.321
2005-03-16,634.948
2005-03-17,632.278
2005-03-18,630.668
2005-03-21,624.311
2005-03-22,626.481
2005-03-23,614.352
2005-03-24,615.646
2005-03-25,615.646
2005-03-28,612.371
2005-03-29,616.01
2005-03-30,614.748
2005-03-31,616.636
2005-04-01,617.77
2005-04-04,609.385
2005-04-05,614.716
2005-04-06,616.855
2005-04-07,622.727
2005-04-08,620.127
2005-04-11,623.791
2005-04-12,617.672
2005-04-13,620.624
2005-04-14,614.012
2005-04-15,608.593
2005-04-18,600.709
2005-04-19,605.214
2005-04-20,602.731
2005-04-21,602.557
2005-04-22,607.429
2005-04-25,607.184
2005-04-26,604.917
2005-04-27,597.045
2005-04-28,594.149
2005-04-29,595.504
2005-05-02,594.264
2005-05-03,599.009
2005-05-04,605.519
2005-05-05,609.99
2005-05-06,608.521
2005-05-09,604.875
2005-05-10,602.532
2005-05-11,597.512
2005-05-12,596.349
2005-05-13,592.629
2005-05-16,587.631
2005-05-17,588.92
2005-05-18,598.425
2005-05-19,601.509
2005-05-20,597.009
2005-05-23,601.731
2005-05-24,602.26
2005-05-25,602.674
2005-05-26,602.361
2005-05-27,603.3
2005-05-30,603.666
2005-05-31,596.161
2005-06-01,600.776
2005-06-02,601.853
2005-06-03,598.809
2005-06-06,596.942
2005-06-07,604.236
2005-06-08,605.502
2005-06-09,598.936
2005-06-10,599.275
2005-06-13,597.311
2005-06-14,599.504
2005-06-15,600.854
2005-06-16,603.426
2005-06-17,611.808
2005-06-20,606.578
2005-06-21,609.185
2005-06-22,610.67
2005-06-23,610.232
2005-06-24,607.321
2005-06-27,605.179
2005-06-28,607.066
2005-06-29,608.595
2005-06-30,609.047
2005-07-01,607.168
2005-07-04,605.817
2005-07-05,604.09
2005-07-06,608.527
2005-07-07,598.027
2005-07-08,605.108
2005-07-11,615.571
2005-07-12,620.097
2005-07-13,618.867
2005-07-14,623.258
2005-07-15,619.113
2005-07-18,617.796
2005-07-19,616.118
2005-07-20,615.711
2005-07-21,623.838
2005-07-22,623.306
2005-07-25,623.261
2005-07-26,623.095
2005-07-27,625.74
2005-07-28,629.994
2005-07-29,631.647
2005-08-01,635.513
2005-08-02,640.463
2005-08-03,644.007
2005-08-04,639.805
2005-08-05,636.165
2005-08-08,640.799
2005-08-09,644.319
2005-08-10,654.017
2005-08-11,654.983
2005-08-12,653.134
2005-08-15,649.832
2005-08-16,646.046
2005-08-17,643.534
2005-08-18,634.209
2005-08-19,639.463
2005-08-22,644.647
2005-08-23,639.054
2005-08-24,639.04
2005-08-25,635.501
2005-08-26,633.049
2005-08-29,631.882
2005-08-30,626.786
2005-08-31,637.599
2005-09-01,649.394
2005-09-02,652.232
2005-09-05,656.282
2005-09-06,660.442
2005-09-07,660.271
2005-09-08,657.776
2005-09-09,659.858
2005-09-12,652.637
2005-09-13,647.279
2005-09-14,651.085
2005-09-15,646.969
2005-09-16,650.834
2005-09-19,647.327
2005-09-20,650.244
2005-09-21,645.429
2005-09-22,638.94
2005-09-23,638.483
2005-09-26,644.952
2005-09-27,641.291
2005-09-28,648.359
2005-09-29,645.645
2005-09-30,649.484
2005-10-03,646.524
2005-10-04,650.246
2005-10-05,643.89
2005-10-06,644.813
2005-10-07,640.812
2005-10-10,638.132
2005-10-11,636.719
2005-10-12,633.908
2005-10-13,623.302
2005-10-14,633.064
2005-10-17,629.81
2005-10-18,622.466
2005-10-19,614.493
2005-10-20,617.188
2005-10-21,616.878
2005-10-24,621.99
2005-10-25,626.645
2005-10-26,628.252
2005-10-27,623.824
2005-10-28,622.655
2005-10-31,631.564
2005-11-01,631.558
2005-11-02,638.953
2005-11-03,644.994
2005-11-04,633.237
2005-11-07,634.622
2005-11-08,632.963
2005-11-09,631.699
