Date,EUROPE LARGE VALUE Large Cap
2005-11-10,640.529
2005-11-11,645.27
2005-11-14,644.964
2005-11-15,639.619
2005-11-16,634.887
2005-11-17,641.122
2005-11-18,644.177
2005-11-21,648.866
2005-11-22,647.349
2005-11-23,655.352
2005-11-24,653.427
2005-11-25,651.591
2005-11-28,651.693
2005-11-29,651.506
2005-11-30,649.213
2005-12-01,655.264
2005-12-02,657.057
2005-12-05,658.711
2005-12-06,664.191
2005-12-07,661.02
2005-12-08,666.527
2005-12-09,665.756
2005-12-12,672.857
2005-12-13,672.078
2005-12-14,676.431
2005-12-15,670.48
2005-12-16,678.595
2005-12-19,675.317
2005-12-20,673.016
2005-12-21,673.29
2005-12-22,675.776
2005-12-23,675.95
2005-12-26,675.95
2005-12-27,677.129
2005-12-28,679.052
2005-12-29,678.233
2005-12-30,670.153
2006-01-02,673.088
2006-01-03,687.702
2006-01-04,700.685
2006-01-05,698.092
2006-01-06,707.26
2006-01-09,704.048
2006-01-10,699.401
2006-01-11,705.507
2006-01-12,704.083
2006-01-13,700.365
2006-01-16,703.271
2006-01-17,693.606
2006-01-18,689.112
2006-01-19,693.126
2006-01-20,685.779
2006-01-23,695.639
2006-01-24,691.398
2006-01-25,698.967
2006-01-26,707.842
2006-01-27,710.69
2006-01-30,707.474
2006-01-31,711.112
2006-02-01,716.663
2006-02-02,708.252
2006-02-03,702.351
2006-02-06,702.709
2006-02-07,700.503
2006-02-08,699.86
2006-02-09,708.965
2006-02-10,704.568
2006-02-13,709.768
2006-02-14,707.28
2006-02-15,707.486
2006-02-16,710.801
2006-02-17,714.653
2006-02-20,717.006
2006-02-21,717.015
2006-02-22,720.753
2006-02-23,722.295
2006-02-24,722.868
2006-02-27,722.958
2006-02-28,716.37
2006-03-01,723.673
2006-03-02,718.357
2006-03-03,719.921
2006-03-06,724.979
2006-03-07,714.291
2006-03-08,711.419
2006-03-09,716.049
2006-03-10,720.145
2006-03-13,728.287
2006-03-14,734.763
2006-03-15,736.585
2006-03-16,744.776
2006-03-17,745.665
2006-03-20,747.144
2006-03-21,744.296
2006-03-22,745.712
2006-03-23,738.163
2006-03-24,741.981
2006-03-27,736.607
2006-03-28,734.653
2006-03-29,733.046
2006-03-30,747.954
2006-03-31,739.637
2006-04-03,746.116
2006-04-04,751.285
2006-04-05,754.872
2006-04-06,754.131
2006-04-07,742.788
2006-04-10,746.273
2006-04-11,737.365
2006-04-12,735.485
2006-04-13,736.477
2006-04-14,736.477
2006-04-17,747.269
2006-04-18,747.024
2006-04-19,759.016
2006-04-20,761.18
2006-04-21,768.274
2006-04-24,764.804
2006-04-25,767.997
2006-04-26,773.604
2006-04-27,775.801
2006-04-28,775.681
2006-05-01,778.897
2006-05-02,786.658
2006-05-03,776.798
2006-05-04,785.022
2006-05-05,796.214
2006-05-08,795.659
2006-05-09,802.83
2006-05-10,801.382
2006-05-11,798.559
2006-05-12,784.826
2006-05-15,774.544
2006-05-16,778.165
2006-05-17,750.884
2006-05-18,752.86
2006-05-19,748.856
2006-05-22,736.391
2006-05-23,753.775
2006-05-24,738.988
2006-05-25,750.581
2006-05-26,758.611
2006-05-29,758.957
2006-05-30,750.036
2006-05-31,757.456
2006-06-01,760.026
2006-06-02,767.448
2006-06-05,762.845
2006-06-06,741.939
2006-06-07,746.213
2006-06-08,719.874
2006-06-09,732.953
2006-06-12,722.961
2006-06-13,706.053
2006-06-14,709.557
2006-06-15,725.069
2006-06-16,721.59
2006-06-19,721.254
2006-06-20,725.74
2006-06-21,728.956
2006-06-22,728.452
2006-06-23,725.884
2006-06-26,725.715
2006-06-27,722.725
2006-06-28,721.098
2006-06-29,735.696
2006-06-30,759.865
2006-07-03,764.938
2006-07-04,766.999
2006-07-05,752.879
2006-07-06,762.489
2006-07-07,765.725
2006-07-10,763.727
2006-07-11,757.296
2006-07-12,754.45
2006-07-13,743.269
2006-07-14,730.833
2006-07-17,723.145
2006-07-18,719.822
2006-07-19,740.894
2006-07-20,746.072
2006-07-21,742.201
2006-07-24,753.615
2006-07-25,753.133
2006-07-26,755.795
2006-07-27,773.031
2006-07-28,780.573
2006-07-31,775.89
2006-08-01,767.507
2006-08-02,781.255
2006-08-03,774.23
2006-08-04,790.273
2006-08-07,779.792
2006-08-08,780.26
2006-08-09,789.966
2006-08-10,776.142
2006-08-11,775.552
2006-08-14,781.384
2006-08-15,790.885
2006-08-16,797.5
2006-08-17,797.956
2006-08-18,794.128
2006-08-21,799.191
2006-08-22,795.359
2006-08-23,790.068
2006-08-24,793.489
2006-08-25,792.15
2006-08-28,798.424
2006-08-29,796.849
2006-08-30,804.657
2006-08-31,799.687
2006-09-01,803.741
2006-09-04,810.92
2006-09-05,804.524
2006-09-06,794.954
2006-09-07,784.382
2006-09-08,783.998
2006-09-11,782.967
2006-09-12,792.557
2006-09-13,793.818
2006-09-14,798.19
2006-09-15,795.269
2006-09-18,796.322
2006-09-19,792.673
2006-09-20,802.66
2006-09-21,807.322
2006-09-22,801.725
2006-09-25,798.516
2006-09-26,804.76
2006-09-27,810.733
2006-09-28,809.802
2006-09-29,808.959
2006-10-02,812.834
2006-10-03,811.355
2006-10-04,816.212
2006-10-05,820.128
2006-10-06,815.31
2006-10-09,816.481
2006-10-10,818.947
2006-10-11,820.559
2006-10-12,826.309
2006-10-13,825.665
2006-10-16,828.863
2006-10-17,820.567
2006-10-18,825.898
2006-10-19,829.239
2006-10-20,830.959
2006-10-23,831.091
2006-10-24,831.202
2006-10-25,835.83
2006-10-26,843.388
2006-10-27,846.105
2006-10-30,843.934
2006-10-31,847.452
2006-11-01,850.747
2006-11-02,844.986
2006-11-03,844.586
2006-11-06,855.039
2006-11-07,864.582
2006-11-08,862.509
2006-11-09,863.028
2006-11-10,867.042
2006-11-13,866.017
2006-11-14,863.333
2006-11-15,868.134
2006-11-16,868.537
2006-11-17,863.686
2006-11-20,864.85
2006-11-21,866.217
2006-11-22,871.965
2006-11-23,870.427
2006-11-24,872.308
2006-11-27,861.666
2006-11-28,862.495
2006-11-29,872.618
2006-11-30,872.304
2006-12-01,869.053
2006-12-04,873.794
2006-12-05,879.936
2006-12-06,881.602
2006-12-07,884.389
2006-12-08,887.465
2006-12-11,885.884
2006-12-12,889.897
2006-12-13,894.486
2006-12-14,896.521
2006-12-15,896.906
2006-12-18,894.445
2006-12-19,896.429
2006-12-20,900.808
2006-12-21,898.295
2006-12-22,892.745
2006-12-25,892.745
2006-12-26,891.259
2006-12-27,900.908
2006-12-28,901.968
2006-12-29,900.953
2007-01-01,900.953
2007-01-02,920.57
2007-01-03,915.911
2007-01-04,906.116
2007-01-05,890.214
2007-01-08,890.078
2007-01-09,891.651
2007-01-10,880.413
2007-01-11,891.69
2007-01-12,899.198
2007-01-15,904.797
2007-01-16,897.758
2007-01-17,896.719
2007-01-18,896.225
2007-01-19,903.545
2007-01-22,900.327
2007-01-23,905.759
2007-01-24,910.045
2007-01-25,905.99
2007-01-26,894.813
2007-01-29,899.03
2007-01-30,902.431
2007-01-31,899.723
2007-02-01,911.136
2007-02-02,910.447
2007-02-05,907.602
2007-02-06,911.975
2007-02-07,918.626
2007-02-08,912.535
2007-02-09,913.218
2007-02-12,904.989
2007-02-13,910.557
2007-02-14,923.958
2007-02-15,922.972
2007-02-16,920.648
2007-02-19,924.617
2007-02-20,923.733
2007-02-21,917.249
2007-02-22,917.803
2007-02-23,924.797
2007-02-26,931.095
2007-02-27,912.115
2007-02-28,892.738
2007-03-01,880.965
2007-03-02,876.254
2007-03-05,863.24
2007-03-06,871.121
2007-03-07,878.731
2007-03-08,889.753
2007-03-09,891.273
2007-03-12,890.888
2007-03-13,881.366
2007-03-14,857.367
2007-03-15,874.051
2007-03-16,875.287
2007-03-19,888.323
2007-03-20,895.038
2007-03-21,898.974
2007-03-22,919.292
2007-03-23,922.697
2007-03-26,915.769
2007-03-27,916.687
2007-03-28,912.867
2007-03-29,920.439
2007-03-30,916.732
2007-04-02,924.264
2007-04-03,932.759
2007-04-04,933.315
2007-04-05,938.697
2007-04-06,938.697
2007-04-09,933.656
2007-04-10,944.247
2007-04-11,944.859
2007-04-12,947.889
2007-04-13,956.889
2007-04-16,971.529
2007-04-17,975.192
2007-04-18,970.847
2007-04-19,967.138
2007-04-20,980.125
2007-04-23,976.269
2007-04-24,972.442
2007-04-25,983.431
2007-04-26,981.889
2007-04-27,979.757
2007-04-30,982.483
2007-05-01,977.94
2007-05-02,983.58
2007-05-03,986.219
2007-05-04,993.554
2007-05-07,995.693
2007-05-08,981.026
2007-05-09,983.426
2007-05-10,973.88
2007-05-11,981.818
2007-05-14,981.027
2007-05-15,988.939
2007-05-16,983.874
2007-05-17,982.569
2007-05-18,993.791
2007-05-21,992.535
2007-05-22,993.363
2007-05-23,1003.839
2007-05-24,991.176
2007-05-25,992.843
2007-05-28,994.695
2007-05-29,997.965
2007-05-30,991.63
2007-05-31,1000.0
2007-06-01,1007.506
2007-06-04,1009.401
2007-06-05,1007.334
2007-06-06,991.537
2007-06-07,980.52
2007-06-08,973.69
2007-06-11,979.544
2007-06-12,970.611
2007-06-13,973.058
2007-06-14,988.59
2007-06-15,1004.551
2007-06-18,1003.883
2007-06-19,1003.022
2007-06-20,1008.06
2007-06-21,996.54
2007-06-22,994.885
2007-06-25,995.967
2007-06-26,989.718
2007-06-27,981.677
2007-06-28,993.837
2007-06-29,1002.584
2007-07-02,1007.099
2007-07-03,1014.184
2007-07-04,1018.778
2007-07-05,1009.016
2007-07-06,1020.022
2007-07-09,1022.906
2007-07-10,1016.689
2007-07-11,1013.474
2007-07-12,1025.151
2007-07-13,1030.875
2007-07-16,1033.41
2007-07-17,1030.139
2007-07-18,1019.115
2007-07-19,1027.42
2007-07-20,1014.739
2007-07-23,1020.524
2007-07-24,1004.474
2007-07-25,987.08
2007-07-26,961.427
2007-07-27,952.218
2007-07-30,950.015
2007-07-31,972.3
2007-08-01,956.188
2007-08-02,963.203
2007-08-03,955.635
2007-08-06,949.01
2007-08-07,963.849
2007-08-08,986.818
2007-08-09,958.288
2007-08-10,925.205
2007-08-13,944.31
2007-08-14,928.539
2007-08-15,919.594
2007-08-16,886.631
2007-08-17,919.856
2007-08-20,920.289
2007-08-21,919.807
2007-08-22,934.188
2007-08-23,938.923
2007-08-24,944.786
2007-08-27,945.905
2007-08-28,927.002
2007-08-29,932.199
2007-08-30,940.47
2007-08-31,951.435
2007-09-03,953.429
2007-09-04,959.044
2007-09-05,946.186
2007-09-06,951.258
2007-09-07,934.823
2007-09-10,930.339
2007-09-11,947.727
2007-09-12,953.279
2007-09-13,961.04
2007-09-14,950.294
2007-09-17,935.869
2007-09-18,950.08
2007-09-19,982.562
2007-09-20,985.145
2007-09-21,988.246
2007-09-24,984.245
2007-09-25,975.657
2007-09-26,982.375
2007-09-27,993.455
2007-09-28,996.795
2007-10-01,1005.448
2007-10-02,1005.127
2007-10-03,1006.771
2007-10-04,1009.764
2007-10-05,1017.088
2007-10-08,1008.194
2007-10-09,1015.762
2007-10-10,1019.239
2007-10-11,1029.994
2007-10-12,1027.625
2007-10-15,1020.831
2007-10-16,1011.7
2007-10-17,1017.228
2007-10-18,1014.03
2007-10-19,1005.33
2007-10-22,986.467
2007-10-23,999.196
2007-10-24,993.135
2007-10-25,1009.025
2007-10-26,1023.265
2007-10-29,1032.568
2007-10-30,1030.687
2007-10-31,1043.987
2007-11-01,1020.177
2007-11-02,1012.75
2007-11-05,1004.47
2007-11-06,1010.074
2007-11-07,1010.498
2007-11-08,999.445
2007-11-09,981.375
2007-11-12,977.931
2007-11-13,987.547
2007-11-14,998.334
2007-11-15,981.644
2007-11-16,972.901
2007-11-19,955.424
2007-11-20,974.657
2007-11-21,954.838
2007-11-22,961.294
2007-11-23,972.548
2007-11-26,966.649
2007-11-27,967.011
2007-11-28,986.112
2007-11-29,988.44
2007-11-30,996.043
2007-12-03,990.939
2007-12-04,982.949
2007-12-05,994.654
2007-12-06,995.672
2007-12-07,1005.237
2007-12-10,1015.184
2007-12-11,1008.034
2007-12-12,1011.503
2007-12-13,980.483
2007-12-14,975.665
2007-12-17,955.461
2007-12-18,956.715
2007-12-19,951.402
2007-12-20,950.712
2007-12-21,963.682
2007-12-24,966.451
2007-12-25,966.451
2007-12-26,972.073
2007-12-27,979.806
2007-12-28,986.038
2007-12-31,980.132
2008-01-01,980.132
2008-01-02,976.153
2008-01-03,976.966
2008-01-04,963.794
2008-01-07,963.731
2008-01-08,963.465
2008-01-09,950.003
2008-01-10,946.225
2008-01-11,947.795
2008-01-14,954.252
2008-01-15,928.019
2008-01-16,910.17
2008-01-17,903.443
2008-01-18,881.987
2008-01-21,818.985
2008-01-22,845.629
2008-01-23,812.936
2008-01-24,869.918
2008-01-25,865.411
2008-01-28,863.648
2008-01-29,874.353
2008-01-30,869.875
2008-01-31,866.161
2008-02-01,880.794
2008-02-04,881.719
2008-02-05,844.013
2008-02-06,847.471
2008-02-07,823.104
2008-02-08,824.316
2008-02-11,813.831
2008-02-12,847.151
2008-02-13,847.312
2008-02-14,848.182
2008-02-15,832.635
2008-02-18,849.232
2008-02-19,855.656
2008-02-20,839.504
2008-02-21,852.729
2008-02-22,846.908
2008-02-25,866.027
2008-02-26,884.08
2008-02-27,892.273
2008-02-28,880.194
2008-02-29,867.892
2008-03-03,856.189
2008-03-04,843.856
2008-03-05,862.848
2008-03-06,849.679
2008-03-07,841.066
2008-03-10,834.053
2008-03-11,847.343
2008-03-12,868.815
2008-03-13,857.968
2008-03-14,846.608
2008-03-17,815.49
2008-03-18,851.381
2008-03-19,836.918
2008-03-20,825.224
2008-03-21,825.224
2008-03-24,824.376
2008-03-25,866.387
2008-03-26,867.934
2008-03-27,879.769
2008-03-28,872.219
2008-03-31,873.619
2008-04-01,893.56
2008-04-02,910.332
2008-04-03,904.524
2008-04-04,913.205
2008-04-07,920.088
2008-04-08,913.473
2008-04-09,910.603
2008-04-10,908.912
2008-04-11,897.466
2008-04-14,890.96
2008-04-15,891.138
2008-04-16,916.656
2008-04-17,912.571
2008-04-18,928.56
2008-04-21,926.464
2008-04-22,923.444
2008-04-23,919.842
2008-04-24,911.331
2008-04-25,922.862
2008-04-28,928.776
2008-04-29,924.827
2008-04-30,927.663
2008-05-01,920.806
2008-05-02,938.311
2008-05-05,939.887
2008-05-06,936.647
2008-05-07,934.745
2008-05-08,930.63
2008-05-09,918.757
2008-05-12,927.0
2008-05-13,922.913
2008-05-14,926.843
2008-05-15,930.274
2008-05-16,939.219
2008-05-19,944.158
2008-05-20,936.691
2008-05-21,936.158
2008-05-22,938.036
2008-05-23,926.668
2008-05-26,924.629
2008-05-27,916.52
2008-05-28,916.649
2008-05-29,912.815
2008-05-30,916.05
2008-06-02,901.678
2008-06-03,904.052
2008-06-04,890.161
2008-06-05,896.597
2008-06-06,886.909
2008-06-09,881.489
2008-06-10,861.923
2008-06-11,849.52
2008-06-12,851.656
2008-06-13,853.382
2008-06-16,856.895
2008-06-17,863.967
2008-06-18,848.419
2008-06-19,839.479
2008-06-20,831.934
2008-06-23,822.904
2008-06-24,826.401
2008-06-25,837.031
2008-06-26,822.941
2008-06-27,818.54
2008-06-30,823.534
2008-07-01,805.551
2008-07-02,810.528
2008-07-03,812.4
2008-07-04,797.579
2008-07-07,806.177
2008-07-08,795.244
2008-07-09,811.517
2008-07-10,798.69
2008-07-11,781.64
2008-07-14,784.185
2008-07-15,766.399
2008-07-16,762.632
2008-07-17,790.602
2008-07-18,809.259
2008-07-21,814.535
2008-07-22,805.902
2008-07-23,821.654
2008-07-24,810.075
2008-07-25,805.257
2008-07-28,795.551
2008-07-29,787.837
2008-07-30,797.755
2008-07-31,799.666
2008-08-01,790.707
2008-08-04,784.757
2008-08-05,803.72
2008-08-06,809.518
2008-08-07,805.168
2008-08-08,792.354
2008-08-11,804.336
2008-08-12,798.911
2008-08-13,771.058
2008-08-14,776.153
2008-08-15,767.416
2008-08-18,768.225
2008-08-19,744.07
2008-08-20,748.974
2008-08-21,748.31
2008-08-22,762.323
2008-08-25,755.582
2008-08-26,748.852
2008-08-27,754.254
2008-08-28,767.992
2008-08-29,770.861
2008-09-01,760.643
2008-09-02,766.085
2008-09-03,753.364
2008-09-04,727.69
2008-09-05,704.946
2008-09-08,732.396
2008-09-09,727.973
2008-09-10,716.901
2008-09-11,703.552
2008-09-12,727.99
2008-09-15,693.424
2008-09-16,665.543
2008-09-17,652.734
2008-09-18,652.83
2008-09-19,728.855
2008-09-22,723.824
2008-09-23,715.4
2008-09-24,710.118
2008-09-25,730.174
2008-09-26,713.564
2008-09-29,661.86
2008-09-30,653.336
2008-10-01,659.862
2008-10-02,645.792
2008-10-03,674.154
2008-10-06,604.496
2008-10-07,603.441
2008-10-08,564.031
2008-10-09,553.375
2008-10-10,497.293
2008-10-13,551.157
2008-10-14,574.799
2008-10-15,534.355
2008-10-16,497.628
2008-10-17,520.596
2008-10-20,539.033
2008-10-21,530.549
2008-10-22,490.834
2008-10-23,491.449
2008-10-24,456.149
2008-10-27,427.54
2008-10-28,430.648
2008-10-29,493.848
2008-10-30,501.361
2008-10-31,506.466
2008-11-03,510.862
2008-11-04,546.69
2008-11-05,540.163
2008-11-06,495.88
2008-11-07,504.866
2008-11-10,507.713
2008-11-11,474.538
2008-11-12,457.869
2008-11-13,457.864
2008-11-14,467.825
2008-11-17,453.825
2008-11-18,457.748
2008-11-19,432.967
2008-11-20,413.687
2008-11-21,402.117
2008-11-24,454.985
2008-11-25,468.365
2008-11-26,465.476
2008-11-27,477.31
2008-11-28,475.753
2008-12-01,441.096
2008-12-02,456.493
2008-12-03,457.64
2008-12-04,458.53
2008-12-05,437.164
2008-12-08,483.727
2008-12-09,490.228
2008-12-10,494.068
2008-12-11,498.956
2008-12-12,485.782
2008-12-15,493.65
2008-12-16,501.46
2008-12-17,516.486
2008-12-18,519.499
2008-12-19,496.999
2008-12-22,487.659
2008-12-23,486.547
2008-12-24,485.71
2008-12-25,485.71
2008-12-26,487.225
2008-12-29,498.211
2008-12-30,505.973
2008-12-31,500.623
2009-01-01,500.623
2009-01-02,520.064
2009-01-05,516.991
2009-01-06,516.77
2009-01-07,519.036
2009-01-08,517.168
2009-01-09,506.885
2009-01-12,494.292
2009-01-13,478.673
2009-01-14,453.815
2009-01-15,441.661
2009-01-16,451.247
2009-01-19,434.806
2009-01-20,413.434
2009-01-21,409.744
2009-01-22,408.326
2009-01-23,401.117
2009-01-26,430.41
2009-01-27,431.036
2009-01-28,454.85
2009-01-29,439.702
2009-01-30,428.468
2009-02-02,416.292
2009-02-03,431.019
2009-02-04,441.862
2009-02-05,439.022
2009-02-06,449.874
2009-02-09,461.003
2009-02-10,444.245
2009-02-11,437.608
2009-02-12,426.281
2009-02-13,431.688
2009-02-16,419.279
2009-02-17,397.566
2009-02-18,395.316
2009-02-19,399.727
2009-02-20,379.455
2009-02-23,378.535
2009-02-24,374.159
2009-02-25,371.658
2009-02-26,387.87
2009-02-27,375.561
2009-03-02,349.93
2009-03-03,342.798
2009-03-04,357.911
2009-03-05,337.953
2009-03-06,334.701
2009-03-09,330.142
2009-03-10,355.391
2009-03-11,357.253
2009-03-12,362.797
2009-03-13,368.675
2009-03-16,385.097
2009-03-17,382.542
2009-03-18,385.368
2009-03-19,410.187
2009-03-20,405.519
2009-03-23,422.876
2009-03-24,419.751
2009-03-25,422.723
2009-03-26,426.379
2009-03-27,413.949
2009-03-30,388.042
2009-03-31,406.923
2009-04-01,414.9
2009-04-02,448.931
2009-04-03,444.377
2009-04-06,441.069
2009-04-07,431.174
2009-04-08,432.711
2009-04-09,445.795
2009-04-10,445.828
2009-04-13,449.774
2009-04-14,457.584
2009-04-15,451.224
2009-04-16,461.769
2009-04-17,466.809
2009-04-20,441.893
2009-04-21,441.268
2009-04-22,452.268
2009-04-23,450.387
2009-04-24,470.268
2009-04-27,467.649
2009-04-28,457.4
2009-04-29,476.715
2009-04-30,486.469
2009-05-01,486.751
2009-05-04,498.878
2009-05-05,505.361
2009-05-06,510.261
2009-05-07,508.647
2009-05-08,523.718
2009-05-11,521.159
2009-05-12,519.264
2009-05-13,499.801
2009-05-14,501.375
2009-05-15,503.946
2009-05-18,516.423
2009-05-19,530.143
2009-05-20,538.321
2009-05-21,524.81
2009-05-22,534.054
2009-05-25,535.015
2009-05-26,540.482
2009-05-27,542.859
2009-05-28,536.569
2009-05-29,546.16
2009-06-01,566.185
2009-06-02,569.281
2009-06-03,552.178
2009-06-04,552.174
2009-06-05,549.226
2009-06-08,538.44
2009-06-09,546.8
2009-06-10,553.969
2009-06-11,562.605
2009-06-12,557.383
2009-06-15,535.11
2009-06-16,535.707
2009-06-17,524.905
2009-06-18,532.171
2009-06-19,538.064
2009-06-22,519.303
2009-06-23,519.463
2009-06-24,533.494
2009-06-25,524.373
2009-06-26,528.575
2009-06-29,539.739
2009-06-30,531.873
2009-07-01,545.794
2009-07-02,525.249
2009-07-03,525.612
2009-07-06,514.631
2009-07-07,512.877
2009-07-08,502.255
2009-07-09,509.098
2009-07-10,501.677
2009-07-13,513.13
2009-07-14,520.802
2009-07-15,543.096
2009-07-16,547.072
2009-07-17,548.246
2009-07-20,560.844
2009-07-21,564.847
2009-07-22,564.803
2009-07-23,579.783
2009-07-24,578.443
2009-07-27,583.42
2009-07-28,574.507
2009-07-29,576.039
2009-07-30,589.382
2009-07-31,591.858
2009-08-03,614.862
2009-08-04,613.646
2009-08-05,610.79
2009-08-06,614.806
2009-08-07,618.184
2009-08-10,614.094
2009-08-11,602.957
2009-08-12,614.08
2009-08-13,623.575
2009-08-14,614.473
2009-08-17,594.529
2009-08-18,604.62
2009-08-19,608.347
2009-08-20,618.321
2009-08-21,637.889
2009-08-24,645.513
2009-08-25,651.176
2009-08-26,642.686
2009-08-27,640.039
2009-08-28,653.423
2009-08-31,647.208
2009-09-01,630.583
2009-09-02,624.765
2009-09-03,626.036
2009-09-04,634.918
2009-09-07,647.27
2009-09-08,655.39
2009-09-09,665.553
2009-09-10,664.08
2009-09-11,668.245
2009-09-14,666.838
2009-09-15,666.758
2009-09-16,681.816
2009-09-17,690.23
2009-09-18,686.896
2009-09-21,678.03
2009-09-22,688.043
2009-09-23,688.46
2009-09-24,671.69
2009-09-25,668.297
2009-09-28,679.935
2009-09-29,676.42
2009-09-30,675.458
2009-10-01,659.921
2009-10-02,648.426
2009-10-05,655.512
2009-10-06,677.048
2009-10-07,671.208
2009-10-08,682.81
2009-10-09,680.362
2009-10-12,687.463
2009-10-13,680.309
2009-10-14,700.901
2009-10-15,702.708
2009-10-16,692.56
2009-10-19,707.567
2009-10-20,702.715
2009-10-21,709.648
2009-10-22,701.354
2009-10-23,697.62
2009-10-26,683.035
2009-10-27,678.941
2009-10-28,662.47
2009-10-29,676.733
2009-10-30,655.985
2009-11-02,661.919
2009-11-03,646.261
2009-11-04,665.77
2009-11-05,672.648
2009-11-06,672.744
2009-11-09,694.685
2009-11-10,692.068
2009-11-11,696.998
2009-11-12,692.235
2009-11-13,696.211
2009-11-16,711.657
2009-11-17,701.014
2009-11-18,705.963
2009-11-19,689.07
2009-11-20,681.451
2009-11-23,703.567
2009-11-24,696.393
2009-11-25,705.657
2009-11-26,676.363
2009-11-27,683.799
2009-11-30,674.795
2009-12-01,697.013
2009-12-02,698.356
2009-12-03,697.119
2009-12-04,697.022
2009-12-07,689.907
2009-12-08,674.762
2009-12-09,667.979
2009-12-10,674.047
2009-12-11,671.184
2009-12-14,678.97
2009-12-15,674.251
2009-12-16,684.559
2009-12-17,663.594
2009-12-18,656.519
2009-12-21,670.205
2009-12-22,671.102
2009-12-23,678.702
2009-12-24,679.765
2009-12-25,679.765
2009-12-28,685.745
2009-12-29,687.697
2009-12-30,679.467
2009-12-31,683.125
2010-01-01,683.125
2010-01-04,698.474
2010-01-05,700.017
2010-01-06,699.015
2010-01-07,695.259
2010-01-08,697.441
2010-01-11,708.155
2010-01-12,701.406
2010-01-13,699.38
2010-01-14,701.08
2010-01-15,687.444
2010-01-18,692.095
2010-01-19,693.471
2010-01-20,673.004
2010-01-21,659.93
2010-01-22,655.609
2010-01-25,652.218
2010-01-26,651.356
2010-01-27,642.735
2010-01-28,630.129
2010-01-29,634.777
2010-02-01,639.192
2010-02-02,646.483
2010-02-03,640.662
2010-02-04,616.288
2010-02-05,598.572
2010-02-08,604.054
2010-02-09,605.668
2010-02-10,610.179
2010-02-11,605.538
2010-02-12,603.123
2010-02-15,605.766
2010-02-16,618.136
2010-02-17,624.079
2010-02-18,626.419
2010-02-19,623.739
2010-02-22,625.919
2010-02-23,616.0
2010-02-24,619.343
2010-02-25,604.813
2010-02-26,617.248
2010-03-01,613.998
2010-03-02,622.621
2010-03-03,635.021
2010-03-04,631.688
2010-03-05,643.616
2010-03-08,645.641
2010-03-09,642.199
2010-03-10,651.046
2010-03-11,650.042
2010-03-12,655.584
2010-03-15,645.497
2010-03-16,657.062
2010-03-17,663.981
2010-03-18,654.683
2010-03-19,647.467
2010-03-22,645.818
2010-03-23,649.89
2010-03-24,641.161
2010-03-25,648.265
2010-03-26,648.779
2010-03-29,653.603
2010-03-30,650.48
2010-03-31,654.324
2010-04-01,664.81
2010-04-02,664.81
2010-04-05,663.844
2010-04-06,662.428
2010-04-07,659.201
2010-04-08,653.961
2010-04-09,668.25
2010-04-12,676.591
2010-04-13,671.926
2010-04-14,680.304
2010-04-15,683.412
2010-04-16,668.202
2010-04-19,662.987
2010-04-20,672.757
2010-04-21,663.982
2010-04-22,649.589
2010-04-23,655.595
2010-04-26,659.529
2010-04-27,637.144
2010-04-28,625.596
2010-04-29,633.09
2010-04-30,631.662
2010-05-03,627.751
2010-05-04,601.049
2010-05-05,589.674
2010-05-06,569.764
2010-05-07,544.894
2010-05-10,598.348
2010-05-11,587.763
2010-05-12,594.811
2010-05-13,589.953
2010-05-14,560.655
2010-05-17,556.079
2010-05-18,566.883
2010-05-19,548.872
2010-05-20,539.606
2010-05-21,546.868
2010-05-24,539.15
2010-05-25,520.397
2010-05-26,529.622
2010-05-27,549.483
2010-05-28,550.012
2010-05-31,548.354
2010-06-01,546.704
2010-06-02,542.182
2010-06-03,549.905
2010-06-04,530.808
2010-06-07,521.986
2010-06-08,516.161
2010-06-09,528.747
2010-06-10,538.239
2010-06-11,544.008
2010-06-14,557.678
2010-06-15,563.559
2010-06-16,564.366
2010-06-17,568.406
2010-06-18,571.293
2010-06-21,576.339
2010-06-22,567.293
2010-06-23,559.319
2010-06-24,551.315
2010-06-25,546.452
2010-06-28,555.468
2010-06-29,529.813
2010-06-30,534.382
2010-07-01,531.146
2010-07-02,537.287
2010-07-05,532.405
2010-07-06,551.827
2010-07-07,561.931
2010-07-08,571.002
2010-07-09,572.501
2010-07-12,574.205
2010-07-13,589.73
2010-07-14,592.209
2010-07-15,592.018
2010-07-16,582.641
2010-07-19,579.172
2010-07-20,575.482
2010-07-21,577.853
2010-07-22,595.74
2010-07-23,593.535
2010-07-26,603.662
2010-07-27,612.525
2010-07-28,612.036
2010-07-29,615.475
2010-07-30,609.243
2010-08-02,636.136
2010-08-03,637.516
2010-08-04,635.573
2010-08-05,635.369
2010-08-06,634.78
2010-08-09,642.469
2010-08-10,628.64
2010-08-11,605.63
2010-08-12,602.572
2010-08-13,598.637
2010-08-16,600.482
2010-08-17,608.605
2010-08-18,604.887
2010-08-19,594.423
2010-08-20,581.475
2010-08-23,584.944
2010-08-24,575.056
2010-08-25,567.742
2010-08-26,577.184
2010-08-27,580.661
2010-08-30,578.121
2010-08-31,579.623
2010-09-01,600.919
2010-09-02,600.975
2010-09-03,609.054
2010-09-06,612.036
2010-09-07,601.026
2010-09-08,607.805
2010-09-09,613.425
2010-09-10,612.236
2010-09-13,624.514
2010-09-14,629.077
2010-09-15,629.313
