Date,EUROPE LARGE VALUE Large Cap
2010-05-31,548.354
2010-06-30,534.382
2010-07-30,609.243
2010-08-31,579.623
2010-09-30,640.223
2010-10-29,673.502
2010-11-30,605.296
2010-12-31,657.794
2011-01-31,705.255
2011-02-28,727.499
2011-03-31,714.027
2011-04-29,770.805
2011-05-31,737.31
2011-06-30,725.266
2011-07-29,693.137
2011-08-31,613.642
2011-09-30,556.949
2011-10-31,625.521
2011-11-30,593.423
2011-12-30,585.372
2012-01-31,608.622
2012-02-29,643.559
2012-03-30,632.102
2012-04-30,606.87
2012-05-31,531.626
2012-06-29,584.259
2012-07-31,583.452
2012-08-31,618.864
2012-09-28,639.766
2012-10-31,653.07
2012-11-30,664.198
2012-12-31,687.479
2013-01-31,731.283
2013-02-28,694.197
2013-03-29,685.859
2013-04-30,724.078
2013-05-31,727.95
2013-06-28,686.626
2013-07-31,742.095
2013-08-30,732.923
2013-09-30,791.343
2013-10-31,836.922
2013-11-29,848.15
2013-12-31,866.387
2014-01-31,836.221
2014-02-28,896.497
2014-03-31,885.802
2014-04-30,916.021
2014-05-30,919.964
2014-06-30,920.812
2014-07-31,893.644
2014-08-29,893.102
2014-09-30,858.811
2014-10-31,827.105
2014-11-28,836.348
2014-12-31,797.043
2015-01-30,784.746
2015-02-27,832.788
2015-03-31,805.893
2015-04-30,843.444
2015-05-29,827.856
2015-06-30,800.187
2015-07-31,819.239
2015-08-31,757.409
2015-09-30,705.538
2015-10-30,754.233
2015-11-30,735.004
2015-12-31,709.545
2016-01-29,655.167
2016-02-29,644.927
2016-03-31,682.688
2016-04-29,711.185
2016-05-31,703.2
2016-06-30,664.617
2016-07-29,687.66
2016-08-31,698.634
2016-09-30,703.213
2016-10-31,703.078
2016-11-30,694.215
2016-12-30,742.407
2017-01-31,753.214
2017-02-28,750.891
2017-03-31,785.453
2017-04-28,806.193
2017-05-31,839.214
2017-06-30,834.676
2017-07-31,864.386
2017-08-31,858.82
2017-09-29,894.77
2017-10-31,891.273
2017-11-30,896.808
2017-12-29,907.415
2018-01-31,965.627
2018-02-28,906.029
2018-03-30,888.318
2018-04-30,921.73
2018-05-31,866.495
2018-06-29,861.442
2018-07-31,893.092
2018-08-31,845.848
2018-09-28,863.433
2018-10-31,808.459
2018-11-30,798.928
2018-12-31,761.422
2019-01-31,808.599
2019-02-28,831.507
2019-03-29,826.027
2019-04-30,852.197
2019-05-31,791.859
2019-06-28,840.508
2019-07-31,815.294
2019-08-30,777.38
2019-09-30,816.882
2019-10-31,842.498
2019-11-29,848.625
2019-12-31,885.468
2020-01-31,847.025
2020-02-28,760.086
2020-03-31,619.503
2020-04-30,643.139
2020-05-29,663.659
2020-06-30,699.855
2020-07-31,706.621
2020-08-31,734.969
2020-09-30,694.063
2020-10-30,651.799
2020-11-30,800.673
2020-12-31,829.295
2021-01-29,814.581
2021-02-26,850.486
2021-03-31,887.347
2021-04-30,912.63
2021-05-31,949.919
2021-06-30,922.353
2021-07-30,924.146
2021-08-31,937.642
2021-09-30,906.083
2021-10-29,939.533
2021-11-30,876.553
2021-12-31,942.558
2022-01-31,962.157
2022-02-28,935.674
2022-03-31,934.031
2022-04-29,893.4
2022-05-31,929.099
2022-06-30,827.609
2022-07-29,836.155
2022-08-31,800.501
2022-09-30,735.908
2022-10-31,800.325
2022-11-30,889.749
2022-12-30,896.76
2023-01-31,968.109
2023-02-28,970.284
2023-03-31,964.327
2023-04-28,1011.368
2023-05-31,938.019
2023-06-30,993.78
2023-07-31,1033.184
2023-08-31,1000.521
2023-09-29,989.705
2023-10-31,949.739
2023-11-30,1029.169
2023-12-29,1075.121
2024-01-31,1058.423
2024-02-29,1053.383
2024-03-29,1105.098
2024-04-30,1105.155
2024-05-31,1156.459
2024-06-28,1120.396
2024-07-31,1170.19
2024-08-30,1212.485
2024-09-30,1224.639
2024-10-31,1169.643
2024-11-29,1144.134
2024-12-31,1121.363
2025-01-31,1199.532
2025-02-28,1273.916
2025-03-31,1316.072
2025-04-30,1362.316
2025-05-30,1411.709
