Date,EUROPE Standard (Large+Mid Cap)
2003-04-11,2803.852
2003-04-14,2839.568
2003-04-15,2888.421
2003-04-16,2874.777
2003-04-17,2909.38
2003-04-18,2909.38
2003-04-21,2889.53
2003-04-22,2936.36
2003-04-23,2973.521
2003-04-24,2948.295
2003-04-25,2913.991
2003-04-28,2974.336
2003-04-29,2967.073
2003-04-30,2999.523
2003-05-01,3012.773
2003-05-02,3022.267
2003-05-05,3057.276
2003-05-06,3117.808
2003-05-07,3084.729
2003-05-08,3038.813
2003-05-09,3072.283
2003-05-12,3090.084
2003-05-13,3091.293
2003-05-14,3093.853
2003-05-15,3122.248
2003-05-16,3155.45
2003-05-19,3090.465
2003-05-20,3096.52
2003-05-21,3081.582
2003-05-22,3118.341
2003-05-23,3124.977
2003-05-26,3130.744
2003-05-27,3151.024
2003-05-28,3186.723
2003-05-29,3218.437
2003-05-30,3197.639
2003-06-02,3250.358
2003-06-03,3227.716
2003-06-04,3250.043
2003-06-05,3273.055
2003-06-06,3310.682
2003-06-09,3285.664
2003-06-10,3278.034
2003-06-11,3344.865
2003-06-12,3363.142
2003-06-13,3335.53
2003-06-16,3401.814
2003-06-17,3428.355
2003-06-18,3413.069
2003-06-19,3359.453
2003-06-20,3364.408
2003-06-23,3286.797
2003-06-24,3266.462
2003-06-25,3291.347
2003-06-26,3253.635
2003-06-27,3253.504
2003-06-30,3230.506
2003-07-01,3199.128
2003-07-02,3240.693
2003-07-03,3261.424
2003-07-04,3244.777
2003-07-07,3279.838
2003-07-08,3263.283
2003-07-09,3244.872
2003-07-10,3220.455
2003-07-11,3245.252
2003-07-14,3287.03
2003-07-15,3248.055
2003-07-16,3222.943
2003-07-17,3185.37
2003-07-18,3199.227
2003-07-21,3197.141
2003-07-22,3221.282
2003-07-23,3244.006
2003-07-24,3307.234
2003-07-25,3299.385
2003-07-28,3325.454
2003-07-29,3314.845
2003-07-30,3299.896
2003-07-31,3296.792
2003-08-01,3262.311
2003-08-04,3264.395
2003-08-05,3287.512
2003-08-06,3250.887
2003-08-07,3264.243
2003-08-08,3274.192
2003-08-11,3285.195
2003-08-12,3296.843
2003-08-13,3309.197
2003-08-14,3339.991
2003-08-15,3345.093
2003-08-18,3349.552
2003-08-19,3335.222
2003-08-20,3333.85
2003-08-21,3319.695
2003-08-22,3302.334
2003-08-25,3288.815
2003-08-26,3251.953
2003-08-27,3279.807
2003-08-28,3295.178
2003-08-29,3291.039
2003-09-01,3328.654
2003-09-02,3307.398
2003-09-03,3352.737
2003-09-04,3367.059
2003-09-05,3388.75
2003-09-08,3425.435
2003-09-09,3409.8
2003-09-10,3384.029
2003-09-11,3388.232
2003-09-12,3401.145
2003-09-15,3412.327
2003-09-16,3415.43
2003-09-17,3442.151
2003-09-18,3474.145
2003-09-19,3469.209
2003-09-22,3446.103
2003-09-23,3435.928
2003-09-24,3433.148
2003-09-25,3421.273
2003-09-26,3385.208
2003-09-29,3386.075
2003-09-30,3358.047
2003-10-01,3424.601
2003-10-02,3436.044
2003-10-03,3500.525
2003-10-06,3500.09
2003-10-07,3502.376
2003-10-08,3508.525
2003-10-09,3549.593
2003-10-10,3554.161
2003-10-13,3577.515
2003-10-14,3570.058
2003-10-15,3587.623
2003-10-16,3591.054
2003-10-17,3566.185
2003-10-20,3577.263
2003-10-21,3586.846
2003-10-22,3557.528
2003-10-23,3529.86
2003-10-24,3537.721
2003-10-27,3552.737
2003-10-28,3563.766
2003-10-29,3577.562
2003-10-30,3601.831
2003-10-31,3582.932
2003-11-03,3595.988
2003-11-04,3588.8
2003-11-05,3563.786
2003-11-06,3563.995
2003-11-07,3613.049
2003-11-10,3592.307
2003-11-11,3582.029
2003-11-12,3629.237
2003-11-13,3660.984
2003-11-14,3697.266
2003-11-17,3635.441
2003-11-18,3665.939
2003-11-19,3652.669
2003-11-20,3643.555
2003-11-21,3658.131
2003-11-24,3680.27
2003-11-25,3688.364
2003-11-26,3714.829
2003-11-27,3724.808
2003-11-28,3735.513
2003-12-01,3786.742
2003-12-02,3805.926
2003-12-03,3833.384
2003-12-04,3813.729
2003-12-05,3812.316
2003-12-08,3818.927
2003-12-09,3841.875
2003-12-10,3822.792
2003-12-11,3815.806
2003-12-12,3847.186
2003-12-15,3864.005
2003-12-16,3857.663
2003-12-17,3876.296
2003-12-18,3910.549
2003-12-19,3914.184
2003-12-22,3919.704
2003-12-23,3940.04
2003-12-24,3958.131
2003-12-25,3958.131
2003-12-26,3957.968
2003-12-29,3980.227
2003-12-30,4009.419
2003-12-31,4042.325
2004-01-01,4042.325
2004-01-02,4077.092
2004-01-05,4125.04
2004-01-06,4148.125
2004-01-07,4110.808
2004-01-08,4161.855
2004-01-09,4179.771
2004-01-12,4160.229
2004-01-13,4162.889
2004-01-14,4167.344
2004-01-15,4141.919
2004-01-16,4116.373
2004-01-19,4120.006
2004-01-20,4162.912
2004-01-21,4201.484
2004-01-22,4229.973
2004-01-23,4214.593
2004-01-26,4162.478
2004-01-27,4183.801
2004-01-28,4198.176
2004-01-29,4094.835
2004-01-30,4089.993
2004-02-02,4103.387
2004-02-03,4132.295
2004-02-04,4108.591
2004-02-05,4129.403
2004-02-06,4187.963
2004-02-09,4229.201
2004-02-10,4236.918
2004-02-11,4239.337
2004-02-12,4283.1
2004-02-13,4262.397
2004-02-16,4272.785
2004-02-17,4323.947
2004-02-18,4326.53
2004-02-19,4332.694
2004-02-20,4271.916
2004-02-23,4272.803
2004-02-24,4267.171
2004-02-25,4246.47
2004-02-26,4211.029
2004-02-27,4210.342
2004-03-01,4262.137
2004-03-02,4236.683
2004-03-03,4168.772
2004-03-04,4208.252
2004-03-05,4272.287
2004-03-08,4266.587
2004-03-09,4240.552
2004-03-10,4171.34
2004-03-11,4068.619
2004-03-12,4060.401
2004-03-15,3995.796
2004-03-16,4053.711
2004-03-17,4070.142
2004-03-18,4064.993
2004-03-19,4071.631
2004-03-22,4005.775
2004-03-23,3995.155
2004-03-24,3960.234
2004-03-25,3998.748
2004-03-26,3982.104
2004-03-29,4043.917
2004-03-30,4053.568
2004-03-31,4080.448
2004-04-01,4154.245
2004-04-02,4151.643
2004-04-05,4132.607
2004-04-06,4128.35
2004-04-07,4160.224
2004-04-08,4157.478
2004-04-09,4157.478
2004-04-12,4150.165
2004-04-13,4127.893
2004-04-14,4071.829
2004-04-15,4073.808
2004-04-16,4133.367
2004-04-19,4142.385
2004-04-20,4131.409
2004-04-21,4077.946
2004-04-22,4099.483
2004-04-23,4104.226
2004-04-26,4130.148
2004-04-27,4145.629
2004-04-28,4069.933
2004-04-29,4071.826
2004-04-30,4051.549
2004-05-03,4066.405
2004-05-04,4127.599
2004-05-05,4162.105
2004-05-06,4091.638
2004-05-07,4038.359
2004-05-10,3914.369
2004-05-11,3940.816
2004-05-12,3931.961
2004-05-13,3953.901
2004-05-14,3936.886
2004-05-17,3926.527
2004-05-18,3944.517
2004-05-19,4034.943
2004-05-20,3974.542
2004-05-21,4000.073
2004-05-24,4009.945
2004-05-25,4035.436
2004-05-26,4067.51
2004-05-27,4146.518
2004-05-28,4115.234
2004-05-31,4122.726
2004-06-01,4098.628
2004-06-02,4134.332
2004-06-03,4140.474
2004-06-04,4168.728
2004-06-07,4221.505
2004-06-08,4217.753
2004-06-09,4160.413
2004-06-10,4166.823
2004-06-11,4135.051
2004-06-14,4101.843
2004-06-15,4130.85
2004-06-16,4149.151
2004-06-17,4164.173
2004-06-18,4200.484
2004-06-21,4187.256
2004-06-22,4143.01
2004-06-23,4156.98
2004-06-24,4204.522
2004-06-25,4190.351
2004-06-28,4235.834
2004-06-29,4191.491
2004-06-30,4179.827
2004-07-01,4165.371
2004-07-02,4186.745
2004-07-05,4175.048
2004-07-06,4154.865
2004-07-07,4179.26
2004-07-08,4204.488
2004-07-09,4197.95
2004-07-12,4185.983
2004-07-13,4163.696
2004-07-14,4179.054
2004-07-15,4129.01
2004-07-16,4163.014
2004-07-19,4134.61
2004-07-20,4128.371
2004-07-21,4117.787
2004-07-22,4070.101
2004-07-23,4027.178
2004-07-26,4002.635
2004-07-27,4008.945
2004-07-28,4012.73
2004-07-29,4069.955
2004-07-30,4065.444
2004-08-02,4060.35
2004-08-03,4082.761
2004-08-04,4050.072
2004-08-05,4053.407
2004-08-06,4031.433
2004-08-09,3996.888
2004-08-10,4040.135
2004-08-11,3980.34
2004-08-12,3980.479
2004-08-13,4005.99
2004-08-16,4041.643
2004-08-17,4042.193
2004-08-18,4034.436
2004-08-19,4064.23
2004-08-20,4043.955
2004-08-23,4058.701
2004-08-24,4025.783
2004-08-25,4030.765
2004-08-26,4061.909
2004-08-27,4075.207
2004-08-30,4070.976
2004-08-31,4068.508
2004-09-01,4102.09
2004-09-02,4112.313
2004-09-03,4110.202
2004-09-06,4132.015
2004-09-07,4129.761
2004-09-08,4144.928
2004-09-09,4133.51
2004-09-10,4191.58
2004-09-13,4209.744
2004-09-14,4207.988
2004-09-15,4155.707
2004-09-16,4170.297
2004-09-17,4202.741
2004-09-20,4182.949
2004-09-21,4240.055
2004-09-22,4210.329
2004-09-23,4198.427
2004-09-24,4200.847
2004-09-27,4184.02
2004-09-28,4208.795
2004-09-29,4225.047
2004-09-30,4231.781
2004-10-01,4297.137
2004-10-04,4292.574
2004-10-05,4312.791
2004-10-06,4308.035
2004-10-07,4300.48
2004-10-08,4326.437
2004-10-11,4311.79
2004-10-12,4251.735
2004-10-13,4250.472
2004-10-14,4263.798
2004-10-15,4285.912
2004-10-18,4286.215
2004-10-19,4327.744
2004-10-20,4315.409
2004-10-21,4341.074
2004-10-22,4346.665
2004-10-25,4323.899
2004-10-26,4334.905
2004-10-27,4385.701
2004-10-28,4401.894
2004-10-29,4384.745
2004-11-01,4429.968
2004-11-02,4454.803
2004-11-03,4506.876
2004-11-04,4522.886
2004-11-05,4558.247
2004-11-08,4567.667
2004-11-09,4552.212
2004-11-10,4564.373
2004-11-11,4599.183
2004-11-12,4628.653
2004-11-15,4626.155
2004-11-16,4609.075
2004-11-17,4667.002
2004-11-18,4654.833
2004-11-19,4643.348
2004-11-22,4614.167
2004-11-23,4636.846
2004-11-24,4660.577
2004-11-25,4722.078
2004-11-26,4721.634
2004-11-29,4725.799
2004-11-30,4707.427
2004-12-01,4767.333
2004-12-02,4774.257
2004-12-03,4799.242
2004-12-06,4796.546
2004-12-07,4814.747
2004-12-08,4748.239
2004-12-09,4710.423
2004-12-10,4716.281
2004-12-13,4778.892
2004-12-14,4779.417
2004-12-15,4825.85
2004-12-16,4794.665
2004-12-17,4745.793
2004-12-20,4822.871
2004-12-21,4797.642
2004-12-22,4828.656
2004-12-23,4871.705
2004-12-24,4889.929
2004-12-27,4912.039
2004-12-28,4909.859
2004-12-29,4903.196
2004-12-30,4918.694
2004-12-31,4906.916
2005-01-03,4888.246
2005-01-04,4845.118
2005-01-05,4806.849
2005-01-06,4792.776
2005-01-07,4778.586
2005-01-10,4795.239
2005-01-11,4779.457
2005-01-12,4791.221
2005-01-13,4780.034
2005-01-14,4764.815
2005-01-17,4779.517
2005-01-18,4762.164
2005-01-19,4774.843
2005-01-20,4725.268
2005-01-21,4737.7
2005-01-24,4751.598
2005-01-25,4750.885
2005-01-26,4796.155
2005-01-27,4804.105
2005-01-28,4775.699
2005-01-31,4816.484
2005-02-01,4845.251
2005-02-02,4870.535
2005-02-03,4838.37
2005-02-04,4880.731
2005-02-07,4864.704
2005-02-08,4848.99
2005-02-09,4850.897
2005-02-10,4885.45
2005-02-11,4923.429
2005-02-14,4964.528
2005-02-15,4986.012
2005-02-16,4965.106
2005-02-17,5000.263
2005-02-18,5006.884
2005-02-21,5003.751
2005-02-22,5026.174
2005-02-23,4989.568
2005-02-24,4991.756
2005-02-25,5043.532
2005-02-28,5058.079
2005-03-01,5061.933
2005-03-02,5034.827
2005-03-03,5040.83
2005-03-04,5121.212
2005-03-07,5096.346
2005-03-08,5127.352
2005-03-09,5104.939
2005-03-10,5081.104
2005-03-11,5111.144
2005-03-14,5070.429
2005-03-15,5090.419
2005-03-16,5071.154
2005-03-17,5053.114
2005-03-18,5029.433
2005-03-21,4978.74
2005-03-22,4997.392
2005-03-23,4909.097
2005-03-24,4920.726
2005-03-25,4920.726
2005-03-28,4895.011
2005-03-29,4914.774
2005-03-30,4919.468
2005-03-31,4932.258
2005-04-01,4942.455
2005-04-04,4870.006
2005-04-05,4915.652
2005-04-06,4939.362
2005-04-07,4976.44
2005-04-08,4966.239
2005-04-11,4999.525
2005-04-12,4953.809
2005-04-13,4982.684
2005-04-14,4937.247
2005-04-15,4908.724
2005-04-18,4854.691
2005-04-19,4897.657
2005-04-20,4886.243
2005-04-21,4895.366
2005-04-22,4926.655
2005-04-25,4911.055
2005-04-26,4885.973
2005-04-27,4825.839
2005-04-28,4805.737
2005-04-29,4815.037
2005-05-02,4805.738
2005-05-03,4845.349
2005-05-04,4898.301
2005-05-05,4920.214
2005-05-06,4907.94
2005-05-09,4883.656
2005-05-10,4868.054
2005-05-11,4837.047
2005-05-12,4829.551
2005-05-13,4806.682
2005-05-16,4777.537
2005-05-17,4787.694
2005-05-18,4847.269
2005-05-19,4864.558
2005-05-20,4840.696
2005-05-23,4878.926
2005-05-24,4878.276
2005-05-25,4880.028
2005-05-26,4886.549
2005-05-27,4891.8
2005-05-30,4890.284
2005-05-31,4838.959
2005-06-01,4873.254
2005-06-02,4880.933
2005-06-03,4867.22
2005-06-06,4855.124
2005-06-07,4908.107
2005-06-08,4921.377
2005-06-09,4868.087
2005-06-10,4869.324
2005-06-13,4854.548
2005-06-14,4864.529
