Date,EUROPE Standard (Large+Mid Cap)
2001-01-01,4413.643
2001-01-02,4394.046
2001-01-03,4336.646
2001-01-04,4413.018
2001-01-05,4420.864
2001-01-08,4393.456
2001-01-09,4317.61
2001-01-10,4294.135
2001-01-11,4380.102
2001-01-12,4403.714
2001-01-15,4389.13
2001-01-16,4326.826
2001-01-17,4382.111
2001-01-18,4425.352
2001-01-19,4374.624
2001-01-22,4377.647
2001-01-23,4388.904
2001-01-24,4357.946
2001-01-25,4361.74
2001-01-26,4362.519
2001-01-29,4355.867
2001-01-30,4377.893
2001-01-31,4415.919
2001-02-01,4417.855
2001-02-02,4363.549
2001-02-05,4385.981
2001-02-06,4372.986
2001-02-07,4324.384
2001-02-08,4265.746
2001-02-09,4231.059
2001-02-12,4289.194
2001-02-13,4254.826
2001-02-14,4196.334
2001-02-15,4182.313
2001-02-16,4145.3
2001-02-19,4154.444
2001-02-20,4075.598
2001-02-21,4054.017
2001-02-22,4018.605
2001-02-23,3955.63
2001-02-26,3988.317
2001-02-27,4033.569
2001-02-28,4028.497
2001-03-01,4033.914
2001-03-02,4057.156
2001-03-05,4078.06
2001-03-06,4136.332
2001-03-07,4124.768
2001-03-08,4120.558
2001-03-09,4075.049
2001-03-12,3972.284
2001-03-13,3883.84
2001-03-14,3806.629
2001-03-15,3849.721
2001-03-16,3713.311
2001-03-19,3692.687
2001-03-20,3767.997
2001-03-21,3677.897
2001-03-22,3475.702
2001-03-23,3589.204
2001-03-26,3718.611
2001-03-27,3809.678
2001-03-28,3724.018
2001-03-29,3705.91
2001-03-30,3729.287
2001-04-02,3707.827
2001-04-03,3613.091
2001-04-04,3688.555
2001-04-05,3749.691
2001-04-06,3757.269
2001-04-09,3813.836
2001-04-10,3856.249
2001-04-11,3845.664
2001-04-12,3875.502
2001-04-13,3875.502
2001-04-16,3843.589
2001-04-17,3817.905
2001-04-18,3886.182
2001-04-19,3939.64
2001-04-20,3955.864
2001-04-23,3909.517
2001-04-24,3912.433
2001-04-25,3918.707
2001-04-26,3959.98
2001-04-27,3982.644
2001-04-30,3997.647
2001-05-01,4006.256
2001-05-02,3989.349
2001-05-03,3919.255
2001-05-04,3953.801
2001-05-07,3964.322
2001-05-08,3938.781
2001-05-09,3911.64
2001-05-10,3978.73
2001-05-11,3932.113
2001-05-14,3858.038
2001-05-15,3919.319
2001-05-16,3945.978
2001-05-17,3972.0
2001-05-18,3980.169
2001-05-21,3997.139
2001-05-22,3989.375
2001-05-23,3934.224
2001-05-24,3924.856
2001-05-25,3901.393
2001-05-28,3917.206
2001-05-29,3871.689
2001-05-30,3834.549
2001-05-31,3807.214
2001-06-01,3795.316
2001-06-04,3814.02
2001-06-05,3858.225
2001-06-06,3826.56
2001-06-07,3830.582
2001-06-08,3816.997
2001-06-11,3754.994
2001-06-12,3709.941
2001-06-13,3751.61
2001-06-14,3735.624
2001-06-15,3718.004
2001-06-18,3683.144
2001-06-19,3680.604
2001-06-20,3645.205
2001-06-21,3652.515
2001-06-22,3669.849
2001-06-25,3692.569
2001-06-26,3637.487
2001-06-27,3632.306
2001-06-28,3637.597
2001-06-29,3665.046
2001-07-02,3717.144
2001-07-03,3672.624
2001-07-04,3644.822
2001-07-05,3585.311
2001-07-06,3539.222
2001-07-09,3554.181
2001-07-10,3557.087
2001-07-11,3530.538
2001-07-12,3543.484
2001-07-13,3562.451
2001-07-16,3556.38
2001-07-17,3511.795
2001-07-18,3542.969
2001-07-19,3592.772
2001-07-20,3575.997
2001-07-23,3571.515
2001-07-24,3544.666
2001-07-25,3516.0
2001-07-26,3535.673
2001-07-27,3589.5
2001-07-30,3635.155
2001-07-31,3674.579
2001-08-01,3701.552
2001-08-02,3715.23
2001-08-03,3695.483
2001-08-06,3675.375
2001-08-07,3669.213
2001-08-08,3623.448
2001-08-09,3600.894
2001-08-10,3598.679
2001-08-13,3629.106
2001-08-14,3669.845
2001-08-15,3699.359
2001-08-16,3666.291
2001-08-17,3622.498
2001-08-20,3609.955
2001-08-21,3649.78
2001-08-22,3669.894
2001-08-23,3650.093
2001-08-24,3704.67
2001-08-27,3696.173
2001-08-28,3653.182
2001-08-29,3649.81
2001-08-30,3575.734
2001-08-31,3579.836
2001-09-03,3534.739
2001-09-04,3524.283
2001-09-05,3468.331
2001-09-06,3399.785
2001-09-07,3361.743
2001-09-10,3317.249
2001-09-11,3141.862
2001-09-12,3189.872
2001-09-13,3231.8
2001-09-14,3108.823
2001-09-17,3185.056
2001-09-18,3158.68
2001-09-19,3111.977
2001-09-20,2983.66
2001-09-21,2873.646
2001-09-24,3021.228
2001-09-25,3082.524
2001-09-26,3121.065
2001-09-27,3158.157
2001-09-28,3222.643
2001-10-01,3172.437
2001-10-02,3198.43
2001-10-03,3223.83
2001-10-04,3309.425
2001-10-05,3309.525
2001-10-08,3308.722
2001-10-09,3298.138
2001-10-10,3353.535
2001-10-11,3365.021
2001-10-12,3360.812
2001-10-15,3298.394
2001-10-16,3333.332
2001-10-17,3396.663
2001-10-18,3334.329
2001-10-19,3265.938
2001-10-22,3293.658
2001-10-23,3358.957
2001-10-24,3378.726
2001-10-25,3332.13
2001-10-26,3396.173
2001-10-29,3366.562
2001-10-30,3301.033
2001-10-31,3324.848
2001-11-01,3364.234
2001-11-02,3369.729
2001-11-05,3422.5
2001-11-06,3422.693
2001-11-07,3460.608
2001-11-08,3497.917
2001-11-09,3464.313
2001-11-12,3393.407
2001-11-13,3451.785
2001-11-14,3455.784
2001-11-15,3455.437
2001-11-16,3491.62
2001-11-19,3507.302
2001-11-20,3477.567
2001-11-21,3451.86
2001-11-22,3490.568
2001-11-23,3463.338
2001-11-26,3469.092
2001-11-27,3438.524
2001-11-28,3414.052
2001-11-29,3416.39
2001-11-30,3458.373
2001-12-03,3423.902
2001-12-04,3470.489
2001-12-05,3559.4
2001-12-06,3583.805
2001-12-07,3547.414
2001-12-10,3485.844
2001-12-11,3488.116
2001-12-12,3478.803
2001-12-13,3430.321
2001-12-14,3418.433
2001-12-17,3505.24
2001-12-18,3497.589
2001-12-19,3455.934
2001-12-20,3431.663
2001-12-21,3455.48
2001-12-24,3434.504
2001-12-25,3434.504
2001-12-26,3442.596
2001-12-27,3515.775
2001-12-28,3523.013
2001-12-31,3546.982
2002-01-01,3546.982
2002-01-02,3551.335
2002-01-03,3602.942
2002-01-04,3591.074
2002-01-07,3550.036
2002-01-08,3516.355
2002-01-09,3510.132
2002-01-10,3488.867
2002-01-11,3500.351
2002-01-14,3439.076
2002-01-15,3455.976
2002-01-16,3393.099
2002-01-17,3424.081
2002-01-18,3420.44
2002-01-21,3402.59
2002-01-22,3403.503
2002-01-23,3426.96
2002-01-24,3453.872
2002-01-25,3392.009
2002-01-28,3405.821
2002-01-29,3360.831
2002-01-30,3322.275
2002-01-31,3361.993
2002-02-01,3370.909
2002-02-04,3352.689
2002-02-05,3305.933
2002-02-06,3273.696
2002-02-07,3305.438
2002-02-08,3314.233
2002-02-11,3361.117
2002-02-12,3352.179
2002-02-13,3365.396
2002-02-14,3394.056
2002-02-15,3375.826
2002-02-18,3346.166
2002-02-19,3297.504
2002-02-20,3269.622
2002-02-21,3298.049
2002-02-22,3287.165
2002-02-25,3315.768
2002-02-26,3330.18
2002-02-27,3362.902
2002-02-28,3361.437
2002-03-01,3392.48
2002-03-04,3477.153
2002-03-05,3462.142
2002-03-06,3491.586
2002-03-07,3532.316
2002-03-08,3536.918
2002-03-11,3517.613
2002-03-12,3477.547
2002-03-13,3487.924
2002-03-14,3517.484
2002-03-15,3550.94
2002-03-18,3561.97
2002-03-19,3577.254
2002-03-20,3551.208
2002-03-21,3535.092
2002-03-22,3541.735
2002-03-25,3509.546
2002-03-26,3517.123
2002-03-27,3507.219
2002-03-28,3544.68
2002-03-29,3544.68
2002-04-01,3577.493
2002-04-02,3560.818
2002-04-03,3553.214
2002-04-04,3524.7
2002-04-05,3516.293
2002-04-08,3453.032
2002-04-09,3465.533
2002-04-10,3504.155
2002-04-11,3463.225
2002-04-12,3467.126
2002-04-15,3496.521
2002-04-16,3559.572
2002-04-17,3581.525
2002-04-18,3566.602
2002-04-19,3568.329
2002-04-22,3541.742
2002-04-23,3531.375
2002-04-24,3529.175
2002-04-25,3518.499
2002-04-26,3503.634
2002-04-29,3504.667
2002-04-30,3520.562
2002-05-01,3529.308
2002-05-02,3516.591
2002-05-03,3529.863
2002-05-06,3529.795
2002-05-07,3478.038
2002-05-08,3539.11
2002-05-09,3527.236
2002-05-10,3504.659
2002-05-13,3529.73
2002-05-14,3536.869
2002-05-15,3574.393
2002-05-16,3570.614
2002-05-17,3592.604
2002-05-20,3575.264
2002-05-21,3557.096
2002-05-22,3540.074
2002-05-23,3527.017
2002-05-24,3533.794
2002-05-27,3527.436
2002-05-28,3526.424
2002-05-29,3528.003
2002-05-30,3498.557
2002-05-31,3514.063
2002-06-03,3499.537
2002-06-04,3454.101
2002-06-05,3413.317
2002-06-06,3425.116
2002-06-07,3380.87
2002-06-10,3385.491
2002-06-11,3412.978
2002-06-12,3352.433
2002-06-13,3310.677
2002-06-14,3235.534
2002-06-17,3327.555
2002-06-18,3325.502
2002-06-19,3295.606
2002-06-20,3253.974
2002-06-21,3261.693
2002-06-24,3207.399
2002-06-25,3262.557
2002-06-26,3258.753
2002-06-27,3277.935
2002-06-28,3393.516
2002-07-01,3402.843
2002-07-02,3297.669
2002-07-03,3191.868
2002-07-04,3251.551
2002-07-05,3355.919
2002-07-08,3385.792
2002-07-09,3368.361
2002-07-10,3248.954
2002-07-11,3134.381
2002-07-12,3139.47
2002-07-15,3026.973
2002-07-16,3037.236
2002-07-17,3129.856
2002-07-18,3176.091
2002-07-19,3046.919
2002-07-22,2881.468
2002-07-23,2791.334
2002-07-24,2756.921
2002-07-25,2878.202
2002-07-26,2876.783
2002-07-29,3008.409
2002-07-30,3017.972
2002-07-31,3016.277
2002-08-01,2900.941
2002-08-02,2907.635
2002-08-05,2821.836
2002-08-06,2875.631
2002-08-07,2860.503
2002-08-08,2961.009
2002-08-09,3013.096
2002-08-12,2963.93
2002-08-13,2994.997
2002-08-14,2952.908
2002-08-15,3022.197
2002-08-16,3046.629
2002-08-19,3108.92
2002-08-20,3060.139
2002-08-21,3102.831
2002-08-22,3138.476
2002-08-23,3098.66
2002-08-26,3075.226
2002-08-27,3152.559
2002-08-28,3039.822
2002-08-29,2999.133
2002-08-30,3016.468
2002-09-02,2974.778
2002-09-03,2891.332
2002-09-04,2897.023
2002-09-05,2877.616
2002-09-06,2944.551
2002-09-09,2896.383
2002-09-10,2947.697
2002-09-11,2996.675
2002-09-12,2905.656
2002-09-13,2856.997
2002-09-16,2833.767
2002-09-17,2801.157
2002-09-18,2724.325
2002-09-19,2689.5
2002-09-20,2698.427
2002-09-23,2611.471
2002-09-24,2565.59
2002-09-25,2599.521
2002-09-26,2709.712
2002-09-27,2708.237
2002-09-30,2619.713
2002-10-01,2648.311
2002-10-02,2722.757
2002-10-03,2693.794
2002-10-04,2625.762
2002-10-07,2593.163
2002-10-08,2542.853
2002-10-09,2543.335
2002-10-10,2596.334
2002-10-11,2723.204
2002-10-14,2700.249
2002-10-15,2844.2
2002-10-16,2799.488
2002-10-17,2862.304
2002-10-18,2846.38
2002-10-21,2856.269
2002-10-22,2839.355
2002-10-23,2753.339
2002-10-24,2817.044
2002-10-25,2811.597
2002-10-28,2856.337
2002-10-29,2750.16
2002-10-30,2813.938
2002-10-31,2873.056
2002-11-01,2855.746
2002-11-04,2948.452
2002-11-05,2973.258
2002-11-06,2934.714
2002-11-07,2910.96
2002-11-08,2891.548
2002-11-11,2869.109
2002-11-12,2906.408
2002-11-13,2879.342
2002-11-14,2920.976
2002-11-15,2944.829
2002-11-18,2977.584
2002-11-19,2970.228
2002-11-20,2944.272
2002-11-21,3026.229
2002-11-22,3027.192
2002-11-25,2986.533
2002-11-26,2933.503
2002-11-27,2986.806
2002-11-28,3022.884
2002-11-29,3014.194
2002-12-02,3013.539
2002-12-03,2956.834
2002-12-04,2951.506
2002-12-05,2920.049
2002-12-06,2927.575
2002-12-09,2865.245
2002-12-10,2877.798
2002-12-11,2906.242
2002-12-12,2883.633
2002-12-13,2863.002
2002-12-16,2935.422
2002-12-17,2919.104
2002-12-18,2858.508
2002-12-19,2846.363
2002-12-20,2878.317
2002-12-23,2885.059
2002-12-24,2896.987
2002-12-25,2896.987
2002-12-26,2900.887
2002-12-27,2831.967
2002-12-30,2874.869
2002-12-31,2905.187
2003-01-01,2905.187
2003-01-02,2959.083
2003-01-03,2985.833
2003-01-06,3015.111
2003-01-07,2978.693
2003-01-08,2925.796
2003-01-09,2967.213
2003-01-10,2989.462
2003-01-13,2992.332
2003-01-14,3013.195
2003-01-15,2969.654
2003-01-16,2965.499
2003-01-17,2920.959
2003-01-20,2884.43
2003-01-21,2856.578
2003-01-22,2811.562
2003-01-23,2804.679
2003-01-24,2793.64
2003-01-27,2702.635
2003-01-28,2708.349
2003-01-29,2727.746
2003-01-30,2768.774
2003-01-31,2768.042
2003-02-03,2815.515
2003-02-04,2757.941
2003-02-05,2799.412
2003-02-06,2738.87
2003-02-07,2709.968
2003-02-10,2682.475
2003-02-11,2731.22
2003-02-12,2684.843
2003-02-13,2693.247
2003-02-14,2725.372
2003-02-17,2761.147
2003-02-18,2774.787
2003-02-19,2725.067
2003-02-20,2727.499
2003-02-21,2749.572
2003-02-24,2706.265
2003-02-25,2624.577
2003-02-26,2616.732
2003-02-27,2624.931
2003-02-28,2677.78
2003-03-03,2703.934
2003-03-04,2657.13
2003-03-05,2648.521
2003-03-06,2627.773
2003-03-07,2588.449
2003-03-10,2531.797
2003-03-11,2533.874
2003-03-12,2445.414
2003-03-13,2553.042
2003-03-14,2629.455
2003-03-17,2695.058
2003-03-18,2690.737
2003-03-19,2717.175
2003-03-20,2711.287
2003-03-21,2782.149
2003-03-24,2695.65
2003-03-25,2732.576
2003-03-26,2733.175
2003-03-27,2695.381
2003-03-28,2693.413
2003-03-31,2639.297
2003-04-01,2671.768
2003-04-02,2732.593
2003-04-03,2746.219
2003-04-04,2770.662
2003-04-07,2844.177
2003-04-08,2811.121
2003-04-09,2815.932
2003-04-10,2796.328
