Date,SWEDEN MID VALUE Mid Cap
2001-11-13,205.415
2001-11-14,207.691
2001-11-15,210.061
2001-11-16,214.155
2001-11-19,215.422
2001-11-20,211.226
2001-11-21,211.073
2001-11-22,216.092
2001-11-23,215.443
2001-11-26,217.305
2001-11-27,216.104
2001-11-28,214.619
2001-11-29,213.709
2001-11-30,215.376
2001-12-03,213.645
2001-12-04,217.788
2001-12-05,223.827
2001-12-06,224.602
2001-12-07,226.673
2001-12-10,222.114
2001-12-11,221.873
2001-12-12,219.961
2001-12-13,219.155
2001-12-14,216.391
2001-12-17,219.131
2001-12-18,218.592
2001-12-19,214.785
2001-12-20,212.638
2001-12-21,213.125
2001-12-24,210.309
2001-12-25,210.309
2001-12-26,209.594
2001-12-27,217.956
2001-12-28,220.849
2001-12-31,222.644
2002-01-01,222.644
2002-01-02,225.177
2002-01-03,233.058
2002-01-04,236.137
2002-01-07,234.679
2002-01-08,229.229
2002-01-09,231.165
2002-01-10,232.34
2002-01-11,232.009
2002-01-14,225.821
2002-01-15,225.903
2002-01-16,219.119
2002-01-17,220.17
2002-01-18,221.953
2002-01-21,220.335
2002-01-22,222.075
2002-01-23,221.997
2002-01-24,221.968
2002-01-25,218.167
2002-01-28,217.484
2002-01-29,219.777
2002-01-30,218.001
2002-01-31,221.9
2002-02-01,222.148
2002-02-04,222.519
2002-02-05,220.354
2002-02-06,220.43
2002-02-07,219.865
2002-02-08,219.508
2002-02-11,223.702
2002-02-12,223.857
2002-02-13,226.102
2002-02-14,224.816
2002-02-15,225.346
2002-02-18,223.077
2002-02-19,222.966
2002-02-20,222.421
2002-02-21,228.275
2002-02-22,229.492
2002-02-25,230.966
2002-02-26,232.675
2002-02-27,237.363
2002-02-28,238.617
2002-03-01,239.393
2002-03-04,249.35
2002-03-05,249.152
2002-03-06,246.976
2002-03-07,247.936
2002-03-08,247.349
2002-03-11,249.655
2002-03-12,247.91
2002-03-13,248.689
2002-03-14,248.316
2002-03-15,249.095
2002-03-18,248.826
2002-03-19,248.331
2002-03-20,247.78
2002-03-21,245.263
2002-03-22,246.213
2002-03-25,243.796
2002-03-26,241.898
2002-03-27,241.189
2002-03-28,243.546
2002-03-29,243.546
2002-04-01,245.95
2002-04-02,246.791
2002-04-03,242.88
2002-04-04,241.194
2002-04-05,243.421
2002-04-08,239.086
2002-04-09,239.628
2002-04-10,240.793
2002-04-11,240.671
2002-04-12,241.251
2002-04-15,242.684
2002-04-16,246.325
2002-04-17,248.094
2002-04-18,247.907
2002-04-19,246.83
2002-04-22,241.148
2002-04-23,244.738
2002-04-24,242.834
2002-04-25,236.723
2002-04-26,242.689
2002-04-29,246.387
2002-04-30,249.603
2002-05-01,251.069
2002-05-02,251.233
2002-05-03,253.198
2002-05-06,252.881
2002-05-07,250.076
2002-05-08,253.192
2002-05-09,252.757
2002-05-10,255.269
2002-05-13,256.892
2002-05-14,257.311
2002-05-15,258.849
2002-05-16,258.127
2002-05-17,261.593
2002-05-20,262.339
2002-05-21,260.627
2002-05-22,258.687
2002-05-23,255.942
2002-05-24,256.032
2002-05-27,256.455
2002-05-28,258.862
2002-05-29,256.623
2002-05-30,254.338
2002-05-31,253.986
2002-06-03,255.895
2002-06-04,253.45
2002-06-05,252.679
2002-06-06,252.313
2002-06-07,248.61
2002-06-10,249.601
2002-06-11,249.668
2002-06-12,248.593
2002-06-13,249.365
2002-06-14,244.248
2002-06-17,248.883
2002-06-18,252.282
2002-06-19,250.9
2002-06-20,243.77
2002-06-21,245.277
2002-06-24,243.468
2002-06-25,249.806
2002-06-26,251.924
2002-06-27,257.943
2002-06-28,264.845
2002-07-01,262.287
2002-07-02,260.743
2002-07-03,250.632
2002-07-04,252.29
2002-07-05,254.329
2002-07-08,257.287
2002-07-09,258.398
2002-07-10,249.743
2002-07-11,239.502
2002-07-12,238.668
2002-07-15,237.185
2002-07-16,234.044
2002-07-17,239.988
2002-07-18,243.908
2002-07-19,238.846
2002-07-22,223.259
2002-07-23,214.849
2002-07-24,207.034
2002-07-25,218.674
2002-07-26,209.408
2002-07-29,225.811
2002-07-30,231.098
2002-07-31,232.944
2002-08-01,228.571
2002-08-02,223.139
2002-08-05,215.35
2002-08-06,218.236
2002-08-07,219.523
2002-08-08,223.675
2002-08-09,224.814
2002-08-12,226.613
2002-08-13,227.179
2002-08-14,225.509
2002-08-15,228.428
2002-08-16,226.405
2002-08-19,227.814
2002-08-20,227.707
2002-08-21,235.01
2002-08-22,238.796
2002-08-23,233.34
2002-08-26,233.522
2002-08-27,238.869
2002-08-28,235.449
2002-08-29,227.752
2002-08-30,228.456
2002-09-02,229.106
2002-09-03,222.524
2002-09-04,220.717
2002-09-05,219.67
2002-09-06,222.575
2002-09-09,220.781
2002-09-10,225.582
2002-09-11,230.712
2002-09-12,225.291
2002-09-13,222.897
2002-09-16,225.421
2002-09-17,223.482
2002-09-18,219.06
2002-09-19,216.607
2002-09-20,214.493
2002-09-23,208.216
2002-09-24,205.692
2002-09-25,208.003
2002-09-26,216.233
2002-09-27,214.7
2002-09-30,205.629
2002-10-01,207.814
2002-10-02,207.687
2002-10-03,201.971
2002-10-04,198.79
2002-10-07,188.455
2002-10-08,186.31
2002-10-09,186.715
2002-10-10,192.637
2002-10-11,206.699
2002-10-14,207.367
2002-10-15,221.48
2002-10-16,216.081
2002-10-17,214.814
2002-10-18,217.756
2002-10-21,217.342
2002-10-22,209.756
2002-10-23,204.128
2002-10-24,209.441
2002-10-25,207.322
2002-10-28,211.633
2002-10-29,205.905
2002-10-30,211.489
2002-10-31,215.554
2002-11-01,210.445
2002-11-04,217.688
2002-11-05,223.385
2002-11-06,216.761
2002-11-07,215.04
2002-11-08,214.506
2002-11-11,212.697
2002-11-12,217.554
2002-11-13,220.005
2002-11-14,224.629
2002-11-15,221.895
2002-11-18,225.408
2002-11-19,221.423
2002-11-20,224.395
2002-11-21,233.242
2002-11-22,236.051
2002-11-25,233.522
2002-11-26,232.055
2002-11-27,239.702
2002-11-28,245.241
2002-11-29,243.176
2002-12-02,242.267
2002-12-03,236.847
2002-12-04,236.492
2002-12-05,234.024
2002-12-06,234.437
2002-12-09,230.263
2002-12-10,231.554
2002-12-11,233.007
2002-12-12,230.199
2002-12-13,231.381
2002-12-16,231.665
2002-12-17,225.522
2002-12-18,221.538
2002-12-19,222.726
2002-12-20,225.086
2002-12-23,221.853
2002-12-24,222.973
2002-12-25,222.973
2002-12-26,223.407
2002-12-27,219.016
2002-12-30,220.054
2002-12-31,221.244
2003-01-01,221.244
2003-01-02,230.123
2003-01-03,233.713
2003-01-06,235.019
2003-01-07,233.651
2003-01-08,225.969
2003-01-09,228.02
2003-01-10,229.153
2003-01-13,231.258
2003-01-14,232.094
2003-01-15,231.298
2003-01-16,233.236
2003-01-17,230.18
2003-01-20,232.977
2003-01-21,229.044
2003-01-22,224.586
2003-01-23,224.39
2003-01-24,224.402
2003-01-27,218.579
2003-01-28,214.741
2003-01-29,211.102
2003-01-30,213.069
2003-01-31,209.474
2003-02-03,215.013
2003-02-04,211.546
2003-02-05,217.168
2003-02-06,218.156
2003-02-07,213.546
2003-02-10,206.969
2003-02-11,213.8
2003-02-12,216.481
2003-02-13,221.479
2003-02-14,224.233
2003-02-17,227.622
2003-02-18,228.005
2003-02-19,229.665
2003-02-20,229.039
2003-02-21,227.833
2003-02-24,224.975
2003-02-25,220.528
2003-02-26,218.914
2003-02-27,220.146
2003-02-28,223.029
2003-03-03,223.215
2003-03-04,221.212
2003-03-05,219.734
2003-03-06,218.525
2003-03-07,217.324
2003-03-10,216.84
2003-03-11,213.747
2003-03-12,208.274
2003-03-13,213.872
2003-03-14,218.982
2003-03-17,224.835
2003-03-18,224.387
2003-03-19,226.242
2003-03-20,229.13
2003-03-21,231.718
2003-03-24,228.141
2003-03-25,227.469
2003-03-26,227.236
2003-03-27,224.579
2003-03-28,221.736
2003-03-31,218.796
2003-04-01,218.755
2003-04-02,225.286
2003-04-03,224.87
2003-04-04,223.745
2003-04-07,231.589
2003-04-08,231.975
2003-04-09,231.374
2003-04-10,230.68
2003-04-11,232.699
2003-04-14,233.554
2003-04-15,238.802
2003-04-16,240.24
2003-04-17,240.295
2003-04-18,240.295
2003-04-21,239.56
2003-04-22,244.302
2003-04-23,247.891
2003-04-24,249.69
2003-04-25,248.005
2003-04-28,255.885
2003-04-29,260.812
2003-04-30,263.883
2003-05-01,266.491
2003-05-02,264.771
2003-05-05,268.894
2003-05-06,272.717
2003-05-07,268.904
2003-05-08,263.442
2003-05-09,267.349
2003-05-12,268.12
2003-05-13,270.679
2003-05-14,266.96
2003-05-15,263.471
2003-05-16,264.186
2003-05-19,260.237
2003-05-20,258.077
2003-05-21,256.928
2003-05-22,257.457
2003-05-23,260.633
2003-05-26,259.337
2003-05-27,261.607
2003-05-28,266.807
2003-05-29,268.072
2003-05-30,270.875
2003-06-02,272.973
2003-06-03,270.478
2003-06-04,272.443
2003-06-05,277.048
2003-06-06,279.314
2003-06-09,280.284
2003-06-10,276.72
2003-06-11,282.533
2003-06-12,285.77
2003-06-13,281.804
2003-06-16,287.029
2003-06-17,289.862
2003-06-18,287.705
2003-06-19,284.546
2003-06-20,282.828
2003-06-23,276.636
2003-06-24,271.285
2003-06-25,273.919
2003-06-26,271.89
2003-06-27,274.984
2003-06-30,274.205
2003-07-01,271.572
2003-07-02,276.467
2003-07-03,282.321
2003-07-04,281.452
2003-07-07,288.505
2003-07-08,287.62
2003-07-09,284.939
2003-07-10,282.688
2003-07-11,283.749
2003-07-14,287.123
2003-07-15,288.666
2003-07-16,286.241
2003-07-17,288.039
2003-07-18,287.084
2003-07-21,287.762
2003-07-22,286.491
2003-07-23,288.6
2003-07-24,294.492
2003-07-25,293.586
2003-07-28,297.534
2003-07-29,294.226
2003-07-30,292.77
2003-07-31,288.873
2003-08-01,292.759
2003-08-04,293.107
2003-08-05,294.828
2003-08-06,289.771
2003-08-07,289.753
2003-08-08,286.465
2003-08-11,286.078
2003-08-12,290.581
2003-08-13,297.466
2003-08-14,297.318
2003-08-15,295.012
2003-08-18,296.97
2003-08-19,297.322
2003-08-20,297.759
2003-08-21,296.198
2003-08-22,289.952
2003-08-25,287.113
2003-08-26,280.366
2003-08-27,284.334
2003-08-28,286.553
2003-08-29,289.876
2003-09-01,297.336
2003-09-02,296.103
2003-09-03,300.954
2003-09-04,301.842
2003-09-05,303.883
2003-09-08,305.72
2003-09-09,303.64
2003-09-10,301.738
2003-09-11,305.777
2003-09-12,306.988
2003-09-15,307.548
2003-09-16,308.365
2003-09-17,310.389
2003-09-18,310.985
2003-09-19,310.4
2003-09-22,305.65
2003-09-23,307.418
2003-09-24,308.416
2003-09-25,304.596
2003-09-26,304.706
2003-09-29,303.517
2003-09-30,297.253
2003-10-01,301.969
2003-10-02,303.304
2003-10-03,313.632
2003-10-06,316.231
2003-10-07,316.033
2003-10-08,316.566
2003-10-09,317.348
2003-10-10,316.39
2003-10-13,317.798
2003-10-14,323.195
2003-10-15,326.464
2003-10-16,323.545
2003-10-17,321.066
2003-10-20,320.952
2003-10-21,316.6
2003-10-22,312.689
2003-10-23,320.416
2003-10-24,320.201
2003-10-27,324.466
2003-10-28,324.577
2003-10-29,327.453
2003-10-30,328.706
2003-10-31,326.218
2003-11-03,326.651
2003-11-04,324.816
2003-11-05,322.321
2003-11-06,324.19
2003-11-07,330.691
2003-11-10,330.562
2003-11-11,327.835
2003-11-12,333.25
2003-11-13,337.606
2003-11-14,341.581
2003-11-17,333.746
2003-11-18,334.427
2003-11-19,330.519
2003-11-20,327.818
2003-11-21,329.438
2003-11-24,328.01
2003-11-25,329.907
2003-11-26,330.95
2003-11-27,335.887
2003-11-28,336.494
2003-12-01,339.056
2003-12-02,342.909
2003-12-03,347.077
2003-12-04,347.746
2003-12-05,351.486
2003-12-08,351.299
2003-12-09,351.348
2003-12-10,347.722
2003-12-11,345.231
2003-12-12,350.445
2003-12-15,352.077
2003-12-16,348.719
2003-12-17,345.701
2003-12-18,346.813
2003-12-19,344.881
2003-12-22,347.144
2003-12-23,353.447
2003-12-24,353.761
2003-12-25,353.761
2003-12-26,353.348
2003-12-29,358.867
2003-12-30,360.328
2003-12-31,362.534
2004-01-01,362.534
2004-01-02,367.762
2004-01-05,366.863
2004-01-06,367.058
2004-01-07,359.643
2004-01-08,359.791
2004-01-09,363.099
2004-01-12,361.395
2004-01-13,364.187
2004-01-14,364.956
2004-01-15,362.891
2004-01-16,358.643
2004-01-19,362.272
2004-01-20,365.5
2004-01-21,366.962
2004-01-22,377.972
2004-01-23,376.611
2004-01-26,373.004
2004-01-27,373.504
2004-01-28,370.275
2004-01-29,358.528
2004-01-30,361.971
2004-02-02,357.658
2004-02-03,361.798
2004-02-04,358.18
2004-02-05,361.068
2004-02-06,371.37
2004-02-09,371.135
2004-02-10,370.458
2004-02-11,372.37
2004-02-12,371.963
2004-02-13,368.059
2004-02-16,368.255
2004-02-17,371.806
2004-02-18,372.356
2004-02-19,372.431
2004-02-20,367.996
2004-02-23,368.375
2004-02-24,365.929
2004-02-25,360.818
2004-02-26,356.744
2004-02-27,355.347
2004-03-01,359.749
2004-03-02,358.339
2004-03-03,357.12
2004-03-04,357.511
2004-03-05,365.153
2004-03-08,363.681
2004-03-09,361.514
2004-03-10,355.983
2004-03-11,346.535
2004-03-12,345.156
2004-03-15,341.876
2004-03-16,346.58
2004-03-17,347.298
2004-03-18,347.278
2004-03-19,346.096
2004-03-22,342.186
2004-03-23,342.083
2004-03-24,334.946
2004-03-25,338.338
2004-03-26,339.256
2004-03-29,344.636
2004-03-30,344.523
2004-03-31,350.618
2004-04-01,361.012
2004-04-02,359.252
2004-04-05,357.91
2004-04-06,360.155
2004-04-07,366.706
2004-04-08,365.19
2004-04-09,365.19
2004-04-12,363.331
2004-04-13,361.417
2004-04-14,357.476
2004-04-15,355.134
2004-04-16,361.07
2004-04-19,361.077
2004-04-20,362.588
2004-04-21,358.648
2004-04-22,364.119
2004-04-23,366.132
2004-04-26,366.368
2004-04-27,364.545
2004-04-28,357.919
2004-04-29,359.429
2004-04-30,357.855
2004-05-03,358.207
2004-05-04,362.954
2004-05-05,368.575
2004-05-06,355.987
2004-05-07,352.22
2004-05-10,335.97
2004-05-11,340.567
2004-05-12,336.979
2004-05-13,343.91
2004-05-14,341.624
2004-05-17,341.944
2004-05-18,345.239
2004-05-19,354.39
2004-05-20,351.771
2004-05-21,353.469
2004-05-24,353.861
2004-05-25,354.47
2004-05-26,356.111
2004-05-27,364.989
2004-05-28,364.748
2004-05-31,364.748
2004-06-01,362.913
2004-06-02,364.72
2004-06-03,364.242
2004-06-04,367.672
2004-06-07,373.591
2004-06-08,371.104
2004-06-09,363.664
2004-06-10,361.916
2004-06-11,361.407
2004-06-14,357.985
2004-06-15,358.708
2004-06-16,358.181
2004-06-17,358.865
2004-06-18,360.778
2004-06-21,360.701
2004-06-22,358.923
2004-06-23,362.076
2004-06-24,368.312
2004-06-25,367.401
2004-06-28,368.485
2004-06-29,366.946
2004-06-30,366.488
2004-07-01,366.358
2004-07-02,368.406
2004-07-05,365.958
2004-07-06,363.685
2004-07-07,366.958
2004-07-08,367.178
2004-07-09,364.415
2004-07-12,361.393
2004-07-13,364.771
2004-07-14,366.467
2004-07-15,363.419
2004-07-16,364.045
2004-07-19,361.907
2004-07-20,359.825
2004-07-21,361.59
2004-07-22,355.86
2004-07-23,351.077
2004-07-26,352.116
2004-07-27,352.606
2004-07-28,349.358
2004-07-29,352.726
2004-07-30,353.522
2004-08-02,352.823
2004-08-03,354.711
2004-08-04,351.822
2004-08-05,352.474
2004-08-06,352.511
2004-08-09,348.152
2004-08-10,353.914
2004-08-11,347.234
2004-08-12,346.264
2004-08-13,346.634
2004-08-16,350.206
2004-08-17,349.875
2004-08-18,352.203
2004-08-19,353.926
2004-08-20,352.079
2004-08-23,355.807
2004-08-24,354.504
2004-08-25,356.105
2004-08-26,362.257
2004-08-27,360.561
2004-08-30,359.669
2004-08-31,359.953
2004-09-01,363.0
2004-09-02,362.322
2004-09-03,362.615
2004-09-06,364.06
2004-09-07,364.412
2004-09-08,366.307
2004-09-09,365.066
2004-09-10,370.444
2004-09-13,372.716
2004-09-14,373.22
2004-09-15,368.092
2004-09-16,368.342
2004-09-17,369.726
2004-09-20,368.641
2004-09-21,373.621
2004-09-22,372.385
2004-09-23,369.046
2004-09-24,367.167
2004-09-27,365.599
2004-09-28,366.701
2004-09-29,374.714
2004-09-30,377.847
2004-10-01,383.449
2004-10-04,381.11
2004-10-05,384.104
2004-10-06,383.933
2004-10-07,384.219
2004-10-08,387.743
2004-10-11,387.725
2004-10-12,380.346
2004-10-13,381.264
2004-10-14,382.85
2004-10-15,382.456
2004-10-18,383.326
2004-10-19,390.171
2004-10-20,389.806
2004-10-21,389.384
2004-10-22,392.605
2004-10-25,388.682
2004-10-26,392.08
2004-10-27,394.346
2004-10-28,391.896
2004-10-29,390.417
2004-11-01,395.555
2004-11-02,397.451
2004-11-03,401.515
2004-11-04,402.743
2004-11-05,405.094
2004-11-08,404.697
2004-11-09,404.802
2004-11-10,413.125
2004-11-11,416.464
2004-11-12,421.808
2004-11-15,422.015
2004-11-16,419.962
2004-11-17,428.972
2004-11-18,426.206
2004-11-19,427.075
2004-11-22,424.709
2004-11-23,427.184
2004-11-24,431.337
2004-11-25,436.235
2004-11-26,438.981
2004-11-29,443.399
2004-11-30,439.452
2004-12-01,443.293
2004-12-02,443.765
2004-12-03,444.569
2004-12-06,446.136
2004-12-07,448.749
2004-12-08,436.762
2004-12-09,434.934
2004-12-10,436.412
2004-12-13,441.988
2004-12-14,439.727
2004-12-15,442.773
2004-12-16,437.013
2004-12-17,433.61
2004-12-20,441.207
2004-12-21,445.212
2004-12-22,446.084
2004-12-23,450.124
2004-12-24,452.803
2004-12-27,455.241
2004-12-28,455.334
2004-12-29,454.197
2004-12-30,454.777
2004-12-31,452.635
2005-01-03,457.575
2005-01-04,450.328
2005-01-05,446.512
2005-01-06,441.552
2005-01-07,441.442
2005-01-10,448.883
2005-01-11,450.846
2005-01-12,444.637
2005-01-13,444.8
2005-01-14,445.629
2005-01-17,448.77
2005-01-18,445.931
2005-01-19,448.248
2005-01-20,440.512
2005-01-21,444.803
2005-01-24,441.242
2005-01-25,443.639
2005-01-26,448.45
2005-01-27,446.495
2005-01-28,437.861
2005-01-31,442.961
2005-02-01,445.578
2005-02-02,447.403
2005-02-03,444.164
2005-02-04,445.295
2005-02-07,444.355
2005-02-08,443.848
2005-02-09,447.01
2005-02-10,445.364
2005-02-11,450.237
2005-02-14,453.396
2005-02-15,461.539
2005-02-16,457.702
2005-02-17,463.362
2005-02-18,458.551
2005-02-21,461.916
2005-02-22,467.92
2005-02-23,466.648
2005-02-24,470.544
2005-02-25,473.552
2005-02-28,478.579
2005-03-01,475.6
2005-03-02,475.496
2005-03-03,483.516
2005-03-04,492.739
2005-03-07,489.305
2005-03-08,491.914
2005-03-09,491.085
2005-03-10,483.891
2005-03-11,487.883
2005-03-14,486.49
2005-03-15,486.554
2005-03-16,481.794
2005-03-17,480.155
2005-03-18,474.573
2005-03-21,470.048
2005-03-22,474.541
2005-03-23,466.559
2005-03-24,467.522
2005-03-25,467.522
2005-03-28,464.306
2005-03-29,460.199
2005-03-30,458.771
2005-03-31,460.031
2005-04-01,460.999
2005-04-04,455.098
2005-04-05,460.277
2005-04-06,463.628
2005-04-07,462.58
2005-04-08,462.077
2005-04-11,470.313
2005-04-12,465.519
2005-04-13,466.427
2005-04-14,462.159
2005-04-15,457.033
2005-04-18,452.601
2005-04-19,455.218
2005-04-20,454.811
2005-04-21,454.241
2005-04-22,462.262
2005-04-25,460.4
2005-04-26,458.162
2005-04-27,443.931
2005-04-28,437.94
2005-04-29,436.625
2005-05-02,440.181
2005-05-03,441.077
2005-05-04,443.627
2005-05-05,443.41
2005-05-06,444.173
2005-05-09,444.178
2005-05-10,443.494
2005-05-11,441.385
2005-05-12,441.59
2005-05-13,445.098
2005-05-16,443.0
2005-05-17,446.73
2005-05-18,453.308
2005-05-19,455.24
2005-05-20,455.341
2005-05-23,456.566
2005-05-24,457.93
2005-05-25,459.662
2005-05-26,462.989
2005-05-27,465.288
2005-05-30,463.596
2005-05-31,460.947
2005-06-01,457.309
2005-06-02,454.511
2005-06-03,451.245
2005-06-06,451.606
2005-06-07,454.513
2005-06-08,455.285
2005-06-09,449.303
2005-06-10,448.581
2005-06-13,444.797
2005-06-14,448.412
2005-06-15,449.45
2005-06-16,454.283
2005-06-17,460.0
2005-06-20,454.423
2005-06-21,461.027
2005-06-22,461.475
2005-06-23,458.06
2005-06-24,458.482
2005-06-27,450.021
2005-06-28,446.535
2005-06-29,449.668
2005-06-30,450.309
2005-07-01,446.374
2005-07-04,446.27
2005-07-05,447.038
2005-07-06,448.346
2005-07-07,441.024
2005-07-08,444.223
2005-07-11,455.679
2005-07-12,463.355
2005-07-13,470.896
2005-07-14,471.356
2005-07-15,472.125
2005-07-18,472.153
2005-07-19,474.164
2005-07-20,469.197
2005-07-21,481.591
2005-07-22,482.124
2005-07-25,477.9
2005-07-26,477.699
2005-07-27,478.481
2005-07-28,483.719
2005-07-29,484.383
2005-08-01,488.148
2005-08-02,496.415
2005-08-03,501.822
2005-08-04,507.344
2005-08-05,502.803
2005-08-08,504.429
2005-08-09,506.944
2005-08-10,512.274
2005-08-11,514.893
2005-08-12,512.183
2005-08-15,509.991
2005-08-16,507.209
2005-08-17,503.963
2005-08-18,497.883
2005-08-19,499.552
2005-08-22,505.421
2005-08-23,500.061
2005-08-24,496.184
2005-08-25,491.116
2005-08-26,489.253
2005-08-29,489.058
2005-08-30,484.583
2005-08-31,494.393
2005-09-01,503.621
2005-09-02,511.681
2005-09-05,511.818
2005-09-06,515.465
2005-09-07,518.799
2005-09-08,514.536
2005-09-09,517.987
2005-09-12,517.425
2005-09-13,513.0
2005-09-14,515.768
2005-09-15,509.838
2005-09-16,513.514
2005-09-19,512.845
2005-09-20,513.345
2005-09-21,508.092
2005-09-22,506.197
2005-09-23,506.73
2005-09-26,513.981
2005-09-27,509.901
2005-09-28,516.232
2005-09-29,518.652
2005-09-30,528.153
2005-10-03,528.78
2005-10-04,528.006
2005-10-05,526.146
2005-10-06,523.341
2005-10-07,519.394
2005-10-10,521.91
2005-10-11,519.422
2005-10-12,513.411
2005-10-13,500.042
2005-10-14,500.093
2005-10-17,499.09
2005-10-18,495.546
2005-10-19,489.071
2005-10-20,490.452
2005-10-21,486.412
2005-10-24,490.704
2005-10-25,503.715
2005-10-26,505.033
2005-10-27,499.957
2005-10-28,496.229
2005-10-31,504.985
2005-11-01,506.46
2005-11-02,509.735
2005-11-03,511.992
2005-11-04,506.31
2005-11-07,506.799
2005-11-08,506.893
2005-11-09,504.666
