Date,WORLD SMID VALUE SMID (Small+Mid Cap)
2001-08-14,378.339
2001-08-15,380.97
2001-08-16,381.059
2001-08-17,379.209
2001-08-20,378.285
2001-08-21,378.61
2001-08-22,380.601
2001-08-23,379.063
2001-08-24,380.437
2001-08-27,379.383
2001-08-28,377.602
2001-08-29,376.428
2001-08-30,372.725
2001-08-31,372.927
2001-09-03,370.903
2001-09-04,370.618
2001-09-05,367.738
2001-09-06,364.106
2001-09-07,360.563
2001-09-10,355.723
2001-09-11,353.414
2001-09-12,348.113
2001-09-13,349.794
2001-09-14,350.167
2001-09-17,336.584
2001-09-18,334.966
2001-09-19,332.306
2001-09-20,322.964
2001-09-21,314.696
2001-09-24,321.311
2001-09-25,325.029
2001-09-26,324.446
2001-09-27,325.774
2001-09-28,332.575
2001-10-01,331.777
2001-10-02,334.124
2001-10-03,337.785
2001-10-04,340.173
2001-10-05,339.897
2001-10-08,337.609
2001-10-09,336.422
2001-10-10,338.981
2001-10-11,343.166
2001-10-12,342.767
2001-10-15,342.804
2001-10-16,345.342
2001-10-17,343.168
2001-10-18,339.372
2001-10-19,339.153
2001-10-22,340.084
2001-10-23,340.242
2001-10-24,340.618
2001-10-25,343.282
2001-10-26,344.504
2001-10-29,342.223
2001-10-30,338.881
2001-10-31,339.333
2001-11-01,341.967
2001-11-02,341.951
2001-11-05,344.785
2001-11-06,347.596
2001-11-07,347.397
2001-11-08,347.724
2001-11-09,346.979
2001-11-12,345.952
2001-11-13,347.871
2001-11-14,349.497
2001-11-15,350.048
2001-11-16,350.797
2001-11-19,353.125
2001-11-20,352.623
2001-11-21,350.922
2001-11-22,351.311
2001-11-23,352.891
2001-11-26,355.107
2001-11-27,354.53
2001-11-28,351.981
2001-11-29,353.7
2001-11-30,354.577
2001-12-03,351.671
2001-12-04,355.004
2001-12-05,360.026
2001-12-06,361.65
2001-12-07,360.768
2001-12-10,356.871
2001-12-11,355.832
2001-12-12,356.58
2001-12-13,353.399
2001-12-14,353.8
2001-12-17,355.131
2001-12-18,357.154
2001-12-19,356.297
2001-12-20,355.58
2001-12-21,356.377
2001-12-24,356.581
2001-12-25,356.58
2001-12-26,357.496
2001-12-27,360.667
2001-12-28,362.613
2001-12-31,362.83
2002-01-01,362.826
2002-01-02,363.01
2002-01-03,365.507
2002-01-04,368.271
2002-01-07,367.575
2002-01-08,365.544
2002-01-09,364.606
2002-01-10,363.743
2002-01-11,362.119
2002-01-14,360.116
2002-01-15,360.233
2002-01-16,356.813
2002-01-17,358.177
2002-01-18,358.068
2002-01-21,358.566
2002-01-22,356.618
2002-01-23,358.596
2002-01-24,359.683
2002-01-25,358.94
2002-01-28,360.11
2002-01-29,356.852
2002-01-30,357.606
2002-01-31,360.199
2002-02-01,359.39
2002-02-04,356.5
2002-02-05,354.5
2002-02-06,352.667
2002-02-07,352.195
2002-02-08,355.129
2002-02-11,358.775
2002-02-12,360.083
2002-02-13,362.408
2002-02-14,362.599
2002-02-15,362.57
2002-02-18,362.273
2002-02-19,358.053
2002-02-20,359.36
2002-02-21,359.315
2002-02-22,361.36
2002-02-25,362.672
2002-02-26,364.016
2002-02-27,366.237
2002-02-28,366.703
2002-03-01,370.661
2002-03-04,378.277
2002-03-05,377.657
2002-03-06,381.815
2002-03-07,385.2
2002-03-08,385.692
2002-03-11,387.12
2002-03-12,384.889
2002-03-13,383.157
2002-03-14,385.11
2002-03-15,387.471
2002-03-18,387.835
2002-03-19,390.043
2002-03-20,388.243
2002-03-21,388.478
2002-03-22,387.106
2002-03-25,384.212
2002-03-26,385.771
2002-03-27,388.664
2002-03-28,389.407
2002-03-29,388.685
2002-04-01,388.417
2002-04-02,388.142
2002-04-03,387.06
2002-04-04,388.196
2002-04-05,389.253
2002-04-08,389.925
2002-04-09,390.27
2002-04-10,395.169
2002-04-11,392.463
2002-04-12,393.681
2002-04-15,393.112
2002-04-16,396.941
2002-04-17,398.18
2002-04-18,398.697
2002-04-19,399.047
2002-04-22,397.553
2002-04-23,397.728
2002-04-24,397.381
2002-04-25,398.184
2002-04-26,396.312
2002-04-29,395.281
2002-04-30,397.976
2002-05-01,400.048
2002-05-02,401.457
2002-05-03,402.801
2002-05-06,399.807
2002-05-07,397.412
2002-05-08,400.553
2002-05-09,398.62
2002-05-10,396.76
2002-05-13,398.276
2002-05-14,400.372
2002-05-15,401.989
2002-05-16,402.045
2002-05-17,404.944
2002-05-20,403.965
2002-05-21,402.812
2002-05-22,403.973
2002-05-23,405.73
2002-05-24,405.065
2002-05-27,404.916
2002-05-28,404.861
2002-05-29,403.636
2002-05-30,403.505
2002-05-31,404.19
2002-06-03,399.946
2002-06-04,397.817
2002-06-05,397.705
2002-06-06,394.242
2002-06-07,394.451
2002-06-10,394.426
2002-06-11,391.728
2002-06-12,390.82
2002-06-13,387.14
2002-06-14,384.135
2002-06-17,389.527
2002-06-18,390.33
2002-06-19,387.015
2002-06-20,385.251
2002-06-21,384.662
2002-06-24,382.933
2002-06-25,380.69
2002-06-26,378.58
2002-06-27,381.323
2002-06-28,386.47
2002-07-01,382.982
2002-07-02,375.939
2002-07-03,372.228
2002-07-04,372.367
2002-07-05,379.849
2002-07-08,379.342
2002-07-09,376.587
2002-07-10,368.629
2002-07-11,364.715
2002-07-12,362.698
2002-07-15,358.979
2002-07-16,355.462
2002-07-17,356.093
2002-07-18,353.266
2002-07-19,345.52
2002-07-22,336.441
2002-07-23,326.589
2002-07-24,332.455
2002-07-25,336.493
2002-07-26,335.487
2002-07-29,347.13
2002-07-30,349.833
2002-07-31,350.306
2002-08-01,344.881
2002-08-02,339.32
2002-08-05,332.256
2002-08-06,335.235
2002-08-07,338.613
2002-08-08,343.953
2002-08-09,346.547
2002-08-12,346.104
2002-08-13,342.446
2002-08-14,348.67
2002-08-15,351.287
2002-08-16,351.608
2002-08-19,354.134
2002-08-20,352.054
2002-08-21,356.296
2002-08-22,359.893
2002-08-23,355.858
2002-08-26,359.279
2002-08-27,358.475
2002-08-28,353.485
2002-08-29,352.249
2002-08-30,352.561
2002-09-02,352.0
2002-09-03,344.718
2002-09-04,346.262
2002-09-05,342.927
2002-09-06,346.099
2002-09-09,346.526
2002-09-10,347.11
2002-09-11,347.746
2002-09-12,342.754
2002-09-13,342.49
2002-09-16,340.174
2002-09-17,336.552
2002-09-18,333.884
2002-09-19,329.121
2002-09-20,328.94
2002-09-23,323.745
2002-09-24,318.113
2002-09-25,322.184
2002-09-26,328.436
2002-09-27,324.171
2002-09-30,321.792
2002-10-01,325.047
2002-10-02,319.723
2002-10-03,316.799
2002-10-04,311.309
2002-10-07,303.996
2002-10-08,304.482
2002-10-09,296.149
2002-10-10,303.239
2002-10-11,312.144
2002-10-14,311.967
2002-10-15,322.817
2002-10-16,317.729
2002-10-17,323.986
2002-10-18,324.231
2002-10-21,328.807
2002-10-22,324.515
2002-10-23,325.578
2002-10-24,324.441
2002-10-25,327.263
2002-10-28,327.065
2002-10-29,324.031
2002-10-30,326.821
2002-10-31,328.477
2002-11-01,332.003
2002-11-04,335.019
2002-11-05,336.302
2002-11-06,338.535
2002-11-07,334.508
2002-11-08,331.788
2002-11-11,326.614
2002-11-12,328.697
2002-11-13,327.054
2002-11-14,331.073
2002-11-15,333.135
2002-11-18,331.671
2002-11-19,329.787
2002-11-20,332.63
2002-11-21,339.339
2002-11-22,340.746
2002-11-25,341.604
2002-11-26,337.504
2002-11-27,343.049
2002-11-28,345.176
2002-11-29,345.644
2002-12-02,345.365
2002-12-03,341.805
2002-12-04,339.788
2002-12-05,337.74
2002-12-06,338.543
2002-12-09,334.196
2002-12-10,337.054
2002-12-11,338.129
2002-12-12,338.138
2002-12-13,336.243
2002-12-16,340.07
2002-12-17,339.22
2002-12-18,335.265
2002-12-19,334.633
2002-12-20,337.445
2002-12-23,337.678
2002-12-24,337.483
2002-12-25,337.479
2002-12-26,338.853
2002-12-27,336.143
2002-12-30,338.283
2002-12-31,339.895
2003-01-01,339.895
2003-01-02,345.668
2003-01-03,345.94
2003-01-06,351.705
2003-01-07,347.86
2003-01-08,343.933
2003-01-09,348.045
2003-01-10,348.871
2003-01-13,348.994
2003-01-14,350.604
2003-01-15,348.632
2003-01-16,348.541
2003-01-17,346.274
2003-01-20,345.669
2003-01-21,342.273
2003-01-22,339.303
2003-01-23,341.578
2003-01-24,337.457
2003-01-27,330.864
2003-01-28,332.226
2003-01-29,331.78
2003-01-30,329.291
2003-01-31,331.564
2003-02-03,333.377
2003-02-04,331.664
2003-02-05,331.235
2003-02-06,328.724
2003-02-07,325.932
2003-02-10,326.365
2003-02-11,325.242
2003-02-12,322.498
2003-02-13,322.577
2003-02-14,324.832
2003-02-17,326.04
2003-02-18,329.559
2003-02-19,328.003
2003-02-20,327.213
2003-02-21,329.423
2003-02-24,326.069
2003-02-25,324.117
2003-02-26,322.333
2003-02-27,324.036
2003-02-28,325.774
2003-03-03,326.36
2003-03-04,323.14
2003-03-05,323.707
2003-03-06,321.898
2003-03-07,320.91
2003-03-10,315.661
2003-03-11,312.989
2003-03-12,310.716
2003-03-13,316.623
2003-03-14,317.437
2003-03-17,323.255
2003-03-18,325.192
2003-03-19,326.259
2003-03-20,328.192
2003-03-21,333.27
2003-03-24,327.436
2003-03-25,329.583
2003-03-26,329.012
2003-03-27,328.861
2003-03-28,328.257
2003-03-31,325.335
2003-04-01,327.715
2003-04-02,332.333
2003-04-03,331.095
2003-04-04,331.896
2003-04-07,334.999
2003-04-08,333.241
2003-04-09,332.01
2003-04-10,333.734
2003-04-11,332.826
2003-04-14,336.527
2003-04-15,339.621
2003-04-16,338.812
2003-04-17,342.181
2003-04-18,342.273
2003-04-21,342.535
2003-04-22,347.386
2003-04-23,350.036
2003-04-24,348.731
2003-04-25,345.324
2003-04-28,349.555
2003-04-29,350.784
2003-04-30,354.067
2003-05-01,354.833
2003-05-02,358.221
2003-05-05,360.295
2003-05-06,364.591
2003-05-07,364.169
2003-05-08,361.986
2003-05-09,365.728
2003-05-12,369.153
2003-05-13,369.546
2003-05-14,370.499
2003-05-15,372.068
2003-05-16,373.583
2003-05-19,368.066
2003-05-20,368.32
2003-05-21,368.821
2003-05-22,371.562
2003-05-23,374.69
2003-05-26,375.231
2003-05-27,378.216
2003-05-28,378.825
2003-05-29,379.501
2003-05-30,383.977
2003-06-02,387.242
2003-06-03,386.378
2003-06-04,390.816
2003-06-05,394.902
2003-06-06,395.4
2003-06-09,391.494
2003-06-10,392.9
2003-06-11,397.963
2003-06-12,398.958
2003-06-13,396.092
2003-06-16,401.387
2003-06-17,402.083
2003-06-18,400.232
2003-06-19,396.392
2003-06-20,396.422
2003-06-23,391.786
2003-06-24,390.354
2003-06-25,391.759
2003-06-26,391.986
2003-06-27,391.924
2003-06-30,391.495
2003-07-01,393.253
2003-07-02,398.308
2003-07-03,398.277
2003-07-04,397.941
2003-07-07,402.571
2003-07-08,403.619
2003-07-09,403.402
2003-07-10,399.769
2003-07-11,401.306
2003-07-14,404.764
2003-07-15,402.453
2003-07-16,400.116
2003-07-17,395.354
2003-07-18,398.345
2003-07-21,396.593
2003-07-22,398.609
2003-07-23,400.267
2003-07-24,401.882
2003-07-25,404.863
2003-07-28,406.043
2003-07-29,405.357
2003-07-30,404.299
2003-07-31,404.519
2003-08-01,402.848
2003-08-04,401.985
2003-08-05,398.948
2003-08-06,397.748
2003-08-07,399.483
2003-08-08,400.344
2003-08-11,401.888
2003-08-12,404.925
2003-08-13,405.765
2003-08-14,408.564
2003-08-15,408.986
2003-08-18,411.875
2003-08-19,414.073
2003-08-20,416.289
2003-08-21,418.41
2003-08-22,414.73
2003-08-25,414.178
2003-08-26,413.698
2003-08-27,414.693
2003-08-28,416.868
2003-08-29,419.87
2003-09-01,421.978
2003-09-02,424.944
2003-09-03,427.731
2003-09-04,427.722
2003-09-05,427.126
2003-09-08,430.617
2003-09-09,429.376
2003-09-10,424.159
2003-09-11,425.155
2003-09-12,427.615
2003-09-15,427.62
2003-09-16,431.076
2003-09-17,431.483
2003-09-18,435.764
2003-09-19,437.639
2003-09-22,434.975
2003-09-23,436.542
2003-09-24,433.001
2003-09-25,428.799
2003-09-26,425.509
2003-09-29,428.395
2003-09-30,426.738
2003-10-01,434.389
2003-10-02,437.717
2003-10-03,442.494
2003-10-06,444.661
2003-10-07,446.438
2003-10-08,445.882
2003-10-09,448.223
2003-10-10,449.56
2003-10-13,452.369
2003-10-14,453.961
2003-10-15,453.63
2003-10-16,455.41
2003-10-17,451.987
2003-10-20,452.602
2003-10-21,453.204
2003-10-22,448.718
2003-10-23,445.121
2003-10-24,445.12
2003-10-27,449.003
2003-10-28,452.32
2003-10-29,455.408
2003-10-30,457.006
2003-10-31,455.943
2003-11-03,458.029
2003-11-04,459.779
2003-11-05,459.313
2003-11-06,459.615
2003-11-07,461.478
2003-11-10,459.215
2003-11-11,455.831
2003-11-12,460.422
2003-11-13,462.783
2003-11-14,461.265
2003-11-17,454.626
2003-11-18,453.695
2003-11-19,453.956
2003-11-20,452.652
2003-11-21,454.217
2003-11-24,458.28
2003-11-25,461.807
2003-11-26,465.584
2003-11-27,465.867
2003-11-28,466.076
2003-12-01,471.804
2003-12-02,473.228
2003-12-03,473.112
2003-12-04,473.241
2003-12-05,472.34
2003-12-08,474.785
2003-12-09,473.24
2003-12-10,470.039
2003-12-11,473.071
2003-12-12,476.412
2003-12-15,474.862
2003-12-16,475.306
2003-12-17,475.855
2003-12-18,479.742
2003-12-19,480.079
2003-12-22,482.394
2003-12-23,484.38
2003-12-24,484.928
2003-12-25,484.964
2003-12-26,486.048
2003-12-29,490.517
2003-12-30,493.076
2003-12-31,492.736
2004-01-01,492.738
2004-01-02,493.652
2004-01-05,499.051
2004-01-06,500.025
2004-01-07,500.071
2004-01-08,502.77
2004-01-09,503.343
2004-01-12,504.476
2004-01-13,504.269
2004-01-14,506.816
2004-01-15,505.565
2004-01-16,506.264
2004-01-19,506.527
2004-01-20,510.43
2004-01-21,513.502
2004-01-22,514.088
2004-01-23,514.288
2004-01-26,514.452
2004-01-27,513.662
2004-01-28,509.189
2004-01-29,504.422
2004-01-30,506.061
2004-02-02,507.623
2004-02-03,508.46
2004-02-04,502.592
2004-02-05,504.74
2004-02-06,511.705
2004-02-09,513.637
2004-02-10,516.393
2004-02-11,519.604
2004-02-12,521.654
2004-02-13,520.148
2004-02-16,521.054
2004-02-17,525.739
2004-02-18,524.857
2004-02-19,522.206
2004-02-20,518.049
2004-02-23,517.319
2004-02-24,516.99
2004-02-25,518.081
2004-02-26,518.341
2004-02-27,521.952
2004-03-01,529.048
2004-03-02,526.7
2004-03-03,524.89
2004-03-04,527.277
2004-03-05,531.906
2004-03-08,529.517
2004-03-09,527.152
2004-03-10,518.675
2004-03-11,511.311
2004-03-12,515.312
2004-03-15,510.197
2004-03-16,513.716
2004-03-17,520.327
2004-03-18,521.865
2004-03-19,519.732
2004-03-22,513.583
2004-03-23,513.86
2004-03-24,512.131
2004-03-25,518.35
2004-03-26,518.953
2004-03-29,524.938
2004-03-30,527.445
2004-03-31,531.951
2004-04-01,536.5
2004-04-02,536.928
2004-04-05,535.829
2004-04-06,534.219
2004-04-07,535.541
2004-04-08,533.815
2004-04-09,533.028
2004-04-12,533.067
2004-04-13,526.764
2004-04-14,521.027
2004-04-15,520.245
2004-04-16,525.495
2004-04-19,525.059
2004-04-20,521.311
2004-04-21,520.57
2004-04-22,526.236
2004-04-23,525.852
2004-04-26,526.553
2004-04-27,527.128
2004-04-28,520.637
2004-04-29,515.407
2004-04-30,512.142
2004-05-03,514.665
2004-05-04,518.172
2004-05-05,520.114
2004-05-06,513.694
2004-05-07,502.332
2004-05-10,488.181
2004-05-11,492.448
2004-05-12,495.124
2004-05-13,493.633
2004-05-14,493.39
2004-05-17,487.523
2004-05-18,491.876
2004-05-19,496.877
2004-05-20,495.847
2004-05-21,500.607
2004-05-24,503.379
2004-05-25,509.578
2004-05-26,513.308
2004-05-27,517.479
2004-05-28,519.552
2004-05-31,519.679
2004-06-01,519.962
2004-06-02,521.773
2004-06-03,516.904
2004-06-04,520.123
2004-06-07,528.468
2004-06-08,528.515
2004-06-09,524.032
2004-06-10,525.802
2004-06-11,524.212
2004-06-14,518.881
2004-06-15,522.774
2004-06-16,524.947
2004-06-17,526.983
2004-06-18,528.63
2004-06-21,529.915
2004-06-22,530.377
2004-06-23,534.224
2004-06-24,536.194
2004-06-25,537.04
2004-06-28,538.755
2004-06-29,537.668
2004-06-30,541.034
2004-07-01,538.402
2004-07-02,538.907
2004-07-05,536.974
2004-07-06,533.594
2004-07-07,535.468
2004-07-08,531.578
2004-07-09,533.768
2004-07-12,534.989
2004-07-13,534.18
2004-07-14,533.267
2004-07-15,532.824
2004-07-16,534.537
2004-07-19,534.939
2004-07-20,535.781
2004-07-21,529.822
2004-07-22,526.521
2004-07-23,521.968
2004-07-26,519.225
2004-07-27,520.321
2004-07-28,521.045
2004-07-29,524.337
2004-07-30,526.31
2004-08-02,528.064
2004-08-03,526.553
2004-08-04,524.141
2004-08-05,519.653
2004-08-06,516.04
2004-08-09,514.142
2004-08-10,519.615
2004-08-11,517.396
2004-08-12,513.949
2004-08-13,514.223
2004-08-16,519.272
2004-08-17,520.516
2004-08-18,524.644
2004-08-19,525.275
2004-08-20,528.422
2004-08-23,527.344
2004-08-24,527.248
2004-08-25,529.56
2004-08-26,530.803
2004-08-27,532.435
2004-08-30,530.137
2004-08-31,532.575
2004-09-01,535.421
2004-09-02,538.95
2004-09-03,536.707
2004-09-06,538.746
2004-09-07,542.299
2004-09-08,540.702
2004-09-09,540.504
2004-09-10,543.154
2004-09-13,544.355
2004-09-14,544.418
2004-09-15,540.274
2004-09-16,543.876
2004-09-17,544.255
2004-09-20,542.389
2004-09-21,546.392
2004-09-22,542.165
2004-09-23,541.242
2004-09-24,541.57
2004-09-27,538.995
2004-09-28,542.092
2004-09-29,544.882
2004-09-30,549.432
2004-10-01,555.96
2004-10-04,557.241
2004-10-05,557.769
2004-10-06,560.342
2004-10-07,556.518
2004-10-08,557.342
2004-10-11,557.533
2004-10-12,554.555
2004-10-13,550.082
2004-10-14,548.331
2004-10-15,551.451
2004-10-18,551.486
2004-10-19,550.656
2004-10-20,550.908
2004-10-21,554.009
2004-10-22,552.521
2004-10-25,553.505
2004-10-26,557.833
2004-10-27,562.186
2004-10-28,562.434
2004-10-29,563.139
2004-11-01,564.905
2004-11-02,565.639
2004-11-03,572.116
2004-11-04,578.61
2004-11-05,580.754
2004-11-08,580.468
2004-11-09,581.328
2004-11-10,582.787
2004-11-11,586.179
2004-11-12,592.174
2004-11-15,593.377
2004-11-16,591.197
2004-11-17,594.897
2004-11-18,594.343
2004-11-19,592.649
2004-11-22,594.328
2004-11-23,596.807
2004-11-24,601.52
2004-11-25,604.098
2004-11-26,605.002
2004-11-29,605.646
2004-11-30,604.661
2004-12-01,609.622
2004-12-02,608.996
2004-12-03,611.836
2004-12-06,610.968
2004-12-07,605.462
2004-12-08,602.63
2004-12-09,601.536
2004-12-10,601.984
2004-12-13,607.242
2004-12-14,609.534
2004-12-15,616.306
2004-12-16,613.004
2004-12-17,613.227
2004-12-20,615.801
2004-12-21,619.015
2004-12-22,621.228
2004-12-23,622.899
2004-12-24,624.612
2004-12-27,623.913
2004-12-28,627.557
2004-12-29,627.463
2004-12-30,630.439
2004-12-31,630.718
2005-01-03,624.219
2005-01-04,616.997
2005-01-05,610.345
2005-01-06,610.709
2005-01-07,609.332
2005-01-10,611.89
2005-01-11,610.861
2005-01-12,614.3
2005-01-13,613.14
2005-01-14,615.717
2005-01-17,617.179
2005-01-18,619.573
2005-01-19,618.374
2005-01-20,613.503
2005-01-21,613.292
2005-01-24,611.99
2005-01-25,610.692
2005-01-26,616.754
2005-01-27,616.932
2005-01-28,615.067
2005-01-31,622.136
2005-02-01,624.955
2005-02-02,629.286
2005-02-03,627.569
2005-02-04,633.646
2005-02-07,632.406
2005-02-08,631.716
2005-02-09,628.638
2005-02-10,631.496
2005-02-11,635.392
2005-02-14,638.378
2005-02-15,639.783
2005-02-16,639.569
2005-02-17,638.831
2005-02-18,638.941
2005-02-21,638.299
2005-02-22,632.934
2005-02-23,631.88
2005-02-24,635.715
2005-02-25,643.499
2005-02-28,644.541
2005-03-01,647.148
2005-03-02,645.342
2005-03-03,646.67
2005-03-04,655.097
2005-03-07,655.646
2005-03-08,655.63
2005-03-09,651.244
2005-03-10,649.811
2005-03-11,651.073
2005-03-14,651.702
2005-03-15,650.171
2005-03-16,647.656
2005-03-17,647.844
2005-03-18,645.883
2005-03-21,642.939
2005-03-22,640.705
2005-03-23,633.003
2005-03-24,633.715
2005-03-25,633.89
2005-03-28,632.324
2005-03-29,626.482
2005-03-30,631.294
2005-03-31,636.012
2005-04-01,636.184
2005-04-04,632.64
2005-04-05,634.59
2005-04-06,636.756
2005-04-07,639.561
2005-04-08,636.078
2005-04-11,636.865
2005-04-12,637.332
2005-04-13,633.792
2005-04-14,624.209
2005-04-15,615.682
2005-04-18,612.86
2005-04-19,620.895
2005-04-20,616.71
2005-04-21,621.323
2005-04-22,622.249
2005-04-25,625.807
2005-04-26,620.667
2005-04-27,618.124
2005-04-28,612.469
2005-04-29,617.196
2005-05-02,619.164
2005-05-03,618.594
2005-05-04,625.326
2005-05-05,625.897
2005-05-06,626.633
2005-05-09,628.97
2005-05-10,625.43
2005-05-11,625.537
2005-05-12,618.465
2005-05-13,613.392
2005-05-16,615.603
2005-05-17,617.808
2005-05-18,624.633
2005-05-19,627.855
2005-05-20,626.6
2005-05-23,630.872
2005-05-24,630.214
2005-05-25,626.768
2005-05-26,629.83
2005-05-27,632.459
2005-05-30,633.502
2005-05-31,633.268
2005-06-01,637.373
2005-06-02,638.005
2005-06-03,637.108
2005-06-06,638.844
2005-06-07,640.556
2005-06-08,641.356
2005-06-09,639.866
2005-06-10,640.737
2005-06-13,641.398
2005-06-14,644.639
2005-06-15,647.21
2005-06-16,651.067
2005-06-17,655.705
2005-06-20,653.208
2005-06-21,653.163
2005-06-22,654.063
2005-06-23,650.379
2005-06-24,646.327
2005-06-27,644.966
2005-06-28,650.353
2005-06-29,651.039
2005-06-30,649.948
2005-07-01,651.036
2005-07-04,650.55
2005-07-05,653.322
2005-07-06,652.612
2005-07-07,650.839
2005-07-08,657.59
2005-07-11,664.848
2005-07-12,667.512
2005-07-13,665.24
2005-07-14,664.185
2005-07-15,663.222
2005-07-18,662.96
2005-07-19,665.636
2005-07-20,669.423
2005-07-21,669.913
2005-07-22,673.545
2005-07-25,670.778
2005-07-26,671.115
2005-07-27,673.58
2005-07-28,678.499
2005-07-29,678.592
2005-08-01,680.763
2005-08-02,685.623
2005-08-03,686.956
2005-08-04,681.995
2005-08-05,673.531
2005-08-08,672.148
2005-08-09,674.321
2005-08-10,679.311
2005-08-11,684.238
2005-08-12,682.718
2005-08-15,683.727
2005-08-16,679.286
2005-08-17,677.517
2005-08-18,672.438
2005-08-19,673.571
2005-08-22,679.263
2005-08-23,677.573
2005-08-24,676.403
2005-08-25,677.969
2005-08-26,675.605
2005-08-29,675.373
2005-08-30,673.402
2005-08-31,682.485
2005-09-01,689.822
2005-09-02,690.097
2005-09-05,691.056
2005-09-06,695.521
2005-09-07,696.603
2005-09-08,693.368
2005-09-09,699.528
2005-09-12,699.351
2005-09-13,695.0
2005-09-14,695.237
2005-09-15,694.45
2005-09-16,696.989
2005-09-19,694.004
2005-09-20,692.531
2005-09-21,687.337
2005-09-22,685.424
2005-09-23,685.605
2005-09-26,689.537
2005-09-27,687.609
2005-09-28,689.58
2005-09-29,696.091
2005-09-30,698.696
2005-10-03,697.711
2005-10-04,694.076
2005-10-05,682.568
2005-10-06,676.659
2005-10-07,677.655
2005-10-10,672.975
2005-10-11,671.631
2005-10-12,667.19
2005-10-13,661.48
2005-10-14,667.703
2005-10-17,668.098
2005-10-18,660.817
2005-10-19,662.082
2005-10-20,658.434
2005-10-21,659.778
2005-10-24,668.869
2005-10-25,671.074
2005-10-26,669.938
2005-10-27,664.356
2005-10-28,669.563
2005-10-31,678.178
2005-11-01,678.473
2005-11-02,685.747
2005-11-03,687.192
2005-11-04,684.092
2005-11-07,685.776
2005-11-08,682.738
