Date,DENMARK VALUE Standard (Large+Mid Cap)
2002-04-19,1603.796
2002-04-22,1599.207
2002-04-23,1585.55
2002-04-24,1585.679
2002-04-25,1582.694
2002-04-26,1582.684
2002-04-29,1593.155
2002-04-30,1634.029
2002-05-01,1623.987
2002-05-02,1630.232
2002-05-03,1641.091
2002-05-06,1630.045
2002-05-07,1639.832
2002-05-08,1683.073
2002-05-09,1682.703
2002-05-10,1669.396
2002-05-13,1673.066
2002-05-14,1660.596
2002-05-15,1653.852
2002-05-16,1641.882
2002-05-17,1666.204
2002-05-20,1666.761
2002-05-21,1672.513
2002-05-22,1682.14
2002-05-23,1673.927
2002-05-24,1674.801
2002-05-27,1664.809
2002-05-28,1664.823
2002-05-29,1666.15
2002-05-30,1679.12
2002-05-31,1663.938
2002-06-03,1687.08
2002-06-04,1675.503
2002-06-05,1664.988
2002-06-06,1696.302
2002-06-07,1664.204
2002-06-10,1669.957
2002-06-11,1677.681
2002-06-12,1685.196
2002-06-13,1668.156
2002-06-14,1634.277
2002-06-17,1645.739
2002-06-18,1647.933
2002-06-19,1614.575
2002-06-20,1625.55
2002-06-21,1642.363
2002-06-24,1609.431
2002-06-25,1635.813
2002-06-26,1635.081
2002-06-27,1638.931
2002-06-28,1664.65
2002-07-01,1657.071
2002-07-02,1642.857
2002-07-03,1609.889
2002-07-04,1605.128
2002-07-05,1646.618
2002-07-08,1671.303
2002-07-09,1666.381
2002-07-10,1645.458
2002-07-11,1619.196
2002-07-12,1630.101
2002-07-15,1623.629
2002-07-16,1621.434
2002-07-17,1634.375
2002-07-18,1663.67
2002-07-19,1636.174
2002-07-22,1563.219
2002-07-23,1508.614
2002-07-24,1427.788
2002-07-25,1517.626
2002-07-26,1481.869
2002-07-29,1555.54
2002-07-30,1566.941
2002-07-31,1550.703
2002-08-01,1531.564
2002-08-02,1537.775
2002-08-05,1493.803
2002-08-06,1446.318
2002-08-07,1469.976
2002-08-08,1465.887
2002-08-09,1467.173
2002-08-12,1483.743
2002-08-13,1494.785
2002-08-14,1482.048
2002-08-15,1513.22
2002-08-16,1497.556
2002-08-19,1521.736
2002-08-20,1532.362
2002-08-21,1576.46
2002-08-22,1535.44
2002-08-23,1541.147
2002-08-26,1528.998
2002-08-27,1562.534
2002-08-28,1557.43
2002-08-29,1556.857
2002-08-30,1552.749
2002-09-02,1557.847
2002-09-03,1533.226
2002-09-04,1514.376
2002-09-05,1512.352
2002-09-06,1536.898
2002-09-09,1490.76
2002-09-10,1493.557
2002-09-11,1521.205
2002-09-12,1490.101
2002-09-13,1493.521
2002-09-16,1463.673
2002-09-17,1460.485
2002-09-18,1415.054
2002-09-19,1426.309
2002-09-20,1443.679
2002-09-23,1410.506
2002-09-24,1364.543
2002-09-25,1355.206
2002-09-26,1360.217
2002-09-27,1373.906
2002-09-30,1345.447
2002-10-01,1310.098
2002-10-02,1341.474
2002-10-03,1319.994
2002-10-04,1317.739
2002-10-07,1314.491
2002-10-08,1316.429
2002-10-09,1281.438
2002-10-10,1270.88
2002-10-11,1354.615
2002-10-14,1348.8
2002-10-15,1407.695
2002-10-16,1382.494
2002-10-17,1383.152
2002-10-18,1398.156
2002-10-21,1374.654
2002-10-22,1382.064
2002-10-23,1338.891
2002-10-24,1342.136
2002-10-25,1340.717
2002-10-28,1375.453
2002-10-29,1304.417
2002-10-30,1353.065
2002-10-31,1359.312
2002-11-01,1355.198
2002-11-04,1408.031
2002-11-05,1425.734
2002-11-06,1414.886
2002-11-07,1407.908
2002-11-08,1424.132
2002-11-11,1403.865
2002-11-12,1413.9
2002-11-13,1404.974
2002-11-14,1417.102
2002-11-15,1409.032
2002-11-18,1422.875
2002-11-19,1422.111
2002-11-20,1400.344
2002-11-21,1417.829
2002-11-22,1430.635
2002-11-25,1424.933
2002-11-26,1416.337
2002-11-27,1422.391
2002-11-28,1439.868
2002-11-29,1463.228
2002-12-02,1438.31
2002-12-03,1433.805
2002-12-04,1439.846
2002-12-05,1431.312
2002-12-06,1421.188
2002-12-09,1396.129
2002-12-10,1409.857
2002-12-11,1425.065
2002-12-12,1445.633
2002-12-13,1449.209
2002-12-16,1455.059
2002-12-17,1474.747
2002-12-18,1449.547
2002-12-19,1433.409
2002-12-20,1422.323
2002-12-23,1427.041
2002-12-24,1433.025
2002-12-25,1433.025
2002-12-26,1436.575
2002-12-27,1440.326
2002-12-30,1439.172
2002-12-31,1444.509
2003-01-01,1444.509
2003-01-02,1482.214
2003-01-03,1498.711
2003-01-06,1518.796
2003-01-07,1499.173
2003-01-08,1474.522
2003-01-09,1495.149
2003-01-10,1512.92
2003-01-13,1524.447
2003-01-14,1517.612
2003-01-15,1507.201
2003-01-16,1521.106
2003-01-17,1517.317
2003-01-20,1514.173
2003-01-21,1514.108
2003-01-22,1506.234
2003-01-23,1509.12
2003-01-24,1503.004
2003-01-27,1463.789
2003-01-28,1456.726
2003-01-29,1437.577
2003-01-30,1427.371
2003-01-31,1417.903
2003-02-03,1427.687
2003-02-04,1413.383
2003-02-05,1422.734
2003-02-06,1442.015
2003-02-07,1421.595
2003-02-10,1401.189
2003-02-11,1404.242
2003-02-12,1398.747
2003-02-13,1402.16
2003-02-14,1426.257
2003-02-17,1431.118
2003-02-18,1439.319
2003-02-19,1446.616
2003-02-20,1396.82
2003-02-21,1398.533
2003-02-24,1401.782
2003-02-25,1383.913
2003-02-26,1343.846
2003-02-27,1333.266
2003-02-28,1338.908
2003-03-03,1346.71
2003-03-04,1319.306
2003-03-05,1329.392
2003-03-06,1309.89
2003-03-07,1327.384
2003-03-10,1324.679
2003-03-11,1302.628
2003-03-12,1304.392
2003-03-13,1301.8
2003-03-14,1347.79
2003-03-17,1344.858
2003-03-18,1380.705
2003-03-19,1388.083
2003-03-20,1392.056
2003-03-21,1399.101
2003-03-24,1395.003
2003-03-25,1413.682
2003-03-26,1409.374
2003-03-27,1421.784
2003-03-28,1429.281
2003-03-31,1428.387
2003-04-01,1438.227
2003-04-02,1457.776
2003-04-03,1451.499
2003-04-04,1458.489
2003-04-07,1482.089
2003-04-08,1469.998
2003-04-09,1482.596
2003-04-10,1490.037
2003-04-11,1490.522
2003-04-14,1511.487
2003-04-15,1547.242
2003-04-16,1559.332
2003-04-17,1566.82
2003-04-18,1566.82
2003-04-21,1560.119
2003-04-22,1555.133
2003-04-23,1583.759
2003-04-24,1577.997
2003-04-25,1567.8
2003-04-28,1591.206
2003-04-29,1618.014
2003-04-30,1628.004
2003-05-01,1615.83
2003-05-02,1612.788
2003-05-05,1653.517
2003-05-06,1656.753
2003-05-07,1647.855
2003-05-08,1654.916
2003-05-09,1654.16
2003-05-12,1657.653
2003-05-13,1671.679
2003-05-14,1693.08
2003-05-15,1709.434
2003-05-16,1720.634
2003-05-19,1722.536
2003-05-20,1733.184
2003-05-21,1748.728
2003-05-22,1759.015
2003-05-23,1769.797
2003-05-26,1789.511
2003-05-27,1778.713
2003-05-28,1780.806
2003-05-29,1793.998
2003-05-30,1805.187
2003-06-02,1823.552
2003-06-03,1785.197
2003-06-04,1776.564
2003-06-05,1802.403
2003-06-06,1820.592
2003-06-09,1830.41
2003-06-10,1826.375
2003-06-11,1862.967
2003-06-12,1834.928
2003-06-13,1822.749
2003-06-16,1845.539
2003-06-17,1834.497
2003-06-18,1813.807
2003-06-19,1788.08
2003-06-20,1800.394
2003-06-23,1770.655
2003-06-24,1764.396
2003-06-25,1785.07
2003-06-26,1759.841
2003-06-27,1788.259
2003-06-30,1768.675
2003-07-01,1764.811
2003-07-02,1773.734
2003-07-03,1765.355
2003-07-04,1755.818
2003-07-07,1742.647
2003-07-08,1711.786
2003-07-09,1698.702
2003-07-10,1714.99
2003-07-11,1709.002
2003-07-14,1720.524
2003-07-15,1728.008
2003-07-16,1717.948
2003-07-17,1706.196
2003-07-18,1697.8
2003-07-21,1700.848
2003-07-22,1688.388
2003-07-23,1714.702
2003-07-24,1730.541
2003-07-25,1723.916
2003-07-28,1726.674
2003-07-29,1732.202
2003-07-30,1720.813
2003-07-31,1699.834
2003-08-01,1687.204
2003-08-04,1684.602
2003-08-05,1713.264
2003-08-06,1720.604
2003-08-07,1755.071
2003-08-08,1750.514
2003-08-11,1764.593
2003-08-12,1777.921
2003-08-13,1799.191
2003-08-14,1805.491
2003-08-15,1845.592
2003-08-18,1824.339
2003-08-19,1844.556
2003-08-20,1897.789
2003-08-21,1835.664
2003-08-22,1791.078
2003-08-25,1779.676
2003-08-26,1796.499
2003-08-27,1810.211
2003-08-28,1815.124
2003-08-29,1823.426
2003-09-01,1844.24
2003-09-02,1830.091
2003-09-03,1870.241
2003-09-04,1878.949
2003-09-05,1890.686
2003-09-08,1891.844
2003-09-09,1878.421
2003-09-10,1861.181
2003-09-11,1899.71
2003-09-12,1924.622
2003-09-15,1937.803
2003-09-16,1906.09
2003-09-17,1915.493
2003-09-18,1914.961
2003-09-19,1930.341
2003-09-22,1916.501
2003-09-23,1916.145
2003-09-24,1918.616
2003-09-25,1906.935
2003-09-26,1896.333
2003-09-29,1889.347
2003-09-30,1882.042
2003-10-01,1930.707
2003-10-02,1956.375
2003-10-03,1961.839
2003-10-06,1978.346
2003-10-07,1988.084
2003-10-08,2004.352
2003-10-09,1995.269
2003-10-10,1994.583
2003-10-13,2004.194
2003-10-14,2013.823
2003-10-15,2022.857
2003-10-16,2029.362
2003-10-17,2027.717
2003-10-20,2017.073
2003-10-21,2023.362
2003-10-22,2012.5
2003-10-23,2002.802
2003-10-24,2023.444
2003-10-27,2033.047
2003-10-28,2041.367
2003-10-29,2056.611
2003-10-30,2065.377
2003-10-31,2026.673
2003-11-03,2034.787
2003-11-04,2048.169
2003-11-05,2032.75
2003-11-06,2020.273
2003-11-07,2049.732
2003-11-10,2053.332
2003-11-11,2030.703
2003-11-12,2053.736
2003-11-13,2075.227
2003-11-14,2077.482
2003-11-17,2055.054
2003-11-18,2072.463
2003-11-19,2061.091
2003-11-20,2048.872
2003-11-21,2051.028
2003-11-24,2033.648
2003-11-25,2044.416
2003-11-26,2061.046
2003-11-27,2060.62
2003-11-28,2064.497
2003-12-01,2101.238
2003-12-02,2124.663
2003-12-03,2127.094
2003-12-04,2113.712
2003-12-05,2122.33
2003-12-08,2120.839
2003-12-09,2152.737
2003-12-10,2143.614
2003-12-11,2152.611
2003-12-12,2171.627
2003-12-15,2181.818
2003-12-16,2172.523
2003-12-17,2162.332
2003-12-18,2163.959
2003-12-19,2164.04
2003-12-22,2174.195
2003-12-23,2184.655
2003-12-24,2190.595
2003-12-25,2190.595
2003-12-26,2189.844
2003-12-29,2202.081
2003-12-30,2208.832
2003-12-31,2222.958
2004-01-01,2222.958
2004-01-02,2283.207
2004-01-05,2307.343
2004-01-06,2328.663
2004-01-07,2328.594
2004-01-08,2341.794
2004-01-09,2363.825
2004-01-12,2350.972
2004-01-13,2358.135
2004-01-14,2358.223
2004-01-15,2362.578
2004-01-16,2331.904
2004-01-19,2336.439
2004-01-20,2353.863
2004-01-21,2343.485
2004-01-22,2394.243
2004-01-23,2404.127
2004-01-26,2382.896
2004-01-27,2417.641
2004-01-28,2393.632
2004-01-29,2341.618
2004-01-30,2329.301
2004-02-02,2337.863
2004-02-03,2358.344
2004-02-04,2355.417
2004-02-05,2415.643
2004-02-06,2444.243
2004-02-09,2437.945
2004-02-10,2422.142
2004-02-11,2427.951
2004-02-12,2471.071
2004-02-13,2448.229
2004-02-16,2448.54
2004-02-17,2441.731
2004-02-18,2441.487
2004-02-19,2411.723
2004-02-20,2382.443
2004-02-23,2390.08
2004-02-24,2399.416
2004-02-25,2381.388
2004-02-26,2379.823
2004-02-27,2367.647
2004-03-01,2415.673
2004-03-02,2391.143
2004-03-03,2350.798
2004-03-04,2354.618
2004-03-05,2405.45
2004-03-08,2401.643
2004-03-09,2405.506
2004-03-10,2359.347
2004-03-11,2319.759
2004-03-12,2309.798
2004-03-15,2309.968
2004-03-16,2342.737
2004-03-17,2328.863
2004-03-18,2356.592
2004-03-19,2343.744
2004-03-22,2323.624
2004-03-23,2334.468
2004-03-24,2310.776
2004-03-25,2315.005
2004-03-26,2257.079
2004-03-29,2283.392
2004-03-30,2274.102
2004-03-31,2274.288
2004-04-01,2287.967
2004-04-02,2273.71
2004-04-05,2256.442
2004-04-06,2247.34
2004-04-07,2276.831
2004-04-08,2264.856
2004-04-09,2264.856
2004-04-12,2258.339
2004-04-13,2244.919
2004-04-14,2231.66
2004-04-15,2222.848
2004-04-16,2251.878
2004-04-19,2242.577
2004-04-20,2243.169
2004-04-21,2218.476
2004-04-22,2209.549
2004-04-23,2213.1
2004-04-26,2214.795
2004-04-27,2229.799
2004-04-28,2187.364
2004-04-29,2193.057
2004-04-30,2203.42
2004-05-03,2198.808
2004-05-04,2252.22
2004-05-05,2263.44
2004-05-06,2211.899
2004-05-07,2181.172
2004-05-10,2144.602
2004-05-11,2149.971
2004-05-12,2157.409
2004-05-13,2176.062
2004-05-14,2175.36
2004-05-17,2170.408
2004-05-18,2182.426
2004-05-19,2205.459
2004-05-20,2185.943
2004-05-21,2198.43
2004-05-24,2191.824
2004-05-25,2198.129
2004-05-26,2195.479
2004-05-27,2236.406
2004-05-28,2233.994
2004-05-31,2233.994
2004-06-01,2239.255
2004-06-02,2257.423
2004-06-03,2250.56
2004-06-04,2275.256
2004-06-07,2300.224
2004-06-08,2294.787
2004-06-09,2217.373
2004-06-10,2242.37
2004-06-11,2234.757
2004-06-14,2219.652
2004-06-15,2230.45
2004-06-16,2230.299
2004-06-17,2225.385
2004-06-18,2262.805
2004-06-21,2268.971
2004-06-22,2264.302
2004-06-23,2260.862
2004-06-24,2278.106
2004-06-25,2271.104
2004-06-28,2300.272
2004-06-29,2295.374
2004-06-30,2321.11
2004-07-01,2327.249
2004-07-02,2344.633
2004-07-05,2340.69
2004-07-06,2329.766
2004-07-07,2353.328
2004-07-08,2359.901
2004-07-09,2352.559
2004-07-12,2356.244
2004-07-13,2351.29
2004-07-14,2356.443
2004-07-15,2355.045
2004-07-16,2373.607
2004-07-19,2375.919
2004-07-20,2361.25
2004-07-21,2323.647
2004-07-22,2312.584
2004-07-23,2278.854
2004-07-26,2286.115
2004-07-27,2268.668
2004-07-28,2259.892
2004-07-29,2285.698
2004-07-30,2287.433
2004-08-02,2288.514
2004-08-03,2316.687
2004-08-04,2307.303
2004-08-05,2321.682
2004-08-06,2345.112
2004-08-09,2321.336
2004-08-10,2350.791
2004-08-11,2312.897
2004-08-12,2327.269
2004-08-13,2332.369
2004-08-16,2338.263
2004-08-17,2340.543
2004-08-18,2343.108
2004-08-19,2355.634
2004-08-20,2350.775
2004-08-23,2345.33
2004-08-24,2318.25
2004-08-25,2315.866
2004-08-26,2326.69
2004-08-27,2324.836
2004-08-30,2330.702
2004-08-31,2339.164
2004-09-01,2365.442
2004-09-02,2376.145
2004-09-03,2366.475
2004-09-06,2392.656
2004-09-07,2381.411
2004-09-08,2405.07
2004-09-09,2420.154
2004-09-10,2459.025
2004-09-13,2454.061
2004-09-14,2434.161
2004-09-15,2389.922
2004-09-16,2389.069
2004-09-17,2401.811
2004-09-20,2389.32
2004-09-21,2430.77
2004-09-22,2414.861
2004-09-23,2430.836
2004-09-24,2424.091
2004-09-27,2431.806
2004-09-28,2434.45
2004-09-29,2463.57
2004-09-30,2498.809
2004-10-01,2502.19
2004-10-04,2495.58
2004-10-05,2508.09
2004-10-06,2509.162
2004-10-07,2495.189
2004-10-08,2507.96
2004-10-11,2504.517
2004-10-12,2487.351
2004-10-13,2487.601
2004-10-14,2511.388
2004-10-15,2519.454
2004-10-18,2517.568
2004-10-19,2535.361
2004-10-20,2527.313
2004-10-21,2546.084
2004-10-22,2563.135
2004-10-25,2559.161
2004-10-26,2575.428
2004-10-27,2595.568
2004-10-28,2589.755
2004-10-29,2587.536
2004-11-01,2616.944
2004-11-02,2628.311
2004-11-03,2646.832
2004-11-04,2667.825
2004-11-05,2691.225
2004-11-08,2677.355
2004-11-09,2667.558
2004-11-10,2679.962
2004-11-11,2691.22
2004-11-12,2704.679
2004-11-15,2712.718
2004-11-16,2716.555
2004-11-17,2738.438
2004-11-18,2736.004
2004-11-19,2748.87
2004-11-22,2736.492
2004-11-23,2771.947
2004-11-24,2809.237
2004-11-25,2832.658
2004-11-26,2833.138
2004-11-29,2831.645
2004-11-30,2813.702
2004-12-01,2850.223
2004-12-02,2857.121
2004-12-03,2861.458
2004-12-06,2862.901
2004-12-07,2875.628
2004-12-08,2827.176
2004-12-09,2808.179
2004-12-10,2799.291
2004-12-13,2844.394
2004-12-14,2782.446
2004-12-15,2825.183
2004-12-16,2767.083
2004-12-17,2742.061
2004-12-20,2795.728
2004-12-21,2810.782
2004-12-22,2840.297
2004-12-23,2874.452
2004-12-24,2881.251
2004-12-27,2901.397
2004-12-28,2884.792
2004-12-29,2888.214
2004-12-30,2914.472
2004-12-31,2906.723
2005-01-03,2921.976
2005-01-04,2890.251
2005-01-05,2871.988
2005-01-06,2855.264
2005-01-07,2842.474
2005-01-10,2848.366
2005-01-11,2848.321
2005-01-12,2858.317
2005-01-13,2850.933
2005-01-14,2839.313
2005-01-17,2833.985
2005-01-18,2821.039
2005-01-19,2830.739
2005-01-20,2790.842
2005-01-21,2794.091
2005-01-24,2786.777
2005-01-25,2803.192
2005-01-26,2825.875
2005-01-27,2798.865
2005-01-28,2805.747
2005-01-31,2820.595
2005-02-01,2853.9
2005-02-02,2871.327
2005-02-03,2857.165
2005-02-04,2886.173
2005-02-07,2885.111
2005-02-08,2879.573
2005-02-09,2873.708
2005-02-10,2902.817
2005-02-11,2927.17
2005-02-14,2957.767
2005-02-15,2987.506
2005-02-16,2981.566
2005-02-17,3017.053
2005-02-18,3022.041
2005-02-21,3010.154
2005-02-22,3034.984
2005-02-23,3019.996
2005-02-24,3037.447
2005-02-25,3042.27
2005-02-28,3085.755
2005-03-01,3094.531
2005-03-02,3085.08
2005-03-03,3113.865
2005-03-04,3158.985
2005-03-07,3168.358
2005-03-08,3170.943
2005-03-09,3163.96
2005-03-10,3135.83
2005-03-11,3152.067
2005-03-14,3136.266
2005-03-15,3163.753
2005-03-16,3159.332
2005-03-17,3162.365
2005-03-18,3136.045
2005-03-21,3099.629
2005-03-22,3098.261
2005-03-23,3018.303
2005-03-24,3007.507
2005-03-25,3007.507
2005-03-28,2986.428
2005-03-29,3010.872
2005-03-30,2986.433
2005-03-31,3044.864
2005-04-01,3079.54
2005-04-04,3048.311
2005-04-05,3102.298
2005-04-06,3121.663
2005-04-07,3150.176
2005-04-08,3134.689
2005-04-11,3146.703
2005-04-12,3133.155
2005-04-13,3134.424
2005-04-14,3102.818
2005-04-15,3075.889
2005-04-18,3091.195
2005-04-19,3125.189
2005-04-20,3114.816
2005-04-21,3131.226
2005-04-22,3124.491
2005-04-25,3135.017
2005-04-26,3116.605
2005-04-27,3042.346
2005-04-28,2990.859
2005-04-29,2999.802
2005-05-02,3008.836
2005-05-03,3047.493
2005-05-04,3059.003
2005-05-05,3055.122
2005-05-06,3062.41
2005-05-09,3042.055
2005-05-10,3088.572
2005-05-11,3095.123
2005-05-12,3045.887
2005-05-13,3029.125
2005-05-16,3023.141
2005-05-17,3030.353
2005-05-18,3058.967
2005-05-19,3043.723
2005-05-20,3042.705
2005-05-23,3064.372
2005-05-24,3086.888
2005-05-25,3089.638
2005-05-26,3103.459
2005-05-27,3120.665
2005-05-30,3105.77
2005-05-31,3086.281
2005-06-01,3061.28
2005-06-02,3069.312
2005-06-03,3064.885
2005-06-06,3054.741
2005-06-07,3079.903
2005-06-08,3106.792
2005-06-09,3062.681
2005-06-10,3080.939
2005-06-13,3074.437
2005-06-14,3081.452
