Date,DENMARK VALUE Standard (Large+Mid Cap)
1984-02-29,207.557
1984-03-30,191.758
1984-04-30,205.601
1984-05-31,185.456
1984-06-29,186.726
1984-07-31,186.528
1984-08-31,190.908
1984-09-28,168.213
1984-10-31,177.734
1984-11-30,171.655
1984-12-31,171.094
1985-01-31,177.208
1985-02-28,165.088
1985-03-29,175.96
1985-04-30,187.557
1985-05-31,194.561
1985-06-28,207.721
1985-07-31,250.082
1985-08-30,245.942
1985-09-30,252.134
1985-10-31,277.848
1985-11-29,279.73
1985-12-31,301.455
1986-01-31,271.388
1986-02-28,308.126
1986-03-31,303.039
1986-04-30,318.837
1986-05-30,283.522
1986-06-30,290.013
1986-07-31,284.901
1986-08-29,280.152
1986-09-30,287.086
1986-10-31,285.611
1986-11-28,290.418
1986-12-31,305.165
1987-01-30,381.847
1987-02-27,339.989
1987-03-31,336.095
1987-04-30,351.62
1987-05-29,355.858
1987-06-30,354.479
1987-07-31,345.022
1987-08-31,378.989
1987-09-30,351.221
1987-10-30,324.239
1987-11-30,335.895
1987-12-31,337.856
1988-01-29,338.091
1988-02-29,348.359
1988-03-31,354.254
1988-04-29,355.465
1988-05-31,379.816
1988-06-30,385.143
1988-07-29,388.423
1988-08-31,373.608
1988-09-30,408.787
1988-10-31,456.888
1988-11-30,470.744
1988-12-30,493.568
1989-01-31,480.88
1989-02-28,469.337
1989-03-31,465.201
1989-04-28,486.803
1989-05-31,453.565
1989-06-30,503.569
1989-07-31,566.373
1989-08-31,503.706
1989-09-29,516.72
1989-10-31,542.291
1989-11-30,583.895
1989-12-29,620.623
1990-01-31,623.035
1990-02-28,604.28
1990-03-30,616.855
1990-04-30,602.425
1990-05-31,637.74
1990-06-29,659.796
1990-07-31,699.987
1990-08-31,652.464
1990-09-28,584.632
1990-10-31,663.647
1990-11-30,634.602
1990-12-31,626.916
1991-01-31,636.375
1991-02-28,679.783
1991-03-29,614.368
1991-04-30,582.373
1991-05-31,599.142
1991-06-28,589.074
1991-07-31,636.729
1991-08-30,651.232
1991-09-30,667.755
1991-10-31,647.093
1991-11-29,637.858
1991-12-31,687.801
1992-01-31,673.817
1992-02-28,641.871
1992-03-31,601.951
1992-04-30,598.847
1992-05-29,651.568
1992-06-30,613.008
1992-07-31,605.747
1992-08-31,559.631
1992-09-30,508.997
1992-10-30,451.059
1992-11-30,455.626
1992-12-31,452.67
1993-01-29,521.413
1993-02-26,495.073
1993-03-31,499.241
1993-04-30,527.102
1993-05-31,535.599
1993-06-30,528.522
1993-07-30,503.89
1993-08-31,518.622
1993-09-30,545.721
1993-10-29,578.529
1993-11-30,558.957
1993-12-31,578.184
1994-01-31,650.824
1994-02-28,643.754
1994-03-31,618.927
1994-04-29,632.673
1994-05-31,599.74
1994-06-30,629.589
1994-07-29,666.701
1994-08-31,598.932
1994-09-30,613.807
1994-10-31,639.222
1994-11-30,608.416
1994-12-30,626.538
1995-01-31,639.073
1995-02-28,672.546
1995-03-31,669.872
1995-04-28,713.202
1995-05-31,736.476
1995-06-30,735.573
1995-07-31,804.899
1995-08-31,739.888
1995-09-29,739.618
1995-10-31,753.199
1995-11-30,766.669
1995-12-29,769.745
1996-01-31,786.139
1996-02-29,797.436
1996-03-29,757.472
1996-04-30,743.226
1996-05-31,735.979
1996-06-28,759.204
1996-07-31,755.668
1996-08-30,782.895
1996-09-30,794.877
1996-10-31,820.809
1996-11-29,854.102
1996-12-31,905.038
1997-01-31,940.171
1997-02-28,920.49
1997-03-31,929.033
1997-04-30,880.751
1997-05-30,919.146
1997-06-30,949.194
1997-07-31,990.328
1997-08-29,925.069
1997-09-30,988.459
1997-10-31,1023.208
1997-11-28,1041.423
1997-12-31,1085.039
1998-01-30,1133.714
1998-02-27,1122.965
1998-03-31,1300.038
1998-04-30,1244.194
1998-05-29,1311.858
1998-06-30,1345.668
1998-07-31,1445.381
1998-08-31,1318.608
1998-09-30,1253.474
1998-10-30,1329.521
1998-11-30,1317.436
1998-12-31,1469.746
1999-01-29,1428.295
1999-02-26,1290.53
1999-03-31,1228.577
1999-04-30,1252.533
1999-05-31,1259.275
1999-06-30,1258.717
1999-07-30,1280.771
1999-08-31,1305.679
1999-09-30,1312.954
1999-10-29,1343.74
1999-11-30,1375.615
1999-12-31,1350.874
2000-01-31,1236.585
2000-02-29,1221.695
2000-03-31,1324.243
2000-04-28,1320.415
2000-05-31,1526.138
2000-06-30,1569.355
2000-07-31,1688.072
2000-08-31,1722.89
2000-09-29,1758.828
2000-10-31,1707.096
2000-11-30,1686.44
2000-12-29,1747.274
2001-01-31,1905.081
2001-02-28,1698.567
2001-03-30,1578.687
2001-04-30,1683.089
2001-05-31,1715.494
2001-06-29,1695.93
2001-07-31,1689.681
2001-08-31,1670.154
2001-09-28,1571.494
2001-10-31,1518.053
2001-11-30,1563.567
2001-12-31,1576.414
2002-01-31,1497.797
2002-02-28,1484.84
2002-03-29,1533.24
2002-04-30,1634.029
2002-05-31,1663.938
2002-06-28,1664.65
2002-07-31,1550.703
2002-08-30,1552.749
2002-09-30,1345.447
2002-10-31,1359.312
2002-11-29,1463.228
2002-12-31,1444.509
2003-01-31,1417.903
2003-02-28,1338.908
2003-03-31,1428.387
2003-04-30,1628.004
2003-05-30,1805.187
2003-06-30,1768.675
2003-07-31,1699.834
2003-08-29,1823.426
2003-09-30,1882.042
2003-10-31,2026.673
2003-11-28,2064.497
2003-12-31,2222.958
2004-01-30,2329.301
2004-02-27,2367.647
2004-03-31,2274.288
2004-04-30,2203.42
2004-05-31,2233.994
2004-06-30,2321.11
2004-07-30,2287.433
2004-08-31,2339.164
2004-09-30,2498.809
2004-10-29,2587.536
2004-11-30,2813.702
2004-12-31,2906.723
2005-01-31,2820.595
2005-02-28,3085.755
2005-03-31,3044.864
2005-04-29,2999.802
2005-05-31,3086.281
2005-06-30,3134.82
2005-07-29,3256.493
2005-08-31,3439.959
2005-09-30,3526.506
2005-10-31,3473.252
2005-11-30,3517.823
2005-12-30,3718.648
2006-01-31,3710.992
2006-02-28,3688.389
2006-03-31,3879.583
2006-04-28,4095.2
2006-05-31,3937.758
2006-06-30,3810.511
2006-07-31,3795.578
2006-08-31,3954.502
2006-09-29,4064.998
2006-10-31,4298.834
2006-11-30,4576.745
2006-12-29,4697.395
2007-01-31,4845.806
2007-02-28,4861.284
2007-03-30,5008.417
2007-04-30,5226.775
2007-05-31,5195.865
2007-06-29,4940.793
2007-07-31,5238.539
2007-08-31,5106.014
2007-09-28,5209.28
2007-10-31,5421.484
2007-11-30,4962.75
2007-12-31,4818.819
2008-01-31,4346.996
2008-02-29,4716.534
2008-03-31,4787.986
2008-04-30,4527.303
2008-05-30,4541.914
2008-06-30,3842.725
2008-07-31,3868.744
2008-08-29,3807.122
2008-09-30,3192.389
2008-10-31,2196.961
2008-11-28,1951.531
2008-12-31,1786.709
2009-01-30,1819.6
2009-02-27,1453.506
2009-03-31,1703.045
2009-04-30,2100.05
2009-05-29,2877.524
2009-06-30,2875.663
2009-07-31,3260.772
2009-08-31,3802.353
2009-09-30,3788.442
2009-10-30,3507.684
2009-11-30,3375.344
2009-12-31,3430.323
2010-01-29,3540.484
2010-02-26,3569.473
2010-03-31,3847.517
2010-04-30,3769.852
2010-05-31,3476.187
2010-06-30,3495.83
2010-07-30,4034.584
2010-08-31,4261.795
2010-09-30,4712.002
2010-10-29,4883.497
2010-11-30,4230.923
2010-12-31,4717.876
2011-01-31,5076.624
2011-02-28,5163.813
2011-03-31,4965.435
2011-04-29,5418.339
2011-05-31,5124.982
2011-06-30,4590.468
2011-07-29,4097.02
2011-08-31,3738.488
2011-09-30,3155.323
2011-10-31,3650.683
2011-11-30,3632.739
2011-12-30,3511.025
2012-01-31,3920.312
2012-02-29,4303.285
2012-03-30,4097.058
2012-04-30,4230.011
2012-05-31,3354.572
2012-06-29,3579.408
2012-07-31,3723.311
2012-08-31,3569.488
2012-09-28,3903.989
2012-10-31,3778.479
2012-11-30,3839.265
2012-12-31,4027.089
2013-01-31,4294.952
2013-02-28,4309.29
2013-03-29,4292.655
2013-04-30,4136.014
2013-05-31,4109.422
2013-06-28,4131.063
2013-07-31,4505.104
2013-08-30,4706.289
2013-09-30,5029.79
2013-10-31,5316.296
2013-11-29,5517.537
2013-12-31,5934.904
2014-01-31,5982.613
2014-02-28,6484.748
2014-03-31,6323.359
2014-04-30,6371.421
2014-05-30,6851.018
2014-06-30,6794.943
2014-07-31,6512.217
2014-08-29,6549.29
2014-09-30,6169.302
2014-10-31,6113.711
2014-11-28,5827.682
2014-12-31,5560.458
2015-01-30,5558.282
2015-02-27,6159.38
2015-03-31,5974.733
2015-04-30,5850.035
2015-05-29,5665.474
2015-06-30,5494.909
2015-07-31,5458.466
2015-08-31,5232.491
2015-09-30,4835.581
2015-10-30,4654.524
2015-11-30,4723.601
2015-12-31,4368.237
2016-01-29,4136.107
2016-02-29,4208.914
2016-03-31,4434.581
2016-04-29,4696.312
2016-05-31,4477.624
2016-06-30,4255.426
2016-07-29,4452.175
2016-08-31,4736.416
2016-09-30,4745.824
2016-10-31,4858.126
2016-11-30,4464.439
2016-12-30,4780.208
2017-01-31,5090.396
2017-02-28,5060.757
2017-03-31,5273.506
2017-04-28,5539.958
2017-05-31,5929.207
2017-06-30,6063.381
2017-07-31,6406.233
2017-08-31,6283.859
2017-09-29,6462.354
2017-10-31,6282.345
2017-11-30,6252.089
2017-12-29,6416.01
2018-01-31,6693.799
2018-02-28,6728.445
2018-03-30,6463.307
2018-04-30,6234.448
2018-05-31,5891.319
2018-06-29,5616.455
2018-07-31,5437.327
2018-08-31,5543.763
2018-09-28,5192.377
2018-10-31,4214.082
2018-11-30,4385.22
2018-12-31,4193.128
2019-01-31,4246.639
2019-02-28,4419.897
2019-03-29,4247.403
2019-04-30,4553.428
2019-05-31,4185.21
2019-06-28,4207.215
2019-07-31,4026.768
2019-08-30,3758.815
2019-09-30,3899.105
2019-10-31,4228.661
2019-11-29,4059.28
2019-12-31,4499.02
2020-01-31,4295.8
2020-02-28,3685.261
2020-03-31,2928.549
2020-04-30,3153.307
2020-05-29,3260.013
2020-06-30,3404.629
2020-07-31,4125.911
2020-08-31,4142.307
2020-09-30,3871.245
2020-10-30,4118.04
2020-11-30,4955.604
2020-12-31,5236.008
2021-01-29,5036.701
2021-02-26,5374.883
2021-03-31,5463.089
2021-04-30,5818.694
2021-05-31,6032.358
2021-06-30,5947.043
2021-07-30,5992.575
2021-08-31,5948.568
2021-09-30,5490.384
2021-10-29,5672.626
2021-11-30,5429.282
2021-12-31,5851.427
2022-01-31,5605.249
2022-02-28,5442.892
2022-03-31,5352.658
2022-04-29,5135.982
2022-05-31,5135.975
2022-06-30,4542.481
2022-07-29,4899.768
2022-08-31,4499.773
2022-09-30,3796.605
2022-10-31,4226.202
2022-11-30,4440.817
2022-12-30,4704.477
2023-01-31,4851.39
2023-02-28,5191.752
2023-03-31,4967.862
2023-04-28,5065.572
2023-05-31,4757.729
2023-06-30,5288.784
2023-07-31,5362.296
2023-08-31,4744.457
2023-09-29,4571.01
2023-10-31,4336.949
2023-11-30,4556.135
2023-12-29,4900.788
2024-01-31,4975.002
2024-02-29,4892.584
2024-03-29,4926.996
2024-04-30,4967.398
2024-05-31,5466.535
2024-06-28,5215.035
2024-07-31,5390.698
2024-08-30,5259.856
2024-09-30,5569.622
2024-10-31,5222.27
2024-11-29,5204.085
2024-12-31,5019.097
2025-01-31,5040.389
2025-02-28,5626.388
2025-03-31,5755.09
2025-04-30,5939.596
2025-05-30,6427.062
2025-06-30,6675.679
2025-07-31,6709.448
2025-08-29,6610.781
2025-09-30,6661.268
2025-10-31,6871.235
2025-11-28,7113.417
2025-12-31,7527.87
