Date,SWITZERLAND SMID GROWTH SMID (Small+Mid Cap)
2002-02-28,323.206
2002-03-29,344.5
2002-04-30,346.494
2002-05-31,355.776
2002-06-28,333.866
2002-07-31,289.317
2002-08-30,281.676
2002-09-30,252.439
2002-10-31,268.371
2002-11-29,281.013
2002-12-31,275.276
2003-01-31,264.711
2003-02-28,245.627
2003-03-31,247.328
2003-04-30,277.923
2003-05-30,290.958
2003-06-30,287.671
2003-07-31,303.217
2003-08-29,318.429
2003-09-30,333.155
2003-10-31,360.254
2003-11-28,376.966
2003-12-31,402.885
2004-01-30,427.069
2004-02-27,427.056
2004-03-31,416.735
2004-04-30,421.199
2004-05-31,434.561
2004-06-30,446.149
2004-07-30,428.125
2004-08-31,435.151
2004-09-30,451.375
2004-10-29,462.399
2004-11-30,499.449
2004-12-31,515.209
2005-01-31,506.435
2005-02-28,541.699
2005-03-31,517.599
2005-04-29,501.795
2005-05-31,499.011
2005-06-30,506.664
2005-07-29,535.711
2005-08-31,553.207
2005-09-30,566.638
2005-10-31,544.096
2005-11-30,553.103
2005-12-30,569.338
2006-01-31,608.003
2006-02-28,608.249
2006-03-31,636.104
2006-04-28,687.95
2006-05-31,665.584
2006-06-30,660.765
2006-07-31,672.904
2006-08-31,694.825
2006-09-29,721.001
2006-10-31,762.899
2006-11-30,808.536
2006-12-29,855.535
2007-01-31,899.05
2007-02-28,890.109
2007-03-30,941.72
2007-04-30,996.314
2007-05-31,1000.0
2007-06-29,1001.751
2007-07-31,985.286
2007-08-31,933.96
2007-09-28,945.719
2007-10-31,1005.636
2007-11-30,954.114
2007-12-31,943.948
2008-01-31,855.432
2008-02-29,900.83
2008-03-31,920.854
2008-04-30,914.2
2008-05-30,941.036
2008-06-30,862.678
2008-07-31,810.469
2008-08-29,804.244
2008-09-30,703.295
2008-10-31,524.232
2008-11-28,471.896
2008-12-31,536.935
2009-01-30,478.465
2009-02-27,435.887
2009-03-31,457.762
2009-04-30,530.87
2009-05-29,593.413
2009-06-30,591.67
2009-07-31,634.824
2009-08-31,678.232
2009-09-30,730.205
2009-10-30,696.268
2009-11-30,721.228
2009-12-31,733.92
2010-01-29,731.998
2010-02-26,708.911
2010-03-31,778.017
2010-04-30,763.778
2010-05-31,668.16
2010-06-30,706.474
2010-07-30,747.439
2010-08-31,762.508
2010-09-30,825.619
2010-10-29,862.949
2010-11-30,870.155
2010-12-31,960.847
2011-01-31,926.55
2011-02-28,947.953
2011-03-31,966.137
2011-04-29,1038.964
2011-05-31,1028.525
2011-06-30,972.317
2011-07-29,970.062
2011-08-31,873.25
2011-09-30,743.757
2011-10-31,835.273
2011-11-30,790.834
2011-12-30,787.631
2012-01-31,821.81
2012-02-29,857.764
2012-03-30,866.322
2012-04-30,875.34
2012-05-31,770.246
2012-06-29,813.958
2012-07-31,809.628
2012-08-31,816.335
2012-09-28,844.539
2012-10-31,852.209
2012-11-30,865.175
2012-12-31,885.143
2013-01-31,939.413
2013-02-28,960.102
2013-03-29,975.821
2013-04-30,1004.09
2013-05-31,1000.778
2013-06-28,993.637
2013-07-31,1064.608
2013-08-30,1052.943
2013-09-30,1128.074
2013-10-31,1192.546
2013-11-29,1218.711
2013-12-31,1259.889
2014-01-31,1254.33
2014-02-28,1336.02
2014-03-31,1340.625
2014-04-30,1365.757
2014-05-30,1373.542
2014-06-30,1419.57
2014-07-31,1376.152
2014-08-29,1399.811
2014-09-30,1329.715
2014-10-31,1321.425
2014-11-28,1366.863
2014-12-31,1327.646
2015-01-30,1313.291
2015-02-27,1417.538
2015-03-31,1413.19
2015-04-30,1485.722
2015-05-29,1499.844
2015-06-30,1457.105
2015-07-31,1524.582
2015-08-31,1435.121
2015-09-30,1373.581
2015-10-30,1470.417
2015-11-30,1470.922
2015-12-31,1502.096
2016-01-29,1431.605
2016-02-29,1461.238
2016-03-31,1574.743
2016-04-29,1602.384
2016-05-31,1616.991
2016-06-30,1611.373
2016-07-29,1693.294
2016-08-31,1694.413
2016-09-30,1725.953
2016-10-31,1624.086
2016-11-30,1620.519
2016-12-30,1672.677
2017-01-31,1791.81
2017-02-28,1856.609
2017-03-31,1916.792
2017-04-28,2023.147
2017-05-31,2141.749
2017-06-30,2138.824
2017-07-31,2193.604
2017-08-31,2195.449
2017-09-29,2278.261
2017-10-31,2311.081
2017-11-30,2325.236
2017-12-29,2365.8
2018-01-31,2532.593
2018-02-28,2403.098
2018-03-30,2314.058
2018-04-30,2314.785
2018-05-31,2367.039
2018-06-29,2369.348
2018-07-31,2455.784
2018-08-31,2540.395
2018-09-28,2468.077
2018-10-31,2217.856
2018-11-30,2115.204
2018-12-31,1961.57
2019-01-31,2113.023
2019-02-28,2183.273
2019-03-29,2237.663
2019-04-30,2350.356
2019-05-31,2310.714
2019-06-28,2515.328
2019-07-31,2460.954
2019-08-30,2426.078
2019-09-30,2463.026
2019-10-31,2552.792
2019-11-29,2630.712
2019-12-31,2775.39
2020-01-31,2801.397
2020-02-28,2602.778
2020-03-31,2396.415
2020-04-30,2535.922
2020-05-29,2774.538
2020-06-30,2821.753
2020-07-31,3020.547
2020-08-31,3228.03
2020-09-30,3204.044
2020-10-30,3075.694
2020-11-30,3412.008
2020-12-31,3605.723
2021-01-29,3588.504
2021-02-26,3599.335
2021-03-31,3675.327
2021-04-30,3862.967
2021-05-31,4147.35
2021-06-30,4206.964
2021-07-30,4464.984
2021-08-31,4534.452
2021-09-30,4198.665
2021-10-29,4471.054
2021-11-30,4253.623
2021-12-31,4563.907
2022-01-31,3987.856
2022-02-28,3861.76
2022-03-31,3852.068
2022-04-29,3446.838
2022-05-31,3314.824
2022-06-30,2997.504
2022-07-29,3244.967
2022-08-31,2974.644
2022-09-30,2672.44
2022-10-31,2742.385
2022-11-30,3074.791
2022-12-30,3115.75
2023-01-31,3428.565
2023-02-28,3408.807
2023-03-31,3582.38
2023-04-28,3690.086
2023-05-31,3609.283
2023-06-30,3637.523
2023-07-31,3779.621
2023-08-31,3615.529
2023-09-29,3339.923
2023-10-31,3145.801
2023-11-30,3662.422
2023-12-29,3963.805
2024-01-31,3758.913
2024-02-29,3716.638
2024-03-29,3799.058
2024-04-30,3601.379
2024-05-31,3934.03
2024-06-28,3881.532
2024-07-31,4012.423
2024-08-30,4172.999
2024-09-30,4229.371
2024-10-31,3932.36
2024-11-29,3844.705
2024-12-31,3711.77
2025-01-31,3956.226
2025-02-28,3860.396
2025-03-31,3678.815
2025-04-30,3923.353
2025-05-30,4246.382
2025-06-30,4413.97
2025-07-31,4517.427
2025-08-29,4557.735
2025-09-30,4511.173
2025-10-31,4582.919
2025-11-28,4512.698
2025-12-31,4655.282
