Date,SWITZERLAND SMID GROWTH SMID (Small+Mid Cap)
2001-09-14,306.167
2001-09-17,308.323
2001-09-18,306.291
2001-09-19,307.311
2001-09-20,291.762
2001-09-21,281.628
2001-09-24,289.471
2001-09-25,298.234
2001-09-26,295.671
2001-09-27,291.367
2001-09-28,296.246
2001-10-01,298.504
2001-10-02,297.742
2001-10-03,295.299
2001-10-04,304.233
2001-10-05,302.694
2001-10-08,305.581
2001-10-09,307.092
2001-10-10,306.246
2001-10-11,311.191
2001-10-12,312.527
2001-10-15,312.136
2001-10-16,313.718
2001-10-17,320.494
2001-10-18,315.523
2001-10-19,311.129
2001-10-22,311.094
2001-10-23,316.821
2001-10-24,321.075
2001-10-25,320.065
2001-10-26,321.977
2001-10-29,324.976
2001-10-30,320.97
2001-10-31,322.192
2001-11-01,323.433
2001-11-02,324.379
2001-11-05,324.675
2001-11-06,327.938
2001-11-07,331.469
2001-11-08,336.023
2001-11-09,337.957
2001-11-12,334.642
2001-11-13,335.529
2001-11-14,341.821
2001-11-15,347.435
2001-11-16,353.889
2001-11-19,355.307
2001-11-20,353.45
2001-11-21,349.359
2001-11-22,351.294
2001-11-23,347.731
2001-11-26,348.104
2001-11-27,349.671
2001-11-28,346.745
2001-11-29,341.348
2001-11-30,343.605
2001-12-03,341.645
2001-12-04,344.19
2001-12-05,348.078
2001-12-06,353.559
2001-12-07,354.857
2001-12-10,351.0
2001-12-11,351.572
2001-12-12,354.692
2001-12-13,350.143
2001-12-14,348.962
2001-12-17,352.352
2001-12-18,351.874
2001-12-19,348.063
2001-12-20,347.591
2001-12-21,345.051
2001-12-24,337.642
2001-12-25,337.642
2001-12-26,337.572
2001-12-27,347.151
2001-12-28,347.319
2001-12-31,351.189
2002-01-01,351.189
2002-01-02,357.023
2002-01-03,356.75
2002-01-04,359.179
2002-01-07,359.733
2002-01-08,356.062
2002-01-09,357.678
2002-01-10,356.184
2002-01-11,356.995
2002-01-14,350.885
2002-01-15,350.035
2002-01-16,345.793
2002-01-17,347.802
2002-01-18,346.404
2002-01-21,346.083
2002-01-22,344.027
2002-01-23,347.157
2002-01-24,348.484
2002-01-25,341.005
2002-01-28,339.618
2002-01-29,335.186
2002-01-30,331.239
2002-01-31,333.76
2002-02-01,333.018
2002-02-04,331.349
2002-02-05,330.561
2002-02-06,327.993
2002-02-07,330.245
2002-02-08,331.61
2002-02-11,334.964
2002-02-12,334.389
2002-02-13,332.545
2002-02-14,334.842
2002-02-15,336.897
2002-02-18,332.815
2002-02-19,325.926
2002-02-20,321.519
2002-02-21,324.339
2002-02-22,325.56
2002-02-25,326.656
2002-02-26,328.163
2002-02-27,327.938
2002-02-28,329.587
2002-03-01,331.063
2002-03-04,336.95
2002-03-05,336.383
2002-03-06,338.587
2002-03-07,345.394
2002-03-08,347.114
2002-03-11,347.219
2002-03-12,342.477
2002-03-13,342.227
2002-03-14,347.85
2002-03-15,347.282
2002-03-18,347.721
2002-03-19,348.857
2002-03-20,350.009
2002-03-21,349.873
2002-03-22,351.851
2002-03-25,350.663
2002-03-26,349.915
2002-03-27,349.467
2002-03-28,351.022
2002-03-29,351.022
2002-04-01,355.086
2002-04-02,355.146
2002-04-03,356.262
2002-04-04,355.601
2002-04-05,355.918
2002-04-08,353.06
2002-04-09,353.219
2002-04-10,353.891
2002-04-11,354.5
2002-04-12,351.13
2002-04-15,350.885
2002-04-16,354.044
2002-04-17,356.565
2002-04-18,356.99
2002-04-19,357.113
2002-04-22,353.861
2002-04-23,352.823
2002-04-24,354.158
2002-04-25,353.538
2002-04-26,352.273
2002-04-29,353.413
2002-04-30,352.899
2002-05-01,356.291
2002-05-02,355.364
2002-05-03,357.072
2002-05-06,355.659
2002-05-07,349.815
2002-05-08,353.608
2002-05-09,354.698
2002-05-10,355.275
2002-05-13,352.464
2002-05-14,351.581
2002-05-15,357.054
2002-05-16,360.92
2002-05-17,366.442
2002-05-20,366.977
2002-05-21,363.901
2002-05-22,363.691
2002-05-23,359.762
2002-05-24,359.404
2002-05-27,359.487
2002-05-28,360.913
2002-05-29,360.122
2002-05-30,360.919
2002-05-31,362.144
2002-06-03,359.059
2002-06-04,356.316
2002-06-05,356.003
2002-06-06,355.223
2002-06-07,351.841
2002-06-10,352.772
2002-06-11,351.113
2002-06-12,344.244
2002-06-13,338.894
2002-06-14,334.726
2002-06-17,337.428
2002-06-18,336.125
2002-06-19,337.401
2002-06-20,330.983
2002-06-21,331.415
2002-06-24,325.424
2002-06-25,331.857
2002-06-26,330.673
2002-06-27,330.435
2002-06-28,339.756
2002-07-01,336.808
2002-07-02,330.052
2002-07-03,323.548
2002-07-04,325.548
2002-07-05,330.948
2002-07-08,334.327
2002-07-09,333.55
2002-07-10,326.344
2002-07-11,320.822
2002-07-12,322.226
2002-07-15,316.526
2002-07-16,312.923
2002-07-17,320.27
2002-07-18,320.427
2002-07-19,310.128
2002-07-22,294.492
2002-07-23,284.596
2002-07-24,273.215
2002-07-25,283.661
2002-07-26,286.919
2002-07-29,296.344
2002-07-30,298.053
2002-07-31,294.415
2002-08-01,293.703
2002-08-02,287.537
2002-08-05,276.893
2002-08-06,275.555
2002-08-07,275.736
2002-08-08,278.385
2002-08-09,283.201
2002-08-12,281.706
2002-08-13,283.322
2002-08-14,283.241
2002-08-15,289.0
2002-08-16,291.968
2002-08-19,295.862
2002-08-20,290.866
2002-08-21,297.281
2002-08-22,302.0
2002-08-23,300.56
2002-08-26,299.11
2002-08-27,303.516
2002-08-28,293.652
2002-08-29,288.206
2002-08-30,286.625
2002-09-02,282.546
2002-09-03,282.312
2002-09-04,282.695
2002-09-05,278.309
2002-09-06,281.411
2002-09-09,278.984
2002-09-10,280.426
2002-09-11,283.966
2002-09-12,276.04
2002-09-13,270.183
2002-09-16,267.52
2002-09-17,265.104
2002-09-18,261.59
2002-09-19,257.847
2002-09-20,256.339
2002-09-23,249.009
2002-09-24,244.577
2002-09-25,251.598
2002-09-26,257.911
2002-09-27,257.332
2002-09-30,256.874
2002-10-01,252.57
2002-10-02,255.032
2002-10-03,255.261
2002-10-04,250.983
2002-10-07,247.758
2002-10-08,245.925
2002-10-09,245.176
2002-10-10,245.167
2002-10-11,255.447
2002-10-14,254.193
2002-10-15,264.137
2002-10-16,261.768
2002-10-17,267.118
2002-10-18,266.355
2002-10-21,264.404
2002-10-22,261.702
2002-10-23,260.055
2002-10-24,264.823
2002-10-25,266.166
2002-10-28,268.63
2002-10-29,261.159
2002-10-30,268.151
2002-10-31,273.086
2002-11-01,273.665
2002-11-04,280.8
2002-11-05,283.011
2002-11-06,282.961
2002-11-07,282.3
2002-11-08,280.378
2002-11-11,274.814
2002-11-12,278.043
2002-11-13,276.202
2002-11-14,279.535
2002-11-15,282.312
2002-11-18,284.155
2002-11-19,283.618
2002-11-20,281.365
2002-11-21,284.82
2002-11-22,285.856
2002-11-25,284.071
2002-11-26,280.494
2002-11-27,284.555
2002-11-28,288.537
2002-11-29,285.95
2002-12-02,288.13
2002-12-03,282.72
2002-12-04,280.525
2002-12-05,277.871
2002-12-06,278.168
2002-12-09,275.332
2002-12-10,275.986
2002-12-11,277.748
2002-12-12,279.817
2002-12-13,278.597
2002-12-16,279.265
2002-12-17,280.457
2002-12-18,278.375
2002-12-19,275.332
2002-12-20,275.791
2002-12-23,275.193
2002-12-24,277.099
2002-12-25,277.099
2002-12-26,277.543
2002-12-27,274.002
2002-12-30,278.133
2002-12-31,280.106
2003-01-01,280.106
2003-01-02,276.442
2003-01-03,283.059
2003-01-06,285.962
2003-01-07,284.759
2003-01-08,280.976
2003-01-09,282.452
2003-01-10,285.888
2003-01-13,289.384
2003-01-14,290.467
2003-01-15,284.758
2003-01-16,286.938
2003-01-17,286.819
2003-01-20,285.917
2003-01-21,284.25
2003-01-22,279.917
2003-01-23,277.301
2003-01-24,276.722
2003-01-27,268.75
2003-01-28,267.695
2003-01-29,265.098
2003-01-30,267.305
2003-01-31,269.356
2003-02-03,270.151
2003-02-04,270.595
2003-02-05,267.592
2003-02-06,265.435
2003-02-07,261.599
2003-02-10,259.903
2003-02-11,259.541
2003-02-12,258.943
2003-02-13,260.292
2003-02-14,259.194
2003-02-17,262.307
2003-02-18,261.403
2003-02-19,262.942
2003-02-20,261.33
2003-02-21,259.577
2003-02-24,255.916
2003-02-25,251.736
2003-02-26,249.963
2003-02-27,244.06
2003-02-28,249.924
2003-03-03,253.9
2003-03-04,249.457
2003-03-05,246.11
2003-03-06,244.099
2003-03-07,240.042
2003-03-10,233.574
2003-03-11,235.999
2003-03-12,230.809
2003-03-13,234.033
2003-03-14,238.102
2003-03-17,242.047
2003-03-18,243.932
2003-03-19,247.402
2003-03-20,249.643
2003-03-21,251.859
2003-03-24,247.517
2003-03-25,249.757
2003-03-26,251.409
2003-03-27,250.034
2003-03-28,251.298
2003-03-31,251.606
2003-04-01,251.967
2003-04-02,256.772
2003-04-03,257.004
2003-04-04,257.456
2003-04-07,263.885
2003-04-08,261.223
2003-04-09,264.858
2003-04-10,263.382
2003-04-11,263.926
2003-04-14,265.086
2003-04-15,267.945
2003-04-16,268.977
2003-04-17,270.545
2003-04-18,270.545
2003-04-21,267.907
2003-04-22,271.87
2003-04-23,275.58
2003-04-24,274.381
2003-04-25,274.755
2003-04-28,278.06
2003-04-29,277.054
2003-04-30,282.425
2003-05-01,285.743
2003-05-02,286.73
2003-05-05,291.542
2003-05-06,295.486
2003-05-07,293.868
2003-05-08,290.859
2003-05-09,290.824
2003-05-12,290.638
2003-05-13,290.82
2003-05-14,291.175
2003-05-15,291.526
2003-05-16,294.016
2003-05-19,287.692
2003-05-20,287.749
2003-05-21,285.075
2003-05-22,288.735
2003-05-23,291.13
2003-05-26,291.025
2003-05-27,291.565
2003-05-28,292.788
2003-05-29,294.545
2003-05-30,295.11
2003-06-02,299.127
2003-06-03,293.625
2003-06-04,295.924
2003-06-05,299.536
2003-06-06,299.593
2003-06-09,302.61
2003-06-10,299.418
2003-06-11,306.385
2003-06-12,304.885
2003-06-13,304.35
2003-06-16,309.313
2003-06-17,309.849
2003-06-18,305.879
2003-06-19,301.451
2003-06-20,300.864
2003-06-23,297.736
2003-06-24,293.623
2003-06-25,295.673
2003-06-26,292.765
2003-06-27,292.5
2003-06-30,291.647
2003-07-01,290.685
2003-07-02,292.889
2003-07-03,293.874
2003-07-04,293.7
2003-07-07,294.677
2003-07-08,295.846
2003-07-09,293.305
2003-07-10,292.136
2003-07-11,292.55
2003-07-14,295.788
2003-07-15,294.366
2003-07-16,294.813
2003-07-17,293.685
2003-07-18,295.782
2003-07-21,297.103
2003-07-22,296.826
2003-07-23,298.087
2003-07-24,302.703
2003-07-25,304.058
2003-07-28,304.772
2003-07-29,306.506
2003-07-30,304.633
2003-07-31,307.397
2003-08-01,311.031
2003-08-04,312.276
2003-08-05,314.56
2003-08-06,310.883
2003-08-07,309.468
2003-08-08,309.284
2003-08-11,307.51
2003-08-12,309.452
2003-08-13,311.602
2003-08-14,312.063
2003-08-15,314.787
2003-08-18,314.757
2003-08-19,317.613
2003-08-20,317.824
2003-08-21,318.083
2003-08-22,318.205
2003-08-25,316.827
2003-08-26,315.605
2003-08-27,316.762
2003-08-28,320.28
2003-08-29,322.818
2003-09-01,328.211
2003-09-02,324.832
2003-09-03,328.949
2003-09-04,328.725
2003-09-05,332.3
2003-09-08,335.464
2003-09-09,335.627
2003-09-10,333.138
2003-09-11,333.615
2003-09-12,336.334
2003-09-15,338.09
2003-09-16,336.939
2003-09-17,338.391
2003-09-18,341.34
2003-09-19,342.179
2003-09-22,340.42
2003-09-23,336.995
2003-09-24,338.74
2003-09-25,335.814
2003-09-26,333.585
2003-09-29,336.258
2003-09-30,337.748
2003-10-01,339.829
2003-10-02,342.71
2003-10-03,345.854
2003-10-06,346.711
2003-10-07,346.911
2003-10-08,350.056
2003-10-09,352.932
2003-10-10,355.451
2003-10-13,355.299
2003-10-14,356.169
2003-10-15,356.835
2003-10-16,359.331
2003-10-17,356.397
2003-10-20,357.315
2003-10-21,356.511
2003-10-22,360.76
2003-10-23,359.572
2003-10-24,360.53
2003-10-27,361.087
2003-10-28,362.038
2003-10-29,365.048
2003-10-30,369.215
2003-10-31,365.207
2003-11-03,365.373
2003-11-04,363.205
2003-11-05,359.504
2003-11-06,359.638
2003-11-07,367.37
2003-11-10,363.34
2003-11-11,363.752
2003-11-12,365.597
2003-11-13,367.555
2003-11-14,371.702
2003-11-17,365.454
2003-11-18,367.443
2003-11-19,366.027
2003-11-20,366.24
2003-11-21,368.559
2003-11-24,365.982
2003-11-25,370.192
2003-11-26,377.444
2003-11-27,377.293
2003-11-28,382.149
2003-12-01,382.711
2003-12-02,385.397
2003-12-03,387.917
2003-12-04,387.451
2003-12-05,388.816
2003-12-08,389.16
2003-12-09,387.288
2003-12-10,385.111
2003-12-11,386.32
2003-12-12,391.06
2003-12-15,392.509
2003-12-16,392.357
2003-12-17,392.016
2003-12-18,394.007
2003-12-19,392.501
2003-12-22,394.966
2003-12-23,396.634
2003-12-24,399.24
2003-12-25,399.24
2003-12-26,398.474
2003-12-29,400.599
2003-12-30,405.783
2003-12-31,408.424
2004-01-01,408.424
2004-01-02,407.567
2004-01-05,416.966
2004-01-06,416.529
2004-01-07,411.814
2004-01-08,423.199
2004-01-09,424.341
2004-01-12,421.372
2004-01-13,427.55
2004-01-14,432.393
2004-01-15,431.699
2004-01-16,429.225
2004-01-19,428.203
2004-01-20,430.282
2004-01-21,430.501
2004-01-22,435.132
2004-01-23,437.994
2004-01-26,431.885
2004-01-27,435.676
2004-01-28,438.359
2004-01-29,429.485
2004-01-30,432.941
2004-02-02,433.911
2004-02-03,433.08
2004-02-04,430.912
2004-02-05,433.79
2004-02-06,443.531
2004-02-09,446.315
2004-02-10,448.522
2004-02-11,448.957
2004-02-12,453.664
2004-02-13,450.73
2004-02-16,452.008
2004-02-17,454.584
2004-02-18,450.777
2004-02-19,452.362
2004-02-20,443.847
2004-02-23,443.127
2004-02-24,440.814
2004-02-25,435.392
2004-02-26,435.424
2004-02-27,432.918
2004-03-01,439.26
2004-03-02,435.979
2004-03-03,431.82
2004-03-04,435.779
2004-03-05,442.226
2004-03-08,437.956
2004-03-09,434.108
2004-03-10,425.701
2004-03-11,415.981
2004-03-12,416.239
2004-03-15,410.686
2004-03-16,415.772
2004-03-17,414.269
2004-03-18,418.535
2004-03-19,417.248
2004-03-22,409.407
2004-03-23,410.252
2004-03-24,407.07
2004-03-25,413.076
2004-03-26,411.889
2004-03-29,414.383
2004-03-30,415.06
2004-03-31,422.248
2004-04-01,429.231
2004-04-02,424.957
2004-04-05,420.295
2004-04-06,421.812
2004-04-07,429.097
2004-04-08,430.454
2004-04-09,430.454
2004-04-12,429.868
2004-04-13,423.647
2004-04-14,421.534
2004-04-15,423.11
2004-04-16,427.33
2004-04-19,428.686
2004-04-20,428.236
2004-04-21,422.815
2004-04-22,427.113
2004-04-23,428.244
2004-04-26,431.132
2004-04-27,440.046
2004-04-28,431.236
2004-04-29,430.69
2004-04-30,426.284
2004-05-03,429.196
2004-05-04,435.81
2004-05-05,439.628
2004-05-06,431.446
2004-05-07,424.377
2004-05-10,411.715
2004-05-11,416.046
2004-05-12,417.312
2004-05-13,417.401
2004-05-14,416.116
2004-05-17,415.438
2004-05-18,418.996
2004-05-19,430.268
2004-05-20,426.093
2004-05-21,428.727
2004-05-24,428.243
2004-05-25,429.974
2004-05-26,432.498
2004-05-27,443.709
2004-05-28,439.451
2004-05-31,439.451
2004-06-01,437.862
2004-06-02,444.541
2004-06-03,445.815
2004-06-04,448.498
2004-06-07,454.965
2004-06-08,453.776
2004-06-09,450.275
2004-06-10,449.753
2004-06-11,445.005
2004-06-14,444.368
2004-06-15,443.744
2004-06-16,441.697
2004-06-17,446.499
2004-06-18,451.738
2004-06-21,452.424
2004-06-22,447.58
2004-06-23,447.207
2004-06-24,452.939
2004-06-25,450.429
2004-06-28,453.632
2004-06-29,447.386
2004-06-30,450.966
2004-07-01,450.416
2004-07-02,457.243
2004-07-05,455.178
2004-07-06,452.329
2004-07-07,454.467
2004-07-08,457.582
2004-07-09,455.437
2004-07-12,456.897
2004-07-13,451.355
2004-07-14,453.064
2004-07-15,448.945
2004-07-16,454.521
2004-07-19,450.977
2004-07-20,446.581
2004-07-21,442.348
2004-07-22,438.747
2004-07-23,435.008
2004-07-26,433.791
2004-07-27,432.071
2004-07-28,431.148
2004-07-29,434.386
2004-07-30,432.729
2004-08-02,433.252
2004-08-03,439.245
2004-08-04,436.576
2004-08-05,437.761
2004-08-06,436.825
2004-08-09,432.273
2004-08-10,436.114
2004-08-11,426.486
2004-08-12,425.28
2004-08-13,428.526
2004-08-16,431.685
2004-08-17,432.074
2004-08-18,430.884
2004-08-19,436.138
2004-08-20,434.052
2004-08-23,434.075
2004-08-24,433.284
2004-08-25,432.498
2004-08-26,435.922
2004-08-27,435.405
2004-08-30,436.325
2004-08-31,439.83
2004-09-01,443.232
2004-09-02,442.078
2004-09-03,441.075
2004-09-06,442.413
2004-09-07,443.374
2004-09-08,443.796
2004-09-09,442.046
2004-09-10,448.357
2004-09-13,448.218
2004-09-14,448.327
2004-09-15,442.709
2004-09-16,443.78
2004-09-17,448.694
2004-09-20,446.744
2004-09-21,451.452
2004-09-22,448.391
2004-09-23,446.33
2004-09-24,445.791
2004-09-27,442.922
2004-09-28,447.606
2004-09-29,451.219
2004-09-30,456.229
2004-10-01,456.613
2004-10-04,453.762
2004-10-05,454.004
2004-10-06,455.753
2004-10-07,454.458
2004-10-08,459.747
2004-10-11,455.579
2004-10-12,449.652
2004-10-13,448.465
2004-10-14,449.173
2004-10-15,450.499
2004-10-18,453.584
2004-10-19,455.512
2004-10-20,457.985
2004-10-21,459.094
2004-10-22,462.749
2004-10-25,465.114
2004-10-26,465.622
2004-10-27,470.699
2004-10-28,469.604
2004-10-29,467.348
2004-11-01,469.888
2004-11-02,471.422
2004-11-03,478.88
2004-11-04,483.236
2004-11-05,486.104
2004-11-08,480.695
2004-11-09,480.036
2004-11-10,484.406
2004-11-11,489.323
2004-11-12,492.406
2004-11-15,492.043
2004-11-16,491.388
2004-11-17,497.616
2004-11-18,495.607
2004-11-19,498.611
2004-11-22,494.576
2004-11-23,496.299
2004-11-24,501.334
2004-11-25,506.851
2004-11-26,506.132
2004-11-29,506.242
2004-11-30,504.794
2004-12-01,504.002
2004-12-02,503.04
2004-12-03,506.605
2004-12-06,505.321
2004-12-07,507.371
2004-12-08,497.852
2004-12-09,497.82
2004-12-10,497.135
2004-12-13,501.683
2004-12-14,501.77
2004-12-15,505.933
2004-12-16,500.764
2004-12-17,499.64
2004-12-20,508.084
2004-12-21,506.962
2004-12-22,511.705
2004-12-23,517.151
2004-12-24,517.898
2004-12-27,520.215
2004-12-28,519.891
2004-12-29,521.837
2004-12-30,522.445
2004-12-31,520.723
2005-01-03,522.148
2005-01-04,515.397
2005-01-05,510.319
2005-01-06,506.224
2005-01-07,501.223
2005-01-10,502.895
2005-01-11,503.6
2005-01-12,504.62
2005-01-13,506.445
2005-01-14,506.572
2005-01-17,508.776
2005-01-18,506.669
2005-01-19,509.21
2005-01-20,504.539
2005-01-21,502.966
2005-01-24,504.344
2005-01-25,501.943
2005-01-26,510.081
2005-01-27,510.768
2005-01-28,507.966
2005-01-31,511.855
2005-02-01,507.604
2005-02-02,511.427
2005-02-03,509.08
2005-02-04,512.036
2005-02-07,509.166
2005-02-08,507.859
2005-02-09,509.164
2005-02-10,516.388
2005-02-11,517.409
2005-02-14,522.956
2005-02-15,524.243
2005-02-16,522.971
2005-02-17,527.109
2005-02-18,531.651
2005-02-21,532.108
2005-02-22,538.098
2005-02-23,530.635
2005-02-24,528.393
2005-02-25,533.531
2005-02-28,547.481
2005-03-01,544.818
2005-03-02,538.973
2005-03-03,537.16
2005-03-04,545.718
2005-03-07,540.436
2005-03-08,545.596
2005-03-09,541.961
2005-03-10,542.678
2005-03-11,547.723
2005-03-14,540.449
2005-03-15,541.464
2005-03-16,545.336
2005-03-17,543.493
2005-03-18,537.507
2005-03-21,532.843
2005-03-22,530.699
2005-03-23,518.298
2005-03-24,516.19
2005-03-25,516.19
2005-03-28,513.13
2005-03-29,514.147
2005-03-30,519.406
2005-03-31,522.821
2005-04-01,522.856
2005-04-04,515.313
2005-04-05,520.178
2005-04-06,523.056
2005-04-07,526.148
2005-04-08,526.355
2005-04-11,530.181
2005-04-12,527.647
2005-04-13,530.759
2005-04-14,523.935
2005-04-15,523.108
2005-04-18,516.385
2005-04-19,519.895
2005-04-20,521.885
2005-04-21,524.491
2005-04-22,523.139
2005-04-25,518.033
2005-04-26,517.083
2005-04-27,510.763
2005-04-28,507.523
2005-04-29,506.26
2005-05-02,507.3
2005-05-03,507.853
2005-05-04,512.04
2005-05-05,509.279
2005-05-06,509.428
2005-05-09,511.451
2005-05-10,511.529
2005-05-11,508.896
2005-05-12,506.454
2005-05-13,504.219
2005-05-16,503.313
2005-05-17,504.758
2005-05-18,505.8
2005-05-19,506.302
2005-05-20,503.055
2005-05-23,505.702
2005-05-24,507.957
2005-05-25,509.622
2005-05-26,508.466
2005-05-27,507.77
2005-05-30,507.237
2005-05-31,502.634
2005-06-01,504.498
2005-06-02,505.851
2005-06-03,505.288
2005-06-06,508.206
2005-06-07,509.795
2005-06-08,511.425
2005-06-09,506.807
2005-06-10,505.736
2005-06-13,506.971
2005-06-14,508.037
2005-06-15,508.121
2005-06-16,509.295
2005-06-17,511.201
2005-06-20,506.06
2005-06-21,508.24
2005-06-22,507.871
2005-06-23,507.45
2005-06-24,507.644
2005-06-27,507.66
2005-06-28,507.284
2005-06-29,509.346
2005-06-30,510.101
2005-07-01,505.458
2005-07-04,504.702
2005-07-05,505.943
2005-07-06,510.604
2005-07-07,508.415
2005-07-08,513.798
2005-07-11,524.314
2005-07-12,528.704
2005-07-13,529.029
2005-07-14,531.34
2005-07-15,527.849
2005-07-18,527.68
2005-07-19,524.053
2005-07-20,524.89
2005-07-21,531.396
2005-07-22,533.341
2005-07-25,530.969
2005-07-26,531.591
2005-07-27,534.397
2005-07-28,535.572
2005-07-29,539.289
2005-08-01,545.011
2005-08-02,547.309
2005-08-03,552.92
2005-08-04,554.173
2005-08-05,550.974
2005-08-08,553.911
2005-08-09,555.824
2005-08-10,560.293
2005-08-11,561.745
2005-08-12,561.696
2005-08-15,559.351
2005-08-16,561.394
2005-08-17,559.252
2005-08-18,551.73
2005-08-19,554.084
2005-08-22,558.651
2005-08-23,553.789
2005-08-24,552.222
2005-08-25,551.719
2005-08-26,555.558
2005-08-29,552.597
2005-08-30,547.43
2005-08-31,556.902
2005-09-01,568.714
2005-09-02,574.167
2005-09-05,570.068
2005-09-06,574.333
2005-09-07,577.183
2005-09-08,574.335
2005-09-09,577.548
2005-09-12,575.258
2005-09-13,570.595
2005-09-14,576.818
2005-09-15,572.436
2005-09-16,573.711
2005-09-19,569.824
2005-09-20,571.663
2005-09-21,571.33
2005-09-22,562.426
2005-09-23,559.686
2005-09-26,561.189
2005-09-27,557.509
2005-09-28,561.507
2005-09-29,560.478
2005-09-30,570.422
2005-10-03,569.093
2005-10-04,571.884
2005-10-05,571.236
2005-10-06,573.027
2005-10-07,566.172
2005-10-10,566.379
2005-10-11,565.126
2005-10-12,560.832
2005-10-13,547.91
2005-10-14,553.214
2005-10-17,551.473
2005-10-18,544.42
2005-10-19,537.27
2005-10-20,540.508
2005-10-21,538.53
2005-10-24,546.072
2005-10-25,550.803
2005-10-26,549.82
2005-10-27,546.829
2005-10-28,544.075
2005-10-31,547.73
2005-11-01,551.585
2005-11-02,559.789
2005-11-03,563.949
2005-11-04,552.825
2005-11-07,557.537
