Date,WORLD GROWTH Standard (Large+Mid Cap)
1988-03-31,750.688
1988-04-29,750.674
1988-05-31,729.837
1988-06-30,721.944
1988-07-29,726.346
1988-08-31,693.061
1988-09-30,726.986
1988-10-31,780.032
1988-11-30,808.931
1988-12-30,816.692
1989-01-31,841.528
1989-02-28,831.985
1989-03-31,827.439
1989-04-28,845.209
1989-05-31,821.102
1989-06-30,808.942
1989-07-31,910.842
1989-08-31,886.073
1989-09-29,909.844
1989-10-31,881.593
1989-11-30,922.347
1989-12-29,947.13
1990-01-31,895.683
1990-02-28,850.444
1990-03-30,798.567
1990-04-30,788.94
1990-05-31,881.958
1990-06-29,878.431
1990-07-31,883.757
1990-08-31,801.156
1990-09-28,711.993
1990-10-31,788.433
1990-11-30,774.702
1990-12-31,794.309
1991-01-31,824.554
1991-02-28,899.643
1991-03-29,879.318
1991-04-30,886.593
1991-05-31,907.109
1991-06-28,850.646
1991-07-31,890.897
1991-08-30,892.489
1991-09-30,908.696
1991-10-31,930.908
1991-11-29,901.684
1991-12-31,978.887
1992-01-31,949.526
1992-02-28,928.426
1992-03-31,884.726
1992-04-30,875.765
1992-05-29,914.183
1992-06-30,881.145
1992-07-31,889.822
1992-08-31,922.531
1992-09-30,914.142
1992-10-30,894.339
1992-11-30,916.753
1992-12-31,920.538
1993-01-29,911.261
1993-02-26,922.619
1993-03-31,964.981
1993-04-30,993.825
1993-05-31,1025.581
1993-06-30,1015.828
1993-07-30,1025.466
1993-08-31,1071.502
1993-09-30,1046.204
1993-10-29,1083.238
1993-11-30,1019.841
1993-12-31,1059.117
1994-01-31,1120.153
1994-02-28,1105.516
1994-03-31,1052.299
1994-04-29,1082.538
1994-05-31,1081.639
1994-06-30,1073.375
1994-07-29,1093.373
1994-08-31,1129.281
1994-09-30,1103.647
1994-10-31,1130.461
1994-11-30,1085.717
1994-12-30,1102.277
1995-01-31,1085.879
1995-02-28,1102.795
1995-03-31,1156.934
1995-04-28,1200.217
1995-05-31,1210.107
1995-06-30,1211.954
1995-07-31,1271.656
1995-08-31,1236.252
1995-09-29,1279.903
1995-10-31,1266.344
1995-11-30,1306.978
1995-12-29,1337.139
1996-01-31,1361.219
1996-02-29,1371.41
1996-03-29,1391.757
1996-04-30,1421.148
1996-05-31,1429.868
1996-06-28,1440.053
1996-07-31,1386.853
1996-08-30,1398.696
1996-09-30,1462.781
1996-10-31,1467.554
1996-11-29,1542.347
1996-12-31,1512.511
1997-01-31,1534.009
1997-02-28,1551.349
1997-03-31,1515.479
1997-04-30,1585.473
1997-05-30,1678.39
1997-06-30,1771.266
1997-07-31,1853.56
1997-08-29,1716.01
1997-09-30,1815.17
1997-10-31,1699.458
1997-11-28,1742.922
1997-12-31,1759.172
1998-01-30,1828.373
1998-02-27,1957.877
1998-03-31,2025.894
1998-04-30,2038.012
1998-05-29,2015.665
1998-06-30,2102.162
1998-07-31,2098.971
1998-08-31,1853.437
1998-09-30,1895.293
1998-10-30,2060.343
1998-11-30,2193.382
1998-12-31,2353.797
1999-01-29,2436.949
1999-02-26,2340.22
1999-03-31,2426.843
1999-04-30,2423.001
1999-05-31,2338.634
1999-06-30,2482.559
1999-07-30,2455.316
1999-08-31,2485.757
1999-09-30,2490.04
1999-10-29,2653.235
1999-11-30,2809.005
1999-12-31,3130.716
2000-01-31,2934.625
2000-02-29,3036.785
2000-03-31,3217.924
2000-04-28,3002.151
2000-05-31,2824.242
2000-06-30,2997.012
2000-07-31,2846.438
2000-08-31,2947.527
2000-09-29,2686.621
2000-10-31,2573.906
2000-11-30,2375.574
2000-12-29,2330.975
2001-01-31,2401.42
2001-02-28,2095.288
2001-03-30,1926.395
2001-04-30,2082.354
2001-05-31,2040.952
2001-06-29,1969.975
2001-07-31,1941.062
2001-08-31,1821.66
2001-09-28,1670.71
2001-10-31,1742.002
2001-11-30,1874.565
2001-12-31,1884.141
2002-01-31,1822.852
2002-02-28,1828.093
2002-03-29,1870.303
2002-04-30,1794.261
2002-05-31,1785.501
2002-06-28,1682.82
2002-07-31,1564.39
2002-08-30,1564.318
2002-09-30,1409.513
2002-10-31,1519.452
2002-11-29,1575.048
2002-12-31,1514.75
2003-01-31,1460.401
2003-02-28,1444.992
2003-03-31,1458.276
2003-04-30,1563.127
2003-05-30,1628.422
2003-06-30,1651.655
2003-07-31,1683.798
2003-08-29,1717.866
2003-09-30,1727.873
2003-10-31,1831.016
2003-11-28,1857.293
2003-12-31,1946.801
2004-01-30,1986.787
2004-02-27,2011.349
2004-03-31,1991.587
2004-04-30,1952.601
2004-05-31,1974.041
2004-06-30,2000.175
2004-07-30,1904.458
2004-08-31,1899.06
2004-09-30,1937.458
2004-10-29,1985.097
2004-11-30,2086.077
2004-12-31,2164.948
2005-01-31,2106.798
2005-02-28,2161.163
2005-03-31,2120.085
2005-04-29,2074.804
2005-05-31,2129.934
2005-06-30,2140.334
2005-07-29,2229.205
2005-08-31,2249.665
2005-09-30,2299.702
2005-10-31,2251.046
2005-11-30,2324.698
2005-12-30,2375.733
2006-01-31,2485.533
2006-02-28,2460.694
2006-03-31,2522.8
2006-04-28,2581.887
2006-05-31,2484.094
2006-06-30,2480.473
2006-07-31,2460.651
2006-08-31,2526.53
2006-09-29,2549.274
2006-10-31,2640.361
2006-11-30,2707.717
2006-12-29,2743.448
2007-01-31,2787.138
2007-02-28,2770.205
2007-03-30,2824.499
2007-04-30,2949.614
2007-05-31,3037.775
2007-06-29,3025.906
2007-07-31,2989.478
2007-08-31,2997.354
2007-09-28,3161.226
2007-10-31,3285.58
2007-11-30,3181.16
2007-12-31,3158.267
2008-01-31,2889.041
2008-02-29,2918.235
2008-03-31,2883.125
2008-04-30,3044.544
2008-05-30,3145.907
2008-06-30,2942.673
2008-07-31,2852.071
2008-08-29,2801.876
2008-09-30,2418.432
2008-10-31,1949.993
2008-11-28,1801.817
2008-12-31,1866.461
2009-01-30,1749.478
2009-02-27,1605.397
2009-03-31,1719.524
2009-04-30,1874.452
2009-05-29,2037.822
2009-06-30,2042.629
2009-07-31,2202.575
2009-08-31,2252.977
2009-09-30,2355.665
2009-10-30,2335.045
2009-11-30,2434.536
2009-12-31,2498.202
2010-01-29,2379.497
2010-02-26,2428.555
2010-03-31,2578.827
2010-04-30,2585.422
2010-05-31,2342.029
2010-06-30,2268.166
2010-07-30,2443.553
2010-08-31,2357.314
2010-09-30,2605.746
2010-10-29,2716.391
2010-11-30,2688.135
2010-12-31,2870.284
2011-01-31,2902.219
2011-02-28,2992.469
2011-03-31,2979.185
2011-04-29,3110.58
2011-05-31,3063.142
2011-06-30,3015.155
2011-07-29,2996.888
2011-08-31,2794.397
2011-09-30,2529.19
2011-10-31,2810.48
2011-11-30,2752.771
2011-12-30,2722.762
2012-01-31,2883.655
2012-02-29,3034.049
2012-03-30,3084.527
2012-04-30,3069.922
2012-05-31,2807.577
2012-06-29,2920.601
2012-07-31,2965.369
2012-08-31,3049.703
2012-09-28,3124.086
2012-10-31,3076.163
2012-11-30,3141.683
2012-12-31,3175.47
2013-01-31,3313.324
2013-02-28,3335.675
2013-03-29,3424.127
2013-04-30,3506.885
2013-05-31,3512.063
2013-06-28,3420.531
2013-07-31,3604.207
2013-08-30,3546.28
2013-09-30,3738.182
2013-10-31,3867.959
2013-11-29,3945.119
2013-12-31,4039.316
2014-01-31,3889.093
2014-02-28,4099.359
2014-03-31,4062.978
2014-04-30,4081.087
2014-05-30,4192.185
2014-06-30,4264.38
2014-07-31,4197.438
2014-08-29,4312.885
2014-09-30,4204.06
2014-10-31,4253.845
2014-11-28,4375.638
2014-12-31,4303.884
2015-01-30,4271.059
2015-02-27,4540.661
2015-03-31,4497.999
2015-04-30,4572.327
2015-05-29,4611.502
2015-06-30,4528.161
2015-07-31,4653.361
2015-08-31,4340.793
2015-09-30,4185.938
2015-10-30,4528.64
2015-11-30,4523.069
2015-12-31,4454.337
2016-01-29,4177.242
2016-02-29,4145.776
2016-03-31,4426.952
2016-04-29,4459.717
2016-05-31,4505.06
2016-06-30,4459.981
2016-07-29,4670.531
2016-08-31,4636.734
2016-09-30,4674.944
2016-10-31,4531.199
2016-11-30,4536.675
2016-12-30,4597.262
2017-01-31,4761.48
2017-02-28,4917.097
2017-03-31,4999.481
2017-04-28,5122.688
2017-05-31,5297.592
2017-06-30,5269.313
2017-07-31,5403.797
2017-08-31,5464.167
2017-09-29,5547.08
2017-10-31,5700.568
2017-11-30,5830.601
2017-12-29,5906.883
2018-01-31,6278.421
2018-02-28,6076.776
2018-03-30,5946.973
2018-04-30,6007.796
2018-05-31,6162.334
2018-06-29,6166.782
2018-07-31,6328.568
2018-08-31,6518.788
2018-09-28,6532.872
2018-10-31,5928.801
2018-11-30,5969.694
2018-12-31,5527.852
2019-01-31,5991.866
2019-02-28,6200.383
2019-03-29,6352.133
2019-04-30,6620.155
2019-05-31,6275.105
2019-06-28,6709.78
2019-07-31,6786.524
2019-08-30,6720.136
2019-09-30,6752.057
2019-10-31,6955.671
2019-11-29,7201.166
2019-12-31,7415.072
2020-01-31,7541.273
2020-02-28,6988.351
2020-03-31,6293.726
2020-04-30,7099.743
2020-05-29,7564.071
2020-06-30,7907.637
2020-07-31,8451.269
2020-08-31,9171.243
2020-09-30,8836.613
2020-10-30,8548.279
2020-11-30,9479.809
2020-12-31,9949.446
2021-01-29,9852.493
2021-02-26,9893.75
2021-03-31,9978.376
2021-04-30,10610.222
2021-05-31,10597.204
2021-06-30,11070.863
2021-07-30,11397.098
2021-08-31,11775.574
2021-09-30,11164.277
2021-10-29,11915.668
2021-11-30,11832.493
2021-12-31,12078.636
2022-01-31,10954.779
2022-02-28,10572.804
2022-03-31,10919.006
2022-04-29,9619.838
2022-05-31,9405.899
2022-06-30,8610.49
2022-07-29,9604.441
2022-08-31,9099.129
2022-09-30,8179.434
2022-10-31,8554.814
2022-11-30,9126.189
2022-12-30,8569.563
2023-01-31,9400.357
2023-02-28,9226.879
2023-03-31,9870.132
2023-04-28,10031.269
2023-05-31,10275.43
2023-06-30,10906.289
2023-07-31,11225.318
2023-08-31,10997.993
2023-09-29,10376.583
2023-10-31,10126.1
2023-11-30,11264.047
2023-12-29,11766.981
2024-01-31,12016.656
2024-02-29,12738.638
2024-03-29,12977.11
2024-04-30,12459.782
2024-05-31,13173.793
2024-06-28,13810.531
2024-07-31,13678.261
2024-08-30,14017.309
2024-09-30,14294.668
2024-10-31,14036.4
2024-11-29,14783.215
2024-12-31,14844.645
2025-01-31,15237.702
2025-02-28,14808.098
2025-03-31,13699.924
2025-04-30,14138.619
2025-05-30,15373.402
2025-06-30,16130.752
2025-07-31,16467.112
2025-08-29,16753.885
2025-09-30,17520.785
2025-10-31,18259.168
2025-11-28,18026.683
