Date,WORLD GROWTH Standard (Large+Mid Cap)
2001-05-09,2089.686
2001-05-10,2096.046
2001-05-11,2078.155
2001-05-14,2058.213
2001-05-15,2069.086
2001-05-16,2104.73
2001-05-17,2121.003
2001-05-18,2119.179
2001-05-21,2148.612
2001-05-22,2145.236
2001-05-23,2119.424
2001-05-24,2122.077
2001-05-25,2097.874
2001-05-28,2099.288
2001-05-29,2082.653
2001-05-30,2045.349
2001-05-31,2040.952
2001-06-01,2049.512
2001-06-04,2060.05
2001-06-05,2083.968
2001-06-06,2069.525
2001-06-07,2085.514
2001-06-08,2068.482
2001-06-11,2038.028
2001-06-12,2022.385
2001-06-13,2011.003
2001-06-14,1992.452
2001-06-15,1973.574
2001-06-18,1961.784
2001-06-19,1963.875
2001-06-20,1974.709
2001-06-21,1988.624
2001-06-22,1979.778
2001-06-25,1975.277
2001-06-26,1962.173
2001-06-27,1952.763
2001-06-28,1971.29
2001-06-29,1969.975
2001-07-02,1993.231
2001-07-03,1982.372
2001-07-04,1972.863
2001-07-05,1934.544
2001-07-06,1889.871
2001-07-09,1903.677
2001-07-10,1886.407
2001-07-11,1881.406
2001-07-12,1919.743
2001-07-13,1928.673
2001-07-16,1910.735
2001-07-17,1914.684
2001-07-18,1914.002
2001-07-19,1937.243
2001-07-20,1929.183
2001-07-23,1899.141
2001-07-24,1884.509
2001-07-25,1897.386
2001-07-26,1905.472
2001-07-27,1915.187
2001-07-30,1917.954
2001-07-31,1941.062
2001-08-01,1953.861
2001-08-02,1970.022
2001-08-03,1957.513
2001-08-06,1939.452
2001-08-07,1944.444
2001-08-08,1912.175
2001-08-09,1901.923
2001-08-10,1906.667
2001-08-13,1909.647
2001-08-14,1916.785
2001-08-15,1913.175
2001-08-16,1906.569
2001-08-17,1876.387
2001-08-20,1881.06
2001-08-21,1870.428
2001-08-22,1884.978
2001-08-23,1874.207
2001-08-24,1912.059
2001-08-27,1907.52
2001-08-28,1878.186
2001-08-29,1860.278
2001-08-30,1821.328
2001-08-31,1821.66
2001-09-03,1809.066
2001-09-04,1812.704
2001-09-05,1803.814
2001-09-06,1763.79
2001-09-07,1742.039
2001-09-10,1740.908
2001-09-11,1711.958
2001-09-12,1710.917
2001-09-13,1719.12
2001-09-14,1704.118
2001-09-17,1664.796
2001-09-18,1653.703
2001-09-19,1637.77
2001-09-20,1587.537
2001-09-21,1543.36
2001-09-24,1605.605
2001-09-25,1628.224
2001-09-26,1625.553
2001-09-27,1640.03
2001-09-28,1670.71
2001-10-01,1666.924
2001-10-02,1681.68
2001-10-03,1703.733
2001-10-04,1720.327
2001-10-05,1734.123
2001-10-08,1731.424
2001-10-09,1713.945
2001-10-10,1744.852
2001-10-11,1770.835
2001-10-12,1772.967
2001-10-15,1762.269
2001-10-16,1774.039
2001-10-17,1766.855
2001-10-18,1751.629
2001-10-19,1751.853
2001-10-22,1775.613
2001-10-23,1783.034
2001-10-24,1793.167
2001-10-25,1798.05
2001-10-26,1805.052
2001-10-29,1769.587
2001-10-30,1740.237
2001-10-31,1742.002
2001-11-01,1777.907
2001-11-02,1783.753
2001-11-05,1811.29
2001-11-06,1836.543
2001-11-07,1832.372
2001-11-08,1843.2
2001-11-09,1838.346
2001-11-12,1822.879
2001-11-13,1848.951
2001-11-14,1859.842
2001-11-15,1871.475
2001-11-16,1874.185
2001-11-19,1891.605
2001-11-20,1873.47
2001-11-21,1865.337
2001-11-22,1871.556
2001-11-23,1875.886
2001-11-26,1891.291
2001-11-27,1875.391
2001-11-28,1848.869
2001-11-29,1861.748
2001-11-30,1874.565
2001-12-03,1858.84
2001-12-04,1875.642
2001-12-05,1907.918
2001-12-06,1905.74
2001-12-07,1891.058
2001-12-10,1864.537
2001-12-11,1858.941
2001-12-12,1862.862
2001-12-13,1839.562
2001-12-14,1841.714
2001-12-17,1864.324
2001-12-18,1873.763
2001-12-19,1876.798
2001-12-20,1868.998
2001-12-21,1876.811
2001-12-24,1869.309
2001-12-25,1868.239
2001-12-26,1870.501
2001-12-27,1889.371
2001-12-28,1893.794
2001-12-31,1884.141
2002-01-01,1884.141
2002-01-02,1886.541
2002-01-03,1898.098
2002-01-04,1901.11
2002-01-07,1884.314
2002-01-08,1872.834
2002-01-09,1866.571
2002-01-10,1865.699
2002-01-11,1861.035
2002-01-14,1848.739
2002-01-15,1855.502
2002-01-16,1833.521
2002-01-17,1847.179
2002-01-18,1836.99
2002-01-21,1833.59
2002-01-22,1827.239
2002-01-23,1833.8
2002-01-24,1837.607
2002-01-25,1826.948
2002-01-28,1829.625
2002-01-29,1794.823
2002-01-30,1798.659
2002-01-31,1822.852
2002-02-01,1816.379
2002-02-04,1791.74
2002-02-05,1783.74
2002-02-06,1777.031
2002-02-07,1779.029
2002-02-08,1791.598
2002-02-11,1812.192
2002-02-12,1816.839
2002-02-13,1831.5
2002-02-14,1835.58
2002-02-15,1821.262
2002-02-18,1816.239
2002-02-19,1788.58
2002-02-20,1800.988
2002-02-21,1793.879
2002-02-22,1802.733
2002-02-25,1819.242
2002-02-26,1818.743
2002-02-27,1828.504
2002-02-28,1828.093
2002-03-01,1858.591
2002-03-04,1889.145
2002-03-05,1873.238
2002-03-06,1890.779
2002-03-07,1899.404
2002-03-08,1903.087
2002-03-11,1904.921
2002-03-12,1893.966
2002-03-13,1884.582
2002-03-14,1889.928
2002-03-15,1906.193
2002-03-18,1900.981
2002-03-19,1912.415
2002-03-20,1886.753
2002-03-21,1882.661
2002-03-22,1879.259
2002-03-25,1857.662
2002-03-26,1862.608
2002-03-27,1865.658
2002-03-28,1873.854
2002-03-29,1870.303
2002-04-01,1871.349
2002-04-02,1860.481
2002-04-03,1851.777
2002-04-04,1847.364
2002-04-05,1840.965
2002-04-08,1832.051
2002-04-09,1825.773
2002-04-10,1847.749
2002-04-11,1812.083
2002-04-12,1820.656
2002-04-15,1815.997
2002-04-16,1846.373
2002-04-17,1845.292
2002-04-18,1846.788
2002-04-19,1844.577
2002-04-22,1828.796
2002-04-23,1819.443
2002-04-24,1813.191
2002-04-25,1814.393
2002-04-26,1796.725
2002-04-29,1785.483
2002-04-30,1794.261
2002-05-01,1810.881
2002-05-02,1803.601
2002-05-03,1794.44
2002-05-06,1776.114
2002-05-07,1758.908
2002-05-08,1804.576
2002-05-09,1786.217
2002-05-10,1768.537
2002-05-13,1787.528
2002-05-14,1804.886
2002-05-15,1807.828
2002-05-16,1818.229
2002-05-17,1838.167
2002-05-20,1822.435
2002-05-21,1807.898
2002-05-22,1813.304
2002-05-23,1819.078
2002-05-24,1804.891
2002-05-27,1802.562
2002-05-28,1794.507
2002-05-29,1788.581
2002-05-30,1785.929
2002-05-31,1785.501
2002-06-03,1759.263
2002-06-04,1751.728
2002-06-05,1758.006
2002-06-06,1738.369
2002-06-07,1725.105
2002-06-10,1730.598
2002-06-11,1713.848
2002-06-12,1712.208
2002-06-13,1694.919
2002-06-14,1681.158
2002-06-17,1716.062
2002-06-18,1718.21
2002-06-19,1694.475
2002-06-20,1677.525
2002-06-21,1653.092
2002-06-24,1654.134
2002-06-25,1643.197
2002-06-26,1650.2
2002-06-27,1672.856
2002-06-28,1682.82
2002-07-01,1660.964
2002-07-02,1627.259
2002-07-03,1623.078
2002-07-04,1630.606
2002-07-05,1682.621
2002-07-08,1674.834
2002-07-09,1648.24
2002-07-10,1592.97
2002-07-11,1581.27
2002-07-12,1580.57
2002-07-15,1559.922
2002-07-16,1542.02
2002-07-17,1565.412
2002-07-18,1546.942
2002-07-19,1492.57
2002-07-22,1447.692
2002-07-23,1422.159
2002-07-24,1460.978
2002-07-25,1472.597
2002-07-26,1480.834
2002-07-29,1546.076
2002-07-30,1557.069
2002-07-31,1564.39
2002-08-01,1518.634
2002-08-02,1504.681
2002-08-05,1464.855
2002-08-06,1489.374
2002-08-07,1515.789
2002-08-08,1557.221
2002-08-09,1570.084
2002-08-12,1556.774
2002-08-13,1540.002
2002-08-14,1573.332
2002-08-15,1592.351
2002-08-16,1595.767
2002-08-19,1618.886
2002-08-20,1598.426
2002-08-21,1617.713
2002-08-22,1637.182
2002-08-23,1610.008
2002-08-26,1612.491
2002-08-27,1604.181
2002-08-28,1572.396
2002-08-29,1563.057
2002-08-30,1564.318
2002-09-02,1557.516
2002-09-03,1507.2
2002-09-04,1521.16
2002-09-05,1507.688
2002-09-06,1528.532
2002-09-09,1534.236
2002-09-10,1548.484
2002-09-11,1556.032
2002-09-12,1521.815
2002-09-13,1515.731
2002-09-16,1513.89
2002-09-17,1496.381
2002-09-18,1482.077
2002-09-19,1452.672
2002-09-20,1448.739
2002-09-23,1423.429
2002-09-24,1405.734
2002-09-25,1432.219
2002-09-26,1461.711
2002-09-27,1434.529
2002-09-30,1409.513
2002-10-01,1444.662
2002-10-02,1441.249
2002-10-03,1428.489
2002-10-04,1403.507
2002-10-07,1382.725
2002-10-08,1393.171
2002-10-09,1374.109
2002-10-10,1399.423
2002-10-11,1447.893
2002-10-14,1459.38
2002-10-15,1518.383
2002-10-16,1491.108
2002-10-17,1519.146
2002-10-18,1525.144
2002-10-21,1536.465
2002-10-22,1517.283
2002-10-23,1511.65
2002-10-24,1500.71
2002-10-25,1522.506
2002-10-28,1520.238
2002-10-29,1498.448
2002-10-30,1514.339
2002-10-31,1519.452
2002-11-01,1530.369
2002-11-04,1550.467
2002-11-05,1563.411
2002-11-06,1567.711
2002-11-07,1548.949
2002-11-08,1534.932
2002-11-11,1510.076
2002-11-12,1518.736
2002-11-13,1515.826
2002-11-14,1541.706
2002-11-15,1548.714
2002-11-18,1540.056
2002-11-19,1534.305
2002-11-20,1548.021
2002-11-21,1577.015
2002-11-22,1572.76
2002-11-25,1569.67
2002-11-26,1544.858
2002-11-27,1575.359
2002-11-28,1582.117
2002-11-29,1575.048
2002-12-02,1570.835
2002-12-03,1556.205
2002-12-04,1556.65
2002-12-05,1539.334
2002-12-06,1546.956
2002-12-09,1523.79
2002-12-10,1534.642
2002-12-11,1537.606
2002-12-12,1531.129
2002-12-13,1517.768
2002-12-16,1540.305
2002-12-17,1529.634
2002-12-18,1508.846
2002-12-19,1503.932
2002-12-20,1516.563
2002-12-23,1522.154
2002-12-24,1523.89
2002-12-25,1523.328
2002-12-26,1520.662
2002-12-27,1499.239
2002-12-30,1510.963
2002-12-31,1514.75
2003-01-01,1514.75
2003-01-02,1546.964
2003-01-03,1549.107
2003-01-06,1570.136
2003-01-07,1559.08
2003-01-08,1537.539
2003-01-09,1561.806
2003-01-10,1562.392
2003-01-13,1561.506
2003-01-14,1568.999
2003-01-15,1551.12
2003-01-16,1546.413
2003-01-17,1528.745
2003-01-20,1521.432
2003-01-21,1507.77
2003-01-22,1492.41
2003-01-23,1501.186
2003-01-24,1474.256
2003-01-27,1444.06
2003-01-28,1454.658
2003-01-29,1462.677
2003-01-30,1449.812
2003-01-31,1460.401
2003-02-03,1471.701
2003-02-04,1454.059
2003-02-05,1455.036
2003-02-06,1442.092
2003-02-07,1430.38
2003-02-10,1432.841
2003-02-11,1432.033
2003-02-12,1418.722
2003-02-13,1414.526
2003-02-14,1435.995
2003-02-17,1441.702
2003-02-18,1461.897
2003-02-19,1451.479
2003-02-20,1445.387
2003-02-21,1460.106
2003-02-24,1442.836
2003-02-25,1435.136
2003-02-26,1426.493
2003-02-27,1434.719
2003-02-28,1444.992
2003-03-03,1444.591
2003-03-04,1426.723
2003-03-05,1431.96
2003-03-06,1421.389
2003-03-07,1422.97
2003-03-10,1395.588
2003-03-11,1387.617
2003-03-12,1383.086
2003-03-13,1420.474
2003-03-14,1433.533
2003-03-17,1472.328
2003-03-18,1475.419
2003-03-19,1489.246
2003-03-20,1492.4
2003-03-21,1521.211
2003-03-24,1483.168
2003-03-25,1497.941
2003-03-26,1494.903
2003-03-27,1489.949
2003-03-28,1483.155
2003-03-31,1458.276
2003-04-01,1470.876
2003-04-02,1501.902
2003-04-03,1501.013
2003-04-04,1505.76
2003-04-07,1517.53
2003-04-08,1513.804
2003-04-09,1499.539
2003-04-10,1500.535
2003-04-11,1494.276
2003-04-14,1514.399
2003-04-15,1527.665
2003-04-16,1511.581
2003-04-17,1532.573
2003-04-18,1532.864
2003-04-21,1527.389
2003-04-22,1549.959
2003-04-23,1557.066
2003-04-24,1551.691
2003-04-25,1531.826
2003-04-28,1552.604
2003-04-29,1554.912
2003-04-30,1563.127
2003-05-01,1567.374
2003-05-02,1579.379
2003-05-05,1582.803
2003-05-06,1602.131
2003-05-07,1595.833
2003-05-08,1581.457
2003-05-09,1600.212
2003-05-12,1615.624
2003-05-13,1610.87
2003-05-14,1608.787
2003-05-15,1616.111
2003-05-16,1614.553
2003-05-19,1582.895
2003-05-20,1582.194
2003-05-21,1579.981
2003-05-22,1594.046
2003-05-23,1594.696
2003-05-26,1596.321
2003-05-27,1614.063
2003-05-28,1618.173
2003-05-29,1621.283
2003-05-30,1628.422
2003-06-02,1638.708
2003-06-03,1641.017
2003-06-04,1661.068
2003-06-05,1671.818
2003-06-06,1672.532
2003-06-09,1659.985
2003-06-10,1666.732
2003-06-11,1688.566
2003-06-12,1691.126
2003-06-13,1677.649
2003-06-16,1709.542
2003-06-17,1720.487
2003-06-18,1719.73
2003-06-19,1698.223
2003-06-20,1697.269
2003-06-23,1669.698
2003-06-24,1662.569
2003-06-25,1661.213
2003-06-26,1665.811
2003-06-27,1659.176
2003-06-30,1651.655
2003-07-01,1659.379
2003-07-02,1684.966
2003-07-03,1683.313
2003-07-04,1678.47
2003-07-07,1707.209
2003-07-08,1710.422
2003-07-09,1703.043
2003-07-10,1685.533
2003-07-11,1693.715
2003-07-14,1709.4
2003-07-15,1703.008
2003-07-16,1694.347
2003-07-17,1668.813
2003-07-18,1676.507
2003-07-21,1662.672
2003-07-22,1672.493
2003-07-23,1683.255
2003-07-24,1684.106
2003-07-25,1700.941
2003-07-28,1702.475
2003-07-29,1694.075
2003-07-30,1683.7
2003-07-31,1683.798
2003-08-01,1669.786
2003-08-04,1669.499
2003-08-05,1652.228
2003-08-06,1644.216
2003-08-07,1656.528
2003-08-08,1660.759
2003-08-11,1670.67
2003-08-12,1681.965
2003-08-13,1679.223
2003-08-14,1689.686
2003-08-15,1690.981
2003-08-18,1704.238
2003-08-19,1706.801
2003-08-20,1707.689
2003-08-21,1708.775
2003-08-22,1699.225
2003-08-25,1698.003
2003-08-26,1696.445
2003-08-27,1701.425
2003-08-28,1709.889
2003-08-29,1717.866
2003-09-01,1728.297
2003-09-02,1738.925
2003-09-03,1750.358
2003-09-04,1755.9
2003-09-05,1753.817
2003-09-08,1773.158
2003-09-09,1767.032
2003-09-10,1747.632
2003-09-11,1750.917
2003-09-12,1757.339
2003-09-15,1754.827
2003-09-16,1775.728
2003-09-17,1777.772
2003-09-18,1796.567
2003-09-19,1792.283
2003-09-22,1772.033
2003-09-23,1782.296
2003-09-24,1759.6
2003-09-25,1747.528
2003-09-26,1734.23
2003-09-29,1745.258
2003-09-30,1727.873
2003-10-01,1762.904
2003-10-02,1771.507
2003-10-03,1794.684
2003-10-06,1798.115
2003-10-07,1808.04
2003-10-08,1800.022
2003-10-09,1812.362
2003-10-10,1818.718
2003-10-13,1828.427
2003-10-14,1833.606
2003-10-15,1831.325
2003-10-16,1840.563
2003-10-17,1824.5
2003-10-20,1833.179
2003-10-21,1841.966
2003-10-22,1817.944
2003-10-23,1803.261
2003-10-24,1798.603
2003-10-27,1806.364
2003-10-28,1830.796
2003-10-29,1834.236
2003-10-30,1834.463
2003-10-31,1831.016
2003-11-03,1838.744
2003-11-04,1836.878
2003-11-05,1832.203
2003-11-06,1834.779
2003-11-07,1838.413
2003-11-10,1828.005
2003-11-11,1820.945
2003-11-12,1844.304
2003-11-13,1854.35
2003-11-14,1848.718
2003-11-17,1825.768
2003-11-18,1824.813
2003-11-19,1826.033
2003-11-20,1818.438
2003-11-21,1820.183
2003-11-24,1843.231
2003-11-25,1843.62
2003-11-26,1855.286
2003-11-27,1856.334
2003-11-28,1857.293
2003-12-01,1881.576
2003-12-02,1879.753
2003-12-03,1878.82
2003-12-04,1882.502
2003-12-05,1870.458
2003-12-08,1872.517
2003-12-09,1860.721
2003-12-10,1851.717
2003-12-11,1865.322
2003-12-12,1875.08
2003-12-15,1875.023
2003-12-16,1874.461
2003-12-17,1874.785
2003-12-18,1893.232
2003-12-19,1892.146
2003-12-22,1897.724
2003-12-23,1905.898
2003-12-24,1908.556
2003-12-25,1908.8
2003-12-26,1912.351
2003-12-29,1932.44
2003-12-30,1939.681
2003-12-31,1946.801
2004-01-01,1946.801
2004-01-02,1949.704
2004-01-05,1976.41
2004-01-06,1983.384
2004-01-07,1983.105
2004-01-08,1999.179
2004-01-09,1996.765
2004-01-12,1999.598
2004-01-13,1992.655
2004-01-14,2002.273
2004-01-15,1994.023
2004-01-16,2001.18
2004-01-19,2003.865
2004-01-20,2011.624
2004-01-21,2022.356
2004-01-22,2024.246
2004-01-23,2022.639
2004-01-26,2028.523
2004-01-27,2018.682
2004-01-28,2000.326
2004-01-29,1987.94
2004-01-30,1986.787
2004-02-02,1993.54
2004-02-03,2000.533
2004-02-04,1980.636
2004-02-05,1985.793
2004-02-06,2013.459
2004-02-09,2015.632
2004-02-10,2023.856
2004-02-11,2031.863
2004-02-12,2035.308
2004-02-13,2027.18
2004-02-16,2027.72
2004-02-17,2049.775
2004-02-18,2044.091
2004-02-19,2035.817
2004-02-20,2020.588
2004-02-23,2014.481
2004-02-24,2011.431
2004-02-25,2011.849
2004-02-26,2009.305
2004-02-27,2011.349
2004-03-01,2035.953
2004-03-02,2022.22
2004-03-03,2010.907
2004-03-04,2021.293
2004-03-05,2033.465
2004-03-08,2018.264
2004-03-09,2010.036
2004-03-10,1980.73
2004-03-11,1948.433
2004-03-12,1959.108
2004-03-15,1934.334
2004-03-16,1951.78
2004-03-17,1969.479
2004-03-18,1970.706
2004-03-19,1957.458
2004-03-22,1933.567
2004-03-23,1928.916
2004-03-24,1926.029
2004-03-25,1955.865
2004-03-26,1956.142
2004-03-29,1981.492
2004-03-30,1986.29
2004-03-31,1991.587
2004-04-01,2010.183
2004-04-02,2025.481
2004-04-05,2032.804
2004-04-06,2026.196
2004-04-07,2026.867
2004-04-08,2023.599
2004-04-09,2020.028
2004-04-12,2028.916
2004-04-13,2009.808
2004-04-14,1997.665
2004-04-15,1994.459
2004-04-16,2005.591
2004-04-19,2010.493
2004-04-20,1991.817
2004-04-21,1988.656
2004-04-22,2005.936
2004-04-23,2014.913
2004-04-26,2012.9
2004-04-27,2011.445
2004-04-28,1978.177
2004-04-29,1969.214
2004-04-30,1952.601
2004-05-03,1963.283
2004-05-04,1977.388
2004-05-05,1987.52
2004-05-06,1964.747
2004-05-07,1940.892
2004-05-10,1899.664
2004-05-11,1914.182
2004-05-12,1918.117
2004-05-13,1911.866
2004-05-14,1903.578
2004-05-17,1885.136
2004-05-18,1899.995
2004-05-19,1919.588
2004-05-20,1908.144
2004-05-21,1922.186
2004-05-24,1924.48
2004-05-25,1942.645
2004-05-26,1953.265
2004-05-27,1976.115
2004-05-28,1972.924
2004-05-31,1974.041
2004-06-01,1971.768
2004-06-02,1975.683
2004-06-03,1960.513
2004-06-04,1971.227
2004-06-07,2007.559
2004-06-08,2011.81
2004-06-09,1989.222
2004-06-10,1994.4
2004-06-11,1988.352
2004-06-14,1969.489
2004-06-15,1980.406
2004-06-16,1986.259
2004-06-17,1984.361
2004-06-18,1988.926
2004-06-21,1983.656
2004-06-22,1981.498
2004-06-23,1992.39
2004-06-24,2001.517
2004-06-25,1995.065
2004-06-28,2000.799
2004-06-29,1997.197
2004-06-30,2000.175
2004-07-01,1986.672
2004-07-02,1981.85
2004-07-05,1975.448
2004-07-06,1958.392
2004-07-07,1965.683
2004-07-08,1956.583
2004-07-09,1960.971
2004-07-12,1959.883
2004-07-13,1956.466
2004-07-14,1951.497
2004-07-15,1939.106
2004-07-16,1936.418
2004-07-19,1930.118
2004-07-20,1937.542
2004-07-21,1918.395
2004-07-22,1916.428
2004-07-23,1890.573
2004-07-26,1880.825
2004-07-27,1887.938
2004-07-28,1886.689
2004-07-29,1898.175
2004-07-30,1904.458
2004-08-02,1908.225
2004-08-03,1900.872
2004-08-04,1891.128
2004-08-05,1871.865
2004-08-06,1850.692
2004-08-09,1843.135
2004-08-10,1864.288
2004-08-11,1851.417
2004-08-12,1836.919
2004-08-13,1840.97
2004-08-16,1857.036
2004-08-17,1865.039
2004-08-18,1881.027
2004-08-19,1886.626
2004-08-20,1890.056
2004-08-23,1892.33
2004-08-24,1886.739
2004-08-25,1897.58
2004-08-26,1902.087
2004-08-27,1909.224
2004-08-30,1896.633
2004-08-31,1899.06
2004-09-01,1909.472
2004-09-02,1923.649
2004-09-03,1909.673
2004-09-06,1917.026
2004-09-07,1924.389
2004-09-08,1923.28
2004-09-09,1922.42
2004-09-10,1938.844
2004-09-13,1948.099
2004-09-14,1953.785
2004-09-15,1932.437
2004-09-16,1934.849
2004-09-17,1941.385
2004-09-20,1934.995
2004-09-21,1948.739
2004-09-22,1928.336
2004-09-23,1926.563
2004-09-24,1922.079
2004-09-27,1910.394
2004-09-28,1918.641
2004-09-29,1930.102
2004-09-30,1937.458
2004-10-01,1966.683
2004-10-04,1974.62
2004-10-05,1975.836
2004-10-06,1982.477
2004-10-07,1966.045
2004-10-08,1960.396
2004-10-11,1961.222
2004-10-12,1945.741
2004-10-13,1939.551
2004-10-14,1928.542
2004-10-15,1935.526
2004-10-18,1944.008
2004-10-19,1945.631
2004-10-20,1945.795
2004-10-21,1953.948
2004-10-22,1940.228
2004-10-25,1934.062
2004-10-26,1951.62
2004-10-27,1978.338
2004-10-28,1986.779
2004-10-29,1985.097
2004-11-01,1988.802
2004-11-02,1998.155
2004-11-03,2020.274
2004-11-04,2037.772
2004-11-05,2052.902
2004-11-08,2050.375
2004-11-09,2046.533
2004-11-10,2042.478
2004-11-11,2056.875
2004-11-12,2077.483
2004-11-15,2085.508
2004-11-16,2075.521
2004-11-17,2093.712
2004-11-18,2092.509
2004-11-19,2077.958
2004-11-22,2075.908
2004-11-23,2077.091
2004-11-24,2088.636
2004-11-25,2098.479
2004-11-26,2096.89
2004-11-29,2099.069
2004-11-30,2086.077
2004-12-01,2111.081
2004-12-02,2117.527
2004-12-03,2124.659
2004-12-06,2121.114
2004-12-07,2106.597
2004-12-08,2099.603
2004-12-09,2097.374
2004-12-10,2091.533
2004-12-13,2109.406
2004-12-14,2117.264
2004-12-15,2128.668
2004-12-16,2122.361
2004-12-17,2106.277
2004-12-20,2115.068
2004-12-21,2123.582
2004-12-22,2134.137
2004-12-23,2141.776
2004-12-24,2147.859
2004-12-27,2149.36
2004-12-28,2160.563
2004-12-29,2158.178
2004-12-30,2166.325
2004-12-31,2164.948
2005-01-03,2150.526
2005-01-04,2124.268
2005-01-05,2112.218
2005-01-06,2109.773
2005-01-07,2108.048
2005-01-10,2116.696
2005-01-11,2111.755
2005-01-12,2121.153
2005-01-13,2105.994
2005-01-14,2110.079
2005-01-17,2114.655
2005-01-18,2118.645
2005-01-19,2108.772
2005-01-20,2087.914
2005-01-21,2080.809
2005-01-24,2078.018
2005-01-25,2080.076
2005-01-26,2099.072
2005-01-27,2100.351
2005-01-28,2092.809
2005-01-31,2106.798
2005-02-01,2114.425
2005-02-02,2122.742
2005-02-03,2110.294
2005-02-04,2129.504
2005-02-07,2126.608
2005-02-08,2123.475
2005-02-09,2112.792
2005-02-10,2123.665
2005-02-11,2138.348
2005-02-14,2148.225
2005-02-15,2155.675
2005-02-16,2151.006
2005-02-17,2145.591
2005-02-18,2149.285
2005-02-21,2151.97
2005-02-22,2141.591
2005-02-23,2135.162
2005-02-24,2144.206
2005-02-25,2163.829
2005-02-28,2161.163
2005-03-01,2169.437
2005-03-02,2165.949
2005-03-03,2168.241
2005-03-04,2190.294
2005-03-07,2193.388
2005-03-08,2192.18
2005-03-09,2182.867
2005-03-10,2178.203
2005-03-11,2171.942
2005-03-14,2168.469
2005-03-15,2162.77
2005-03-16,2153.95
2005-03-17,2152.051
2005-03-18,2147.084
2005-03-21,2135.988
2005-03-22,2130.286
2005-03-23,2115.006
2005-03-24,2113.528
2005-03-25,2114.56
2005-03-28,2113.269
2005-03-29,2102.208
2005-03-30,2118.643
2005-03-31,2120.085
2005-04-01,2112.842
2005-04-04,2104.357
2005-04-05,2119.292
2005-04-06,2123.407
2005-04-07,2137.338
2005-04-08,2127.596
2005-04-11,2129.83
2005-04-12,2126.731
2005-04-13,2118.451
2005-04-14,2097.657
2005-04-15,2074.002
2005-04-18,2060.305
2005-04-19,2077.341
2005-04-20,2065.31
2005-04-21,2089.982
2005-04-22,2086.503
2005-04-25,2092.899
2005-04-26,2079.185
2005-04-27,2074.502
2005-04-28,2060.309
2005-04-29,2074.804
2005-05-02,2079.758
2005-05-03,2084.901
2005-05-04,2107.537
2005-05-05,2108.914
2005-05-06,2111.447
2005-05-09,2113.779
2005-05-10,2100.431
2005-05-11,2099.924
2005-05-12,2088.17
2005-05-13,2082.612
2005-05-16,2088.09
2005-05-17,2094.669
2005-05-18,2113.571
2005-05-19,2125.545
2005-05-20,2120.427
2005-05-23,2133.375
2005-05-24,2135.61
2005-05-25,2128.532
2005-05-26,2138.246
2005-05-27,2142.377
2005-05-30,2144.837
2005-05-31,2129.934
2005-06-01,2145.576
2005-06-02,2151.34
2005-06-03,2143.179
2005-06-06,2144.795
2005-06-07,2149.644
2005-06-08,2149.624
2005-06-09,2146.563
2005-06-10,2140.949
2005-06-13,2139.538
2005-06-14,2143.412
