Date,WORLD GROWTH Standard (Large+Mid Cap)
1992-01-31,841.978
1992-02-28,822.988
1992-03-31,783.973
1992-04-30,775.758
1992-05-29,809.512
1992-06-30,779.961
1992-07-31,787.356
1992-08-31,816.001
1992-09-30,808.284
1992-10-30,790.485
1992-11-30,810.017
1992-12-31,813.072
1993-01-29,804.584
1993-02-26,814.322
1993-03-31,851.423
1993-04-30,876.565
1993-05-31,904.277
1993-06-30,895.377
1993-07-30,903.572
1993-08-31,943.846
1993-09-30,921.256
1993-10-29,953.577
1993-11-30,897.459
1993-12-31,931.726
1994-01-31,985.124
1994-02-28,971.927
1994-03-31,924.815
1994-04-29,951.105
1994-05-31,950.022
1994-06-30,942.451
1994-07-29,959.715
1994-08-31,990.94
1994-09-30,968.134
1994-10-31,991.353
1994-11-30,951.805
1994-12-30,966.019
1995-01-31,951.337
1995-02-28,965.847
1995-03-31,1012.936
1995-04-28,1050.513
1995-05-31,1058.845
1995-06-30,1060.132
1995-07-31,1112.031
1995-08-31,1080.741
1995-09-29,1118.574
1995-10-31,1106.384
1995-11-30,1141.557
1995-12-29,1167.56
1996-01-31,1188.257
1996-02-29,1196.803
1996-03-29,1214.202
1996-04-30,1239.487
1996-05-31,1246.736
1996-06-28,1255.254
1996-07-31,1208.493
1996-08-30,1218.442
1996-09-30,1273.914
1996-10-31,1277.696
1996-11-29,1342.457
1996-12-31,1316.1
1997-01-31,1334.428
1997-02-28,1349.129
1997-03-31,1317.554
1997-04-30,1378.023
1997-05-30,1458.393
1997-06-30,1538.717
1997-07-31,1609.834
1997-08-29,1489.991
1997-09-30,1575.724
1997-10-31,1474.909
1997-11-28,1512.265
1997-12-31,1525.998
1998-01-30,1585.656
1998-02-27,1697.589
1998-03-31,1756.163
1998-04-30,1766.257
1998-05-29,1746.478
1998-06-30,1821.016
1998-07-31,1817.838
1998-08-31,1604.775
1998-09-30,1640.638
1998-10-30,1783.126
1998-11-30,1897.88
1998-12-31,2036.286
1999-01-29,2107.826
1999-02-26,2023.763
1999-03-31,2098.289
1999-04-30,2094.583
1999-05-31,2021.266
1999-06-30,2145.269
1999-07-30,2121.327
1999-08-31,2147.212
1999-09-30,2150.541
1999-10-29,2291.112
1999-11-30,2425.25
1999-12-31,2702.643
2000-01-31,2533.008
2000-02-29,2620.829
2000-03-31,2776.787
2000-04-28,2590.32
2000-05-31,2436.54
2000-06-30,2585.249
2000-07-31,2455.06
2000-08-31,2541.941
2000-09-29,2316.648
2000-10-31,2219.17
2000-11-30,2047.882
2000-12-29,2009.13
2001-01-31,2069.753
2001-02-28,1805.643
2001-03-30,1659.366
2001-04-30,1793.132
2001-05-31,1756.937
2001-06-29,1695.502
2001-07-31,1670.326
2001-08-31,1567.29
2001-09-28,1436.996
2001-10-31,1498.132
2001-11-30,1611.857
2001-12-31,1619.737
2002-01-31,1566.802
2002-02-28,1570.947
2002-03-29,1606.604
2002-04-30,1540.745
2002-05-31,1532.389
2002-06-28,1443.755
2002-07-31,1341.932
2002-08-30,1341.507
2002-09-30,1208.306
2002-10-31,1302.29
2002-11-29,1349.604
2002-12-31,1297.417
2003-01-31,1250.609
2003-02-28,1237.042
2003-03-31,1247.704
2003-04-30,1336.695
2003-05-30,1391.707
2003-06-30,1411.221
2003-07-31,1438.487
2003-08-29,1467.295
2003-09-30,1475.591
2003-10-31,1563.414
2003-11-28,1585.499
2003-12-31,1661.738
2004-01-30,1695.726
2004-02-27,1716.289
2004-03-31,1699.041
2004-04-30,1665.175
2004-05-31,1682.536
2004-06-30,1704.462
2004-07-30,1622.726
2004-08-31,1617.635
2004-09-30,1650.161
2004-10-29,1690.573
2004-11-30,1775.96
2004-12-31,1842.854
2005-01-31,1793.17
2005-02-28,1838.901
2005-03-31,1803.352
2005-04-29,1764.075
2005-05-31,1809.896
2005-06-30,1818.321
2005-07-29,1893.649
2005-08-31,1910.541
2005-09-30,1952.745
2005-10-31,1911.241
2005-11-30,1973.213
2005-12-30,2016.242
2006-01-31,2109.203
2006-02-28,2087.648
2006-03-31,2139.572
2006-04-28,2189.101
2006-05-31,2104.788
2006-06-30,2101.327
2006-07-31,2084.293
2006-08-31,2139.63
2006-09-29,2158.488
2006-10-31,2235.363
2006-11-30,2291.755
2006-12-29,2321.67
2007-01-31,2358.38
2007-02-28,2343.542
2007-03-30,2388.618
2007-04-30,2493.599
2007-05-31,2566.107
2007-06-29,2555.588
2007-07-31,2524.444
2007-08-31,2530.489
2007-09-28,2668.353
2007-10-31,2773.029
2007-11-30,2684.163
2007-12-31,2664.403
2008-01-31,2436.975
2008-02-29,2460.795
2008-03-31,2430.23
2008-04-30,2564.819
2008-05-30,2648.329
2008-06-30,2476.774
2008-07-31,2400.199
2008-08-29,2357.411
2008-09-30,2034.174
2008-10-31,1639.915
2008-11-28,1514.65
2008-12-31,1568.554
2009-01-30,1469.931
2009-02-27,1348.157
2009-03-31,1443.262
2009-04-30,1572.251
2009-05-29,1707.939
2009-06-30,1711.535
2009-07-31,1845.289
2009-08-31,1887.024
2009-09-30,1972.605
2009-10-30,1955.079
2009-11-30,2037.58
2009-12-31,2090.461
2010-01-29,1990.953
2010-02-26,2031.571
2010-03-31,2156.067
2010-04-30,2160.613
2010-05-31,1955.948
2010-06-30,1893.794
2010-07-30,2039.955
2010-08-31,1967.417
2010-09-30,2174.283
2010-10-29,2266.366
2010-11-30,2242.202
2010-12-31,2393.624
2011-01-31,2419.944
2011-02-28,2494.668
2011-03-31,2482.459
2011-04-29,2590.497
2011-05-31,2549.462
2011-06-30,2508.835
2011-07-29,2493.178
2011-08-31,2324.011
2011-09-30,2102.873
2011-10-31,2336.486
2011-11-30,2287.652
2011-12-30,2262.103
2012-01-31,2395.39
2012-02-29,2519.607
2012-03-30,2560.152
2012-04-30,2546.631
2012-05-31,2327.365
2012-06-29,2420.318
2012-07-31,2457.181
2012-08-31,2526.144
2012-09-28,2587.033
2012-10-31,2546.935
2012-11-30,2600.124
2012-12-31,2626.746
2013-01-31,2740.527
2013-02-28,2758.244
2013-03-29,2829.99
2013-04-30,2896.432
2013-05-31,2899.063
2013-06-28,2822.699
2013-07-31,2973.792
2013-08-30,2925.183
2013-09-30,3082.654
2013-10-31,3189.289
2013-11-29,3251.939
2013-12-31,3328.786
2014-01-31,3204.516
2014-02-28,3376.712
2014-03-31,3345.037
2014-04-30,3358.329
2014-05-30,3447.51
2014-06-30,3505.884
2014-07-31,3450.401
2014-08-29,3544.301
2014-09-30,3454.02
2014-10-31,3494.464
2014-11-28,3593.363
2014-12-31,3533.309
2015-01-30,3505.839
2015-02-27,3726.014
2015-03-31,3688.854
2015-04-30,3748.188
2015-05-29,3778.222
2015-06-30,3708.958
2015-07-31,3811.019
2015-08-31,3554.129
2015-09-30,3426.365
2015-10-30,3706.251
2015-11-30,3700.651
2015-12-31,3643.278
2016-01-29,3416.237
2016-02-29,3389.082
2016-03-31,3616.855
2016-04-29,3642.002
2016-05-31,3676.737
2016-06-30,3638.974
2016-07-29,3810.213
2016-08-31,3781.384
2016-09-30,3811.548
2016-10-31,3693.699
2016-11-30,3696.785
2016-12-30,3745.258
2017-01-31,3878.587
2017-02-28,4004.149
2017-03-31,4069.053
2017-04-28,4167.552
2017-05-31,4306.954
2017-06-30,4282.961
2017-07-31,4391.484
2017-08-31,4438.991
2017-09-29,4505.25
2017-10-31,4629.276
2017-11-30,4733.222
2017-12-29,4794.314
2018-01-31,5095.287
2018-02-28,4930.357
2018-03-30,4823.03
2018-04-30,4869.91
2018-05-31,4991.888
2018-06-29,4994.448
2018-07-31,5124.824
2018-08-31,5277.366
2018-09-28,5287.583
2018-10-31,4797.964
2018-11-30,4829.518
2018-12-31,4471.203
2019-01-31,4845.816
2019-02-28,5012.883
2019-03-29,5133.204
2019-04-30,5347.447
2019-05-31,5065.63
2019-06-28,5415.49
2019-07-31,5476.866
2019-08-30,5421.553
2019-09-30,5446.037
2019-10-31,5609.62
2019-11-29,5806.024
2019-12-31,5977.25
2020-01-31,6078.279
2020-02-28,5631.091
2020-03-31,5068.826
2020-04-30,5716.135
2020-05-29,6087.779
2020-06-30,6363.388
2020-07-31,6800.1
2020-08-31,7377.878
2020-09-30,7107.595
2020-10-30,6875.069
2020-11-30,7622.769
2020-12-31,7999.357
2021-01-29,7921.152
2021-02-26,7953.003
2021-03-31,8018.744
2021-04-30,8524.084
2021-05-31,8510.676
2021-06-30,8890.089
2021-07-30,9151.675
2021-08-31,9454.102
2021-09-30,8962.263
2021-10-29,9564.934
2021-11-30,9496.539
2021-12-31,9693.473
2022-01-31,8791.233
2022-02-28,8483.357
2022-03-31,8758.603
2022-04-29,7714.474
2022-05-31,7539.964
2022-06-30,6901.311
2022-07-29,7697.416
2022-08-31,7290.677
2022-09-30,6552.692
2022-10-31,6852.883
2022-11-30,7308.669
2022-12-30,6861.99
2023-01-31,7526.821
2023-02-28,7386.389
2023-03-31,7898.359
2023-04-28,8024.927
2023-05-31,8217.141
2023-06-30,8720.698
2023-07-31,8975.372
2023-08-31,8791.62
2023-09-29,8293.735
2023-10-31,8093.004
2023-11-30,9000.38
2023-12-29,9400.648
2024-01-31,9599.813
2024-02-29,10174.621
2024-03-29,10363.02
2024-04-30,9947.078
2024-05-31,10513.761
2024-06-28,11020.713
2024-07-31,10914.694
2024-08-30,11183.449
2024-09-30,11402.805
2024-10-31,11195.931
2024-11-29,11789.861
2024-12-31,11837.248
2025-01-31,12150.387
2025-02-28,11806.159
2025-03-31,10919.576
2025-04-30,11267.286
2025-05-30,12247.446
2025-06-30,12849.37
2025-07-31,13116.896
