Date,BELGIUM GROWTH Standard (Large+Mid Cap)
2001-01-01,1265.072
2001-01-02,1286.465
2001-01-03,1249.376
2001-01-04,1247.628
2001-01-05,1255.9
2001-01-08,1253.834
2001-01-09,1244.646
2001-01-10,1238.719
2001-01-11,1254.195
2001-01-12,1249.584
2001-01-15,1235.42
2001-01-16,1232.436
2001-01-17,1220.033
2001-01-18,1223.297
2001-01-19,1206.163
2001-01-22,1210.533
2001-01-23,1223.247
2001-01-24,1201.613
2001-01-25,1201.175
2001-01-26,1202.634
2001-01-29,1206.091
2001-01-30,1223.44
2001-01-31,1237.483
2001-02-01,1262.624
2001-02-02,1263.635
2001-02-05,1265.882
2001-02-06,1248.096
2001-02-07,1250.077
2001-02-08,1222.885
2001-02-09,1228.255
2001-02-12,1233.019
2001-02-13,1219.507
2001-02-14,1219.125
2001-02-15,1202.247
2001-02-16,1205.634
2001-02-19,1219.676
2001-02-20,1201.939
2001-02-21,1191.652
2001-02-22,1169.101
2001-02-23,1164.229
2001-02-26,1172.067
2001-02-27,1188.032
2001-02-28,1196.974
2001-03-01,1183.21
2001-03-02,1180.188
2001-03-05,1175.874
2001-03-06,1177.13
2001-03-07,1173.046
2001-03-08,1172.348
2001-03-09,1179.62
2001-03-12,1148.956
2001-03-13,1122.323
2001-03-14,1103.534
2001-03-15,1081.214
2001-03-16,1037.913
2001-03-19,1015.31
2001-03-20,1041.643
2001-03-21,1019.823
2001-03-22,960.261
2001-03-23,988.882
2001-03-26,1056.872
2001-03-27,1057.483
2001-03-28,1035.002
2001-03-29,1034.455
2001-03-30,1068.568
2001-04-02,1087.605
2001-04-03,1068.001
2001-04-04,1079.712
2001-04-05,1086.671
2001-04-06,1078.796
2001-04-09,1104.518
2001-04-10,1095.373
2001-04-11,1062.926
2001-04-12,1060.157
2001-04-13,1060.157
2001-04-16,1049.3
2001-04-17,1045.315
2001-04-18,1050.866
2001-04-19,1066.783
2001-04-20,1061.348
2001-04-23,1042.217
2001-04-24,1053.0
2001-04-25,1058.585
2001-04-26,1066.333
2001-04-27,1062.014
2001-04-30,1052.358
2001-05-01,1057.937
2001-05-02,1047.548
2001-05-03,1033.835
2001-05-04,1016.234
2001-05-07,1015.125
2001-05-08,1006.495
2001-05-09,1007.945
2001-05-10,1027.235
2001-05-11,1019.232
2001-05-14,1009.581
2001-05-15,1013.621
2001-05-16,1018.368
2001-05-17,1019.776
2001-05-18,1017.624
2001-05-21,1011.284
2001-05-22,1007.244
2001-05-23,1020.952
2001-05-24,1033.227
2001-05-25,1019.17
2001-05-28,1026.042
2001-05-29,1015.741
2001-05-30,1031.794
2001-05-31,994.155
2001-06-01,995.152
2001-06-04,996.504
2001-06-05,1019.886
2001-06-06,1030.889
2001-06-07,1016.884
2001-06-08,1024.854
2001-06-11,1006.129
2001-06-12,1005.341
2001-06-13,1019.241
2001-06-14,1016.351
2001-06-15,1011.785
2001-06-18,1016.276
2001-06-19,1015.964
2001-06-20,1021.849
2001-06-21,1025.432
2001-06-22,1028.134
2001-06-25,1024.699
2001-06-26,1024.327
2001-06-27,1025.977
2001-06-28,1023.332
2001-06-29,1026.525
2001-07-02,1037.33
2001-07-03,1033.979
2001-07-04,1043.15
2001-07-05,1040.373
2001-07-06,1031.36
2001-07-09,1033.085
2001-07-10,1056.452
2001-07-11,1058.434
2001-07-12,1062.102
2001-07-13,1068.305
2001-07-16,1077.277
2001-07-17,1076.884
2001-07-18,1105.739
2001-07-19,1116.475
2001-07-20,1121.008
2001-07-23,1111.48
2001-07-24,1118.569
2001-07-25,1115.576
2001-07-26,1098.033
2001-07-27,1098.453
2001-07-30,1104.572
2001-07-31,1108.946
2001-08-01,1121.912
2001-08-02,1119.454
2001-08-03,1119.923
2001-08-06,1111.761
2001-08-07,1104.402
2001-08-08,1109.533
2001-08-09,1109.144
2001-08-10,1112.316
2001-08-13,1112.587
2001-08-14,1115.39
2001-08-15,1127.596
2001-08-16,1128.757
2001-08-17,1119.434
2001-08-20,1119.112
2001-08-21,1118.946
2001-08-22,1128.345
2001-08-23,1133.776
2001-08-24,1142.541
2001-08-27,1143.89
2001-08-28,1147.893
2001-08-29,1149.365
2001-08-30,1143.784
2001-08-31,1137.195
2001-09-03,1123.816
2001-09-04,1106.202
2001-09-05,1105.651
2001-09-06,1082.687
2001-09-07,1065.771
2001-09-10,1048.94
2001-09-11,978.645
2001-09-12,1004.528
2001-09-13,1010.209
2001-09-14,978.945
2001-09-17,983.787
2001-09-18,979.443
2001-09-19,980.74
2001-09-20,934.585
2001-09-21,910.698
2001-09-24,954.872
2001-09-25,971.105
2001-09-26,976.031
2001-09-27,1007.25
2001-09-28,1024.383
2001-10-01,1024.667
2001-10-02,1034.484
2001-10-03,1021.879
2001-10-04,1041.437
2001-10-05,1038.148
