Date,BELGIUM GROWTH Standard (Large+Mid Cap)
2001-10-08,1034.513
2001-10-09,1028.722
2001-10-10,1029.682
2001-10-11,1026.333
2001-10-12,1014.919
2001-10-15,992.048
2001-10-16,986.375
2001-10-17,977.45
2001-10-18,964.416
2001-10-19,942.983
2001-10-22,950.724
2001-10-23,963.756
2001-10-24,975.214
2001-10-25,960.889
2001-10-26,979.232
2001-10-29,982.13
2001-10-30,970.941
2001-10-31,971.807
2001-11-01,981.784
2001-11-02,989.344
2001-11-05,1003.041
2001-11-06,997.689
2001-11-07,1019.205
2001-11-08,1025.624
2001-11-09,998.583
2001-11-12,984.819
2001-11-13,1001.33
2001-11-14,1014.217
2001-11-15,1012.264
2001-11-16,1003.802
2001-11-19,1014.015
2001-11-20,1012.766
2001-11-21,1000.474
2001-11-22,991.665
2001-11-23,974.426
2001-11-26,968.431
2001-11-27,951.492
2001-11-28,964.15
2001-11-29,968.835
2001-11-30,1001.199
2001-12-03,982.396
2001-12-04,978.098
2001-12-05,974.419
2001-12-06,983.174
2001-12-07,976.724
2001-12-10,974.001
2001-12-11,961.971
2001-12-12,969.859
2001-12-13,964.771
2001-12-14,961.184
2001-12-17,989.992
2001-12-18,975.184
2001-12-19,974.092
2001-12-20,975.295
2001-12-21,972.4
2001-12-24,978.246
2001-12-25,978.246
2001-12-26,979.082
2001-12-27,1006.256
2001-12-28,1009.869
2001-12-31,1019.718
2002-01-01,1019.718
2002-01-02,1014.447
2002-01-03,1021.234
2002-01-04,1006.678
2002-01-07,1000.524
2002-01-08,993.123
2002-01-09,983.814
2002-01-10,989.338
2002-01-11,985.642
2002-01-14,978.914
2002-01-15,990.518
2002-01-16,977.606
2002-01-17,992.901
2002-01-18,1005.841
2002-01-21,1003.145
2002-01-22,1007.654
2002-01-23,1025.233
2002-01-24,1032.852
2002-01-25,1009.99
2002-01-28,1006.348
2002-01-29,999.303
2002-01-30,991.205
2002-01-31,1000.952
2002-02-01,1004.583
2002-02-04,1024.918
2002-02-05,1009.565
2002-02-06,1003.746
2002-02-07,1004.821
2002-02-08,1007.272
2002-02-11,1021.05
2002-02-12,1020.028
2002-02-13,1025.677
2002-02-14,1026.096
2002-02-15,1022.457
2002-02-18,1014.415
2002-02-19,1011.437
2002-02-20,1003.429
2002-02-21,1002.73
2002-02-22,1009.364
2002-02-25,1004.52
2002-02-26,1008.623
2002-02-27,1005.513
2002-02-28,1010.05
2002-03-01,1000.292
2002-03-04,1019.254
2002-03-05,1011.471
2002-03-06,1005.08
2002-03-07,1010.243
2002-03-08,993.552
2002-03-11,1002.047
2002-03-12,997.661
2002-03-13,999.312
2002-03-14,1002.975
2002-03-15,1005.831
2002-03-18,1012.825
2002-03-19,1023.354
2002-03-20,1025.069
2002-03-21,1028.701
2002-03-22,1031.029
2002-03-25,1030.712
2002-03-26,1033.03
2002-03-27,1022.655
2002-03-28,1027.465
2002-03-29,1027.465
2002-04-01,1035.886
2002-04-02,1036.037
2002-04-03,1042.532
2002-04-04,1048.808
2002-04-05,1027.772
2002-04-08,1017.563
2002-04-09,1018.298
2002-04-10,1028.421
2002-04-11,1031.361
2002-04-12,1037.748
2002-04-15,1037.614
2002-04-16,1048.699
2002-04-17,1049.376
2002-04-18,1045.202
2002-04-19,1054.906
2002-04-22,1056.633
2002-04-23,1068.736
2002-04-24,1073.531
2002-04-25,1072.304
2002-04-26,1067.043
2002-04-29,1061.764
2002-04-30,1069.175
2002-05-01,1075.226
2002-05-02,1067.307
2002-05-03,1084.812
2002-05-06,1094.26
2002-05-07,1082.642
2002-05-08,1098.41
2002-05-09,1097.994
2002-05-10,1104.187
2002-05-13,1113.239
2002-05-14,1110.136
2002-05-15,1100.487
2002-05-16,1098.521
2002-05-17,1108.423
2002-05-20,1098.984
2002-05-21,1091.609
2002-05-22,1095.575
2002-05-23,1088.722
2002-05-24,1058.187
2002-05-27,1055.577
2002-05-28,1066.721
2002-05-29,1077.363
2002-05-30,1080.222
2002-05-31,1081.969
2002-06-03,1080.799
2002-06-04,1071.749
2002-06-05,1069.671
2002-06-06,1080.895
2002-06-07,1077.851
2002-06-10,1086.52
2002-06-11,1078.515
2002-06-12,1059.173
2002-06-13,1030.925
2002-06-14,1019.643
2002-06-17,1049.224
2002-06-18,1044.868
2002-06-19,1030.038
2002-06-20,1021.517
2002-06-21,1028.655
2002-06-24,1025.332
2002-06-25,1032.508
2002-06-26,1059.554
2002-06-27,1061.332
2002-06-28,1080.655
2002-07-01,1079.167
2002-07-02,1063.651
2002-07-03,1036.294
2002-07-04,1053.567
2002-07-05,1081.414
2002-07-08,1087.855
2002-07-09,1086.204
2002-07-10,1049.833
2002-07-11,1018.573
2002-07-12,1014.424
2002-07-15,1002.788
2002-07-16,1001.435
2002-07-17,1002.799
2002-07-18,1017.246
2002-07-19,985.141
2002-07-22,935.815
2002-07-23,912.546
2002-07-24,889.614
2002-07-25,940.484
2002-07-26,933.447
2002-07-29,978.301
2002-07-30,986.832
2002-07-31,975.456
2002-08-01,949.557
2002-08-02,933.898
2002-08-05,903.11
2002-08-06,908.243
2002-08-07,926.256
2002-08-08,950.846
2002-08-09,966.235
2002-08-12,963.978
2002-08-13,956.319
2002-08-14,950.537
2002-08-15,976.583
2002-08-16,968.605
2002-08-19,989.076
2002-08-20,968.889
2002-08-21,987.842
2002-08-22,993.209
2002-08-23,994.41
2002-08-26,997.217
2002-08-27,1035.222
2002-08-28,994.07
2002-08-29,969.388
2002-08-30,970.68
2002-09-02,966.046
2002-09-03,945.978
2002-09-04,942.242
2002-09-05,933.555
2002-09-06,948.574
2002-09-09,935.165
2002-09-10,935.406
2002-09-11,957.458
2002-09-12,936.301
2002-09-13,922.902
2002-09-16,912.354
2002-09-17,901.217
2002-09-18,878.695
2002-09-19,865.465
2002-09-20,858.467
2002-09-23,827.043
2002-09-24,807.075
2002-09-25,829.498
2002-09-26,845.673
2002-09-27,847.07
2002-09-30,841.582
2002-10-01,845.614
2002-10-02,866.998
2002-10-03,846.112
2002-10-04,824.445
2002-10-07,809.14
2002-10-08,799.349
2002-10-09,794.695
2002-10-10,800.424
2002-10-11,835.176
2002-10-14,834.856
2002-10-15,871.923
2002-10-16,872.448
2002-10-17,868.015
2002-10-18,855.118
2002-10-21,861.256
2002-10-22,862.696
2002-10-23,845.917
2002-10-24,844.404
2002-10-25,840.169
2002-10-28,843.489
2002-10-29,828.405
2002-10-30,832.575
2002-10-31,834.836
2002-11-01,839.954
2002-11-04,856.948
2002-11-05,873.852
2002-11-06,867.796
2002-11-07,878.198
2002-11-08,878.375
2002-11-11,876.728
2002-11-12,874.335
2002-11-13,859.753
2002-11-14,872.712
2002-11-15,878.49
2002-11-18,890.196
2002-11-19,893.352
2002-11-20,895.802
2002-11-21,913.424
2002-11-22,913.472
2002-11-25,912.325
2002-11-26,906.999
2002-11-27,921.925
2002-11-28,909.46
2002-11-29,899.212
2002-12-02,897.431
2002-12-03,902.194
2002-12-04,906.412
2002-12-05,901.05
2002-12-06,900.242
2002-12-09,893.364
2002-12-10,903.494
2002-12-11,908.593
2002-12-12,916.665
2002-12-13,912.248
2002-12-16,905.935
2002-12-17,913.049
2002-12-18,905.193
2002-12-19,903.22
2002-12-20,915.614
2002-12-23,925.178
2002-12-24,939.199
2002-12-25,939.199
2002-12-26,941.568
2002-12-27,925.872
2002-12-30,948.81
2002-12-31,965.571
2003-01-01,965.571
2003-01-02,955.836
2003-01-03,951.153
2003-01-06,953.122
2003-01-07,945.477
2003-01-08,934.847
2003-01-09,951.414
2003-01-10,954.473
2003-01-13,958.053
2003-01-14,966.81
2003-01-15,966.409
2003-01-16,958.362
2003-01-17,967.134
2003-01-20,970.314
2003-01-21,970.333
2003-01-22,958.339
2003-01-23,956.824
2003-01-24,958.978
2003-01-27,942.117
2003-01-28,947.244
2003-01-29,946.09
2003-01-30,935.899
2003-01-31,952.637
2003-02-03,937.85
2003-02-04,947.074
2003-02-05,939.35
2003-02-06,927.981
2003-02-07,911.736
2003-02-10,892.308
2003-02-11,901.493
2003-02-12,891.628
2003-02-13,886.236
2003-02-14,894.47
2003-02-17,894.081
2003-02-18,897.547
2003-02-19,897.257
2003-02-20,902.79
2003-02-21,890.057
2003-02-24,876.1
2003-02-25,852.03
2003-02-26,847.182
2003-02-27,842.113
2003-02-28,865.609
2003-03-03,858.99
2003-03-04,859.765
2003-03-05,856.768
2003-03-06,842.097
2003-03-07,832.972
2003-03-10,831.207
2003-03-11,831.474
2003-03-12,801.498
2003-03-13,826.248
2003-03-14,839.396
2003-03-17,837.861
2003-03-18,837.796
2003-03-19,839.937
2003-03-20,838.858
2003-03-21,856.49
2003-03-24,850.574
2003-03-25,851.929
2003-03-26,856.651
2003-03-27,857.917
2003-03-28,863.097
2003-03-31,865.466
2003-04-01,873.009
2003-04-02,889.801
2003-04-03,891.173
2003-04-04,902.236
2003-04-07,906.712
2003-04-08,892.817
2003-04-09,891.534
2003-04-10,903.825
2003-04-11,895.061
2003-04-14,895.493
2003-04-15,909.794
2003-04-16,914.797
2003-04-17,919.381
2003-04-18,919.381
2003-04-21,915.418
2003-04-22,927.346
2003-04-23,927.374
2003-04-24,936.097
2003-04-25,916.943
2003-04-28,917.536
2003-04-29,920.448
2003-04-30,938.137
2003-05-01,946.753
2003-05-02,933.682
2003-05-05,941.04
2003-05-06,967.221
2003-05-07,983.374
2003-05-08,967.249
2003-05-09,980.795
2003-05-12,989.946
2003-05-13,980.763
2003-05-14,981.654
2003-05-15,977.1
2003-05-16,1002.201
2003-05-19,1003.642
2003-05-20,1018.907
2003-05-21,1009.333
2003-05-22,1018.568
2003-05-23,1027.188
2003-05-26,1029.336
2003-05-27,1028.808
2003-05-28,1018.059
2003-05-29,1024.567
2003-05-30,1017.945
2003-06-02,1029.926
2003-06-03,1033.558
2003-06-04,1038.218
2003-06-05,1049.527
2003-06-06,1043.678
2003-06-09,1042.066
2003-06-10,1029.977
2003-06-11,1025.963
2003-06-12,1027.119
2003-06-13,1018.419
2003-06-16,1024.614
2003-06-17,1022.104
2003-06-18,1013.06
2003-06-19,1011.781
2003-06-20,1009.773
2003-06-23,995.52
2003-06-24,977.589
2003-06-25,994.649
2003-06-26,980.99
2003-06-27,984.48
2003-06-30,999.856
2003-07-01,1000.196
2003-07-02,998.148
2003-07-03,991.052
2003-07-04,982.634
2003-07-07,987.53
2003-07-08,978.178
2003-07-09,980.534
2003-07-10,979.401
2003-07-11,979.991
2003-07-14,986.049
2003-07-15,980.156
2003-07-16,968.151
2003-07-17,974.426
2003-07-18,972.279
2003-07-21,981.193
2003-07-22,988.307
2003-07-23,997.023
2003-07-24,1004.76
2003-07-25,1014.81
2003-07-28,1008.582
2003-07-29,1004.408
2003-07-30,998.199
2003-07-31,989.026
2003-08-01,984.199
2003-08-04,992.595
2003-08-05,1003.36
2003-08-06,998.603
2003-08-07,1009.881
2003-08-08,1007.234
2003-08-11,1013.331
2003-08-12,1015.157
2003-08-13,1014.155
2003-08-14,1014.973
2003-08-15,1019.838
2003-08-18,1019.788
2003-08-19,1018.726
2003-08-20,1018.059
2003-08-21,1010.621
2003-08-22,1006.879
2003-08-25,1006.84
2003-08-26,997.047
2003-08-27,1005.05
2003-08-28,1012.107
2003-08-29,1016.581
2003-09-01,1021.205
2003-09-02,1011.623
2003-09-03,1021.121
2003-09-04,1026.829
2003-09-05,1039.243
2003-09-08,1054.518
2003-09-09,1053.771
2003-09-10,1045.619
2003-09-11,1045.54
2003-09-12,1055.644
2003-09-15,1058.657
2003-09-16,1054.516
2003-09-17,1061.644
2003-09-18,1062.743
2003-09-19,1074.663
2003-09-22,1078.943
2003-09-23,1077.398
2003-09-24,1081.346
2003-09-25,1081.166
2003-09-26,1079.57
2003-09-29,1083.872
2003-09-30,1088.812
2003-10-01,1101.59
2003-10-02,1091.783
2003-10-03,1088.915
2003-10-06,1088.268
2003-10-07,1098.797
2003-10-08,1101.367
2003-10-09,1098.409
2003-10-10,1103.128
2003-10-13,1098.62
2003-10-14,1099.322
2003-10-15,1106.678
2003-10-16,1115.6
2003-10-17,1105.895
2003-10-20,1115.177
2003-10-21,1116.957
2003-10-22,1121.003
2003-10-23,1111.57
2003-10-24,1115.31
2003-10-27,1119.875
2003-10-28,1116.778
2003-10-29,1113.474
2003-10-30,1116.962
2003-10-31,1110.315
2003-11-03,1099.438
2003-11-04,1107.221
2003-11-05,1106.637
2003-11-06,1108.365
2003-11-07,1121.179
2003-11-10,1124.519
2003-11-11,1126.692
2003-11-12,1138.213
2003-11-13,1142.97
2003-11-14,1152.83
2003-11-17,1146.749
2003-11-18,1149.147
2003-11-19,1154.937
2003-11-20,1154.415
2003-11-21,1159.529
2003-11-24,1144.972
2003-11-25,1151.588
2003-11-26,1165.092
2003-11-27,1159.445
2003-11-28,1159.061
2003-12-01,1167.885
2003-12-02,1184.791
2003-12-03,1193.078
2003-12-04,1184.054
2003-12-05,1186.847
2003-12-08,1187.194
2003-12-09,1189.521
2003-12-10,1188.94
2003-12-11,1177.744
2003-12-12,1185.18
2003-12-15,1190.277
2003-12-16,1193.064
2003-12-17,1203.862
2003-12-18,1212.533
2003-12-19,1215.222
2003-12-22,1232.554
2003-12-23,1241.778
2003-12-24,1244.563
2003-12-25,1244.563
2003-12-26,1244.063
2003-12-29,1254.156
2003-12-30,1263.192
2003-12-31,1275.525
2004-01-01,1275.525
2004-01-02,1281.148
2004-01-05,1289.958
2004-01-06,1304.727
2004-01-07,1289.2
2004-01-08,1299.867
2004-01-09,1313.905
2004-01-12,1303.832
2004-01-13,1306.234
2004-01-14,1305.511
2004-01-15,1301.786
2004-01-16,1295.441
2004-01-19,1298.597
2004-01-20,1314.332
2004-01-21,1327.243
2004-01-22,1334.294
2004-01-23,1332.527
2004-01-26,1317.621
2004-01-27,1333.525
2004-01-28,1330.595
2004-01-29,1302.342
2004-01-30,1299.716
2004-02-02,1314.283
2004-02-03,1314.838
2004-02-04,1300.89
2004-02-05,1311.838
2004-02-06,1325.232
2004-02-09,1329.341
2004-02-10,1338.198
2004-02-11,1340.08
2004-02-12,1359.341
2004-02-13,1354.646
2004-02-16,1359.048
2004-02-17,1376.18
2004-02-18,1383.068
2004-02-19,1374.72
2004-02-20,1354.98
2004-02-23,1364.362
2004-02-24,1364.489
2004-02-25,1353.702
2004-02-26,1341.742
2004-02-27,1347.771
2004-03-01,1347.079
2004-03-02,1330.896
2004-03-03,1313.204
2004-03-04,1330.765
2004-03-05,1346.192
2004-03-08,1348.199
2004-03-09,1339.192
2004-03-10,1322.918
2004-03-11,1291.528
2004-03-12,1286.987
2004-03-15,1265.42
2004-03-16,1277.128
2004-03-17,1281.79
2004-03-18,1284.849
2004-03-19,1274.084
2004-03-22,1256.568
2004-03-23,1256.669
2004-03-24,1250.65
2004-03-25,1253.586
2004-03-26,1251.192
2004-03-29,1262.196
2004-03-30,1269.206
2004-03-31,1284.295
2004-04-01,1303.775
2004-04-02,1295.136
2004-04-05,1284.401
2004-04-06,1290.02
2004-04-07,1310.94
2004-04-08,1301.573
2004-04-09,1301.573
2004-04-12,1297.917
2004-04-13,1295.361
2004-04-14,1285.751
2004-04-15,1289.572
2004-04-16,1306.247
2004-04-19,1303.888
2004-04-20,1291.539
2004-04-21,1285.953
2004-04-22,1289.112
2004-04-23,1290.489
2004-04-26,1289.331
2004-04-27,1291.318
2004-04-28,1268.65
2004-04-29,1276.739
2004-04-30,1279.942
2004-05-03,1279.396
2004-05-04,1299.276
2004-05-05,1309.972
2004-05-06,1292.371
2004-05-07,1270.682
2004-05-10,1231.679
2004-05-11,1241.087
2004-05-12,1253.908
2004-05-13,1259.49
2004-05-14,1263.076
2004-05-17,1262.774
2004-05-18,1265.685
2004-05-19,1289.045
2004-05-20,1279.101
2004-05-21,1287.833
2004-05-24,1288.24
2004-05-25,1293.835
2004-05-26,1299.294
2004-05-27,1327.092
2004-05-28,1318.179
2004-05-31,1322.869
2004-06-01,1316.484
2004-06-02,1330.963
2004-06-03,1337.953
2004-06-04,1350.656
2004-06-07,1366.407
2004-06-08,1360.725
2004-06-09,1337.064
2004-06-10,1340.23
2004-06-11,1326.399
2004-06-14,1325.79
2004-06-15,1333.287
2004-06-16,1324.377
2004-06-17,1329.543
2004-06-18,1344.781
2004-06-21,1336.283
2004-06-22,1333.997
2004-06-23,1329.291
2004-06-24,1346.018
2004-06-25,1334.728
2004-06-28,1347.349
2004-06-29,1344.451
2004-06-30,1351.209
2004-07-01,1351.84
2004-07-02,1364.251
2004-07-05,1360.093
2004-07-06,1357.483
2004-07-07,1371.528
2004-07-08,1368.814
2004-07-09,1373.81
2004-07-12,1368.813
2004-07-13,1368.299
2004-07-14,1376.733
2004-07-15,1369.891
2004-07-16,1380.212
2004-07-19,1367.332
2004-07-20,1366.736
2004-07-21,1353.109
2004-07-22,1343.778
2004-07-23,1326.278
2004-07-26,1328.416
2004-07-27,1330.274
2004-07-28,1329.118
2004-07-29,1349.269
2004-07-30,1341.727
2004-08-02,1345.99
2004-08-03,1364.003
2004-08-04,1361.325
2004-08-05,1367.071
2004-08-06,1379.413
2004-08-09,1364.908
2004-08-10,1382.155
2004-08-11,1367.952
2004-08-12,1373.078
2004-08-13,1381.291
2004-08-16,1385.477
2004-08-17,1385.738
2004-08-18,1381.76
2004-08-19,1403.371
2004-08-20,1402.902
2004-08-23,1399.565
2004-08-24,1385.108
2004-08-25,1391.583
2004-08-26,1396.204
2004-08-27,1396.087
2004-08-30,1399.375
2004-08-31,1409.095
2004-09-01,1421.456
2004-09-02,1426.896
2004-09-03,1430.474
2004-09-06,1439.242
2004-09-07,1435.681
2004-09-08,1448.247
2004-09-09,1449.293
2004-09-10,1463.961
2004-09-13,1461.981
2004-09-14,1472.201
2004-09-15,1458.985
2004-09-16,1459.178
2004-09-17,1461.934
2004-09-20,1458.284
2004-09-21,1480.61
2004-09-22,1471.926
2004-09-23,1466.639
2004-09-24,1477.212
2004-09-27,1476.93
2004-09-28,1489.969
2004-09-29,1499.351
2004-09-30,1515.637
2004-10-01,1523.961
2004-10-04,1526.929
2004-10-05,1534.29
2004-10-06,1534.467
2004-10-07,1533.406
2004-10-08,1544.508
2004-10-11,1535.655
2004-10-12,1514.956
2004-10-13,1516.645
2004-10-14,1535.197
2004-10-15,1546.917
2004-10-18,1557.924
2004-10-19,1567.679
2004-10-20,1574.808
2004-10-21,1581.225
2004-10-22,1583.575
2004-10-25,1583.33
2004-10-26,1586.821
2004-10-27,1599.401
2004-10-28,1609.502
2004-10-29,1609.294
2004-11-01,1628.075
2004-11-02,1629.069
2004-11-03,1642.509
2004-11-04,1646.619
2004-11-05,1659.031
2004-11-08,1654.252
2004-11-09,1647.729
2004-11-10,1650.15
2004-11-11,1656.141
2004-11-12,1655.186
2004-11-15,1653.455
2004-11-16,1644.818
2004-11-17,1657.676
2004-11-18,1648.356
2004-11-19,1671.558
2004-11-22,1664.544
2004-11-23,1674.067
2004-11-24,1694.48
2004-11-25,1702.118
2004-11-26,1700.518
2004-11-29,1705.957
2004-11-30,1697.579
2004-12-01,1709.07
2004-12-02,1717.883
2004-12-03,1719.708
2004-12-06,1730.976
2004-12-07,1741.103
2004-12-08,1716.571
2004-12-09,1705.246
2004-12-10,1698.668
2004-12-13,1721.519
2004-12-14,1722.741
2004-12-15,1739.035
2004-12-16,1718.964
2004-12-17,1704.114
2004-12-20,1734.455
2004-12-21,1733.576
2004-12-22,1745.828
2004-12-23,1752.425
2004-12-24,1754.261
2004-12-27,1770.234
2004-12-28,1762.756
2004-12-29,1754.529
2004-12-30,1763.082
2004-12-31,1759.08
2005-01-03,1764.819
2005-01-04,1749.78
2005-01-05,1743.776
2005-01-06,1733.607
2005-01-07,1723.843
2005-01-10,1723.391
2005-01-11,1723.138
2005-01-12,1741.853
2005-01-13,1719.905
2005-01-14,1692.794
2005-01-17,1698.167
2005-01-18,1687.017
2005-01-19,1687.566
2005-01-20,1670.683
2005-01-21,1683.747
2005-01-24,1685.046
2005-01-25,1689.103
2005-01-26,1720.728
2005-01-27,1716.396
2005-01-28,1713.604
2005-01-31,1727.181
2005-02-01,1737.506
2005-02-02,1747.981
2005-02-03,1736.478
2005-02-04,1754.887
2005-02-07,1743.721
2005-02-08,1739.712
2005-02-09,1742.364
2005-02-10,1747.091
2005-02-11,1760.574
2005-02-14,1764.989
2005-02-15,1775.914
2005-02-16,1777.857
2005-02-17,1785.438
2005-02-18,1786.561
2005-02-21,1780.436
2005-02-22,1795.948
2005-02-23,1778.605
2005-02-24,1776.763
2005-02-25,1788.812
2005-02-28,1828.822
2005-03-01,1826.435
2005-03-02,1800.665
2005-03-03,1804.05
2005-03-04,1832.906
2005-03-07,1843.486
2005-03-08,1859.73
2005-03-09,1841.615
2005-03-10,1826.793
2005-03-11,1830.582
2005-03-14,1806.484
2005-03-15,1810.097
2005-03-16,1812.264
2005-03-17,1803.405
2005-03-18,1799.916
2005-03-21,1782.072
2005-03-22,1776.231
2005-03-23,1738.861
2005-03-24,1773.147
2005-03-25,1773.147
2005-03-28,1760.703
2005-03-29,1756.545
2005-03-30,1767.687
2005-03-31,1774.202
2005-04-01,1784.28
2005-04-04,1759.207
2005-04-05,1765.726
2005-04-06,1784.846
2005-04-07,1792.48
2005-04-08,1783.848
2005-04-11,1800.62
2005-04-12,1789.257
2005-04-13,1800.425
2005-04-14,1771.755
2005-04-15,1772.822
2005-04-18,1740.828
2005-04-19,1759.584
2005-04-20,1755.183
2005-04-21,1759.768
2005-04-22,1763.359
2005-04-25,1748.158
2005-04-26,1740.03
2005-04-27,1710.529
2005-04-28,1691.925
2005-04-29,1697.721
2005-05-02,1695.188
2005-05-03,1697.979
2005-05-04,1716.956
2005-05-05,1730.793
2005-05-06,1722.906
2005-05-09,1712.984
2005-05-10,1710.086
2005-05-11,1703.53
2005-05-12,1686.864
2005-05-13,1670.663
2005-05-16,1659.37
2005-05-17,1652.236
2005-05-18,1671.869
2005-05-19,1676.158
2005-05-20,1666.253
2005-05-23,1674.438
2005-05-24,1673.237
2005-05-25,1680.719
2005-05-26,1661.195
2005-05-27,1669.192
2005-05-30,1665.869
2005-05-31,1653.365
2005-06-01,1651.092
2005-06-02,1652.193
2005-06-03,1656.555
2005-06-06,1647.755
2005-06-07,1652.318
2005-06-08,1652.314
2005-06-09,1650.684
2005-06-10,1653.189
2005-06-13,1641.93
2005-06-14,1643.54
2005-06-15,1649.058
2005-06-16,1658.224
2005-06-17,1667.42
2005-06-20,1647.464
2005-06-21,1659.33
2005-06-22,1668.025
2005-06-23,1651.158
2005-06-24,1644.493
2005-06-27,1634.461
2005-06-28,1625.797
2005-06-29,1638.171
2005-06-30,1643.931
2005-07-01,1626.928
2005-07-04,1619.394
2005-07-05,1612.676
2005-07-06,1624.801
2005-07-07,1613.175
2005-07-08,1616.82
2005-07-11,1649.766
2005-07-12,1657.594
2005-07-13,1653.039
2005-07-14,1676.075
2005-07-15,1663.384
2005-07-18,1662.899
2005-07-19,1667.286
