Date,USA MID CAP Mid Cap
2001-07-02,546.643
2001-07-03,544.974
2001-07-04,544.974
2001-07-05,539.688
2001-07-06,526.924
2001-07-09,527.286
2001-07-10,519.912
2001-07-11,519.015
2001-07-12,530.919
2001-07-13,533.387
2001-07-16,525.18
2001-07-17,529.99
2001-07-18,526.178
2001-07-19,528.167
2001-07-20,525.792
2001-07-23,519.88
2001-07-24,509.347
2001-07-25,516.445
2001-07-26,524.954
2001-07-27,528.298
2001-07-30,527.484
2001-07-31,529.623
2001-08-01,532.342
2001-08-02,533.476
2001-08-03,531.801
2001-08-06,525.861
2001-08-07,525.026
2001-08-08,515.905
2001-08-09,514.397
2001-08-10,515.923
2001-08-13,519.743
2001-08-14,519.348
2001-08-15,515.916
2001-08-16,515.294
2001-08-17,508.195
2001-08-20,509.541
2001-08-21,504.985
2001-08-22,508.705
2001-08-23,508.299
2001-08-24,514.997
2001-08-27,514.755
2001-08-28,508.804
2001-08-29,505.87
2001-08-30,499.534
2001-08-31,502.191
2001-09-03,502.191
2001-09-04,500.707
2001-09-05,495.614
2001-09-06,487.139
2001-09-07,479.116
2001-09-10,477.328
2001-09-11,477.328
2001-09-12,477.364
2001-09-13,477.364
2001-09-14,477.364
2001-09-17,447.715
2001-09-18,439.8
2001-09-19,431.193
2001-09-20,418.098
2001-09-21,410.179
2001-09-24,422.789
2001-09-25,424.606
2001-09-26,419.235
2001-09-27,424.427
2001-09-28,435.417
2001-10-01,429.852
2001-10-02,435.906
2001-10-03,449.206
2001-10-04,450.737
2001-10-05,449.188
2001-10-08,445.266
2001-10-09,444.123
2001-10-10,454.953
2001-10-11,466.746
2001-10-12,463.555
2001-10-15,462.703
2001-10-16,468.231
2001-10-17,455.874
2001-10-18,451.499
2001-10-19,455.577
2001-10-22,461.462
2001-10-23,460.168
2001-10-24,461.326
2001-10-25,469.054
2001-10-26,470.897
2001-10-29,460.418
2001-10-30,451.474
2001-10-31,454.106
2001-11-01,461.842
2001-11-02,462.833
2001-11-05,472.003
2001-11-06,478.065
2001-11-07,478.125
2001-11-08,475.101
2001-11-09,474.892
2001-11-12,474.937
2001-11-13,484.132
2001-11-14,484.755
2001-11-15,484.217
2001-11-16,484.777
2001-11-19,490.999
2001-11-20,487.104
2001-11-21,484.387
2001-11-22,484.387
2001-11-23,490.176
2001-11-26,495.349
2001-11-27,494.839
2001-11-28,487.017
2001-11-29,492.521
2001-11-30,491.829
2001-12-03,488.531
2001-12-04,498.034
2001-12-05,512.393
2001-12-06,513.165
2001-12-07,508.992
2001-12-10,501.881
2001-12-11,503.249
2001-12-12,502.281
2001-12-13,495.019
2001-12-14,497.109
2001-12-17,501.029
2001-12-18,507.327
2001-12-19,506.961
2001-12-20,501.479
2001-12-21,504.983
2001-12-24,507.048
2001-12-25,507.048
2001-12-26,511.118
2001-12-27,514.281
2001-12-28,518.645
2001-12-31,514.132
2002-01-01,514.132
2002-01-02,513.595
2002-01-03,518.125
2002-01-04,523.246
2002-01-07,519.99
2002-01-08,518.414
2002-01-09,516.88
2002-01-10,515.542
2002-01-11,510.979
2002-01-14,504.479
2002-01-15,506.765
2002-01-16,498.124
2002-01-17,503.081
2002-01-18,498.252
2002-01-21,498.252
2002-01-22,494.579
2002-01-23,502.322
2002-01-24,507.148
2002-01-25,508.797
2002-01-28,509.461
2002-01-29,500.371
2002-01-30,504.421
2002-01-31,509.883
2002-02-01,507.716
2002-02-04,496.038
2002-02-05,493.322
2002-02-06,489.588
2002-02-07,485.775
2002-02-08,493.748
2002-02-11,501.773
2002-02-12,501.018
2002-02-13,506.083
2002-02-14,504.711
2002-02-15,500.454
2002-02-18,500.454
2002-02-19,490.384
2002-02-20,495.617
2002-02-21,490.602
2002-02-22,492.474
2002-02-25,499.586
2002-02-26,503.205
2002-02-27,503.399
2002-02-28,501.249
2002-03-01,510.589
2002-03-04,524.358
2002-03-05,523.434
2002-03-06,530.916
2002-03-07,528.241
2002-03-08,532.347
2002-03-11,533.833
2002-03-12,531.155
2002-03-13,527.347
2002-03-14,528.0
2002-03-15,532.451
2002-03-18,535.473
2002-03-19,537.432
2002-03-20,530.726
2002-03-21,533.203
2002-03-22,530.493
2002-03-25,522.415
2002-03-26,525.262
2002-03-27,531.09
2002-03-28,533.492
2002-03-29,533.492
2002-04-01,533.203
2002-04-02,526.921
2002-04-03,520.778
2002-04-04,522.034
2002-04-05,522.028
2002-04-08,525.876
2002-04-09,524.544
2002-04-10,531.603
2002-04-11,523.845
2002-04-12,527.43
2002-04-15,526.311
2002-04-16,534.611
2002-04-17,534.562
2002-04-18,533.904
2002-04-19,534.557
2002-04-22,528.311
2002-04-23,527.695
2002-04-24,525.513
2002-04-25,525.704
2002-04-26,520.394
2002-04-29,515.381
2002-04-30,523.17
2002-05-01,524.973
2002-05-02,523.55
2002-05-03,519.718
2002-05-06,512.022
2002-05-07,510.16
2002-05-08,524.507
2002-05-09,517.914
2002-05-10,510.659
2002-05-13,516.946
2002-05-14,527.377
2002-05-15,526.799
2002-05-16,525.098
2002-05-17,527.358
2002-05-20,522.676
2002-05-21,516.593
2002-05-22,517.294
2002-05-23,523.639
2002-05-24,519.762
2002-05-27,519.762
2002-05-28,517.158
2002-05-29,514.506
2002-05-30,513.434
2002-05-31,514.821
2002-06-03,501.821
2002-06-04,499.904
2002-06-05,503.722
2002-06-06,495.266
2002-06-07,497.836
2002-06-10,498.451
2002-06-11,489.785
2002-06-12,490.087
2002-06-13,485.151
2002-06-14,484.844
2002-06-17,498.36
2002-06-18,497.957
2002-06-19,492.308
2002-06-20,486.34
2002-06-21,479.52
2002-06-24,477.356
2002-06-25,469.286
2002-06-26,465.198
2002-06-27,471.721
2002-06-28,475.019
2002-07-01,461.529
2002-07-02,448.406
2002-07-03,448.935
2002-07-04,448.935
2002-07-05,466.047
2002-07-08,458.553
2002-07-09,446.97
2002-07-10,433.462
2002-07-11,436.033
2002-07-12,434.465
2002-07-15,433.267
2002-07-16,427.601
2002-07-17,428.291
2002-07-18,417.027
2002-07-19,403.186
2002-07-22,391.586
2002-07-23,379.703
2002-07-24,401.174
2002-07-25,398.952
2002-07-26,401.716
2002-07-29,423.226
2002-07-30,426.382
2002-07-31,426.251
2002-08-01,414.62
2002-08-02,403.372
2002-08-05,390.982
2002-08-06,404.283
2002-08-07,408.96
2002-08-08,420.248
2002-08-09,421.562
2002-08-12,421.274
2002-08-13,411.789
2002-08-14,426.125
2002-08-15,432.831
2002-08-16,433.01
2002-08-19,440.837
2002-08-20,435.172
2002-08-21,440.381
2002-08-22,447.417
2002-08-23,438.389
2002-08-26,442.295
2002-08-27,435.051
2002-08-28,426.939
2002-08-29,427.857
2002-08-30,427.148
2002-09-02,427.148
2002-09-03,412.664
2002-09-04,419.075
2002-09-05,413.231
2002-09-06,421.083
2002-09-09,424.185
2002-09-10,425.846
2002-09-11,425.887
2002-09-12,415.575
2002-09-13,417.296
2002-09-16,415.732
2002-09-17,407.514
2002-09-18,406.852
2002-09-19,395.169
2002-09-20,395.971
2002-09-23,389.757
2002-09-24,382.06
2002-09-25,393.098
2002-09-26,400.71
2002-09-27,391.734
2002-09-30,387.022
2002-10-01,398.092
2002-10-02,388.023
2002-10-03,382.585
2002-10-04,372.636
2002-10-07,364.179
2002-10-08,369.175
2002-10-09,357.648
2002-10-10,372.004
2002-10-11,385.159
2002-10-14,388.611
2002-10-15,404.631
2002-10-16,393.754
2002-10-17,406.257
2002-10-18,407.318
2002-10-21,418.307
2002-10-22,409.936
2002-10-23,414.822
2002-10-24,408.835
2002-10-25,414.705
2002-10-28,410.302
2002-10-29,406.184
2002-10-30,411.627
2002-10-31,410.766
2002-11-01,419.214
2002-11-04,422.41
2002-11-05,421.94
2002-11-06,429.217
2002-11-07,417.849
2002-11-08,411.533
2002-11-11,403.023
2002-11-12,407.503
2002-11-13,407.626
2002-11-14,418.063
2002-11-15,421.527
2002-11-18,418.313
2002-11-19,415.548
2002-11-20,425.774
2002-11-21,435.782
2002-11-22,436.035
2002-11-25,436.93
2002-11-26,427.729
2002-11-27,439.119
2002-11-28,439.119
2002-11-29,438.816
2002-12-02,438.43
2002-12-03,432.104
2002-12-04,428.627
2002-12-05,425.026
2002-12-06,426.819
2002-12-09,417.187
2002-12-10,423.514
2002-12-11,424.823
2002-12-12,424.958
2002-12-13,418.518
2002-12-16,427.709
2002-12-17,425.653
2002-12-18,420.287
2002-12-19,417.451
2002-12-20,423.459
2002-12-23,425.144
2002-12-24,423.249
2002-12-25,423.249
2002-12-26,423.409
2002-12-27,416.798
2002-12-30,418.124
2002-12-31,419.404
2003-01-01,419.404
2003-01-02,432.855
2003-01-03,431.911
2003-01-06,440.335
2003-01-07,436.493
2003-01-08,430.867
2003-01-09,438.576
2003-01-10,438.938
2003-01-13,437.38
2003-01-14,438.127
2003-01-15,433.547
2003-01-16,432.578
2003-01-17,426.824
2003-01-20,426.825
2003-01-21,419.814
2003-01-22,416.933
2003-01-23,422.581
2003-01-24,412.997
2003-01-27,405.279
2003-01-28,411.36
2003-01-29,414.63
2003-01-30,407.616
2003-01-31,412.651
2003-02-03,413.793
2003-02-04,408.318
2003-02-05,406.581
2003-02-06,403.766
2003-02-07,399.773
2003-02-10,403.172
2003-02-11,400.484
2003-02-12,394.125
2003-02-13,391.901
2003-02-14,398.716
2003-02-17,398.716
2003-02-18,406.898
2003-02-19,403.768
2003-02-20,401.997
2003-02-21,407.907
2003-02-24,401.362
2003-02-25,403.636
2003-02-26,399.511
2003-02-27,403.892
2003-02-28,406.239
2003-03-03,403.712
2003-03-04,397.336
2003-03-05,399.171
2003-03-06,398.026
2003-03-07,400.914
2003-03-10,391.695
2003-03-11,387.189
2003-03-12,387.561
2003-03-13,401.114
2003-03-14,401.244
2003-03-17,415.171
2003-03-18,417.621
2003-03-19,417.455
2003-03-20,420.537
2003-03-21,428.947
2003-03-24,414.106
2003-03-25,419.965
2003-03-26,418.589
2003-03-27,418.645
2003-03-28,417.245
2003-03-31,411.731
2003-04-01,414.342
2003-04-02,423.897
2003-04-03,421.649
2003-04-04,420.681
2003-04-07,421.577
2003-04-08,419.181
2003-04-09,414.053
2003-04-10,416.911
2003-04-11,416.104
2003-04-14,423.293
2003-04-15,426.34
2003-04-16,420.684
2003-04-17,428.423
2003-04-18,428.423
2003-04-21,428.915
2003-04-22,437.707
2003-04-23,439.568
2003-04-24,437.113
2003-04-25,430.888
2003-04-28,438.167
2003-04-29,439.547
2003-04-30,439.776
2003-05-01,439.293
2003-05-02,447.241
2003-05-05,448.257
2003-05-06,452.809
2003-05-07,450.772
2003-05-08,446.765
2003-05-09,453.152
2003-05-12,459.137
2003-05-13,458.966
2003-05-14,458.383
2003-05-15,462.577
2003-05-16,463.811
2003-05-19,452.239
2003-05-20,451.687
2003-05-21,454.484
2003-05-22,460.265
2003-05-23,462.877
2003-05-26,462.877
2003-05-27,472.859
2003-05-28,472.367
2003-05-29,471.057
2003-05-30,481.718
2003-06-02,482.585
2003-06-03,482.058
2003-06-04,490.581
2003-06-05,494.795
2003-06-06,493.072
2003-06-09,484.642
2003-06-10,489.014
2003-06-11,496.776
2003-06-12,497.096
2003-06-13,490.217
2003-06-16,499.871
2003-06-17,498.334
2003-06-18,496.534
2003-06-19,489.32
2003-06-20,489.315
2003-06-23,481.62
2003-06-24,481.652
2003-06-25,480.424
2003-06-26,485.381
2003-06-27,482.22
2003-06-30,481.509
2003-07-01,483.772
2003-07-02,489.698
2003-07-03,487.103
2003-07-04,487.103
2003-07-07,495.379
2003-07-08,499.656
2003-07-09,498.467
2003-07-10,490.811
2003-07-11,494.387
2003-07-14,497.939
2003-07-15,496.21
2003-07-16,492.242
2003-07-17,486.224
2003-07-18,491.425
2003-07-21,485.811
2003-07-22,491.474
2003-07-23,491.765
2003-07-24,489.892
2003-07-25,496.099
2003-07-28,496.444
2003-07-29,494.007
2003-07-30,492.254
2003-07-31,494.225
2003-08-01,490.455
2003-08-04,489.87
2003-08-05,481.611
2003-08-06,480.886
2003-08-07,483.859
2003-08-08,485.246
2003-08-11,487.632
2003-08-12,493.102
2003-08-13,491.889
2003-08-14,495.465
2003-08-15,495.809
2003-08-18,500.992
2003-08-19,503.872
2003-08-20,505.239
2003-08-21,510.016
2003-08-22,504.378
2003-08-25,503.234
2003-08-26,504.154
2003-08-27,505.93
2003-08-28,511.241
2003-08-29,515.07
2003-09-01,515.07
2003-09-02,521.264
2003-09-03,522.255
2003-09-04,522.898
2003-09-05,519.666
2003-09-08,525.193
2003-09-09,519.903
2003-09-10,510.574
2003-09-11,514.108
2003-09-12,516.019
2003-09-15,514.066
2003-09-16,521.426
2003-09-17,519.707
2003-09-18,526.667
2003-09-19,526.278
2003-09-22,519.498
2003-09-23,523.621
2003-09-24,514.554
2003-09-25,509.894
2003-09-26,505.124
2003-09-29,510.706
2003-09-30,507.137
2003-10-01,516.721
2003-10-02,518.894
2003-10-03,526.001
2003-10-06,528.945
2003-10-07,531.415
2003-10-08,529.612
2003-10-09,532.329
2003-10-10,532.904
2003-10-13,537.81
2003-10-14,540.036
2003-10-15,537.459
2003-10-16,539.601
2003-10-17,532.725
2003-10-20,535.179
2003-10-21,536.528
2003-10-22,529.764
2003-10-23,531.207
2003-10-24,530.172
2003-10-27,533.157
2003-10-28,541.069
2003-10-29,543.079
2003-10-30,543.525
2003-10-31,544.801
2003-11-03,550.25
2003-11-04,548.036
2003-11-05,549.531
2003-11-06,553.564
2003-11-07,552.345
2003-11-10,546.666
2003-11-11,545.458
2003-11-12,552.988
2003-11-13,554.096
2003-11-14,548.552
2003-11-17,543.231
2003-11-18,537.251
2003-11-19,538.689
2003-11-20,535.459
2003-11-21,537.756
2003-11-24,548.57
2003-11-25,551.621
2003-11-26,555.359
2003-11-27,555.359
2003-11-28,556.718
2003-12-01,563.812
2003-12-02,562.266
2003-12-03,559.218
2003-12-04,559.501
2003-12-05,555.05
2003-12-08,558.979
2003-12-09,552.874
2003-12-10,549.248
2003-12-11,557.335
2003-12-12,559.321
2003-12-15,553.822
2003-12-16,554.744
2003-12-17,556.82
2003-12-18,565.61
2003-12-19,564.305
2003-12-22,566.97
2003-12-23,568.895
2003-12-24,568.347
2003-12-25,568.347
2003-12-26,569.37
2003-12-29,576.06
2003-12-30,576.37
2003-12-31,575.888
2004-01-01,575.888
2004-01-02,573.227
2004-01-05,579.212
2004-01-06,580.682
2004-01-07,581.63
2004-01-08,584.323
2004-01-09,583.021
2004-01-12,586.047
2004-01-13,582.165
2004-01-14,586.596
2004-01-15,587.599
2004-01-16,593.322
2004-01-19,593.322
2004-01-20,595.94
2004-01-21,598.764
2004-01-22,595.47
2004-01-23,594.843
2004-01-26,599.36
2004-01-27,594.911
2004-01-28,588.163
2004-01-29,588.77
2004-01-30,589.565
2004-02-02,590.407
2004-02-03,590.777
2004-02-04,584.698
2004-02-05,585.966
2004-02-06,595.989
2004-02-09,596.388
2004-02-10,599.539
2004-02-11,606.189
2004-02-12,604.656
2004-02-13,600.834
2004-02-16,600.834
2004-02-17,606.614
2004-02-18,604.285
2004-02-19,600.665
2004-02-20,597.89
2004-02-23,593.377
2004-02-24,592.786
2004-02-25,596.781
2004-02-26,600.321
2004-02-27,603.138
2004-03-01,610.743
2004-03-02,607.898
2004-03-03,608.348
2004-03-04,610.96
2004-03-05,613.605
2004-03-08,607.988
2004-03-09,602.823
2004-03-10,593.398
2004-03-11,585.35
2004-03-12,594.497
2004-03-15,586.112
2004-03-16,588.456
2004-03-17,597.296
2004-03-18,596.669
2004-03-19,591.46
2004-03-22,583.172
2004-03-23,583.147
2004-03-24,581.355
2004-03-25,591.05
2004-03-26,591.183
2004-03-29,598.521
2004-03-30,602.018
2004-03-31,603.362
2004-04-01,606.566
2004-04-02,611.427
2004-04-05,614.685
2004-04-06,612.075
2004-04-07,609.491
2004-04-08,608.514
2004-04-09,608.514
2004-04-12,609.789
2004-04-13,600.021
2004-04-14,597.919
2004-04-15,597.85
2004-04-16,600.996
2004-04-19,602.223
2004-04-20,593.404
2004-04-21,597.126
2004-04-22,608.444
2004-04-23,606.687
2004-04-26,603.649
2004-04-27,605.584
2004-04-28,596.674
2004-04-29,588.661
2004-04-30,584.895
2004-05-03,590.709
2004-05-04,591.598
2004-05-05,594.271
2004-05-06,588.803
2004-05-07,577.858
2004-05-10,568.309
2004-05-11,574.905
2004-05-12,574.398
2004-05-13,575.683
2004-05-14,575.172
2004-05-17,568.403
2004-05-18,573.409
2004-05-19,572.633
2004-05-20,572.192
2004-05-21,576.049
2004-05-24,580.494
2004-05-25,590.961
2004-05-26,593.002
2004-05-27,595.62
2004-05-28,598.419
2004-05-31,598.419
2004-06-01,598.032
2004-06-02,599.116
2004-06-03,592.735
2004-06-04,596.247
2004-06-07,606.773
2004-06-08,606.666
2004-06-09,599.261
2004-06-10,601.502
2004-06-11,601.502
2004-06-14,593.595
2004-06-15,599.374
2004-06-16,600.314
2004-06-17,599.417
2004-06-18,600.625
2004-06-21,599.756
2004-06-22,604.16
2004-06-23,610.79
2004-06-24,609.518
2004-06-25,611.823
2004-06-28,608.26
2004-06-29,609.17
2004-06-30,614.002
2004-07-01,607.454
2004-07-02,605.162
2004-07-05,605.162
2004-07-06,598.454
2004-07-07,599.944
2004-07-08,592.546
2004-07-09,595.444
2004-07-12,594.479
2004-07-13,594.545
2004-07-14,593.715
2004-07-15,594.511
2004-07-16,591.266
2004-07-19,591.575
2004-07-20,597.078
2004-07-21,586.641
2004-07-22,586.727
2004-07-23,581.313
2004-07-26,575.92
2004-07-27,582.372
2004-07-28,582.305
2004-07-29,587.671
2004-07-30,588.899
2004-08-02,590.583
2004-08-03,585.043
2004-08-04,583.499
2004-08-05,574.165
2004-08-06,564.325
2004-08-09,565.641
2004-08-10,573.606
2004-08-11,570.026
2004-08-12,563.432
2004-08-13,563.781
2004-08-16,573.158
2004-08-17,574.87
2004-08-18,582.878
2004-08-19,580.145
2004-08-20,585.546
2004-08-23,583.429
2004-08-24,583.713
2004-08-25,588.418
2004-08-26,589.362
2004-08-27,590.92
2004-08-30,585.791
2004-08-31,589.185
2004-09-01,592.206
2004-09-02,599.069
2004-09-03,596.931
2004-09-06,596.931
2004-09-07,601.982
2004-09-08,597.869
2004-09-09,600.265
2004-09-10,603.835
2004-09-13,607.374
2004-09-14,607.579
2004-09-15,602.756
2004-09-16,607.007
2004-09-17,609.121
2004-09-20,607.072
2004-09-21,612.72
2004-09-22,605.827
2004-09-23,604.354
2004-09-24,606.644
2004-09-27,601.997
2004-09-28,605.508
2004-09-29,607.799
2004-09-30,612.604
2004-10-01,622.145
2004-10-04,624.918
2004-10-05,623.636
2004-10-06,627.867
2004-10-07,620.817
2004-10-08,616.46
2004-10-11,616.994
2004-10-12,615.533
2004-10-13,610.498
2004-10-14,607.13
2004-10-15,609.805
2004-10-18,612.535
2004-10-19,607.841
2004-10-20,610.053
2004-10-21,615.921
2004-10-22,610.902
2004-10-25,611.546
2004-10-26,619.027
2004-10-27,627.457
2004-10-28,626.886
2004-10-29,630.732
2004-11-01,630.828
2004-11-02,630.478
2004-11-03,637.634
2004-11-04,647.391
2004-11-05,649.099
2004-11-08,647.546
2004-11-09,647.783
2004-11-10,649.536
2004-11-11,655.96
2004-11-12,663.422
2004-11-15,663.151
2004-11-16,659.239
2004-11-17,663.375
2004-11-18,665.19
2004-11-19,658.751
2004-11-22,665.251
2004-11-23,667.045
2004-11-24,672.456
2004-11-25,672.456
2004-11-26,673.713
2004-11-29,671.374
2004-11-30,669.233
2004-12-01,677.474
2004-12-02,674.219
2004-12-03,676.814
2004-12-06,676.922
2004-12-07,668.094
2004-12-08,669.36
2004-12-09,673.555
2004-12-10,674.193
2004-12-13,679.94
2004-12-14,684.053
2004-12-15,687.679
2004-12-16,683.974
2004-12-17,683.836
2004-12-20,683.32
2004-12-21,689.686
2004-12-22,690.906
2004-12-23,691.103
2004-12-24,691.103
2004-12-27,687.59
2004-12-28,694.232
2004-12-29,695.909
2004-12-30,696.848
2004-12-31,696.836
2005-01-03,686.016
2005-01-04,675.502
2005-01-05,668.947
2005-01-06,672.088
2005-01-07,670.607
2005-01-10,672.384
2005-01-11,668.404
2005-01-12,671.913
2005-01-13,670.199
2005-01-14,676.015
2005-01-17,676.015
2005-01-18,682.478
2005-01-19,676.395
2005-01-20,672.078
2005-01-21,668.269
2005-01-24,663.484
2005-01-25,663.684
2005-01-26,668.236
2005-01-27,670.452
2005-01-28,667.498
2005-01-31,675.383
2005-02-01,679.467
2005-02-02,683.616
2005-02-03,683.27
2005-02-04,692.481
2005-02-07,690.423
2005-02-08,691.314
2005-02-09,683.643
2005-02-10,686.788
2005-02-11,693.925
2005-02-14,693.798
2005-02-15,696.306
2005-02-16,697.968
2005-02-17,692.419
2005-02-18,693.166
2005-02-21,693.166
2005-02-22,682.178
2005-02-23,685.666
2005-02-24,693.186
2005-02-25,701.652
2005-02-28,697.932
2005-03-01,702.417
2005-03-02,702.639
2005-03-03,703.507
2005-03-04,711.561
2005-03-07,715.332
2005-03-08,710.71
2005-03-09,701.477
2005-03-10,700.872
2005-03-11,698.409
2005-03-14,704.452
2005-03-15,699.967
2005-03-16,692.88
2005-03-17,695.613
2005-03-18,693.749
2005-03-21,692.711
2005-03-22,687.23
2005-03-23,684.83
2005-03-24,686.742
2005-03-25,686.742
2005-03-28,686.423
2005-03-29,678.973
2005-03-30,688.833
2005-03-31,692.445
2005-04-01,690.483
2005-04-04,689.987
2005-04-05,691.841
2005-04-06,693.977
2005-04-07,697.812
2005-04-08,691.28
2005-04-11,692.093
2005-04-12,695.837
2005-04-13,685.247
2005-04-14,674.781
2005-04-15,660.31
2005-04-18,664.58
2005-04-19,672.414
2005-04-20,662.628
2005-04-21,675.003
2005-04-22,671.074
2005-04-25,678.819
2005-04-26,671.305
2005-04-27,670.769
2005-04-28,661.397
2005-04-29,667.396
2005-05-02,671.503
2005-05-03,669.67
2005-05-04,679.424
2005-05-05,678.78
2005-05-06,680.379
2005-05-09,685.761
2005-05-10,679.193
2005-05-11,681.665
2005-05-12,671.922
2005-05-13,668.247
2005-05-16,675.177
2005-05-17,681.073
2005-05-18,690.413
2005-05-19,693.182
2005-05-20,693.412
2005-05-23,697.077
2005-05-24,697.322
2005-05-25,693.263
2005-05-26,698.231
2005-05-27,700.523
2005-05-30,700.523
2005-05-31,699.409
2005-06-01,705.073
2005-06-02,707.202
2005-06-03,704.51
2005-06-06,705.695
2005-06-07,705.722
2005-06-08,704.261
2005-06-09,708.702
2005-06-10,706.718
2005-06-13,709.954
2005-06-14,713.84
2005-06-15,715.78
2005-06-16,720.202
2005-06-17,724.053
2005-06-20,722.599
2005-06-21,720.668
2005-06-22,721.72
2005-06-23,716.461
2005-06-24,710.833
2005-06-27,711.293
2005-06-28,719.393
2005-06-29,719.85
2005-06-30,717.217
2005-07-01,720.716
2005-07-04,720.716
2005-07-05,728.104
2005-07-06,724.369
2005-07-07,727.624
2005-07-08,735.402
2005-07-11,740.603
2005-07-12,742.138
2005-07-13,741.062
2005-07-14,739.695
2005-07-15,741.661
2005-07-18,740.749
2005-07-19,748.052
2005-07-20,753.321
2005-07-21,745.469
2005-07-22,751.862
2005-07-25,748.308
2005-07-26,750.828
2005-07-27,752.808
2005-07-28,759.432
2005-07-29,755.736
2005-08-01,757.159
2005-08-02,762.271
2005-08-03,762.115
2005-08-04,755.728
2005-08-05,746.641
2005-08-08,743.148
2005-08-09,746.373
2005-08-10,748.138
2005-08-11,753.558
2005-08-12,750.981
2005-08-15,752.712
2005-08-16,743.176
2005-08-17,743.159
2005-08-18,741.448
2005-08-19,743.165
2005-08-22,744.019
2005-08-23,742.405
2005-08-24,740.74
2005-08-25,743.032
2005-08-26,738.15
2005-08-29,742.295
2005-08-30,740.82
2005-08-31,752.005
2005-09-01,754.022
2005-09-02,749.772
2005-09-05,749.772
2005-09-06,758.36
2005-09-07,761.56
2005-09-08,758.169
2005-09-09,765.916
2005-09-12,765.919
2005-09-13,760.591
2005-09-14,758.32
2005-09-15,758.618
2005-09-16,761.497
2005-09-19,757.477
2005-09-20,750.851
2005-09-21,743.056
2005-09-22,744.819
2005-09-23,747.319
2005-09-26,750.123
2005-09-27,750.221
2005-09-28,751.773
2005-09-29,759.27
2005-09-30,764.25
2005-10-03,766.778
2005-10-04,757.037
2005-10-05,741.544
2005-10-06,733.749
2005-10-07,738.754
2005-10-10,731.065
2005-10-11,729.078
2005-10-12,720.693
2005-10-13,718.108
2005-10-14,726.293
2005-10-17,730.947
2005-10-18,720.217
2005-10-19,730.136
2005-10-20,720.201
2005-10-21,725.572
2005-10-24,739.484
2005-10-25,737.677
2005-10-26,733.0
2005-10-27,720.144
2005-10-28,732.81
2005-10-31,742.831
2005-11-01,742.354
2005-11-02,753.268
2005-11-03,755.704
2005-11-04,754.73
2005-11-07,754.928
2005-11-08,750.517
2005-11-09,752.389
2005-11-10,757.944
