Date,USA MID CAP Mid Cap
2001-01-01,532.179
2001-01-02,507.441
2001-01-03,530.838
2001-01-04,521.306
2001-01-05,506.276
2001-01-08,503.814
2001-01-09,506.415
2001-01-10,518.61
2001-01-11,526.818
2001-01-12,526.875
2001-01-15,526.875
2001-01-16,528.285
2001-01-17,532.302
2001-01-18,533.671
2001-01-19,529.379
2001-01-22,533.289
2001-01-23,546.011
2001-01-24,547.636
2001-01-25,544.194
2001-01-26,545.801
2001-01-29,555.806
2001-01-30,557.742
2001-01-31,554.005
2001-02-01,552.753
2001-02-02,543.417
2001-02-05,543.728
2001-02-06,547.505
2001-02-07,543.834
2001-02-08,541.736
2001-02-09,536.977
2001-02-12,539.51
2001-02-13,536.217
2001-02-14,538.814
2001-02-15,544.187
2001-02-16,535.108
2001-02-19,535.099
2001-02-20,524.213
2001-02-21,516.585
2001-02-22,511.848
2001-02-23,511.886
2001-02-26,524.575
2001-02-27,516.004
2001-02-28,509.812
2001-03-01,509.62
2001-03-02,511.03
2001-03-05,512.326
2001-03-06,518.431
2001-03-07,521.666
2001-03-08,518.554
2001-03-09,507.085
2001-03-12,487.957
2001-03-13,492.152
2001-03-14,482.525
2001-03-15,481.189
2001-03-16,471.465
2001-03-19,481.943
2001-03-20,473.208
2001-03-21,463.151
2001-03-22,458.839
2001-03-23,469.953
2001-03-26,476.935
2001-03-27,482.658
2001-03-28,471.483
2001-03-29,470.653
2001-03-30,475.905
2001-04-02,467.177
2001-04-03,449.32
2001-04-04,448.21
2001-04-05,469.375
2001-04-06,459.526
2001-04-09,466.318
2001-04-10,481.887
2001-04-11,479.955
2001-04-12,488.537
2001-04-13,488.537
2001-04-16,485.201
2001-04-17,490.493
2001-04-18,511.116
2001-04-19,516.995
2001-04-20,512.271
2001-04-23,502.987
2001-04-24,500.426
2001-04-25,509.58
2001-04-26,513.248
2001-04-27,520.42
2001-04-30,525.994
2001-05-01,529.927
2001-05-02,531.795
2001-05-03,522.252
2001-05-04,529.41
2001-05-07,526.523
2001-05-08,527.159
2001-05-09,525.414
2001-05-10,525.242
2001-05-11,521.544
2001-05-14,520.589
2001-05-15,523.253
2001-05-16,538.631
2001-05-17,546.432
2001-05-18,547.265
2001-05-21,560.624
2001-05-22,560.727
2001-05-23,549.333
2001-05-24,551.748
2001-05-25,549.068
2001-05-28,549.068
2001-05-29,540.512
2001-05-30,529.233
2001-05-31,536.79
2001-06-01,541.485
2001-06-04,542.963
2001-06-05,553.123
2001-06-06,548.238
2001-06-07,550.863
2001-06-08,546.26
2001-06-11,537.803
2001-06-12,537.124
2001-06-13,532.769
2001-06-14,518.685
2001-06-15,520.096
2001-06-18,515.226
2001-06-19,515.722
2001-06-20,521.806
2001-06-21,523.771
2001-06-22,518.163
2001-06-25,516.268
2001-06-26,518.402
2001-06-27,520.367
2001-06-28,526.91
2001-06-29,535.121
2001-07-02,533.691
2001-07-03,532.065
2001-07-04,532.065
2001-07-05,526.904
2001-07-06,514.457
2001-07-09,514.81
2001-07-10,507.61
2001-07-11,506.737
2001-07-12,518.361
2001-07-13,520.777
2001-07-16,512.764
2001-07-17,517.461
2001-07-18,513.744
2001-07-19,515.688
2001-07-20,513.369
2001-07-23,507.597
2001-07-24,497.312
2001-07-25,504.246
2001-07-26,512.563
2001-07-27,515.838
2001-07-30,515.048
2001-07-31,517.138
2001-08-01,519.8
2001-08-02,520.913
2001-08-03,519.288
2001-08-06,513.49
2001-08-07,512.675
2001-08-08,503.776
2001-08-09,502.312
2001-08-10,503.804
2001-08-13,507.549
2001-08-14,507.163
2001-08-15,503.819
2001-08-16,503.221
2001-08-17,496.29
2001-08-20,497.605
2001-08-21,493.157
2001-08-22,496.797
2001-08-23,496.406
2001-08-24,502.947
2001-08-27,502.714
2001-08-28,496.902
2001-08-29,494.055
2001-08-30,487.87
2001-08-31,490.468
2001-09-03,490.468
2001-09-04,489.019
2001-09-05,484.055
2001-09-06,475.795
2001-09-07,467.966
2001-09-10,466.219
2001-09-11,466.219
2001-09-12,466.255
2001-09-13,466.255
2001-09-14,466.255
2001-09-17,437.326
2001-09-18,429.609
2001-09-19,421.202
2001-09-20,408.412
2001-09-21,400.678
2001-09-24,412.997
2001-09-25,414.771
2001-09-26,409.537
2001-09-27,414.613
2001-09-28,425.349
2001-10-01,419.914
2001-10-02,425.827
2001-10-03,438.829
2001-10-04,440.325
2001-10-05,438.826
2001-10-08,434.995
2001-10-09,433.879
2001-10-10,444.461
2001-10-11,455.983
2001-10-12,452.871
2001-10-15,452.039
2001-10-16,457.442
2001-10-17,445.371
2001-10-18,441.106
2001-10-19,445.09
2001-10-22,450.84
2001-10-23,449.575
2001-10-24,450.71
2001-10-25,458.264
2001-10-26,460.066
2001-10-29,449.836
2001-10-30,441.103
2001-10-31,443.68
2001-11-01,451.243
2001-11-02,452.22
2001-11-05,461.189
2001-11-06,467.112
2001-11-07,467.189
2001-11-08,464.239
2001-11-09,464.039
2001-11-12,464.082
2001-11-13,473.072
2001-11-14,473.683
2001-11-15,473.167
2001-11-16,473.718
2001-11-19,479.8
2001-11-20,476.0
2001-11-21,473.353
2001-11-22,473.353
2001-11-23,479.01
2001-11-26,484.066
2001-11-27,483.567
2001-11-28,475.935
2001-11-29,481.326
2001-11-30,480.649
2001-12-03,477.429
2001-12-04,486.716
2001-12-05,500.762
2001-12-06,501.531
2001-12-07,497.454
2001-12-10,490.507
2001-12-11,491.844
2001-12-12,490.92
2001-12-13,483.841
2001-12-14,485.883
2001-12-17,489.719
2001-12-18,495.884
2001-12-19,495.534
2001-12-20,490.176
2001-12-21,493.608
2001-12-24,495.628
2001-12-25,495.628
2001-12-26,499.607
2001-12-27,502.71
2001-12-28,506.975
2001-12-31,502.564
2002-01-01,502.564
2002-01-02,502.04
2002-01-03,506.468
2002-01-04,511.474
2002-01-07,508.291
2002-01-08,506.766
2002-01-09,505.269
2002-01-10,503.961
2002-01-11,499.506
2002-01-14,493.151
2002-01-15,495.387
2002-01-16,486.94
2002-01-17,491.79
2002-01-18,487.069
2002-01-21,487.069
2002-01-22,483.479
2002-01-23,491.052
2002-01-24,495.773
2002-01-25,497.385
2002-01-28,498.034
2002-01-29,489.156
2002-01-30,493.122
2002-01-31,498.476
2002-02-01,496.358
2002-02-04,484.949
2002-02-05,482.306
2002-02-06,478.659
2002-02-07,474.94
2002-02-08,482.735
2002-02-11,490.585
2002-02-12,489.851
2002-02-13,494.82
2002-02-14,493.483
2002-02-15,489.32
2002-02-18,489.32
2002-02-19,479.474
2002-02-20,484.602
2002-02-21,479.702
2002-02-22,481.533
2002-02-25,488.487
2002-02-26,492.026
2002-02-27,492.23
2002-02-28,490.136
2002-03-01,499.268
2002-03-04,512.735
2002-03-05,511.832
2002-03-06,519.166
2002-03-07,516.57
2002-03-08,520.586
2002-03-11,522.039
2002-03-12,519.428
2002-03-13,515.721
2002-03-14,516.369
2002-03-15,520.721
2002-03-18,523.69
2002-03-19,525.608
2002-03-20,519.052
2002-03-21,521.482
2002-03-22,518.835
2002-03-25,510.935
2002-03-26,513.722
2002-03-27,519.426
2002-03-28,521.775
2002-03-29,521.775
2002-04-01,521.492
2002-04-02,515.349
2002-04-03,509.344
2002-04-04,510.572
2002-04-05,510.567
2002-04-08,514.344
2002-04-09,513.042
2002-04-10,519.949
2002-04-11,512.361
2002-04-12,515.868
2002-04-15,514.778
2002-04-16,522.897
2002-04-17,522.85
2002-04-18,522.206
2002-04-19,522.848
2002-04-22,516.739
2002-04-23,516.136
2002-04-24,514.006
2002-04-25,514.196
2002-04-26,509.011
2002-04-29,504.113
2002-04-30,511.732
2002-05-01,513.502
2002-05-02,512.123
2002-05-03,508.387
2002-05-06,500.868
2002-05-07,499.047
2002-05-08,513.086
2002-05-09,506.642
2002-05-10,499.548
2002-05-13,505.709
2002-05-14,515.916
2002-05-15,515.362
2002-05-16,513.701
2002-05-17,515.912
2002-05-20,511.331
2002-05-21,505.383
2002-05-22,506.077
2002-05-23,512.287
2002-05-24,508.495
2002-05-27,508.495
2002-05-28,505.947
2002-05-29,503.361
2002-05-30,502.318
2002-05-31,503.675
2002-06-03,490.96
2002-06-04,489.09
2002-06-05,492.863
2002-06-06,484.613
2002-06-07,487.128
2002-06-10,487.729
2002-06-11,479.25
2002-06-12,479.572
2002-06-13,474.749
2002-06-14,474.456
2002-06-17,487.683
2002-06-18,487.302
2002-06-19,481.779
2002-06-20,475.939
2002-06-21,469.265
2002-06-24,467.153
2002-06-25,459.257
2002-06-26,455.273
2002-06-27,461.656
2002-06-28,464.884
2002-07-01,451.681
2002-07-02,438.842
2002-07-03,439.363
2002-07-04,439.363
2002-07-05,456.112
2002-07-08,448.791
2002-07-09,437.455
2002-07-10,424.237
2002-07-11,426.753
2002-07-12,425.218
2002-07-15,424.047
2002-07-16,418.507
2002-07-17,419.185
2002-07-18,408.161
2002-07-19,394.615
2002-07-22,383.261
2002-07-23,371.631
2002-07-24,392.65
2002-07-25,390.479
2002-07-26,393.184
2002-07-29,414.243
2002-07-30,417.338
2002-07-31,417.222
2002-08-01,405.847
2002-08-02,394.841
2002-08-05,382.726
2002-08-06,395.746
2002-08-07,400.327
2002-08-08,411.392
2002-08-09,412.684
2002-08-12,412.426
2002-08-13,403.142
2002-08-14,417.198
2002-08-15,423.774
2002-08-16,423.954
2002-08-19,431.627
2002-08-20,426.083
2002-08-21,431.206
2002-08-22,438.097
2002-08-23,429.259
2002-08-26,433.083
2002-08-27,425.99
2002-08-28,418.066
2002-08-29,418.972
2002-08-30,418.282
2002-09-02,418.282
2002-09-03,404.104
2002-09-04,410.4
2002-09-05,404.69
2002-09-06,412.4
2002-09-09,415.447
2002-09-10,417.074
2002-09-11,417.146
2002-09-12,407.07
2002-09-13,408.766
2002-09-16,407.234
2002-09-17,399.187
2002-09-18,398.558
2002-09-19,387.113
2002-09-20,387.9
2002-09-23,381.817
2002-09-24,374.285
2002-09-25,385.106
2002-09-26,392.576
2002-09-27,383.783
2002-09-30,379.166
2002-10-01,390.012
2002-10-02,380.149
2002-10-03,374.828
2002-10-04,365.081
2002-10-07,356.795
2002-10-08,361.707
2002-10-09,350.418
2002-10-10,364.499
2002-10-11,377.389
2002-10-14,380.771
2002-10-15,396.469
2002-10-16,385.812
2002-10-17,398.063
2002-10-18,399.103
2002-10-21,409.87
2002-10-22,401.668
2002-10-23,406.462
2002-10-24,400.598
2002-10-25,406.35
2002-10-28,402.036
2002-10-29,398.008
2002-10-30,403.385
2002-10-31,402.547
2002-11-01,410.826
2002-11-04,413.968
2002-11-05,413.519
2002-11-06,420.672
2002-11-07,409.558
2002-11-08,403.381
2002-11-11,395.05
2002-11-12,399.449
2002-11-13,399.572
2002-11-14,409.822
2002-11-15,413.222
2002-11-18,410.087
2002-11-19,407.376
2002-11-20,417.427
2002-11-21,427.239
2002-11-22,427.491
2002-11-25,428.373
2002-11-26,419.371
2002-11-27,430.551
2002-11-28,430.551
2002-11-29,430.254
2002-12-02,429.88
2002-12-03,423.678
2002-12-04,420.305
2002-12-05,416.785
2002-12-06,418.561
2002-12-09,409.124
2002-12-10,415.336
2002-12-11,416.648
2002-12-12,416.8
2002-12-13,410.484
2002-12-16,419.505
2002-12-17,417.499
2002-12-18,412.26
2002-12-19,409.493
2002-12-20,415.386
2002-12-23,417.043
2002-12-24,415.19
2002-12-25,415.19
2002-12-26,415.354
2002-12-27,408.893
2002-12-30,410.199
