Date,USA MID CAP Mid Cap
2002-12-31,411.461
2003-01-01,411.461
2003-01-02,424.658
2003-01-03,423.732
2003-01-06,431.997
2003-01-07,428.229
2003-01-08,422.73
2003-01-09,430.294
2003-01-10,430.649
2003-01-13,429.129
2003-01-14,429.862
2003-01-15,425.37
2003-01-16,424.419
2003-01-17,418.775
2003-01-20,418.776
2003-01-21,411.897
2003-01-22,409.082
2003-01-23,414.627
2003-01-24,405.223
2003-01-27,397.65
2003-01-28,403.617
2003-01-29,406.835
2003-01-30,399.97
2003-01-31,404.91
2003-02-03,406.03
2003-02-04,400.663
2003-02-05,398.99
2003-02-06,396.234
2003-02-07,392.331
2003-02-10,395.689
2003-02-11,393.05
2003-02-12,386.841
2003-02-13,384.68
2003-02-14,391.378
2003-02-17,391.378
2003-02-18,399.417
2003-02-19,396.363
2003-02-20,394.629
2003-02-21,400.436
2003-02-24,394.011
2003-02-25,396.243
2003-02-26,392.212
2003-02-27,396.526
2003-02-28,398.83
2003-03-03,396.354
2003-03-04,390.099
2003-03-05,391.93
2003-03-06,390.84
2003-03-07,393.686
2003-03-10,384.645
2003-03-11,380.22
2003-03-12,380.617
2003-03-13,393.938
2003-03-14,394.074
2003-03-17,407.756
2003-03-18,410.182
2003-03-19,410.021
2003-03-20,413.055
2003-03-21,421.315
2003-03-24,406.742
2003-03-25,412.497
2003-03-26,411.151
2003-03-27,411.221
2003-03-28,409.846
2003-03-31,404.431
2003-04-01,407.002
2003-04-02,416.388
2003-04-03,414.184
2003-04-04,413.236
2003-04-07,414.121
2003-04-08,411.777
2003-04-09,406.744
2003-04-10,409.552
2003-04-11,408.762
2003-04-14,415.832
2003-04-15,418.826
2003-04-16,413.269
2003-04-17,420.874
2003-04-18,420.874
2003-04-21,421.357
2003-04-22,429.994
2003-04-23,431.827
2003-04-24,429.416
2003-04-25,423.301
2003-04-28,430.46
2003-04-29,431.831
2003-04-30,432.074
2003-05-01,431.609
2003-05-02,439.423
2003-05-05,440.434
2003-05-06,444.907
2003-05-07,442.912
2003-05-08,438.987
2003-05-09,445.271
2003-05-12,451.176
2003-05-13,451.029
2003-05-14,450.483
2003-05-15,454.611
2003-05-16,455.824
2003-05-19,444.463
2003-05-20,443.923
2003-05-21,446.699
2003-05-22,452.382
2003-05-23,454.95
2003-05-26,454.95
2003-05-27,464.76
2003-05-28,464.292
2003-05-29,463.018
2003-05-30,473.496
2003-06-02,474.352
2003-06-03,473.84
2003-06-04,482.242
2003-06-05,486.411
2003-06-06,484.749
2003-06-09,476.47
2003-06-10,480.769
2003-06-11,488.432
2003-06-12,488.769
2003-06-13,482.014
2003-06-16,491.506
2003-06-17,489.995
2003-06-18,488.244
2003-06-19,481.162
2003-06-20,481.157
2003-06-23,473.599
2003-06-24,473.63
2003-06-25,472.422
2003-06-26,477.32
2003-06-27,474.212
2003-06-30,473.513
2003-07-01,475.745
2003-07-02,481.581
2003-07-03,479.029
2003-07-04,479.029
2003-07-07,487.168
2003-07-08,491.391
2003-07-09,490.23
2003-07-10,482.703
2003-07-11,486.224
2003-07-14,489.723
2003-07-15,488.025
2003-07-16,484.122
2003-07-17,478.204
2003-07-18,483.321
2003-07-21,477.799
2003-07-22,483.369
2003-07-23,483.66
2003-07-24,481.82
2003-07-25,487.925
2003-07-28,488.264
2003-07-29,485.878
2003-07-30,484.186
2003-07-31,486.134
2003-08-01,482.429
2003-08-04,481.862
2003-08-05,473.75
2003-08-06,473.044
2003-08-07,475.986
2003-08-08,477.351
2003-08-11,479.721
2003-08-12,485.116
2003-08-13,483.959
2003-08-14,487.483
2003-08-15,487.821
2003-08-18,492.934
2003-08-19,495.771
2003-08-20,497.139
2003-08-21,501.845
2003-08-22,496.297
2003-08-25,495.174
2003-08-26,496.08
2003-08-27,497.844
2003-08-28,503.08
2003-08-29,506.852
2003-09-01,506.852
2003-09-02,512.952
2003-09-03,513.951
2003-09-04,514.595
2003-09-05,511.419
2003-09-08,516.9
2003-09-09,511.694
2003-09-10,502.534
2003-09-11,506.049
2003-09-12,507.943
2003-09-15,506.029
2003-09-16,513.263
2003-09-17,511.591
2003-09-18,518.451
2003-09-19,518.073
2003-09-22,511.401
2003-09-23,515.463
2003-09-24,506.541
2003-09-25,501.953
2003-09-26,497.282
2003-09-29,502.778
2003-09-30,499.266
2003-10-01,508.709
2003-10-02,510.849
2003-10-03,517.846
2003-10-06,520.743
2003-10-07,523.176
2003-10-08,521.423
2003-10-09,524.099
2003-10-10,524.674
2003-10-13,529.503
2003-10-14,531.696
2003-10-15,529.161
2003-10-16,531.277
2003-10-17,524.508
2003-10-20,526.926
2003-10-21,528.254
2003-10-22,521.595
2003-10-23,523.018
2003-10-24,521.998
2003-10-27,524.937
2003-10-28,532.728
2003-10-29,534.726
2003-10-30,535.177
2003-10-31,536.438
2003-11-03,541.806
2003-11-04,539.635
2003-11-05,541.131
2003-11-06,545.122
2003-11-07,543.971
2003-11-10,538.383
2003-11-11,537.194
2003-11-12,544.638
2003-11-13,545.74
2003-11-14,540.285
2003-11-17,535.035
2003-11-18,529.158
2003-11-19,530.598
2003-11-20,527.419
2003-11-21,529.688
2003-11-24,540.342
2003-11-25,543.352
2003-11-26,547.058
2003-11-27,547.058
2003-11-28,548.402
2003-12-01,555.394
2003-12-02,553.871
2003-12-03,550.896
2003-12-04,551.206
2003-12-05,546.823
2003-12-08,550.725
2003-12-09,544.71
2003-12-10,541.163
2003-12-11,549.179
2003-12-12,551.142
2003-12-15,545.725
2003-12-16,546.635
2003-12-17,548.736
2003-12-18,557.407
2003-12-19,556.129
2003-12-22,558.757
2003-12-23,560.657
2003-12-24,560.117
2003-12-25,560.117
2003-12-26,561.13
2003-12-29,567.756
2003-12-30,568.075
2003-12-31,567.599
2004-01-01,567.599
2004-01-02,564.983
2004-01-05,570.883
2004-01-06,572.333
2004-01-07,573.289
2004-01-08,575.944
2004-01-09,574.661
2004-01-12,577.65
2004-01-13,573.835
2004-01-14,578.205
2004-01-15,579.194
2004-01-16,584.835
2004-01-19,584.835
2004-01-20,587.418
2004-01-21,590.202
2004-01-22,586.957
2004-01-23,586.34
2004-01-26,590.791
2004-01-27,586.406
2004-01-28,579.778
2004-01-29,580.396
2004-01-30,581.179
2004-02-02,582.01
2004-02-03,582.377
2004-02-04,576.416
2004-02-05,577.672
2004-02-06,587.56
2004-02-09,587.978
2004-02-10,591.096
2004-02-11,597.684
2004-02-12,596.196
2004-02-13,592.438
2004-02-16,592.438
2004-02-17,598.139
2004-02-18,595.871
2004-02-19,592.31
2004-02-20,589.575
2004-02-23,585.131
2004-02-24,584.548
2004-02-25,588.501
2004-02-26,592.014
2004-02-27,594.791
2004-03-01,602.296
2004-03-02,599.496
2004-03-03,599.966
2004-03-04,602.558
2004-03-05,605.171
2004-03-08,599.673
2004-03-09,594.583
2004-03-10,585.306
2004-03-11,577.394
2004-03-12,586.421
2004-03-15,578.155
2004-03-16,580.484
2004-03-17,589.223
2004-03-18,588.618
2004-03-19,583.48
2004-03-22,575.308
2004-03-23,575.283
2004-03-24,573.524
2004-03-25,583.088
2004-03-26,583.219
2004-03-29,590.485
2004-03-30,593.938
2004-03-31,595.272
2004-04-01,598.44
2004-04-02,603.236
2004-04-05,606.451
2004-04-06,603.894
2004-04-07,601.35
2004-04-08,600.386
2004-04-09,600.386
2004-04-12,601.645
2004-04-13,592.018
2004-04-14,589.953
2004-04-15,589.885
2004-04-16,592.989
2004-04-19,594.2
2004-04-20,585.5
2004-04-21,589.174
2004-04-22,600.343
2004-04-23,598.609
2004-04-26,595.611
2004-04-27,597.52
2004-04-28,588.745
2004-04-29,580.867
2004-04-30,577.155
2004-05-03,582.892
2004-05-04,583.78
2004-05-05,586.447
2004-05-06,581.071
2004-05-07,570.269
2004-05-10,560.87
2004-05-11,567.38
2004-05-12,566.913
2004-05-13,568.2
2004-05-14,567.705
2004-05-17,561.04
2004-05-18,565.986
2004-05-19,565.241
2004-05-20,564.808
2004-05-21,568.621
2004-05-24,573.01
2004-05-25,583.343
2004-05-26,585.377
2004-05-27,587.979
2004-05-28,590.747
2004-05-31,590.747
2004-06-01,590.365
2004-06-02,591.456
2004-06-03,585.161
2004-06-04,588.643
2004-06-07,599.048
2004-06-08,598.977
2004-06-09,591.694
2004-06-10,593.908
2004-06-11,593.908
2004-06-14,586.141
2004-06-15,591.865
2004-06-16,592.814
2004-06-17,591.939
2004-06-18,593.131
2004-06-21,592.279
2004-06-22,596.63
2004-06-23,603.186
2004-06-24,601.93
2004-06-25,604.207
2004-06-28,600.707
2004-06-29,601.608
2004-06-30,606.391
2004-07-01,599.934
2004-07-02,597.672
2004-07-05,597.672
2004-07-06,591.047
2004-07-07,592.54
2004-07-08,585.239
2004-07-09,588.102
2004-07-12,587.155
2004-07-13,587.231
2004-07-14,586.422
2004-07-15,587.209
2004-07-16,584.004
2004-07-19,584.309
2004-07-20,589.745
2004-07-21,579.437
2004-07-22,579.526
2004-07-23,574.178
2004-07-26,568.852
2004-07-27,575.224
2004-07-28,575.18
2004-07-29,580.499
2004-07-30,581.718
2004-08-02,583.381
2004-08-03,577.916
2004-08-04,576.418
2004-08-05,567.211
2004-08-06,557.504
2004-08-09,558.835
2004-08-10,566.707
2004-08-11,563.186
2004-08-12,556.685
2004-08-13,557.072
2004-08-16,566.352
2004-08-17,568.043
2004-08-18,575.993
2004-08-19,573.293
2004-08-20,578.629
2004-08-23,576.546
2004-08-24,576.836
2004-08-25,581.492
2004-08-26,582.425
2004-08-27,583.98
2004-08-30,578.929
2004-08-31,582.286
2004-09-01,585.289
2004-09-02,592.074
2004-09-03,589.961
2004-09-06,589.961
2004-09-07,594.98
2004-09-08,590.971
2004-09-09,593.345
2004-09-10,596.882
2004-09-13,600.402
2004-09-14,600.614
2004-09-15,595.877
2004-09-16,600.084
2004-09-17,602.185
2004-09-20,600.159
2004-09-21,605.743
2004-09-22,598.936
2004-09-23,597.483
2004-09-24,599.747
2004-09-27,595.159
2004-09-28,598.652
2004-09-29,600.927
2004-09-30,605.679
2004-10-01,615.118
2004-10-04,617.861
2004-10-05,616.595
2004-10-06,620.8
2004-10-07,613.844
2004-10-08,609.543
2004-10-11,610.071
2004-10-12,608.627
2004-10-13,603.667
2004-10-14,600.346
2004-10-15,602.991
2004-10-18,605.689
2004-10-19,601.048
2004-10-20,603.238
2004-10-21,609.043
2004-10-22,604.082
2004-10-25,604.719
2004-10-26,612.116
2004-10-27,620.465
2004-10-28,619.911
2004-10-29,623.718
2004-11-01,623.814
2004-11-02,623.468
2004-11-03,630.568
2004-11-04,640.23
2004-11-05,641.919
2004-11-08,640.432
2004-11-09,640.68
2004-11-10,642.445
2004-11-11,648.799
2004-11-12,656.226
2004-11-15,655.969
2004-11-16,652.109
2004-11-17,656.23
2004-11-18,658.026
2004-11-19,651.656
2004-11-22,658.099
2004-11-23,659.877
2004-11-24,665.233
2004-11-25,665.233
2004-11-26,666.487
2004-11-29,664.207
2004-11-30,662.088
2004-12-01,670.272
2004-12-02,667.053
2004-12-03,669.621
2004-12-06,669.765
2004-12-07,661.045
2004-12-08,662.353
2004-12-09,666.508
2004-12-10,667.14
2004-12-13,672.864
2004-12-14,676.937
2004-12-15,680.556
2004-12-16,676.957
2004-12-17,676.822
2004-12-20,676.321
2004-12-21,682.648
2004-12-22,683.859
2004-12-23,684.054
2004-12-24,684.054
2004-12-27,680.577
2004-12-28,687.16
2004-12-29,688.862
2004-12-30,689.809
2004-12-31,689.798
2005-01-03,679.089
2005-01-04,668.682
2005-01-05,662.199
2005-01-06,665.32
2005-01-07,663.861
2005-01-10,665.627
2005-01-11,661.687
2005-01-12,665.185
2005-01-13,663.488
2005-01-14,669.246
2005-01-17,669.246
2005-01-18,675.646
2005-01-19,669.624
2005-01-20,665.352
2005-01-21,661.581
2005-01-24,656.844
2005-01-25,657.042
2005-01-26,661.551
2005-01-27,663.762
2005-01-28,660.848
2005-01-31,668.655
2005-02-01,672.702
2005-02-02,676.834
2005-02-03,676.509
2005-02-04,685.634
2005-02-07,683.61
2005-02-08,684.502
2005-02-09,676.913
2005-02-10,680.059
2005-02-11,687.143
2005-02-14,687.042
2005-02-15,689.53
2005-02-16,691.204
2005-02-17,685.733
2005-02-18,686.473
2005-02-21,686.473
2005-02-22,675.591
2005-02-23,679.058
2005-02-24,686.527
2005-02-25,694.947
2005-02-28,691.268
2005-03-01,695.712
2005-03-02,695.948
2005-03-03,696.808
2005-03-04,704.786
2005-03-07,708.551
2005-03-08,704.005
2005-03-09,694.898
2005-03-10,694.304
2005-03-11,691.909
2005-03-14,697.899
2005-03-15,693.462
2005-03-16,686.463
2005-03-17,689.182
2005-03-18,687.336
2005-03-21,686.308
2005-03-22,680.896
2005-03-23,678.523
2005-03-24,680.418
2005-03-25,680.418
2005-03-28,680.101
2005-03-29,672.765
2005-03-30,682.545
2005-03-31,686.127
2005-04-01,684.189
2005-04-04,683.7
2005-04-05,685.536
2005-04-06,687.667
2005-04-07,691.48
2005-04-08,685.007
2005-04-11,685.82
2005-04-12,689.531
2005-04-13,679.056
2005-04-14,668.685
2005-04-15,654.347
2005-04-18,658.578
2005-04-19,666.342
2005-04-20,656.645
2005-04-21,668.911
2005-04-22,665.018
2005-04-25,672.693
2005-04-26,665.247
2005-04-27,664.73
2005-04-28,655.465
2005-04-29,661.415
2005-05-02,665.486
2005-05-03,663.679
2005-05-04,673.364
2005-05-05,672.736
2005-05-06,674.338
2005-05-09,679.686
2005-05-10,673.183
2005-05-11,675.652
2005-05-12,666.032
2005-05-13,662.396
2005-05-16,669.287
2005-05-17,675.137
2005-05-18,684.429
2005-05-19,687.175
2005-05-20,687.405
2005-05-23,691.047
2005-05-24,691.29
2005-05-25,687.282
2005-05-26,692.216
2005-05-27,694.518
2005-05-30,694.518
2005-05-31,693.413
2005-06-01,699.039
2005-06-02,701.157
2005-06-03,698.493
2005-06-06,699.7
2005-06-07,699.735
2005-06-08,698.353
2005-06-09,702.759
2005-06-10,700.792
2005-06-13,704.037
2005-06-14,707.902
2005-06-15,709.848
2005-06-16,714.251
2005-06-17,718.072
2005-06-20,716.63
2005-06-21,714.726
2005-06-22,715.782
2005-06-23,710.567
2005-06-24,704.985
2005-06-27,705.44
2005-06-28,713.527
2005-06-29,713.985
2005-06-30,711.375
2005-07-01,714.853
2005-07-04,714.853
2005-07-05,722.181
2005-07-06,718.488
2005-07-07,721.722
2005-07-08,729.439
2005-07-11,734.606
2005-07-12,736.128
2005-07-13,735.094
2005-07-14,733.738
2005-07-15,735.691
2005-07-18,734.787
2005-07-19,742.031
2005-07-20,747.258
2005-07-21,739.474
2005-07-22,745.814
2005-07-25,742.29
2005-07-26,744.789
2005-07-27,746.773
2005-07-28,753.365
2005-07-29,749.704
2005-08-01,751.119
2005-08-02,756.201
2005-08-03,756.073
2005-08-04,749.747
2005-08-05,740.739
2005-08-08,737.293
2005-08-09,740.495
2005-08-10,742.268
2005-08-11,747.663
2005-08-12,745.121
2005-08-15,746.872
2005-08-16,737.413
2005-08-17,737.422
2005-08-18,735.736
2005-08-19,737.442
2005-08-22,738.289
2005-08-23,736.705
2005-08-24,735.059
2005-08-25,737.334
2005-08-26,732.495
2005-08-29,736.622
2005-08-30,735.174
2005-08-31,746.283
2005-09-01,748.287
2005-09-02,744.074
2005-09-05,744.074
2005-09-06,752.63
2005-09-07,755.871
2005-09-08,752.518
2005-09-09,760.207
2005-09-12,760.21
2005-09-13,754.967
2005-09-14,752.731
2005-09-15,753.057
2005-09-16,755.928
2005-09-19,751.937
2005-09-20,745.365
2005-09-21,737.636
2005-09-22,739.391
2005-09-23,741.873
2005-09-26,744.657
2005-09-27,744.771
2005-09-28,746.38
2005-09-29,753.833
2005-09-30,758.779
2005-10-03,761.298
2005-10-04,751.627
2005-10-05,736.261
2005-10-06,728.524
2005-10-07,733.504
2005-10-10,725.87
2005-10-11,723.897
2005-10-12,715.58
2005-10-13,713.023
2005-10-14,721.163
2005-10-17,725.784
2005-10-18,715.132
2005-10-19,724.983
2005-10-20,715.119
2005-10-21,720.452
2005-10-24,734.266
2005-10-25,732.472
2005-10-26,727.832
2005-10-27,715.084
2005-10-28,727.687
2005-10-31,737.637
2005-11-01,737.167
2005-11-02,748.031
2005-11-03,750.465
2005-11-04,749.499
2005-11-07,749.709
2005-11-08,745.361
2005-11-09,747.262
2005-11-10,752.789
