Date,NETHERLANDS SMALL VALUE Small Cap
2006-04-28,747.493
2006-05-31,711.528
2006-06-30,704.582
2006-07-31,722.01
2006-08-31,714.836
2006-09-29,727.19
2006-10-31,764.713
2006-11-30,792.795
2006-12-29,844.98
2007-01-31,848.961
2007-02-28,856.394
2007-03-30,906.108
2007-04-30,972.907
2007-05-31,1000.0
2007-06-29,1001.294
2007-07-31,1006.465
2007-08-31,948.384
2007-09-28,963.502
2007-10-31,1035.706
2007-11-30,984.503
2007-12-31,960.085
2008-01-31,877.849
2008-02-29,972.711
2008-03-31,1018.298
2008-04-30,1049.702
2008-05-30,1057.831
2008-06-30,932.92
2008-07-31,882.769
2008-08-29,873.746
2008-09-30,720.293
2008-10-31,534.392
2008-11-28,462.368
2008-12-31,519.242
2009-01-30,460.415
2009-02-27,411.813
2009-03-31,439.885
2009-04-30,514.923
2009-05-29,601.488
2009-06-30,597.694
2009-07-31,649.051
2009-08-31,765.107
2009-09-30,818.207
2009-10-30,793.974
2009-11-30,822.774
2009-12-31,828.125
2010-01-29,803.049
2010-02-26,775.565
2010-03-31,823.6
2010-04-30,813.247
2010-05-31,712.469
2010-06-30,694.572
2010-07-30,766.041
2010-08-31,734.584
2010-09-30,870.669
2010-10-29,926.645
2010-11-30,842.775
2010-12-31,966.154
2011-01-31,965.616
2011-02-28,982.726
2011-03-31,1033.954
2011-04-29,1110.046
2011-05-31,1055.959
2011-06-30,990.909
2011-07-29,905.677
2011-08-31,810.227
2011-09-30,693.716
2011-10-31,734.612
2011-11-30,639.021
2011-12-30,641.341
2012-01-31,692.234
2012-02-29,753.654
2012-03-30,770.352
2012-04-30,700.261
2012-05-31,599.565
2012-06-29,642.682
2012-07-31,592.371
2012-08-31,616.164
2012-09-28,646.506
2012-10-31,690.004
2012-11-30,679.117
2012-12-31,735.115
2013-01-31,761.018
2013-02-28,709.94
2013-03-29,710.469
2013-04-30,752.992
2013-05-31,786.231
2013-06-28,730.646
2013-07-31,801.934
2013-08-30,785.496
2013-09-30,855.656
2013-10-31,919.057
2013-11-29,910.367
2013-12-31,923.627
2014-01-31,916.61
2014-02-28,922.552
2014-03-31,928.597
2014-04-30,926.967
2014-05-30,922.485
2014-06-30,905.897
2014-07-31,831.369
2014-08-29,835.638
2014-09-30,778.695
2014-10-31,557.266
2014-11-28,565.088
2014-12-31,545.26
2015-01-30,541.531
2015-02-27,601.606
2015-03-31,606.383
2015-04-30,635.498
2015-05-29,620.954
2015-06-30,599.975
2015-07-31,615.224
2015-08-31,578.594
2015-09-30,547.228
2015-10-30,608.173
2015-11-30,580.523
2015-12-31,582.018
2016-01-29,548.0
2016-02-29,555.49
2016-03-31,602.771
2016-04-29,605.356
2016-05-31,598.195
2016-06-30,533.858
2016-07-29,552.485
2016-08-31,574.914
2016-09-30,600.546
2016-10-31,601.449
2016-11-30,573.491
2016-12-30,593.485
2017-01-31,613.607
2017-02-28,618.353
2017-03-31,644.964
2017-04-28,693.643
2017-05-31,727.26
2017-06-30,735.495
2017-07-31,777.978
2017-08-31,762.298
2017-09-29,799.566
2017-10-31,800.078
2017-11-30,803.806
2017-12-29,845.259
2018-01-31,889.596
2018-02-28,856.56
2018-03-30,834.997
2018-04-30,835.801
2018-05-31,804.136
2018-06-29,791.495
2018-07-31,802.123
2018-08-31,797.374
2018-09-28,795.197
2018-10-31,751.178
2018-11-30,731.154
2018-12-31,684.978
2019-01-31,735.555
2019-02-28,761.818
2019-03-29,746.267
2019-04-30,792.931
2019-05-31,715.173
2019-06-28,776.839
2019-07-31,754.438
2019-08-30,709.47
2019-09-30,721.547
2019-10-31,758.621
2019-11-29,767.691
2019-12-31,807.715
2020-01-31,788.52
2020-02-28,713.847
2020-03-31,522.515
2020-04-30,576.605
2020-05-29,596.203
2020-06-30,655.293
2020-07-31,691.785
2020-08-31,768.241
2020-09-30,749.281
2020-10-30,718.222
2020-11-30,882.099
2020-12-31,947.513
2021-01-29,960.448
2021-02-26,1020.017
2021-03-31,1114.751
2021-04-30,1151.696
2021-05-31,1214.12
2021-06-30,1136.737
2021-07-30,1119.583
2021-08-31,1180.0
2021-09-30,1135.749
2021-10-29,1113.753
2021-11-30,1056.282
2021-12-31,1131.893
2022-01-31,1128.947
2022-02-28,1076.5
2022-03-31,1083.36
2022-04-29,1012.941
2022-05-31,1039.08
2022-06-30,893.446
2022-07-29,895.458
2022-08-31,850.543
2022-09-30,768.703
2022-10-31,832.269
2022-11-30,928.812
2022-12-30,930.956
2023-01-31,997.541
2023-02-28,986.056
2023-03-31,971.412
2023-04-28,1003.174
2023-05-31,943.624
2023-06-30,1002.055
2023-07-31,1057.244
2023-08-31,996.812
2023-09-29,913.992
2023-10-31,870.795
2023-11-30,973.571
2023-12-29,1021.589
2024-01-31,967.065
2024-02-29,1021.35
2024-03-29,1076.4
2024-04-30,1077.259
2024-05-31,1119.529
2024-06-28,1059.549
2024-07-31,1081.696
2024-08-30,1132.841
2024-09-30,1156.017
2024-10-31,1094.207
2024-11-29,1111.22
2024-12-31,1061.947
2025-01-31,1079.242
2025-02-28,1158.313
2025-03-31,1185.189
2025-04-30,1263.109
2025-05-30,1405.788
2025-06-30,1498.118
2025-07-31,1441.302
2025-08-29,1500.722
2025-09-30,1477.117
2025-10-31,1434.309
2025-11-28,1503.639
2025-12-31,1546.18
2026-01-30,1663.786
