Date,NETHERLANDS SMALL VALUE Small Cap
2002-10-09,203.89
2002-10-10,204.524
2002-10-11,207.525
2002-10-14,209.835
2002-10-15,214.42
2002-10-16,215.223
2002-10-17,218.549
2002-10-18,217.943
2002-10-21,221.175
2002-10-22,223.738
2002-10-23,220.285
2002-10-24,220.817
2002-10-25,220.462
2002-10-28,225.284
2002-10-29,222.01
2002-10-30,223.847
2002-10-31,228.523
2002-11-01,231.416
2002-11-04,234.211
2002-11-05,233.847
2002-11-06,231.786
2002-11-07,232.419
2002-11-08,230.072
2002-11-11,228.68
2002-11-12,229.469
2002-11-13,227.979
2002-11-14,227.53
2002-11-15,228.672
2002-11-18,228.851
2002-11-19,229.457
2002-11-20,225.806
2002-11-21,226.839
2002-11-22,228.032
2002-11-25,228.066
2002-11-26,227.607
2002-11-27,227.805
2002-11-28,232.6
2002-11-29,236.663
2002-12-02,240.285
2002-12-03,237.78
2002-12-04,235.677
2002-12-05,236.789
2002-12-06,235.972
2002-12-09,233.279
2002-12-10,233.056
2002-12-11,232.41
2002-12-12,233.593
2002-12-13,234.014
2002-12-16,235.491
2002-12-17,236.523
2002-12-18,234.416
2002-12-19,232.967
2002-12-20,233.646
2002-12-23,233.884
2002-12-24,234.366
2002-12-25,234.366
2002-12-26,234.957
2002-12-27,236.015
2002-12-30,236.844
2002-12-31,238.295
2003-01-01,238.295
2003-01-02,240.423
2003-01-03,244.53
2003-01-06,244.437
2003-01-07,241.621
2003-01-08,239.38
2003-01-09,241.646
2003-01-10,243.837
2003-01-13,244.212
2003-01-14,244.661
2003-01-15,243.18
2003-01-16,242.15
2003-01-17,242.113
2003-01-20,241.63
2003-01-21,238.805
2003-01-22,236.499
2003-01-23,235.655
2003-01-24,235.267
2003-01-27,231.703
2003-01-28,230.229
2003-01-29,227.813
2003-01-30,228.15
2003-01-31,228.634
2003-02-03,230.636
2003-02-04,230.549
2003-02-05,230.662
2003-02-06,229.158
2003-02-07,226.295
2003-02-10,223.127
2003-02-11,222.778
2003-02-12,219.045
2003-02-13,220.212
2003-02-14,219.4
2003-02-17,218.836
2003-02-18,217.001
2003-02-19,215.957
2003-02-20,218.167
2003-02-21,218.697
2003-02-24,213.631
2003-02-25,206.306
2003-02-26,202.15
2003-02-27,202.788
2003-02-28,205.6
2003-03-03,206.972
2003-03-04,204.796
2003-03-05,204.734
2003-03-06,201.541
2003-03-07,200.086
2003-03-10,196.722
2003-03-11,197.007
2003-03-12,196.14
2003-03-13,200.057
2003-03-14,203.007
2003-03-17,201.361
2003-03-18,203.786
2003-03-19,205.247
2003-03-20,204.64
2003-03-21,206.05
2003-03-24,205.053
2003-03-25,206.846
2003-03-26,204.82
2003-03-27,205.571
2003-03-28,206.753
2003-03-31,207.074
2003-04-01,210.943
2003-04-02,212.712
2003-04-03,210.666
2003-04-04,212.063
2003-04-07,215.292
2003-04-08,214.747
2003-04-09,213.877
2003-04-10,217.141
2003-04-11,216.842
2003-04-14,218.355
2003-04-15,220.633
2003-04-16,223.481
2003-04-17,224.531
2003-04-18,224.531
2003-04-21,223.563
2003-04-22,226.345
2003-04-23,229.656
2003-04-24,231.595
2003-04-25,232.95
2003-04-28,233.772
2003-04-29,236.945
2003-04-30,240.418
2003-05-01,242.626
2003-05-02,248.396
2003-05-05,253.291
2003-05-06,258.06
2003-05-07,262.313
2003-05-08,261.952
2003-05-09,264.999
2003-05-12,267.054
2003-05-13,264.649
2003-05-14,266.183
2003-05-15,268.898
2003-05-16,273.463
2003-05-19,271.449
2003-05-20,268.044
2003-05-21,267.057
2003-05-22,268.863
2003-05-23,271.015
2003-05-26,272.672
2003-05-27,271.841
2003-05-28,272.698
2003-05-29,277.114
2003-05-30,278.523
2003-06-02,279.74
2003-06-03,280.356
2003-06-04,283.504
2003-06-05,291.642
2003-06-06,293.252
2003-06-09,294.355
2003-06-10,290.821
2003-06-11,294.376
2003-06-12,294.27
2003-06-13,288.053
2003-06-16,291.799
2003-06-17,290.264
2003-06-18,290.252
2003-06-19,287.107
2003-06-20,285.369
2003-06-23,280.446
2003-06-24,278.393
2003-06-25,281.288
2003-06-26,277.869
2003-06-27,281.077
2003-06-30,283.348
2003-07-01,283.774
2003-07-02,284.907
2003-07-03,286.817
2003-07-04,282.138
2003-07-07,281.321
2003-07-08,280.837
2003-07-09,280.271
2003-07-10,280.598
2003-07-11,280.802
2003-07-14,283.224
2003-07-15,283.136
2003-07-16,281.557
2003-07-17,279.842
2003-07-18,280.736
2003-07-21,282.976
2003-07-22,284.416
2003-07-23,285.701
2003-07-24,288.352
2003-07-25,290.506
2003-07-28,291.052
2003-07-29,290.451
2003-07-30,288.614
2003-07-31,284.574
2003-08-01,284.698
2003-08-04,287.974
2003-08-05,287.105
2003-08-06,286.028
2003-08-07,288.533
2003-08-08,289.683
2003-08-11,289.672
2003-08-12,291.642
2003-08-13,294.807
2003-08-14,295.455
2003-08-15,294.805
2003-08-18,293.416
2003-08-19,295.12
2003-08-20,295.842
2003-08-21,294.128
2003-08-22,292.328
2003-08-25,292.229
2003-08-26,290.504
2003-08-27,292.285
2003-08-28,293.583
2003-08-29,297.759
2003-09-01,302.009
2003-09-02,301.861
2003-09-03,304.697
2003-09-04,306.379
2003-09-05,310.725
2003-09-08,310.593
2003-09-09,311.814
2003-09-10,307.725
2003-09-11,308.115
2003-09-12,313.508
2003-09-15,314.038
2003-09-16,312.086
2003-09-17,315.459
2003-09-18,316.374
2003-09-19,318.438
2003-09-22,317.728
2003-09-23,312.985
2003-09-24,315.139
2003-09-25,310.83
2003-09-26,309.762
2003-09-29,310.962
2003-09-30,314.235
2003-10-01,314.878
2003-10-02,318.112
2003-10-03,321.526
2003-10-06,323.826
2003-10-07,325.786
2003-10-08,327.879
2003-10-09,328.885
2003-10-10,328.202
2003-10-13,325.405
2003-10-14,327.971
2003-10-15,329.855
2003-10-16,329.357
2003-10-17,327.75
2003-10-20,325.71
2003-10-21,328.801
2003-10-22,328.694
2003-10-23,326.29
2003-10-24,326.753
2003-10-27,327.051
2003-10-28,324.993
2003-10-29,327.072
2003-10-30,327.148
2003-10-31,328.549
2003-11-03,328.583
2003-11-04,329.997
2003-11-05,329.826
2003-11-06,330.826
2003-11-07,333.541
2003-11-10,334.839
2003-11-11,332.053
2003-11-12,336.356
2003-11-13,338.958
2003-11-14,340.265
2003-11-17,335.771
2003-11-18,338.64
2003-11-19,339.438
2003-11-20,338.289
2003-11-21,338.95
2003-11-24,337.04
2003-11-25,340.664
2003-11-26,345.831
2003-11-27,345.512
2003-11-28,349.377
2003-12-01,354.036
2003-12-02,356.829
2003-12-03,358.406
2003-12-04,355.839
2003-12-05,357.09
2003-12-08,356.983
2003-12-09,357.704
2003-12-10,357.034
2003-12-11,353.935
2003-12-12,358.983
2003-12-15,359.873
2003-12-16,359.047
2003-12-17,358.6
2003-12-18,358.098
2003-12-19,358.961
2003-12-22,361.23
2003-12-23,361.69
2003-12-24,362.447
2003-12-25,362.447
2003-12-26,362.302
2003-12-29,365.688
2003-12-30,369.927
2003-12-31,373.166
2004-01-01,373.166
2004-01-02,376.137
2004-01-05,381.016
2004-01-06,381.731
2004-01-07,378.483
2004-01-08,383.116
2004-01-09,385.49
2004-01-12,382.353
2004-01-13,382.174
2004-01-14,381.487
2004-01-15,379.671
2004-01-16,375.381
2004-01-19,378.403
2004-01-20,382.049
2004-01-21,384.36
2004-01-22,388.678
2004-01-23,388.605
2004-01-26,388.101
2004-01-27,393.195
2004-01-28,396.555
2004-01-29,387.056
2004-01-30,390.054
2004-02-02,386.64
2004-02-03,391.059
2004-02-04,386.449
2004-02-05,389.447
2004-02-06,397.449
2004-02-09,398.502
2004-02-10,400.587
2004-02-11,403.01
2004-02-12,408.05
2004-02-13,409.492
2004-02-16,410.299
2004-02-17,416.684
2004-02-18,417.65
2004-02-19,413.532
2004-02-20,409.502
2004-02-23,408.447
2004-02-24,408.454
2004-02-25,406.05
2004-02-26,404.814
2004-02-27,410.93
2004-03-01,412.651
2004-03-02,411.27
2004-03-03,407.011
2004-03-04,411.877
2004-03-05,418.668
2004-03-08,417.408
2004-03-09,416.388
2004-03-10,407.463
2004-03-11,400.293
2004-03-12,399.929
2004-03-15,396.175
2004-03-16,399.333
2004-03-17,402.073
2004-03-18,405.873
2004-03-19,401.39
2004-03-22,393.393
2004-03-23,394.416
2004-03-24,392.866
2004-03-25,398.303
2004-03-26,398.366
2004-03-29,403.259
2004-03-30,405.041
2004-03-31,413.902
2004-04-01,420.066
2004-04-02,415.521
2004-04-05,413.024
2004-04-06,413.773
2004-04-07,417.834
2004-04-08,417.758
2004-04-09,417.758
2004-04-12,416.585
2004-04-13,411.881
2004-04-14,407.542
2004-04-15,405.336
2004-04-16,407.246
2004-04-19,409.526
2004-04-20,408.988
2004-04-21,405.597
2004-04-22,402.677
2004-04-23,403.396
2004-04-26,404.512
2004-04-27,406.897
2004-04-28,401.671
2004-04-29,400.108
2004-04-30,399.729
2004-05-03,400.317
2004-05-04,403.066
2004-05-05,406.764
2004-05-06,398.147
2004-05-07,390.374
2004-05-10,376.315
2004-05-11,379.838
2004-05-12,378.728
2004-05-13,376.533
2004-05-14,376.584
2004-05-17,374.978
2004-05-18,377.553
2004-05-19,383.96
2004-05-20,377.463
2004-05-21,382.431
2004-05-24,383.196
2004-05-25,388.621
2004-05-26,390.35
2004-05-27,398.049
2004-05-28,396.943
2004-05-31,397.464
2004-06-01,395.849
2004-06-02,400.422
2004-06-03,399.324
2004-06-04,401.464
2004-06-07,406.486
2004-06-08,406.081
2004-06-09,398.872
2004-06-10,399.934
2004-06-11,397.358
2004-06-14,396.565
2004-06-15,398.493
2004-06-16,397.894
2004-06-17,399.038
2004-06-18,402.588
2004-06-21,401.507
2004-06-22,401.626
2004-06-23,399.8
2004-06-24,403.737
2004-06-25,404.257
2004-06-28,408.224
2004-06-29,406.182
2004-06-30,407.524
2004-07-01,406.816
2004-07-02,409.302
2004-07-05,407.293
2004-07-06,406.139
2004-07-07,409.259
2004-07-08,410.217
2004-07-09,410.444
2004-07-12,409.909
2004-07-13,407.479
2004-07-14,408.393
2004-07-15,406.203
2004-07-16,408.264
2004-07-19,406.578
2004-07-20,405.753
2004-07-21,403.154
2004-07-22,401.059
2004-07-23,398.194
2004-07-26,397.789
2004-07-27,396.252
2004-07-28,395.693
2004-07-29,399.819
2004-07-30,399.139
2004-08-02,396.132
2004-08-03,399.229
2004-08-04,396.75
2004-08-05,399.31
2004-08-06,400.611
2004-08-09,395.296
2004-08-10,399.234
2004-08-11,391.721
2004-08-12,392.237
2004-08-13,398.457
2004-08-16,399.221
2004-08-17,399.94
2004-08-18,400.104
2004-08-19,401.085
2004-08-20,401.867
2004-08-23,400.548
2004-08-24,398.649
2004-08-25,395.578
2004-08-26,395.2
2004-08-27,392.803
2004-08-30,394.604
2004-08-31,397.706
2004-09-01,400.106
2004-09-02,403.221
2004-09-03,401.558
2004-09-06,403.503
2004-09-07,405.077
2004-09-08,405.61
2004-09-09,403.701
2004-09-10,411.511
2004-09-13,413.867
2004-09-14,414.452
2004-09-15,409.732
2004-09-16,410.185
2004-09-17,411.939
2004-09-20,408.857
2004-09-21,415.425
2004-09-22,414.67
2004-09-23,414.747
2004-09-24,413.377
2004-09-27,412.085
2004-09-28,413.121
2004-09-29,414.669
2004-09-30,419.185
2004-10-01,421.102
2004-10-04,420.091
2004-10-05,421.744
2004-10-06,419.665
2004-10-07,419.689
2004-10-08,420.806
2004-10-11,417.263
2004-10-12,409.755
2004-10-13,409.526
2004-10-14,410.006
2004-10-15,413.658
2004-10-18,413.966
2004-10-19,415.339
2004-10-20,414.669
2004-10-21,417.53
2004-10-22,420.652
2004-10-25,421.974
2004-10-26,422.114
2004-10-27,423.172
2004-10-28,421.264
2004-10-29,421.297
2004-11-01,423.017
2004-11-02,423.957
2004-11-03,428.775
2004-11-04,431.415
2004-11-05,435.988
2004-11-08,438.038
2004-11-09,437.082
2004-11-10,438.992
2004-11-11,440.771
2004-11-12,442.276
2004-11-15,444.518
2004-11-16,443.705
2004-11-17,449.124
2004-11-18,452.309
2004-11-19,454.582
2004-11-22,451.989
2004-11-23,455.594
2004-11-24,459.676
2004-11-25,464.928
2004-11-26,464.744
2004-11-29,467.326
2004-11-30,468.139
2004-12-01,472.759
2004-12-02,472.008
2004-12-03,474.71
2004-12-06,475.16
2004-12-07,476.208
2004-12-08,471.748
2004-12-09,468.262
2004-12-10,469.647
2004-12-13,474.172
2004-12-14,474.388
2004-12-15,478.724
2004-12-16,475.382
2004-12-17,474.403
2004-12-20,481.609
2004-12-21,480.82
2004-12-22,483.691
2004-12-23,488.617
2004-12-24,488.157
2004-12-27,493.037
2004-12-28,493.91
2004-12-29,493.692
2004-12-30,496.731
2004-12-31,497.717
2005-01-03,497.33
2005-01-04,491.855
2005-01-05,490.863
2005-01-06,487.314
2005-01-07,486.381
2005-01-10,490.845
2005-01-11,492.957
2005-01-12,495.924
2005-01-13,496.707
2005-01-14,496.742
2005-01-17,499.013
2005-01-18,495.85
2005-01-19,497.283
2005-01-20,491.519
2005-01-21,494.755
2005-01-24,496.239
2005-01-25,496.213
2005-01-26,502.651
2005-01-27,501.648
2005-01-28,501.344
2005-01-31,503.178
2005-02-01,505.548
2005-02-02,509.031
2005-02-03,506.988
2005-02-04,509.369
2005-02-07,507.735
2005-02-08,505.801
2005-02-09,508.679
2005-02-10,511.731
2005-02-11,514.735
2005-02-14,519.288
2005-02-15,521.197
2005-02-16,522.565
2005-02-17,531.198
2005-02-18,531.236
2005-02-21,528.204
2005-02-22,526.345
2005-02-23,522.506
2005-02-24,522.679
2005-02-25,526.769
2005-02-28,531.846
2005-03-01,529.601
2005-03-02,526.991
2005-03-03,526.969
2005-03-04,534.452
2005-03-07,534.448
2005-03-08,537.93
2005-03-09,539.517
2005-03-10,539.206
2005-03-11,542.224
2005-03-14,538.404
2005-03-15,539.039
2005-03-16,540.01
2005-03-17,534.954
2005-03-18,531.455
2005-03-21,528.161
2005-03-22,527.337
2005-03-23,515.911
2005-03-24,516.427
2005-03-25,516.427
2005-03-28,512.803
2005-03-29,513.016
2005-03-30,515.781
2005-03-31,520.697
2005-04-01,525.45
2005-04-04,518.134
2005-04-05,520.675
2005-04-06,524.59
2005-04-07,531.768
2005-04-08,532.113
2005-04-11,535.119
2005-04-12,530.074
2005-04-13,531.686
2005-04-14,525.008
2005-04-15,522.124
2005-04-18,513.437
2005-04-19,519.785
2005-04-20,523.356
2005-04-21,520.576
2005-04-22,519.433
2005-04-25,515.491
2005-04-26,514.585
2005-04-27,504.336
2005-04-28,494.727
2005-04-29,496.427
2005-05-02,498.654
2005-05-03,506.343
2005-05-04,509.019
2005-05-05,511.9
2005-05-06,508.481
2005-05-09,507.936
2005-05-10,513.152
2005-05-11,514.859
2005-05-12,513.472
2005-05-13,509.632
2005-05-16,509.639
2005-05-17,507.62
2005-05-18,513.105
2005-05-19,514.038
2005-05-20,512.442
2005-05-23,515.18
2005-05-24,516.818
2005-05-25,518.772
2005-05-26,521.716
2005-05-27,521.394
2005-05-30,518.729
2005-05-31,515.516
2005-06-01,518.697
2005-06-02,521.924
2005-06-03,523.924
2005-06-06,523.887
2005-06-07,529.456
2005-06-08,534.992
2005-06-09,527.883
2005-06-10,529.974
2005-06-13,531.327
2005-06-14,533.867
2005-06-15,533.19
2005-06-16,531.495
2005-06-17,538.371
2005-06-20,533.388
2005-06-21,535.55
2005-06-22,535.852
2005-06-23,534.769
2005-06-24,532.842
2005-06-27,534.086
2005-06-28,534.209
2005-06-29,534.938
2005-06-30,537.391
2005-07-01,536.305
2005-07-04,534.584
2005-07-05,537.61
2005-07-06,542.26
2005-07-07,537.944
2005-07-08,543.28
2005-07-11,553.712
2005-07-12,558.531
2005-07-13,554.899
2005-07-14,556.704
2005-07-15,550.946
2005-07-18,553.272
2005-07-19,555.099
2005-07-20,554.707
2005-07-21,560.512
2005-07-22,560.469
2005-07-25,558.938
2005-07-26,557.854
2005-07-27,562.448
2005-07-28,565.013
2005-07-29,565.965
2005-08-01,568.501
2005-08-02,570.545
2005-08-03,578.976
2005-08-04,580.68
2005-08-05,574.013
2005-08-08,577.137
2005-08-09,580.583
2005-08-10,586.63
2005-08-11,586.956
2005-08-12,584.286
2005-08-15,581.595
2005-08-16,578.2
2005-08-17,574.382
2005-08-18,565.756
2005-08-19,564.914
2005-08-22,570.745
2005-08-23,566.759
2005-08-24,566.526
2005-08-25,566.486
2005-08-26,569.547
2005-08-29,566.252
2005-08-30,566.784
2005-08-31,571.599
2005-09-01,582.551
2005-09-02,588.738
2005-09-05,590.796
2005-09-06,591.316
2005-09-07,591.522
2005-09-08,588.07
2005-09-09,591.08
2005-09-12,584.174
2005-09-13,580.303
2005-09-14,583.032
2005-09-15,579.858
2005-09-16,583.417
2005-09-19,581.856
2005-09-20,583.627
2005-09-21,584.799
2005-09-22,578.054
2005-09-23,576.112
2005-09-26,577.131
2005-09-27,576.065
2005-09-28,576.904
2005-09-29,578.352
2005-09-30,585.55
2005-10-03,582.017
2005-10-04,584.919
2005-10-05,583.063
2005-10-06,582.172
2005-10-07,579.938
2005-10-10,577.541
2005-10-11,575.31
2005-10-12,571.093
2005-10-13,554.111
2005-10-14,559.577
2005-10-17,555.59
2005-10-18,549.628
2005-10-19,538.817
2005-10-20,543.725
2005-10-21,539.436
2005-10-24,544.91
2005-10-25,550.796
2005-10-26,549.451
2005-10-27,544.136
2005-10-28,539.267
2005-10-31,542.177
2005-11-01,542.185
2005-11-02,547.021
2005-11-03,549.176
2005-11-04,539.594
2005-11-07,539.813
2005-11-08,538.638
2005-11-09,537.162
