Date,GERMANY IMI GROWTH IMI (Large+Mid+Small Cap)
2005-11-08,539.052
2005-11-09,538.523
2005-11-10,538.457
2005-11-11,543.772
2005-11-14,544.701
2005-11-15,544.126
2005-11-16,539.592
2005-11-17,544.39
2005-11-18,545.817
2005-11-21,550.558
2005-11-22,550.244
2005-11-23,554.471
2005-11-24,554.37
2005-11-25,553.101
2005-11-28,554.187
2005-11-29,557.127
2005-11-30,559.741
2005-12-01,562.263
2005-12-02,565.304
2005-12-05,565.291
2005-12-06,568.042
2005-12-07,561.595
2005-12-08,569.621
2005-12-09,568.955
2005-12-12,574.863
2005-12-13,574.629
2005-12-14,578.9
2005-12-15,576.926
2005-12-16,583.094
2005-12-19,583.06
2005-12-20,578.276
2005-12-21,576.618
2005-12-22,579.765
2005-12-23,581.327
2005-12-26,581.327
2005-12-27,583.712
2005-12-28,585.43
2005-12-29,582.983
2005-12-30,578.119
2006-01-02,582.247
2006-01-03,592.515
2006-01-04,602.285
2006-01-05,603.929
2006-01-06,609.007
2006-01-09,605.803
2006-01-10,600.929
2006-01-11,604.309
2006-01-12,604.532
2006-01-13,604.802
2006-01-16,612.984
2006-01-17,606.971
2006-01-18,604.101
2006-01-19,609.074
2006-01-20,601.199
2006-01-23,609.857
2006-01-24,608.633
2006-01-25,623.593
2006-01-26,630.995
2006-01-27,634.473
2006-01-30,633.769
2006-01-31,639.885
2006-02-01,646.421
2006-02-02,639.843
2006-02-03,635.384
2006-02-06,635.221
2006-02-07,632.723
2006-02-08,630.693
2006-02-09,637.458
2006-02-10,634.084
2006-02-13,635.529
2006-02-14,633.373
2006-02-15,636.153
2006-02-16,639.92
2006-02-17,642.739
2006-02-20,646.428
2006-02-21,646.208
2006-02-22,651.769
2006-02-23,652.712
2006-02-24,653.832
2006-02-27,658.908
2006-02-28,651.789
2006-03-01,658.161
2006-03-02,653.998
2006-03-03,654.161
2006-03-06,656.391
2006-03-07,646.572
2006-03-08,641.194
2006-03-09,648.837
2006-03-10,651.766
2006-03-13,666.557
2006-03-14,672.523
2006-03-15,677.239
2006-03-16,686.301
2006-03-17,687.801
2006-03-20,691.745
2006-03-21,687.649
2006-03-22,687.884
2006-03-23,685.133
2006-03-24,689.155
2006-03-27,684.222
2006-03-28,684.756
2006-03-29,680.022
2006-03-30,697.019
2006-03-31,697.601
2006-04-03,703.032
2006-04-04,710.373
2006-04-05,711.191
2006-04-06,711.583
2006-04-07,699.486
2006-04-10,704.144
2006-04-11,697.644
2006-04-12,695.573
2006-04-13,697.814
2006-04-14,697.814
2006-04-17,708.897
2006-04-18,707.577
2006-04-19,720.812
2006-04-20,724.855
2006-04-21,730.356
2006-04-24,729.61
2006-04-25,731.387
2006-04-26,734.708
2006-04-27,735.672
2006-04-28,734.258
2006-05-01,735.54
2006-05-02,743.823
2006-05-03,736.162
2006-05-04,747.746
2006-05-05,756.713
2006-05-08,759.249
2006-05-09,762.638
2006-05-10,760.625
2006-05-11,757.401
2006-05-12,742.401
2006-05-15,728.575
2006-05-16,727.544
2006-05-17,704.927
2006-05-18,703.215
2006-05-19,697.802
2006-05-22,681.371
2006-05-23,702.221
2006-05-24,687.32
2006-05-25,700.246
2006-05-26,711.113
2006-05-29,710.57
2006-05-30,703.011
2006-05-31,704.283
2006-06-01,706.468
2006-06-02,712.915
2006-06-05,704.461
2006-06-06,681.023
2006-06-07,681.285
2006-06-08,653.186
2006-06-09,662.854
2006-06-12,651.528
2006-06-13,636.97
2006-06-14,640.178
2006-06-15,659.702
2006-06-16,656.255
2006-06-19,664.188
2006-06-20,671.847
2006-06-21,676.753
2006-06-22,676.017
2006-06-23,672.448
2006-06-26,671.568
2006-06-27,668.031
2006-06-28,661.694
2006-06-29,675.877
2006-06-30,699.883
2006-07-03,705.662
2006-07-04,708.033
2006-07-05,691.922
2006-07-06,701.655
2006-07-07,700.817
2006-07-10,698.347
2006-07-11,689.299
2006-07-12,688.605
2006-07-13,672.876
2006-07-14,657.293
2006-07-17,648.13
2006-07-18,645.037
2006-07-19,663.383
2006-07-20,668.658
2006-07-21,656.991
2006-07-24,666.136
2006-07-25,668.374
2006-07-26,668.392
2006-07-27,678.593
2006-07-28,683.665
2006-07-31,683.689
2006-08-01,677.852
2006-08-02,690.084
2006-08-03,683.622
2006-08-04,697.197
2006-08-07,683.702
2006-08-08,684.164
2006-08-09,693.031
2006-08-10,682.159
2006-08-11,684.862
2006-08-14,691.229
2006-08-15,705.147
2006-08-16,715.994
2006-08-17,719.102
2006-08-18,715.749
2006-08-21,717.337
2006-08-22,714.403
2006-08-23,708.28
2006-08-24,710.477
2006-08-25,706.868
2006-08-28,714.042
2006-08-29,712.144
2006-08-30,721.17
2006-08-31,717.231
2006-09-01,718.995
2006-09-04,728.002
2006-09-05,721.595
2006-09-06,712.956
2006-09-07,703.623
2006-09-08,701.562
2006-09-11,700.897
2006-09-12,711.743
2006-09-13,715.882
2006-09-14,720.079
2006-09-15,719.805
2006-09-18,721.252
2006-09-19,717.059
2006-09-20,723.175
2006-09-21,723.969
2006-09-22,720.793
2006-09-25,718.534
2006-09-26,726.307
2006-09-27,734.78
2006-09-28,735.963
2006-09-29,736.39
2006-10-02,740.447
2006-10-03,737.696
2006-10-04,738.928
2006-10-05,744.158
2006-10-06,740.051
2006-10-09,743.765
2006-10-10,741.742
2006-10-11,741.376
2006-10-12,743.556
2006-10-13,741.391
2006-10-16,743.918
2006-10-17,737.948
2006-10-18,743.205
2006-10-19,746.97
2006-10-20,752.981
2006-10-23,754.014
2006-10-24,754.367
2006-10-25,756.849
2006-10-26,760.618
2006-10-27,758.593
2006-10-30,755.874
2006-10-31,758.59
2006-11-01,760.575
2006-11-02,754.139
2006-11-03,752.878
2006-11-06,762.018
2006-11-07,773.687
2006-11-08,769.549
2006-11-09,773.668
2006-11-10,779.903
2006-11-13,780.147
2006-11-14,778.41
2006-11-15,781.015
2006-11-16,783.639
2006-11-17,783.393
2006-11-20,786.106
2006-11-21,790.029
2006-11-22,799.727
2006-11-23,801.458
2006-11-24,806.456
2006-11-27,794.578
2006-11-28,790.104
2006-11-29,800.665
2006-11-30,802.348
2006-12-01,801.39
2006-12-04,806.657
2006-12-05,815.2
2006-12-06,814.716
2006-12-07,818.981
2006-12-08,822.61
2006-12-11,820.462
2006-12-12,822.959
2006-12-13,828.176
2006-12-14,827.656
2006-12-15,826.898
2006-12-18,825.831
2006-12-19,823.897
2006-12-20,827.989
2006-12-21,825.329
2006-12-22,817.202
2006-12-25,817.202
2006-12-26,815.929
2006-12-27,826.263
2006-12-28,827.951
2006-12-29,830.976
2007-01-01,830.976
2007-01-02,847.816
2007-01-03,843.205
2007-01-04,832.9
2007-01-05,819.194
2007-01-08,824.653
2007-01-09,828.628
2007-01-10,821.812
2007-01-11,832.208
2007-01-12,832.693
2007-01-15,837.764
2007-01-16,836.301
2007-01-17,836.008
2007-01-18,835.788
2007-01-19,839.354
2007-01-22,835.361
2007-01-23,840.209
2007-01-24,839.586
2007-01-25,844.635
2007-01-26,835.754
2007-01-29,842.514
2007-01-30,852.03
2007-01-31,852.673
2007-02-01,862.07
2007-02-02,861.067
2007-02-05,857.609
2007-02-06,856.94
2007-02-07,869.874
2007-02-08,867.005
2007-02-09,868.478
2007-02-12,862.154
2007-02-13,870.457
2007-02-14,883.983
2007-02-15,882.999
2007-02-16,880.572
2007-02-19,885.47
2007-02-20,884.79
2007-02-21,879.143
2007-02-22,878.582
2007-02-23,881.741
2007-02-26,883.161
2007-02-27,861.23
2007-02-28,848.736
2007-03-01,840.198
2007-03-02,838.857
2007-03-05,824.071
2007-03-06,831.5
2007-03-07,837.532
2007-03-08,850.648
2007-03-09,849.175
2007-03-12,855.326
2007-03-13,846.55
2007-03-14,827.978
2007-03-15,845.537
2007-03-16,849.563
2007-03-19,860.316
2007-03-20,866.744
2007-03-21,869.339
2007-03-22,888.105
2007-03-23,884.914
2007-03-26,880.657
2007-03-27,884.305
2007-03-28,879.046
2007-03-29,885.238
2007-03-30,887.158
2007-04-02,893.271
2007-04-03,904.068
2007-04-04,909.877
2007-04-05,917.395
2007-04-06,917.395
2007-04-09,912.616
2007-04-10,929.313
2007-04-11,926.688
2007-04-12,925.149
2007-04-13,936.591
2007-04-16,956.072
2007-04-17,958.945
2007-04-18,950.823
2007-04-19,948.084
2007-04-20,959.862
2007-04-23,961.18
2007-04-24,953.741
2007-04-25,962.672
2007-04-26,963.602
2007-04-27,964.476
2007-04-30,964.973
2007-05-01,961.367
2007-05-02,967.262
2007-05-03,963.784
2007-05-04,968.049
2007-05-07,971.721
2007-05-08,955.401
2007-05-09,962.767
2007-05-10,952.473
2007-05-11,958.741
2007-05-14,958.349
2007-05-15,966.078
2007-05-16,963.113
2007-05-17,959.8
2007-05-18,973.982
2007-05-21,969.607
2007-05-22,973.715
2007-05-23,981.045
2007-05-24,977.394
2007-05-25,983.032
2007-05-28,983.032
2007-05-29,992.338
2007-05-30,984.685
2007-05-31,1000.0
2007-06-01,1007.06
2007-06-04,1012.741
2007-06-05,1012.438
2007-06-06,985.279
2007-06-07,968.471
2007-06-08,958.431
2007-06-11,972.1
2007-06-12,967.786
2007-06-13,969.063
2007-06-14,991.375
2007-06-15,1018.949
2007-06-18,1021.389
2007-06-19,1022.859
2007-06-20,1028.23
2007-06-21,1012.691
2007-06-22,1012.734
2007-06-25,1011.207
2007-06-26,1001.47
2007-06-27,993.396
2007-06-28,1014.105
2007-06-29,1028.201
2007-07-02,1037.09
2007-07-03,1050.294
2007-07-04,1057.053
2007-07-05,1049.485
2007-07-06,1058.247
2007-07-09,1062.714
2007-07-10,1054.421
2007-07-11,1051.189
2007-07-12,1073.729
2007-07-13,1077.27
2007-07-16,1075.608
2007-07-17,1067.907
2007-07-18,1052.706
2007-07-19,1072.371
2007-07-20,1058.221
2007-07-23,1064.728
2007-07-24,1049.852
2007-07-25,1021.367
2007-07-26,993.0
2007-07-27,982.538
2007-07-30,992.673
2007-07-31,1004.805
2007-08-01,990.182
2007-08-02,992.479
2007-08-03,987.497
2007-08-06,991.853
2007-08-07,992.687
2007-08-08,1011.457
2007-08-09,987.2
2007-08-10,969.677
2007-08-13,975.821
2007-08-14,966.304
2007-08-15,959.714
2007-08-16,922.431
2007-08-17,939.739
2007-08-20,944.368
2007-08-21,952.154
2007-08-22,966.376
2007-08-23,975.758
2007-08-24,982.685
2007-08-27,979.092
2007-08-28,968.848
2007-08-29,970.115
2007-08-30,985.368
2007-08-31,1001.645
2007-09-03,1000.458
2007-09-04,1007.262
2007-09-05,994.29
2007-09-06,1001.693
2007-09-07,981.711
2007-09-10,973.554
2007-09-11,990.027
2007-09-12,996.922
2007-09-13,1005.053
2007-09-14,996.023
2007-09-17,992.151
2007-09-18,1007.679
2007-09-19,1040.201
2007-09-20,1049.803
2007-09-21,1058.14
2007-09-24,1059.858
2007-09-25,1054.989
2007-09-26,1058.443
2007-09-27,1065.041
2007-09-28,1068.54
2007-10-01,1079.983
2007-10-02,1076.63
2007-10-03,1078.56
2007-10-04,1074.145
2007-10-05,1085.949
2007-10-08,1074.975
2007-10-09,1076.985
2007-10-10,1084.858
2007-10-11,1098.716
2007-10-12,1096.29
2007-10-15,1089.07
2007-10-16,1077.435
2007-10-17,1090.425
2007-10-18,1086.417
2007-10-19,1080.674
2007-10-22,1057.19
2007-10-23,1076.728
2007-10-24,1070.501
2007-10-25,1089.618
2007-10-26,1097.958
2007-10-29,1109.997
2007-10-30,1101.857
2007-10-31,1111.973
2007-11-01,1094.41
2007-11-02,1098.374
2007-11-05,1093.564
2007-11-06,1105.731
2007-11-07,1113.105
2007-11-08,1122.577
2007-11-09,1119.059
2007-11-12,1097.192
2007-11-13,1094.064
2007-11-14,1101.291
2007-11-15,1075.31
2007-11-16,1066.674
2007-11-19,1047.231
2007-11-20,1076.436
2007-11-21,1062.268
2007-11-22,1068.918
2007-11-23,1074.637
2007-11-26,1075.474
2007-11-27,1072.53
2007-11-28,1093.341
2007-11-29,1101.772
2007-11-30,1109.089
2007-12-03,1101.159
2007-12-04,1106.373
2007-12-05,1123.105
2007-12-06,1120.322
2007-12-07,1127.375
2007-12-10,1134.568
2007-12-11,1131.262
2007-12-12,1140.062
2007-12-13,1115.059
2007-12-14,1106.563
2007-12-17,1080.842
2007-12-18,1087.76
2007-12-19,1086.911
2007-12-20,1089.746
2007-12-21,1111.954
2007-12-24,1114.43
2007-12-25,1114.43
2007-12-26,1122.09
2007-12-27,1129.352
2007-12-28,1145.884
2007-12-31,1139.338
2008-01-01,1139.338
2008-01-02,1129.997
2008-01-03,1122.525
2008-01-04,1112.613
2008-01-07,1102.323
2008-01-08,1113.574
2008-01-09,1093.719
2008-01-10,1084.363
2008-01-11,1086.027
2008-01-14,1098.34
2008-01-15,1076.667
2008-01-16,1041.502
2008-01-17,1038.697
2008-01-18,1027.253
2008-01-21,943.485
2008-01-22,957.208
2008-01-23,912.817
2008-01-24,970.366
2008-01-25,975.616
2008-01-28,977.168
2008-01-29,992.07
2008-01-30,987.579
2008-01-31,988.791
2008-02-01,1010.845
2008-02-04,1020.725
2008-02-05,973.91
2008-02-06,986.372
2008-02-07,952.976
2008-02-08,959.316
2008-02-11,959.391
2008-02-12,1004.056
2008-02-13,1004.736
2008-02-14,1008.762
2008-02-15,991.51
2008-02-18,1005.424
2008-02-19,1016.226
2008-02-20,995.929
2008-02-21,1003.764
2008-02-22,995.644
2008-02-25,1005.664
2008-02-26,1019.486
2008-02-27,1034.45
2008-02-28,1015.537
2008-02-29,999.272
2008-03-03,993.483
2008-03-04,976.057
2008-03-05,999.789
2008-03-06,995.999
2008-03-07,981.447
2008-03-10,970.21
2008-03-11,981.744
2008-03-12,1001.055
2008-03-13,994.259
2008-03-14,991.513
2008-03-17,954.495
2008-03-18,987.341
2008-03-19,972.728
2008-03-20,947.105
2008-03-21,947.105
2008-03-24,945.754
2008-03-25,984.227
2008-03-26,992.117
2008-03-27,1008.686
2008-03-28,999.414
2008-03-31,1004.073
2008-04-01,1010.257
2008-04-02,1013.545
2008-04-03,1015.086
2008-04-04,1028.393
2008-04-07,1035.503
2008-04-08,1026.191
2008-04-09,1026.263
2008-04-10,1022.089
2008-04-11,1010.964
2008-04-14,1008.444
2008-04-15,1013.238
2008-04-16,1039.672
2008-04-17,1031.768
2008-04-18,1041.892
2008-04-21,1051.603
2008-04-22,1052.121
2008-04-23,1063.197
2008-04-24,1055.159
2008-04-25,1060.824
2008-04-28,1061.859
2008-04-29,1054.857
2008-04-30,1064.178
2008-05-01,1056.078
2008-05-02,1063.306
2008-05-05,1069.545
2008-05-06,1068.953
2008-05-07,1066.095
2008-05-08,1069.283
2008-05-09,1058.141
2008-05-12,1068.927
2008-05-13,1076.082
2008-05-14,1081.566
2008-05-15,1084.825
2008-05-16,1102.386
2008-05-19,1115.135
2008-05-20,1102.185
2008-05-21,1106.648
2008-05-22,1107.075
2008-05-23,1086.396
2008-05-26,1087.502
2008-05-27,1084.079
2008-05-28,1090.882
2008-05-29,1087.786
2008-05-30,1095.611
2008-06-02,1084.592
2008-06-03,1084.272
2008-06-04,1076.302
2008-06-05,1082.012
2008-06-06,1078.887
2008-06-09,1079.401
2008-06-10,1056.245
2008-06-11,1042.268
2008-06-12,1041.253
2008-06-13,1040.842
2008-06-16,1047.561
2008-06-17,1061.882
2008-06-18,1052.191
2008-06-19,1053.555
2008-06-20,1039.754
2008-06-23,1032.409
2008-06-24,1028.998
2008-06-25,1040.09
2008-06-26,1029.608
2008-06-27,1029.14
2008-06-30,1030.898
2008-07-01,1013.617
2008-07-02,1009.325
2008-07-03,1000.76
2008-07-04,990.67
2008-07-07,1012.386
2008-07-08,993.348
2008-07-09,1012.472
2008-07-10,1002.735
2008-07-11,986.505
2008-07-14,997.583
2008-07-15,988.495
2008-07-16,994.787
2008-07-17,1010.09
2008-07-18,1010.984
2008-07-21,1019.349
2008-07-22,1024.021
2008-07-23,1021.21
2008-07-24,1006.619
2008-07-25,1013.381
2008-07-28,1009.616
2008-07-29,1007.261
2008-07-30,1020.541
2008-07-31,1029.848
2008-08-01,1010.716
2008-08-04,1003.348
2008-08-05,1011.369
2008-08-06,1015.447
2008-08-07,1012.017
2008-08-08,987.709
2008-08-11,988.505
2008-08-12,977.191
2008-08-13,959.903
2008-08-14,968.942
2008-08-15,956.296
2008-08-18,957.262
2008-08-19,941.967
2008-08-20,949.489
2008-08-21,949.937
2008-08-22,957.805
2008-08-25,947.798
2008-08-26,947.099
2008-08-27,949.529
2008-08-28,962.688
2008-08-29,964.489
2008-09-01,956.036
2008-09-02,961.088
2008-09-03,944.67
2008-09-04,914.163
2008-09-05,883.627
2008-09-08,895.642
2008-09-09,877.495
2008-09-10,868.312
2008-09-11,856.755
2008-09-12,887.324
2008-09-15,875.618
2008-09-16,868.211
2008-09-17,861.792
2008-09-18,885.651
2008-09-19,914.348
2008-09-22,920.492
2008-09-23,916.124
2008-09-24,905.37
2008-09-25,916.298
2008-09-26,897.103
2008-09-29,861.954
2008-09-30,848.577
2008-10-01,838.69
2008-10-02,798.176
2008-10-03,807.086
2008-10-06,735.908
2008-10-07,738.477
2008-10-08,703.646
2008-10-09,686.937
2008-10-10,651.685
2008-10-13,723.006
2008-10-14,737.209
2008-10-15,693.686
2008-10-16,655.43
2008-10-17,669.929
2008-10-20,665.471
2008-10-21,649.786
2008-10-22,609.938
2008-10-23,597.34
2008-10-24,559.81
2008-10-27,600.269
2008-10-28,722.946
2008-10-29,682.548
2008-10-30,681.919
2008-10-31,691.379
2008-11-03,681.012
2008-11-04,722.175
2008-11-05,710.018
2008-11-06,656.878
2008-11-07,669.379
2008-11-10,680.201
2008-11-11,632.977
2008-11-12,615.024
2008-11-13,624.356
2008-11-14,632.682
2008-11-17,606.949
2008-11-18,612.872
2008-11-19,588.267
2008-11-20,558.997
2008-11-21,550.891
2008-11-24,605.425
2008-11-25,602.275
2008-11-26,603.863
2008-11-27,615.149
2008-11-28,596.108
2008-12-01,565.315
2008-12-02,582.204
2008-12-03,587.633
2008-12-04,588.119
2008-12-05,558.08
2008-12-08,607.757
2008-12-09,610.775
2008-12-10,615.118
2008-12-11,619.511
2008-12-12,617.724
2008-12-15,632.362
2008-12-16,645.006
2008-12-17,671.269
2008-12-18,688.054
2008-12-19,654.013
2008-12-22,643.552
2008-12-23,639.418
2008-12-24,641.459
2008-12-25,641.459
2008-12-26,644.555
2008-12-29,660.854
2008-12-30,667.756
2008-12-31,656.237
2009-01-01,656.237
2009-01-02,682.294
2009-01-05,669.965
2009-01-06,676.716
2009-01-07,684.18
2009-01-08,680.484
2009-01-09,652.188
2009-01-12,626.77
2009-01-13,609.424
2009-01-14,580.184
2009-01-15,575.437
2009-01-16,587.267
2009-01-19,580.422
2009-01-20,559.224
2009-01-21,564.242
2009-01-22,564.161
2009-01-23,549.974
2009-01-26,582.756
2009-01-27,586.971
2009-01-28,611.071
2009-01-29,593.871
2009-01-30,572.972
2009-02-02,569.313
2009-02-03,583.793
2009-02-04,591.629
2009-02-05,594.187
2009-02-06,611.748
2009-02-09,624.572
2009-02-10,606.332
2009-02-11,604.564
2009-02-12,582.2
2009-02-13,588.787
2009-02-16,581.928
2009-02-17,555.261
2009-02-18,552.513
2009-02-19,557.239
2009-02-20,532.514
2009-02-23,528.105
2009-02-24,522.68
2009-02-25,516.743
2009-02-26,520.526
2009-02-27,503.751
2009-03-02,486.108
2009-03-03,481.725
2009-03-04,502.489
2009-03-05,485.324
2009-03-06,480.705
2009-03-09,484.938
2009-03-10,512.608
2009-03-11,512.893
2009-03-12,517.969
2009-03-13,521.55
2009-03-16,532.509
2009-03-17,521.786
2009-03-18,528.258
2009-03-19,553.653
2009-03-20,556.85
2009-03-23,565.736
2009-03-24,568.283
2009-03-25,573.565
2009-03-26,582.22
2009-03-27,562.149
2009-03-30,535.701
2009-03-31,550.818
2009-04-01,553.414
2009-04-02,585.334
2009-04-03,583.467
2009-04-06,579.275
2009-04-07,569.425
2009-04-08,570.033
2009-04-09,583.809
2009-04-10,583.809
2009-04-13,588.76
2009-04-14,593.807
2009-04-15,591.222
2009-04-16,597.511
2009-04-17,598.112
2009-04-20,572.434
2009-04-21,579.92
2009-04-22,593.244
2009-04-23,588.866
2009-04-24,614.542
2009-04-27,609.122
2009-04-28,596.815
2009-04-29,614.968
2009-04-30,618.095
2009-05-01,618.188
2009-05-04,635.477
2009-05-05,624.751
2009-05-06,627.861
2009-05-07,624.668
2009-05-08,639.326
2009-05-11,641.96
2009-05-12,643.461
2009-05-13,631.169
2009-05-14,633.819
2009-05-15,636.661
2009-05-18,645.484
2009-05-19,664.884
2009-05-20,686.184
2009-05-21,667.348
2009-05-22,679.898
2009-05-25,681.096
2009-05-26,683.545
2009-05-27,680.565
2009-05-28,673.196
2009-05-29,684.285
2009-06-01,708.038
2009-06-02,721.674
2009-06-03,705.44
2009-06-04,710.025
2009-06-05,700.337
2009-06-08,685.086
2009-06-09,693.573
2009-06-10,701.187
2009-06-11,712.935
2009-06-12,701.736
2009-06-15,670.3
2009-06-16,672.381
2009-06-17,659.345
2009-06-18,666.174
2009-06-19,662.421
2009-06-22,641.11
2009-06-23,650.01
2009-06-24,671.945
2009-06-25,659.204
2009-06-26,666.27
2009-06-29,675.709
2009-06-30,666.074
2009-07-01,681.567
2009-07-02,654.198
2009-07-03,652.209
2009-07-06,639.842
2009-07-07,636.765
2009-07-08,628.02
2009-07-09,639.663
2009-07-10,630.735
2009-07-13,648.319
2009-07-14,654.187
2009-07-15,680.999
2009-07-16,687.004
2009-07-17,690.088
2009-07-20,697.515
2009-07-21,709.344
2009-07-22,712.039
2009-07-23,727.738
2009-07-24,724.242
2009-07-27,724.046
2009-07-28,710.616
2009-07-29,716.008
2009-07-30,732.024
2009-07-31,736.897
2009-08-03,762.732
2009-08-04,757.649
2009-08-05,745.274
2009-08-06,747.801
2009-08-07,749.774
2009-08-10,737.396
2009-08-11,720.104
2009-08-12,729.245
2009-08-13,738.922
2009-08-14,719.572
2009-08-17,696.946
2009-08-18,703.289
2009-08-19,701.724
2009-08-20,711.699
2009-08-21,728.048
2009-08-24,732.882
2009-08-25,733.794
2009-08-26,725.042
2009-08-27,713.353
2009-08-28,726.346
2009-08-31,720.133
2009-09-01,701.384
2009-09-02,696.502
2009-09-03,697.878
2009-09-04,707.389
2009-09-07,725.381
2009-09-08,735.918
2009-09-09,753.986
2009-09-10,756.989
2009-09-11,765.881
2009-09-14,769.524
2009-09-15,769.76
2009-09-16,783.035
2009-09-17,789.401
2009-09-18,782.648
2009-09-21,773.953
2009-09-22,785.783
2009-09-23,782.749
2009-09-24,768.427
2009-09-25,765.787
2009-09-28,778.482
2009-09-29,773.761
2009-09-30,772.675
2009-10-01,754.973
2009-10-02,746.705
2009-10-05,755.454
2009-10-06,778.512
2009-10-07,774.197
2009-10-08,788.91
2009-10-09,788.793
2009-10-12,803.839
2009-10-13,794.362
2009-10-14,816.707
2009-10-15,817.398
2009-10-16,805.401
2009-10-19,827.924
2009-10-20,819.68
2009-10-21,823.25
2009-10-22,813.487
2009-10-23,813.701
2009-10-26,797.543
2009-10-27,788.138
2009-10-28,758.022
2009-10-29,776.096
2009-10-30,753.064
2009-11-02,759.2
2009-11-03,745.202
2009-11-04,765.495
2009-11-05,774.716
2009-11-06,776.883
2009-11-09,797.337
2009-11-10,792.39
2009-11-11,803.01
2009-11-12,797.525
2009-11-13,801.363
2009-11-16,822.152
2009-11-17,814.337
2009-11-18,818.897
2009-11-19,798.686
2009-11-20,795.62
2009-11-23,820.503
2009-11-24,814.534
2009-11-25,822.736
2009-11-26,792.661
2009-11-27,804.207
2009-11-30,796.574
2009-12-01,821.886
2009-12-02,819.196
2009-12-03,822.532
2009-12-04,818.599
2009-12-07,813.255
2009-12-08,794.015
2009-12-09,790.01
2009-12-10,794.373
2009-12-11,797.275
2009-12-14,805.009
2009-12-15,800.277
2009-12-16,812.761
2009-12-17,794.434
2009-12-18,791.106
2009-12-21,802.136
2009-12-22,796.349
2009-12-23,803.963
2009-12-24,805.337
2009-12-25,805.337
2009-12-28,809.225
2009-12-29,812.039
2009-12-30,802.817
2009-12-31,805.428
2010-01-01,805.428
2010-01-04,820.663
2010-01-05,818.02
2010-01-06,820.144
2010-01-07,816.835
2010-01-08,815.715
2010-01-11,829.791
2010-01-12,816.036
2010-01-13,821.238
2010-01-14,828.937
2010-01-15,807.839
2010-01-18,813.663
2010-01-19,812.248
2010-01-20,788.558
2010-01-21,767.581
2010-01-22,763.355
2010-01-25,756.988
2010-01-26,754.376
2010-01-27,745.473
2010-01-28,729.924
2010-01-29,738.264
2010-02-01,743.207
2010-02-02,753.463
2010-02-03,749.037
2010-02-04,725.723
2010-02-05,704.765
2010-02-08,710.124
2010-02-09,714.232
2010-02-10,715.678
2010-02-11,708.256
2010-02-12,709.075
2010-02-15,706.914
2010-02-16,722.889
2010-02-17,727.132
2010-02-18,726.634
2010-02-19,727.666
2010-02-22,726.109
2010-02-23,715.168
2010-02-24,716.557
2010-02-25,701.068
2010-02-26,714.766
2010-03-01,722.802
2010-03-02,736.94
2010-03-03,747.495
2010-03-04,742.681
2010-03-05,752.15
2010-03-08,752.328
2010-03-09,749.53
2010-03-10,760.536
2010-03-11,758.784
2010-03-12,764.608
2010-03-15,753.874
2010-03-16,767.721
2010-03-17,770.744
2010-03-18,761.673
2010-03-19,754.469
2010-03-22,756.452
2010-03-23,761.343
2010-03-24,754.09
2010-03-25,762.68
2010-03-26,762.076
2010-03-29,768.111
2010-03-30,761.079
2010-03-31,769.71
2010-04-01,779.98
2010-04-02,779.98
2010-04-05,778.194
2010-04-06,771.433
2010-04-07,767.143
2010-04-08,762.889
2010-04-09,775.292
2010-04-12,782.738
2010-04-13,782.789
2010-04-14,793.977
2010-04-15,791.009
2010-04-16,779.5
2010-04-19,773.369
2010-04-20,790.583
2010-04-21,786.095
2010-04-22,774.16
2010-04-23,795.482
2010-04-26,801.233
2010-04-27,780.704
2010-04-28,762.56
2010-04-29,772.585
2010-04-30,773.091
2010-05-03,768.568
2010-05-04,738.03
2010-05-05,720.838
2010-05-06,709.821
2010-05-07,685.476
2010-05-10,727.47
2010-05-11,722.635
2010-05-12,738.775
2010-05-13,740.339
2010-05-14,713.3
2010-05-17,708.221
2010-05-18,717.883
2010-05-19,696.195
2010-05-20,678.52
2010-05-21,687.471
2010-05-24,677.09
2010-05-25,649.604
2010-05-26,662.368
2010-05-27,683.719
2010-05-28,688.445
2010-05-31,690.821
2010-06-01,692.447
2010-06-02,689.481
2010-06-03,700.025
2010-06-04,677.511
2010-06-07,666.82
2010-06-08,664.712
2010-06-09,687.968
2010-06-10,703.528
2010-06-11,700.61
2010-06-14,719.909
2010-06-15,724.939
2010-06-16,723.43
2010-06-17,731.072
2010-06-18,734.899
2010-06-21,744.385
2010-06-22,736.391
2010-06-23,726.315
2010-06-24,718.7
2010-06-25,711.79
2010-06-28,724.358
2010-06-29,692.518
2010-06-30,697.902
2010-07-01,693.987
2010-07-02,700.103
2010-07-05,694.695
2010-07-06,717.501
2010-07-07,720.778
2010-07-08,724.926
2010-07-09,726.662
2010-07-12,725.216
2010-07-13,745.917
2010-07-14,750.901
2010-07-15,753.569
2010-07-16,748.285
2010-07-19,744.636
2010-07-20,732.235
2010-07-21,733.317
2010-07-22,755.844
2010-07-23,754.129
2010-07-26,764.939
2010-07-27,764.345
2010-07-28,761.986
2010-07-29,757.95
2010-07-30,754.057
2010-08-02,777.965
2010-08-03,782.386
2010-08-04,779.497
2010-08-05,782.788
2010-08-06,780.83
2010-08-09,789.302
2010-08-10,770.588
2010-08-11,742.29
2010-08-12,734.478
2010-08-13,729.487
2010-08-16,737.311
2010-08-17,751.869
2010-08-18,750.084
2010-08-19,739.012
