Date,AUSTRIA Standard (Large+Mid Cap)
1989-10-31,1360.371
1989-11-30,1332.185
1989-12-29,1670.335
1990-01-31,2001.034
1990-02-28,2392.283
1990-03-30,2433.676
1990-04-30,2121.579
1990-05-31,2079.715
1990-06-29,2250.857
1990-07-31,2529.033
1990-08-31,2084.105
1990-09-28,1598.153
1990-10-31,1780.618
1990-11-30,1782.773
1990-12-31,1776.11
1991-01-31,1708.182
1991-02-28,1978.439
1991-03-29,1780.81
1991-04-30,1806.352
1991-05-31,1772.627
1991-06-28,1581.509
1991-07-31,1571.627
1991-08-30,1569.888
1991-09-30,1622.654
1991-10-31,1403.656
1991-11-29,1532.401
1991-12-31,1558.89
1992-01-31,1603.895
1992-02-28,1707.657
1992-03-31,1614.407
1992-04-30,1552.174
1992-05-29,1608.509
1992-06-30,1636.023
1992-07-31,1478.036
1992-08-31,1442.66
1992-09-30,1534.104
1992-10-30,1447.844
1992-11-30,1356.961
1992-12-31,1392.888
1993-01-29,1381.09
1993-02-26,1460.493
1993-03-31,1433.227
1993-04-30,1417.575
1993-05-31,1445.852
1993-06-30,1442.121
1993-07-30,1503.275
1993-08-31,1664.707
1993-09-30,1625.708
1993-10-29,1744.0
1993-11-30,1660.664
1993-12-31,1784.17
1994-01-31,1818.957
1994-02-28,1795.636
1994-03-31,1722.634
1994-04-29,1702.646
1994-05-31,1656.4
1994-06-30,1781.722
1994-07-29,1735.78
1994-08-31,1800.962
1994-09-30,1711.134
1994-10-31,1654.921
1994-11-30,1624.579
1994-12-30,1672.2
1995-01-31,1609.901
1995-02-28,1690.184
1995-03-31,1701.121
1995-04-28,1691.924
1995-05-31,1785.386
1995-06-30,1808.819
1995-07-31,1819.651
1995-08-31,1681.861
1995-09-29,1689.897
1995-10-31,1610.703
1995-11-30,1553.71
1995-12-29,1593.232
1996-01-31,1685.832
1996-02-29,1679.272
1996-03-29,1665.452
1996-04-30,1676.27
1996-05-31,1767.661
1996-06-28,1659.707
1996-07-31,1623.287
1996-08-30,1638.625
1996-09-30,1591.07
1996-10-31,1602.118
1996-11-29,1639.89
1996-12-31,1665.075
1997-01-31,1597.75
1997-02-28,1602.011
1997-03-31,1619.606
1997-04-30,1552.897
1997-05-30,1636.873
1997-06-30,1620.12
1997-07-31,1720.696
1997-08-29,1615.102
1997-09-30,1734.423
1997-10-31,1694.567
1997-11-28,1580.191
1997-12-31,1691.201
1998-01-30,1748.486
1998-02-27,1872.996
1998-03-31,1967.277
1998-04-30,2135.525
1998-05-29,2257.234
1998-06-30,2094.651
1998-07-31,2127.777
1998-08-31,1752.03
1998-09-30,1567.154
1998-10-30,1760.242
1998-11-30,1670.358
1998-12-31,1697.131
1999-01-29,1595.663
1999-02-26,1684.173
1999-03-31,1679.157
1999-04-30,1750.619
1999-05-31,1531.636
1999-06-30,1600.011
1999-07-30,1609.226
1999-08-31,1611.544
1999-09-30,1526.553
1999-10-29,1507.918
1999-11-30,1440.401
1999-12-31,1542.461
2000-01-31,1407.181
2000-02-29,1341.714
2000-03-31,1375.556
2000-04-28,1303.667
2000-05-31,1349.738
2000-06-30,1395.442
2000-07-31,1394.982
2000-08-31,1356.113
2000-09-29,1362.815
2000-10-31,1288.587
2000-11-30,1239.497
2000-12-29,1358.025
2001-01-31,1398.166
2001-02-28,1489.008
2001-03-30,1417.837
2001-04-30,1450.97
2001-05-31,1360.747
2001-06-29,1328.965
2001-07-31,1425.299
2001-08-31,1432.228
2001-09-28,1297.257
2001-10-31,1208.202
2001-11-30,1267.831
2001-12-31,1281.313
2002-01-31,1285.839
2002-02-28,1323.379
2002-03-29,1416.037
2002-04-30,1520.96
2002-05-31,1529.585
2002-06-28,1547.49
2002-07-31,1401.968
2002-08-30,1400.448
2002-09-30,1317.234
2002-10-31,1336.69
2002-11-29,1333.445
2002-12-31,1493.315
2003-01-31,1523.151
2003-02-28,1545.315
2003-03-31,1570.002
2003-04-30,1690.6
2003-05-30,1777.973
2003-06-30,1834.24
2003-07-31,1821.742
2003-08-29,1813.021
2003-09-30,1918.107
2003-10-31,2023.41
2003-11-28,2171.52
2003-12-31,2343.934
2004-01-30,2549.706
2004-02-27,2612.966
2004-03-31,2731.365
2004-04-30,2747.088
2004-05-31,2762.029
2004-06-30,2921.639
2004-07-30,2973.642
2004-08-31,2969.101
2004-09-30,3110.381
2004-10-29,3286.233
2004-11-30,3722.205
2004-12-31,4020.296
2005-01-31,3926.329
2005-02-28,4282.236
2005-03-31,4081.699
2005-04-29,3900.818
2005-05-31,4065.973
2005-06-30,4327.334
2005-07-29,4498.734
2005-08-31,4795.708
2005-09-30,4861.331
2005-10-31,4665.547
2005-11-30,4829.06
2005-12-30,5010.863
2006-01-31,5585.866
2006-02-28,5496.614
2006-03-31,5685.084
2006-04-28,5953.878
2006-05-31,5596.374
2006-06-30,5569.282
2006-07-31,5583.493
2006-08-31,5639.068
2006-09-29,5756.678
2006-10-31,6069.185
2006-11-30,6355.776
2006-12-29,6841.818
2007-01-31,6875.503
2007-02-28,6753.325
2007-03-30,7237.663
2007-04-30,7563.244
2007-05-31,7672.66
2007-06-29,7597.466
2007-07-31,7220.918
2007-08-31,6929.563
2007-09-28,6959.028
2007-10-31,7485.995
2007-11-30,6995.952
2007-12-31,6990.436
2008-01-31,6054.456
2008-02-29,6259.198
2008-03-31,6298.352
2008-04-30,7031.629
2008-05-30,7276.447
2008-06-30,6617.536
2008-07-31,5992.896
2008-08-29,5639.425
2008-09-30,3889.89
2008-10-31,2446.169
2008-11-28,2092.062
2008-12-31,2208.264
2009-01-30,1971.302
2009-02-27,1627.678
2009-03-31,2028.888
2009-04-30,2229.243
2009-05-29,2778.099
2009-06-30,2717.779
2009-07-31,2938.979
2009-08-31,3305.121
2009-09-30,3506.427
2009-10-30,3308.453
2009-11-30,3349.736
2009-12-31,3162.204
2010-01-29,3011.689
2010-02-26,2902.324
2010-03-31,3123.503
2010-04-30,3131.283
2010-05-31,2612.838
2010-06-30,2424.266
2010-07-30,2862.092
2010-08-31,2732.761
2010-09-30,3110.118
2010-10-29,3325.185
2010-11-30,2985.981
2010-12-31,3474.579
2011-01-31,3583.417
2011-02-28,3639.457
2011-03-31,3683.569
2011-04-29,3781.35
2011-05-31,3644.436
2011-06-30,3736.151
2011-07-29,3491.202
2011-08-31,2995.398
2011-09-30,2327.676
2011-10-31,2480.732
2011-11-30,2217.314
2011-12-30,2208.768
2012-01-31,2436.18
2012-02-29,2645.554
2012-03-30,2572.441
2012-04-30,2468.511
2012-05-31,2012.441
2012-06-29,2182.657
2012-07-31,2167.109
2012-08-31,2202.194
2012-09-28,2338.302
2012-10-31,2493.083
2012-11-30,2629.327
2012-12-31,2780.898
2013-01-31,2901.793
2013-02-28,2839.396
2013-03-29,2651.018
2013-04-30,2819.798
2013-05-31,2785.488
2013-06-28,2570.067
2013-07-31,2765.471
2013-08-30,2876.733
2013-09-30,3056.188
2013-10-31,3167.076
2013-11-29,3246.272
2013-12-31,3153.963
2014-01-31,3075.71
2014-02-28,3156.619
2014-03-31,3066.409
2014-04-30,3080.317
2014-05-30,3062.316
2014-06-30,3047.916
2014-07-31,2697.789
2014-08-29,2637.391
2014-09-30,2389.867
2014-10-31,2407.506
2014-11-28,2471.264
2014-12-31,2215.166
2015-01-30,2039.657
2015-02-27,2373.709
2015-03-31,2284.06
2015-04-30,2520.983
2015-05-29,2447.244
2015-06-30,2356.759
2015-07-31,2434.686
2015-08-31,2244.919
2015-09-30,2144.91
2015-10-30,2303.073
2015-11-30,2332.39
2015-12-31,2291.826
2016-01-29,2073.838
2016-02-29,2048.977
2016-03-31,2279.963
2016-04-29,2384.364
2016-05-31,2228.103
2016-06-30,2052.296
2016-07-29,2219.58
2016-08-31,2273.495
2016-09-30,2394.134
2016-10-31,2491.727
2016-11-30,2447.35
2016-12-30,2549.919
2017-01-31,2688.863
2017-02-28,2688.343
2017-03-31,2778.423
2017-04-28,3047.091
2017-05-31,3333.731
2017-06-30,3385.275
2017-07-31,3683.749
2017-08-31,3741.502
2017-09-29,3814.361
2017-10-31,3893.899
2017-11-30,3995.015
2017-12-29,4036.77
2018-01-31,4475.239
2018-02-28,4221.538
2018-03-30,4124.979
2018-04-30,4064.918
2018-05-31,3768.245
2018-06-29,3686.037
2018-07-31,3868.74
2018-08-31,3584.204
2018-09-28,3694.543
2018-10-31,3461.825
2018-11-30,3314.925
2018-12-31,2929.183
2019-01-31,3190.197
2019-02-28,3278.406
2019-03-29,3176.459
2019-04-30,3384.017
2019-05-31,3017.195
2019-06-28,3202.541
2019-07-31,3173.632
2019-08-30,3013.116
2019-09-30,3103.174
2019-10-31,3312.443
2019-11-29,3250.856
2019-12-31,3352.76
2020-01-31,3144.065
2020-02-28,2802.89
2020-03-31,1915.01
2020-04-30,2204.715
2020-05-29,2250.279
2020-06-30,2312.34
2020-07-31,2289.111
2020-08-31,2414.274
2020-09-30,2201.008
2020-10-30,2182.744
2020-11-30,2882.604
2020-12-31,3242.921
2021-01-29,3316.417
2021-02-26,3452.852
2021-03-31,3543.955
2021-04-30,3684.546
2021-05-31,4156.933
2021-06-30,3951.633
2021-07-30,4043.259
2021-08-31,4271.703
2021-09-30,4362.318
2021-10-29,4412.623
2021-11-30,4285.445
2021-12-31,4588.956
2022-01-31,4490.752
2022-02-28,3815.677
2022-03-31,3672.182
2022-04-29,3434.102
2022-05-31,3587.539
2022-06-30,3039.822
2022-07-29,3082.487
2022-08-31,2795.583
2022-09-30,2576.508
2022-10-31,2858.818
2022-11-30,3365.07
2022-12-30,3376.987
2023-01-31,3697.961
2023-02-28,3831.969
2023-03-31,3463.598
2023-04-28,3654.245
2023-05-31,3340.924
2023-06-30,3614.311
2023-07-31,3801.004
2023-08-31,3661.286
2023-09-29,3611.578
2023-10-31,3579.331
2023-11-30,3903.114
2023-12-29,3957.873
2024-01-31,3988.8
2024-02-29,3687.791
2024-03-29,3977.338
2024-04-30,4099.828
2024-05-31,4449.296
2024-06-28,4260.508
2024-07-31,4439.358
2024-08-30,4637.725
2024-09-30,4632.712
2024-10-31,4564.566
2024-11-29,4437.311
2024-12-31,4682.476
2025-01-31,4790.481
2025-02-28,5108.071
2025-03-31,5299.447
2025-04-30,5317.127
2025-05-30,6141.001
2025-06-30,6460.973
2025-07-31,6738.415
2025-08-29,6945.394
2025-09-30,7050.895
2025-10-31,7430.732
2025-11-28,7699.962
2025-12-31,8314.269
2026-01-30,8944.944
