Date,AUSTRIA Standard (Large+Mid Cap)
2001-12-31,1281.313
2002-01-01,1281.313
2002-01-02,1290.028
2002-01-03,1298.536
2002-01-04,1293.678
2002-01-07,1275.184
2002-01-08,1259.805
2002-01-09,1258.041
2002-01-10,1266.497
2002-01-11,1266.777
2002-01-14,1268.887
2002-01-15,1274.182
2002-01-16,1257.947
2002-01-17,1267.635
2002-01-18,1271.031
2002-01-21,1283.762
2002-01-22,1286.826
2002-01-23,1290.632
2002-01-24,1293.86
2002-01-25,1272.755
2002-01-28,1273.948
2002-01-29,1276.007
2002-01-30,1280.338
2002-01-31,1285.839
2002-02-01,1291.453
2002-02-04,1307.814
2002-02-05,1313.13
2002-02-06,1314.24
2002-02-07,1334.001
2002-02-08,1347.163
2002-02-11,1361.547
2002-02-12,1363.244
2002-02-13,1362.084
2002-02-14,1358.874
2002-02-15,1353.542
2002-02-18,1349.99
2002-02-19,1373.119
2002-02-20,1365.794
2002-02-21,1370.827
2002-02-22,1382.495
2002-02-25,1371.551
2002-02-26,1356.507
2002-02-27,1350.191
2002-02-28,1323.379
2002-03-01,1327.69
2002-03-04,1360.998
2002-03-05,1356.657
2002-03-06,1350.343
2002-03-07,1352.394
2002-03-08,1372.768
2002-03-11,1371.72
2002-03-12,1365.47
2002-03-13,1359.913
2002-03-14,1365.056
2002-03-15,1374.591
2002-03-18,1375.075
2002-03-19,1377.611
2002-03-20,1382.796
2002-03-21,1378.144
2002-03-22,1393.633
2002-03-25,1402.258
2002-03-26,1398.904
2002-03-27,1407.81
2002-03-28,1416.037
2002-03-29,1416.037
2002-04-01,1427.642
2002-04-02,1450.102
2002-04-03,1446.852
2002-04-04,1432.279
2002-04-05,1449.344
2002-04-08,1438.814
2002-04-09,1440.441
2002-04-10,1451.07
2002-04-11,1466.447
2002-04-12,1467.432
2002-04-15,1474.167
2002-04-16,1472.986
2002-04-17,1486.14
2002-04-18,1487.82
2002-04-19,1487.678
2002-04-22,1479.281
2002-04-23,1482.552
2002-04-24,1474.381
2002-04-25,1483.067
2002-04-26,1479.93
2002-04-29,1511.049
2002-04-30,1520.96
2002-05-01,1529.568
2002-05-02,1536.371
2002-05-03,1551.299
2002-05-06,1561.312
2002-05-07,1542.461
2002-05-08,1532.178
2002-05-09,1531.841
2002-05-10,1540.174
2002-05-13,1538.724
2002-05-14,1518.778
2002-05-15,1523.677
2002-05-16,1518.479
2002-05-17,1543.257
2002-05-20,1543.759
2002-05-21,1534.857
2002-05-22,1540.852
2002-05-23,1530.611
2002-05-24,1523.098
2002-05-27,1521.241
2002-05-28,1549.247
2002-05-29,1550.022
2002-05-30,1559.251
2002-05-31,1529.585
2002-06-03,1538.954
2002-06-04,1536.694
2002-06-05,1522.861
2002-06-06,1547.081
2002-06-07,1531.956
2002-06-10,1532.03
2002-06-11,1515.518
2002-06-12,1510.608
2002-06-13,1506.592
2002-06-14,1496.903
2002-06-17,1483.189
2002-06-18,1481.899
2002-06-19,1500.988
2002-06-20,1509.593
2002-06-21,1520.108
2002-06-24,1518.055
2002-06-25,1521.446
2002-06-26,1535.775
2002-06-27,1544.77
2002-06-28,1547.49
2002-07-01,1571.192
2002-07-02,1522.916
2002-07-03,1508.033
2002-07-04,1512.006
2002-07-05,1510.415
2002-07-08,1530.78
2002-07-09,1542.083
2002-07-10,1519.906
2002-07-11,1519.385
2002-07-12,1522.832
2002-07-15,1541.01
2002-07-16,1531.544
2002-07-17,1549.045
2002-07-18,1554.086
2002-07-19,1529.415
2002-07-22,1509.86
2002-07-23,1451.923
2002-07-24,1391.095
2002-07-25,1439.93
2002-07-26,1424.346
2002-07-29,1421.624
2002-07-30,1441.16
2002-07-31,1401.968
2002-08-01,1402.736
2002-08-02,1381.196
2002-08-05,1375.206
2002-08-06,1347.959
2002-08-07,1365.009
2002-08-08,1370.384
2002-08-09,1383.87
2002-08-12,1374.776
2002-08-13,1379.982
2002-08-14,1403.279
2002-08-15,1392.828
2002-08-16,1413.706
2002-08-19,1373.35
2002-08-20,1352.921
2002-08-21,1374.981
2002-08-22,1377.428
2002-08-23,1375.507
2002-08-26,1373.652
2002-08-27,1408.767
2002-08-28,1384.488
2002-08-29,1376.612
2002-08-30,1400.448
2002-09-02,1397.282
2002-09-03,1393.65
2002-09-04,1403.754
2002-09-05,1391.167
2002-09-06,1371.264
2002-09-09,1388.153
2002-09-10,1381.681
2002-09-11,1380.554
2002-09-12,1365.787
2002-09-13,1359.047
2002-09-16,1342.938
2002-09-17,1341.528
2002-09-18,1332.051
2002-09-19,1330.708
2002-09-20,1311.343
2002-09-23,1308.517
2002-09-24,1279.489
2002-09-25,1299.568
2002-09-26,1302.334
2002-09-27,1296.951
2002-09-30,1317.234
2002-10-01,1298.277
2002-10-02,1325.133
2002-10-03,1309.68
2002-10-04,1269.949
2002-10-07,1226.097
2002-10-08,1212.887
2002-10-09,1218.844
2002-10-10,1216.94
2002-10-11,1230.227
2002-10-14,1228.851
2002-10-15,1241.999
2002-10-16,1249.307
2002-10-17,1269.02
2002-10-18,1265.062
2002-10-21,1275.753
2002-10-22,1288.941
2002-10-23,1277.879
2002-10-24,1279.161
2002-10-25,1275.888
2002-10-28,1305.334
2002-10-29,1300.573
2002-10-30,1296.57
2002-10-31,1336.69
2002-11-01,1344.991
2002-11-04,1337.45
2002-11-05,1348.965
2002-11-06,1354.753
2002-11-07,1370.86
2002-11-08,1370.284
2002-11-11,1362.779
2002-11-12,1368.908
2002-11-13,1373.461
2002-11-14,1363.134
2002-11-15,1362.459
2002-11-18,1362.022
2002-11-19,1366.696
2002-11-20,1366.5
2002-11-21,1353.007
2002-11-22,1353.686
2002-11-25,1353.463
2002-11-26,1354.604
2002-11-27,1348.383
2002-11-28,1348.755
2002-11-29,1333.445
2002-12-02,1358.304
2002-12-03,1356.797
2002-12-04,1381.261
2002-12-05,1389.337
2002-12-06,1396.805
2002-12-09,1381.832
2002-12-10,1397.449
2002-12-11,1402.862
2002-12-12,1411.059
2002-12-13,1422.377
2002-12-16,1421.298
2002-12-17,1435.722
2002-12-18,1431.214
2002-12-19,1428.039
2002-12-20,1470.261
2002-12-23,1473.179
2002-12-24,1479.277
2002-12-25,1479.277
2002-12-26,1483.007
2002-12-27,1468.796
2002-12-30,1487.481
2002-12-31,1493.315
2003-01-01,1493.315
2003-01-02,1473.778
2003-01-03,1486.433
2003-01-06,1495.566
2003-01-07,1488.579
2003-01-08,1471.715
2003-01-09,1500.489
2003-01-10,1490.71
2003-01-13,1503.6
2003-01-14,1530.714
2003-01-15,1537.907
2003-01-16,1545.728
2003-01-17,1531.925
2003-01-20,1526.312
2003-01-21,1534.691
2003-01-22,1521.661
2003-01-23,1549.559
2003-01-24,1583.122
2003-01-27,1565.22
2003-01-28,1571.07
2003-01-29,1553.925
2003-01-30,1515.322
2003-01-31,1523.151
2003-02-03,1531.201
2003-02-04,1549.098
2003-02-05,1552.108
2003-02-06,1569.826
2003-02-07,1566.915
2003-02-10,1545.245
2003-02-11,1519.474
2003-02-12,1504.261
2003-02-13,1534.176
2003-02-14,1527.132
2003-02-17,1540.325
2003-02-18,1524.247
2003-02-19,1536.792
2003-02-20,1531.018
2003-02-21,1536.699
2003-02-24,1522.996
2003-02-25,1514.135
2003-02-26,1525.453
2003-02-27,1534.383
2003-02-28,1545.315
2003-03-03,1564.907
2003-03-04,1561.224
2003-03-05,1573.267
2003-03-06,1572.88
2003-03-07,1573.49
2003-03-10,1555.089
2003-03-11,1544.504
2003-03-12,1524.505
2003-03-13,1518.068
2003-03-14,1510.361
2003-03-17,1499.45
2003-03-18,1511.264
2003-03-19,1496.5
2003-03-20,1504.678
2003-03-21,1506.083
2003-03-24,1528.493
2003-03-25,1535.024
2003-03-26,1549.876
2003-03-27,1547.826
2003-03-28,1548.014
2003-03-31,1570.002
2003-04-01,1580.473
2003-04-02,1591.229
2003-04-03,1577.497
2003-04-04,1581.234
2003-04-07,1603.426
2003-04-08,1601.343
2003-04-09,1594.708
2003-04-10,1601.506
2003-04-11,1588.661
2003-04-14,1598.507
2003-04-15,1587.889
2003-04-16,1566.483
2003-04-17,1575.939
2003-04-18,1575.939
2003-04-21,1569.146
2003-04-22,1575.908
2003-04-23,1608.635
2003-04-24,1628.604
2003-04-25,1621.687
2003-04-28,1641.061
2003-04-29,1653.518
2003-04-30,1690.6
2003-05-01,1706.128
2003-05-02,1705.09
2003-05-05,1733.73
2003-05-06,1759.429
2003-05-07,1781.519
2003-05-08,1779.17
2003-05-09,1785.365
2003-05-12,1831.464
2003-05-13,1826.815
2003-05-14,1842.549
2003-05-15,1843.783
2003-05-16,1857.551
2003-05-19,1862.545
2003-05-20,1868.008
2003-05-21,1867.462
2003-05-22,1863.178
2003-05-23,1872.202
2003-05-26,1880.6
2003-05-27,1864.69
2003-05-28,1837.311
2003-05-29,1850.926
2003-05-30,1777.973
2003-06-02,1826.761
2003-06-03,1836.077
2003-06-04,1826.654
2003-06-05,1858.589
2003-06-06,1846.419
2003-06-09,1856.443
2003-06-10,1849.593
2003-06-11,1864.482
2003-06-12,1835.958
2003-06-13,1858.784
2003-06-16,1868.39
2003-06-17,1866.235
2003-06-18,1863.653
2003-06-19,1862.617
2003-06-20,1861.436
2003-06-23,1846.531
2003-06-24,1836.335
2003-06-25,1835.699
2003-06-26,1827.733
2003-06-27,1837.275
2003-06-30,1834.24
2003-07-01,1860.515
2003-07-02,1878.547
2003-07-03,1866.254
2003-07-04,1869.042
2003-07-07,1870.63
2003-07-08,1841.774
2003-07-09,1847.541
2003-07-10,1835.602
2003-07-11,1835.494
2003-07-14,1863.655
2003-07-15,1855.587
2003-07-16,1860.298
2003-07-17,1847.101
2003-07-18,1858.233
2003-07-21,1859.103
2003-07-22,1837.618
2003-07-23,1879.564
2003-07-24,1878.319
2003-07-25,1893.128
2003-07-28,1882.834
2003-07-29,1881.752
2003-07-30,1857.552
2003-07-31,1821.742
2003-08-01,1820.025
2003-08-04,1827.516
2003-08-05,1837.587
2003-08-06,1828.699
2003-08-07,1841.685
2003-08-08,1830.927
2003-08-11,1827.847
2003-08-12,1834.307
2003-08-13,1834.366
2003-08-14,1835.156
2003-08-15,1833.853
2003-08-18,1819.763
2003-08-19,1829.457
2003-08-20,1837.429
2003-08-21,1816.464
2003-08-22,1796.221
2003-08-25,1807.591
2003-08-26,1809.828
2003-08-27,1810.586
2003-08-28,1814.712
2003-08-29,1813.021
2003-09-01,1818.101
2003-09-02,1820.491
2003-09-03,1824.754
2003-09-04,1826.204
2003-09-05,1845.52
2003-09-08,1876.42
2003-09-09,1879.455
2003-09-10,1880.844
2003-09-11,1896.08
2003-09-12,1910.712
2003-09-15,1890.006
2003-09-16,1874.724
2003-09-17,1872.971
2003-09-18,1875.296
2003-09-19,1896.819
2003-09-22,1901.43
2003-09-23,1900.301
2003-09-24,1886.978
2003-09-25,1881.511
2003-09-26,1877.726
2003-09-29,1895.771
2003-09-30,1918.107
2003-10-01,1921.332
2003-10-02,1929.546
2003-10-03,1925.199
2003-10-06,1935.538
2003-10-07,1954.437
2003-10-08,1976.2
2003-10-09,1967.068
2003-10-10,1982.629
2003-10-13,1978.17
2003-10-14,1994.159
2003-10-15,1993.147
2003-10-16,2017.44
2003-10-17,1999.543
2003-10-20,2004.675
2003-10-21,1998.662
2003-10-22,2005.306
2003-10-23,1994.597
2003-10-24,2003.353
2003-10-27,1994.953
2003-10-28,1987.578
2003-10-29,2012.877
2003-10-30,2030.96
2003-10-31,2023.41
2003-11-03,2020.037
2003-11-04,2039.829
2003-11-05,2020.538
2003-11-06,2007.281
2003-11-07,2018.539
2003-11-10,2022.078
2003-11-11,2008.883
2003-11-12,2033.085
2003-11-13,2064.868
2003-11-14,2084.756
2003-11-17,2076.254
2003-11-18,2106.177
2003-11-19,2119.029
2003-11-20,2097.031
2003-11-21,2106.365
2003-11-24,2114.692
2003-11-25,2117.427
2003-11-26,2126.867
2003-11-27,2142.872
2003-11-28,2171.52
2003-12-01,2193.764
2003-12-02,2215.178
2003-12-03,2217.585
2003-12-04,2196.668
2003-12-05,2217.46
2003-12-08,2231.432
2003-12-09,2245.926
2003-12-10,2221.893
2003-12-11,2199.871
2003-12-12,2237.309
2003-12-15,2249.588
2003-12-16,2227.593
2003-12-17,2231.885
2003-12-18,2250.643
2003-12-19,2269.805
2003-12-22,2292.932
2003-12-23,2310.352
2003-12-24,2316.863
2003-12-25,2316.863
2003-12-26,2315.933
2003-12-29,2323.25
2003-12-30,2328.51
2003-12-31,2343.934
2004-01-01,2343.934
2004-01-02,2375.807
2004-01-05,2438.742
2004-01-06,2453.369
2004-01-07,2461.558
2004-01-08,2498.41
2004-01-09,2515.833
2004-01-12,2504.618
2004-01-13,2524.829
2004-01-14,2542.417
2004-01-15,2555.045
2004-01-16,2531.791
2004-01-19,2531.465
2004-01-20,2537.133
2004-01-21,2566.251
2004-01-22,2630.052
2004-01-23,2607.906
2004-01-26,2578.449
2004-01-27,2616.308
2004-01-28,2623.939
2004-01-29,2544.879
2004-01-30,2549.706
2004-02-02,2593.371
2004-02-03,2606.251
2004-02-04,2615.051
2004-02-05,2616.368
2004-02-06,2637.489
2004-02-09,2652.781
2004-02-10,2665.736
2004-02-11,2677.965
2004-02-12,2706.963
2004-02-13,2732.141
2004-02-16,2730.895
2004-02-17,2717.976
2004-02-18,2715.693
2004-02-19,2687.717
2004-02-20,2661.32
2004-02-23,2661.329
2004-02-24,2656.936
2004-02-25,2641.18
2004-02-26,2635.709
2004-02-27,2612.966
2004-03-01,2630.516
2004-03-02,2628.44
2004-03-03,2608.344
2004-03-04,2661.434
2004-03-05,2706.173
2004-03-08,2719.001
2004-03-09,2709.03
2004-03-10,2661.093
2004-03-11,2640.035
2004-03-12,2614.759
2004-03-15,2591.646
2004-03-16,2632.741
2004-03-17,2632.192
2004-03-18,2657.471
2004-03-19,2672.004
2004-03-22,2606.796
2004-03-23,2624.015
2004-03-24,2674.302
2004-03-25,2686.472
2004-03-26,2662.826
2004-03-29,2688.573
2004-03-30,2689.001
2004-03-31,2731.365
2004-04-01,2791.484
2004-04-02,2783.43
2004-04-05,2785.128
2004-04-06,2790.688
2004-04-07,2832.899
2004-04-08,2840.389
2004-04-09,2840.389
2004-04-12,2832.41
2004-04-13,2819.378
2004-04-14,2791.096
2004-04-15,2787.17
2004-04-16,2818.673
2004-04-19,2811.384
2004-04-20,2790.962
2004-04-21,2775.538
2004-04-22,2744.049
2004-04-23,2733.332
2004-04-26,2753.117
2004-04-27,2778.804
2004-04-28,2765.033
2004-04-29,2756.375
2004-04-30,2747.088
2004-05-03,2748.143
2004-05-04,2809.316
2004-05-05,2814.601
2004-05-06,2755.029
2004-05-07,2707.241
2004-05-10,2603.617
2004-05-11,2607.825
2004-05-12,2613.865
2004-05-13,2603.132
2004-05-14,2542.051
2004-05-17,2524.286
2004-05-18,2547.811
2004-05-19,2640.271
2004-05-20,2616.794
2004-05-21,2639.705
2004-05-24,2661.731
2004-05-25,2671.658
2004-05-26,2686.783
2004-05-27,2741.288
2004-05-28,2762.029
2004-05-31,2762.029
2004-06-01,2700.423
2004-06-02,2720.75
2004-06-03,2726.524
2004-06-04,2758.185
2004-06-07,2795.457
2004-06-08,2789.689
2004-06-09,2731.176
2004-06-10,2731.402
2004-06-11,2728.204
2004-06-14,2747.753
2004-06-15,2757.757
2004-06-16,2784.296
2004-06-17,2822.281
2004-06-18,2865.347
2004-06-21,2886.084
2004-06-22,2837.204
2004-06-23,2855.905
2004-06-24,2886.494
2004-06-25,2875.576
2004-06-28,2915.243
2004-06-29,2912.012
2004-06-30,2921.639
2004-07-01,2925.196
2004-07-02,2994.701
2004-07-05,2968.997
2004-07-06,2942.25
2004-07-07,2982.113
2004-07-08,3007.415
2004-07-09,3041.637
2004-07-12,3031.648
2004-07-13,3027.871
2004-07-14,3010.081
2004-07-15,3000.026
2004-07-16,3046.216
2004-07-19,3024.378
2004-07-20,3032.051
2004-07-21,2978.436
2004-07-22,2938.096
2004-07-23,2937.677
2004-07-26,2944.857
2004-07-27,2964.684
2004-07-28,2989.362
2004-07-29,2975.112
2004-07-30,2973.642
2004-08-02,2960.377
2004-08-03,2985.297
2004-08-04,2983.476
2004-08-05,2988.139
2004-08-06,2977.379
2004-08-09,2955.595
2004-08-10,2992.373
2004-08-11,2960.103
2004-08-12,2991.61
2004-08-13,3028.474
2004-08-16,3074.799
2004-08-17,3048.055
2004-08-18,3055.497
2004-08-19,2960.931
2004-08-20,2937.207
2004-08-23,2911.102
2004-08-24,2911.017
2004-08-25,2927.052
2004-08-26,2939.489
2004-08-27,2957.609
2004-08-30,2938.937
2004-08-31,2969.101
2004-09-01,2984.628
2004-09-02,2993.098
2004-09-03,2981.027
2004-09-06,2991.005
2004-09-07,2982.232
2004-09-08,2997.662
2004-09-09,2995.05
2004-09-10,3029.067
2004-09-13,2992.757
2004-09-14,3005.852
2004-09-15,2954.983
2004-09-16,2969.936
2004-09-17,3010.522
2004-09-20,3009.931
2004-09-21,3077.525
2004-09-22,3062.421
2004-09-23,3077.669
2004-09-24,3051.108
2004-09-27,3082.973
2004-09-28,3062.773
2004-09-29,3095.826
2004-09-30,3110.381
2004-10-01,3137.734
2004-10-04,3125.481
2004-10-05,3164.833
2004-10-06,3203.897
2004-10-07,3199.123
2004-10-08,3234.868
2004-10-11,3225.661
2004-10-12,3174.138
2004-10-13,3146.744
2004-10-14,3172.498
2004-10-15,3194.851
2004-10-18,3216.897
2004-10-19,3223.89
2004-10-20,3223.543
2004-10-21,3246.524
2004-10-22,3267.752
2004-10-25,3259.726
2004-10-26,3259.471
2004-10-27,3266.479
2004-10-28,3297.617
2004-10-29,3286.233
2004-11-01,3292.562
2004-11-02,3356.76
2004-11-03,3384.112
2004-11-04,3446.022
2004-11-05,3453.749
2004-11-08,3469.434
2004-11-09,3451.949
2004-11-10,3470.79
2004-11-11,3499.893
2004-11-12,3485.048
2004-11-15,3456.766
2004-11-16,3472.935
2004-11-17,3542.661
2004-11-18,3572.927
2004-11-19,3608.569
2004-11-22,3597.086
2004-11-23,3619.099
2004-11-24,3661.252
2004-11-25,3705.463
2004-11-26,3708.846
2004-11-29,3743.124
2004-11-30,3722.205
2004-12-01,3787.135
2004-12-02,3791.169
2004-12-03,3832.62
2004-12-06,3856.297
2004-12-07,3875.667
2004-12-08,3829.341
2004-12-09,3780.177
2004-12-10,3765.695
2004-12-13,3832.435
2004-12-14,3861.583
2004-12-15,3909.162
2004-12-16,3870.098
2004-12-17,3858.478
2004-12-20,3935.08
2004-12-21,3929.732
2004-12-22,3936.422
2004-12-23,3972.141
2004-12-24,3982.437
2004-12-27,4017.642
2004-12-28,4025.205
2004-12-29,4020.479
2004-12-30,4031.388
2004-12-31,4020.296
2005-01-03,4013.565
2005-01-04,3990.732
2005-01-05,3947.133
2005-01-06,3916.065
2005-01-07,3917.64
2005-01-10,3899.81
2005-01-11,3884.872
2005-01-12,3897.824
2005-01-13,3861.551
2005-01-14,3843.525
2005-01-17,3867.802
2005-01-18,3867.188
2005-01-19,3845.43
2005-01-20,3808.48
2005-01-21,3832.727
2005-01-24,3854.35
2005-01-25,3880.776
2005-01-26,3931.33
2005-01-27,3950.72
2005-01-28,3919.251
2005-01-31,3926.329
2005-02-01,3951.039
2005-02-02,3954.351
2005-02-03,3934.824
2005-02-04,3986.482
2005-02-07,3961.665
2005-02-08,3947.469
2005-02-09,3944.818
2005-02-10,3959.589
2005-02-11,3980.869
2005-02-14,4032.639
2005-02-15,4066.747
2005-02-16,4093.881
2005-02-17,4119.292
2005-02-18,4149.568
2005-02-21,4119.441
2005-02-22,4121.235
2005-02-23,4060.289
2005-02-24,4123.46
2005-02-25,4214.592
2005-02-28,4282.236
2005-03-01,4255.722
2005-03-02,4215.131
2005-03-03,4275.442
2005-03-04,4351.413
2005-03-07,4377.116
2005-03-08,4388.493
2005-03-09,4359.096
2005-03-10,4345.893
2005-03-11,4348.984
2005-03-14,4323.76
2005-03-15,4313.897
2005-03-16,4282.888
2005-03-17,4221.143
2005-03-18,4156.481
2005-03-21,4080.364
2005-03-22,4141.043
2005-03-23,4041.643
2005-03-24,4041.215
2005-03-25,4041.215
2005-03-28,4012.853
2005-03-29,4053.167
2005-03-30,4074.218
2005-03-31,4081.699
2005-04-01,4131.436
2005-04-04,4093.186
2005-04-05,4124.528
2005-04-06,4133.074
2005-04-07,4145.428
2005-04-08,4133.004
2005-04-11,4143.332
2005-04-12,4115.042
2005-04-13,4148.654
2005-04-14,4083.891
2005-04-15,4049.042
2005-04-18,3951.459
2005-04-19,3956.582
2005-04-20,3989.079
2005-04-21,4025.449
2005-04-22,4052.479
2005-04-25,4031.281
2005-04-26,4034.14
2005-04-27,3955.897
2005-04-28,3913.663
2005-04-29,3900.818
2005-05-02,3894.433
2005-05-03,3894.541
2005-05-04,3903.643
2005-05-05,3898.973
2005-05-06,3849.163
2005-05-09,3913.099
2005-05-10,3926.637
2005-05-11,3907.106
2005-05-12,3871.011
2005-05-13,3833.112
2005-05-16,3825.534
2005-05-17,3810.164
2005-05-18,3868.422
2005-05-19,3903.147
2005-05-20,3936.265
2005-05-23,3964.191
2005-05-24,3969.64
2005-05-25,3997.873
2005-05-26,3975.018
2005-05-27,4084.169
2005-05-30,4091.083
2005-05-31,4065.973
2005-06-01,4088.241
2005-06-02,4107.905
2005-06-03,4097.71
2005-06-06,4118.894
2005-06-07,4139.352
2005-06-08,4186.135
2005-06-09,4176.382
2005-06-10,4186.409
2005-06-13,4161.607
2005-06-14,4169.575
