Date,WORLD SMALL GROWTH Small Cap
2001-09-20,357.519
2001-09-21,348.086
2001-09-24,357.835
2001-09-25,361.513
2001-09-26,358.777
2001-09-27,358.973
2001-09-28,367.453
2001-10-01,364.473
2001-10-02,367.546
2001-10-03,375.067
2001-10-04,380.249
2001-10-05,380.016
2001-10-08,378.01
2001-10-09,376.98
2001-10-10,382.972
2001-10-11,391.002
2001-10-12,390.749
2001-10-15,391.468
2001-10-16,395.53
2001-10-17,392.681
2001-10-18,388.469
2001-10-19,389.967
2001-10-22,392.827
2001-10-23,393.289
2001-10-24,394.976
2001-10-25,400.257
2001-10-26,403.119
2001-10-29,399.876
2001-10-30,393.647
2001-10-31,396.35
2001-11-01,399.782
2001-11-02,399.323
2001-11-05,402.233
2001-11-06,405.837
2001-11-07,407.002
2001-11-08,405.599
2001-11-09,404.691
2001-11-12,405.013
2001-11-13,409.054
2001-11-14,412.94
2001-11-15,411.611
2001-11-16,413.067
2001-11-19,417.631
2001-11-20,415.546
2001-11-21,413.402
2001-11-22,414.01
2001-11-23,416.462
2001-11-26,421.033
2001-11-27,421.585
2001-11-28,416.694
2001-11-29,419.871
2001-11-30,421.12
2001-12-03,416.533
2001-12-04,422.391
2001-12-05,431.67
2001-12-06,434.856
2001-12-07,433.521
2001-12-10,428.727
2001-12-11,428.175
2001-12-12,429.615
2001-12-13,424.243
2001-12-14,422.983
2001-12-17,425.508
2001-12-18,428.068
2001-12-19,425.625
2001-12-20,421.462
2001-12-21,424.698
2001-12-24,424.735
2001-12-25,424.69
2001-12-26,427.115
2001-12-27,430.993
2001-12-28,433.617
2001-12-31,433.058
2002-01-01,433.058
2002-01-02,433.147
2002-01-03,438.142
2002-01-04,441.803
2002-01-07,439.562
2002-01-08,439.49
2002-01-09,438.939
2002-01-10,439.026
2002-01-11,436.175
2002-01-14,431.456
2002-01-15,430.729
2002-01-16,423.974
2002-01-17,426.288
2002-01-18,423.84
2002-01-21,424.261
2002-01-22,419.892
2002-01-23,423.429
2002-01-24,425.328
2002-01-25,423.278
2002-01-28,423.865
2002-01-29,419.675
2002-01-30,420.575
2002-01-31,423.718
2002-02-01,422.374
2002-02-04,415.812
2002-02-05,411.686
2002-02-06,407.254
2002-02-07,405.098
2002-02-08,409.254
2002-02-11,414.09
2002-02-12,415.853
2002-02-13,417.917
2002-02-14,416.349
2002-02-15,414.2
2002-02-18,413.673
2002-02-19,406.561
2002-02-20,408.005
2002-02-21,405.362
2002-02-22,406.915
2002-02-25,408.743
2002-02-26,410.955
2002-02-27,412.711
2002-02-28,411.466
2002-03-01,417.422
2002-03-04,427.542
2002-03-05,427.391
2002-03-06,431.798
2002-03-07,436.614
2002-03-08,439.936
2002-03-11,442.451
2002-03-12,438.74
2002-03-13,435.231
2002-03-14,436.639
2002-03-15,438.179
2002-03-18,439.451
2002-03-19,440.881
2002-03-20,437.896
2002-03-21,440.264
2002-03-22,438.709
2002-03-25,434.348
2002-03-26,435.492
2002-03-27,438.156
2002-03-28,440.127
2002-03-29,439.489
2002-04-01,439.226
2002-04-02,436.499
2002-04-03,434.219
2002-04-04,435.274
2002-04-05,435.422
2002-04-08,436.273
2002-04-09,435.29
2002-04-10,439.197
2002-04-11,434.432
2002-04-12,437.369
2002-04-15,437.506
2002-04-16,444.71
2002-04-17,445.543
2002-04-18,446.123
2002-04-19,445.788
2002-04-22,442.889
2002-04-23,442.035
2002-04-24,440.928
2002-04-25,441.522
2002-04-26,438.095
2002-04-29,435.838
2002-04-30,439.379
2002-05-01,441.182
2002-05-02,440.784
2002-05-03,440.942
2002-05-06,436.182
2002-05-07,431.841
2002-05-08,439.114
2002-05-09,436.003
2002-05-10,433.15
2002-05-13,435.903
2002-05-14,440.89
2002-05-15,443.407
2002-05-16,442.911
2002-05-17,446.673
2002-05-20,444.39
2002-05-21,441.396
2002-05-22,440.87
2002-05-23,442.607
2002-05-24,440.061
2002-05-27,439.767
2002-05-28,440.016
2002-05-29,437.421
2002-05-30,437.344
2002-05-31,437.435
2002-06-03,430.299
2002-06-04,427.725
2002-06-05,427.949
2002-06-06,423.618
2002-06-07,423.512
2002-06-10,423.422
2002-06-11,418.753
2002-06-12,416.154
2002-06-13,411.545
2002-06-14,409.571
2002-06-17,416.429
2002-06-18,416.56
2002-06-19,411.321
2002-06-20,406.918
2002-06-21,404.523
2002-06-24,402.648
2002-06-25,397.851
2002-06-26,396.707
2002-06-27,400.924
2002-06-28,405.515
2002-07-01,398.101
2002-07-02,387.302
2002-07-03,384.815
2002-07-04,384.992
2002-07-05,395.038
2002-07-08,393.181
2002-07-09,389.172
2002-07-10,381.284
2002-07-11,377.707
2002-07-12,377.76
2002-07-15,374.221
2002-07-16,372.331
2002-07-17,374.369
2002-07-18,370.929
2002-07-19,363.797
2002-07-22,353.728
2002-07-23,344.468
2002-07-24,349.973
2002-07-25,350.026
2002-07-26,348.123
2002-07-29,361.209
2002-07-30,364.4
2002-07-31,361.327
2002-08-01,355.771
2002-08-02,348.018
2002-08-05,338.781
2002-08-06,342.648
2002-08-07,345.497
2002-08-08,351.0
2002-08-09,353.3
2002-08-12,352.365
2002-08-13,347.254
2002-08-14,354.24
2002-08-15,358.814
2002-08-16,361.648
2002-08-19,365.634
2002-08-20,363.552
2002-08-21,369.179
2002-08-22,372.303
2002-08-23,366.705
2002-08-26,369.872
2002-08-27,365.428
2002-08-28,358.819
2002-08-29,360.32
2002-08-30,358.421
2002-09-02,357.985
2002-09-03,349.18
2002-09-04,352.134
2002-09-05,347.173
2002-09-06,352.468
2002-09-09,353.563
2002-09-10,355.368
2002-09-11,356.132
2002-09-12,350.842
2002-09-13,350.443
2002-09-16,347.806
2002-09-17,343.82
2002-09-18,340.858
2002-09-19,334.748
2002-09-20,333.786
2002-09-23,327.48
2002-09-24,323.4
2002-09-25,329.122
2002-09-26,333.265
2002-09-27,329.887
2002-09-30,327.438
2002-10-01,329.166
2002-10-02,324.508
2002-10-03,320.995
2002-10-04,314.647
2002-10-07,306.922
2002-10-08,307.865
2002-10-09,301.789
2002-10-10,307.097
2002-10-11,315.933
2002-10-14,317.705
2002-10-15,329.592
2002-10-16,323.709
2002-10-17,332.21
2002-10-18,333.221
2002-10-21,337.852
2002-10-22,333.935
2002-10-23,336.566
2002-10-24,334.792
2002-10-25,338.526
2002-10-28,337.984
2002-10-29,334.691
2002-10-30,338.616
2002-10-31,339.708
2002-11-01,345.024
2002-11-04,349.375
2002-11-05,350.084
2002-11-06,353.57
2002-11-07,348.762
2002-11-08,345.121
2002-11-11,337.706
2002-11-12,341.46
2002-11-13,341.343
2002-11-14,346.68
2002-11-15,349.091
2002-11-18,348.156
2002-11-19,344.734
2002-11-20,349.1
2002-11-21,357.536
2002-11-22,359.081
2002-11-25,361.062
2002-11-26,355.167
2002-11-27,362.699
2002-11-28,364.97
2002-11-29,364.831
2002-12-02,365.337
2002-12-03,359.331
2002-12-04,356.453
2002-12-05,354.473
2002-12-06,355.37
2002-12-09,347.93
2002-12-10,351.454
2002-12-11,352.081
2002-12-12,352.336
2002-12-13,348.548
2002-12-16,352.049
2002-12-17,350.619
2002-12-18,344.972
2002-12-19,344.008
2002-12-20,346.954
2002-12-23,348.191
2002-12-24,347.721
2002-12-25,347.756
2002-12-26,349.189
2002-12-27,346.448
2002-12-30,346.396
2002-12-31,348.201
2003-01-01,348.192
2003-01-02,354.242
2003-01-03,354.653
2003-01-06,360.056
2003-01-07,357.804
2003-01-08,352.952
2003-01-09,358.187
2003-01-10,359.702
2003-01-13,360.211
2003-01-14,361.846
2003-01-15,360.18
2003-01-16,359.914
2003-01-17,356.208
2003-01-20,355.721
2003-01-21,352.498
2003-01-22,350.326
2003-01-23,353.502
2003-01-24,348.834
2003-01-27,342.168
2003-01-28,343.813
2003-01-29,344.073
2003-01-30,340.621
2003-01-31,342.088
2003-02-03,342.373
2003-02-04,341.473
2003-02-05,340.874
2003-02-06,338.392
2003-02-07,335.29
2003-02-10,335.897
2003-02-11,335.324
2003-02-12,332.193
2003-02-13,331.189
2003-02-14,333.602
2003-02-17,334.281
2003-02-18,338.943
2003-02-19,337.055
2003-02-20,337.178
2003-02-21,338.995
2003-02-24,335.352
2003-02-25,334.178
2003-02-26,332.405
2003-02-27,333.747
2003-02-28,335.687
2003-03-03,335.735
2003-03-04,332.786
2003-03-05,332.571
2003-03-06,330.939
2003-03-07,330.267
2003-03-10,324.721
2003-03-11,322.204
2003-03-12,320.393
2003-03-13,327.381
2003-03-14,328.156
2003-03-17,334.258
2003-03-18,337.281
2003-03-19,337.41
2003-03-20,339.568
2003-03-21,343.702
2003-03-24,337.892
2003-03-25,341.097
2003-03-26,340.968
2003-03-27,341.289
2003-03-28,341.294
2003-03-31,338.33
2003-04-01,339.65
2003-04-02,345.831
2003-04-03,345.016
2003-04-04,343.677
2003-04-07,346.684
2003-04-08,344.622
2003-04-09,343.024
2003-04-10,344.658
2003-04-11,344.622
2003-04-14,348.479
2003-04-15,350.917
2003-04-16,350.407
2003-04-17,354.79
2003-04-18,354.879
2003-04-21,355.278
2003-04-22,360.249
2003-04-23,364.181
2003-04-24,362.731
2003-04-25,359.39
2003-04-28,363.782
2003-04-29,365.816
2003-04-30,369.508
2003-05-01,371.153
2003-05-02,376.046
2003-05-05,378.614
2003-05-06,382.266
2003-05-07,381.44
2003-05-08,378.875
2003-05-09,382.414
2003-05-12,386.919
2003-05-13,387.459
2003-05-14,388.31
2003-05-15,390.301
2003-05-16,390.512
2003-05-19,383.91
2003-05-20,383.153
2003-05-21,384.116
2003-05-22,387.849
2003-05-23,390.634
2003-05-26,391.195
2003-05-27,396.36
2003-05-28,397.787
2003-05-29,400.084
2003-05-30,404.523
2003-06-02,407.43
2003-06-03,406.451
2003-06-04,411.66
2003-06-05,418.172
2003-06-06,417.491
2003-06-09,412.342
2003-06-10,414.562
2003-06-11,420.258
2003-06-12,421.634
2003-06-13,418.632
2003-06-16,424.052
2003-06-17,425.548
2003-06-18,424.632
2003-06-19,419.569
2003-06-20,418.605
2003-06-23,412.324
2003-06-24,410.574
2003-06-25,413.714
2003-06-26,415.287
2003-06-27,415.543
2003-06-30,415.187
2003-07-01,417.329
2003-07-02,423.984
2003-07-03,423.332
2003-07-04,423.067
2003-07-07,429.168
2003-07-08,433.077
2003-07-09,434.063
2003-07-10,429.309
2003-07-11,430.478
2003-07-14,435.443
2003-07-15,433.245
2003-07-16,430.251
2003-07-17,421.622
2003-07-18,424.582
2003-07-21,422.612
2003-07-22,425.226
2003-07-23,429.013
2003-07-24,429.149
2003-07-25,431.64
2003-07-28,434.738
2003-07-29,434.193
2003-07-30,432.149
2003-07-31,432.541
2003-08-01,431.086
2003-08-04,429.736
2003-08-05,425.683
2003-08-06,422.464
2003-08-07,423.31
2003-08-08,423.675
2003-08-11,427.143
2003-08-12,431.741
2003-08-13,433.967
2003-08-14,435.694
2003-08-15,436.982
2003-08-18,442.18
2003-08-19,445.817
2003-08-20,447.578
2003-08-21,450.698
2003-08-22,446.577
2003-08-25,444.896
2003-08-26,444.797
2003-08-27,447.317
2003-08-28,451.58
2003-08-29,455.745
2003-09-01,457.785
2003-09-02,461.33
2003-09-03,465.033
2003-09-04,466.224
2003-09-05,465.798
2003-09-08,470.821
2003-09-09,470.008
2003-09-10,462.2
2003-09-11,463.147
2003-09-12,465.946
2003-09-15,465.893
2003-09-16,470.693
2003-09-17,472.616
2003-09-18,476.68
2003-09-19,479.095
2003-09-22,475.521
2003-09-23,477.924
2003-09-24,471.829
2003-09-25,465.192
2003-09-26,458.841
2003-09-29,462.645
2003-09-30,461.173
2003-10-01,468.468
2003-10-02,472.848
2003-10-03,478.958
2003-10-06,482.067
2003-10-07,485.792
2003-10-08,484.522
2003-10-09,487.746
2003-10-10,489.441
2003-10-13,493.091
2003-10-14,495.109
2003-10-15,493.87
2003-10-16,497.559
2003-10-17,492.347
2003-10-20,493.358
2003-10-21,496.31
2003-10-22,490.855
2003-10-23,485.292
2003-10-24,485.489
2003-10-27,490.266
2003-10-28,496.652
2003-10-29,501.991
2003-10-30,502.18
2003-10-31,501.113
2003-11-03,504.06
2003-11-04,506.262
2003-11-05,505.32
2003-11-06,505.044
2003-11-07,507.413
2003-11-10,503.271
2003-11-11,498.152
2003-11-12,505.255
2003-11-13,507.788
2003-11-14,503.249
2003-11-17,494.899
2003-11-18,493.594
2003-11-19,493.592
2003-11-20,492.762
2003-11-21,494.046
2003-11-24,500.552
2003-11-25,504.284
2003-11-26,508.249
2003-11-27,508.706
2003-11-28,510.865
2003-12-01,517.248
2003-12-02,518.618
2003-12-03,515.423
2003-12-04,513.353
2003-12-05,510.647
2003-12-08,510.711
2003-12-09,506.029
2003-12-10,500.504
2003-12-11,506.512
2003-12-12,510.178
2003-12-15,507.222
2003-12-16,505.55
2003-12-17,505.519
2003-12-18,510.211
2003-12-19,509.997
2003-12-22,511.766
2003-12-23,514.751
2003-12-24,515.427
2003-12-25,515.838
2003-12-26,517.439
2003-12-29,523.888
2003-12-30,527.024
2003-12-31,525.824
2004-01-01,525.832
2004-01-02,528.093
2004-01-05,536.404
2004-01-06,538.928
2004-01-07,540.068
2004-01-08,544.829
2004-01-09,546.01
2004-01-12,548.345
2004-01-13,547.003
2004-01-14,549.402
2004-01-15,548.478
2004-01-16,551.923
2004-01-19,552.658
2004-01-20,558.698
2004-01-21,559.056
2004-01-22,557.985
2004-01-23,558.597
2004-01-26,559.313
2004-01-27,557.044
2004-01-28,549.914
2004-01-29,542.597
2004-01-30,545.588
2004-02-02,547.078
2004-02-03,547.337
2004-02-04,538.308
2004-02-05,541.367
2004-02-06,551.661
2004-02-09,554.501
2004-02-10,557.265
2004-02-11,560.247
2004-02-12,561.664
2004-02-13,559.117
2004-02-16,559.913
2004-02-17,565.934
2004-02-18,565.208
2004-02-19,559.203
2004-02-20,553.547
2004-02-23,548.918
2004-02-24,548.591
2004-02-25,550.765
2004-02-26,552.94
2004-02-27,556.855
2004-03-01,565.622
2004-03-02,563.065
2004-03-03,560.1
2004-03-04,564.888
2004-03-05,569.276
2004-03-08,564.768
2004-03-09,560.815
2004-03-10,550.244
2004-03-11,543.748
2004-03-12,549.115
2004-03-15,541.206
2004-03-16,543.952
2004-03-17,551.559
2004-03-18,552.493
2004-03-19,550.482
2004-03-22,542.134
2004-03-23,542.423
2004-03-24,541.129
2004-03-25,550.933
2004-03-26,552.747
2004-03-29,559.986
2004-03-30,563.729
2004-03-31,568.124
2004-04-01,574.955
2004-04-02,578.779
2004-04-05,581.192
2004-04-06,578.514
2004-04-07,580.909
2004-04-08,579.439
2004-04-09,578.054
2004-04-12,581.703
2004-04-13,573.366
2004-04-14,568.142
2004-04-15,564.528
2004-04-16,567.996
2004-04-19,569.146
2004-04-20,564.562
2004-04-21,565.069
2004-04-22,570.665
2004-04-23,571.255
2004-04-26,571.738
2004-04-27,570.344
2004-04-28,561.24
2004-04-29,554.654
2004-04-30,549.114
2004-05-03,552.275
2004-05-04,556.684
2004-05-05,559.719
2004-05-06,551.684
2004-05-07,539.689
2004-05-10,521.461
2004-05-11,527.405
2004-05-12,530.318
2004-05-13,527.849
2004-05-14,524.273
2004-05-17,515.539
2004-05-18,520.821
2004-05-19,528.206
2004-05-20,525.173
2004-05-21,531.409
2004-05-24,534.837
2004-05-25,542.637
2004-05-26,546.819
2004-05-27,550.598
2004-05-28,552.462
2004-05-31,552.562
2004-06-01,555.259
2004-06-02,555.968
2004-06-03,548.297
2004-06-04,552.406
2004-06-07,562.333
2004-06-08,562.265
2004-06-09,556.046
2004-06-10,556.68
2004-06-11,555.212
2004-06-14,550.1
2004-06-15,554.834
2004-06-16,557.392
2004-06-17,558.044
2004-06-18,559.379
2004-06-21,558.829
2004-06-22,559.578
2004-06-23,564.258
2004-06-24,567.291
2004-06-25,569.974
2004-06-28,569.871
2004-06-29,570.516
2004-06-30,574.072
2004-07-01,570.094
2004-07-02,569.147
2004-07-05,567.006
2004-07-06,559.748
2004-07-07,561.32
2004-07-08,555.268
2004-07-09,557.584
2004-07-12,557.698
2004-07-13,556.367
2004-07-14,553.529
2004-07-15,552.75
2004-07-16,552.883
2004-07-19,551.282
2004-07-20,553.411
2004-07-21,544.272
2004-07-22,542.348
2004-07-23,535.134
2004-07-26,529.155
2004-07-27,531.739
2004-07-28,530.662
2004-07-29,535.515
2004-07-30,538.328
2004-08-02,538.054
2004-08-03,533.133
2004-08-04,528.448
2004-08-05,522.372
2004-08-06,516.471
2004-08-09,513.737
2004-08-10,520.698
2004-08-11,517.024
2004-08-12,511.939
2004-08-13,512.225
2004-08-16,517.343
2004-08-17,519.505
2004-08-18,525.226
2004-08-19,527.145
2004-08-20,532.169
2004-08-23,530.611
2004-08-24,528.656
2004-08-25,532.304
2004-08-26,532.359
2004-08-27,535.074
2004-08-30,530.719
2004-08-31,533.022
2004-09-01,537.612
2004-09-02,541.674
2004-09-03,537.435
2004-09-06,539.269
2004-09-07,542.217
2004-09-08,540.97
2004-09-09,543.093
2004-09-10,547.703
2004-09-13,551.34
2004-09-14,552.32
2004-09-15,546.777
2004-09-16,549.869
2004-09-17,549.763
2004-09-20,548.663
2004-09-21,552.924
2004-09-22,547.417
2004-09-23,547.826
2004-09-24,547.568
2004-09-27,543.046
2004-09-28,546.439
2004-09-29,549.514
2004-09-30,554.104
2004-10-01,560.825
2004-10-04,563.912
2004-10-05,563.431
2004-10-06,566.791
2004-10-07,563.315
2004-10-08,561.492
2004-10-11,561.722
2004-10-12,557.399
2004-10-13,553.393
2004-10-14,551.545
2004-10-15,554.153
2004-10-18,555.313
2004-10-19,555.036
2004-10-20,556.317
2004-10-21,560.951
2004-10-22,558.359
2004-10-25,559.406
2004-10-26,562.148
2004-10-27,569.196
2004-10-28,569.666
2004-10-29,569.378
2004-11-01,570.667
2004-11-02,572.024
2004-11-03,579.282
2004-11-04,584.538
2004-11-05,589.289
2004-11-08,587.824
2004-11-09,589.384
2004-11-10,590.386
2004-11-11,594.114
2004-11-12,600.375
2004-11-15,602.05
2004-11-16,599.362
2004-11-17,604.523
2004-11-18,603.117
2004-11-19,600.324
2004-11-22,601.134
2004-11-23,603.916
2004-11-24,608.826
2004-11-25,610.837
2004-11-26,611.516
2004-11-29,613.085
2004-11-30,611.433
2004-12-01,616.567
2004-12-02,616.267
2004-12-03,618.704
2004-12-06,617.995
2004-12-07,611.298
2004-12-08,608.649
2004-12-09,607.18
2004-12-10,608.053
2004-12-13,612.817
2004-12-14,616.22
2004-12-15,622.477
2004-12-16,619.341
2004-12-17,619.642
2004-12-20,620.7
2004-12-21,623.965
2004-12-22,626.781
2004-12-23,629.29
2004-12-24,630.774
2004-12-27,629.973
2004-12-28,635.58
2004-12-29,635.248
2004-12-30,638.31
2004-12-31,638.566
2005-01-03,631.337
2005-01-04,621.619
2005-01-05,616.23
2005-01-06,616.523
2005-01-07,614.406
2005-01-10,618.944
2005-01-11,617.999
2005-01-12,621.567
2005-01-13,620.865
2005-01-14,623.553
2005-01-17,625.764
2005-01-18,628.574
2005-01-19,626.781
2005-01-20,621.962
2005-01-21,621.645
2005-01-24,619.2
2005-01-25,619.137
2005-01-26,627.57
2005-01-27,628.811
2005-01-28,626.177
2005-01-31,633.747
2005-02-01,636.759
2005-02-02,640.814
2005-02-03,638.985
2005-02-04,644.992
2005-02-07,643.657
2005-02-08,642.859
2005-02-09,637.228
2005-02-10,639.309
2005-02-11,644.283
2005-02-14,646.883
2005-02-15,647.743
2005-02-16,647.129
2005-02-17,645.439
2005-02-18,645.262
2005-02-21,645.613
2005-02-22,641.498
2005-02-23,641.024
2005-02-24,645.743
2005-02-25,652.904
2005-02-28,654.553
2005-03-01,655.73
2005-03-02,655.352
2005-03-03,655.714
2005-03-04,662.649
2005-03-07,662.265
2005-03-08,661.278
2005-03-09,657.924
2005-03-10,654.635
2005-03-11,657.082
2005-03-14,656.451
2005-03-15,655.005
2005-03-16,653.447
2005-03-17,652.98
2005-03-18,651.705
2005-03-21,648.985
2005-03-22,647.756
2005-03-23,638.087
2005-03-24,638.745
2005-03-25,638.741
2005-03-28,636.859
2005-03-29,629.889
2005-03-30,633.79
2005-03-31,638.343
2005-04-01,638.696
2005-04-04,635.841
2005-04-05,637.909
2005-04-06,639.676
2005-04-07,643.246
2005-04-08,639.768
2005-04-11,639.465
2005-04-12,638.626
2005-04-13,635.082
2005-04-14,625.63
2005-04-15,616.605
2005-04-18,612.382
2005-04-19,622.264
2005-04-20,618.714
2005-04-21,624.759
2005-04-22,623.817
2005-04-25,626.984
2005-04-26,621.274
2005-04-27,617.444
2005-04-28,609.245
2005-04-29,611.736
2005-05-02,614.371
2005-05-03,614.481
2005-05-04,620.584
2005-05-05,622.329
2005-05-06,623.643
2005-05-09,626.18
2005-05-10,622.438
2005-05-11,622.171
2005-05-12,616.324
2005-05-13,612.079
2005-05-16,613.945
2005-05-17,614.68
2005-05-18,622.375
2005-05-19,626.891
2005-05-20,624.962
2005-05-23,630.027
2005-05-24,630.831
2005-05-25,626.653
2005-05-26,631.376
2005-05-27,634.125
2005-05-30,635.105
2005-05-31,635.11
2005-06-01,637.888
2005-06-02,639.719
2005-06-03,639.206
2005-06-06,641.504
2005-06-07,642.9
2005-06-08,642.459
2005-06-09,642.62
2005-06-10,643.372
2005-06-13,644.189
2005-06-14,646.057
2005-06-15,649.042
2005-06-16,654.599
2005-06-17,657.652
2005-06-20,655.787
2005-06-21,655.67
2005-06-22,656.662
2005-06-23,652.246
2005-06-24,648.316
2005-06-27,646.897
2005-06-28,653.241
2005-06-29,654.444
2005-06-30,653.537
2005-07-01,653.649
2005-07-04,653.895
2005-07-05,657.787
2005-07-06,657.319
2005-07-07,656.346
2005-07-08,663.965
2005-07-11,672.657
2005-07-12,675.837
2005-07-13,672.371
2005-07-14,671.485
2005-07-15,670.442
2005-07-18,668.772
2005-07-19,671.757
2005-07-20,675.391
2005-07-21,675.773
2005-07-22,679.657
2005-07-25,676.755
2005-07-26,677.247
2005-07-27,679.888
2005-07-28,686.772
2005-07-29,687.674
2005-08-01,691.182
2005-08-02,694.977
2005-08-03,694.735
2005-08-04,689.951
2005-08-05,683.268
2005-08-08,683.215
2005-08-09,685.455
2005-08-10,689.836
2005-08-11,694.883
2005-08-12,692.983
2005-08-15,693.541
2005-08-16,688.12
2005-08-17,686.053
2005-08-18,681.365
2005-08-19,682.404
2005-08-22,687.66
2005-08-23,686.393
2005-08-24,685.838
2005-08-25,686.636
2005-08-26,684.636
2005-08-29,685.051
2005-08-30,683.604
2005-08-31,693.255
2005-09-01,700.713
2005-09-02,699.37
2005-09-05,700.147
2005-09-06,704.837
2005-09-07,707.57
2005-09-08,704.139
2005-09-09,709.909
2005-09-12,709.571
2005-09-13,704.753
2005-09-14,704.231
2005-09-15,703.373
2005-09-16,706.649
2005-09-19,705.152
2005-09-20,703.051
2005-09-21,698.168
2005-09-22,695.497
2005-09-23,695.943
2005-09-26,701.039
2005-09-27,699.021
2005-09-28,700.789
2005-09-29,707.061
2005-09-30,710.281
2005-10-03,711.42
2005-10-04,708.24
2005-10-05,695.875
2005-10-06,688.017
2005-10-07,689.987
2005-10-10,685.894
2005-10-11,683.81
2005-10-12,678.423
2005-10-13,671.922
2005-10-14,678.774
2005-10-17,679.62
2005-10-18,670.921
2005-10-19,671.928
2005-10-20,667.934
2005-10-21,669.372
2005-10-24,678.43
2005-10-25,681.901
2005-10-26,680.942
2005-10-27,673.118
2005-10-28,676.425
2005-10-31,685.577
2005-11-01,686.925
2005-11-02,696.553
2005-11-03,700.475
2005-11-04,696.934
2005-11-07,698.407
2005-11-08,695.906
2005-11-09,696.098
