Date,WORLD SMALL GROWTH Small Cap
2001-01-01,515.125
2001-01-02,499.523
2001-01-03,510.048
2001-01-04,505.869
2001-01-05,495.531
2001-01-08,489.616
2001-01-09,487.791
2001-01-10,493.537
2001-01-11,502.942
2001-01-12,508.691
2001-01-15,508.596
2001-01-16,512.357
2001-01-17,516.49
2001-01-18,522.721
2001-01-19,522.72
2001-01-22,522.411
2001-01-23,529.503
2001-01-24,529.526
2001-01-25,527.594
2001-01-26,525.572
2001-01-29,531.876
2001-01-30,536.086
2001-01-31,537.322
2001-02-01,538.262
2001-02-02,530.788
2001-02-05,527.716
2001-02-06,530.506
2001-02-07,527.078
2001-02-08,522.209
2001-02-09,517.056
2001-02-12,520.55
2001-02-13,517.665
2001-02-14,516.643
2001-02-15,520.028
2001-02-16,513.266
2001-02-19,512.127
2001-02-20,504.738
2001-02-21,495.862
2001-02-22,489.538
2001-02-23,488.822
2001-02-26,497.027
2001-02-27,491.933
2001-02-28,485.086
2001-03-01,482.061
2001-03-02,481.927
2001-03-05,480.328
2001-03-06,488.279
2001-03-07,490.087
2001-03-08,487.693
2001-03-09,480.596
2001-03-12,464.314
2001-03-13,460.113
2001-03-14,451.036
2001-03-15,448.879
2001-03-16,439.048
2001-03-19,443.097
2001-03-20,441.123
2001-03-21,433.842
2001-03-22,425.256
2001-03-23,437.381
2001-03-26,444.122
2001-03-27,448.308
2001-03-28,441.3
2001-03-29,436.053
2001-03-30,439.117
2001-04-02,429.933
2001-04-03,418.331
2001-04-04,417.801
2001-04-05,432.447
2001-04-06,428.446
2001-04-09,430.334
2001-04-10,438.245
2001-04-11,439.749
2001-04-12,447.111
2001-04-13,447.343
2001-04-16,443.408
2001-04-17,444.717
2001-04-18,458.228
2001-04-19,467.4
2001-04-20,466.336
2001-04-23,460.485
2001-04-24,459.722
2001-04-25,466.202
2001-04-26,471.495
2001-04-27,473.693
2001-04-30,477.679
2001-05-01,483.86
2001-05-02,488.33
2001-05-03,484.412
2001-05-04,487.929
2001-05-07,487.192
2001-05-08,486.406
2001-05-09,484.488
2001-05-10,484.964
2001-05-11,482.187
2001-05-14,478.663
2001-05-15,481.019
2001-05-16,485.804
2001-05-17,493.949
2001-05-18,494.949
2001-05-21,504.034
2001-05-22,505.35
2001-05-23,499.772
2001-05-24,500.198
2001-05-25,499.608
2001-05-28,499.316
2001-05-29,493.225
2001-05-30,483.753
2001-05-31,484.516
2001-06-01,487.063
2001-06-04,489.15
2001-06-05,494.155
2001-06-06,491.478
2001-06-07,494.247
2001-06-08,492.405
2001-06-11,486.321
2001-06-12,482.858
2001-06-13,483.266
2001-06-14,475.673
2001-06-15,471.782
2001-06-18,465.74
2001-06-19,462.973
2001-06-20,462.36
2001-06-21,463.855
2001-06-22,461.516
2001-06-25,461.467
2001-06-26,462.528
2001-06-27,463.567
2001-06-28,464.655
2001-06-29,475.199
2001-07-02,469.054
2001-07-03,467.717
2001-07-04,466.12
2001-07-05,460.669
2001-07-06,453.038
2001-07-09,451.885
2001-07-10,448.911
2001-07-11,446.207
2001-07-12,454.584
2001-07-13,454.97
2001-07-16,450.792
2001-07-17,451.362
2001-07-18,449.37
2001-07-19,451.254
2001-07-20,451.249
2001-07-23,446.393
2001-07-24,441.788
2001-07-25,443.382
2001-07-26,447.706
2001-07-27,449.162
2001-07-30,447.216
2001-07-31,448.719
2001-08-01,452.964
2001-08-02,455.188
2001-08-03,453.522
2001-08-06,448.45
2001-08-07,446.386
2001-08-08,441.477
2001-08-09,440.022
2001-08-10,441.014
2001-08-13,441.716
2001-08-14,443.901
2001-08-15,445.749
2001-08-16,445.278
2001-08-17,442.068
2001-08-20,440.475
2001-08-21,438.115
2001-08-22,440.897
2001-08-23,438.231
2001-08-24,442.759
2001-08-27,442.723
2001-08-28,438.777
2001-08-29,437.639
2001-08-30,432.29
2001-08-31,432.019
2001-09-03,428.997
2001-09-04,425.867
2001-09-05,420.03
2001-09-06,413.375
2001-09-07,408.878
2001-09-10,401.615
2001-09-11,399.602
2001-09-12,392.293
2001-09-13,393.371
2001-09-14,393.42
2001-09-17,375.897
2001-09-18,372.436
2001-09-19,368.598
