Date,WORLD SMALL GROWTH Small Cap
2001-01-01,520.181
2001-01-02,504.426
2001-01-03,515.055
2001-01-04,510.835
2001-01-05,500.395
2001-01-08,494.422
2001-01-09,492.579
2001-01-10,498.381
2001-01-11,507.878
2001-01-12,513.684
2001-01-15,513.585
2001-01-16,517.383
2001-01-17,521.557
2001-01-18,527.849
2001-01-19,527.847
2001-01-22,527.535
2001-01-23,534.697
2001-01-24,534.719
2001-01-25,532.768
2001-01-26,530.726
2001-01-29,537.091
2001-01-30,541.342
2001-01-31,542.589
2001-02-01,543.538
2001-02-02,535.991
2001-02-05,532.888
2001-02-06,535.702
2001-02-07,532.24
2001-02-08,527.322
2001-02-09,522.119
2001-02-12,525.647
2001-02-13,522.733
2001-02-14,521.701
2001-02-15,525.118
2001-02-16,518.289
2001-02-19,517.14
2001-02-20,509.675
2001-02-21,500.71
2001-02-22,494.323
2001-02-23,493.596
2001-02-26,501.879
2001-02-27,496.735
2001-02-28,489.818
2001-03-01,486.764
2001-03-02,486.628
2001-03-05,485.008
2001-03-06,493.036
2001-03-07,494.86
2001-03-08,492.442
2001-03-09,485.27
2001-03-12,468.83
2001-03-13,464.587
2001-03-14,455.42
2001-03-15,453.24
2001-03-16,443.311
2001-03-19,447.399
2001-03-20,445.406
2001-03-21,438.054
2001-03-22,429.384
2001-03-23,441.625
2001-03-26,448.429
2001-03-27,452.615
2001-03-28,445.536
2001-03-29,440.238
2001-03-30,443.328
2001-04-02,434.054
2001-04-03,422.338
2001-04-04,421.801
2001-04-05,436.586
2001-04-06,432.543
2001-04-09,434.447
2001-04-10,442.434
2001-04-11,443.951
2001-04-12,451.383
2001-04-13,451.618
2001-04-16,447.645
2001-04-17,448.965
2001-04-18,462.604
2001-04-19,471.86
2001-04-20,470.784
2001-04-23,464.872
2001-04-24,464.098
2001-04-25,470.605
2001-04-26,475.946
2001-04-27,478.162
2001-04-30,482.183
2001-05-01,488.422
2001-05-02,492.929
2001-05-03,488.972
2001-05-04,492.516
2001-05-07,491.769
2001-05-08,490.974
2001-05-09,489.034
2001-05-10,489.508
2001-05-11,486.699
2001-05-14,483.137
2001-05-15,485.514
2001-05-16,490.34
2001-05-17,498.559
2001-05-18,499.566
2001-05-21,508.715
2001-05-22,510.035
2001-05-23,504.402
2001-05-24,504.832
2001-05-25,504.233
2001-05-28,503.938
2001-05-29,497.788
2001-05-30,488.227
2001-05-31,488.994
2001-06-01,491.562
2001-06-04,493.664
2001-06-05,498.714
2001-06-06,496.01
2001-06-07,498.802
2001-06-08,496.94
2001-06-11,490.8
2001-06-12,487.303
2001-06-13,487.714
2001-06-14,480.049
2001-06-15,476.121
2001-06-18,470.018
2001-06-19,467.225
2001-06-20,466.603
2001-06-21,468.112
2001-06-22,465.75
2001-06-25,465.699
2001-06-26,466.765
2001-06-27,467.811
2001-06-28,468.908
2001-06-29,479.545
2001-07-02,473.34
2001-07-03,471.99
2001-07-04,470.378
2001-07-05,464.875
2001-07-06,457.171
2001-07-09,456.007
2001-07-10,453.004
2001-07-11,450.275
2001-07-12,458.727
2001-07-13,459.117
2001-07-16,454.899
2001-07-17,455.472
2001-07-18,453.463
2001-07-19,455.363
2001-07-20,455.358
2001-07-23,450.456
2001-07-24,445.81
2001-07-25,447.419
2001-07-26,451.782
2001-07-27,453.25
2001-07-30,451.286
2001-07-31,452.802
2001-08-01,457.084
2001-08-02,459.325
2001-08-03,457.644
2001-08-06,452.525
2001-08-07,450.442
2001-08-08,445.488
2001-08-09,444.02
2001-08-10,445.02
2001-08-13,445.728
2001-08-14,447.934
2001-08-15,449.796
2001-08-16,449.32
2001-08-17,446.081
2001-08-20,444.473
2001-08-21,442.091
2001-08-22,444.898
2001-08-23,442.208
2001-08-24,446.776
2001-08-27,446.737
2001-08-28,442.754
2001-08-29,441.602
2001-08-30,436.205
2001-08-31,435.929
2001-09-03,432.878
2001-09-04,429.72
2001-09-05,423.829
2001-09-06,417.114
2001-09-07,412.574
2001-09-10,405.24
2001-09-11,403.207
2001-09-12,395.833
2001-09-13,396.919
2001-09-14,396.969
2001-09-17,379.286
2001-09-18,375.794
2001-09-19,371.921
2001-09-20,360.741
2001-09-21,351.222
2001-09-24,361.057
2001-09-25,364.747
2001-09-26,361.983
2001-09-27,362.181
2001-09-28,370.736
2001-10-01,367.729
2001-10-02,370.825
2001-10-03,378.414
2001-10-04,383.64
2001-10-05,383.403
2001-10-08,381.379
2001-10-09,380.34
2001-10-10,386.385
2001-10-11,394.486
2001-10-12,394.229
2001-10-15,394.953
2001-10-16,399.051
2001-10-17,396.176
2001-10-18,391.927
2001-10-19,393.438
2001-10-22,396.322
2001-10-23,396.789
2001-10-24,398.491
2001-10-25,403.819
2001-10-26,406.706
2001-10-29,403.432
2001-10-30,397.148
2001-10-31,399.872
2001-11-01,403.333
2001-11-02,402.869
2001-11-05,405.804
2001-11-06,409.441
2001-11-07,410.615
2001-11-08,409.2
2001-11-09,408.283
2001-11-12,408.607
2001-11-13,412.682
2001-11-14,416.602
2001-11-15,415.26
2001-11-16,416.728
2001-11-19,421.332
2001-11-20,419.229
2001-11-21,417.066
2001-11-22,417.68
2001-11-23,420.153
2001-11-26,424.765
2001-11-27,425.319
2001-11-28,420.384
2001-11-29,423.589
2001-11-30,424.849
2001-12-03,420.219
2001-12-04,426.129
2001-12-05,435.49
2001-12-06,438.704
2001-12-07,437.356
2001-12-10,432.518
2001-12-11,431.961
2001-12-12,433.413
2001-12-13,427.992
2001-12-14,426.721
2001-12-17,429.268
2001-12-18,431.852
2001-12-19,429.385
2001-12-20,425.184
2001-12-21,428.446
2001-12-24,428.482
2001-12-25,428.433
2001-12-26,430.88
2001-12-27,434.79
2001-12-28,437.436
2001-12-31,436.871
2002-01-01,436.872
2002-01-02,436.961
2002-01-03,442.0
2002-01-04,445.693
2002-01-07,443.431
2002-01-08,443.358
2002-01-09,442.802
2002-01-10,442.89
2002-01-11,440.013
2002-01-14,435.252
2002-01-15,434.519
2002-01-16,427.703
2002-01-17,430.037
2002-01-18,427.568
2002-01-21,427.991
2002-01-22,423.583
2002-01-23,427.152
2002-01-24,429.066
2002-01-25,426.998
2002-01-28,427.591
2002-01-29,423.364
2002-01-30,424.268
2002-01-31,427.439
2002-02-01,426.083
2002-02-04,419.463
2002-02-05,415.3
2002-02-06,410.829
2002-02-07,408.654
2002-02-08,412.845
2002-02-11,417.722
2002-02-12,419.501
2002-02-13,421.582
2002-02-14,420.0
2002-02-15,417.832
2002-02-18,417.298
2002-02-19,410.123
2002-02-20,411.578
2002-02-21,408.911
2002-02-22,410.478
2002-02-25,412.319
2002-02-26,414.551
2002-02-27,416.318
2002-02-28,415.06
2002-03-01,421.068
2002-03-04,431.273
2002-03-05,431.121
2002-03-06,435.565
2002-03-07,440.421
2002-03-08,443.769
2002-03-11,446.304
2002-03-12,442.56
2002-03-13,439.017
2002-03-14,440.436
2002-03-15,441.987
2002-03-18,443.264
2002-03-19,444.704
2002-03-20,441.693
2002-03-21,444.081
2002-03-22,442.51
2002-03-25,438.109
2002-03-26,439.225
2002-03-27,441.912
2002-03-28,443.896
2002-03-29,443.253
2002-04-01,442.987
2002-04-02,440.235
2002-04-03,437.934
2002-04-04,438.998
2002-04-05,439.147
2002-04-08,440.002
2002-04-09,439.002
2002-04-10,442.938
2002-04-11,438.13
2002-04-12,441.087
2002-04-15,441.224
2002-04-16,448.488
2002-04-17,449.326
2002-04-18,449.911
2002-04-19,449.569
2002-04-22,446.644
2002-04-23,445.782
2002-04-24,444.663
2002-04-25,445.256
2002-04-26,441.798
2002-04-29,439.519
2002-04-30,443.089
2002-05-01,444.907
2002-05-02,444.504
2002-05-03,444.661
2002-05-06,439.855
2002-05-07,435.477
2002-05-08,442.806
2002-05-09,439.664
2002-05-10,436.786
2002-05-13,439.558
2002-05-14,444.585
2002-05-15,447.119
2002-05-16,446.618
2002-05-17,450.409
2002-05-20,448.094
2002-05-21,445.073
2002-05-22,444.543
2002-05-23,446.293
2002-05-24,443.726
2002-05-27,443.427
2002-05-28,443.677
2002-05-29,441.059
2002-05-30,440.98
2002-05-31,441.069
2002-06-03,433.871
2002-06-04,431.275
2002-06-05,431.5
2002-06-06,427.131
2002-06-07,427.021
2002-06-10,426.927
2002-06-11,422.215
2002-06-12,419.589
2002-06-13,414.941
2002-06-14,412.949
2002-06-17,419.862
2002-06-18,419.995
2002-06-19,414.713
2002-06-20,410.271
2002-06-21,407.856
2002-06-24,405.961
2002-06-25,401.123
2002-06-26,399.968
2002-06-27,404.219
2002-06-28,408.846
2002-07-01,401.37
2002-07-02,390.479
2002-07-03,387.971
2002-07-04,388.148
2002-07-05,398.276
2002-07-08,396.403
2002-07-09,392.361
2002-07-10,384.407
2002-07-11,380.801
2002-07-12,380.851
2002-07-15,377.283
2002-07-16,375.376
2002-07-17,377.431
2002-07-18,373.962
2002-07-19,366.771
2002-07-22,356.619
2002-07-23,347.283
2002-07-24,352.833
2002-07-25,352.886
2002-07-26,350.968
2002-07-29,364.159
2002-07-30,367.376
2002-07-31,364.276
2002-08-01,358.674
2002-08-02,350.858
2002-08-05,341.544
2002-08-06,345.442
2002-08-07,348.313
2002-08-08,353.861
2002-08-09,356.179
2002-08-12,355.236
2002-08-13,350.082
2002-08-14,357.122
2002-08-15,361.732
2002-08-16,364.587
2002-08-19,368.604
2002-08-20,366.505
2002-08-21,372.175
2002-08-22,375.322
2002-08-23,369.678
2002-08-26,372.871
2002-08-27,368.389
2002-08-28,361.723
2002-08-29,363.233
2002-08-30,361.317
2002-09-02,360.876
2002-09-03,351.999
2002-09-04,354.974
2002-09-05,349.973
2002-09-06,355.308
2002-09-09,356.411
2002-09-10,358.229
2002-09-11,358.998
2002-09-12,353.662
2002-09-13,353.258
2002-09-16,350.597
2002-09-17,346.578
2002-09-18,343.591
2002-09-19,337.432
2002-09-20,336.461
2002-09-23,330.102
2002-09-24,325.988
2002-09-25,331.735
2002-09-26,335.908
2002-09-27,332.502
2002-09-30,330.029
2002-10-01,331.77
2002-10-02,327.074
2002-10-03,323.533
2002-10-04,317.133
2002-10-07,309.346
2002-10-08,310.296
2002-10-09,304.168
2002-10-10,309.517
2002-10-11,318.422
2002-10-14,320.208
2002-10-15,332.188
2002-10-16,326.257
2002-10-17,334.824
2002-10-18,335.841
2002-10-21,340.507
2002-10-22,336.558
2002-10-23,339.209
2002-10-24,337.421
2002-10-25,341.182
2002-10-28,340.635
2002-10-29,337.314
2002-10-30,341.266
2002-10-31,342.367
2002-11-01,347.724
2002-11-04,352.107
2002-11-05,352.821
2002-11-06,356.333
2002-11-07,351.487
2002-11-08,347.818
2002-11-11,340.344
2002-11-12,344.127
2002-11-13,344.001
2002-11-14,349.378
2002-11-15,351.807
2002-11-18,350.863
2002-11-19,347.414
2002-11-20,351.812
2002-11-21,360.313
2002-11-22,361.869
2002-11-25,363.864
2002-11-26,357.921
2002-11-27,365.508
2002-11-28,367.797
2002-11-29,367.656
2002-12-02,368.165
2002-12-03,362.113
2002-12-04,359.211
2002-12-05,357.216
2002-12-06,358.118
2002-12-09,350.618
2002-12-10,354.169
2002-12-11,354.799
2002-12-12,355.054
2002-12-13,351.235
2002-12-16,354.764
2002-12-17,353.321
2002-12-18,347.63
2002-12-19,346.657
2002-12-20,349.624
2002-12-23,350.871
2002-12-24,350.394
2002-12-25,350.428
2002-12-26,351.871
2002-12-27,349.105
2002-12-30,349.052
2002-12-31,350.87
2003-01-01,350.861
2003-01-02,356.956
2003-01-03,357.37
2003-01-06,362.814
2003-01-07,360.543
2003-01-08,355.651
2003-01-09,360.926
2003-01-10,362.452
2003-01-13,362.964
2003-01-14,364.612
2003-01-15,362.93
2003-01-16,362.661
2003-01-17,358.925
2003-01-20,358.434
2003-01-21,355.187
2003-01-22,352.998
2003-01-23,356.198
2003-01-24,351.494
2003-01-27,344.777
2003-01-28,346.434
2003-01-29,346.692
2003-01-30,343.211
2003-01-31,344.684
2003-02-03,344.969
2003-02-04,344.062
2003-02-05,343.455
2003-02-06,340.953
2003-02-07,337.827
2003-02-10,338.437
2003-02-11,337.859
2003-02-12,334.701
2003-02-13,333.688
2003-02-14,336.119
2003-02-17,336.802
2003-02-18,341.498
2003-02-19,339.594
2003-02-20,339.717
2003-02-21,341.547
2003-02-24,337.873
2003-02-25,336.687
2003-02-26,334.896
2003-02-27,336.247
2003-02-28,338.202
2003-03-03,338.244
2003-03-04,335.272
2003-03-05,335.052
2003-03-06,333.406
2003-03-07,332.724
2003-03-10,327.133
2003-03-11,324.594
2003-03-12,322.762
2003-03-13,329.801
2003-03-14,330.581
2003-03-17,336.724
2003-03-18,339.767
2003-03-19,339.895
2003-03-20,342.066
2003-03-21,346.222
2003-03-24,340.366
2003-03-25,343.594
2003-03-26,343.403
2003-03-27,343.722
2003-03-28,343.722
2003-03-31,340.731
2003-04-01,342.056
2003-04-02,348.277
2003-04-03,347.455
2003-04-04,346.105
2003-04-07,349.13
2003-04-08,347.051
2003-04-09,345.441
2003-04-10,347.082
2003-04-11,347.039
2003-04-14,350.919
2003-04-15,353.371
2003-04-16,352.846
2003-04-17,357.257
2003-04-18,357.346
2003-04-21,357.748
2003-04-22,362.744
2003-04-23,366.703
2003-04-24,365.238
2003-04-25,361.871
2003-04-28,366.282
2003-04-29,368.327
2003-04-30,372.035
2003-05-01,373.688
2003-05-02,378.614
2003-05-05,381.19
2003-05-06,384.865
2003-05-07,384.027
2003-05-08,381.44
2003-05-09,384.997
2003-05-12,389.53
2003-05-13,390.071
2003-05-14,390.924
2003-05-15,392.925
2003-05-16,393.136
2003-05-19,386.464
2003-05-20,385.696
2003-05-21,386.662
2003-05-22,390.42
2003-05-23,393.221
2003-05-26,393.776
2003-05-27,398.975
2003-05-28,400.404
2003-05-29,402.712
2003-05-30,407.178
2003-06-02,410.096
2003-06-03,409.11
2003-06-04,414.351
2003-06-05,420.901
2003-06-06,420.213
2003-06-09,415.03
2003-06-10,417.262
2003-06-11,422.993
2003-06-12,424.371
2003-06-13,421.349
2003-06-16,426.801
2003-06-17,428.305
2003-06-18,427.378
2003-06-19,422.281
2003-06-20,421.307
2003-06-23,414.982
2003-06-24,413.214
2003-06-25,416.369
2003-06-26,417.949
2003-06-27,418.201
2003-06-30,417.841
2003-07-01,419.995
2003-07-02,426.692
2003-07-03,426.033
2003-07-04,425.765
2003-07-07,431.904
2003-07-08,435.837
2003-07-09,436.827
2003-07-10,432.043
2003-07-11,433.212
2003-07-14,438.208
2003-07-15,435.995
2003-07-16,432.979
2003-07-17,424.295
2003-07-18,427.273
2003-07-21,425.291
2003-07-22,427.921
2003-07-23,431.732
2003-07-24,431.869
2003-07-25,434.375
2003-07-28,437.492
2003-07-29,436.936
2003-07-30,434.878
2003-07-31,435.27
2003-08-01,433.803
2003-08-04,432.442
2003-08-05,428.362
2003-08-06,425.121
2003-08-07,425.971
2003-08-08,426.338
2003-08-11,429.827
2003-08-12,434.452
2003-08-13,436.687
2003-08-14,438.423
2003-08-15,439.718
2003-08-18,444.949
2003-08-19,448.608
2003-08-20,450.378
2003-08-21,453.516
2003-08-22,449.37
2003-08-25,447.677
2003-08-26,447.577
2003-08-27,450.109
2003-08-28,454.396
2003-08-29,458.587
2003-09-01,460.637
2003-09-02,464.204
2003-09-03,467.928
2003-09-04,469.121
2003-09-05,468.692
2003-09-08,473.738
2003-09-09,472.918
2003-09-10,465.058
2003-09-11,466.005
2003-09-12,468.82
2003-09-15,468.763
2003-09-16,473.591
2003-09-17,475.526
2003-09-18,479.61
2003-09-19,482.04
2003-09-22,478.441
2003-09-23,480.856
2003-09-24,474.721
2003-09-25,468.028
2003-09-26,461.633
2003-09-29,465.453
2003-09-30,463.971
2003-10-01,471.307
2003-10-02,475.713
2003-10-03,481.86
2003-10-06,484.987
2003-10-07,488.733
2003-10-08,487.453
2003-10-09,490.694
2003-10-10,492.395
2003-10-13,496.063
2003-10-14,498.093
2003-10-15,496.843
2003-10-16,500.553
2003-10-17,495.309
2003-10-20,496.326
2003-10-21,499.295
2003-10-22,493.805
2003-10-23,488.209
2003-10-24,488.404
2003-10-27,493.21
2003-10-28,499.634
2003-10-29,505.0
2003-10-30,505.189
2003-10-31,504.11
2003-11-03,507.071
2003-11-04,509.286
2003-11-05,508.338
2003-11-06,508.058
2003-11-07,510.438
2003-11-10,506.27
2003-11-11,501.119
2003-11-12,508.258
2003-11-13,510.8
2003-11-14,506.233
2003-11-17,497.832
2003-11-18,496.519
2003-11-19,496.516
2003-11-20,495.681
2003-11-21,496.971
2003-11-24,503.515
2003-11-25,507.265
2003-11-26,511.251
2003-11-27,511.71
2003-11-28,513.88
2003-12-01,520.295
2003-12-02,521.674
2003-12-03,518.457
2003-12-04,516.372
2003-12-05,513.65
2003-12-08,513.712
2003-12-09,509.003
2003-12-10,503.445
2003-12-11,509.479
2003-12-12,513.166
2003-12-15,510.192
2003-12-16,508.509
2003-12-17,508.476
2003-12-18,513.194
2003-12-19,512.978
2003-12-22,514.753
2003-12-23,517.754
2003-12-24,518.43
2003-12-25,518.841
2003-12-26,520.451
2003-12-29,526.931
2003-12-30,530.082
2003-12-31,528.876
2004-01-01,528.884
2004-01-02,531.155
2004-01-05,539.512
2004-01-06,542.051
2004-01-07,543.196
2004-01-08,547.984
2004-01-09,549.171
2004-01-12,551.519
2004-01-13,550.166
2004-01-14,552.575
2004-01-15,551.644
2004-01-16,555.107
2004-01-19,555.845
2004-01-20,561.92
2004-01-21,562.28
2004-01-22,561.203
2004-01-23,561.818
2004-01-26,562.538
2004-01-27,560.256
2004-01-28,553.083
2004-01-29,545.721
2004-01-30,548.728
2004-02-02,550.225
