Date,SWITZERLAND LARGE GROWTH Large Cap
2001-05-10,501.778
2001-05-11,502.441
2001-05-14,499.942
2001-05-15,504.916
2001-05-16,509.192
2001-05-17,509.136
2001-05-18,508.081
2001-05-21,508.355
2001-05-22,504.938
2001-05-23,502.686
2001-05-24,501.443
2001-05-25,499.326
2001-05-28,501.127
2001-05-29,494.804
2001-05-30,494.29
2001-05-31,486.518
2001-06-01,488.697
2001-06-04,489.815
2001-06-05,494.978
2001-06-06,492.766
2001-06-07,494.412
2001-06-08,489.71
2001-06-11,483.985
2001-06-12,483.064
2001-06-13,486.349
2001-06-14,484.874
2001-06-15,484.618
2001-06-18,483.406
2001-06-19,475.256
2001-06-20,471.901
2001-06-21,473.806
2001-06-22,467.306
2001-06-25,469.214
2001-06-26,462.812
2001-06-27,456.671
2001-06-28,461.54
2001-06-29,467.347
2001-07-02,471.886
2001-07-03,467.618
2001-07-04,463.511
2001-07-05,455.957
2001-07-06,453.85
2001-07-09,456.364
2001-07-10,451.11
2001-07-11,453.339
2001-07-12,457.144
2001-07-13,457.875
2001-07-16,458.741
2001-07-17,455.405
2001-07-18,467.306
2001-07-19,475.57
2001-07-20,473.382
2001-07-23,468.98
2001-07-24,459.859
2001-07-25,455.476
2001-07-26,453.658
2001-07-27,457.423
2001-07-30,460.586
2001-07-31,463.347
2001-08-01,471.461
2001-08-02,474.366
2001-08-03,472.71
2001-08-06,471.981
2001-08-07,469.757
2001-08-08,468.171
2001-08-09,464.015
2001-08-10,457.819
2001-08-13,466.799
2001-08-14,469.361
2001-08-15,472.852
2001-08-16,470.044
2001-08-17,469.107
2001-08-20,464.548
2001-08-21,473.262
2001-08-22,471.543
2001-08-23,466.099
2001-08-24,469.417
2001-08-27,471.228
2001-08-28,465.81
2001-08-29,459.775
2001-08-30,454.786
2001-08-31,459.813
2001-09-03,450.803
2001-09-04,450.3
2001-09-05,446.617
2001-09-06,443.297
2001-09-07,438.763
2001-09-10,428.121
2001-09-11,408.055
2001-09-12,422.621
2001-09-13,429.005
2001-09-14,418.704
2001-09-17,430.727
2001-09-18,429.636
2001-09-19,429.596
2001-09-20,411.899
2001-09-21,393.547
2001-09-24,409.486
2001-09-25,424.813
2001-09-26,426.81
2001-09-27,434.27
2001-09-28,447.249
2001-10-01,440.258
2001-10-02,442.112
2001-10-03,443.984
2001-10-04,449.705
2001-10-05,448.078
2001-10-08,450.904
2001-10-09,448.402
2001-10-10,447.532
2001-10-11,451.341
2001-10-12,446.629
2001-10-15,445.803
2001-10-16,443.74
2001-10-17,441.968
2001-10-18,447.464
2001-10-19,445.079
2001-10-22,449.777
2001-10-23,451.362
2001-10-24,451.212
2001-10-25,448.33
2001-10-26,450.284
2001-10-29,446.715
2001-10-30,441.348
2001-10-31,443.151
2001-11-01,447.041
2001-11-02,446.57
2001-11-05,448.941
2001-11-06,449.28
2001-11-07,451.292
2001-11-08,457.799
2001-11-09,454.771
2001-11-12,449.84
2001-11-13,450.798
2001-11-14,454.165
2001-11-15,460.518
2001-11-16,465.849
2001-11-19,467.538
2001-11-20,462.429
2001-11-21,460.089
2001-11-22,464.102
2001-11-23,454.941
2001-11-26,454.881
2001-11-27,451.842
2001-11-28,446.734
2001-11-29,446.426
2001-11-30,445.781
2001-12-03,444.321
2001-12-04,454.84
2001-12-05,456.983
2001-12-06,456.072
2001-12-07,453.353
2001-12-10,444.206
2001-12-11,444.63
2001-12-12,448.499
2001-12-13,446.207
2001-12-14,443.49
2001-12-17,451.513
2001-12-18,451.711
2001-12-19,446.135
2001-12-20,457.091
2001-12-21,457.701
2001-12-24,447.873
2001-12-25,447.873
2001-12-26,447.78
2001-12-27,454.621
2001-12-28,454.555
2001-12-31,459.62
2002-01-01,459.62
2002-01-02,461.616
2002-01-03,457.886
2002-01-04,457.949
2002-01-07,457.744
2002-01-08,451.355
2002-01-09,453.554
2002-01-10,455.73
2002-01-11,458.829
2002-01-14,453.017
2002-01-15,451.714
2002-01-16,446.872
2002-01-17,452.041
2002-01-18,452.151
2002-01-21,449.269
2002-01-22,451.92
2002-01-23,455.896
2002-01-24,457.701
2002-01-25,446.982
2002-01-28,448.468
2002-01-29,444.253
2002-01-30,437.582
2002-01-31,439.723
2002-02-01,437.314
2002-02-04,439.633
2002-02-05,437.965
2002-02-06,438.675
2002-02-07,446.773
2002-02-08,448.512
2002-02-11,452.985
2002-02-12,452.242
2002-02-13,455.395
2002-02-14,457.1
2002-02-15,457.546
2002-02-18,454.976
2002-02-19,448.511
2002-02-20,444.464
2002-02-21,445.784
2002-02-22,446.549
2002-02-25,447.783
2002-02-26,446.509
2002-02-27,450.923
2002-02-28,454.422
2002-03-01,451.29
2002-03-04,457.496
2002-03-05,455.38
2002-03-06,457.677
2002-03-07,462.692
2002-03-08,467.034
2002-03-11,465.588
2002-03-12,462.67
2002-03-13,467.401
2002-03-14,476.974
2002-03-15,479.851
2002-03-18,481.643
2002-03-19,481.708
2002-03-20,481.73
2002-03-21,481.364
2002-03-22,481.608
2002-03-25,479.713
2002-03-26,481.291
2002-03-27,479.966
2002-03-28,479.893
2002-03-29,479.893
2002-04-01,485.45
2002-04-02,487.685
2002-04-03,487.057
2002-04-04,486.196
2002-04-05,482.832
2002-04-08,476.483
2002-04-09,480.126
2002-04-10,483.773
2002-04-11,479.525
2002-04-12,478.447
2002-04-15,480.744
2002-04-16,486.093
2002-04-17,490.334
2002-04-18,493.55
2002-04-19,493.156
2002-04-22,493.641
2002-04-23,494.053
2002-04-24,497.217
2002-04-25,495.656
2002-04-26,492.631
2002-04-29,496.941
2002-04-30,497.266
2002-05-01,502.085
2002-05-02,500.929
2002-05-03,509.564
2002-05-06,508.699
2002-05-07,499.504
2002-05-08,505.521
2002-05-09,505.466
2002-05-10,503.633
2002-05-13,504.774
2002-05-14,501.404
2002-05-15,507.072
2002-05-16,510.499
2002-05-17,513.975
2002-05-20,511.912
2002-05-21,512.545
2002-05-22,515.15
2002-05-23,509.447
2002-05-24,510.5
2002-05-27,510.982
2002-05-28,514.064
2002-05-29,514.396
2002-05-30,513.648
2002-05-31,513.781
2002-06-03,512.352
2002-06-04,504.875
2002-06-05,497.948
2002-06-06,498.446
2002-06-07,492.403
2002-06-10,493.371
2002-06-11,494.79
2002-06-12,479.702
2002-06-13,474.466
2002-06-14,471.186
2002-06-17,483.188
2002-06-18,480.167
2002-06-19,478.259
2002-06-20,469.795
2002-06-21,471.185
2002-06-24,463.924
2002-06-25,474.525
2002-06-26,472.841
2002-06-27,475.482
2002-06-28,499.179
2002-07-01,499.247
2002-07-02,491.571
2002-07-03,478.681
2002-07-04,490.516
2002-07-05,500.055
2002-07-08,504.679
2002-07-09,504.695
2002-07-10,486.139
2002-07-11,471.29
2002-07-12,477.019
2002-07-15,466.232
2002-07-16,454.509
2002-07-17,456.822
2002-07-18,452.962
2002-07-19,430.996
2002-07-22,411.747
2002-07-23,402.191
2002-07-24,410.308
2002-07-25,436.959
2002-07-26,441.818
2002-07-29,452.718
2002-07-30,453.759
2002-07-31,451.388
2002-08-01,448.085
2002-08-02,447.145
2002-08-05,432.523
2002-08-06,444.787
2002-08-07,442.203
2002-08-08,457.672
2002-08-09,464.317
2002-08-12,458.936
2002-08-13,464.507
2002-08-14,467.837
2002-08-15,475.411
2002-08-16,472.051
2002-08-19,476.794
2002-08-20,459.327
2002-08-21,469.941
2002-08-22,463.141
2002-08-23,462.628
2002-08-26,456.996
2002-08-27,465.467
2002-08-28,447.791
2002-08-29,437.924
2002-08-30,445.96
2002-09-02,436.119
2002-09-03,428.364
2002-09-04,433.136
2002-09-05,434.28
2002-09-06,443.923
2002-09-09,436.347
2002-09-10,439.18
2002-09-11,445.469
2002-09-12,433.887
2002-09-13,426.956
2002-09-16,421.442
2002-09-17,414.647
2002-09-18,416.423
2002-09-19,413.181
2002-09-20,415.642
2002-09-23,402.19
2002-09-24,400.203
2002-09-25,405.265
2002-09-26,425.298
2002-09-27,424.273
2002-09-30,424.228
2002-10-01,417.138
2002-10-02,428.717
2002-10-03,427.944
2002-10-04,420.483
2002-10-07,414.063
2002-10-08,404.305
2002-10-09,399.969
2002-10-10,406.064
2002-10-11,423.271
2002-10-14,420.643
2002-10-15,435.592
2002-10-16,428.747
2002-10-17,426.595
2002-10-18,422.851
2002-10-21,418.39
2002-10-22,419.396
2002-10-23,411.036
2002-10-24,418.856
2002-10-25,424.454
2002-10-28,420.786
2002-10-29,411.906
2002-10-30,419.296
2002-10-31,427.114
2002-11-01,423.768
2002-11-04,431.062
2002-11-05,434.526
2002-11-06,433.086
2002-11-07,428.279
2002-11-08,426.059
2002-11-11,423.115
2002-11-12,428.5
2002-11-13,425.074
2002-11-14,431.177
2002-11-15,439.787
2002-11-18,439.675
2002-11-19,437.657
2002-11-20,436.022
2002-11-21,439.55
2002-11-22,436.863
2002-11-25,432.481
2002-11-26,431.075
2002-11-27,434.461
2002-11-28,431.604
2002-11-29,427.367
2002-12-02,430.092
2002-12-03,420.75
2002-12-04,423.369
2002-12-05,418.524
2002-12-06,420.458
2002-12-09,414.616
2002-12-10,418.837
2002-12-11,417.241
2002-12-12,417.126
2002-12-13,418.567
2002-12-16,425.067
2002-12-17,428.034
2002-12-18,419.864
2002-12-19,419.864
2002-12-20,419.639
2002-12-23,417.559
2002-12-24,420.48
2002-12-25,420.48
2002-12-26,421.153
2002-12-27,410.537
2002-12-30,416.896
2002-12-31,419.881
2003-01-01,419.881
2003-01-02,414.338
2003-01-03,439.358
2003-01-06,442.903
2003-01-07,437.954
2003-01-08,435.767
2003-01-09,436.822
2003-01-10,436.819
2003-01-13,440.261
2003-01-14,447.986
2003-01-15,438.35
2003-01-16,434.979
2003-01-17,432.954
2003-01-20,425.805
2003-01-21,424.477
2003-01-22,414.557
2003-01-23,417.229
2003-01-24,414.141
2003-01-27,399.278
2003-01-28,398.453
2003-01-29,403.554
2003-01-30,405.939
2003-01-31,407.021
2003-02-03,411.237
2003-02-04,405.682
2003-02-05,407.501
2003-02-06,395.762
2003-02-07,393.357
2003-02-10,385.962
2003-02-11,392.246
2003-02-12,382.281
2003-02-13,386.102
2003-02-14,395.065
2003-02-17,400.681
2003-02-18,394.156
2003-02-19,385.303
2003-02-20,389.722
2003-02-21,392.234
2003-02-24,387.135
2003-02-25,381.58
2003-02-26,381.328
2003-02-27,381.013
2003-02-28,388.202
2003-03-03,395.067
2003-03-04,384.715
2003-03-05,380.209
2003-03-06,378.039
2003-03-07,374.757
2003-03-10,362.995
2003-03-11,360.182
2003-03-12,356.31
2003-03-13,361.569
2003-03-14,377.082
2003-03-17,383.993
2003-03-18,383.972
2003-03-19,391.679
2003-03-20,396.329
2003-03-21,407.4
2003-03-24,391.598
2003-03-25,396.712
2003-03-26,392.943
2003-03-27,388.651
2003-03-28,391.272
2003-03-31,385.761
2003-04-01,389.813
2003-04-02,395.659
2003-04-03,398.34
2003-04-04,402.641
2003-04-07,407.543
2003-04-08,408.313
2003-04-09,411.752
2003-04-10,405.004
2003-04-11,407.852
2003-04-14,413.192
2003-04-15,421.602
2003-04-16,419.416
2003-04-17,419.626
2003-04-18,419.626
2003-04-21,415.535
2003-04-22,421.055
2003-04-23,423.94
2003-04-24,422.481
2003-04-25,419.625
2003-04-28,425.301
2003-04-29,421.097
2003-04-30,427.402
2003-05-01,432.424
2003-05-02,427.936
2003-05-05,434.947
2003-05-06,442.385
2003-05-07,443.59
2003-05-08,437.608
2003-05-09,438.673
2003-05-12,435.528
2003-05-13,439.616
2003-05-14,440.53
2003-05-15,440.854
2003-05-16,446.302
2003-05-19,441.923
2003-05-20,444.058
2003-05-21,441.641
2003-05-22,450.466
2003-05-23,452.539
2003-05-26,450.0
2003-05-27,454.601
2003-05-28,458.303
2003-05-29,461.053
2003-05-30,452.221
2003-06-02,464.3
2003-06-03,457.761
2003-06-04,458.032
2003-06-05,458.306
2003-06-06,457.747
2003-06-09,462.358
2003-06-10,459.817
2003-06-11,467.832
2003-06-12,468.469
2003-06-13,462.556
2003-06-16,477.115
2003-06-17,480.298
2003-06-18,478.566
2003-06-19,470.23
2003-06-20,471.499
2003-06-23,460.476
2003-06-24,461.488
2003-06-25,461.636
2003-06-26,458.147
2003-06-27,454.841
2003-06-30,451.477
2003-07-01,445.203
2003-07-02,450.544
2003-07-03,455.59
2003-07-04,454.411
2003-07-07,456.54
2003-07-08,451.458
2003-07-09,451.237
2003-07-10,450.782
2003-07-11,453.516
2003-07-14,458.951
2003-07-15,454.711
2003-07-16,452.851
2003-07-17,450.476
2003-07-18,451.489
2003-07-21,453.208
2003-07-22,452.307
2003-07-23,460.479
2003-07-24,467.062
2003-07-25,467.375
2003-07-28,469.573
2003-07-29,469.187
2003-07-30,468.103
2003-07-31,465.688
2003-08-01,464.081
2003-08-04,464.466
2003-08-05,469.722
2003-08-06,466.513
2003-08-07,465.92
2003-08-08,463.996
2003-08-11,463.382
2003-08-12,464.687
2003-08-13,462.735
2003-08-14,465.751
2003-08-15,471.794
2003-08-18,466.977
2003-08-19,464.176
2003-08-20,466.237
2003-08-21,464.821
2003-08-22,463.604
2003-08-25,459.412
2003-08-26,458.902
2003-08-27,460.507
2003-08-28,461.477
2003-08-29,457.685
2003-09-01,465.863
2003-09-02,458.602
2003-09-03,465.987
2003-09-04,468.786
2003-09-05,476.683
2003-09-08,481.82
2003-09-09,479.315
2003-09-10,480.418
2003-09-11,481.4
2003-09-12,483.731
2003-09-15,486.35
2003-09-16,485.564
2003-09-17,490.665
2003-09-18,491.161
2003-09-19,494.016
2003-09-22,487.497
2003-09-23,484.298
2003-09-24,485.069
2003-09-25,484.054
2003-09-26,480.765
2003-09-29,481.087
2003-09-30,481.396
2003-10-01,484.965
2003-10-02,485.081
2003-10-03,491.376
2003-10-06,488.126
2003-10-07,489.581
2003-10-08,492.431
2003-10-09,495.834
2003-10-10,497.64
2003-10-13,498.302
2003-10-14,498.063
2003-10-15,495.057
2003-10-16,498.958
2003-10-17,493.025
2003-10-20,496.673
2003-10-21,496.596
2003-10-22,492.433
2003-10-23,488.154
2003-10-24,490.601
2003-10-27,490.997
2003-10-28,487.138
2003-10-29,486.817
2003-10-30,490.594
2003-10-31,486.515
2003-11-03,488.215
2003-11-04,480.629
2003-11-05,474.418
2003-11-06,475.631
2003-11-07,481.902
2003-11-10,476.724
2003-11-11,481.246
2003-11-12,486.898
2003-11-13,494.263
2003-11-14,504.049
2003-11-17,499.728
2003-11-18,501.619
2003-11-19,499.685
2003-11-20,501.732
2003-11-21,503.581
2003-11-24,503.619
2003-11-25,503.73
2003-11-26,509.721
2003-11-27,510.919
2003-11-28,514.138
2003-12-01,516.463
2003-12-02,520.411
2003-12-03,524.589
2003-12-04,520.951
2003-12-05,520.345
2003-12-08,525.813
2003-12-09,529.578
2003-12-10,527.579
2003-12-11,527.245
2003-12-12,531.461
2003-12-15,534.124
2003-12-16,532.777
2003-12-17,533.767
2003-12-18,540.524
2003-12-19,538.267
2003-12-22,537.317
2003-12-23,538.344
2003-12-24,541.88
2003-12-25,541.88
2003-12-26,540.84
2003-12-29,543.506
2003-12-30,549.279
2003-12-31,552.854
2004-01-01,552.854
2004-01-02,551.694
2004-01-05,563.931
2004-01-06,568.559
2004-01-07,565.332
2004-01-08,567.18
2004-01-09,569.932
2004-01-12,560.667
2004-01-13,564.635
2004-01-14,565.658
2004-01-15,559.703
2004-01-16,555.103
2004-01-19,554.105
2004-01-20,561.045
2004-01-21,567.248
2004-01-22,574.797
2004-01-23,577.333
2004-01-26,571.585
2004-01-27,575.596
2004-01-28,575.478
2004-01-29,566.975
2004-01-30,563.346
2004-02-02,569.619
2004-02-03,570.284
2004-02-04,573.885
2004-02-05,576.559
2004-02-06,586.259
2004-02-09,589.086
2004-02-10,591.346
2004-02-11,588.445
2004-02-12,592.803
2004-02-13,592.623
2004-02-16,592.455
2004-02-17,594.997
2004-02-18,590.626
2004-02-19,583.794
2004-02-20,577.108
2004-02-23,579.338
2004-02-24,579.932
2004-02-25,575.353
2004-02-26,567.288
2004-02-27,569.024
2004-03-01,573.173
2004-03-02,569.831
2004-03-03,562.274
2004-03-04,568.652
2004-03-05,574.578
2004-03-08,570.497
2004-03-09,573.425
2004-03-10,570.379
2004-03-11,558.193
2004-03-12,554.591
2004-03-15,551.521
2004-03-16,556.256
2004-03-17,553.283
2004-03-18,557.167
2004-03-19,558.301
2004-03-22,546.086
2004-03-23,547.604
2004-03-24,544.296
2004-03-25,548.78
2004-03-26,544.552
2004-03-29,549.018
2004-03-30,550.973
2004-03-31,555.251
2004-04-01,566.596
2004-04-02,559.176
2004-04-05,556.027
2004-04-06,554.827
2004-04-07,564.049
2004-04-08,566.88
2004-04-09,566.88
2004-04-12,566.107
2004-04-13,558.17
2004-04-14,557.971
2004-04-15,561.548
2004-04-16,567.505
2004-04-19,571.576
2004-04-20,565.753
2004-04-21,562.823
2004-04-22,560.22
2004-04-23,561.385
2004-04-26,571.721
2004-04-27,572.761
2004-04-28,565.001
2004-04-29,571.53
2004-04-30,568.939
2004-05-03,571.898
2004-05-04,580.977
2004-05-05,589.952
2004-05-06,582.323
2004-05-07,575.525
2004-05-10,556.465
2004-05-11,561.381
2004-05-12,560.353
2004-05-13,564.634
2004-05-14,563.302
2004-05-17,565.523
2004-05-18,567.061
2004-05-19,575.708
2004-05-20,570.123
2004-05-21,566.719
2004-05-24,566.755
2004-05-25,571.06
2004-05-26,572.517
2004-05-27,585.586
2004-05-28,575.391
2004-05-31,575.391
2004-06-01,572.855
2004-06-02,581.606
2004-06-03,583.181
2004-06-04,585.415
2004-06-07,592.816
2004-06-08,591.024
2004-06-09,583.692
2004-06-10,582.379
2004-06-11,577.76
2004-06-14,573.937
2004-06-15,576.793
2004-06-16,576.52
2004-06-17,581.147
2004-06-18,586.322
2004-06-21,586.126
2004-06-22,579.519
2004-06-23,578.309
2004-06-24,583.884
2004-06-25,579.105
2004-06-28,581.337
2004-06-29,572.546
2004-06-30,568.632
2004-07-01,570.346
2004-07-02,578.908
2004-07-05,574.208
2004-07-06,571.727
2004-07-07,574.831
2004-07-08,581.93
2004-07-09,576.451
2004-07-12,575.703
2004-07-13,569.84
2004-07-14,576.786
2004-07-15,567.967
2004-07-16,569.545
2004-07-19,564.498
2004-07-20,571.293
2004-07-21,570.371
2004-07-22,566.539
2004-07-23,560.366
2004-07-26,555.838
2004-07-27,555.392
2004-07-28,554.808
2004-07-29,558.463
2004-07-30,556.41
2004-08-02,556.52
2004-08-03,561.477
2004-08-04,557.647
2004-08-05,556.768
2004-08-06,555.331
2004-08-09,549.879
2004-08-10,554.241
2004-08-11,547.991
2004-08-12,551.052
2004-08-13,554.122
2004-08-16,557.049
2004-08-17,556.563
2004-08-18,547.704
2004-08-19,553.911
2004-08-20,549.665
2004-08-23,548.171
2004-08-24,542.922
2004-08-25,541.651
2004-08-26,546.921
2004-08-27,547.878
2004-08-30,547.226
2004-08-31,548.913
2004-09-01,557.659
2004-09-02,555.684
2004-09-03,555.655
2004-09-06,560.353
2004-09-07,561.531
2004-09-08,561.817
2004-09-09,559.758
2004-09-10,566.378
2004-09-13,567.242
2004-09-14,565.234
2004-09-15,558.037
2004-09-16,556.117
2004-09-17,558.826
2004-09-20,558.443
2004-09-21,570.397
2004-09-22,566.134
2004-09-23,562.433
2004-09-24,559.52
2004-09-27,557.242
2004-09-28,562.055
2004-09-29,564.858
2004-09-30,562.061
2004-10-01,567.609
2004-10-04,566.763
2004-10-05,566.916
2004-10-06,565.742
2004-10-07,556.82
2004-10-08,560.397
2004-10-11,556.99
2004-10-12,549.625
2004-10-13,551.907
2004-10-14,552.363
2004-10-15,555.667
2004-10-18,558.572
2004-10-19,565.52
2004-10-20,564.79
2004-10-21,567.916
2004-10-22,566.395
2004-10-25,565.481
2004-10-26,566.995
2004-10-27,570.984
2004-10-28,575.502
2004-10-29,568.848
2004-11-01,574.796
2004-11-02,579.911
2004-11-03,592.277
2004-11-04,597.535
2004-11-05,604.95
2004-11-08,604.858
2004-11-09,598.942
2004-11-10,605.045
2004-11-11,609.45
2004-11-12,613.909
2004-11-15,611.793
2004-11-16,611.722
2004-11-17,618.71
2004-11-18,616.362
2004-11-19,611.387
2004-11-22,605.301
2004-11-23,603.33
2004-11-24,603.756
2004-11-25,612.93
2004-11-26,612.734
2004-11-29,611.475
2004-11-30,603.48
2004-12-01,607.517
2004-12-02,609.788
2004-12-03,612.795
2004-12-06,610.169
2004-12-07,612.311
2004-12-08,602.888
2004-12-09,604.096
2004-12-10,604.031
2004-12-13,612.75
2004-12-14,614.418
2004-12-15,620.72
2004-12-16,612.76
2004-12-17,605.779
2004-12-20,619.274
2004-12-21,613.685
2004-12-22,618.671
2004-12-23,623.783
2004-12-24,624.685
2004-12-27,628.241
2004-12-28,628.631
2004-12-29,629.38
2004-12-30,630.94
2004-12-31,628.86
2005-01-03,630.333
2005-01-04,619.929
2005-01-05,613.317
2005-01-06,610.565
2005-01-07,603.893
2005-01-10,606.824
2005-01-11,606.955
2005-01-12,611.109
2005-01-13,608.714
2005-01-14,607.797
2005-01-17,611.111
2005-01-18,606.304
2005-01-19,609.206
2005-01-20,601.577
2005-01-21,603.262
2005-01-24,608.692
2005-01-25,604.801
2005-01-26,610.833
2005-01-27,609.865
2005-01-28,604.948
2005-01-31,607.318
2005-02-01,607.182
2005-02-02,606.846
2005-02-03,603.806
2005-02-04,605.014
2005-02-07,601.408
2005-02-08,600.274
2005-02-09,601.096
2005-02-10,607.227
2005-02-11,611.565
2005-02-14,614.974
2005-02-15,616.173
2005-02-16,613.979
2005-02-17,615.826
2005-02-18,619.079
2005-02-21,625.492
2005-02-22,634.148
2005-02-23,626.369
2005-02-24,628.112
2005-02-25,631.985
2005-02-28,635.915
2005-03-01,636.135
2005-03-02,635.681
2005-03-03,633.603
2005-03-04,641.991
2005-03-07,637.098
2005-03-08,642.903
2005-03-09,639.704
2005-03-10,641.637
2005-03-11,646.509
2005-03-14,639.924
2005-03-15,643.573
2005-03-16,644.779
2005-03-17,641.439
2005-03-18,631.526
2005-03-21,628.474
2005-03-22,629.109
2005-03-23,621.304
2005-03-24,619.95
2005-03-25,619.95
2005-03-28,616.275
2005-03-29,620.338
2005-03-30,622.598
2005-03-31,623.098
2005-04-01,621.631
2005-04-04,609.972
2005-04-05,616.743
2005-04-06,623.184
2005-04-07,626.996
2005-04-08,624.71
2005-04-11,629.271
2005-04-12,622.722
2005-04-13,624.655
2005-04-14,621.574
2005-04-15,631.146
2005-04-18,628.265
2005-04-19,637.879
2005-04-20,636.859
2005-04-21,638.083
2005-04-22,640.429
2005-04-25,633.891
2005-04-26,635.911
2005-04-27,629.315
2005-04-28,629.267
2005-04-29,633.411
2005-05-02,633.564
2005-05-03,637.517
2005-05-04,648.582
2005-05-05,645.085
2005-05-06,644.649
2005-05-09,640.831
2005-05-10,636.249
2005-05-11,634.977
2005-05-12,633.186
2005-05-13,629.576
2005-05-16,628.444
2005-05-17,629.643
2005-05-18,634.323
2005-05-19,635.035
2005-05-20,629.855
2005-05-23,634.518
2005-05-24,641.041
2005-05-25,644.72
2005-05-26,644.915
2005-05-27,648.258
2005-05-30,644.92
2005-05-31,637.856
2005-06-01,644.348
2005-06-02,647.364
2005-06-03,645.634
2005-06-06,645.019
2005-06-07,649.725
2005-06-08,651.021
2005-06-09,645.57
2005-06-10,639.81
2005-06-13,637.834
2005-06-14,637.456
2005-06-15,638.532
2005-06-16,635.773
2005-06-17,642.36
2005-06-20,635.548
2005-06-21,642.945
2005-06-22,641.365
2005-06-23,636.205
2005-06-24,633.283
2005-06-27,633.24
2005-06-28,629.512
2005-06-29,633.918
2005-06-30,633.262
2005-07-01,628.7
2005-07-04,626.118
2005-07-05,626.061
2005-07-06,628.272
2005-07-07,626.213
2005-07-08,628.949
2005-07-11,639.261
2005-07-12,642.711
2005-07-13,642.081
2005-07-14,647.502
2005-07-15,645.412
2005-07-18,646.793
2005-07-19,642.321
2005-07-20,648.433
2005-07-21,652.361
2005-07-22,651.192
2005-07-25,650.348
2005-07-26,650.627
2005-07-27,654.64
2005-07-28,663.527
2005-07-29,666.328
2005-08-01,672.031
2005-08-02,679.605
2005-08-03,685.064
2005-08-04,683.719
2005-08-05,679.469
2005-08-08,685.346
2005-08-09,684.883
2005-08-10,690.547
2005-08-11,693.266
2005-08-12,690.47
2005-08-15,684.974
2005-08-16,682.812
2005-08-17,683.598
2005-08-18,673.12
2005-08-19,675.366
2005-08-22,677.423
2005-08-23,668.568
2005-08-24,669.031
2005-08-25,668.252
2005-08-26,665.748
2005-08-29,663.787
2005-08-30,658.835
2005-08-31,670.689
2005-09-01,685.779
2005-09-02,689.243
2005-09-05,687.677
2005-09-06,693.043
2005-09-07,697.923
2005-09-08,696.696
2005-09-09,700.066
2005-09-12,694.164
2005-09-13,689.01
2005-09-14,695.58
2005-09-15,691.025
2005-09-16,695.401
2005-09-19,690.962
2005-09-20,694.758
2005-09-21,691.93
2005-09-22,686.278
2005-09-23,685.19
2005-09-26,688.46
2005-09-27,686.102
2005-09-28,690.94
2005-09-29,686.896
2005-09-30,696.009
2005-10-03,700.122
2005-10-04,704.217
2005-10-05,705.002
2005-10-06,708.267
2005-10-07,707.925
2005-10-10,703.906
2005-10-11,704.972
2005-10-12,702.495
2005-10-13,690.045
2005-10-14,697.464
2005-10-17,695.421
2005-10-18,698.226
2005-10-19,690.422
2005-10-20,698.487
2005-10-21,697.707
2005-10-24,702.783
2005-10-25,712.247
2005-10-26,712.316
2005-10-27,710.832
2005-10-28,705.159
2005-10-31,714.441
2005-11-01,720.792
2005-11-02,728.67
2005-11-03,733.932
2005-11-04,721.106
2005-11-07,725.129
2005-11-08,723.647
2005-11-09,718.586
