Date,EUROPE SMALL VALUE Small Cap
2002-12-31,225.813
2003-01-31,219.003
2003-02-28,211.031
2003-03-31,210.268
2003-04-30,239.243
2003-05-30,266.962
2003-06-30,273.272
2003-07-31,285.835
2003-08-29,294.2
2003-09-30,306.295
2003-10-31,328.185
2003-11-28,341.482
2003-12-31,362.297
2004-01-30,379.085
2004-02-27,396.842
2004-03-31,392.42
2004-04-30,384.012
2004-05-31,387.877
2004-06-30,399.728
2004-07-30,389.191
2004-08-31,392.875
2004-09-30,412.152
2004-10-29,424.437
2004-11-30,467.881
2004-12-31,496.386
2005-01-31,504.383
2005-02-28,531.122
2005-03-31,517.719
2005-04-29,500.934
2005-05-31,505.828
2005-06-30,514.558
2005-07-29,533.666
2005-08-31,548.584
2005-09-30,561.85
2005-10-31,535.889
2005-11-30,553.924
2005-12-30,580.268
2006-01-31,632.11
2006-02-28,651.288
2006-03-31,681.435
2006-04-28,718.362
2006-05-31,691.786
2006-06-30,689.865
2006-07-31,695.34
2006-08-31,717.164
2006-09-29,733.872
2006-10-31,779.118
2006-11-30,829.292
2006-12-29,870.038
2007-01-31,885.491
2007-02-28,887.643
2007-03-30,936.84
2007-04-30,987.355
2007-05-31,1000.0
2007-06-29,976.307
2007-07-31,964.568
2007-08-31,932.466
2007-09-28,937.035
2007-10-31,986.843
2007-11-30,906.41
2007-12-31,877.525
2008-01-31,796.666
2008-02-29,830.144
2008-03-31,838.767
2008-04-30,844.772
2008-05-30,845.298
2008-06-30,752.705
2008-07-31,719.072
2008-08-29,706.823
2008-09-30,575.686
2008-10-31,416.647
2008-11-28,380.354
2008-12-31,407.498
2009-01-30,375.18
2009-02-27,343.832
2009-03-31,371.068
2009-04-30,467.6
2009-05-29,531.838
2009-06-30,524.811
2009-07-31,581.331
2009-08-31,657.131
2009-09-30,702.816
2009-10-30,681.753
2009-11-30,682.367
2009-12-31,687.91
2010-01-29,681.11
2010-02-26,656.302
2010-03-31,712.017
2010-04-30,717.963
2010-05-31,616.686
2010-06-30,611.969
2010-07-30,683.086
2010-08-31,653.846
2010-09-30,740.662
2010-10-29,778.966
2010-11-30,718.298
2010-12-31,812.649
2011-01-31,836.716
2011-02-28,855.481
2011-03-31,863.265
2011-04-29,927.926
2011-05-31,901.916
2011-06-30,868.081
2011-07-29,827.957
2011-08-31,739.906
2011-09-30,638.676
2011-10-31,707.829
2011-11-30,653.673
2011-12-30,629.935
2012-01-31,696.734
2012-02-29,755.098
2012-03-30,750.957
2012-04-30,733.07
2012-05-31,628.385
2012-06-29,665.656
2012-07-31,661.299
2012-08-31,696.844
2012-09-28,740.629
2012-10-31,760.212
2012-11-30,769.028
2012-12-31,816.324
2013-01-31,878.803
2013-02-28,876.508
2013-03-29,866.473
2013-04-30,910.861
2013-05-31,932.434
2013-06-28,890.325
2013-07-31,975.516
2013-08-30,983.52
2013-09-30,1065.877
2013-10-31,1132.913
2013-11-29,1143.957
2013-12-31,1181.45
2014-01-31,1168.853
2014-02-28,1274.637
2014-03-31,1265.686
2014-04-30,1266.563
2014-05-30,1272.453
2014-06-30,1266.25
2014-07-31,1208.246
2014-08-29,1199.703
2014-09-30,1125.761
2014-10-31,1087.378
2014-11-28,1100.524
2014-12-31,1085.631
2015-01-30,1082.33
2015-02-27,1177.855
2015-03-31,1147.084
2015-04-30,1207.865
2015-05-29,1211.633
2015-06-30,1196.587
2015-07-31,1218.111
2015-08-31,1167.365
2015-09-30,1123.777
2015-10-30,1180.259
2015-11-30,1160.334
2015-12-31,1162.248
2016-01-29,1069.011
2016-02-29,1072.964
2016-03-31,1166.355
2016-04-29,1194.955
2016-05-31,1196.803
2016-06-30,1090.959
2016-07-29,1160.356
2016-08-31,1174.341
2016-09-30,1193.094
2016-10-31,1148.548
2016-11-30,1126.34
2016-12-30,1177.048
2017-01-31,1218.335
2017-02-28,1230.178
2017-03-31,1268.488
2017-04-28,1346.754
2017-05-31,1400.537
2017-06-30,1393.718
2017-07-31,1458.789
2017-08-31,1455.989
2017-09-29,1510.133
2017-10-31,1505.605
2017-11-30,1521.045
2017-12-29,1576.453
2018-01-31,1652.663
2018-02-28,1569.469
2018-03-30,1565.018
2018-04-30,1610.105
2018-05-31,1551.841
2018-06-29,1529.963
2018-07-31,1554.229
2018-08-31,1522.857
2018-09-28,1507.315
2018-10-31,1378.452
2018-11-30,1335.421
2018-12-31,1263.98
2019-01-31,1379.968
2019-02-28,1407.59
2019-03-29,1396.066
2019-04-30,1444.909
2019-05-31,1352.446
2019-06-28,1423.755
2019-07-31,1379.962
2019-08-30,1353.654
2019-09-30,1397.333
2019-10-31,1467.142
2019-11-29,1509.21
2019-12-31,1605.548
2020-01-31,1548.331
2020-02-28,1404.072
2020-03-31,1052.198
2020-04-30,1155.531
2020-05-29,1195.68
2020-06-30,1223.273
2020-07-31,1282.334
2020-08-31,1365.92
2020-09-30,1315.168
2020-10-30,1251.661
2020-11-30,1530.408
2020-12-31,1646.945
2021-01-29,1640.224
2021-02-26,1724.866
2021-03-31,1779.275
2021-04-30,1883.776
2021-05-31,1974.866
2021-06-30,1884.841
2021-07-30,1932.832
2021-08-31,1986.887
2021-09-30,1872.065
2021-10-29,1919.619
2021-11-30,1803.201
2021-12-31,1915.671
2022-01-31,1843.871
2022-02-28,1784.309
2022-03-31,1783.576
2022-04-29,1687.696
2022-05-31,1702.709
2022-06-30,1463.145
2022-07-29,1530.408
2022-08-31,1426.188
2022-09-30,1245.634
2022-10-31,1361.199
2022-11-30,1501.839
2022-12-30,1529.136
2023-01-31,1690.515
2023-02-28,1697.417
2023-03-31,1635.439
2023-04-28,1698.462
2023-05-31,1586.231
2023-06-30,1642.679
2023-07-31,1729.956
2023-08-31,1660.547
2023-09-29,1589.906
2023-10-31,1514.526
2023-11-30,1685.832
2023-12-29,1822.303
2024-01-31,1780.702
2024-02-29,1757.097
2024-03-29,1854.423
2024-04-30,1848.098
2024-05-31,1976.265
2024-06-28,1875.397
2024-07-31,1975.524
2024-08-30,2016.251
2024-09-30,2056.089
2024-10-31,1908.859
2024-11-29,1881.86
2024-12-31,1841.978
2025-01-31,1921.039
2025-02-28,1958.959
2025-03-31,2007.454
2025-04-30,2154.744
2025-05-30,2298.33
2025-06-30,2401.311
2025-07-31,2353.29
2025-08-29,2415.491
