Date,EUROPE SMALL VALUE Small Cap
2002-11-18,221.726
2002-11-19,221.716
2002-11-20,219.318
2002-11-21,222.527
2002-11-22,223.008
2002-11-25,221.089
2002-11-26,219.669
2002-11-27,220.821
2002-11-28,224.688
2002-11-29,225.726
2002-12-02,226.896
2002-12-03,225.201
2002-12-04,224.914
2002-12-05,224.461
2002-12-06,224.589
2002-12-09,222.647
2002-12-10,222.358
2002-12-11,223.455
2002-12-12,222.071
2002-12-13,221.508
2002-12-16,221.971
2002-12-17,223.009
2002-12-18,221.496
2002-12-19,221.01
2002-12-20,222.259
2002-12-23,221.622
2002-12-24,222.359
2002-12-25,222.358
2002-12-26,222.657
2002-12-27,222.481
2002-12-30,224.384
2002-12-31,225.813
2003-01-01,225.809
2003-01-02,226.334
2003-01-03,228.856
2003-01-06,229.76
2003-01-07,228.179
2003-01-08,225.195
2003-01-09,227.046
2003-01-10,228.883
2003-01-13,229.332
2003-01-14,230.147
2003-01-15,229.437
2003-01-16,229.752
2003-01-17,229.377
2003-01-20,228.534
2003-01-21,227.868
2003-01-22,226.492
2003-01-23,226.639
2003-01-24,226.923
2003-01-27,221.926
2003-01-28,220.42
2003-01-29,218.733
2003-01-30,218.946
2003-01-31,219.003
2003-02-03,220.902
2003-02-04,221.306
2003-02-05,221.476
2003-02-06,219.63
2003-02-07,218.518
2003-02-10,216.71
2003-02-11,216.755
2003-02-12,214.699
2003-02-13,215.216
2003-02-14,214.491
2003-02-17,215.197
2003-02-18,214.322
2003-02-19,214.841
2003-02-20,215.081
2003-02-21,214.81
2003-02-24,213.538
2003-02-25,209.198
2003-02-26,208.959
2003-02-27,208.52
2003-02-28,211.031
2003-03-03,213.226
2003-03-04,211.933
2003-03-05,212.276
2003-03-06,211.345
2003-03-07,209.421
2003-03-10,207.413
2003-03-11,205.685
2003-03-12,203.329
2003-03-13,204.845
2003-03-14,206.065
2003-03-17,206.539
2003-03-18,208.52
2003-03-19,209.454
2003-03-20,210.002
2003-03-21,212.138
2003-03-24,210.711
2003-03-25,210.511
2003-03-26,211.458
2003-03-27,210.254
2003-03-28,210.216
2003-03-31,210.268
2003-04-01,210.522
2003-04-02,212.217
2003-04-03,212.266
2003-04-04,212.963
2003-04-07,216.696
2003-04-08,216.151
2003-04-09,216.863
2003-04-10,219.61
2003-04-11,219.618
2003-04-14,220.888
2003-04-15,222.696
2003-04-16,224.852
2003-04-17,226.317
2003-04-18,226.319
2003-04-21,224.867
2003-04-22,228.005
2003-04-23,231.972
2003-04-24,233.061
2003-04-25,231.844
2003-04-28,233.4
2003-04-29,235.146
2003-04-30,239.243
2003-05-01,241.084
2003-05-02,242.045
2003-05-05,244.714
2003-05-06,249.437
2003-05-07,250.788
2003-05-08,249.564
2003-05-09,250.506
2003-05-12,253.162
2003-05-13,253.905
2003-05-14,255.808
2003-05-15,257.265
2003-05-16,260.78
2003-05-19,259.21
2003-05-20,259.059
2003-05-21,257.704
2003-05-22,259.057
2003-05-23,260.726
2003-05-26,261.531
2003-05-27,261.694
2003-05-28,263.304
2003-05-29,266.826
2003-05-30,266.962
2003-06-02,269.388
2003-06-03,268.409
2003-06-04,270.636
2003-06-05,276.128
2003-06-06,279.423
2003-06-09,277.735
2003-06-10,275.746
2003-06-11,279.953
2003-06-12,281.366
2003-06-13,280.923
2003-06-16,283.419
2003-06-17,285.455
2003-06-18,283.167
2003-06-19,280.839
2003-06-20,279.206
2003-06-23,276.168
2003-06-24,273.193
2003-06-25,275.315
2003-06-26,272.105
2003-06-27,272.243
2003-06-30,273.272
2003-07-01,273.506
2003-07-02,275.337
2003-07-03,277.418
2003-07-04,276.816
2003-07-07,277.455
2003-07-08,277.816
2003-07-09,277.952
2003-07-10,277.732
2003-07-11,277.492
2003-07-14,280.211
2003-07-15,278.917
2003-07-16,278.119
2003-07-17,276.081
2003-07-18,277.471
2003-07-21,279.493
2003-07-22,279.973
2003-07-23,282.523
2003-07-24,285.088
2003-07-25,286.812
2003-07-28,287.67
2003-07-29,288.315
2003-07-30,286.988
2003-07-31,285.835
2003-08-01,287.146
2003-08-04,288.419
2003-08-05,288.815
2003-08-06,287.34
2003-08-07,288.058
2003-08-08,287.564
2003-08-11,287.363
2003-08-12,288.193
2003-08-13,290.908
2003-08-14,291.427
2003-08-15,292.758
2003-08-18,292.698
2003-08-19,293.049
2003-08-20,293.59
2003-08-21,293.135
2003-08-22,292.205
2003-08-25,292.151
2003-08-26,290.066
2003-08-27,291.168
2003-08-28,292.046
2003-08-29,294.2
2003-09-01,295.872
2003-09-02,295.613
2003-09-03,298.844
2003-09-04,299.426
2003-09-05,301.94
2003-09-08,303.811
2003-09-09,303.598
2003-09-10,301.233
2003-09-11,301.636
2003-09-12,304.478
2003-09-15,305.025
2003-09-16,303.346
2003-09-17,306.366
2003-09-18,307.703
2003-09-19,310.071
2003-09-22,309.578
2003-09-23,309.067
2003-09-24,309.305
2003-09-25,307.994
2003-09-26,305.546
2003-09-29,307.132
2003-09-30,306.295
2003-10-01,309.003
2003-10-02,310.771
2003-10-03,313.485
2003-10-06,316.322
2003-10-07,316.948
2003-10-08,318.864
2003-10-09,320.337
2003-10-10,322.276
2003-10-13,322.488
2003-10-14,323.795
2003-10-15,325.97
2003-10-16,327.303
2003-10-17,325.511
2003-10-20,326.237
2003-10-21,327.638
2003-10-22,325.904
2003-10-23,323.2
2003-10-24,324.754
2003-10-27,325.242
2003-10-28,325.681
2003-10-29,327.531
2003-10-30,328.366
2003-10-31,328.185
2003-11-03,327.212
2003-11-04,327.863
2003-11-05,326.805
2003-11-06,325.959
2003-11-07,329.435
2003-11-10,329.296
2003-11-11,327.118
2003-11-12,331.428
2003-11-13,333.806
2003-11-14,335.35
2003-11-17,331.989
2003-11-18,334.383
2003-11-19,333.39
2003-11-20,331.901
2003-11-21,332.871
2003-11-24,332.467
2003-11-25,334.59
2003-11-26,338.06
2003-11-27,338.968
2003-11-28,341.482
2003-12-01,343.91
2003-12-02,347.288
2003-12-03,348.272
2003-12-04,347.414
2003-12-05,348.144
2003-12-08,348.974
2003-12-09,349.993
2003-12-10,348.436
2003-12-11,345.978
2003-12-12,348.509
2003-12-15,349.842
2003-12-16,348.757
2003-12-17,350.205
2003-12-18,351.359
2003-12-19,350.704
2003-12-22,351.181
2003-12-23,353.201
2003-12-24,354.742
2003-12-25,354.742
2003-12-26,354.779
2003-12-29,356.684
2003-12-30,359.836
2003-12-31,362.297
2004-01-01,362.306
2004-01-02,364.322
2004-01-05,368.796
2004-01-06,371.299
2004-01-07,370.654
2004-01-08,374.427
2004-01-09,378.79
2004-01-12,378.252
2004-01-13,379.635
2004-01-14,379.573
2004-01-15,377.627
2004-01-16,375.151
2004-01-19,375.704
2004-01-20,380.779
2004-01-21,383.562
2004-01-22,385.947
2004-01-23,384.005
2004-01-26,380.524
2004-01-27,383.152
2004-01-28,383.481
2004-01-29,375.987
2004-01-30,379.085
2004-02-02,380.104
2004-02-03,383.206
2004-02-04,380.586
2004-02-05,384.252
2004-02-06,389.084
2004-02-09,391.703
2004-02-10,392.663
2004-02-11,393.887
2004-02-12,400.403
2004-02-13,400.197
2004-02-16,401.127
2004-02-17,404.579
2004-02-18,406.562
2004-02-19,403.989
2004-02-20,400.099
2004-02-23,400.255
2004-02-24,401.618
2004-02-25,398.524
2004-02-26,395.257
2004-02-27,396.842
2004-03-01,401.211
2004-03-02,398.483
2004-03-03,392.825
2004-03-04,394.557
2004-03-05,402.147
2004-03-08,402.334
2004-03-09,400.665
2004-03-10,391.396
2004-03-11,383.988
2004-03-12,384.225
2004-03-15,380.082
2004-03-16,383.544
2004-03-17,384.53
2004-03-18,388.126
2004-03-19,388.423
2004-03-22,383.739
2004-03-23,383.676
2004-03-24,381.631
2004-03-25,383.201
2004-03-26,382.005
2004-03-29,385.916
2004-03-30,387.862
2004-03-31,392.42
2004-04-01,397.556
2004-04-02,393.983
2004-04-05,391.163
2004-04-06,393.076
2004-04-07,397.166
2004-04-08,396.825
2004-04-09,396.825
2004-04-12,396.161
2004-04-13,392.635
2004-04-14,385.851
2004-04-15,385.03
2004-04-16,388.558
2004-04-19,390.793
2004-04-20,390.277
2004-04-21,385.675
2004-04-22,386.147
2004-04-23,387.903
2004-04-26,390.997
2004-04-27,392.294
2004-04-28,387.096
2004-04-29,385.876
2004-04-30,384.012
2004-05-03,384.397
2004-05-04,388.802
2004-05-05,389.328
2004-05-06,385.2
2004-05-07,379.918
2004-05-10,368.194
2004-05-11,368.733
2004-05-12,370.084
2004-05-13,369.724
2004-05-14,368.74
2004-05-17,367.097
2004-05-18,368.577
2004-05-19,376.098
2004-05-20,371.136
2004-05-21,375.043
2004-05-24,375.209
2004-05-25,378.75
2004-05-26,382.097
2004-05-27,387.602
2004-05-28,387.692
2004-05-31,387.877
2004-06-01,387.452
2004-06-02,391.001
2004-06-03,390.391
2004-06-04,392.404
2004-06-07,395.676
2004-06-08,395.847
2004-06-09,392.217
2004-06-10,392.524
2004-06-11,390.004
2004-06-14,388.59
2004-06-15,389.269
2004-06-16,390.26
2004-06-17,392.068
2004-06-18,394.648
2004-06-21,394.384
2004-06-22,392.807
2004-06-23,393.607
2004-06-24,395.649
2004-06-25,396.452
2004-06-28,400.341
2004-06-29,397.394
2004-06-30,399.728
2004-07-01,399.285
2004-07-02,401.842
2004-07-05,400.234
2004-07-06,399.251
2004-07-07,402.016
2004-07-08,402.434
2004-07-09,401.613
2004-07-12,402.201
2004-07-13,400.384
2004-07-14,400.095
2004-07-15,397.991
2004-07-16,402.22
2004-07-19,400.873
2004-07-20,397.456
2004-07-21,394.774
2004-07-22,393.27
2004-07-23,388.865
2004-07-26,388.265
2004-07-27,386.576
2004-07-28,386.656
2004-07-29,389.133
2004-07-30,389.191
2004-08-02,389.8
2004-08-03,391.199
2004-08-04,388.286
2004-08-05,388.943
2004-08-06,390.442
2004-08-09,385.951
2004-08-10,389.035
2004-08-11,384.837
2004-08-12,385.02
2004-08-13,388.765
2004-08-16,389.723
2004-08-17,389.791
2004-08-18,389.127
2004-08-19,392.867
2004-08-20,391.537
2004-08-23,392.178
2004-08-24,390.042
2004-08-25,389.876
2004-08-26,390.943
2004-08-27,390.752
2004-08-30,390.85
2004-08-31,392.875
2004-09-01,394.384
2004-09-02,395.21
2004-09-03,393.3
2004-09-06,395.412
2004-09-07,395.123
2004-09-08,397.611
2004-09-09,397.769
2004-09-10,403.853
2004-09-13,403.985
2004-09-14,404.445
2004-09-15,399.652
2004-09-16,401.264
2004-09-17,403.39
2004-09-20,401.793
2004-09-21,405.666
2004-09-22,405.366
2004-09-23,404.416
2004-09-24,405.272
2004-09-27,405.909
2004-09-28,407.452
2004-09-29,409.136
2004-09-30,412.152
2004-10-01,413.689
2004-10-04,413.002
2004-10-05,414.284
2004-10-06,413.564
2004-10-07,414.176
2004-10-08,417.667
2004-10-11,416.807
2004-10-12,411.973
2004-10-13,410.598
2004-10-14,412.658
2004-10-15,415.751
2004-10-18,415.3
2004-10-19,417.352
2004-10-20,417.117
2004-10-21,419.97
2004-10-22,421.396
2004-10-25,422.262
2004-10-26,423.315
2004-10-27,425.519
2004-10-28,424.67
2004-10-29,424.437
2004-11-01,427.076
2004-11-02,428.935
2004-11-03,433.754
2004-11-04,436.06
2004-11-05,440.119
2004-11-08,441.411
2004-11-09,441.016
2004-11-10,442.748
2004-11-11,444.55
2004-11-12,447.923
2004-11-15,448.442
2004-11-16,447.734
2004-11-17,452.086
2004-11-18,452.094
2004-11-19,454.151
2004-11-22,451.9
2004-11-23,456.058
2004-11-24,459.3
2004-11-25,463.7
2004-11-26,464.929
2004-11-29,466.186
2004-11-30,467.881
2004-12-01,471.511
2004-12-02,472.272
2004-12-03,477.587
2004-12-06,478.075
2004-12-07,480.248
2004-12-08,474.647
2004-12-09,472.02
2004-12-10,472.692
2004-12-13,477.459
2004-12-14,477.67
2004-12-15,485.133
2004-12-16,482.717
2004-12-17,481.1
2004-12-20,487.81
2004-12-21,485.287
2004-12-22,486.213
2004-12-23,490.702
2004-12-24,491.966
2004-12-27,494.705
2004-12-28,494.315
2004-12-29,494.018
2004-12-30,496.92
2004-12-31,496.386
2005-01-03,494.272
2005-01-04,491.282
2005-01-05,488.264
2005-01-06,485.604
2005-01-07,485.526
2005-01-10,487.642
2005-01-11,488.003
2005-01-12,493.798
2005-01-13,493.488
2005-01-14,492.15
2005-01-17,493.211
2005-01-18,492.772
2005-01-19,496.266
2005-01-20,493.842
2005-01-21,495.434
2005-01-24,496.486
2005-01-25,495.733
2005-01-26,500.87
2005-01-27,500.674
2005-01-28,500.098
2005-01-31,504.383
2005-02-01,506.21
2005-02-02,510.414
2005-02-03,509.449
2005-02-04,513.115
2005-02-07,510.475
2005-02-08,510.191
2005-02-09,511.248
2005-02-10,514.134
2005-02-11,516.13
2005-02-14,520.804
2005-02-15,521.669
2005-02-16,519.544
2005-02-17,524.306
2005-02-18,524.899
2005-02-21,521.95
2005-02-22,522.955
2005-02-23,520.087
2005-02-24,521.764
2005-02-25,526.549
2005-02-28,531.122
2005-03-01,530.17
2005-03-02,526.322
2005-03-03,526.804
2005-03-04,534.265
2005-03-07,532.379
2005-03-08,536.596
2005-03-09,535.496
2005-03-10,534.302
2005-03-11,537.634
2005-03-14,532.932
2005-03-15,533.184
2005-03-16,534.52
2005-03-17,531.5
2005-03-18,529.114
2005-03-21,523.681
2005-03-22,523.358
2005-03-23,511.866
2005-03-24,513.464
2005-03-25,513.464
2005-03-28,510.866
2005-03-29,511.761
2005-03-30,513.21
2005-03-31,517.719
2005-04-01,520.121
2005-04-04,512.964
2005-04-05,516.913
2005-04-06,520.395
2005-04-07,523.47
2005-04-08,523.573
2005-04-11,527.42
2005-04-12,524.323
2005-04-13,527.965
2005-04-14,520.224
2005-04-15,517.832
2005-04-18,510.92
2005-04-19,516.068
2005-04-20,517.314
2005-04-21,516.53
2005-04-22,518.241
2005-04-25,515.498
2005-04-26,512.166
2005-04-27,505.32
2005-04-28,500.164
2005-04-29,500.934
2005-05-02,499.343
2005-05-03,501.542
2005-05-04,503.09
2005-05-05,505.071
2005-05-06,502.73
2005-05-09,501.915
2005-05-10,501.664
2005-05-11,499.639
2005-05-12,499.089
2005-05-13,495.905
2005-05-16,493.707
2005-05-17,494.986
2005-05-18,497.961
2005-05-19,501.241
2005-05-20,498.803
2005-05-23,503.337
2005-05-24,504.028
2005-05-25,505.844
2005-05-26,506.887
2005-05-27,508.563
2005-05-30,507.927
2005-05-31,505.828
2005-06-01,506.213
2005-06-02,508.211
2005-06-03,509.187
2005-06-06,509.134
2005-06-07,513.035
2005-06-08,515.783
2005-06-09,509.717
2005-06-10,510.007
2005-06-13,509.21
2005-06-14,510.108
2005-06-15,512.366
2005-06-16,514.606
2005-06-17,520.042
2005-06-20,516.565
2005-06-21,516.232
2005-06-22,517.384
2005-06-23,516.895
2005-06-24,515.443
2005-06-27,514.015
2005-06-28,513.434
2005-06-29,513.34
2005-06-30,514.558
2005-07-01,512.362
2005-07-04,509.965
2005-07-05,508.872
2005-07-06,513.619
2005-07-07,506.296
2005-07-08,511.776
2005-07-11,521.032
2005-07-12,525.916
2005-07-13,522.344
2005-07-14,522.722
2005-07-15,518.965
2005-07-18,518.676
2005-07-19,516.041
2005-07-20,516.197
2005-07-21,522.479
2005-07-22,523.45
2005-07-25,522.207
2005-07-26,521.587
2005-07-27,526.18
2005-07-28,529.903
2005-07-29,533.666
2005-08-01,537.583
2005-08-02,539.17
2005-08-03,544.812
2005-08-04,545.863
2005-08-05,543.129
2005-08-08,546.414
2005-08-09,546.992
2005-08-10,551.828
2005-08-11,552.356
2005-08-12,552.287
2005-08-15,549.842
2005-08-16,548.977
2005-08-17,546.736
2005-08-18,539.722
2005-08-19,541.019
2005-08-22,545.942
2005-08-23,544.709
2005-08-24,545.091
2005-08-25,544.243
2005-08-26,546.203
2005-08-29,543.108
2005-08-30,541.108
2005-08-31,548.584
2005-09-01,560.585
2005-09-02,564.733
2005-09-05,564.842
2005-09-06,566.064
2005-09-07,567.955
2005-09-08,565.599
2005-09-09,568.315
2005-09-12,565.066
2005-09-13,562.43
2005-09-14,565.268
2005-09-15,560.793
2005-09-16,562.44
2005-09-19,561.906
2005-09-20,563.637
2005-09-21,562.482
2005-09-22,556.05
2005-09-23,554.052
2005-09-26,555.017
2005-09-27,553.663
2005-09-28,556.113
2005-09-29,555.983
2005-09-30,561.85
2005-10-03,557.919
2005-10-04,560.385
2005-10-05,556.846
2005-10-06,556.033
2005-10-07,552.242
2005-10-10,550.618
2005-10-11,549.933
2005-10-12,548.706
2005-10-13,536.027
2005-10-14,541.346
2005-10-17,538.317
2005-10-18,533.459
2005-10-19,523.407
2005-10-20,526.932
2005-10-21,523.811
2005-10-24,529.663
2005-10-25,535.178
2005-10-26,537.171
2005-10-27,533.345
2005-10-28,529.524
2005-10-31,535.889
2005-11-01,537.987
2005-11-02,544.721
2005-11-03,548.234
2005-11-04,539.194
2005-11-07,540.396
2005-11-08,539.349
2005-11-09,537.638
