date,open,high,low,close,volume
2010-11-10,20.0,20.0,20.0,20.0,0.0
2010-11-11,19.904,19.904,19.904,19.904,0.0
2010-11-12,19.698,19.698,19.698,19.698,0.0
2010-11-15,19.651,19.651,19.651,19.651,0.0
2010-11-16,19.356,19.356,19.356,19.356,0.0
2010-11-17,19.386,19.386,19.386,19.386,0.0
2010-11-18,19.661,19.661,19.661,19.661,0.0
2010-11-19,19.669,19.669,19.669,19.669,0.0
2010-11-22,19.639,19.639,19.639,19.639,0.0
2010-11-23,19.341,19.341,19.341,19.341,0.0
2010-11-24,19.523,19.523,19.523,19.523,0.0
2010-11-26,19.405,19.405,19.405,19.405,0.0
2010-11-29,19.294,19.294,19.294,19.294,0.0
2010-11-30,19.151,19.151,19.151,19.151,0.0
2010-12-01,19.499,19.499,19.499,19.499,0.0
2010-12-02,19.656,19.656,19.656,19.656,0.0
2010-12-03,19.714,19.714,19.714,19.714,0.0
2010-12-06,19.677,19.677,19.677,19.677,0.0
2010-12-07,19.735,19.735,19.735,19.735,0.0
2010-12-08,19.79,19.79,19.79,19.79,0.0
2010-12-09,19.82,19.82,19.82,19.82,0.0
2010-12-10,19.924,19.924,19.924,19.924,0.0
2010-12-13,20.006,20.006,20.006,20.006,0.0
2010-12-14,20.103,20.103,20.103,20.103,0.0
2010-12-15,20.062,20.062,20.062,20.062,0.0
2010-12-16,20.069,20.069,20.069,20.069,0.0
2010-12-17,20.08,20.08,20.08,20.08,0.0
2010-12-20,20.113,20.113,20.113,20.113,0.0
2010-12-21,20.155,20.155,20.155,20.155,0.0
2010-12-22,20.174,20.174,20.174,20.174,0.0
2010-12-23,20.187,20.187,20.187,20.187,0.0
2010-12-29,20.204,20.204,20.204,20.204,0.0
2010-12-30,20.146,20.146,20.146,20.146,0.0
2010-12-31,20.145,20.145,20.145,20.145,0.0
2011-01-04,20.312,20.312,20.312,20.312,0.0
2011-01-05,20.296,20.296,20.296,20.296,0.0
2011-01-06,20.344,20.344,20.344,20.344,0.0
2011-01-07,20.296,20.296,20.296,20.296,0.0
2011-01-10,20.22,20.22,20.22,20.22,0.0
2011-01-11,20.251,20.251,20.251,20.251,0.0
2011-01-12,20.407,20.407,20.407,20.407,0.0
2011-01-13,20.382,20.382,20.382,20.382,0.0
2011-01-14,20.434,20.434,20.434,20.434,0.0
2011-01-18,20.52,20.52,20.52,20.52,0.0
2011-01-19,20.471,20.471,20.471,20.471,0.0
2011-01-20,20.453,20.453,20.453,20.453,0.0
2011-01-21,20.474,20.474,20.474,20.474,0.0
2011-01-24,20.611,20.611,20.611,20.611,0.0
2011-01-25,20.625,20.625,20.625,20.625,0.0
2011-01-26,20.642,20.642,20.642,20.642,0.0
2011-01-27,20.643,20.643,20.643,20.643,0.0
2011-01-28,20.308,20.308,20.308,20.308,0.0
2011-01-31,20.365,20.365,20.365,20.365,0.0
2011-02-02,20.674,20.674,20.674,20.674,0.0
2011-02-03,20.659,20.659,20.659,20.659,0.0
2011-02-04,20.681,20.681,20.681,20.681,0.0
