Date,HONG KONG IMI GROWTH IMI (Large+Mid+Small Cap)
2005-11-08,648.695
2005-11-09,652.564
2005-11-10,656.127
2005-11-11,661.396
2005-11-14,655.588
2005-11-15,655.721
2005-11-16,652.95
2005-11-17,656.701
2005-11-18,662.836
2005-11-21,663.747
2005-11-22,663.693
2005-11-23,674.625
2005-11-24,678.223
2005-11-25,677.765
2005-11-28,678.554
2005-11-29,674.682
2005-11-30,669.83
2005-12-01,672.718
2005-12-02,676.244
2005-12-05,675.785
2005-12-06,671.114
2005-12-07,675.658
2005-12-08,666.652
2005-12-09,668.346
2005-12-12,672.57
2005-12-13,672.693
2005-12-14,674.259
2005-12-15,677.68
2005-12-16,676.928
2005-12-19,685.774
2005-12-20,682.194
2005-12-21,683.981
2005-12-22,683.825
2005-12-23,687.599
2005-12-26,687.599
2005-12-27,687.626
2005-12-28,685.476
2005-12-29,685.574
2005-12-30,680.637
2006-01-02,680.637
2006-01-03,685.244
2006-01-04,699.512
2006-01-05,703.611
2006-01-06,710.907
2006-01-09,720.22
2006-01-10,723.425
2006-01-11,723.57
2006-01-12,725.283
2006-01-13,728.964
2006-01-16,727.244
2006-01-17,719.098
2006-01-18,715.613
2006-01-19,724.954
2006-01-20,722.262
2006-01-23,713.784
2006-01-24,721.536
2006-01-25,722.971
2006-01-26,719.671
2006-01-27,730.445
2006-01-30,730.389
2006-01-31,730.379
2006-02-01,728.277
2006-02-02,726.781
2006-02-03,715.245
2006-02-06,720.665
2006-02-07,719.009
2006-02-08,713.577
2006-02-09,713.325
2006-02-10,712.984
2006-02-13,708.045
2006-02-14,712.428
2006-02-15,712.276
2006-02-16,713.777
2006-02-17,713.296
2006-02-20,719.419
2006-02-21,717.479
2006-02-22,716.254
2006-02-23,722.351
2006-02-24,722.059
2006-02-27,726.032
2006-02-28,722.011
2006-03-01,720.963
2006-03-02,725.363
2006-03-03,724.037
2006-03-06,721.316
2006-03-07,711.139
2006-03-08,706.116
2006-03-09,706.915
2006-03-10,708.103
2006-03-13,715.12
2006-03-14,715.535
2006-03-15,724.356
2006-03-16,725.483
2006-03-17,727.705
2006-03-20,730.75
2006-03-21,731.501
2006-03-22,722.777
2006-03-23,729.36
2006-03-24,733.162
2006-03-27,743.833
2006-03-28,745.565
2006-03-29,742.574
2006-03-30,747.414
2006-03-31,743.555
2006-04-03,753.956
2006-04-04,758.183
2006-04-05,758.202
2006-04-06,774.714
2006-04-07,776.164
2006-04-10,777.688
2006-04-11,776.2
2006-04-12,767.289
2006-04-13,773.021
2006-04-14,773.021
2006-04-17,773.055
2006-04-18,779.827
2006-04-19,787.573
2006-04-20,793.688
2006-04-21,796.964
2006-04-24,795.144
2006-04-25,784.735
2006-04-26,786.252
2006-04-27,789.683
2006-04-28,789.5
2006-05-01,789.535
2006-05-02,801.415
2006-05-03,808.814
2006-05-04,808.77
2006-05-05,808.807
2006-05-08,817.369
2006-05-09,810.275
2006-05-10,807.006
2006-05-11,816.458
2006-05-12,810.424
2006-05-15,789.427
2006-05-16,785.617
2006-05-17,796.113
2006-05-18,778.312
2006-05-19,779.543
2006-05-22,755.198
2006-05-23,753.091
2006-05-24,754.018
2006-05-25,752.475
2006-05-26,764.295
2006-05-29,766.732
2006-05-30,767.188
2006-05-31,767.183
2006-06-01,759.892
2006-06-02,765.285
2006-06-05,770.434
2006-06-06,771.014
2006-06-07,758.506
2006-06-08,736.218
2006-06-09,738.894
2006-06-12,737.0
2006-06-13,714.568
2006-06-14,705.624
2006-06-15,715.941
2006-06-16,736.284
2006-06-19,728.18
2006-06-20,722.385
2006-06-21,721.606
2006-06-22,731.651
2006-06-23,730.946
2006-06-26,731.383
2006-06-27,728.208
2006-06-28,724.252
2006-06-29,735.985
2006-06-30,755.946
2006-07-03,759.835
2006-07-04,760.01
2006-07-05,754.626
2006-07-06,759.936
2006-07-07,758.697
2006-07-10,760.739
2006-07-11,756.944
2006-07-12,757.297
2006-07-13,750.318
2006-07-14,742.401
2006-07-17,734.292
2006-07-18,735.806
2006-07-19,734.011
2006-07-20,749.369
2006-07-21,747.81
2006-07-24,747.356
2006-07-25,748.883
2006-07-26,752.777
2006-07-27,760.95
2006-07-28,760.234
2006-07-31,763.641
2006-08-01,762.624
2006-08-02,765.485
2006-08-03,765.668
2006-08-04,757.192
2006-08-07,758.229
2006-08-08,762.123
2006-08-09,771.698
2006-08-10,768.72
2006-08-11,773.917
2006-08-14,779.953
2006-08-15,779.393
2006-08-16,790.595
2006-08-17,792.124
2006-08-18,795.515
2006-08-21,785.466
2006-08-22,788.573
2006-08-23,786.281
2006-08-24,778.183
2006-08-25,776.924
2006-08-28,773.82
2006-08-29,779.96
2006-08-30,784.504
2006-08-31,791.246
2006-09-01,798.43
2006-09-04,805.959
2006-09-05,802.444
2006-09-06,797.994
2006-09-07,794.408
2006-09-08,798.748
2006-09-11,790.558
2006-09-12,793.521
2006-09-13,799.253
2006-09-14,799.92
2006-09-15,803.587
2006-09-18,810.802
2006-09-19,814.312
2006-09-20,814.867
2006-09-21,819.813
2006-09-22,816.209
2006-09-25,811.758
2006-09-26,804.897
2006-09-27,809.262
2006-09-28,810.364
2006-09-29,812.649
2006-10-02,812.644
2006-10-03,815.779
2006-10-04,815.235
2006-10-05,824.912
2006-10-06,823.973
2006-10-09,816.371
2006-10-10,819.929
2006-10-11,817.235
2006-10-12,816.681
2006-10-13,819.046
2006-10-16,820.271
2006-10-17,820.702
2006-10-18,820.35
2006-10-19,819.282
2006-10-20,826.279
2006-10-23,826.276
2006-10-24,828.973
2006-10-25,828.254
2006-10-26,834.652
2006-10-27,831.012
2006-10-30,831.365
2006-10-31,829.051
2006-11-01,836.44
2006-11-02,844.162
2006-11-03,846.301
2006-11-06,849.255
2006-11-07,856.282
2006-11-08,852.953
2006-11-09,857.804
2006-11-10,857.727
2006-11-13,858.111
2006-11-14,858.966
2006-11-15,868.928
2006-11-16,873.038
2006-11-17,875.406
2006-11-20,867.198
2006-11-21,873.343
2006-11-22,886.821
2006-11-23,881.832
2006-11-24,879.032
2006-11-27,880.265
2006-11-28,857.307
2006-11-29,863.141
2006-11-30,875.562
2006-12-01,867.977
2006-12-04,873.889
2006-12-05,885.237
2006-12-06,894.668
2006-12-07,888.448
2006-12-08,882.99
2006-12-11,886.998
2006-12-12,884.616
2006-12-13,878.529
2006-12-14,891.236
2006-12-15,902.186
2006-12-18,906.763
2006-12-19,897.046
2006-12-20,905.509
2006-12-21,902.164
2006-12-22,905.647
2006-12-25,905.647
2006-12-26,905.426
2006-12-27,911.045
2006-12-28,923.645
2006-12-29,930.031
2007-01-01,930.031
2007-01-02,943.049
2007-01-03,939.351
2007-01-04,924.13
2007-01-05,934.783
2007-01-08,932.409
2007-01-09,937.084
2007-01-10,923.954
2007-01-11,922.075
2007-01-12,935.032
2007-01-15,952.56
2007-01-16,954.717
2007-01-17,958.793
2007-01-18,962.55
2007-01-19,963.516
2007-01-22,977.909
2007-01-23,976.501
2007-01-24,968.098
2007-01-25,960.603
2007-01-26,949.983
2007-01-29,951.599
2007-01-30,955.773
2007-01-31,942.714
2007-02-01,954.903
2007-02-02,968.816
2007-02-05,969.115
2007-02-06,976.878
2007-02-07,977.708
2007-02-08,984.923
2007-02-09,986.287
2007-02-12,987.806
2007-02-13,964.029
2007-02-14,965.567
2007-02-15,977.436
2007-02-16,981.214
2007-02-19,981.252
2007-02-20,981.164
2007-02-21,976.762
2007-02-22,982.468
2007-02-23,979.796
2007-02-26,975.596
2007-02-27,957.773
2007-02-28,925.998
2007-03-01,917.04
2007-03-02,916.866
2007-03-05,872.762
2007-03-06,893.321
2007-03-07,895.772
2007-03-08,907.472
2007-03-09,922.246
2007-03-12,930.255
2007-03-13,927.196
2007-03-14,903.661
2007-03-15,907.563
2007-03-16,905.79
2007-03-19,917.882
2007-03-20,923.295
2007-03-21,930.32
2007-03-22,936.789
2007-03-23,936.467
2007-03-26,939.844
2007-03-27,936.608
2007-03-28,927.566
2007-03-29,935.056
2007-03-30,939.926
2007-04-02,943.804
2007-04-03,956.365
2007-04-04,968.612
2007-04-05,968.612
2007-04-06,968.612
2007-04-09,968.438
2007-04-10,976.347
2007-04-11,981.077
2007-04-12,975.402
2007-04-13,969.473
2007-04-16,977.19
2007-04-17,973.417
2007-04-18,970.537
2007-04-19,954.752
2007-04-20,964.082
2007-04-23,970.8
2007-04-24,965.975
2007-04-25,965.013
2007-04-26,969.64
2007-04-27,967.189
2007-04-30,960.527
2007-05-01,960.38
2007-05-02,971.173
2007-05-03,983.145
2007-05-04,988.785
2007-05-07,988.52
2007-05-08,983.609
2007-05-09,995.459
2007-05-10,995.549
2007-05-11,987.061
2007-05-14,1002.796
2007-05-15,999.177
2007-05-16,1004.563
2007-05-17,1006.953
2007-05-18,1000.152
2007-05-21,999.593
2007-05-22,997.637
2007-05-23,1000.026
2007-05-24,999.994
2007-05-25,990.871
2007-05-28,994.018
2007-05-29,994.392
2007-05-30,989.577
2007-05-31,1000.0
2007-06-01,1003.351
2007-06-04,1002.645
2007-06-05,1003.385
2007-06-06,1004.083
2007-06-07,1002.363
2007-06-08,986.536
2007-06-11,992.738
2007-06-12,991.427
2007-06-13,991.481
2007-06-14,1001.087
2007-06-15,1004.57
2007-06-18,1021.025
2007-06-19,1021.051
2007-06-20,1024.481
2007-06-21,1037.35
2007-06-22,1033.784
2007-06-25,1027.08
2007-06-26,1027.319
2007-06-27,1021.55
2007-06-28,1035.127
2007-06-29,1035.507
2007-07-02,1035.819
2007-07-03,1055.572
2007-07-04,1067.527
2007-07-05,1077.557
2007-07-06,1089.62
2007-07-09,1108.844
2007-07-10,1105.461
2007-07-11,1092.953
2007-07-12,1096.257
2007-07-13,1112.921
2007-07-16,1106.211
2007-07-17,1107.375
2007-07-18,1098.401
2007-07-19,1101.727
2007-07-20,1118.838
2007-07-23,1124.877
2007-07-24,1137.519
2007-07-25,1134.552
2007-07-26,1128.326
2007-07-27,1092.663
2007-07-30,1093.986
2007-07-31,1110.322
2007-08-01,1076.402
2007-08-02,1067.151
2007-08-03,1065.373
2007-08-06,1032.303
2007-08-07,1031.169
2007-08-08,1057.59
2007-08-09,1065.717
2007-08-10,1038.32
2007-08-13,1036.986
2007-08-14,1038.741
2007-08-15,1004.522
2007-08-16,971.686
2007-08-17,941.993
2007-08-20,989.778
2007-08-21,1008.776
2007-08-22,1038.416
2007-08-23,1073.651
2007-08-24,1068.317
2007-08-27,1095.24
2007-08-28,1087.095
2007-08-29,1064.27
2007-08-30,1091.653
2007-08-31,1121.557
2007-09-03,1122.476
2007-09-04,1131.675
2007-09-05,1152.036
2007-09-06,1151.412
2007-09-07,1163.477
2007-09-10,1182.582
2007-09-11,1180.575
2007-09-12,1201.326
2007-09-13,1213.336
2007-09-14,1225.252
2007-09-17,1203.571
2007-09-18,1200.158
2007-09-19,1251.499
2007-09-20,1256.373
2007-09-21,1270.798
2007-09-24,1305.312
2007-09-25,1298.429
2007-09-26,1298.755
2007-09-27,1325.079
2007-09-28,1333.093
2007-10-01,1332.913
2007-10-02,1376.402
2007-10-03,1337.354
2007-10-04,1304.954
2007-10-05,1350.95
2007-10-08,1353.121
2007-10-09,1375.783
2007-10-10,1388.338
2007-10-11,1390.765
2007-10-12,1379.309
2007-10-15,1387.496
2007-10-16,1362.534
2007-10-17,1365.179
2007-10-18,1374.713
2007-10-19,1374.687
2007-10-22,1340.059
2007-10-23,1368.789
2007-10-24,1373.546
2007-10-25,1406.055
2007-10-26,1450.08
2007-10-29,1494.496
2007-10-30,1484.301
2007-10-31,1471.496
2007-11-01,1488.072
2007-11-02,1448.356
2007-11-05,1390.534
2007-11-06,1412.787
2007-11-07,1446.138
2007-11-08,1420.392
2007-11-09,1418.202
2007-11-12,1369.856
2007-11-13,1375.668
2007-11-14,1417.053
2007-11-15,1402.695
2007-11-16,1349.45
2007-11-19,1351.919
2007-11-20,1352.276
2007-11-21,1306.419
2007-11-22,1262.457
2007-11-23,1285.886
2007-11-26,1337.105
2007-11-27,1331.768
2007-11-28,1350.115
2007-11-29,1412.438
2007-11-30,1419.308
2007-12-03,1428.128
2007-12-04,1433.143
2007-12-05,1440.409
2007-12-06,1441.223
2007-12-07,1401.685
2007-12-10,1392.536
2007-12-11,1429.918
2007-12-12,1393.248
2007-12-13,1366.532
2007-12-14,1360.75
2007-12-17,1303.054
2007-12-18,1307.231
2007-12-19,1323.444
2007-12-20,1326.155
2007-12-21,1366.734
2007-12-24,1387.74
2007-12-25,1387.74
2007-12-26,1387.269
2007-12-27,1384.206
2007-12-28,1368.329
2007-12-31,1400.228
2008-01-01,1400.228
2008-01-02,1388.665
2008-01-03,1364.504
2008-01-04,1392.089
2008-01-07,1373.393
2008-01-08,1358.697
2008-01-09,1371.311
2008-01-10,1346.784
2008-01-11,1324.27
2008-01-14,1286.689
2008-01-15,1260.188
2008-01-16,1196.504
2008-01-17,1219.947
2008-01-18,1223.781
2008-01-21,1158.726
2008-01-22,1075.275
2008-01-23,1153.121
2008-01-24,1150.091
2008-01-25,1222.871
2008-01-28,1176.047
2008-01-29,1189.401
2008-01-30,1158.273
2008-01-31,1164.073
2008-02-01,1168.377
2008-02-04,1204.38
2008-02-05,1187.948
2008-02-06,1135.305
2008-02-07,1135.473
2008-02-08,1135.516
2008-02-11,1106.018
2008-02-12,1120.944
2008-02-13,1121.132
2008-02-14,1162.139
2008-02-15,1165.506
2008-02-18,1151.157
2008-02-19,1162.365
2008-02-20,1138.982
2008-02-21,1129.271
2008-02-22,1104.973
2008-02-25,1098.047
2008-02-26,1124.228
2008-02-27,1154.88
2008-02-28,1164.95
2008-02-29,1151.782
2008-03-03,1122.364
2008-03-04,1101.575
2008-03-05,1091.798
2008-03-06,1100.357
2008-03-07,1062.255
2008-03-10,1050.933
2008-03-11,1056.169
2008-03-12,1075.523
2008-03-13,1024.419
2008-03-14,1015.919
2008-03-17,960.082
2008-03-18,950.895
2008-03-19,977.157
2008-03-20,939.993
2008-03-21,939.993
2008-03-24,939.805
2008-03-25,1002.781
2008-03-26,1018.288
2008-03-27,1024.22
2008-03-28,1049.564
2008-03-31,1040.784
2008-04-01,1040.876
2008-04-02,1080.053
2008-04-03,1097.307
2008-04-04,1097.378
2008-04-07,1099.458
2008-04-08,1094.211
2008-04-09,1068.619
2008-04-10,1069.586
2008-04-11,1081.637
2008-04-14,1046.078
2008-04-15,1041.429
2008-04-16,1042.253
2008-04-17,1064.441
2008-04-18,1062.202
2008-04-21,1090.456
2008-04-22,1102.018
2008-04-23,1111.096
2008-04-24,1137.007
2008-04-25,1138.894
2008-04-28,1143.395
2008-04-29,1154.7
2008-04-30,1148.007
2008-05-01,1148.206
2008-05-02,1186.318
2008-05-05,1186.692
2008-05-06,1188.372
2008-05-07,1157.233
2008-05-08,1146.957
2008-05-09,1133.185
2008-05-12,1133.272
2008-05-13,1152.534
2008-05-14,1149.872
2008-05-15,1151.477
2008-05-16,1145.385
2008-05-19,1143.58
2008-05-20,1118.272
2008-05-21,1118.732
2008-05-22,1098.705
2008-05-23,1099.203
2008-05-26,1091.797
2008-05-27,1097.933
2008-05-28,1095.669
2008-05-29,1097.604
2008-05-30,1103.083
2008-06-02,1107.053
2008-06-03,1091.502
2008-06-04,1083.955
2008-06-05,1088.593
2008-06-06,1089.909
2008-06-09,1090.042
2008-06-10,1049.001
2008-06-11,1044.796
2008-06-12,1023.278
2008-06-13,1008.534
2008-06-16,1024.826
2008-06-17,1024.334
2008-06-18,1036.174
2008-06-19,1013.599
2008-06-20,1014.039
2008-06-23,1003.312
2008-06-24,987.954
2008-06-25,985.109
2008-06-26,976.098
2008-06-27,953.794
2008-06-30,952.128
2008-07-01,951.976
2008-07-02,931.109
2008-07-03,908.117
2008-07-04,920.264
2008-07-07,938.658
2008-07-08,907.484
2008-07-09,920.208
2008-07-10,916.617
2008-07-11,934.365
2008-07-14,922.004
2008-07-15,887.148
2008-07-16,890.449
2008-07-17,903.381
2008-07-18,909.823
2008-07-21,936.392
2008-07-22,935.201
2008-07-23,956.871
2008-07-24,957.864
2008-07-25,945.244
2008-07-28,945.121
2008-07-29,921.604
2008-07-30,935.632
2008-07-31,934.784
2008-08-01,933.567
2008-08-04,918.116
2008-08-05,890.113
2008-08-06,890.119
2008-08-07,891.637
2008-08-08,890.104
2008-08-11,890.351
2008-08-12,897.711
2008-08-13,885.273
2008-08-14,878.333
2008-08-15,869.616
2008-08-18,853.124
2008-08-19,825.517
2008-08-20,843.146
2008-08-21,825.035
2008-08-22,825.051
2008-08-25,851.296
2008-08-26,853.381
2008-08-27,867.672
2008-08-28,842.439
2008-08-29,856.912
2008-09-01,835.875
2008-09-02,841.031
2008-09-03,827.981
2008-09-04,817.123
2008-09-05,793.735
2008-09-08,823.48
2008-09-09,810.831
2008-09-10,790.714
2008-09-11,772.18
2008-09-12,777.369
2008-09-15,777.733
2008-09-16,744.92
2008-09-17,728.368
2008-09-18,717.977
2008-09-19,756.469
2008-09-22,760.844
2008-09-23,725.662
2008-09-24,719.979
2008-09-25,718.583
2008-09-26,704.975
2008-09-29,678.391
2008-09-30,672.447
2008-10-01,672.269
2008-10-02,668.612
2008-10-03,653.423
2008-10-06,625.327
2008-10-07,625.086
2008-10-08,577.129
2008-10-09,594.332
2008-10-10,546.069
2008-10-13,591.896
2008-10-14,624.617
2008-10-15,591.54
2008-10-16,562.637
2008-10-17,543.058
2008-10-20,567.029
2008-10-21,563.433
2008-10-22,539.1
2008-10-23,517.772
2008-10-24,489.896
2008-10-27,434.115
2008-10-28,474.46
2008-10-29,494.662
2008-10-30,550.197
2008-10-31,537.128
2008-11-03,553.987
2008-11-04,549.697
2008-11-05,573.725
2008-11-06,539.85
2008-11-07,557.02
2008-11-10,555.839
2008-11-11,527.036
2008-11-12,525.962
2008-11-13,496.41
2008-11-14,501.418
2008-11-17,495.679
2008-11-18,471.84
2008-11-19,462.757
2008-11-20,443.311
2008-11-21,454.043
2008-11-24,448.419
2008-11-25,465.835
2008-11-26,485.553
2008-11-27,485.616
2008-11-28,503.395
2008-12-01,503.793
2008-12-02,482.285
2008-12-03,475.855
2008-12-04,472.366
2008-12-05,479.149
2008-12-08,519.967
2008-12-09,517.577
2008-12-10,549.479
2008-12-11,556.674
2008-12-12,529.619
2008-12-15,542.608
2008-12-16,544.325
2008-12-17,546.663
2008-12-18,555.972
2008-12-19,547.916
2008-12-22,532.669
2008-12-23,521.438
2008-12-24,522.807
2008-12-25,522.807
2008-12-26,522.834
2008-12-29,526.13
2008-12-30,518.366
2008-12-31,525.072
2009-01-01,525.072
2009-01-02,542.574
2009-01-05,560.501
2009-01-06,570.853
2009-01-07,569.913
2009-01-08,550.116
2009-01-09,549.652
2009-01-12,539.877
2009-01-13,528.711
2009-01-14,529.897
2009-01-15,510.215
2009-01-16,516.055
2009-01-19,525.253
2009-01-20,515.69
2009-01-21,503.964
2009-01-22,506.416
2009-01-23,506.182
2009-01-26,506.201
2009-01-27,505.993
2009-01-28,506.061
2009-01-29,520.042
2009-01-30,532.991
2009-02-02,517.216
2009-02-03,505.125
2009-02-04,509.737
2009-02-05,502.664
2009-02-06,513.546
2009-02-09,521.046
2009-02-10,521.103
2009-02-11,514.491
2009-02-12,508.679
2009-02-13,517.769
2009-02-16,516.722
2009-02-17,504.961
2009-02-18,510.412
2009-02-19,510.07
2009-02-20,499.459
2009-02-23,518.539
2009-02-24,504.055
2009-02-25,509.965
2009-02-26,508.108
2009-02-27,506.661
2009-03-02,484.384
2009-03-03,483.725
2009-03-04,496.915
2009-03-05,487.674
2009-03-06,476.263
2009-03-09,464.405
2009-03-10,469.211
2009-03-11,479.712
2009-03-12,481.781
2009-03-13,500.66
2009-03-16,514.054
2009-03-17,507.668
2009-03-18,515.028
2009-03-19,521.981
2009-03-20,516.947
2009-03-23,541.429
2009-03-24,557.899
2009-03-25,549.354
2009-03-26,559.82
2009-03-27,557.86
2009-03-30,535.521
2009-03-31,537.713
2009-04-01,537.367
2009-04-02,577.468
2009-04-03,585.471
2009-04-06,599.433
2009-04-07,598.338
2009-04-08,583.325
2009-04-09,592.686
2009-04-10,592.686
2009-04-13,592.67
2009-04-14,618.733
2009-04-15,616.708
2009-04-16,616.495
2009-04-17,624.943
2009-04-20,633.389
2009-04-21,620.275
2009-04-22,610.379
2009-04-23,624.03
2009-04-24,628.854
2009-04-27,609.874
2009-04-28,593.95
2009-04-29,612.072
2009-04-30,642.955
2009-05-01,642.963
2009-05-04,674.19
2009-05-05,675.108
2009-05-06,692.035
2009-05-07,701.998
2009-05-08,701.383
2009-05-11,690.641
2009-05-12,690.263
2009-05-13,698.553
2009-05-14,674.803
2009-05-15,685.479
2009-05-18,701.961
2009-05-19,717.48
2009-05-20,714.323
2009-05-21,701.643
2009-05-22,701.755
2009-05-25,717.689
2009-05-26,719.142
2009-05-27,753.432
2009-05-28,753.442
2009-05-29,757.845
2009-06-01,781.106
2009-06-02,769.023
2009-06-03,782.563
2009-06-04,777.211
2009-06-05,788.148
2009-06-08,761.585
2009-06-09,750.919
2009-06-10,770.799
2009-06-11,762.044
2009-06-12,765.819
2009-06-15,749.098
2009-06-16,731.025
2009-06-17,726.204
2009-06-18,719.726
2009-06-19,726.144
2009-06-22,732.552
2009-06-23,712.83
2009-06-24,727.03
2009-06-25,747.823
2009-06-26,765.638
2009-06-29,760.51
2009-06-30,741.874
2009-07-01,741.869
2009-07-02,735.639
2009-07-03,735.036
2009-07-06,731.508
2009-07-07,729.093
2009-07-08,720.024
2009-07-09,723.496
2009-07-10,726.13
2009-07-13,709.993
2009-07-14,732.77
2009-07-15,758.917
2009-07-16,760.721
2009-07-17,778.81
2009-07-20,808.226
2009-07-21,813.059
2009-07-22,808.008
2009-07-23,835.666
2009-07-24,832.348
2009-07-27,848.348
2009-07-28,860.993
2009-07-29,835.678
2009-07-30,843.276
2009-07-31,860.282
2009-08-03,869.955
2009-08-04,865.98
2009-08-05,848.094
2009-08-06,852.329
2009-08-07,823.794
2009-08-10,840.87
2009-08-11,853.697
2009-08-12,833.844
2009-08-13,845.374
2009-08-14,851.385
2009-08-17,820.625
2009-08-18,828.859
2009-08-19,815.439
2009-08-20,836.579
2009-08-21,837.33
2009-08-24,848.584
2009-08-25,841.956
2009-08-26,843.472
2009-08-27,828.373
2009-08-28,820.619
2009-08-31,794.011
2009-09-01,800.899
2009-09-02,788.6
2009-09-03,801.963
2009-09-04,828.715
2009-09-07,838.522
2009-09-08,855.877
2009-09-09,856.98
2009-09-10,865.837
2009-09-11,867.795
2009-09-14,856.264
2009-09-15,853.031
2009-09-16,871.008
2009-09-17,887.382
2009-09-18,874.891
2009-09-21,874.07
2009-09-22,887.287
2009-09-23,887.982
2009-09-24,869.857
2009-09-25,870.074
2009-09-28,850.285
2009-09-29,871.078
2009-09-30,876.892
2009-10-01,876.892
2009-10-02,849.608
2009-10-05,841.387
2009-10-06,854.283
2009-10-07,876.576
2009-10-08,889.656
2009-10-09,894.975
2009-10-12,888.241
2009-10-13,892.437
2009-10-14,909.438
2009-10-15,911.269
2009-10-16,908.537
2009-10-19,920.066
2009-10-20,944.345
2009-10-21,945.159
2009-10-22,933.389
2009-10-23,935.562
2009-10-26,935.562
2009-10-27,916.704
2009-10-28,902.853
2009-10-29,881.511
2009-10-30,908.33
2009-11-02,896.685
2009-11-03,881.859
2009-11-04,894.951
2009-11-05,887.758
2009-11-06,899.96
2009-11-09,911.436
2009-11-10,909.076
2009-11-11,909.413
2009-11-12,906.864
2009-11-13,908.836
2009-11-16,922.836
2009-11-17,920.286
2009-11-18,915.274
2009-11-19,915.186
2009-11-20,904.239
2009-11-23,909.771
2009-11-24,904.389
2009-11-25,915.173
2009-11-26,905.879
2009-11-27,872.162
2009-11-30,896.962
2009-12-01,913.747
2009-12-02,919.841
2009-12-03,934.483
2009-12-04,931.335
2009-12-07,931.119
2009-12-08,928.626
2009-12-09,921.3
2009-12-10,919.199
2009-12-11,928.065
2009-12-14,931.559
2009-12-15,920.045
2009-12-16,910.214
2009-12-17,894.337
2009-12-18,885.484
2009-12-21,879.107
2009-12-22,883.242
2009-12-23,895.429
2009-12-24,901.624
2009-12-25,901.624
2009-12-28,900.233
2009-12-29,904.056
2009-12-30,907.8
2009-12-31,915.6
2010-01-01,915.6
2010-01-04,918.156
2010-01-05,932.49
2010-01-06,939.004
2010-01-07,940.876
2010-01-08,942.214
2010-01-11,950.003
2010-01-12,950.803
2010-01-13,924.974
2010-01-14,926.889
2010-01-15,925.511
2010-01-18,919.166
2010-01-19,921.894
2010-01-20,909.926
2010-01-21,887.51
2010-01-22,874.854
2010-01-25,874.313
2010-01-26,852.88
2010-01-27,843.55
2010-01-28,855.192
2010-01-29,852.693
2010-02-01,856.47
2010-02-02,862.189
2010-02-03,879.193
2010-02-04,867.117
2010-02-05,841.75
2010-02-08,840.621
2010-02-09,850.462
2010-02-10,854.613
2010-02-11,865.74
2010-02-12,871.31
2010-02-15,871.187
2010-02-16,871.321
2010-02-17,877.936
2010-02-18,873.053
2010-02-19,855.188
2010-02-22,873.431
2010-02-23,884.853
2010-02-24,883.475
2010-02-25,879.461
2010-02-26,884.641
2010-03-01,898.598
2010-03-02,903.795
2010-03-03,903.727
2010-03-04,899.106
2010-03-05,908.985
2010-03-08,931.834
2010-03-09,932.546
2010-03-10,929.047
2010-03-11,934.917
2010-03-12,933.975
2010-03-15,933.948
2010-03-16,931.294
2010-03-17,954.388
2010-03-18,954.831
2010-03-19,958.2
2010-03-22,941.137
2010-03-23,945.968
2010-03-24,949.406
2010-03-25,938.747
2010-03-26,951.792
2010-03-29,959.914
2010-03-30,963.345
2010-03-31,948.466
2010-04-01,960.507
2010-04-02,960.507
2010-04-05,960.649
2010-04-06,960.723
2010-04-07,976.867
2010-04-08,974.361
2010-04-09,985.964
2010-04-12,981.517
2010-04-13,979.974
2010-04-14,981.362
2010-04-15,980.147
2010-04-16,966.22
2010-04-19,952.452
2010-04-20,953.866
2010-04-21,956.415
2010-04-22,952.165
2010-04-23,942.049
2010-04-26,957.061
2010-04-27,944.564
2010-04-28,932.638
2010-04-29,923.856
2010-04-30,928.14
2010-05-03,919.51
2010-05-04,918.908
2010-05-05,898.824
2010-05-06,881.247
2010-05-07,874.476
2010-05-10,888.423
2010-05-11,878.98
2010-05-12,880.619
2010-05-13,893.371
2010-05-14,880.805
2010-05-17,858.236
2010-05-18,861.771
2010-05-19,849.244
2010-05-20,838.418
2010-05-21,838.295
2010-05-24,848.79
2010-05-25,819.219
2010-05-26,822.319
2010-05-27,843.832
2010-05-28,856.618
2010-05-31,855.563
2010-06-01,847.823
2010-06-02,845.547
2010-06-03,859.384
2010-06-04,862.043
2010-06-07,845.972
2010-06-08,852.812
2010-06-09,854.8
2010-06-10,854.734
2010-06-11,868.006
2010-06-14,877.806
2010-06-15,879.315
2010-06-16,879.365
2010-06-17,888.608
2010-06-18,895.99
2010-06-21,921.864
2010-06-22,919.905
2010-06-23,917.51
2010-06-24,917.536
2010-06-25,912.568
2010-06-28,910.251
2010-06-29,891.661
2010-06-30,883.867
2010-07-01,882.92
2010-07-02,873.377
2010-07-05,872.125
2010-07-06,878.892
2010-07-07,874.377
2010-07-08,882.473
2010-07-09,901.648
2010-07-12,905.896
2010-07-13,901.607
2010-07-14,915.616
2010-07-15,906.03
2010-07-16,904.781
2010-07-19,895.158
2010-07-20,904.523
2010-07-21,906.002
2010-07-22,915.697
2010-07-23,928.177
2010-07-26,933.548
2010-07-27,937.163
2010-07-28,936.599
2010-07-29,946.005
2010-07-30,942.211
2010-08-02,957.748
2010-08-03,961.995
2010-08-04,965.83
2010-08-05,961.645
2010-08-06,967.881
2010-08-09,973.221
2010-08-10,963.062
2010-08-11,956.382
2010-08-12,946.721
2010-08-13,949.283
2010-08-16,941.945
