Date,GERMANY SMID VALUE SMID (Small+Mid Cap)
2008-01-31,793.967
2008-02-29,838.983
2008-03-31,834.775
2008-04-30,872.415
2008-05-30,881.186
2008-06-30,784.214
2008-07-31,736.552
2008-08-29,703.211
2008-09-30,503.511
2008-10-31,350.44
2008-11-28,337.269
2008-12-31,413.892
2009-01-30,333.861
2009-02-27,302.482
2009-03-31,321.908
2009-04-30,415.994
2009-05-29,465.129
2009-06-30,447.265
2009-07-31,500.918
2009-08-31,565.893
2009-09-30,634.41
2009-10-30,576.585
2009-11-30,605.528
2009-12-31,605.823
2010-01-29,602.085
2010-02-26,593.959
2010-03-31,644.409
2010-04-30,641.773
2010-05-31,551.987
2010-06-30,552.62
2010-07-30,620.48
2010-08-31,590.411
2010-09-30,683.7
2010-10-29,750.345
2010-11-30,712.514
2010-12-31,805.465
2011-01-31,826.188
2011-02-28,850.685
2011-03-31,854.795
2011-04-29,914.776
2011-05-31,897.49
2011-06-30,890.892
2011-07-29,829.404
2011-08-31,712.635
2011-09-30,614.482
2011-10-31,695.851
2011-11-30,657.544
2011-12-30,623.371
2012-01-31,702.677
2012-02-29,746.518
2012-03-30,756.339
2012-04-30,740.599
2012-05-31,638.124
2012-06-29,664.263
2012-07-31,671.706
2012-08-31,687.16
2012-09-28,710.963
2012-10-31,749.51
2012-11-30,776.524
2012-12-31,807.46
2013-01-31,887.353
2013-02-28,887.103
2013-03-29,849.321
2013-04-30,876.205
2013-05-31,901.284
2013-06-28,872.509
2013-07-31,939.536
2013-08-30,952.342
2013-09-30,1033.554
2013-10-31,1110.343
2013-11-29,1140.279
2013-12-31,1170.933
2014-01-31,1152.265
2014-02-28,1242.128
2014-03-31,1216.608
2014-04-30,1210.675
2014-05-30,1241.037
2014-06-30,1236.993
2014-07-31,1132.59
2014-08-29,1125.467
2014-09-30,1061.522
2014-10-31,1047.743
2014-11-28,1107.884
2014-12-31,1094.619
2015-01-30,1125.021
2015-02-27,1200.269
2015-03-31,1177.554
2015-04-30,1210.426
2015-05-29,1182.073
2015-06-30,1190.238
2015-07-31,1248.552
2015-08-31,1217.623
2015-09-30,1207.299
2015-10-30,1251.394
2015-11-30,1213.742
2015-12-31,1217.614
2016-01-29,1144.52
2016-02-29,1131.641
2016-03-31,1266.602
2016-04-29,1288.896
2016-05-31,1295.915
2016-06-30,1244.623
2016-07-29,1336.837
2016-08-31,1328.032
2016-09-30,1338.207
2016-10-31,1300.331
2016-11-30,1214.735
2016-12-30,1283.222
2017-01-31,1341.686
2017-02-28,1358.772
2017-03-31,1443.289
2017-04-28,1492.929
2017-05-31,1613.108
2017-06-30,1613.903
2017-07-31,1679.202
2017-08-31,1749.704
2017-09-29,1795.564
2017-10-31,1824.716
2017-11-30,1884.622
2017-12-29,1945.685
2018-01-31,2026.462
2018-02-28,1926.204
2018-03-30,1935.327
2018-04-30,1960.474
2018-05-31,1871.704
2018-06-29,1809.364
2018-07-31,1897.962
2018-08-31,1890.929
2018-09-28,1828.022
2018-10-31,1668.748
2018-11-30,1660.472
2018-12-31,1551.584
2019-01-31,1703.997
2019-02-28,1697.112
2019-03-29,1679.444
2019-04-30,1746.481
2019-05-31,1635.379
2019-06-28,1696.496
2019-07-31,1656.984
2019-08-30,1640.685
2019-09-30,1699.776
2019-10-31,1738.221
2019-11-29,1739.396
2019-12-31,1831.696
2020-01-31,1745.961
2020-02-28,1570.588
2020-03-31,1256.133
2020-04-30,1377.545
2020-05-29,1505.74
2020-06-30,1570.899
2020-07-31,1671.399
2020-08-31,1807.146
2020-09-30,1744.6
2020-10-30,1663.385
2020-11-30,1982.277
2020-12-31,2094.755
2021-01-29,2120.534
2021-02-26,2113.576
2021-03-31,2133.56
2021-04-30,2198.595
2021-05-31,2282.161
2021-06-30,2168.265
2021-07-30,2208.115
2021-08-31,2246.586
2021-09-30,2134.95
2021-10-29,2170.455
2021-11-30,2036.286
2021-12-31,2147.322
2022-01-31,2100.079
2022-02-28,2107.2
2022-03-31,2031.207
2022-04-29,1933.215
2022-05-31,1967.349
2022-06-30,1605.951
2022-07-29,1621.793
2022-08-31,1486.092
2022-09-30,1288.376
2022-10-31,1403.409
2022-11-30,1561.188
2022-12-30,1615.664
2023-01-31,1891.35
2023-02-28,1891.452
2023-03-31,1833.005
2023-04-28,1919.038
2023-05-31,1768.171
2023-06-30,1910.534
2023-07-31,1984.816
2023-08-31,1894.602
2023-09-29,1802.501
2023-10-31,1680.772
2023-11-30,1888.057
2023-12-29,2001.641
2024-01-31,1945.481
2024-02-29,1910.181
2024-03-29,2018.818
2024-04-30,2018.574
2024-05-31,2167.662
2024-06-28,2023.583
2024-07-31,2104.614
2024-08-30,2135.65
2024-09-30,2290.793
2024-10-31,2203.095
2024-11-29,2217.249
2024-12-31,2191.439
2025-01-31,2379.792
2025-02-28,2475.681
2025-03-31,2601.249
2025-04-30,2856.457
2025-05-30,3026.02
2025-06-30,3204.394
2025-07-31,3202.892
2025-08-29,3317.79
2025-09-30,3295.521
