Date,GERMANY SMID VALUE SMID (Small+Mid Cap)
1994-05-31,255.92
1994-06-30,261.147
1994-07-29,263.3
1994-08-31,267.58
1994-09-30,261.658
1994-10-31,265.415
1994-11-30,252.296
1994-12-30,258.388
1995-01-31,256.625
1995-02-28,267.444
1995-03-31,275.788
1995-04-28,274.43
1995-05-31,274.533
1995-06-30,282.586
1995-07-31,288.57
1995-08-31,269.743
1995-09-29,272.103
1995-10-31,268.981
1995-11-30,260.154
1995-12-29,264.038
1996-01-31,259.294
1996-02-29,260.169
1996-03-29,253.355
1996-04-30,244.382
1996-05-31,250.057
1996-06-28,258.182
1996-07-31,260.128
1996-08-30,260.919
1996-09-30,254.812
1996-10-31,253.738
1996-11-29,250.744
1996-12-31,255.566
1997-01-31,252.53
1997-02-28,252.938
1997-03-31,265.591
1997-04-30,261.347
1997-05-30,282.032
1997-06-30,289.372
1997-07-31,282.164
1997-08-29,277.338
1997-09-30,289.21
1997-10-31,288.459
1997-11-28,282.635
1997-12-31,283.131
1998-01-30,283.201
1998-02-27,300.547
1998-03-31,309.365
1998-04-30,331.311
1998-05-29,340.69
1998-06-30,338.522
1998-07-31,344.232
1998-08-31,319.866
1998-09-30,322.551
1998-10-30,328.868
1998-11-30,333.863
1998-12-31,335.862
1999-01-29,319.232
1999-02-26,312.912
1999-03-31,304.613
1999-04-30,308.304
1999-05-31,305.421
1999-06-30,307.9
1999-07-30,321.977
1999-08-31,317.101
1999-09-30,314.82
1999-10-29,312.41
1999-11-30,296.14
1999-12-31,303.945
2000-01-31,288.763
2000-02-29,285.205
2000-03-31,292.535
2000-04-28,281.19
2000-05-31,290.62
2000-06-30,297.013
2000-07-31,296.975
2000-08-31,289.908
2000-09-29,281.683
2000-10-31,273.462
2000-11-30,280.122
2000-12-29,298.963
2001-01-31,308.796
2001-02-28,310.549
2001-03-30,287.938
2001-04-30,294.61
2001-05-31,286.633
2001-06-29,285.452
2001-07-31,292.029
2001-08-31,290.381
2001-09-28,260.843
2001-10-31,271.319
2001-11-30,278.807
2001-12-31,277.592
2002-01-31,279.496
2002-02-28,279.234
2002-03-29,287.246
2002-04-30,293.941
2002-05-31,302.568
2002-06-28,285.969
2002-07-31,245.221
2002-08-30,240.301
2002-09-30,189.802
2002-10-31,200.56
2002-11-29,220.262
2002-12-31,207.54
2003-01-31,200.867
2003-02-28,185.316
2003-03-31,187.294
2003-04-30,231.79
2003-05-30,243.554
2003-06-30,256.979
2003-07-31,281.0
2003-08-29,290.659
2003-09-30,301.81
2003-10-31,338.987
2003-11-28,351.344
2003-12-31,378.147
2004-01-30,394.748
2004-02-27,396.62
2004-03-31,378.639
2004-04-30,380.152
2004-05-31,375.137
2004-06-30,391.858
2004-07-30,385.757
2004-08-31,379.926
2004-09-30,402.453
2004-10-29,409.063
2004-11-30,448.642
2004-12-31,466.952
2005-01-31,474.859
2005-02-28,506.688
2005-03-31,484.661
2005-04-29,453.088
2005-05-31,475.189
2005-06-30,484.555
2005-07-29,513.156
2005-08-31,521.048
2005-09-30,538.123
2005-10-31,514.379
2005-11-30,527.609
2005-12-30,554.29
2006-01-31,634.765
2006-02-28,652.106
2006-03-31,687.683
2006-04-28,738.858
2006-05-31,713.292
2006-06-30,699.256
2006-07-31,701.276
2006-08-31,714.058
2006-09-29,739.357
2006-10-31,765.006
2006-11-30,795.923
2006-12-29,839.255
2007-01-31,860.216
2007-02-28,860.499
2007-03-30,911.794
2007-04-30,992.743
2007-05-31,1000.0
2007-06-29,997.632
2007-07-31,982.031
2007-08-31,928.33
2007-09-28,983.799
2007-10-31,1040.73
2007-11-30,956.169
2007-12-31,946.613
