Date,GERMANY SMID VALUE SMID (Small+Mid Cap)
2002-10-29,189.346
2002-10-30,190.072
2002-10-31,195.334
2002-11-01,195.206
2002-11-04,201.192
2002-11-05,203.377
2002-11-06,201.793
2002-11-07,200.71
2002-11-08,199.805
2002-11-11,195.911
2002-11-12,196.537
2002-11-13,195.569
2002-11-14,196.03
2002-11-15,196.807
2002-11-18,199.515
2002-11-19,199.28
2002-11-20,195.859
2002-11-21,200.593
2002-11-22,201.315
2002-11-25,199.771
2002-11-26,197.892
2002-11-27,201.379
2002-11-28,208.243
2002-11-29,214.522
2002-12-02,216.611
2002-12-03,212.701
2002-12-04,216.111
2002-12-05,212.665
2002-12-06,212.461
2002-12-09,206.625
2002-12-10,209.509
2002-12-11,210.351
2002-12-12,207.273
2002-12-13,206.636
2002-12-16,207.142
2002-12-17,205.357
2002-12-18,201.605
2002-12-19,197.536
2002-12-20,201.247
2002-12-23,198.653
2002-12-24,199.476
2002-12-25,199.476
2002-12-26,199.979
2002-12-27,196.322
2002-12-30,201.342
2002-12-31,202.132
2003-01-01,202.132
2003-01-02,208.513
2003-01-03,210.557
2003-01-06,212.794
2003-01-07,209.52
2003-01-08,202.605
2003-01-09,206.063
2003-01-10,207.971
2003-01-13,210.4
2003-01-14,212.221
2003-01-15,213.288
2003-01-16,214.248
2003-01-17,210.077
2003-01-20,209.321
2003-01-21,208.292
2003-01-22,205.16
2003-01-23,202.858
2003-01-24,200.931
2003-01-27,196.446
2003-01-28,195.929
2003-01-29,195.603
2003-01-30,193.295
2003-01-31,195.632
2003-02-03,197.323
2003-02-04,196.538
2003-02-05,198.776
2003-02-06,196.025
2003-02-07,190.536
2003-02-10,188.707
2003-02-11,188.689
2003-02-12,186.727
2003-02-13,186.127
2003-02-14,188.902
2003-02-17,190.089
2003-02-18,189.5
2003-02-19,187.803
2003-02-20,187.531
2003-02-21,186.696
2003-02-24,182.703
2003-02-25,178.175
2003-02-26,174.861
2003-02-27,176.807
2003-02-28,180.664
2003-03-03,181.503
2003-03-04,180.043
2003-03-05,180.636
2003-03-06,177.478
2003-03-07,176.605
2003-03-10,171.493
2003-03-11,169.639
2003-03-12,168.26
2003-03-13,172.289
2003-03-14,171.832
2003-03-17,177.046
2003-03-18,183.21
2003-03-19,184.698
2003-03-20,184.669
2003-03-21,189.367
2003-03-24,183.891
2003-03-25,187.131
2003-03-26,185.063
2003-03-27,186.081
2003-03-28,182.129
2003-03-31,182.614
2003-04-01,182.007
2003-04-02,186.236
2003-04-03,182.735
2003-04-04,187.35
2003-04-07,195.743
2003-04-08,193.785
2003-04-09,194.809
2003-04-10,194.323
2003-04-11,195.941
2003-04-14,198.023
2003-04-15,202.67
2003-04-16,205.694
2003-04-17,210.412
2003-04-18,210.412
2003-04-21,209.505
2003-04-22,215.108
2003-04-23,219.234
2003-04-24,215.489
2003-04-25,214.051
2003-04-28,220.311
2003-04-29,219.747
2003-04-30,226.027
2003-05-01,228.103
2003-05-02,230.584
2003-05-05,235.98
2003-05-06,239.503
2003-05-07,235.543
2003-05-08,227.85
2003-05-09,233.184
2003-05-12,232.515
2003-05-13,230.531
2003-05-14,232.768
2003-05-15,232.223
2003-05-16,233.844
2003-05-19,229.295
2003-05-20,228.214
2003-05-21,226.031
2003-05-22,229.596
2003-05-23,228.899
2003-05-26,231.314
2003-05-27,233.035
2003-05-28,233.516
2003-05-29,236.012
2003-05-30,238.042
2003-06-02,244.258
2003-06-03,243.332
2003-06-04,246.63
2003-06-05,250.945
2003-06-06,251.094
2003-06-09,251.035
2003-06-10,249.054
2003-06-11,251.569
2003-06-12,253.464
2003-06-13,254.302
2003-06-16,260.444
2003-06-17,261.982
2003-06-18,260.234
2003-06-19,256.997
2003-06-20,255.328
2003-06-23,249.787
2003-06-24,249.752
2003-06-25,250.291
2003-06-26,248.239
2003-06-27,248.623
2003-06-30,251.772
2003-07-01,251.721
2003-07-02,255.573
2003-07-03,258.371
2003-07-04,257.602
2003-07-07,260.817
2003-07-08,261.545
2003-07-09,261.049
2003-07-10,259.329
2003-07-11,262.405
2003-07-14,266.997
2003-07-15,267.264
2003-07-16,268.116
2003-07-17,265.904
2003-07-18,269.995
2003-07-21,267.726
2003-07-22,269.494
2003-07-23,269.105
2003-07-24,275.327
2003-07-25,275.318
2003-07-28,277.424
2003-07-29,278.125
2003-07-30,275.045
2003-07-31,275.396
2003-08-01,275.887
2003-08-04,276.457
2003-08-05,276.514
2003-08-06,274.825
2003-08-07,275.636
2003-08-08,274.573
2003-08-11,273.537
2003-08-12,274.906
2003-08-13,278.378
2003-08-14,277.75
2003-08-15,279.914
2003-08-18,283.07
2003-08-19,280.659
2003-08-20,282.074
2003-08-21,283.73
2003-08-22,280.984
2003-08-25,278.58
2003-08-26,275.85
2003-08-27,277.344
2003-08-28,280.737
2003-08-29,284.907
2003-09-01,288.422
2003-09-02,287.886
2003-09-03,292.453
2003-09-04,294.266
2003-09-05,297.479
2003-09-08,300.95
2003-09-09,299.445
2003-09-10,294.561
2003-09-11,296.731
2003-09-12,298.7
2003-09-15,301.742
2003-09-16,300.569
2003-09-17,302.09
2003-09-18,305.251
2003-09-19,307.879
2003-09-22,304.914
2003-09-23,300.312
2003-09-24,295.021
2003-09-25,295.66
2003-09-26,295.867
2003-09-29,298.645
2003-09-30,295.903
2003-10-01,301.851
2003-10-02,298.528
2003-10-03,304.973
2003-10-06,306.049
2003-10-07,306.259
2003-10-08,308.695
2003-10-09,312.741
2003-10-10,313.842
2003-10-13,315.219
2003-10-14,316.191
2003-10-15,319.654
2003-10-16,323.056
2003-10-17,319.354
2003-10-20,321.449
2003-10-21,324.23
2003-10-22,322.237
2003-10-23,320.641
2003-10-24,319.424
2003-10-27,322.195
2003-10-28,324.105
2003-10-29,325.919
2003-10-30,329.435
2003-10-31,332.353
2003-11-03,333.326
2003-11-04,331.767
2003-11-05,328.273
2003-11-06,325.053
2003-11-07,329.755
2003-11-10,329.312
2003-11-11,327.386
2003-11-12,332.22
2003-11-13,334.621
2003-11-14,339.495
2003-11-17,331.071
2003-11-18,332.232
2003-11-19,331.332
2003-11-20,328.706
2003-11-21,331.647
2003-11-24,333.224
2003-11-25,337.612
2003-11-26,340.58
2003-11-27,342.563
2003-11-28,344.467
2003-12-01,348.966
2003-12-02,352.426
2003-12-03,355.729
2003-12-04,355.26
2003-12-05,354.871
2003-12-08,354.909
2003-12-09,355.632
2003-12-10,353.935
2003-12-11,352.567
2003-12-12,356.444
2003-12-15,358.8
2003-12-16,359.541
2003-12-17,357.814
2003-12-18,359.14
2003-12-19,358.549
2003-12-22,359.096
2003-12-23,359.997
2003-12-24,361.011
2003-12-25,361.011
2003-12-26,360.866
2003-12-29,364.566
2003-12-30,368.306
2003-12-31,370.746
2004-01-01,370.746
2004-01-02,375.301
2004-01-05,382.073
2004-01-06,384.675
2004-01-07,383.222
2004-01-08,386.396
2004-01-09,389.624
2004-01-12,388.036
2004-01-13,389.105
2004-01-14,390.929
2004-01-15,391.171
2004-01-16,390.037
2004-01-19,393.363
2004-01-20,396.636
2004-01-21,401.503
2004-01-22,404.748
2004-01-23,402.977
2004-01-26,396.791
2004-01-27,398.533
2004-01-28,397.432
2004-01-29,387.494
2004-01-30,387.286
2004-02-02,388.463
2004-02-03,389.041
2004-02-04,384.753
2004-02-05,384.316
2004-02-06,389.725
2004-02-09,394.649
2004-02-10,398.145
2004-02-11,400.571
2004-02-12,406.713
2004-02-13,402.894
2004-02-16,405.115
2004-02-17,406.556
2004-02-18,407.303
2004-02-19,406.19
2004-02-20,398.445
2004-02-23,398.374
2004-02-24,395.273
2004-02-25,388.877
2004-02-26,386.833
2004-02-27,389.122
2004-03-01,392.2
2004-03-02,391.009
2004-03-03,384.849
2004-03-04,388.737
2004-03-05,395.333
2004-03-08,393.911
2004-03-09,392.333
2004-03-10,381.25
2004-03-11,368.786
2004-03-12,367.46
2004-03-15,359.944
2004-03-16,361.778
2004-03-17,364.428
2004-03-18,364.198
2004-03-19,361.988
2004-03-22,352.826
2004-03-23,353.772
2004-03-24,351.086
2004-03-25,356.559
2004-03-26,357.869
2004-03-29,365.035
2004-03-30,365.942
2004-03-31,371.496
2004-04-01,378.415
2004-04-02,377.111
2004-04-05,374.336
2004-04-06,375.547
2004-04-07,377.185
2004-04-08,377.83
2004-04-09,377.83
2004-04-12,376.769
2004-04-13,376.036
2004-04-14,370.734
2004-04-15,370.029
2004-04-16,375.503
2004-04-19,376.19
2004-04-20,376.282
2004-04-21,373.486
2004-04-22,376.228
2004-04-23,379.283
2004-04-26,381.153
2004-04-27,381.034
2004-04-28,374.188
2004-04-29,369.829
2004-04-30,372.982
2004-05-03,372.591
2004-05-04,375.92
2004-05-05,377.888
2004-05-06,366.889
2004-05-07,360.022
2004-05-10,346.158
2004-05-11,348.738
2004-05-12,347.15
2004-05-13,350.239
2004-05-14,349.097
2004-05-17,347.387
2004-05-18,349.616
2004-05-19,359.745
2004-05-20,353.646
2004-05-21,356.58
2004-05-24,356.138
2004-05-25,357.419
2004-05-26,360.999
2004-05-27,367.245
2004-05-28,367.877
2004-05-31,369.078
2004-06-01,366.157
2004-06-02,370.474
2004-06-03,372.191
2004-06-04,377.043
2004-06-07,383.151
2004-06-08,380.567
2004-06-09,373.13
2004-06-10,376.587
2004-06-11,372.763
2004-06-14,371.977
2004-06-15,373.197
2004-06-16,374.661
2004-06-17,373.672
2004-06-18,375.972
2004-06-21,373.802
2004-06-22,369.387
2004-06-23,371.947
2004-06-24,377.455
2004-06-25,377.484
2004-06-28,383.778
2004-06-29,383.818
2004-06-30,385.95
2004-07-01,385.424
2004-07-02,385.919
2004-07-05,384.479
2004-07-06,381.124
2004-07-07,382.049
2004-07-08,382.979
2004-07-09,381.099
2004-07-12,379.366
2004-07-13,377.247
2004-07-14,379.094
2004-07-15,376.534
2004-07-16,381.581
2004-07-19,379.419
2004-07-20,378.978
2004-07-21,380.3
2004-07-22,378.52
2004-07-23,373.342
2004-07-26,372.804
2004-07-27,373.244
2004-07-28,371.251
2004-07-29,378.571
2004-07-30,380.044
2004-08-02,377.474
2004-08-03,378.651
2004-08-04,372.471
2004-08-05,374.05
2004-08-06,371.689
2004-08-09,366.398
2004-08-10,371.138
2004-08-11,366.932
2004-08-12,366.44
2004-08-13,369.061
2004-08-16,373.549
2004-08-17,374.383
2004-08-18,374.705
2004-08-19,375.753
2004-08-20,373.911
2004-08-23,375.085
2004-08-24,375.388
2004-08-25,374.249
2004-08-26,376.96
2004-08-27,376.802
2004-08-30,375.568
2004-08-31,374.3
2004-09-01,375.891
2004-09-02,377.502
2004-09-03,376.824
2004-09-06,379.568
2004-09-07,381.055
2004-09-08,383.25
2004-09-09,382.372
2004-09-10,389.864
2004-09-13,393.992
2004-09-14,392.527
2004-09-15,388.221
2004-09-16,390.03
2004-09-17,392.331
2004-09-20,390.695
2004-09-21,395.131
2004-09-22,393.237
2004-09-23,390.882
2004-09-24,390.367
2004-09-27,389.799
2004-09-28,391.144
2004-09-29,393.887
2004-09-30,396.571
2004-10-01,401.724
2004-10-04,401.118
2004-10-05,404.921
2004-10-06,402.598
2004-10-07,401.984
2004-10-08,405.289
2004-10-11,404.962
2004-10-12,399.447
2004-10-13,398.759
2004-10-14,401.379
2004-10-15,403.087
2004-10-18,404.295
2004-10-19,406.978
2004-10-20,403.559
2004-10-21,405.89
2004-10-22,407.327
2004-10-25,405.202
2004-10-26,402.792
2004-10-27,405.999
2004-10-28,405.56
2004-10-29,403.084
2004-11-01,407.27
2004-11-02,408.387
2004-11-03,412.947
2004-11-04,416.932
2004-11-05,420.343
2004-11-08,422.295
2004-11-09,424.608
2004-11-10,427.262
2004-11-11,428.801
2004-11-12,427.994
2004-11-15,429.491
2004-11-16,428.616
2004-11-17,434.728
2004-11-18,432.845
2004-11-19,433.524
2004-11-22,430.851
2004-11-23,432.716
2004-11-24,436.408
2004-11-25,441.485
2004-11-26,441.343
2004-11-29,443.454
2004-11-30,442.085
2004-12-01,442.402
2004-12-02,443.044
2004-12-03,445.991
2004-12-06,447.828
2004-12-07,449.002
2004-12-08,441.907
2004-12-09,436.995
2004-12-10,438.494
2004-12-13,443.863
2004-12-14,443.21
2004-12-15,450.826
2004-12-16,447.125
2004-12-17,444.715
2004-12-20,452.125
2004-12-21,451.152
2004-12-22,452.707
2004-12-23,457.306
2004-12-24,458.492
2004-12-27,460.188
2004-12-28,460.379
2004-12-29,458.55
2004-12-30,461.396
2004-12-31,460.127
2005-01-03,461.27
2005-01-04,459.691
2005-01-05,456.016
2005-01-06,454.046
2005-01-07,453.063
2005-01-10,456.54
2005-01-11,455.053
2005-01-12,458.062
2005-01-13,457.105
2005-01-14,456.925
2005-01-17,458.678
2005-01-18,456.924
2005-01-19,457.414
2005-01-20,452.866
2005-01-21,457.742
2005-01-24,458.249
2005-01-25,458.578
2005-01-26,463.144
2005-01-27,462.037
2005-01-28,462.51
2005-01-31,468.472
2005-02-01,469.104
2005-02-02,475.659
2005-02-03,471.404
2005-02-04,474.502
2005-02-07,472.462
2005-02-08,471.11
2005-02-09,471.841
2005-02-10,472.214
2005-02-11,476.222
2005-02-14,478.733
2005-02-15,481.599
2005-02-16,479.727
2005-02-17,488.202
2005-02-18,490.044
2005-02-21,489.757
2005-02-22,490.693
2005-02-23,484.795
2005-02-24,488.46
2005-02-25,494.459
2005-02-28,499.872
2005-03-01,497.747
2005-03-02,494.431
2005-03-03,495.359
2005-03-04,500.907
2005-03-07,498.904
2005-03-08,502.922
2005-03-09,503.91
2005-03-10,505.041
2005-03-11,507.558
2005-03-14,503.349
2005-03-15,502.617
2005-03-16,500.822
2005-03-17,498.807
2005-03-18,495.62
2005-03-21,488.733
2005-03-22,491.602
2005-03-23,481.589
2005-03-24,480.199
2005-03-25,480.199
2005-03-28,476.829
2005-03-29,474.337
2005-03-30,474.446
2005-03-31,478.233
2005-04-01,479.222
2005-04-04,471.173
2005-04-05,474.615
2005-04-06,478.044
2005-04-07,480.641
2005-04-08,482.586
2005-04-11,486.366
2005-04-12,483.018
2005-04-13,488.597
2005-04-14,481.516
2005-04-15,474.78
2005-04-18,465.064
2005-04-19,467.774
2005-04-20,468.293
2005-04-21,468.227
2005-04-22,467.217
2005-04-25,464.452
2005-04-26,461.467
2005-04-27,453.321
2005-04-28,445.877
2005-04-29,447.126
2005-05-02,448.878
2005-05-03,452.333
2005-05-04,454.664
2005-05-05,457.345
2005-05-06,456.27
2005-05-09,457.988
2005-05-10,459.321
2005-05-11,459.322
2005-05-12,458.356
2005-05-13,453.859
2005-05-16,452.146
2005-05-17,452.523
2005-05-18,459.123
2005-05-19,463.142
2005-05-20,462.235
2005-05-23,466.716
2005-05-24,466.532
2005-05-25,467.314
2005-05-26,467.768
2005-05-27,470.022
2005-05-30,472.886
2005-05-31,470.235
2005-06-01,469.5
2005-06-02,468.84
2005-06-03,467.528
2005-06-06,468.708
2005-06-07,468.643
2005-06-08,472.249
2005-06-09,467.413
2005-06-10,469.421
2005-06-13,476.357
2005-06-14,476.919
2005-06-15,478.686
2005-06-16,480.392
2005-06-17,488.264
2005-06-20,481.53
2005-06-21,480.204
2005-06-22,479.147
2005-06-23,476.083
2005-06-24,473.052
2005-06-27,473.995
2005-06-28,474.629
2005-06-29,477.98
2005-06-30,479.904
2005-07-01,476.446
2005-07-04,474.937
2005-07-05,473.781
2005-07-06,476.448
2005-07-07,472.771
2005-07-08,476.97
2005-07-11,488.081
2005-07-12,493.125
2005-07-13,490.488
2005-07-14,493.981
2005-07-15,490.958
2005-07-18,490.735
2005-07-19,491.377
2005-07-20,493.872
2005-07-21,500.361
2005-07-22,502.888
2005-07-25,500.918
2005-07-26,500.0
2005-07-27,503.142
2005-07-28,507.707
2005-07-29,508.384
2005-08-01,512.365
2005-08-02,514.921
2005-08-03,520.242
2005-08-04,519.554
2005-08-05,517.751
2005-08-08,521.335
2005-08-09,525.37
2005-08-10,530.895
2005-08-11,529.516
2005-08-12,528.392
2005-08-15,525.152
2005-08-16,521.196
2005-08-17,517.325
2005-08-18,508.479
2005-08-19,510.038
2005-08-22,516.207
2005-08-23,514.762
2005-08-24,515.554
2005-08-25,513.747
2005-08-26,514.946
2005-08-29,512.161
2005-08-30,510.551
2005-08-31,516.286
2005-09-01,525.852
2005-09-02,529.817
2005-09-05,531.723
2005-09-06,533.77
2005-09-07,533.709
2005-09-08,530.636
2005-09-09,533.435
2005-09-12,525.937
2005-09-13,519.975
2005-09-14,523.641
2005-09-15,522.541
2005-09-16,526.018
2005-09-19,522.959
2005-09-20,528.511
2005-09-21,526.323
2005-09-22,518.814
2005-09-23,516.76
2005-09-26,521.77
2005-09-27,520.303
2005-09-28,525.711
2005-09-29,527.525
2005-09-30,533.31
2005-10-03,528.04
2005-10-04,534.458
2005-10-05,530.382
2005-10-06,532.474
2005-10-07,532.74
2005-10-10,532.812
2005-10-11,532.046
2005-10-12,528.878
2005-10-13,513.799
2005-10-14,521.682
2005-10-17,521.007
2005-10-18,514.734
2005-10-19,504.503
2005-10-20,505.906
2005-10-21,500.986
2005-10-24,508.313
2005-10-25,514.567
2005-10-26,515.317
2005-10-27,510.062
2005-10-28,506.229
2005-10-31,509.778
2005-11-01,513.343
2005-11-02,517.554
2005-11-03,521.407
2005-11-04,513.967
2005-11-07,516.657
2005-11-08,518.591
