Date,EUROPE LARGE CAP Large Cap
2002-03-15,458.166
2002-03-18,459.58
2002-03-19,461.754
2002-03-20,458.484
2002-03-21,456.779
2002-03-22,457.612
2002-03-25,453.447
2002-03-26,454.377
2002-03-27,452.823
2002-03-28,457.549
2002-03-29,457.549
2002-04-01,461.736
2002-04-02,459.403
2002-04-03,458.466
2002-04-04,454.593
2002-04-05,453.291
2002-04-08,444.953
2002-04-09,446.541
2002-04-10,451.893
2002-04-11,445.991
2002-04-12,446.508
2002-04-15,450.423
2002-04-16,459.315
2002-04-17,462.111
2002-04-18,460.335
2002-04-19,460.501
2002-04-22,456.748
2002-04-23,455.607
2002-04-24,454.992
2002-04-25,453.596
2002-04-26,451.432
2002-04-29,451.589
2002-04-30,453.324
2002-05-01,454.572
2002-05-02,451.8
2002-05-03,453.263
2002-05-06,453.574
2002-05-07,446.716
2002-05-08,454.996
2002-05-09,453.118
2002-05-10,450.035
2002-05-13,453.667
2002-05-14,454.848
2002-05-15,459.869
2002-05-16,459.317
2002-05-17,462.427
2002-05-20,459.831
2002-05-21,457.478
2002-05-22,455.206
2002-05-23,453.656
2002-05-24,454.608
2002-05-27,453.938
2002-05-28,453.97
2002-05-29,454.198
2002-05-30,450.403
2002-05-31,452.494
2002-06-03,450.267
2002-06-04,443.76
2002-06-05,438.104
2002-06-06,439.525
2002-06-07,433.458
2002-06-10,433.684
2002-06-11,437.626
2002-06-12,429.074
2002-06-13,423.417
2002-06-14,413.815
2002-06-17,427.039
2002-06-18,426.275
2002-06-19,422.113
2002-06-20,416.866
2002-06-21,417.883
2002-06-24,410.343
2002-06-25,418.378
2002-06-26,417.788
2002-06-27,420.422
2002-06-28,436.644
2002-07-01,437.889
2002-07-02,423.323
2002-07-03,409.775
2002-07-04,418.65
2002-07-05,433.48
2002-07-08,437.068
2002-07-09,434.752
2002-07-10,418.284
2002-07-11,402.832
2002-07-12,403.716
2002-07-15,387.381
2002-07-16,389.429
2002-07-17,402.406
2002-07-18,408.087
2002-07-19,389.614
2002-07-22,367.129
2002-07-23,355.182
2002-07-24,352.198
2002-07-25,369.337
2002-07-26,370.537
2002-07-29,388.837
2002-07-30,389.291
2002-07-31,389.219
2002-08-01,372.932
2002-08-02,374.519
2002-08-05,363.654
2002-08-06,372.815
2002-08-07,370.041
2002-08-08,384.793
2002-08-09,392.051
2002-08-12,384.67
2002-08-13,389.257
2002-08-14,382.536
2002-08-15,392.629
2002-08-16,395.881
2002-08-19,404.762
2002-08-20,397.468
2002-08-21,402.777
2002-08-22,407.135
2002-08-23,401.332
2002-08-26,397.942
2002-08-27,408.919
2002-08-28,393.129
2002-08-29,387.593
2002-08-30,390.543
2002-09-02,384.359
2002-09-03,372.29
2002-09-04,373.464
2002-09-05,371.542
2002-09-06,381.131
2002-09-09,374.527
2002-09-10,381.538
2002-09-11,388.568
2002-09-12,375.214
2002-09-13,368.46
2002-09-16,365.709
2002-09-17,361.25
2002-09-18,350.694
2002-09-19,346.108
2002-09-20,347.131
2002-09-23,335.296
2002-09-24,329.97
2002-09-25,334.561
2002-09-26,350.475
2002-09-27,349.999
2002-09-30,337.312
2002-10-01,342.449
2002-10-02,354.032
2002-10-03,350.016
2002-10-04,339.968
2002-10-07,336.261
2002-10-08,329.138
2002-10-09,329.58
2002-10-10,337.669
2002-10-11,354.637
2002-10-14,351.602
2002-10-15,371.282
2002-10-16,364.789
2002-10-17,373.449
2002-10-18,370.817
2002-10-21,371.916
2002-10-22,369.358
2002-10-23,357.198
2002-10-24,365.945
2002-10-25,365.423
2002-10-28,371.165
2002-10-29,356.392
2002-10-30,365.452
2002-10-31,373.191
2002-11-01,370.622
2002-11-04,382.94
2002-11-05,386.548
2002-11-06,380.872
2002-11-07,377.26
2002-11-08,374.58
2002-11-11,372.093
2002-11-12,377.339
2002-11-13,373.94
2002-11-14,380.332
2002-11-15,383.478
2002-11-18,387.697
2002-11-19,386.726
2002-11-20,383.554
2002-11-21,394.479
2002-11-22,394.102
2002-11-25,388.438
2002-11-26,380.938
2002-11-27,388.441
2002-11-28,392.567
2002-11-29,390.698
2002-12-02,390.594
2002-12-03,383.007
2002-12-04,382.656
2002-12-05,377.976
2002-12-06,379.591
2002-12-09,371.083
2002-12-10,373.136
2002-12-11,376.822
2002-12-12,373.308
2002-12-13,370.495
2002-12-16,381.362
2002-12-17,379.031
2002-12-18,370.52
2002-12-19,368.792
2002-12-20,373.288
2002-12-23,374.866
2002-12-24,376.51
2002-12-25,376.51
2002-12-26,377.015
2002-12-27,366.95
2002-12-30,372.746
2002-12-31,376.763
2003-01-01,376.763
2003-01-02,384.371
2003-01-03,387.84
2003-01-06,391.932
2003-01-07,386.724
2003-01-08,380.175
2003-01-09,385.827
2003-01-10,388.606
2003-01-13,388.888
2003-01-14,391.738
2003-01-15,385.782
2003-01-16,384.757
2003-01-17,378.275
2003-01-20,372.746
2003-01-21,369.235
2003-01-22,362.964
2003-01-23,361.9
2003-01-24,360.011
2003-01-27,348.026
2003-01-28,349.139
2003-01-29,352.859
2003-01-30,358.393
2003-01-31,358.328
2003-02-03,364.799
2003-02-04,356.626
2003-02-05,362.97
2003-02-06,354.226
2003-02-07,350.246
2003-02-10,346.752
2003-02-11,353.914
2003-02-12,347.775
2003-02-13,349.004
2003-02-14,354.124
2003-02-17,358.933
2003-02-18,360.92
2003-02-19,353.454
2003-02-20,353.84
2003-02-21,357.371
2003-02-24,351.502
2003-02-25,340.892
2003-02-26,340.14
2003-02-27,341.528
2003-02-28,348.344
2003-03-03,351.775
2003-03-04,345.382
2003-03-05,344.306
2003-03-06,341.42
2003-03-07,336.294
2003-03-10,328.109
2003-03-11,328.438
2003-03-12,316.176
2003-03-13,331.542
2003-03-14,342.333
2003-03-17,351.562
2003-03-18,350.129
2003-03-19,353.865
2003-03-20,353.108
2003-03-21,362.869
2003-03-24,350.727
2003-03-25,356.087
2003-03-26,356.097
2003-03-27,350.753
2003-03-28,350.569
2003-03-31,342.974
2003-04-01,347.811
2003-04-02,356.037
2003-04-03,357.905
2003-04-04,361.475
2003-04-07,371.187
2003-04-08,366.721
2003-04-09,367.461
2003-04-10,364.342
2003-04-11,365.46
2003-04-14,370.621
2003-04-15,377.174
2003-04-16,374.511
2003-04-17,379.437
2003-04-18,379.437
2003-04-21,376.809
2003-04-22,383.199
2003-04-23,387.361
2003-04-24,383.383
2003-04-25,378.683
2003-04-28,387.249
2003-04-29,385.512
2003-04-30,389.408
2003-05-01,391.034
2003-05-02,392.297
2003-05-05,396.557
2003-05-06,404.262
2003-05-07,399.314
2003-05-08,393.256
2003-05-09,398.241
2003-05-12,400.575
2003-05-13,400.42
2003-05-14,400.346
2003-05-15,404.204
2003-05-16,408.229
2003-05-19,399.313
2003-05-20,400.206
2003-05-21,398.394
2003-05-22,403.264
2003-05-23,404.061
2003-05-26,404.727
2003-05-27,407.845
2003-05-28,412.531
2003-05-29,416.799
2003-05-30,413.651
2003-06-02,420.982
2003-06-03,418.395
2003-06-04,420.948
2003-06-05,422.888
2003-06-06,427.242
2003-06-09,424.015
2003-06-10,423.434
2003-06-11,432.465
2003-06-12,434.978
2003-06-13,431.236
2003-06-16,440.219
2003-06-17,443.396
2003-06-18,442.228
2003-06-19,434.804
2003-06-20,435.899
2003-06-23,425.332
2003-06-24,423.452
2003-06-25,426.207
2003-06-26,421.382
2003-06-27,420.876
2003-06-30,417.426
2003-07-01,412.573
2003-07-02,417.985
2003-07-03,420.4
2003-07-04,418.119
2003-07-07,422.396
2003-07-08,419.606
2003-07-09,417.146
2003-07-10,413.868
2003-07-11,417.506
2003-07-14,423.02
2003-07-15,417.504
2003-07-16,414.076
2003-07-17,409.091
2003-07-18,410.808
2003-07-21,410.153
2003-07-22,413.73
2003-07-23,416.417
2003-07-24,425.176
2003-07-25,423.614
2003-07-28,427.437
2003-07-29,425.63
2003-07-30,423.771
2003-07-31,423.536
2003-08-01,417.941
2003-08-04,418.234
2003-08-05,421.501
2003-08-06,416.654
2003-08-07,418.966
2003-08-08,420.614
2003-08-11,422.398
2003-08-12,423.886
2003-08-13,424.969
2003-08-14,429.582
2003-08-15,430.09
2003-08-18,430.705
2003-08-19,428.119
2003-08-20,427.594
2003-08-21,425.298
2003-08-22,422.57
2003-08-25,420.711
2003-08-26,416.103
2003-08-27,419.943
2003-08-28,421.832
2003-08-29,420.467
2003-09-01,425.373
2003-09-02,422.411
2003-09-03,428.089
2003-09-04,430.287
2003-09-05,432.77
2003-09-08,437.991
2003-09-09,436.043
2003-09-10,433.229
2003-09-11,433.76
2003-09-12,434.992
2003-09-15,436.282
2003-09-16,436.977
2003-09-17,440.353
2003-09-18,444.647
2003-09-19,443.209
2003-09-22,440.081
2003-09-23,438.651
2003-09-24,438.137
2003-09-25,437.289
2003-09-26,432.609
2003-09-29,432.439
2003-09-30,428.846
2003-10-01,438.044
2003-10-02,439.08
2003-10-03,447.821
2003-10-06,447.088
2003-10-07,447.412
2003-10-08,447.68
2003-10-09,453.609
2003-10-10,453.839
2003-10-13,457.415
2003-10-14,455.979
2003-10-15,457.568
2003-10-16,457.924
2003-10-17,454.717
2003-10-20,456.438
2003-10-21,457.719
2003-10-22,453.7
2003-10-23,449.992
2003-10-24,450.953
2003-10-27,452.974
2003-10-28,454.426
2003-10-29,455.948
2003-10-30,458.845
2003-10-31,456.261
2003-11-03,458.35
2003-11-04,457.062
2003-11-05,453.85
2003-11-06,454.153
2003-11-07,460.341
2003-11-10,457.267
2003-11-11,456.335
2003-11-12,462.274
2003-11-13,466.499
2003-11-14,471.52
2003-11-17,463.33
2003-11-18,467.337
2003-11-19,465.251
2003-11-20,464.44
2003-11-21,466.313
2003-11-24,469.758
2003-11-25,470.231
2003-11-26,473.308
2003-11-27,474.614
2003-11-28,475.84
2003-12-01,482.804
2003-12-02,484.723
2003-12-03,488.431
2003-12-04,485.759
2003-12-05,485.375
2003-12-08,486.158
2003-12-09,489.48
2003-12-10,487.225
2003-12-11,486.924
2003-12-12,490.939
2003-12-15,493.163
2003-12-16,492.888
2003-12-17,495.617
2003-12-18,500.554
2003-12-19,501.213
2003-12-22,502.005
2003-12-23,504.351
2003-12-24,506.7
2003-12-25,506.7
2003-12-26,506.678
2003-12-29,509.638
2003-12-30,513.203
2003-12-31,517.582
2004-01-01,517.582
2004-01-02,522.074
2004-01-05,528.166
2004-01-06,531.252
2004-01-07,525.804
2004-01-08,532.328
2004-01-09,533.865
2004-01-12,531.144
2004-01-13,531.079
2004-01-14,531.175
2004-01-15,527.63
2004-01-16,524.132
2004-01-19,524.655
2004-01-20,530.321
2004-01-21,535.511
2004-01-22,539.248
2004-01-23,537.499
2004-01-26,530.516
2004-01-27,532.877
2004-01-28,535.13
2004-01-29,521.687
2004-01-30,520.218
2004-02-02,521.767
2004-02-03,525.525
2004-02-04,522.539
2004-02-05,524.749
2004-02-06,532.056
2004-02-09,537.56
2004-02-10,538.373
2004-02-11,538.482
2004-02-12,543.311
2004-02-13,540.422
2004-02-16,541.699
2004-02-17,548.069
2004-02-18,547.866
2004-02-19,549.252
2004-02-20,541.592
2004-02-23,541.908
2004-02-24,541.11
2004-02-25,538.877
2004-02-26,534.158
2004-02-27,533.976
2004-03-01,540.28
2004-03-02,536.895
2004-03-03,528.085
2004-03-04,533.599
2004-03-05,541.221
2004-03-08,540.54
2004-03-09,537.471
2004-03-10,529.626
2004-03-11,516.433
2004-03-12,514.943
2004-03-15,506.93
2004-03-16,514.347
2004-03-17,516.458
2004-03-18,515.025
2004-03-19,515.772
2004-03-22,507.336
2004-03-23,505.781
2004-03-24,501.201
2004-03-25,505.93
2004-03-26,503.862
2004-03-29,511.655
2004-03-30,513.054
2004-03-31,515.657
2004-04-01,525.102
2004-04-02,525.117
2004-04-05,522.825
2004-04-06,522.021
2004-04-07,525.625
2004-04-08,525.264
2004-04-09,525.264
2004-04-12,524.382
2004-04-13,521.882
2004-04-14,515.063
2004-04-15,515.541
2004-04-16,523.263
2004-04-19,524.195
2004-04-20,522.512
2004-04-21,515.877
2004-04-22,518.457
2004-04-23,518.596
2004-04-26,521.787
2004-04-27,524.05
2004-04-28,513.933
2004-04-29,514.599
2004-04-30,512.358
2004-05-03,514.342
2004-05-04,522.411
2004-05-05,527.143
2004-05-06,518.267
2004-05-07,511.647
2004-05-10,496.486
2004-05-11,499.874
2004-05-12,498.481
2004-05-13,501.221
2004-05-14,499.287
2004-05-17,498.142
2004-05-18,499.927
2004-05-19,511.283
2004-05-20,503.549
2004-05-21,506.359
2004-05-24,507.749
2004-05-25,511.042
2004-05-26,514.809
2004-05-27,524.643
2004-05-28,519.726
2004-05-31,520.87
2004-06-01,517.821
2004-06-02,522.269
2004-06-03,523.148
2004-06-04,526.583
2004-06-07,533.45
2004-06-08,533.119
2004-06-09,525.686
2004-06-10,526.774
2004-06-11,523.029
2004-06-14,518.523
2004-06-15,522.445
2004-06-16,524.98
2004-06-17,526.778
2004-06-18,531.427
2004-06-21,529.465
2004-06-22,523.234
2004-06-23,525.142
2004-06-24,531.441
2004-06-25,529.275
2004-06-28,534.742
2004-06-29,528.682
2004-06-30,526.55
2004-07-01,524.593
2004-07-02,527.168
2004-07-05,525.852
2004-07-06,523.347
2004-07-07,526.481
2004-07-08,530.358
2004-07-09,529.606
2004-07-12,527.751
2004-07-13,524.688
2004-07-14,526.838
2004-07-15,519.981
2004-07-16,523.851
2004-07-19,520.146
2004-07-20,519.715
2004-07-21,518.498
2004-07-22,512.441
2004-07-23,507.493
2004-07-26,503.961
2004-07-27,505.302
2004-07-28,505.955
2004-07-29,513.826
2004-07-30,513.246
2004-08-02,512.627
2004-08-03,515.492
2004-08-04,511.625
2004-08-05,512.176
2004-08-06,509.345
2004-08-09,505.25
2004-08-10,510.874
2004-08-11,503.103
2004-08-12,503.267
2004-08-13,506.317
2004-08-16,510.956
2004-08-17,510.706
2004-08-18,509.539
2004-08-19,513.268
2004-08-20,510.857
2004-08-23,512.845
2004-08-24,508.408
2004-08-25,509.081
2004-08-26,513.296
2004-08-27,515.266
2004-08-30,514.682
2004-08-31,513.985
2004-09-01,518.521
2004-09-02,519.893
2004-09-03,519.832
2004-09-06,522.438
2004-09-07,521.748
2004-09-08,523.524
2004-09-09,522.096
2004-09-10,529.336
2004-09-13,531.57
2004-09-14,531.234
2004-09-15,524.542
2004-09-16,526.343
2004-09-17,530.453
2004-09-20,527.925
2004-09-21,535.441
2004-09-22,531.4
2004-09-23,530.126
2004-09-24,530.313
2004-09-27,528.261
2004-09-28,531.736
2004-09-29,533.552
2004-09-30,533.947
2004-10-01,542.88
2004-10-04,541.978
2004-10-05,544.97
2004-10-06,544.568
2004-10-07,543.251
2004-10-08,546.343
2004-10-11,544.468
2004-10-12,536.921
2004-10-13,536.653
2004-10-14,538.444
2004-10-15,541.198
2004-10-18,541.345
2004-10-19,546.851
2004-10-20,545.02
2004-10-21,548.168
2004-10-22,548.313
2004-10-25,545.018
2004-10-26,546.259
2004-10-27,553.365
2004-10-28,555.871
2004-10-29,553.442
2004-11-01,559.295
2004-11-02,562.472
2004-11-03,569.016
2004-11-04,571.142
2004-11-05,575.628
2004-11-08,576.541
2004-11-09,574.207
2004-11-10,575.185
2004-11-11,579.83
2004-11-12,583.448
2004-11-15,583.265
2004-11-16,581.055
2004-11-17,588.56
2004-11-18,587.019
2004-11-19,584.591
2004-11-22,580.842
2004-11-23,583.615
2004-11-24,586.171
2004-11-25,594.019
2004-11-26,593.734
2004-11-29,594.063
2004-11-30,591.373
2004-12-01,599.403
2004-12-02,600.183
2004-12-03,603.061
2004-12-06,602.659
2004-12-07,604.984
2004-12-08,596.611
2004-12-09,591.862
2004-12-10,592.65
2004-12-13,600.544
2004-12-14,600.592
2004-12-15,606.265
2004-12-16,602.186
2004-12-17,595.19
2004-12-20,605.066
2004-12-21,601.592
2004-12-22,605.975
2004-12-23,611.347
2004-12-24,613.727
2004-12-27,616.358
2004-12-28,616.133
2004-12-29,615.159
2004-12-30,616.928
2004-12-31,615.317
2005-01-03,612.804
2005-01-04,607.395
2005-01-05,602.656
2005-01-06,601.15
2005-01-07,599.235
2005-01-10,601.064
2005-01-11,598.788
2005-01-12,599.536
2005-01-13,597.93
2005-01-14,595.915
2005-01-17,597.756
2005-01-18,595.414
2005-01-19,596.515
2005-01-20,590.0
2005-01-21,591.568
2005-01-24,593.722
2005-01-25,593.616
2005-01-26,599.035
2005-01-27,600.501
2005-01-28,596.518
2005-01-31,601.681
2005-02-01,605.326
2005-02-02,608.132
2005-02-03,603.727
2005-02-04,609.129
2005-02-07,607.212
2005-02-08,605.162
2005-02-09,605.535
2005-02-10,610.056
2005-02-11,615.115
2005-02-14,619.886
2005-02-15,622.526
2005-02-16,620.009
2005-02-17,623.983
2005-02-18,625.005
2005-02-21,625.461
2005-02-22,628.217
2005-02-23,623.412
2005-02-24,623.227
2005-02-25,629.704
2005-02-28,631.605
2005-03-01,632.409
2005-03-02,629.593
2005-03-03,630.48
2005-03-04,640.675
2005-03-07,637.435
2005-03-08,641.262
2005-03-09,638.302
2005-03-10,635.158
2005-03-11,639.058
2005-03-14,633.968
2005-03-15,636.817
2005-03-16,633.858
2005-03-17,631.873
2005-03-18,628.949
2005-03-21,622.619
2005-03-22,625.012
2005-03-23,614.131
2005-03-24,615.378
2005-03-25,615.378
2005-03-28,612.186
2005-03-29,615.019
2005-03-30,615.471
2005-03-31,616.866
2005-04-01,617.742
2005-04-04,608.532
2005-04-05,614.38
2005-04-06,617.159
2005-04-07,622.1
2005-04-08,620.591
2005-04-11,624.681
2005-04-12,618.624
2005-04-13,622.106
2005-04-14,616.924
2005-04-15,613.626
2005-04-18,607.185
2005-04-19,612.362
2005-04-20,610.553
2005-04-21,611.772
2005-04-22,615.771
2005-04-25,614.229
2005-04-26,611.607
2005-04-27,604.627
2005-04-28,602.981
2005-04-29,604.118
2005-05-02,602.668
2005-05-03,607.899
2005-05-04,615.291
2005-05-05,618.124
2005-05-06,616.9
2005-05-09,613.555
2005-05-10,611.422
2005-05-11,607.076
2005-05-12,606.033
2005-05-13,602.994
2005-05-16,599.118
2005-05-17,600.346
2005-05-18,608.258
2005-05-19,610.097
2005-05-20,606.923
2005-05-23,611.699
2005-05-24,611.613
2005-05-25,611.383
2005-05-26,611.73
2005-05-27,612.688
2005-05-30,612.596
2005-05-31,605.696
2005-06-01,610.516
2005-06-02,611.372
2005-06-03,609.088
2005-06-06,607.396
2005-06-07,614.426
2005-06-08,615.702
2005-06-09,608.986
2005-06-10,608.889
2005-06-13,606.926
2005-06-14,608.427
2005-06-15,609.077
2005-06-16,610.659
2005-06-17,619.106
2005-06-20,614.834
2005-06-21,618.066
2005-06-22,618.67
2005-06-23,617.193
2005-06-24,613.964
2005-06-27,611.85
2005-06-28,613.239
2005-06-29,614.529
2005-06-30,614.233
2005-07-01,612.193
2005-07-04,611.079
2005-07-05,609.779
2005-07-06,614.387
2005-07-07,604.328
2005-07-08,611.856
2005-07-11,621.776
2005-07-12,625.771
2005-07-13,624.178
2005-07-14,628.233
2005-07-15,623.989
2005-07-18,623.169
2005-07-19,622.131
2005-07-20,621.798
2005-07-21,627.4
2005-07-22,627.356
2005-07-25,627.925
2005-07-26,626.154
2005-07-27,628.705
2005-07-28,634.436
2005-07-29,637.178
2005-08-01,640.59
2005-08-02,646.071
2005-08-03,651.239
2005-08-04,648.409
2005-08-05,644.292
2005-08-08,650.179
2005-08-09,653.637
2005-08-10,661.89
2005-08-11,663.079
2005-08-12,661.148
2005-08-15,657.325
2005-08-16,653.331
2005-08-17,650.915
2005-08-18,641.987
2005-08-19,647.13
2005-08-22,651.693
2005-08-23,645.783
2005-08-24,645.26
2005-08-25,642.381
2005-08-26,639.707
2005-08-29,638.579
2005-08-30,634.335
2005-08-31,645.176
2005-09-01,658.432
2005-09-02,661.911
2005-09-05,664.219
2005-09-06,668.287
2005-09-07,668.466
2005-09-08,665.657
2005-09-09,668.68
2005-09-12,662.123
2005-09-13,657.104
2005-09-14,661.01
2005-09-15,656.983
2005-09-16,661.075
2005-09-19,659.188
2005-09-20,661.155
2005-09-21,657.173
2005-09-22,650.952
2005-09-23,650.021
2005-09-26,656.5
2005-09-27,652.759
2005-09-28,659.01
2005-09-29,656.634
2005-09-30,661.145
2005-10-03,658.462
2005-10-04,661.427
2005-10-05,654.939
2005-10-06,655.906
2005-10-07,652.232
2005-10-10,650.05
2005-10-11,648.886
2005-10-12,646.049
2005-10-13,635.127
2005-10-14,643.839
2005-10-17,641.43
2005-10-18,634.808
2005-10-19,627.582
2005-10-20,629.799
2005-10-21,628.884
2005-10-24,634.24
2005-10-25,638.332
2005-10-26,640.084
2005-10-27,635.283
2005-10-28,634.258
2005-10-31,642.871
2005-11-01,643.491
2005-11-02,649.87
2005-11-03,656.316
2005-11-04,645.051
2005-11-07,646.48
2005-11-08,644.925
2005-11-09,642.859
