Date,SINGAPORE MID VALUE Mid Cap
2002-11-06,188.483
2002-11-07,188.134
2002-11-08,189.004
2002-11-11,183.16
2002-11-12,185.472
2002-11-13,182.03
2002-11-14,183.737
2002-11-15,187.123
2002-11-18,183.477
2002-11-19,180.854
2002-11-20,179.993
2002-11-21,182.435
2002-11-22,183.567
2002-11-25,184.849
2002-11-26,182.474
2002-11-27,180.863
2002-11-28,181.6
2002-11-29,175.88
2002-12-02,176.969
2002-12-03,174.106
2002-12-04,169.122
2002-12-05,170.316
2002-12-06,171.13
2002-12-09,170.471
2002-12-10,172.135
2002-12-11,174.74
2002-12-12,174.343
2002-12-13,173.807
2002-12-16,170.479
2002-12-17,165.6
2002-12-18,166.525
2002-12-19,167.208
2002-12-20,165.055
2002-12-23,165.939
2002-12-24,162.847
2002-12-25,162.847
2002-12-26,163.429
2002-12-27,167.914
2002-12-30,166.102
2002-12-31,166.486
2003-01-01,166.486
2003-01-02,165.761
2003-01-03,166.84
2003-01-06,165.477
2003-01-07,166.294
2003-01-08,166.275
2003-01-09,165.067
2003-01-10,169.81
2003-01-13,178.385
2003-01-14,178.507
2003-01-15,181.736
2003-01-16,178.444
2003-01-17,175.613
2003-01-20,170.893
2003-01-21,170.133
2003-01-22,171.517
2003-01-23,173.407
2003-01-24,172.48
2003-01-27,166.508
2003-01-28,168.417
2003-01-29,165.001
2003-01-30,159.137
2003-01-31,158.477
2003-02-03,158.227
2003-02-04,159.942
2003-02-05,158.542
2003-02-06,160.025
2003-02-07,160.556
2003-02-10,159.305
2003-02-11,162.434
2003-02-12,161.963
2003-02-13,160.348
2003-02-14,158.711
2003-02-17,163.972
2003-02-18,164.582
2003-02-19,166.426
2003-02-20,167.351
2003-02-21,166.97
2003-02-24,164.375
2003-02-25,164.165
2003-02-26,162.027
2003-02-27,160.76
2003-02-28,161.608
2003-03-03,165.126
2003-03-04,162.861
2003-03-05,163.031
2003-03-06,161.205
2003-03-07,157.224
2003-03-10,152.407
2003-03-11,152.242
2003-03-12,157.839
2003-03-13,157.369
2003-03-14,159.286
2003-03-17,155.309
2003-03-18,160.642
2003-03-19,160.737
2003-03-20,164.079
2003-03-21,167.429
2003-03-24,162.918
2003-03-25,163.611
2003-03-26,167.152
2003-03-27,164.971
2003-03-28,162.698
2003-03-31,155.578
2003-04-01,158.87
2003-04-02,157.243
2003-04-03,157.15
2003-04-04,160.395
2003-04-07,163.309
2003-04-08,160.562
2003-04-09,157.848
2003-04-10,160.912
2003-04-11,159.813
2003-04-14,156.745
2003-04-15,156.269
2003-04-16,158.054
2003-04-17,158.687
2003-04-18,158.687
2003-04-21,155.331
2003-04-22,154.423
2003-04-23,153.33
2003-04-24,150.745
2003-04-25,149.917
2003-04-28,154.513
2003-04-29,157.936
2003-04-30,154.637
2003-05-01,155.266
2003-05-02,160.063
2003-05-05,163.273
2003-05-06,162.574
2003-05-07,163.387
2003-05-08,165.738
2003-05-09,162.705
2003-05-12,164.081
2003-05-13,165.363
2003-05-14,164.999
2003-05-15,166.281
2003-05-16,163.951
2003-05-19,161.61
2003-05-20,161.367
2003-05-21,162.051
2003-05-22,164.44
2003-05-23,167.998
2003-05-26,171.842
2003-05-27,168.706
2003-05-28,171.199
2003-05-29,171.255
2003-05-30,173.106
2003-06-02,179.82
2003-06-03,180.275
2003-06-04,184.191
2003-06-05,188.006
2003-06-06,191.739
2003-06-09,191.36
2003-06-10,190.465
2003-06-11,190.474
2003-06-12,194.27
2003-06-13,194.942
2003-06-16,195.255
2003-06-17,197.571
2003-06-18,197.445
2003-06-19,199.705
2003-06-20,201.54
2003-06-23,199.558
2003-06-24,196.953
2003-06-25,198.842
2003-06-26,194.701
2003-06-27,195.913
2003-06-30,192.006
2003-07-01,192.052
2003-07-02,194.798
2003-07-03,196.451
2003-07-04,196.764
2003-07-07,200.336
2003-07-08,203.471
2003-07-09,206.034
2003-07-10,206.618
2003-07-11,206.687
2003-07-14,211.172
2003-07-15,207.014
2003-07-16,206.182
2003-07-17,203.664
2003-07-18,203.071
2003-07-21,202.724
2003-07-22,201.532
2003-07-23,204.519
2003-07-24,205.479
2003-07-25,209.008
2003-07-28,208.108
2003-07-29,212.555
2003-07-30,209.11
2003-07-31,204.056
2003-08-01,206.319
2003-08-04,208.392
2003-08-05,200.732
2003-08-06,200.96
2003-08-07,202.637
2003-08-08,204.274
2003-08-11,210.974
2003-08-12,213.195
2003-08-13,213.89
2003-08-14,213.324
2003-08-15,216.276
2003-08-18,216.219
2003-08-19,216.355
2003-08-20,218.855
2003-08-21,220.402
2003-08-22,220.348
2003-08-25,220.892
2003-08-26,211.599
2003-08-27,214.096
2003-08-28,211.942
2003-08-29,217.45
2003-09-01,222.916
2003-09-02,217.28
2003-09-03,219.06
2003-09-04,218.644
2003-09-05,221.652
2003-09-08,222.363
2003-09-09,221.342
2003-09-10,216.565
2003-09-11,217.446
2003-09-12,214.373
2003-09-15,211.808
2003-09-16,210.03
2003-09-17,214.205
2003-09-18,219.109
2003-09-19,212.84
2003-09-22,213.332
2003-09-23,211.791
2003-09-24,222.872
2003-09-25,217.626
2003-09-26,219.013
2003-09-29,220.539
2003-09-30,220.513
2003-10-01,219.711
2003-10-02,225.155
2003-10-03,236.211
2003-10-06,244.724
2003-10-07,247.431
2003-10-08,247.509
2003-10-09,249.729
2003-10-10,251.223
2003-10-13,257.214
2003-10-14,244.673
2003-10-15,248.969
2003-10-16,257.548
2003-10-17,256.417
2003-10-20,256.54
2003-10-21,260.522
2003-10-22,253.922
2003-10-23,248.212
2003-10-24,248.468
2003-10-27,249.231
2003-10-28,253.156
2003-10-29,253.22
2003-10-30,256.219
2003-10-31,253.254
2003-11-03,264.7
2003-11-04,260.008
2003-11-05,261.81
2003-11-06,255.109
2003-11-07,258.186
2003-11-10,252.642
2003-11-11,244.105
2003-11-12,248.442
2003-11-13,253.976
2003-11-14,252.474
2003-11-17,245.91
2003-11-18,243.617
2003-11-19,236.675
2003-11-20,232.845
2003-11-21,229.658
2003-11-24,233.8
2003-11-25,233.8
2003-11-26,235.282
2003-11-27,235.979
2003-11-28,245.388
2003-12-01,250.101
2003-12-02,246.8
2003-12-03,250.835
2003-12-04,252.755
2003-12-05,249.158
2003-12-08,247.383
2003-12-09,247.327
2003-12-10,246.717
2003-12-11,247.23
2003-12-12,248.883
2003-12-15,250.929
2003-12-16,251.1
2003-12-17,248.449
2003-12-18,248.145
2003-12-19,248.131
2003-12-22,247.451
2003-12-23,246.354
2003-12-24,249.002
2003-12-25,249.002
2003-12-26,249.651
2003-12-29,253.711
2003-12-30,256.043
2003-12-31,256.756
2004-01-01,256.756
2004-01-02,261.372
2004-01-05,266.721
2004-01-06,266.414
2004-01-07,271.523
2004-01-08,270.964
2004-01-09,271.91
2004-01-12,269.427
2004-01-13,276.488
2004-01-14,277.726
2004-01-15,270.91
2004-01-16,270.673
2004-01-19,272.254
2004-01-20,275.24
2004-01-21,280.22
2004-01-22,281.346
2004-01-23,280.915
2004-01-26,284.072
2004-01-27,281.857
2004-01-28,274.968
2004-01-29,272.903
2004-01-30,276.606
2004-02-02,276.794
2004-02-03,272.768
2004-02-04,271.066
2004-02-05,269.101
2004-02-06,273.47
2004-02-09,278.54
2004-02-10,277.898
2004-02-11,277.124
2004-02-12,275.326
2004-02-13,273.268
2004-02-16,272.105
2004-02-17,276.535
2004-02-18,275.777
2004-02-19,274.625
2004-02-20,274.97
2004-02-23,274.943
2004-02-24,274.116
2004-02-25,274.964
2004-02-26,276.011
2004-02-27,275.584
2004-03-01,276.808
2004-03-02,274.83
2004-03-03,272.824
2004-03-04,271.156
2004-03-05,272.069
2004-03-08,270.193
2004-03-09,269.416
2004-03-10,269.153
2004-03-11,265.763
2004-03-12,264.997
2004-03-15,265.126
2004-03-16,266.223
2004-03-17,268.603
2004-03-18,269.625
2004-03-19,269.89
2004-03-22,269.194
2004-03-23,269.61
2004-03-24,270.893
2004-03-25,267.985
2004-03-26,267.099
2004-03-29,270.109
2004-03-30,274.493
2004-03-31,275.775
2004-04-01,281.172
2004-04-02,281.281
2004-04-05,283.744
2004-04-06,282.468
2004-04-07,282.5
2004-04-08,283.352
2004-04-09,283.352
2004-04-12,284.551
2004-04-13,284.666
2004-04-14,278.929
2004-04-15,275.767
2004-04-16,277.951
2004-04-19,275.692
2004-04-20,277.155
2004-04-21,274.706
2004-04-22,274.06
2004-04-23,277.4
2004-04-26,275.003
2004-04-27,276.288
2004-04-28,279.121
2004-04-29,268.688
2004-04-30,268.842
2004-05-03,270.862
2004-05-04,275.507
2004-05-05,281.136
2004-05-06,277.082
2004-05-07,273.291
2004-05-10,260.44
2004-05-11,261.171
2004-05-12,260.391
2004-05-13,255.92
2004-05-14,255.936
2004-05-17,244.813
2004-05-18,249.259
2004-05-19,259.312
2004-05-20,253.182
2004-05-21,260.121
2004-05-24,261.304
2004-05-25,259.143
2004-05-26,262.346
2004-05-27,266.552
2004-05-28,263.41
2004-05-31,265.258
2004-06-01,263.321
2004-06-02,262.711
2004-06-03,258.824
2004-06-04,261.9
2004-06-07,267.143
2004-06-08,268.412
2004-06-09,269.108
2004-06-10,268.387
2004-06-11,268.573
2004-06-14,267.449
2004-06-15,269.064
2004-06-16,268.333
2004-06-17,267.727
2004-06-18,266.512
2004-06-21,267.171
2004-06-22,267.43
2004-06-23,269.464
2004-06-24,271.615
2004-06-25,274.156
2004-06-28,277.678
2004-06-29,280.177
2004-06-30,279.205
2004-07-01,281.571
2004-07-02,279.727
2004-07-05,281.02
2004-07-06,283.922
2004-07-07,284.343
2004-07-08,280.465
2004-07-09,280.94
2004-07-12,278.315
2004-07-13,280.844
2004-07-14,277.736
2004-07-15,277.434
2004-07-16,280.752
2004-07-19,284.372
2004-07-20,280.458
2004-07-21,281.612
2004-07-22,277.727
2004-07-23,272.762
2004-07-26,274.803
2004-07-27,275.877
2004-07-28,280.171
2004-07-29,282.693
2004-07-30,284.115
2004-08-02,286.46
2004-08-03,296.73
2004-08-04,299.232
2004-08-05,304.425
2004-08-06,301.698
2004-08-09,301.794
2004-08-10,303.6
2004-08-11,298.914
2004-08-12,298.593
2004-08-13,299.228
2004-08-16,297.157
2004-08-17,297.038
2004-08-18,298.676
2004-08-19,301.67
2004-08-20,302.176
2004-08-23,302.507
2004-08-24,303.237
2004-08-25,302.53
2004-08-26,302.061
2004-08-27,301.271
2004-08-30,299.887
2004-08-31,301.639
2004-09-01,306.765
2004-09-02,308.034
2004-09-03,306.813
2004-09-06,306.838
2004-09-07,308.406
2004-09-08,305.041
2004-09-09,302.944
2004-09-10,306.115
2004-09-13,310.076
2004-09-14,313.666
2004-09-15,314.183
2004-09-16,313.013
2004-09-17,312.653
2004-09-20,312.419
2004-09-21,314.86
2004-09-22,312.271
2004-09-23,310.293
2004-09-24,309.035
2004-09-27,307.889
2004-09-28,308.644
2004-09-29,307.96
2004-09-30,311.991
2004-10-01,318.347
2004-10-04,317.243
2004-10-05,317.532
2004-10-06,314.31
2004-10-07,316.674
2004-10-08,319.612
2004-10-11,317.314
2004-10-12,314.964
2004-10-13,314.56
2004-10-14,308.651
2004-10-15,310.843
2004-10-18,306.312
2004-10-19,314.539
2004-10-20,312.114
2004-10-21,317.545
2004-10-22,319.241
2004-10-25,315.649
2004-10-26,318.859
2004-10-27,318.17
2004-10-28,320.926
2004-10-29,317.458
2004-11-01,318.806
2004-11-02,325.013
2004-11-03,324.69
2004-11-04,326.91
2004-11-05,331.592
2004-11-08,330.996
2004-11-09,331.077
2004-11-10,336.715
2004-11-11,337.142
2004-11-12,338.959
2004-11-15,338.908
2004-11-16,337.575
2004-11-17,342.736
2004-11-18,338.307
2004-11-19,338.613
2004-11-22,338.636
2004-11-23,345.089
2004-11-24,345.646
2004-11-25,348.153
2004-11-26,345.169
2004-11-29,347.751
2004-11-30,341.116
2004-12-01,347.907
2004-12-02,355.799
2004-12-03,353.15
2004-12-06,353.529
2004-12-07,348.684
2004-12-08,348.684
2004-12-09,344.029
2004-12-10,345.04
2004-12-13,348.233
2004-12-14,349.567
2004-12-15,365.643
2004-12-16,360.63
2004-12-17,363.752
2004-12-20,364.834
2004-12-21,368.964
2004-12-22,361.364
2004-12-23,362.365
2004-12-24,362.802
2004-12-27,362.497
2004-12-28,366.057
2004-12-29,363.547
2004-12-30,368.194
2004-12-31,371.425
2005-01-03,370.764
2005-01-04,369.962
2005-01-05,368.373
2005-01-06,375.431
2005-01-07,369.518
2005-01-10,369.976
2005-01-11,373.904
2005-01-12,374.797
2005-01-13,379.703
2005-01-14,379.929
2005-01-17,381.923
2005-01-18,396.782
2005-01-19,391.355
2005-01-20,391.673
2005-01-21,391.816
2005-01-24,390.662
2005-01-25,387.211
2005-01-26,393.237
2005-01-27,394.884
2005-01-28,389.677
2005-01-31,389.993
2005-02-01,391.419
2005-02-02,400.457
2005-02-03,395.545
2005-02-04,398.216
2005-02-07,393.634
2005-02-08,396.841
2005-02-09,396.709
2005-02-10,396.42
2005-02-11,391.586
2005-02-14,396.211
2005-02-15,394.509
2005-02-16,387.801
2005-02-17,385.511
2005-02-18,392.242
2005-02-21,387.494
2005-02-22,387.193
2005-02-23,387.801
2005-02-24,393.612
2005-02-25,398.302
2005-02-28,394.843
2005-03-01,394.312
2005-03-02,388.968
2005-03-03,390.399
2005-03-04,395.701
2005-03-07,395.765
2005-03-08,404.448
2005-03-09,416.719
2005-03-10,411.901
2005-03-11,411.295
2005-03-14,418.417
2005-03-15,415.769
2005-03-16,425.595
2005-03-17,424.852
2005-03-18,430.532
2005-03-21,442.978
2005-03-22,431.722
2005-03-23,421.242
2005-03-24,417.179
2005-03-25,417.179
2005-03-28,419.216
2005-03-29,413.048
2005-03-30,411.484
2005-03-31,422.62
2005-04-01,419.612
2005-04-04,425.186
2005-04-05,420.179
2005-04-06,424.763
2005-04-07,428.658
2005-04-08,432.855
2005-04-11,431.233
2005-04-12,433.039
2005-04-13,433.493
2005-04-14,423.563
2005-04-15,413.842
2005-04-18,405.998
2005-04-19,412.299
2005-04-20,416.665
2005-04-21,421.834
2005-04-22,424.859
2005-04-25,425.001
2005-04-26,423.661
2005-04-27,425.809
2005-04-28,425.917
2005-04-29,423.633
2005-05-02,422.728
2005-05-03,433.939
2005-05-04,442.989
2005-05-05,440.749
2005-05-06,454.956
2005-05-09,450.514
2005-05-10,452.409
2005-05-11,460.302
2005-05-12,456.521
2005-05-13,445.075
2005-05-16,431.718
2005-05-17,437.584
2005-05-18,437.622
2005-05-19,440.002
2005-05-20,439.27
2005-05-23,440.077
2005-05-24,444.982
2005-05-25,444.964
2005-05-26,442.212
2005-05-27,446.313
2005-05-30,444.081
2005-05-31,449.946
2005-06-01,445.384
2005-06-02,444.002
2005-06-03,440.121
2005-06-06,448.501
2005-06-07,444.887
2005-06-08,447.576
2005-06-09,444.595
2005-06-10,452.072
2005-06-13,442.795
2005-06-14,446.06
2005-06-15,445.726
2005-06-16,445.528
2005-06-17,446.353
2005-06-20,444.222
2005-06-21,444.162
2005-06-22,444.43
2005-06-23,449.519
2005-06-24,452.302
2005-06-27,447.938
2005-06-28,447.827
2005-06-29,446.989
2005-06-30,450.084
2005-07-01,447.686
2005-07-04,442.387
2005-07-05,439.88
2005-07-06,446.866
2005-07-07,445.275
2005-07-08,445.342
2005-07-11,451.854
2005-07-12,453.83
2005-07-13,453.756
2005-07-14,456.102
2005-07-15,452.014
2005-07-18,452.583
2005-07-19,478.898
2005-07-20,487.212
2005-07-21,496.4
2005-07-22,505.657
2005-07-25,502.509
2005-07-26,506.28
2005-07-27,510.548
2005-07-28,512.828
2005-07-29,507.92
2005-08-01,521.997
2005-08-02,524.453
2005-08-03,526.965
2005-08-04,530.302
2005-08-05,526.384
2005-08-08,528.942
2005-08-09,528.318
2005-08-10,527.843
2005-08-11,521.54
2005-08-12,524.791
2005-08-15,512.265
2005-08-16,517.061
2005-08-17,509.994
2005-08-18,506.834
2005-08-19,501.602
2005-08-22,502.835
2005-08-23,499.236
2005-08-24,497.296
2005-08-25,506.9
2005-08-26,511.477
2005-08-29,504.076
2005-08-30,502.88
2005-08-31,506.843
2005-09-01,513.514
2005-09-02,509.804
2005-09-05,507.852
2005-09-06,513.334
2005-09-07,514.09
2005-09-08,510.793
2005-09-09,514.2
2005-09-12,522.042
2005-09-13,516.449
2005-09-14,519.06
2005-09-15,521.785
2005-09-16,517.561
2005-09-19,518.814
2005-09-20,518.628
2005-09-21,517.305
2005-09-22,516.122
2005-09-23,518.894
2005-09-26,525.672
2005-09-27,518.328
2005-09-28,518.113
2005-09-29,521.914
2005-09-30,527.763
2005-10-03,528.551
2005-10-04,536.423
2005-10-05,542.737
2005-10-06,538.403
2005-10-07,548.387
2005-10-10,557.056
2005-10-11,558.648
2005-10-12,555.767
2005-10-13,555.317
2005-10-14,543.858
2005-10-17,541.763
2005-10-18,538.361
2005-10-19,519.744
2005-10-20,519.154
2005-10-21,518.573
2005-10-24,519.753
2005-10-25,521.36
2005-10-26,528.195
2005-10-27,513.542
2005-10-28,514.391
2005-10-31,523.676
2005-11-01,523.645
2005-11-02,539.101
2005-11-03,538.418
2005-11-04,549.61
2005-11-07,553.411
2005-11-08,553.871
2005-11-09,547.295
