Date,SINGAPORE MID VALUE Mid Cap
2003-06-05,188.378
2003-06-06,192.118
2003-06-09,191.738
2003-06-10,190.841
2003-06-11,190.851
2003-06-12,194.654
2003-06-13,195.328
2003-06-16,195.641
2003-06-17,197.961
2003-06-18,197.835
2003-06-19,200.1
2003-06-20,201.938
2003-06-23,199.952
2003-06-24,197.343
2003-06-25,199.235
2003-06-26,195.086
2003-06-27,196.301
2003-06-30,192.386
2003-07-01,192.432
2003-07-02,195.183
2003-07-03,196.839
2003-07-04,197.153
2003-07-07,200.732
2003-07-08,203.873
2003-07-09,206.442
2003-07-10,207.027
2003-07-11,207.095
2003-07-14,211.59
2003-07-15,207.423
2003-07-16,206.589
2003-07-17,204.066
2003-07-18,203.473
2003-07-21,203.124
2003-07-22,201.931
2003-07-23,204.923
2003-07-24,205.885
2003-07-25,209.421
2003-07-28,208.52
2003-07-29,212.975
2003-07-30,209.524
2003-07-31,204.46
2003-08-01,206.727
2003-08-04,208.804
2003-08-05,201.129
2003-08-06,201.357
2003-08-07,203.037
2003-08-08,204.678
2003-08-11,211.391
2003-08-12,213.616
2003-08-13,214.313
2003-08-14,213.746
2003-08-15,216.703
2003-08-18,216.646
2003-08-19,216.782
2003-08-20,219.288
2003-08-21,220.838
2003-08-22,220.784
2003-08-25,221.329
2003-08-26,212.017
2003-08-27,214.52
2003-08-28,212.361
2003-08-29,217.88
2003-09-01,223.357
2003-09-02,217.71
2003-09-03,219.493
2003-09-04,219.076
2003-09-05,222.09
2003-09-08,222.803
2003-09-09,221.78
2003-09-10,216.993
2003-09-11,217.876
2003-09-12,214.797
2003-09-15,212.226
2003-09-16,210.445
2003-09-17,214.628
2003-09-18,219.542
2003-09-19,213.261
2003-09-22,213.753
2003-09-23,212.21
2003-09-24,223.312
2003-09-25,218.056
2003-09-26,219.446
2003-09-29,220.975
2003-09-30,220.949
2003-10-01,220.145
2003-10-02,225.6
2003-10-03,236.678
2003-10-06,245.207
2003-10-07,247.92
2003-10-08,247.998
2003-10-09,250.223
2003-10-10,251.72
2003-10-13,257.722
2003-10-14,245.156
2003-10-15,249.461
2003-10-16,258.058
2003-10-17,256.924
2003-10-20,257.047
2003-10-21,261.038
2003-10-22,254.424
2003-10-23,248.702
2003-10-24,248.959
2003-10-27,249.724
2003-10-28,253.657
2003-10-29,253.721
2003-10-30,256.726
2003-10-31,253.754
2003-11-03,265.224
2003-11-04,260.522
2003-11-05,262.327
2003-11-06,255.613
2003-11-07,258.697
2003-11-10,253.142
2003-11-11,244.588
2003-11-12,248.933
2003-11-13,254.478
2003-11-14,252.973
2003-11-17,246.396
2003-11-18,244.098
2003-11-19,237.143
2003-11-20,233.306
2003-11-21,230.112
2003-11-24,234.263
2003-11-25,234.263
2003-11-26,235.747
2003-11-27,236.445
2003-11-28,245.873
2003-12-01,250.596
2003-12-02,247.288
2003-12-03,251.331
2003-12-04,253.254
2003-12-05,249.65
2003-12-08,247.872
2003-12-09,247.816
2003-12-10,247.205
2003-12-11,247.719
2003-12-12,249.375
2003-12-15,251.425
2003-12-16,251.596
2003-12-17,248.94
2003-12-18,248.636
2003-12-19,248.622
2003-12-22,247.94
2003-12-23,246.841
2003-12-24,249.494
2003-12-25,249.494
2003-12-26,250.145
2003-12-29,254.213
2003-12-30,256.549
2003-12-31,257.264
2004-01-01,257.264
2004-01-02,261.889
2004-01-05,267.248
2004-01-06,266.94
2004-01-07,272.06
2004-01-08,271.5
2004-01-09,272.448
2004-01-12,269.96
2004-01-13,277.034
2004-01-14,278.275
2004-01-15,271.446
2004-01-16,271.208
2004-01-19,272.793
2004-01-20,275.784
2004-01-21,280.774
2004-01-22,281.903
2004-01-23,281.47
2004-01-26,284.634
2004-01-27,282.414
2004-01-28,275.512
2004-01-29,273.443
2004-01-30,277.153
2004-02-02,277.341
2004-02-03,273.308
2004-02-04,271.602
2004-02-05,269.633
2004-02-06,274.01
2004-02-09,279.091
2004-02-10,278.447
2004-02-11,277.672
2004-02-12,275.87
2004-02-13,273.808
2004-02-16,272.643
2004-02-17,277.082
2004-02-18,276.322
2004-02-19,275.168
2004-02-20,275.514
2004-02-23,275.487
2004-02-24,274.658
2004-02-25,275.508
2004-02-26,276.557
2004-02-27,276.129
2004-03-01,277.355
2004-03-02,275.374
2004-03-03,273.363
2004-03-04,271.692
2004-03-05,272.606
2004-03-08,270.728
2004-03-09,269.949
2004-03-10,269.685
2004-03-11,266.288
2004-03-12,265.521
2004-03-15,265.65
2004-03-16,266.75
2004-03-17,269.134
2004-03-18,270.158
2004-03-19,270.423
2004-03-22,269.726
2004-03-23,270.143
2004-03-24,271.429
2004-03-25,268.515
2004-03-26,267.627
2004-03-29,270.643
2004-03-30,275.036
2004-03-31,276.32
2004-04-01,281.728
2004-04-02,281.837
2004-04-05,284.305
2004-04-06,283.026
2004-04-07,283.058
2004-04-08,283.912
2004-04-09,283.912
2004-04-12,285.114
2004-04-13,285.229
2004-04-14,279.48
2004-04-15,276.312
2004-04-16,278.5
2004-04-19,276.237
2004-04-20,277.703
2004-04-21,275.249
2004-04-22,274.602
2004-04-23,277.949
2004-04-26,275.547
2004-04-27,276.834
2004-04-28,279.673
2004-04-29,269.219
2004-04-30,269.374
2004-05-03,271.398
2004-05-04,276.052
2004-05-05,281.692
2004-05-06,277.63
2004-05-07,273.831
2004-05-10,260.955
2004-05-11,261.687
2004-05-12,260.905
2004-05-13,256.426
2004-05-14,256.442
2004-05-17,245.297
2004-05-18,249.752
2004-05-19,259.825
2004-05-20,253.683
2004-05-21,260.635
2004-05-24,261.821
2004-05-25,259.655
2004-05-26,262.865
2004-05-27,267.079
2004-05-28,263.931
2004-05-31,265.782
2004-06-01,263.841
2004-06-02,263.23
2004-06-03,259.336
2004-06-04,262.418
2004-06-07,267.671
2004-06-08,268.942
2004-06-09,269.64
2004-06-10,268.918
2004-06-11,269.104
2004-06-14,267.978
2004-06-15,269.596
2004-06-16,268.864
2004-06-17,268.256
2004-06-18,267.039
2004-06-21,267.699
2004-06-22,267.959
2004-06-23,269.997
2004-06-24,272.152
2004-06-25,274.698
2004-06-28,278.227
2004-06-29,280.731
2004-06-30,279.757
2004-07-01,282.128
2004-07-02,280.28
2004-07-05,281.576
2004-07-06,284.483
2004-07-07,284.905
2004-07-08,281.02
2004-07-09,281.496
2004-07-12,278.865
2004-07-13,281.4
2004-07-14,278.285
2004-07-15,277.982
2004-07-16,281.307
2004-07-19,284.934
2004-07-20,281.013
2004-07-21,282.169
2004-07-22,278.276
2004-07-23,273.301
2004-07-26,275.346
2004-07-27,276.422
2004-07-28,280.725
2004-07-29,283.252
2004-07-30,284.677
2004-08-02,287.026
2004-08-03,297.316
2004-08-04,299.823
2004-08-05,305.027
2004-08-06,302.294
2004-08-09,302.391
2004-08-10,304.201
2004-08-11,299.505
2004-08-12,299.184
2004-08-13,299.82
2004-08-16,297.745
2004-08-17,297.626
2004-08-18,299.267
2004-08-19,302.267
2004-08-20,302.773
2004-08-23,303.106
2004-08-24,303.837
2004-08-25,303.128
2004-08-26,302.658
2004-08-27,301.867
2004-08-30,300.479
2004-08-31,302.235
2004-09-01,307.371
2004-09-02,308.643
2004-09-03,307.42
2004-09-06,307.445
2004-09-07,309.016
2004-09-08,305.645
2004-09-09,303.543
2004-09-10,306.72
2004-09-13,310.689
2004-09-14,314.286
2004-09-15,314.804
2004-09-16,313.632
2004-09-17,313.272
2004-09-20,313.037
2004-09-21,315.482
2004-09-22,312.889
2004-09-23,310.906
2004-09-24,309.646
2004-09-27,308.498
2004-09-28,309.254
2004-09-29,308.569
2004-09-30,312.607
2004-10-01,318.976
2004-10-04,317.871
2004-10-05,318.16
2004-10-06,314.931
2004-10-07,317.3
2004-10-08,320.243
2004-10-11,317.942
2004-10-12,315.587
2004-10-13,315.181
2004-10-14,309.262
2004-10-15,311.458
2004-10-18,306.918
2004-10-19,315.161
2004-10-20,312.731
2004-10-21,318.173
2004-10-22,319.872
2004-10-25,316.273
2004-10-26,319.489
2004-10-27,318.799
2004-10-28,321.56
2004-10-29,318.086
2004-11-01,319.437
2004-11-02,325.656
2004-11-03,325.332
2004-11-04,327.556
2004-11-05,332.248
2004-11-08,331.65
2004-11-09,331.731
2004-11-10,337.381
2004-11-11,337.809
2004-11-12,339.629
2004-11-15,339.578
2004-11-16,338.242
2004-11-17,343.414
2004-11-18,338.976
2004-11-19,339.282
2004-11-22,339.306
2004-11-23,345.772
2004-11-24,346.329
2004-11-25,348.842
2004-11-26,345.852
2004-11-29,348.438
2004-11-30,341.79
2004-12-01,348.595
2004-12-02,356.502
2004-12-03,353.849
2004-12-06,354.228
2004-12-07,349.374
2004-12-08,349.373
2004-12-09,344.709
2004-12-10,345.723
2004-12-13,348.922
2004-12-14,350.259
2004-12-15,366.366
2004-12-16,361.343
2004-12-17,364.471
2004-12-20,365.555
2004-12-21,369.693
2004-12-22,362.079
2004-12-23,363.082
2004-12-24,363.519
2004-12-27,363.214
2004-12-28,366.78
2004-12-29,364.266
2004-12-30,368.922
2004-12-31,372.16
2005-01-03,371.497
2005-01-04,370.693
2005-01-05,369.102
2005-01-06,376.173
2005-01-07,370.249
2005-01-10,370.707
2005-01-11,374.644
2005-01-12,375.538
2005-01-13,380.454
2005-01-14,380.68
2005-01-17,382.678
2005-01-18,397.566
2005-01-19,392.129
2005-01-20,392.447
2005-01-21,392.591
2005-01-24,391.434
2005-01-25,387.977
2005-01-26,394.014
2005-01-27,395.664
2005-01-28,390.447
2005-01-31,390.764
2005-02-01,392.193
2005-02-02,401.249
2005-02-03,396.327
2005-02-04,399.003
2005-02-07,394.412
2005-02-08,397.626
2005-02-09,397.493
2005-02-10,397.204
2005-02-11,392.36
2005-02-14,396.994
2005-02-15,395.289
2005-02-16,388.568
2005-02-17,386.273
2005-02-18,393.017
2005-02-21,388.26
2005-02-22,387.959
2005-02-23,388.568
2005-02-24,394.39
2005-02-25,399.089
2005-02-28,395.623
2005-03-01,395.091
2005-03-02,389.737
2005-03-03,391.171
2005-03-04,396.484
2005-03-07,396.548
2005-03-08,405.247
2005-03-09,417.543
2005-03-10,412.716
2005-03-11,412.108
2005-03-14,419.244
2005-03-15,416.591
2005-03-16,426.437
2005-03-17,425.692
2005-03-18,431.383
2005-03-21,443.854
2005-03-22,432.576
2005-03-23,422.075
2005-03-24,418.003
2005-03-25,418.003
2005-03-28,420.045
2005-03-29,413.865
2005-03-30,412.298
2005-03-31,423.455
2005-04-01,420.442
2005-04-04,426.027
2005-04-05,421.009
2005-04-06,425.602
2005-04-07,429.506
2005-04-08,433.711
2005-04-11,432.086
2005-04-12,433.896
2005-04-13,434.35
2005-04-14,424.4
2005-04-15,414.66
2005-04-18,406.801
2005-04-19,413.114
2005-04-20,417.489
2005-04-21,422.668
2005-04-22,425.699
2005-04-25,425.842
2005-04-26,424.499
2005-04-27,426.651
2005-04-28,426.759
2005-04-29,424.471
2005-05-02,423.564
2005-05-03,434.797
2005-05-04,443.865
2005-05-05,441.62
2005-05-06,455.856
2005-05-09,451.404
2005-05-10,453.303
2005-05-11,461.212
2005-05-12,457.424
2005-05-13,445.955
2005-05-16,432.572
2005-05-17,438.449
2005-05-18,438.487
2005-05-19,440.872
2005-05-20,440.138
2005-05-23,440.948
2005-05-24,445.862
2005-05-25,445.843
2005-05-26,443.086
2005-05-27,447.195
2005-05-30,444.959
2005-05-31,450.836
2005-06-01,446.264
2005-06-02,444.88
2005-06-03,440.991
2005-06-06,449.388
2005-06-07,445.767
2005-06-08,448.461
2005-06-09,445.474
2005-06-10,452.966
2005-06-13,443.67
2005-06-14,446.942
2005-06-15,446.607
2005-06-16,446.409
2005-06-17,447.236
2005-06-20,445.1
2005-06-21,445.04
2005-06-22,445.309
2005-06-23,450.408
2005-06-24,453.197
2005-06-27,448.824
2005-06-28,448.713
2005-06-29,447.873
2005-06-30,450.974
2005-07-01,448.572
2005-07-04,443.262
2005-07-05,440.749
2005-07-06,447.75
2005-07-07,446.155
2005-07-08,446.223
2005-07-11,452.748
2005-07-12,454.727
2005-07-13,454.653
2005-07-14,457.004
2005-07-15,452.908
2005-07-18,453.478
2005-07-19,479.845
2005-07-20,488.175
2005-07-21,497.381
2005-07-22,506.657
2005-07-25,503.503
2005-07-26,507.281
2005-07-27,511.557
2005-07-28,513.842
2005-07-29,508.86
2005-08-01,522.964
2005-08-02,525.423
2005-08-03,527.94
2005-08-04,531.283
2005-08-05,527.358
2005-08-08,529.921
2005-08-09,529.296
2005-08-10,528.82
2005-08-11,522.505
2005-08-12,525.762
2005-08-15,513.213
2005-08-16,518.017
2005-08-17,510.938
2005-08-18,507.772
2005-08-19,502.53
2005-08-22,503.766
2005-08-23,500.16
2005-08-24,498.216
2005-08-25,507.838
2005-08-26,512.423
2005-08-29,505.009
2005-08-30,503.811
2005-08-31,507.781
2005-09-01,514.464
2005-09-02,510.748
2005-09-05,508.792
2005-09-06,514.284
2005-09-07,515.042
2005-09-08,511.738
2005-09-09,515.152
2005-09-12,523.008
2005-09-13,517.405
2005-09-14,520.02
2005-09-15,522.751
2005-09-16,518.519
2005-09-19,519.774
2005-09-20,519.588
2005-09-21,518.262
2005-09-22,517.077
2005-09-23,519.855
2005-09-26,526.645
2005-09-27,519.288
2005-09-28,519.072
2005-09-29,522.88
2005-09-30,528.74
2005-10-03,529.529
2005-10-04,537.416
2005-10-05,543.741
2005-10-06,539.399
2005-10-07,549.402
2005-10-10,558.087
2005-10-11,559.682
2005-10-12,556.796
2005-10-13,556.345
2005-10-14,544.864
2005-10-17,542.766
2005-10-18,539.358
2005-10-19,520.706
2005-10-20,520.115
2005-10-21,519.532
2005-10-24,520.715
2005-10-25,522.325
2005-10-26,529.173
2005-10-27,514.493
2005-10-28,515.343
2005-10-31,524.563
2005-11-01,524.532
2005-11-02,540.014
2005-11-03,539.33
2005-11-04,550.541
2005-11-07,554.348
2005-11-08,554.808
2005-11-09,548.222
