Date,SINGAPORE MID VALUE Mid Cap
2001-01-01,271.234
2001-01-02,264.879
2001-01-03,258.584
2001-01-04,270.876
2001-01-05,278.354
2001-01-08,272.343
2001-01-09,273.395
2001-01-10,271.658
2001-01-11,261.272
2001-01-12,261.939
2001-01-15,260.53
2001-01-16,263.008
2001-01-17,260.551
2001-01-18,253.523
2001-01-19,254.841
2001-01-22,256.984
2001-01-23,255.114
2001-01-24,255.114
2001-01-25,255.348
2001-01-26,250.471
2001-01-29,254.585
2001-01-30,264.296
2001-01-31,266.805
2001-02-01,270.764
2001-02-02,267.796
2001-02-05,262.787
2001-02-06,263.601
2001-02-07,265.506
2001-02-08,269.094
2001-02-09,268.275
2001-02-12,269.852
2001-02-13,264.751
2001-02-14,259.956
2001-02-15,260.181
2001-02-16,258.674
2001-02-19,256.55
2001-02-20,263.669
2001-02-21,261.223
2001-02-22,260.463
2001-02-23,262.483
2001-02-26,264.56
2001-02-27,261.22
2001-02-28,261.062
2001-03-01,257.685
2001-03-02,256.757
2001-03-05,255.156
2001-03-06,255.374
2001-03-07,253.367
2001-03-08,252.752
2001-03-09,251.656
2001-03-12,241.845
2001-03-13,234.657
2001-03-14,231.082
2001-03-15,231.363
2001-03-16,226.261
2001-03-19,220.032
2001-03-20,221.876
2001-03-21,220.393
2001-03-22,213.364
2001-03-23,215.53
2001-03-26,214.862
2001-03-27,211.443
2001-03-28,204.026
2001-03-29,199.172
2001-03-30,199.207
2001-04-02,196.395
2001-04-03,197.742
2001-04-04,195.051
2001-04-05,209.65
2001-04-06,212.827
2001-04-09,201.604
2001-04-10,201.187
2001-04-11,203.105
2001-04-12,208.569
2001-04-13,208.569
2001-04-16,208.693
2001-04-17,203.221
2001-04-18,207.955
2001-04-19,210.477
2001-04-20,209.851
2001-04-23,211.265
2001-04-24,209.846
2001-04-25,206.538
2001-04-26,208.405
2001-04-27,207.664
2001-04-30,213.598
2001-05-01,214.481
2001-05-02,219.184
2001-05-03,221.719
2001-05-04,220.147
2001-05-07,219.846
2001-05-08,218.938
2001-05-09,214.856
2001-05-10,217.303
2001-05-11,221.586
2001-05-14,220.869
2001-05-15,219.882
2001-05-16,215.449
2001-05-17,219.386
2001-05-18,215.124
2001-05-21,213.853
2001-05-22,217.279
2001-05-23,220.598
2001-05-24,221.853
2001-05-25,222.052
2001-05-28,222.301
2001-05-29,223.037
2001-05-30,218.075
2001-05-31,217.217
2001-06-01,219.557
2001-06-04,220.033
2001-06-05,224.357
2001-06-06,227.033
2001-06-07,231.649
2001-06-08,233.012
2001-06-11,228.407
2001-06-12,226.403
2001-06-13,239.163
2001-06-14,241.8
2001-06-15,245.391
2001-06-18,246.733
2001-06-19,245.025
2001-06-20,241.759
2001-06-21,246.515
2001-06-22,251.972
2001-06-25,254.229
2001-06-26,255.365
2001-06-27,254.007
2001-06-28,255.854
2001-06-29,256.149
2001-07-02,254.632
2001-07-03,255.353
2001-07-04,253.92
2001-07-05,252.381
2001-07-06,246.214
2001-07-09,241.825
2001-07-10,242.894
2001-07-11,239.655
2001-07-12,242.07
2001-07-13,240.724
2001-07-16,246.45
2001-07-17,242.771
2001-07-18,242.633
2001-07-19,243.54
2001-07-20,244.597
2001-07-23,243.108
2001-07-24,246.526
2001-07-25,245.712
2001-07-26,249.576
2001-07-27,250.891
2001-07-30,251.266
2001-07-31,250.632
2001-08-01,252.278
2001-08-02,249.131
2001-08-03,247.53
2001-08-06,247.477
2001-08-07,247.645
2001-08-08,245.264
2001-08-09,245.278
2001-08-10,246.163
2001-08-13,244.511
2001-08-14,245.307
2001-08-15,245.625
2001-08-16,244.662
2001-08-17,245.626
2001-08-20,245.25
2001-08-21,247.588
2001-08-22,246.102
2001-08-23,245.704
2001-08-24,242.786
2001-08-27,244.537
2001-08-28,242.055
2001-08-29,239.175
2001-08-30,233.084
2001-08-31,227.652
2001-09-03,227.66
2001-09-04,226.172
2001-09-05,226.066
2001-09-06,229.895
2001-09-07,227.479
2001-09-10,223.162
2001-09-11,221.214
2001-09-12,211.146
2001-09-13,208.312
2001-09-14,200.812
2001-09-17,191.684
2001-09-18,187.448
2001-09-19,190.509
2001-09-20,183.78
2001-09-21,163.439
2001-09-24,177.353
2001-09-25,179.066
2001-09-26,173.781
2001-09-27,178.573
2001-09-28,185.18
2001-10-01,182.423
2001-10-02,180.579
2001-10-03,176.864
2001-10-04,184.74
2001-10-05,187.211
2001-10-08,181.852
2001-10-09,190.511
2001-10-10,185.519
2001-10-11,191.367
2001-10-12,187.325
2001-10-15,189.451
2001-10-16,187.542
2001-10-17,191.876
2001-10-18,187.543
2001-10-19,186.393
2001-10-22,187.047
2001-10-23,192.093
2001-10-24,193.374
2001-10-25,191.271
2001-10-26,188.446
2001-10-29,185.523
2001-10-30,186.074
2001-10-31,182.863
2001-11-01,179.68
2001-11-02,176.77
2001-11-05,180.733
2001-11-06,179.367
2001-11-07,177.261
2001-11-08,183.507
2001-11-09,190.197
2001-11-12,191.408
2001-11-13,187.04
2001-11-14,187.04
2001-11-15,196.432
2001-11-16,190.889
2001-11-19,197.138
2001-11-20,201.621
2001-11-21,203.276
2001-11-22,200.636
2001-11-23,200.618
2001-11-26,199.609
2001-11-27,201.327
2001-11-28,200.639
2001-11-29,202.771
2001-11-30,198.558
2001-12-03,200.749
2001-12-04,212.544
2001-12-05,214.723
2001-12-06,216.671
2001-12-07,218.837
2001-12-10,215.447
2001-12-11,217.591
2001-12-12,218.24
2001-12-13,216.591
2001-12-14,216.536
2001-12-17,216.366
2001-12-18,218.282
2001-12-19,222.614
2001-12-20,221.884
2001-12-21,220.56
2001-12-24,221.419
2001-12-25,221.419
2001-12-26,218.828
2001-12-27,220.716
2001-12-28,219.727
2001-12-31,220.586
2002-01-01,220.586
2002-01-02,221.69
2002-01-03,224.282
2002-01-04,229.348
2002-01-07,222.436
2002-01-08,221.642
2002-01-09,221.452
2002-01-10,225.645
2002-01-11,226.8
2002-01-14,229.659
2002-01-15,229.092
2002-01-16,225.478
2002-01-17,223.09
2002-01-18,206.031
2002-01-21,208.303
2002-01-22,206.818
2002-01-23,203.676
2002-01-24,205.009
2002-01-25,206.198
2002-01-28,210.056
2002-01-29,210.213
2002-01-30,205.477
2002-01-31,209.741
2002-02-01,208.11
2002-02-04,203.0
2002-02-05,201.999
2002-02-06,204.843
2002-02-07,203.749
2002-02-08,200.243
2002-02-11,202.357
2002-02-12,202.515
2002-02-13,202.574
2002-02-14,210.929
2002-02-15,211.74
2002-02-18,212.385
2002-02-19,208.264
2002-02-20,205.557
2002-02-21,205.539
2002-02-22,204.554
2002-02-25,200.333
2002-02-26,202.663
2002-02-27,206.414
2002-02-28,208.834
2002-03-01,214.358
2002-03-04,222.001
2002-03-05,220.453
2002-03-06,221.858
2002-03-07,223.279
2002-03-08,221.943
2002-03-11,222.898
2002-03-12,220.745
2002-03-13,221.402
2002-03-14,222.231
2002-03-15,223.258
2002-03-18,223.33
2002-03-19,223.217
2002-03-20,219.491
2002-03-21,216.232
2002-03-22,217.395
2002-03-25,213.718
2002-03-26,212.014
2002-03-27,211.991
2002-03-28,212.268
2002-03-29,212.268
2002-04-01,212.944
2002-04-02,212.131
2002-04-03,212.311
2002-04-04,212.726
2002-04-05,213.427
2002-04-08,210.897
2002-04-09,207.202
2002-04-10,202.712
2002-04-11,206.385
2002-04-12,213.201
2002-04-15,211.076
2002-04-16,213.779
2002-04-17,216.23
2002-04-18,214.17
2002-04-19,211.581
2002-04-22,211.855
2002-04-23,211.983
2002-04-24,213.28
2002-04-25,207.872
2002-04-26,208.721
2002-04-29,206.874
2002-04-30,208.025
2002-05-01,208.226
2002-05-02,210.855
2002-05-03,210.371
2002-05-06,207.944
2002-05-07,206.557
2002-05-08,209.39
2002-05-09,209.926
2002-05-10,208.806
2002-05-13,209.388
2002-05-14,212.009
2002-05-15,213.334
2002-05-16,212.319
2002-05-17,213.41
2002-05-20,212.241
2002-05-21,212.586
2002-05-22,211.072
2002-05-23,208.09
2002-05-24,210.33
2002-05-27,210.469
2002-05-28,209.072
2002-05-29,205.672
2002-05-30,208.562
2002-05-31,200.753
2002-06-03,206.287
2002-06-04,205.2
2002-06-05,204.908
2002-06-06,206.302
2002-06-07,206.117
2002-06-10,207.324
2002-06-11,208.542
2002-06-12,205.785
2002-06-13,207.241
2002-06-14,203.139
2002-06-17,204.225
2002-06-18,203.827
2002-06-19,192.732
2002-06-20,194.858
2002-06-21,195.81
2002-06-24,196.125
2002-06-25,206.242
2002-06-26,199.239
2002-06-27,201.665
2002-06-28,201.733
2002-07-01,202.376
2002-07-02,200.283
2002-07-03,211.864
2002-07-04,213.578
2002-07-05,216.352
2002-07-08,209.745
2002-07-09,213.269
2002-07-10,218.521
2002-07-11,213.346
2002-07-12,216.083
2002-07-15,219.329
2002-07-16,216.975
2002-07-17,214.349
2002-07-18,214.927
2002-07-19,216.297
2002-07-22,216.91
2002-07-23,225.728
2002-07-24,220.653
2002-07-25,219.947
2002-07-26,207.699
2002-07-29,213.199
2002-07-30,213.877
2002-07-31,212.911
2002-08-01,216.541
2002-08-02,215.366
2002-08-05,213.245
2002-08-06,211.12
2002-08-07,218.916
2002-08-08,215.848
2002-08-09,216.221
2002-08-12,215.41
2002-08-13,219.188
2002-08-14,218.887
2002-08-15,222.776
2002-08-16,224.316
2002-08-19,223.248
2002-08-20,222.593
2002-08-21,222.134
2002-08-22,224.487
2002-08-23,225.477
2002-08-26,219.522
2002-08-27,220.495
2002-08-28,219.797
2002-08-29,215.393
2002-08-30,217.744
2002-09-02,217.354
2002-09-03,220.09
2002-09-04,218.367
2002-09-05,215.619
2002-09-06,212.859
2002-09-09,212.834
2002-09-10,218.196
2002-09-11,215.984
2002-09-12,212.002
2002-09-13,206.801
2002-09-16,208.16
2002-09-17,208.529
2002-09-18,205.862
2002-09-19,202.093
2002-09-20,192.771
2002-09-23,196.717
2002-09-24,189.894
2002-09-25,183.897
2002-09-26,184.636
2002-09-27,192.191
2002-09-30,188.09
2002-10-01,183.882
2002-10-02,182.329
2002-10-03,181.49
2002-10-04,183.869
2002-10-07,181.108
2002-10-08,183.918
2002-10-09,180.589
2002-10-10,177.84
2002-10-11,182.794
2002-10-14,182.185
2002-10-15,189.348
2002-10-16,191.011
2002-10-17,197.026
2002-10-18,195.547
2002-10-21,190.18
2002-10-22,190.684
2002-10-23,198.199
2002-10-24,194.076
2002-10-25,194.798
2002-10-28,195.56
2002-10-29,194.72
2002-10-30,192.558
2002-10-31,190.328
2002-11-01,187.029
2002-11-04,187.204
2002-11-05,187.505
2002-11-06,188.856
2002-11-07,188.506
2002-11-08,189.377
2002-11-11,183.522
2002-11-12,185.838
2002-11-13,182.39
2002-11-14,184.1
2002-11-15,187.493
2002-11-18,183.839
2002-11-19,181.212
2002-11-20,180.349
2002-11-21,182.796
2002-11-22,183.93
2002-11-25,185.214
2002-11-26,182.835
2002-11-27,181.22
2002-11-28,181.959
2002-11-29,176.227
2002-12-02,177.319
2002-12-03,174.451
2002-12-04,169.456
2002-12-05,170.653
2002-12-06,171.468
2002-12-09,170.808
2002-12-10,172.475
2002-12-11,175.086
2002-12-12,174.688
2002-12-13,174.151
2002-12-16,170.816
2002-12-17,165.928
2002-12-18,166.855
2002-12-19,167.539
2002-12-20,165.381
2002-12-23,166.267
2002-12-24,163.169
2002-12-25,163.169
2002-12-26,163.752
2002-12-27,168.246
2002-12-30,166.43
2002-12-31,166.815
2003-01-01,166.815
2003-01-02,166.088
2003-01-03,167.17
2003-01-06,165.804
2003-01-07,166.623
2003-01-08,166.604
2003-01-09,165.394
2003-01-10,170.146
2003-01-13,178.738
2003-01-14,178.86
2003-01-15,182.096
2003-01-16,178.797
2003-01-17,175.96
2003-01-20,171.231
2003-01-21,170.47
2003-01-22,171.856
2003-01-23,173.75
2003-01-24,172.821
2003-01-27,166.837
2003-01-28,168.75
2003-01-29,165.327
2003-01-30,159.451
2003-01-31,158.791
2003-02-03,158.54
2003-02-04,160.259
2003-02-05,158.855
2003-02-06,160.341
2003-02-07,160.874
2003-02-10,159.62
2003-02-11,162.755
2003-02-12,162.283
2003-02-13,160.665
2003-02-14,159.025
2003-02-17,164.297
2003-02-18,164.907
2003-02-19,166.755
2003-02-20,167.682
2003-02-21,167.301
2003-02-24,164.7
2003-02-25,164.49
2003-02-26,162.347
2003-02-27,161.078
2003-02-28,161.927
2003-03-03,165.452
2003-03-04,163.183
2003-03-05,163.353
2003-03-06,161.523
2003-03-07,157.535
2003-03-10,152.709
2003-03-11,152.543
2003-03-12,158.151
2003-03-13,157.68
2003-03-14,159.601
2003-03-17,155.616
2003-03-18,160.96
2003-03-19,161.055
2003-03-20,164.403
2003-03-21,167.76
2003-03-24,163.24
2003-03-25,163.935
2003-03-26,167.483
2003-03-27,165.297
2003-03-28,163.019
2003-03-31,155.885
2003-04-01,159.184
2003-04-02,157.554
2003-04-03,157.461
2003-04-04,160.712
2003-04-07,163.632
2003-04-08,160.879
2003-04-09,158.16
2003-04-10,161.23
2003-04-11,160.129
2003-04-14,157.055
2003-04-15,156.578
2003-04-16,158.367
2003-04-17,159.001
2003-04-18,159.001
2003-04-21,155.638
2003-04-22,154.728
2003-04-23,153.633
2003-04-24,151.043
2003-04-25,150.214
2003-04-28,154.819
2003-04-29,158.248
2003-04-30,154.942
2003-05-01,155.573
2003-05-02,160.38
2003-05-05,163.595
2003-05-06,162.896
2003-05-07,163.71
2003-05-08,166.066
2003-05-09,163.027
2003-05-12,164.405
2003-05-13,165.69
2003-05-14,165.325
2003-05-15,166.61
2003-05-16,164.275
2003-05-19,161.93
2003-05-20,161.686
2003-05-21,162.371
2003-05-22,164.765
2003-05-23,168.33
2003-05-26,172.182
2003-05-27,169.04
2003-05-28,171.537
2003-05-29,171.594
2003-05-30,173.449
2003-06-02,180.176
2003-06-03,180.631
2003-06-04,184.555
