Date,SWEDEN LARGE VALUE Large Cap
1994-05-31,144.05
1994-06-30,132.374
1994-07-29,143.494
1994-08-31,140.59
1994-09-30,139.366
1994-10-31,149.779
1994-11-30,149.157
1994-12-30,145.652
1995-01-31,149.255
1995-02-28,153.846
1995-03-31,140.373
1995-04-28,152.475
1995-05-31,154.546
1995-06-30,160.638
1995-07-31,176.779
1995-08-31,159.861
1995-09-29,182.878
1995-10-31,175.859
1995-11-30,177.696
1995-12-29,175.847
1996-01-31,163.467
1996-02-29,181.781
1996-03-29,189.214
1996-04-30,196.758
1996-05-31,204.579
1996-06-28,210.398
1996-07-31,205.524
1996-08-30,214.319
1996-09-30,224.043
1996-10-31,226.332
1996-11-29,236.57
1996-12-31,242.776
1997-01-31,238.852
1997-02-28,255.065
1997-03-31,264.237
1997-04-30,253.556
1997-05-30,270.695
1997-06-30,295.339
1997-07-31,304.918
1997-08-29,293.47
1997-09-30,326.276
1997-10-31,286.823
1997-11-28,293.511
1997-12-31,285.093
1998-01-30,284.952
1998-02-27,318.109
1998-03-31,342.747
1998-04-30,360.22
1998-05-29,360.828
1998-06-30,358.89
1998-07-31,359.669
1998-08-31,293.618
1998-09-30,265.58
1998-10-30,279.249
1998-11-30,286.933
1998-12-31,281.458
1999-01-29,298.588
1999-02-26,278.867
1999-03-31,289.519
1999-04-30,309.362
1999-05-31,291.845
1999-06-30,304.778
1999-07-30,323.005
1999-08-31,320.949
1999-09-30,323.186
1999-10-29,319.088
1999-11-30,319.252
1999-12-31,331.911
2000-01-31,305.844
2000-02-29,300.438
2000-03-31,309.922
2000-04-28,305.331
2000-05-31,307.057
2000-06-30,312.432
2000-07-31,306.153
2000-08-31,295.034
2000-09-29,292.616
2000-10-31,293.139
2000-11-30,285.573
2000-12-29,308.303
2001-01-31,325.112
2001-02-28,308.167
2001-03-30,259.583
2001-04-30,278.388
2001-05-31,266.133
2001-06-29,266.445
2001-07-31,265.668
2001-08-31,268.811
2001-09-28,225.581
2001-10-31,228.99
2001-11-30,252.783
2001-12-31,268.871
2002-01-31,259.318
2002-02-28,276.868
2002-03-29,289.608
2002-04-30,295.761
2002-05-31,299.885
2002-06-28,269.36
2002-07-31,218.843
2002-08-30,230.465
2002-09-30,183.24
2002-10-31,212.538
2002-11-29,247.496
2002-12-31,213.16
2003-01-31,217.803
2003-02-28,207.177
2003-03-31,203.788
2003-04-30,260.575
2003-05-30,271.438
2003-06-30,268.885
2003-07-31,299.796
2003-08-29,310.819
2003-09-30,324.111
2003-10-31,358.972
2003-11-28,361.616
2003-12-31,402.993
2004-01-30,393.853
2004-02-27,377.903
2004-03-31,380.941
2004-04-30,388.999
2004-05-31,394.162
2004-06-30,413.861
2004-07-30,404.01
2004-08-31,422.17
2004-09-30,447.961
2004-10-29,473.748
2004-11-30,531.713
2004-12-31,542.763
2005-01-31,510.179
2005-02-28,561.345
2005-03-31,541.872
2005-04-29,521.186
2005-05-31,511.769
2005-06-30,497.192
2005-07-29,523.542
2005-08-31,529.53
2005-09-30,541.247
2005-10-31,533.846
2005-11-30,541.06
2005-12-30,584.157
2006-01-31,606.628
2006-02-28,599.384
2006-03-31,652.414
2006-04-28,691.733
2006-05-31,660.554
2006-06-30,648.876
2006-07-31,665.2
2006-08-31,698.649
2006-09-29,726.479
2006-10-31,764.636
2006-11-30,796.25
2006-12-29,863.507
2007-01-31,882.54
2007-02-28,864.023
2007-03-30,908.668
2007-04-30,1035.092
2007-05-31,1000.0
2007-06-29,966.689
2007-07-31,997.359
2007-08-31,923.496
2007-09-28,1001.159
2007-10-31,1004.4
2007-11-30,957.092
2007-12-31,930.354
2008-01-31,801.5
2008-02-29,847.769
2008-03-31,887.555
2008-04-30,921.329
2008-05-30,912.846
2008-06-30,747.111
2008-07-31,764.463
2008-08-29,737.635
2008-09-30,614.709
2008-10-31,446.366
2008-11-28,432.549
2008-12-31,454.373
2009-01-30,390.862
2009-02-27,389.765
2009-03-31,432.374
2009-04-30,534.418
2009-05-29,568.371
2009-06-30,569.939
2009-07-31,677.676
2009-08-31,718.566
2009-09-30,705.217
2009-10-30,755.484
2009-11-30,738.247
2009-12-31,734.229
2010-01-29,696.341
2010-02-26,719.521
2010-03-31,753.566
2010-04-30,766.281
2010-05-31,659.888
2010-06-30,696.161
2010-07-30,763.626
2010-08-31,697.953
2010-09-30,812.821
2010-10-29,822.325
2010-11-30,767.956
2010-12-31,840.678
2011-01-31,908.471
2011-02-28,901.896
2011-03-31,904.171
2011-04-29,988.231
2011-05-31,963.225
2011-06-30,905.106
2011-07-29,872.951
2011-08-31,769.845
2011-09-30,691.485
2011-10-31,768.117
2011-11-30,714.313
2011-12-30,703.77
2012-01-31,722.772
2012-02-29,815.981
2012-03-30,796.031
2012-04-30,777.88
2012-05-31,671.373
2012-06-29,751.492
2012-07-31,796.029
2012-08-31,802.348
2012-09-28,836.466
2012-10-31,784.921
2012-11-30,805.392
2012-12-31,839.698
2013-01-31,963.67
2013-02-28,998.566
2013-03-29,1009.144
2013-04-30,1051.587
2013-05-31,1031.613
2013-06-28,962.007
2013-07-31,1062.007
2013-08-30,1006.856
2013-09-30,1055.463
2013-10-31,1117.438
2013-11-29,1128.281
2013-12-31,1190.009
2014-01-31,1140.408
2014-02-28,1241.334
2014-03-31,1235.371
2014-04-30,1240.094
2014-05-30,1256.567
2014-06-30,1217.774
2014-07-31,1191.858
2014-08-29,1164.816
2014-09-30,1156.486
2014-10-31,1149.319
2014-11-28,1158.537
2014-12-31,1085.604
2015-01-30,1111.73
2015-02-27,1173.117
2015-03-31,1116.994
2015-04-30,1164.587
2015-05-29,1155.93
2015-06-30,1131.686
2015-07-31,1145.085
2015-08-31,1092.833
2015-09-30,1032.585
2015-10-30,1041.573
2015-11-30,1031.735
2015-12-31,1020.731
2016-01-29,938.383
2016-02-29,952.198
2016-03-31,1009.541
2016-04-29,983.376
2016-05-31,964.3
2016-06-30,896.538
2016-07-29,921.751
2016-08-31,960.82
2016-09-30,989.944
2016-10-31,939.757
2016-11-30,940.531
2016-12-30,1006.459
2017-01-31,1067.006
2017-02-28,1064.208
2017-03-31,1103.332
2017-04-28,1155.419
2017-05-31,1202.351
2017-06-30,1205.022
2017-07-31,1211.105
2017-08-31,1226.289
2017-09-29,1240.753
2017-10-31,1184.344
2017-11-30,1146.07
2017-12-29,1157.883
2018-01-31,1225.035
2018-02-28,1155.176
2018-03-30,1103.552
2018-04-30,1058.336
2018-05-31,1006.95
2018-06-29,1024.941
2018-07-31,1115.755
2018-08-31,1093.788
2018-09-28,1167.873
2018-10-31,1049.22
2018-11-30,1069.085
2018-12-31,1009.475
2019-01-31,1042.483
2019-02-28,1013.547
2019-03-29,965.844
2019-04-30,1013.981
2019-05-31,922.089
2019-06-28,986.681
2019-07-31,947.845
2019-08-30,922.644
2019-09-30,985.688
2019-10-31,1023.189
2019-11-29,986.569
2019-12-31,1071.13
2020-01-31,1072.844
2020-02-28,1010.114
2020-03-31,801.827
2020-04-30,881.828
2020-05-29,923.881
2020-06-30,962.226
2020-07-31,1056.529
2020-08-31,1097.616
2020-09-30,1032.416
2020-10-30,995.741
2020-11-30,1181.435
2020-12-31,1145.445
2021-01-29,1184.626
2021-02-26,1229.449
2021-03-31,1310.841
2021-04-30,1359.811
2021-05-31,1376.492
2021-06-30,1410.55
2021-07-30,1459.804
2021-08-31,1450.042
2021-09-30,1526.33
2021-10-29,1586.037
2021-11-30,1505.422
2021-12-31,1521.835
2022-01-31,1439.097
2022-02-28,1320.589
2022-03-31,1303.587
2022-04-29,1352.951
2022-05-31,1322.351
2022-06-30,1176.127
2022-07-29,1266.883
2022-08-31,1163.642
2022-09-30,1077.574
2022-10-31,1185.174
2022-11-30,1281.466
2022-12-30,1293.002
2023-01-31,1379.339
2023-02-28,1425.206
2023-03-31,1369.262
2023-04-28,1428.189
2023-05-31,1301.571
2023-06-30,1386.261
2023-07-31,1447.174
2023-08-31,1375.833
2023-09-29,1398.581
2023-10-31,1308.974
2023-11-30,1468.811
2023-12-29,1672.315
2024-01-31,1621.645
2024-02-29,1744.605
2024-03-29,1714.699
2024-04-30,1627.593
2024-05-31,1749.326
2024-06-28,1727.73
2024-07-31,1783.723
2024-08-30,1847.187
2024-09-30,1846.387
2024-10-31,1810.839
2024-11-29,1761.671
2024-12-31,1741.373
2025-01-31,1875.838
2025-02-28,2076.403
2025-03-31,2016.104
2025-04-30,2103.615
2025-05-30,2176.684
2025-06-30,2186.849
2025-07-31,2147.85
2025-08-29,2280.616
2025-09-30,2303.871
2025-10-31,2355.457
2025-11-28,2440.339
2025-12-31,2581.175
2026-01-30,2811.56
