Date,SWEDEN LARGE VALUE Large Cap
2005-11-10,531.677
2005-11-11,544.448
2005-11-14,542.852
2005-11-15,535.06
2005-11-16,534.64
2005-11-17,539.861
2005-11-18,540.43
2005-11-21,548.973
2005-11-22,543.356
2005-11-23,551.576
2005-11-24,548.892
2005-11-25,546.698
2005-11-28,552.571
2005-11-29,547.123
2005-11-30,541.06
2005-12-01,550.373
2005-12-02,556.417
2005-12-05,555.539
2005-12-06,563.741
2005-12-07,560.776
2005-12-08,568.544
2005-12-09,569.876
2005-12-12,574.336
2005-12-13,572.523
2005-12-14,574.399
2005-12-15,567.214
2005-12-16,574.429
2005-12-19,576.363
2005-12-20,574.971
2005-12-21,574.896
2005-12-22,577.42
2005-12-23,584.307
2005-12-26,584.307
2005-12-27,588.875
2005-12-28,592.058
2005-12-29,591.537
2005-12-30,584.157
2006-01-02,588.89
2006-01-03,602.953
2006-01-04,612.678
2006-01-05,613.9
2006-01-06,617.334
2006-01-09,614.505
2006-01-10,604.852
2006-01-11,612.866
2006-01-12,611.933
2006-01-13,608.715
2006-01-16,610.1
2006-01-17,604.861
2006-01-18,591.92
2006-01-19,588.303
2006-01-20,588.51
2006-01-23,601.923
2006-01-24,598.071
2006-01-25,601.189
2006-01-26,607.683
2006-01-27,606.385
2006-01-30,602.727
2006-01-31,606.628
2006-02-01,607.293
2006-02-02,604.968
2006-02-03,590.85
2006-02-06,592.898
2006-02-07,588.99
2006-02-08,602.339
2006-02-09,605.584
2006-02-10,595.949
2006-02-13,592.449
2006-02-14,591.018
2006-02-15,582.977
2006-02-16,581.878
2006-02-17,586.578
2006-02-20,591.941
2006-02-21,597.84
2006-02-22,607.191
2006-02-23,607.527
2006-02-24,611.49
2006-02-27,609.54
2006-02-28,599.384
2006-03-01,607.887
2006-03-02,601.852
2006-03-03,606.102
2006-03-06,608.624
2006-03-07,596.917
2006-03-08,591.771
2006-03-09,600.124
2006-03-10,607.574
2006-03-13,614.471
2006-03-14,618.04
2006-03-15,624.183
2006-03-16,633.119
2006-03-17,638.476
2006-03-20,639.865
2006-03-21,635.469
2006-03-22,632.203
2006-03-23,635.848
2006-03-24,644.34
2006-03-27,649.811
2006-03-28,649.521
2006-03-29,649.209
2006-03-30,658.169
2006-03-31,652.414
2006-04-03,667.966
2006-04-04,674.903
2006-04-05,683.016
2006-04-06,679.075
2006-04-07,666.341
2006-04-10,666.332
2006-04-11,661.327
2006-04-12,660.187
2006-04-13,660.142
2006-04-14,660.142
2006-04-17,671.958
2006-04-18,667.667
2006-04-19,684.556
2006-04-20,685.152
2006-04-21,691.81
2006-04-24,685.259
2006-04-25,692.093
2006-04-26,696.86
2006-04-27,697.698
2006-04-28,691.733
2006-05-01,694.418
2006-05-02,698.876
2006-05-03,687.51
2006-05-04,697.114
2006-05-05,708.556
2006-05-08,707.063
2006-05-09,712.063
2006-05-10,717.466
2006-05-11,711.696
2006-05-12,696.057
2006-05-15,684.71
2006-05-16,686.621
2006-05-17,655.211
2006-05-18,651.224
2006-05-19,654.299
2006-05-22,627.07
2006-05-23,663.79
2006-05-24,644.28
2006-05-25,645.138
2006-05-26,669.213
2006-05-29,668.123
2006-05-30,654.282
2006-05-31,660.554
2006-06-01,672.535
2006-06-02,671.703
2006-06-05,673.254
2006-06-06,665.366
2006-06-07,649.184
2006-06-08,613.202
2006-06-09,631.237
2006-06-12,614.412
2006-06-13,590.041
2006-06-14,603.835
2006-06-15,616.547
2006-06-16,607.386
2006-06-19,611.315
2006-06-20,612.131
2006-06-21,617.381
2006-06-22,615.896
2006-06-23,613.631
2006-06-26,619.572
2006-06-27,610.202
2006-06-28,605.78
2006-06-29,626.128
2006-06-30,648.876
2006-07-03,653.785
2006-07-04,663.015
2006-07-05,650.682
2006-07-06,657.528
2006-07-07,655.934
2006-07-10,652.244
2006-07-11,649.829
2006-07-12,646.912
2006-07-13,636.063
2006-07-14,625.806
2006-07-17,615.785
2006-07-18,603.371
2006-07-19,631.168
2006-07-20,640.557
2006-07-21,633.29
2006-07-24,640.994
2006-07-25,638.486
2006-07-26,648.463
2006-07-27,666.344
2006-07-28,666.253
2006-07-31,665.2
2006-08-01,655.122
2006-08-02,667.619
2006-08-03,667.227
2006-08-04,677.567
2006-08-07,668.316
2006-08-08,667.959
2006-08-09,676.388
2006-08-10,665.372
2006-08-11,669.357
2006-08-14,670.235
2006-08-15,681.983
2006-08-16,690.19
2006-08-17,700.231
2006-08-18,696.817
2006-08-21,703.824
2006-08-22,701.68
2006-08-23,693.1
2006-08-24,689.209
2006-08-25,685.224
2006-08-28,689.768
2006-08-29,692.876
2006-08-30,698.906
2006-08-31,698.649
2006-09-01,694.291
2006-09-04,711.946
2006-09-05,705.859
2006-09-06,701.508
2006-09-07,689.312
2006-09-08,699.516
2006-09-11,697.729
2006-09-12,709.267
2006-09-13,715.19
2006-09-14,729.302
2006-09-15,716.444
2006-09-18,730.452
2006-09-19,729.059
2006-09-20,735.774
2006-09-21,738.539
2006-09-22,728.938
2006-09-25,716.565
2006-09-26,716.134
2006-09-27,729.454
2006-09-28,729.512
2006-09-29,726.479
2006-10-02,728.016
2006-10-03,719.625
2006-10-04,727.57
2006-10-05,742.523
2006-10-06,737.237
2006-10-09,738.416
2006-10-10,744.803
2006-10-11,747.776
2006-10-12,757.869
2006-10-13,751.643
2006-10-16,755.864
2006-10-17,743.215
2006-10-18,754.418
2006-10-19,754.938
2006-10-20,759.316
2006-10-23,760.096
2006-10-24,755.655
2006-10-25,751.138
2006-10-26,760.516
2006-10-27,764.272
2006-10-30,758.526
2006-10-31,764.636
2006-11-01,772.701
2006-11-02,763.806
2006-11-03,762.327
2006-11-06,777.385
2006-11-07,789.555
2006-11-08,790.226
2006-11-09,795.201
2006-11-10,796.294
2006-11-13,799.153
2006-11-14,799.328
2006-11-15,804.292
2006-11-16,801.605
2006-11-17,795.456
2006-11-20,793.069
2006-11-21,796.12
2006-11-22,803.14
2006-11-23,804.178
2006-11-24,800.499
2006-11-27,779.918
2006-11-28,783.228
2006-11-29,799.644
2006-11-30,796.25
2006-12-01,801.443
2006-12-04,811.591
2006-12-05,821.878
2006-12-06,820.408
2006-12-07,827.265
2006-12-08,824.829
2006-12-11,827.507
2006-12-12,856.863
2006-12-13,848.478
2006-12-14,846.616
2006-12-15,849.547
2006-12-18,847.462
2006-12-19,847.952
2006-12-20,856.184
2006-12-21,863.465
2006-12-22,862.828
2006-12-25,862.828
2006-12-26,859.028
2006-12-27,863.788
2006-12-28,864.507
2006-12-29,863.507
2007-01-01,863.507
2007-01-02,883.305
2007-01-03,871.837
2007-01-04,850.695
2007-01-05,845.021
2007-01-08,842.493
2007-01-09,842.473
2007-01-10,823.636
2007-01-11,847.289
2007-01-12,854.234
2007-01-15,864.452
2007-01-16,865.439
2007-01-17,869.097
2007-01-18,869.532
2007-01-19,880.299
2007-01-22,881.728
2007-01-23,881.477
2007-01-24,877.506
2007-01-25,882.716
2007-01-26,868.007
2007-01-29,877.293
2007-01-30,886.441
2007-01-31,882.54
2007-02-01,892.374
2007-02-02,889.991
2007-02-05,881.89
2007-02-06,891.993
2007-02-07,899.432
2007-02-08,897.915
2007-02-09,907.912
2007-02-12,891.195
2007-02-13,892.184
2007-02-14,918.111
2007-02-15,914.309
2007-02-16,911.929
2007-02-19,917.435
2007-02-20,907.115
2007-02-21,902.271
2007-02-22,896.267
2007-02-23,908.723
2007-02-26,922.22
2007-02-27,894.064
2007-02-28,864.023
2007-03-01,857.121
2007-03-02,868.873
2007-03-05,850.29
2007-03-06,855.086
2007-03-07,874.431
2007-03-08,884.25
2007-03-09,884.846
2007-03-12,889.233
2007-03-13,878.505
2007-03-14,846.534
2007-03-15,876.198
2007-03-16,878.676
2007-03-19,894.03
2007-03-20,898.33
2007-03-21,906.429
2007-03-22,922.349
2007-03-23,917.266
2007-03-26,905.628
2007-03-27,909.285
2007-03-28,901.048
2007-03-29,911.765
2007-03-30,908.668
2007-04-02,920.257
2007-04-03,934.817
2007-04-04,933.178
2007-04-05,946.529
2007-04-06,946.529
2007-04-09,940.231
2007-04-10,957.534
2007-04-11,953.601
2007-04-12,967.475
2007-04-13,972.542
2007-04-16,996.051
2007-04-17,1005.761
2007-04-18,997.178
2007-04-19,991.958
2007-04-20,1014.146
2007-04-23,1005.466
2007-04-24,999.645
2007-04-25,1016.374
2007-04-26,1030.413
2007-04-27,1030.474
2007-04-30,1035.092
2007-05-01,1034.167
2007-05-02,1028.661
2007-05-03,1012.144
2007-05-04,1015.235
2007-05-07,1026.353
2007-05-08,983.159
2007-05-09,980.2
2007-05-10,959.956
2007-05-11,989.053
2007-05-14,1003.501
2007-05-15,1017.055
2007-05-16,1013.006
2007-05-17,1003.23
2007-05-18,1010.304
2007-05-21,1001.84
2007-05-22,998.675
2007-05-23,1017.896
2007-05-24,1009.852
2007-05-25,1002.592
2007-05-28,1011.091
2007-05-29,1001.349
2007-05-30,984.749
2007-05-31,1000.0
2007-06-01,1009.022
2007-06-04,1002.811
2007-06-05,1005.615
2007-06-06,1001.344
2007-06-07,964.337
2007-06-08,955.917
2007-06-11,959.964
2007-06-12,934.766
2007-06-13,938.737
2007-06-14,951.725
2007-06-15,965.712
2007-06-18,970.044
2007-06-19,962.389
2007-06-20,984.575
2007-06-21,963.595
2007-06-22,968.244
2007-06-25,969.447
2007-06-26,953.632
2007-06-27,948.705
2007-06-28,969.015
2007-06-29,966.689
2007-07-02,973.786
2007-07-03,988.269
2007-07-04,999.83
2007-07-05,990.721
2007-07-06,994.648
2007-07-09,1001.268
2007-07-10,1001.043
2007-07-11,1005.344
2007-07-12,1022.593
2007-07-13,1031.055
2007-07-16,1040.391
2007-07-17,1032.038
2007-07-18,1039.164
2007-07-19,1042.322
2007-07-20,1034.76
2007-07-23,1042.351
2007-07-24,1035.454
2007-07-25,1008.663
2007-07-26,974.902
2007-07-27,973.428
2007-07-30,981.484
2007-07-31,997.359
2007-08-01,970.974
2007-08-02,986.091
2007-08-03,974.439
2007-08-06,960.629
2007-08-07,980.361
2007-08-08,1013.196
2007-08-09,978.326
2007-08-10,938.744
2007-08-13,958.145
2007-08-14,939.509
2007-08-15,917.274
2007-08-16,885.307
2007-08-17,928.502
2007-08-20,925.217
2007-08-21,910.396
2007-08-22,923.489
2007-08-23,937.988
2007-08-24,946.127
2007-08-27,941.631
2007-08-28,913.152
2007-08-29,924.119
2007-08-30,923.923
2007-08-31,923.496
2007-09-03,939.463
2007-09-04,940.417
2007-09-05,924.676
2007-09-06,927.149
2007-09-07,904.179
2007-09-10,901.017
2007-09-11,921.287
2007-09-12,934.66
2007-09-13,940.422
2007-09-14,918.219
2007-09-17,902.909
2007-09-18,917.905
2007-09-19,965.712
2007-09-20,964.474
2007-09-21,968.339
2007-09-24,958.008
2007-09-25,939.202
2007-09-26,946.673
2007-09-27,988.66
2007-09-28,1001.159
2007-10-01,1011.588
2007-10-02,1009.558
2007-10-03,1013.1
2007-10-04,1016.598
2007-10-05,1023.962
2007-10-08,1010.693
2007-10-09,1023.24
2007-10-10,1024.7
2007-10-11,1036.033
2007-10-12,1023.674
2007-10-15,1011.775
2007-10-16,995.494
2007-10-17,998.085
2007-10-18,992.677
2007-10-19,977.86
2007-10-22,950.998
2007-10-23,979.879
2007-10-24,953.682
2007-10-25,968.916
2007-10-26,971.783
2007-10-29,979.667
2007-10-30,988.188
2007-10-31,1004.4
2007-11-01,979.76
2007-11-02,964.806
2007-11-05,955.936
2007-11-06,961.106
2007-11-07,952.764
2007-11-08,949.946
2007-11-09,929.734
2007-11-12,935.236
2007-11-13,948.956
2007-11-14,950.951
2007-11-15,928.536
2007-11-16,922.231
2007-11-19,903.958
2007-11-20,926.305
2007-11-21,911.997
2007-11-22,913.115
2007-11-23,913.079
2007-11-26,922.158
2007-11-27,921.662
2007-11-28,953.068
2007-11-29,949.945
2007-11-30,957.092
2007-12-03,950.412
2007-12-04,943.003
2007-12-05,949.313
2007-12-06,949.828
2007-12-07,961.668
2007-12-10,970.984
2007-12-11,963.401
2007-12-12,962.44
2007-12-13,936.09
2007-12-14,923.215
2007-12-17,900.01
2007-12-18,900.335
2007-12-19,898.547
2007-12-20,891.064
2007-12-21,907.973
2007-12-24,907.015
2007-12-25,907.015
2007-12-26,917.51
2007-12-27,914.611
2007-12-28,935.412
2007-12-31,930.354
2008-01-01,930.354
2008-01-02,922.247
2008-01-03,924.103
2008-01-04,907.96
2008-01-07,907.963
2008-01-08,912.615
2008-01-09,896.969
2008-01-10,891.885
2008-01-11,884.532
2008-01-14,897.381
2008-01-15,864.776
2008-01-16,837.09
2008-01-17,832.614
2008-01-18,818.489
2008-01-21,768.505
2008-01-22,803.471
2008-01-23,766.549
2008-01-24,813.835
2008-01-25,810.022
2008-01-28,798.831
2008-01-29,809.79
2008-01-30,816.03
2008-01-31,801.5
2008-02-01,823.497
2008-02-04,832.082
2008-02-05,796.168
2008-02-06,797.952
2008-02-07,779.755
2008-02-08,771.19
2008-02-11,757.049
2008-02-12,795.002
2008-02-13,800.596
2008-02-14,807.883
2008-02-15,801.632
2008-02-18,818.864
2008-02-19,834.32
2008-02-20,814.183
2008-02-21,826.611
2008-02-22,814.326
2008-02-25,833.859
2008-02-26,854.169
2008-02-27,859.682
2008-02-28,849.267
2008-02-29,847.769
2008-03-03,848.143
2008-03-04,829.167
2008-03-05,846.226
2008-03-06,835.848
2008-03-07,821.262
2008-03-10,817.132
2008-03-11,834.099
2008-03-12,859.253
2008-03-13,851.074
2008-03-14,831.18
2008-03-17,807.065
2008-03-18,845.267
2008-03-19,840.081
2008-03-20,811.441
2008-03-21,811.441
2008-03-24,809.801
2008-03-25,866.437
2008-03-26,868.76
2008-03-27,892.52
2008-03-28,891.058
2008-03-31,887.555
2008-04-01,905.116
2008-04-02,931.44
2008-04-03,923.267
2008-04-04,919.945
2008-04-07,936.866
2008-04-08,928.626
2008-04-09,925.474
2008-04-10,919.78
2008-04-11,910.878
2008-04-14,900.831
2008-04-15,903.537
2008-04-16,945.176
2008-04-17,930.433
2008-04-18,941.779
2008-04-21,944.777
2008-04-22,938.766
2008-04-23,942.423
2008-04-24,916.544
2008-04-25,936.392
2008-04-28,937.941
2008-04-29,927.211
2008-04-30,921.329
2008-05-01,912.831
2008-05-02,937.722
2008-05-05,943.251
2008-05-06,949.131
2008-05-07,948.611
2008-05-08,942.296
2008-05-09,932.993
2008-05-12,946.759
2008-05-13,941.694
2008-05-14,929.692
2008-05-15,922.427
2008-05-16,929.057
2008-05-19,941.487
2008-05-20,929.044
2008-05-21,924.462
2008-05-22,933.23
2008-05-23,919.91
2008-05-26,921.846
2008-05-27,915.275
2008-05-28,909.786
2008-05-29,907.37
2008-05-30,912.846
2008-06-02,896.308
2008-06-03,896.726
2008-06-04,878.996
2008-06-05,885.667
2008-06-06,896.997
2008-06-09,864.721
2008-06-10,846.682
2008-06-11,839.296
2008-06-12,838.537
2008-06-13,838.546
2008-06-16,846.237
2008-06-17,855.511
2008-06-18,832.378
2008-06-19,813.495
2008-06-20,819.642
2008-06-23,790.035
2008-06-24,785.752
2008-06-25,796.529
2008-06-26,780.444
2008-06-27,753.673
2008-06-30,747.111
2008-07-01,742.059
2008-07-02,762.404
2008-07-03,757.007
2008-07-04,745.176
2008-07-07,751.779
2008-07-08,737.378
2008-07-09,755.051
2008-07-10,751.141
2008-07-11,734.28
2008-07-14,740.75
2008-07-15,730.982
2008-07-16,733.577
2008-07-17,780.889
2008-07-18,809.677
2008-07-21,819.564
2008-07-22,774.896
2008-07-23,784.082
2008-07-24,769.123
2008-07-25,773.297
2008-07-28,762.87
2008-07-29,753.267
2008-07-30,761.292
2008-07-31,764.463
2008-08-01,756.676
2008-08-04,757.646
2008-08-05,789.434
2008-08-06,800.58
2008-08-07,783.494
2008-08-08,774.796
2008-08-11,793.003
2008-08-12,784.41
2008-08-13,762.295
2008-08-14,760.618
2008-08-15,743.798
2008-08-18,746.895
2008-08-19,708.313
2008-08-20,713.17
2008-08-21,719.584
2008-08-22,740.82
2008-08-25,730.632
2008-08-26,730.804
2008-08-27,735.151
2008-08-28,744.11
2008-08-29,737.635
2008-09-01,732.09
2008-09-02,746.385
2008-09-03,737.873
2008-09-04,708.357
2008-09-05,681.144
2008-09-08,710.468
2008-09-09,704.944
2008-09-10,695.536
2008-09-11,675.592
2008-09-12,711.309
2008-09-15,682.183
2008-09-16,656.856
2008-09-17,634.982
2008-09-18,644.47
2008-09-19,710.409
2008-09-22,706.342
2008-09-23,689.33
2008-09-24,685.8
2008-09-25,701.819
2008-09-26,690.36
2008-09-29,640.44
2008-09-30,614.709
2008-10-01,621.947
2008-10-02,609.768
2008-10-03,624.752
2008-10-06,560.869
2008-10-07,552.385
2008-10-08,509.553
2008-10-09,499.872
2008-10-10,468.927
2008-10-13,504.269
2008-10-14,516.304
2008-10-15,478.521
2008-10-16,457.799
2008-10-17,466.311
2008-10-20,499.975
2008-10-21,488.145
2008-10-22,457.637
2008-10-23,461.145
2008-10-24,426.731
2008-10-27,397.488
2008-10-28,400.306
2008-10-29,440.709
2008-10-30,459.565
2008-10-31,446.366
2008-11-03,467.524
2008-11-04,514.332
2008-11-05,509.61
2008-11-06,464.794
2008-11-07,481.609
2008-11-10,485.239
2008-11-11,441.186
2008-11-12,429.724
2008-11-13,443.633
2008-11-14,448.227
2008-11-17,440.539
2008-11-18,432.948
2008-11-19,410.014
2008-11-20,395.039
2008-11-21,370.579
2008-11-24,425.23
2008-11-25,437.703
2008-11-26,428.53
2008-11-27,443.358
2008-11-28,432.549
2008-12-01,395.216
2008-12-02,426.312
2008-12-03,431.67
2008-12-04,424.656
2008-12-05,397.23
2008-12-08,460.338
2008-12-09,465.995
2008-12-10,470.094
2008-12-11,463.985
2008-12-12,447.463
2008-12-15,441.45
2008-12-16,447.673
2008-12-17,473.371
2008-12-18,489.259
2008-12-19,465.146
2008-12-22,452.752
2008-12-23,446.234
2008-12-24,442.493
2008-12-25,442.493
2008-12-26,444.503
2008-12-29,458.121
2008-12-30,464.032
2008-12-31,454.373
2009-01-01,454.373
2009-01-02,485.226
2009-01-05,479.659
2009-01-06,478.928
2009-01-07,495.307
2009-01-08,484.852
2009-01-09,468.74
2009-01-12,446.391
2009-01-13,427.091
2009-01-14,391.772
2009-01-15,388.738
2009-01-16,403.922
2009-01-19,392.626
2009-01-20,366.108
2009-01-21,388.786
2009-01-22,386.802
2009-01-23,379.508
2009-01-26,414.48
2009-01-27,407.761
2009-01-28,424.527
2009-01-29,404.475
2009-01-30,390.862
2009-02-02,375.218
2009-02-03,391.639
2009-02-04,410.589
2009-02-05,406.634
2009-02-06,436.313
2009-02-09,466.97
2009-02-10,450.394
2009-02-11,433.311
2009-02-12,431.239
2009-02-13,444.072
2009-02-16,437.797
2009-02-17,398.24
2009-02-18,403.8
2009-02-19,414.539
2009-02-20,389.533
2009-02-23,379.421
2009-02-24,372.394
2009-02-25,371.301
2009-02-26,392.682
2009-02-27,389.765
2009-03-02,365.859
2009-03-03,355.759
2009-03-04,374.896
2009-03-05,357.461
2009-03-06,358.809
2009-03-09,369.198
2009-03-10,401.056
2009-03-11,421.697
2009-03-12,429.883
2009-03-13,427.479
2009-03-16,449.049
2009-03-17,436.881
2009-03-18,442.702
2009-03-19,482.121
2009-03-20,448.116
2009-03-23,456.411
2009-03-24,439.017
2009-03-25,449.115
2009-03-26,457.229
2009-03-27,442.553
2009-03-30,413.625
2009-03-31,432.374
2009-04-01,459.915
2009-04-02,496.047
2009-04-03,493.743
2009-04-06,497.028
2009-04-07,484.252
2009-04-08,478.361
2009-04-09,487.522
2009-04-10,487.522
2009-04-13,491.833
2009-04-14,520.544
2009-04-15,497.526
2009-04-16,507.321
2009-04-17,521.785
2009-04-20,478.695
2009-04-21,493.815
2009-04-22,517.05
2009-04-23,528.652
2009-04-24,545.243
2009-04-27,541.506
2009-04-28,516.089
2009-04-29,544.236
2009-04-30,534.418
2009-05-01,534.099
2009-05-04,546.195
2009-05-05,550.013
2009-05-06,561.746
2009-05-07,564.44
2009-05-08,572.96
2009-05-11,553.923
2009-05-12,540.089
2009-05-13,520.282
2009-05-14,528.778
2009-05-15,542.205
2009-05-18,550.139
2009-05-19,567.05
2009-05-20,572.571
2009-05-21,567.273
2009-05-22,566.176
2009-05-25,566.55
2009-05-26,562.764
2009-05-27,556.307
2009-05-28,551.784
2009-05-29,568.371
2009-06-01,593.106
2009-06-02,578.356
2009-06-03,544.411
2009-06-04,549.996
2009-06-05,542.385
2009-06-08,543.775
2009-06-09,545.195
2009-06-10,566.412
2009-06-11,583.245
2009-06-12,574.054
2009-06-15,552.376
2009-06-16,557.359
2009-06-17,542.203
2009-06-18,551.246
2009-06-19,549.085
2009-06-22,523.531
2009-06-23,522.904
2009-06-24,555.107
2009-06-25,539.248
2009-06-26,556.452
2009-06-29,574.035
2009-06-30,569.939
2009-07-01,598.654
2009-07-02,566.504
2009-07-03,566.365
2009-07-06,554.532
2009-07-07,553.178
2009-07-08,543.47
2009-07-09,547.434
2009-07-10,546.506
2009-07-13,553.061
2009-07-14,556.881
2009-07-15,591.684
2009-07-16,585.28
2009-07-17,594.845
2009-07-20,604.629
2009-07-21,616.639
2009-07-22,614.243
2009-07-23,646.011
2009-07-24,652.06
2009-07-27,641.038
2009-07-28,638.072
2009-07-29,641.328
2009-07-30,665.343
2009-07-31,677.676
2009-08-03,708.504
2009-08-04,682.353
2009-08-05,676.41
2009-08-06,674.09
2009-08-07,685.566
2009-08-10,668.688
2009-08-11,640.95
2009-08-12,667.549
2009-08-13,676.568
2009-08-14,666.227
2009-08-17,639.862
2009-08-18,659.535
2009-08-19,660.182
2009-08-20,682.061
2009-08-21,717.843
2009-08-24,725.797
2009-08-25,719.019
2009-08-26,708.909
2009-08-27,711.075
2009-08-28,736.762
2009-08-31,718.566
2009-09-01,697.491
2009-09-02,673.66
2009-09-03,684.42
2009-09-04,693.558
2009-09-07,712.52
2009-09-08,721.139
2009-09-09,737.526
2009-09-10,723.994
2009-09-11,724.076
2009-09-14,717.87
2009-09-15,718.406
2009-09-16,727.322
2009-09-17,736.871
2009-09-18,736.701
2009-09-21,717.874
2009-09-22,741.061
2009-09-23,743.451
2009-09-24,720.595
2009-09-25,710.866
2009-09-28,722.583
2009-09-29,704.959
2009-09-30,705.217
2009-10-01,687.622
2009-10-02,678.413
2009-10-05,687.138
2009-10-06,715.449
2009-10-07,694.597
2009-10-08,705.041
2009-10-09,711.776
2009-10-12,717.749
2009-10-13,707.898
2009-10-14,736.263
2009-10-15,736.773
2009-10-16,730.197
2009-10-19,741.971
2009-10-20,756.37
2009-10-21,770.667
2009-10-22,756.441
2009-10-23,764.165
2009-10-26,745.018
2009-10-27,747.337
2009-10-28,749.076
2009-10-29,760.858
2009-10-30,755.484
2009-11-02,746.755
2009-11-03,716.075
2009-11-04,731.951
2009-11-05,740.168
2009-11-06,739.473
2009-11-09,773.41
2009-11-10,771.087
2009-11-11,782.887
2009-11-12,780.776
2009-11-13,774.981
2009-11-16,794.17
2009-11-17,774.641
2009-11-18,783.613
2009-11-19,764.132
2009-11-20,760.072
2009-11-23,795.283
2009-11-24,779.768
2009-11-25,786.459
2009-11-26,741.458
2009-11-27,761.088
2009-11-30,738.247
2009-12-01,760.01
2009-12-02,769.649
2009-12-03,774.335
2009-12-04,771.599
2009-12-07,759.508
2009-12-08,739.45
2009-12-09,737.088
2009-12-10,741.742
2009-12-11,733.421
2009-12-14,745.151
2009-12-15,732.582
2009-12-16,744.512
2009-12-17,716.709
2009-12-18,711.175
2009-12-21,720.998
2009-12-22,725.657
2009-12-23,733.162
2009-12-24,730.598
2009-12-25,730.598
2009-12-28,742.097
2009-12-29,746.052
2009-12-30,730.515
2009-12-31,734.229
2010-01-01,734.229
2010-01-04,752.138
2010-01-05,752.395
2010-01-06,751.154
2010-01-07,741.07
2010-01-08,743.039
2010-01-11,753.203
2010-01-12,751.66
2010-01-13,752.807
2010-01-14,755.622
2010-01-15,742.791
2010-01-18,745.731
2010-01-19,736.867
2010-01-20,712.425
2010-01-21,708.238
2010-01-22,707.989
2010-01-25,701.638
2010-01-26,688.86
2010-01-27,693.681
2010-01-28,680.256
2010-01-29,696.341
2010-02-01,711.531
2010-02-02,716.469
2010-02-03,715.098
2010-02-04,687.45
2010-02-05,670.208
2010-02-08,679.027
2010-02-09,690.585
2010-02-10,686.913
2010-02-11,692.966
2010-02-12,691.271
2010-02-15,690.069
2010-02-16,698.987
2010-02-17,706.84
2010-02-18,706.688
2010-02-19,700.45
2010-02-22,711.017
2010-02-23,700.125
2010-02-24,709.632
2010-02-25,705.539
2010-02-26,719.521
2010-03-01,721.066
2010-03-02,725.65
2010-03-03,742.742
2010-03-04,744.71
2010-03-05,759.654
2010-03-08,764.558
2010-03-09,752.062
2010-03-10,765.705
2010-03-11,766.087
2010-03-12,777.918
2010-03-15,766.363
2010-03-16,779.314
2010-03-17,778.61
2010-03-18,762.893
2010-03-19,760.263
2010-03-22,752.602
2010-03-23,761.891
2010-03-24,748.662
2010-03-25,756.588
2010-03-26,749.926
2010-03-29,750.593
2010-03-30,747.458
2010-03-31,753.566
2010-04-01,769.917
2010-04-02,769.917
2010-04-05,771.449
2010-04-06,764.297
2010-04-07,761.567
2010-04-08,751.18
2010-04-09,759.369
2010-04-12,770.46
2010-04-13,766.043
2010-04-14,780.105
2010-04-15,780.389
2010-04-16,763.253
2010-04-19,760.92
2010-04-20,772.424
2010-04-21,757.582
2010-04-22,749.405
2010-04-23,778.446
2010-04-26,773.512
2010-04-27,748.678
2010-04-28,754.436
2010-04-29,765.646
2010-04-30,766.281
2010-05-03,761.379
2010-05-04,728.344
2010-05-05,695.831
2010-05-06,664.289
2010-05-07,633.853
2010-05-10,698.601
2010-05-11,678.534
2010-05-12,698.317
2010-05-13,691.989
2010-05-14,662.044
2010-05-17,666.793
2010-05-18,677.107
2010-05-19,647.561
2010-05-20,628.013
2010-05-21,643.15
2010-05-24,642.143
2010-05-25,613.84
2010-05-26,637.909
2010-05-27,651.121
2010-05-28,656.959
2010-05-31,659.888
2010-06-01,665.025
2010-06-02,662.447
2010-06-03,676.79
2010-06-04,651.487
2010-06-07,634.516
2010-06-08,635.027
2010-06-09,662.839
2010-06-10,683.925
2010-06-11,676.298
2010-06-14,698.55
2010-06-15,714.873
2010-06-16,713.616
2010-06-17,722.196
2010-06-18,736.521
2010-06-21,737.518
2010-06-22,725.908
2010-06-23,716.794
2010-06-24,697.134
2010-06-25,697.744
2010-06-28,711.596
2010-06-29,683.217
2010-06-30,696.161
2010-07-01,683.669
2010-07-02,694.79
2010-07-05,687.282
2010-07-06,713.571
2010-07-07,723.064
2010-07-08,720.391
2010-07-09,734.495
2010-07-12,733.62
2010-07-13,767.733
2010-07-14,774.287
2010-07-15,776.85
2010-07-16,760.728
2010-07-19,763.698
2010-07-20,749.305
2010-07-21,753.97
2010-07-22,778.94
2010-07-23,751.275
2010-07-26,756.493
2010-07-27,765.795
2010-07-28,754.809
2010-07-29,764.924
2010-07-30,763.626
2010-08-02,802.08
2010-08-03,797.06
2010-08-04,787.59
2010-08-05,789.595
2010-08-06,785.696
2010-08-09,794.118
2010-08-10,773.396
2010-08-11,734.8
2010-08-12,728.315
2010-08-13,728.841
2010-08-16,737.811
2010-08-17,750.461
2010-08-18,747.51
2010-08-19,734.662
2010-08-20,710.481
2010-08-23,712.851
2010-08-24,694.39
2010-08-25,683.678
2010-08-26,699.339
2010-08-27,706.864
2010-08-30,696.257
2010-08-31,697.953
2010-09-01,737.163
2010-09-02,733.022
2010-09-03,734.735
2010-09-06,740.239
2010-09-07,725.796
2010-09-08,744.192
2010-09-09,754.519
2010-09-10,755.973
2010-09-13,775.693
2010-09-14,783.273
2010-09-15,780.671
