Date,SWEDEN LARGE VALUE Large Cap
2001-06-01,248.333
2001-06-04,247.041
2001-06-05,251.49
2001-06-06,251.521
2001-06-07,248.758
2001-06-08,246.91
2001-06-11,241.018
2001-06-12,244.109
2001-06-13,251.158
2001-06-14,251.314
2001-06-15,256.578
2001-06-18,253.485
2001-06-19,248.258
2001-06-20,244.6
2001-06-21,243.442
2001-06-22,243.951
2001-06-25,247.497
2001-06-26,245.782
2001-06-27,246.08
2001-06-28,249.683
2001-06-29,249.817
2001-07-02,251.774
2001-07-03,251.765
2001-07-04,249.269
2001-07-05,245.932
2001-07-06,238.434
2001-07-09,233.483
2001-07-10,239.001
2001-07-11,238.367
2001-07-12,238.189
2001-07-13,241.153
2001-07-16,245.616
2001-07-17,239.474
2001-07-18,241.721
2001-07-19,244.716
2001-07-20,242.226
2001-07-23,242.887
2001-07-24,241.934
2001-07-25,241.936
2001-07-26,243.381
2001-07-27,245.958
2001-07-30,247.593
2001-07-31,249.088
2001-08-01,251.162
2001-08-02,252.611
2001-08-03,254.332
2001-08-06,253.99
2001-08-07,253.409
2001-08-08,253.905
2001-08-09,252.661
2001-08-10,250.883
2001-08-13,253.232
2001-08-14,255.352
2001-08-15,259.318
2001-08-16,258.019
2001-08-17,254.611
2001-08-20,246.555
2001-08-21,247.088
2001-08-22,255.88
2001-08-23,257.085
2001-08-24,262.022
2001-08-27,261.095
2001-08-28,258.2
2001-08-29,256.842
2001-08-30,252.237
2001-08-31,252.035
2001-09-03,245.414
2001-09-04,244.416
2001-09-05,246.383
2001-09-06,244.165
2001-09-07,242.069
2001-09-10,238.046
2001-09-11,224.121
2001-09-12,227.113
2001-09-13,231.603
2001-09-14,231.123
2001-09-17,229.73
2001-09-18,221.364
2001-09-19,222.31
2001-09-20,208.337
2001-09-21,196.983
2001-09-24,203.723
2001-09-25,208.981
2001-09-26,205.228
2001-09-27,206.905
2001-09-28,211.502
2001-10-01,210.701
2001-10-02,211.489
2001-10-03,209.021
2001-10-04,217.725
2001-10-05,216.501
2001-10-08,214.572
2001-10-09,216.011
2001-10-10,218.477
2001-10-11,228.026
2001-10-12,229.516
2001-10-15,225.108
2001-10-16,225.409
2001-10-17,232.378
2001-10-18,226.212
2001-10-19,221.989
2001-10-22,218.395
2001-10-23,223.085
2001-10-24,227.845
2001-10-25,222.744
2001-10-26,225.496
2001-10-29,224.529
2001-10-30,214.552
2001-10-31,214.699
2001-11-01,215.292
2001-11-02,214.97
2001-11-05,218.046
2001-11-06,220.482
2001-11-07,224.832
2001-11-08,229.383
2001-11-09,225.198
2001-11-12,222.83
2001-11-13,228.472
2001-11-14,230.825
2001-11-15,233.041
2001-11-16,236.165
2001-11-19,237.222
2001-11-20,232.455
2001-11-21,232.62
2001-11-22,236.988
2001-11-23,237.202
2001-11-26,238.264
2001-11-27,238.874
2001-11-28,237.161
2001-11-29,237.114
2001-11-30,237.007
2001-12-03,235.685
2001-12-04,239.259
2001-12-05,249.052
2001-12-06,250.598
2001-12-07,251.294
2001-12-10,246.956
2001-12-11,244.539
2001-12-12,245.244
2001-12-13,244.517
2001-12-14,239.981
2001-12-17,245.357
2001-12-18,247.218
2001-12-19,243.87
2001-12-20,240.424
2001-12-21,242.592
2001-12-24,239.386
2001-12-25,239.386
2001-12-26,238.573
2001-12-27,246.195
2001-12-28,250.059
2001-12-31,252.091
2002-01-01,252.091
2002-01-02,253.732
2002-01-03,263.31
2002-01-04,263.478
2002-01-07,261.61
2002-01-08,255.936
2002-01-09,258.813
2002-01-10,258.253
2002-01-11,260.024
2002-01-14,252.041
2002-01-15,249.369
2002-01-16,242.65
2002-01-17,245.759
2002-01-18,248.563
2002-01-21,247.553
2002-01-22,247.536
2002-01-23,250.131
2002-01-24,248.109
2002-01-25,243.931
2002-01-28,243.501
2002-01-29,240.232
2002-01-30,237.138
2002-01-31,243.135
2002-02-01,245.787
2002-02-04,247.546
2002-02-05,247.548
2002-02-06,245.588
2002-02-07,245.002
2002-02-08,247.431
2002-02-11,251.638
2002-02-12,251.853
2002-02-13,251.474
2002-02-14,253.519
2002-02-15,252.814
2002-02-18,248.289
2002-02-19,247.039
2002-02-20,244.468
2002-02-21,247.784
2002-02-22,247.253
2002-02-25,249.309
2002-02-26,252.149
2002-02-27,257.365
2002-02-28,259.589
2002-03-01,259.4
2002-03-04,270.663
2002-03-05,271.77
2002-03-06,269.139
2002-03-07,271.766
2002-03-08,272.432
2002-03-11,271.363
2002-03-12,270.043
2002-03-13,271.851
2002-03-14,273.231
2002-03-15,273.257
2002-03-18,272.447
2002-03-19,272.51
2002-03-20,274.634
2002-03-21,276.103
2002-03-22,277.885
2002-03-25,273.951
2002-03-26,272.245
2002-03-27,269.868
2002-03-28,271.534
2002-03-29,271.534
2002-04-01,274.215
2002-04-02,274.361
2002-04-03,271.711
2002-04-04,270.833
2002-04-05,272.748
2002-04-08,268.652
2002-04-09,269.369
2002-04-10,271.425
2002-04-11,271.922
2002-04-12,272.784
2002-04-15,273.581
2002-04-16,279.915
2002-04-17,283.488
2002-04-18,282.209
2002-04-19,283.097
2002-04-22,276.863
2002-04-23,278.264
2002-04-24,274.311
2002-04-25,270.912
2002-04-26,279.854
2002-04-29,278.976
2002-04-30,280.056
2002-05-01,281.701
2002-05-02,281.0
2002-05-03,280.064
2002-05-06,279.487
2002-05-07,279.399
2002-05-08,284.9
2002-05-09,284.41
2002-05-10,284.749
2002-05-13,283.46
2002-05-14,285.38
2002-05-15,286.197
2002-05-16,286.287
2002-05-17,289.392
2002-05-20,290.218
2002-05-21,287.102
2002-05-22,287.883
2002-05-23,289.0
2002-05-24,289.677
2002-05-27,289.211
2002-05-28,289.661
2002-05-29,287.838
2002-05-30,286.619
2002-05-31,284.218
2002-06-03,285.713
2002-06-04,282.692
2002-06-05,279.008
2002-06-06,276.317
2002-06-07,267.423
2002-06-10,270.393
2002-06-11,266.077
2002-06-12,257.978
2002-06-13,259.434
2002-06-14,258.354
2002-06-17,261.066
2002-06-18,262.77
2002-06-19,254.5
2002-06-20,242.012
2002-06-21,243.508
2002-06-24,244.395
2002-06-25,250.311
2002-06-26,251.182
2002-06-27,250.26
2002-06-28,255.287
2002-07-01,259.959
2002-07-02,254.723
2002-07-03,243.779
2002-07-04,246.558
2002-07-05,254.283
2002-07-08,257.987
2002-07-09,253.773
2002-07-10,246.32
2002-07-11,232.526
2002-07-12,233.75
2002-07-15,229.397
2002-07-16,230.371
2002-07-17,242.676
2002-07-18,234.385
2002-07-19,222.895
2002-07-22,203.478
2002-07-23,192.66
2002-07-24,184.923
2002-07-25,197.187
2002-07-26,181.36
2002-07-29,198.982
2002-07-30,204.378
2002-07-31,207.41
2002-08-01,201.095
2002-08-02,188.432
2002-08-05,181.373
2002-08-06,186.874
2002-08-07,189.101
2002-08-08,193.333
2002-08-09,189.927
2002-08-12,192.548
2002-08-13,194.138
2002-08-14,192.051
2002-08-15,196.824
2002-08-16,194.677
2002-08-19,201.043
2002-08-20,202.389
2002-08-21,212.887
2002-08-22,232.528
2002-08-23,220.666
2002-08-26,220.024
2002-08-27,222.585
2002-08-28,221.781
2002-08-29,220.322
2002-08-30,218.424
2002-09-02,214.813
2002-09-03,206.27
2002-09-04,205.986
2002-09-05,204.777
2002-09-06,212.521
2002-09-09,207.675
2002-09-10,206.604
2002-09-11,217.642
2002-09-12,209.803
2002-09-13,207.121
2002-09-16,208.994
2002-09-17,205.283
2002-09-18,195.455
2002-09-19,193.975
2002-09-20,192.621
2002-09-23,185.54
2002-09-24,182.606
2002-09-25,181.1
2002-09-26,185.768
2002-09-27,185.156
2002-09-30,173.667
2002-10-01,176.433
2002-10-02,181.195
2002-10-03,176.344
2002-10-04,171.57
2002-10-07,159.333
2002-10-08,155.511
2002-10-09,155.137
2002-10-10,163.275
2002-10-11,177.935
2002-10-14,171.697
2002-10-15,185.63
2002-10-16,181.761
2002-10-17,176.7
2002-10-18,180.898
2002-10-21,190.514
2002-10-22,188.496
2002-10-23,179.366
2002-10-24,189.453
2002-10-25,188.186
2002-10-28,196.581
2002-10-29,186.873
2002-10-30,194.197
2002-10-31,201.434
2002-11-01,197.366
2002-11-04,210.907
2002-11-05,219.915
2002-11-06,215.75
2002-11-07,211.356
2002-11-08,210.092
2002-11-11,212.74
2002-11-12,220.185
2002-11-13,221.694
2002-11-14,226.171
2002-11-15,223.737
2002-11-18,229.982
2002-11-19,224.279
2002-11-20,223.171
2002-11-21,235.015
2002-11-22,241.817
2002-11-25,238.126
2002-11-26,229.98
2002-11-27,239.21
2002-11-28,242.604
2002-11-29,234.566
2002-12-02,230.318
2002-12-03,224.757
2002-12-04,223.549
2002-12-05,224.76
2002-12-06,226.656
2002-12-09,224.578
2002-12-10,222.358
2002-12-11,221.053
2002-12-12,214.359
2002-12-13,217.783
2002-12-16,219.211
2002-12-17,216.183
2002-12-18,208.777
2002-12-19,207.574
2002-12-20,207.578
2002-12-23,206.92
2002-12-24,207.965
2002-12-25,207.965
2002-12-26,208.37
2002-12-27,201.196
2002-12-30,200.937
2002-12-31,202.023
2003-01-01,202.023
2003-01-02,213.04
2003-01-03,218.077
2003-01-06,219.296
2003-01-07,223.408
2003-01-08,217.12
2003-01-09,221.038
2003-01-10,226.779
2003-01-13,231.882
2003-01-14,239.588
2003-01-15,235.728
2003-01-16,233.484
2003-01-17,225.588
2003-01-20,229.641
2003-01-21,225.71
2003-01-22,221.4
2003-01-23,221.932
2003-01-24,221.447
2003-01-27,210.776
2003-01-28,207.182
2003-01-29,204.404
2003-01-30,210.046
2003-01-31,206.424
2003-02-03,204.569
2003-02-04,193.644
2003-02-05,200.514
2003-02-06,202.811
2003-02-07,201.215
2003-02-10,195.166
2003-02-11,199.467
2003-02-12,203.897
2003-02-13,205.281
2003-02-14,206.62
2003-02-17,213.914
2003-02-18,213.51
2003-02-19,213.306
2003-02-20,206.149
2003-02-21,204.442
2003-02-24,201.508
2003-02-25,194.983
2003-02-26,193.953
2003-02-27,194.354
2003-02-28,196.353
2003-03-03,195.579
2003-03-04,192.311
2003-03-05,192.333
2003-03-06,190.796
2003-03-07,189.497
2003-03-10,185.078
2003-03-11,179.208
2003-03-12,176.454
2003-03-13,184.785
2003-03-14,195.96
2003-03-17,206.826
2003-03-18,198.927
2003-03-19,202.472
2003-03-20,202.584
2003-03-21,205.831
2003-03-24,199.774
2003-03-25,200.74
2003-03-26,200.445
2003-03-27,199.214
2003-03-28,200.963
2003-03-31,193.142
2003-04-01,198.412
2003-04-02,203.449
2003-04-03,205.473
2003-04-04,207.702
2003-04-07,216.634
2003-04-08,213.666
2003-04-09,213.95
2003-04-10,213.63
2003-04-11,212.625
2003-04-14,212.872
2003-04-15,219.008
2003-04-16,220.832
2003-04-17,223.471
2003-04-18,223.471
2003-04-21,222.788
2003-04-22,225.25
2003-04-23,225.785
2003-04-24,227.394
2003-04-25,224.735
2003-04-28,233.086
2003-04-29,245.891
2003-04-30,249.208
2003-05-01,251.671
2003-05-02,252.429
2003-05-05,256.071
2003-05-06,259.778
2003-05-07,243.129
2003-05-08,238.694
2003-05-09,244.054
2003-05-12,247.233
2003-05-13,254.299
2003-05-14,250.203
2003-05-15,251.595
2003-05-16,252.365
2003-05-19,248.654
2003-05-20,243.774
2003-05-21,242.286
2003-05-22,244.806
2003-05-23,247.843
2003-05-26,247.023
2003-05-27,253.068
2003-05-28,257.215
2003-05-29,258.435
2003-05-30,259.7
2003-06-02,260.832
2003-06-03,255.748
2003-06-04,257.844
2003-06-05,259.178
2003-06-06,263.062
2003-06-09,263.976
2003-06-10,263.77
2003-06-11,270.813
2003-06-12,274.423
2003-06-13,267.768
2003-06-16,271.399
2003-06-17,276.946
2003-06-18,276.291
2003-06-19,272.958
2003-06-20,271.31
2003-06-23,263.005
2003-06-24,255.792
2003-06-25,258.643
2003-06-26,254.976
2003-06-27,258.44
2003-06-30,257.257
2003-07-01,253.254
2003-07-02,254.521
2003-07-03,258.243
2003-07-04,258.336
2003-07-07,259.107
2003-07-08,261.536
2003-07-09,259.089
2003-07-10,255.142
2003-07-11,256.012
2003-07-14,263.497
2003-07-15,268.231
2003-07-16,262.669
2003-07-17,250.109
2003-07-18,263.988
2003-07-21,268.445
2003-07-22,266.347
2003-07-23,269.389
2003-07-24,277.007
2003-07-25,276.89
2003-07-28,286.982
2003-07-29,284.98
2003-07-30,285.157
2003-07-31,286.831
2003-08-01,282.592
2003-08-04,285.347
2003-08-05,289.551
2003-08-06,280.344
2003-08-07,281.48
2003-08-08,280.702
2003-08-11,278.984
2003-08-12,286.256
2003-08-13,291.79
2003-08-14,291.293
2003-08-15,287.519
2003-08-18,291.448
2003-08-19,296.664
2003-08-20,305.823
2003-08-21,306.484
2003-08-22,301.141
2003-08-25,297.562
2003-08-26,291.798
2003-08-27,297.308
2003-08-28,298.604
2003-08-29,297.378
2003-09-01,301.18
2003-09-02,300.63
2003-09-03,307.188
2003-09-04,311.003
2003-09-05,317.706
2003-09-08,321.771
2003-09-09,319.52
2003-09-10,312.142
2003-09-11,312.653
2003-09-12,319.37
2003-09-15,315.143
2003-09-16,319.482
2003-09-17,324.187
2003-09-18,325.739
2003-09-19,322.603
2003-09-22,320.051
2003-09-23,319.684
2003-09-24,316.518
2003-09-25,315.554
2003-09-26,315.373
2003-09-29,313.688
2003-09-30,310.094
2003-10-01,314.584
2003-10-02,314.892
2003-10-03,324.636
2003-10-06,328.846
2003-10-07,336.213
2003-10-08,340.441
2003-10-09,343.46
2003-10-10,339.647
2003-10-13,345.182
2003-10-14,348.305
2003-10-15,354.496
2003-10-16,348.351
2003-10-17,348.107
2003-10-20,346.688
2003-10-21,344.223
2003-10-22,339.033
2003-10-23,335.241
2003-10-24,343.329
2003-10-27,346.121
2003-10-28,349.096
2003-10-29,350.039
2003-10-30,348.525
2003-10-31,343.448
2003-11-03,339.696
2003-11-04,340.648
2003-11-05,333.159
2003-11-06,337.899
2003-11-07,340.821
2003-11-10,338.641
2003-11-11,333.397
2003-11-12,343.387
2003-11-13,351.628
2003-11-14,358.771
2003-11-17,346.261
2003-11-18,346.178
2003-11-19,342.924
2003-11-20,340.443
2003-11-21,340.553
2003-11-24,344.601
2003-11-25,344.452
2003-11-26,343.355
2003-11-27,346.723
2003-11-28,345.977
2003-12-01,350.285
2003-12-02,354.124
2003-12-03,356.764
2003-12-04,357.796
2003-12-05,359.682
2003-12-08,361.242
2003-12-09,363.131
2003-12-10,364.719
2003-12-11,359.265
2003-12-12,366.204
2003-12-15,371.336
2003-12-16,368.847
2003-12-17,365.073
2003-12-18,362.516
2003-12-19,364.948
2003-12-22,369.334
2003-12-23,374.719
2003-12-24,375.052
2003-12-25,375.052
2003-12-26,374.614
2003-12-29,382.15
2003-12-30,383.22
2003-12-31,385.566
2004-01-01,385.566
2004-01-02,389.77
2004-01-05,394.115
2004-01-06,394.324
2004-01-07,388.834
2004-01-08,386.01
2004-01-09,388.299
2004-01-12,385.497
2004-01-13,386.264
2004-01-14,383.185
2004-01-15,385.211
2004-01-16,379.716
2004-01-19,377.992
2004-01-20,383.629
2004-01-21,388.617
2004-01-22,395.264
2004-01-23,393.685
2004-01-26,388.341
2004-01-27,387.757
2004-01-28,388.345
2004-01-29,376.126
2004-01-30,376.821
2004-02-02,377.45
2004-02-03,376.356
2004-02-04,373.36
2004-02-05,375.067
2004-02-06,380.088
2004-02-09,379.818
2004-02-10,380.99
2004-02-11,381.678
2004-02-12,381.231
2004-02-13,378.101
2004-02-16,376.533
2004-02-17,383.611
2004-02-18,378.222
2004-02-19,378.643
2004-02-20,374.47
2004-02-23,376.196
2004-02-24,373.585
2004-02-25,367.454
2004-02-26,364.947
2004-02-27,361.561
2004-03-01,366.754
2004-03-02,365.727
2004-03-03,360.865
2004-03-04,362.776
2004-03-05,372.141
2004-03-08,372.502
2004-03-09,371.828
2004-03-10,366.042
2004-03-11,357.939
2004-03-12,355.948
2004-03-15,352.615
2004-03-16,355.569
2004-03-17,353.351
2004-03-18,353.443
2004-03-19,356.104
2004-03-22,349.015
2004-03-23,356.068
2004-03-24,348.737
2004-03-25,354.555
2004-03-26,355.264
2004-03-29,359.855
2004-03-30,360.075
2004-03-31,365.122
2004-04-01,374.548
2004-04-02,371.714
2004-04-05,374.155
2004-04-06,373.418
2004-04-07,373.768
2004-04-08,377.076
2004-04-09,377.076
2004-04-12,375.157
2004-04-13,372.084
2004-04-14,373.045
2004-04-15,367.991
2004-04-16,374.119
2004-04-19,377.288
2004-04-20,377.111
2004-04-21,371.296
2004-04-22,376.877
2004-04-23,376.885
2004-04-26,383.317
2004-04-27,386.138
2004-04-28,381.545
2004-04-29,379.435
2004-04-30,375.464
2004-05-03,376.25
2004-05-04,379.233
2004-05-05,386.198
2004-05-06,373.941
2004-05-07,368.635
2004-05-10,351.596
2004-05-11,356.107
2004-05-12,356.618
2004-05-13,366.005
2004-05-14,363.713
2004-05-17,364.656
2004-05-18,365.14
2004-05-19,374.054
2004-05-20,371.29
2004-05-21,371.101
2004-05-24,370.667
2004-05-25,371.541
2004-05-26,373.466
2004-05-27,383.596
2004-05-28,381.384
2004-05-31,381.384
2004-06-01,378.363
2004-06-02,381.724
2004-06-03,386.134
2004-06-04,389.677
2004-06-07,395.068
2004-06-08,395.448
2004-06-09,387.394
2004-06-10,387.578
2004-06-11,385.571
2004-06-14,385.068
2004-06-15,387.239
2004-06-16,386.716
2004-06-17,386.089
2004-06-18,390.584
2004-06-21,389.709
2004-06-22,388.365
2004-06-23,392.147
2004-06-24,398.162
2004-06-25,397.178
2004-06-28,402.379
2004-06-29,399.691
2004-06-30,400.444
2004-07-01,395.486
2004-07-02,399.783
2004-07-05,398.136
2004-07-06,393.962
2004-07-07,395.497
2004-07-08,398.807
2004-07-09,397.599
2004-07-12,393.793
2004-07-13,395.676
2004-07-14,399.96
2004-07-15,400.766
2004-07-16,404.392
2004-07-19,400.861
2004-07-20,399.348
2004-07-21,402.488
2004-07-22,393.897
2004-07-23,387.311
2004-07-26,389.244
2004-07-27,388.432
2004-07-28,386.467
2004-07-29,390.926
2004-07-30,390.913
2004-08-02,390.874
2004-08-03,392.037
2004-08-04,389.145
2004-08-05,393.348
2004-08-06,392.77
2004-08-09,388.609
2004-08-10,395.753
2004-08-11,387.618
2004-08-12,391.535
2004-08-13,390.376
2004-08-16,392.205
2004-08-17,390.656
2004-08-18,398.461
2004-08-19,399.361
2004-08-20,398.065
2004-08-23,401.23
2004-08-24,398.534
2004-08-25,400.918
2004-08-26,405.313
2004-08-27,404.785
2004-08-30,404.512
2004-08-31,408.484
2004-09-01,414.154
2004-09-02,414.685
2004-09-03,414.677
2004-09-06,414.671
2004-09-07,416.904
2004-09-08,419.761
2004-09-09,417.496
2004-09-10,421.698
2004-09-13,426.656
2004-09-14,426.598
2004-09-15,418.476
2004-09-16,417.853
2004-09-17,417.584
2004-09-20,417.867
2004-09-21,422.399
2004-09-22,420.302
2004-09-23,419.293
2004-09-24,417.349
2004-09-27,415.279
2004-09-28,417.622
2004-09-29,430.134
2004-09-30,433.439
2004-10-01,440.965
2004-10-04,442.288
2004-10-05,446.548
2004-10-06,441.953
2004-10-07,437.131
2004-10-08,442.844
2004-10-11,446.227
2004-10-12,439.121
2004-10-13,439.62
2004-10-14,440.716
2004-10-15,443.595
2004-10-18,444.304
2004-10-19,447.461
2004-10-20,450.03
2004-10-21,447.009
2004-10-22,448.546
2004-10-25,447.04
2004-10-26,449.243
2004-10-27,455.18
2004-10-28,458.326
2004-10-29,458.39
2004-11-01,465.087
2004-11-02,467.225
2004-11-03,472.678
2004-11-04,477.112
2004-11-05,482.143
2004-11-08,480.577
2004-11-09,478.552
2004-11-10,482.959
2004-11-11,485.995
2004-11-12,492.733
2004-11-15,492.065
2004-11-16,490.466
2004-11-17,497.09
2004-11-18,493.815
2004-11-19,496.264
2004-11-22,492.541
2004-11-23,495.437
2004-11-24,502.374
2004-11-25,511.221
2004-11-26,514.862
2004-11-29,514.995
2004-11-30,514.476
2004-12-01,518.809
2004-12-02,513.74
2004-12-03,516.633
2004-12-06,518.06
2004-12-07,520.305
2004-12-08,510.803
2004-12-09,506.892
2004-12-10,510.229
2004-12-13,516.842
2004-12-14,513.078
2004-12-15,517.407
2004-12-16,512.444
2004-12-17,506.23
2004-12-20,514.498
2004-12-21,514.595
2004-12-22,520.43
2004-12-23,525.989
2004-12-24,529.119
2004-12-27,530.06
2004-12-28,528.412
2004-12-29,528.998
2004-12-30,527.652
2004-12-31,525.167
2005-01-03,525.962
2005-01-04,517.004
2005-01-05,511.891
2005-01-06,506.204
2005-01-07,507.573
2005-01-10,515.646
2005-01-11,511.93
2005-01-12,506.976
2005-01-13,507.156
2005-01-14,505.945
2005-01-17,506.014
2005-01-18,501.145
2005-01-19,503.071
2005-01-20,496.451
2005-01-21,494.34
2005-01-24,489.54
2005-01-25,490.35
2005-01-26,492.783
2005-01-27,492.719
2005-01-28,486.398
2005-01-31,493.64
2005-02-01,497.568
2005-02-02,503.818
2005-02-03,499.029
2005-02-04,504.676
2005-02-07,503.738
2005-02-08,496.348
2005-02-09,505.53
2005-02-10,503.132
2005-02-11,517.817
2005-02-14,520.659
2005-02-15,523.926
2005-02-16,519.781
2005-02-17,526.519
2005-02-18,520.283
2005-02-21,521.53
2005-02-22,522.513
2005-02-23,526.856
2005-02-24,531.944
2005-02-25,535.535
2005-02-28,543.147
2005-03-01,543.043
2005-03-02,539.219
2005-03-03,539.06
2005-03-04,552.313
2005-03-07,548.766
2005-03-08,554.811
2005-03-09,551.223
2005-03-10,547.009
2005-03-11,554.141
2005-03-14,551.181
2005-03-15,553.6
2005-03-16,549.653
2005-03-17,548.5
2005-03-18,541.401
2005-03-21,532.136
2005-03-22,537.927
2005-03-23,531.85
2005-03-24,532.143
2005-03-25,532.143
2005-03-28,528.483
2005-03-29,526.504
2005-03-30,523.241
2005-03-31,524.305
2005-04-01,529.416
2005-04-04,521.727
2005-04-05,527.619
2005-04-06,531.65
2005-04-07,534.517
2005-04-08,531.05
2005-04-11,537.072
2005-04-12,534.038
2005-04-13,538.236
2005-04-14,537.468
2005-04-15,534.512
2005-04-18,526.678
2005-04-19,529.97
2005-04-20,535.452
2005-04-21,535.166
2005-04-22,542.43
2005-04-25,539.81
2005-04-26,535.309
2005-04-27,522.572
2005-04-28,509.848
2005-04-29,509.833
2005-05-02,508.545
2005-05-03,507.032
2005-05-04,509.636
2005-05-05,509.388
2005-05-06,512.574
2005-05-09,511.648
2005-05-10,512.583
2005-05-11,505.514
2005-05-12,504.386
2005-05-13,504.846
2005-05-16,501.423
2005-05-17,504.102
2005-05-18,511.161
2005-05-19,508.175
2005-05-20,503.519
2005-05-23,505.14
2005-05-24,505.02
2005-05-25,504.291
2005-05-26,503.153
2005-05-27,505.914
2005-05-30,504.99
2005-05-31,500.621
2005-06-01,501.28
2005-06-02,497.452
2005-06-03,494.244
2005-06-06,494.639
2005-06-07,499.585
2005-06-08,499.371
2005-06-09,491.815
2005-06-10,487.307
2005-06-13,482.913
2005-06-14,488.644
2005-06-15,488.374
2005-06-16,490.724
2005-06-17,502.106
2005-06-20,496.539
2005-06-21,494.319
2005-06-22,491.663
2005-06-23,487.136
2005-06-24,487.584
2005-06-27,479.477
2005-06-28,480.946
2005-06-29,482.904
2005-06-30,486.361
2005-07-01,485.73
2005-07-04,482.653
2005-07-05,485.489
2005-07-06,487.875
2005-07-07,480.414
2005-07-08,486.286
2005-07-11,496.075
2005-07-12,501.402
2005-07-13,504.188
2005-07-14,504.052
2005-07-15,500.523
2005-07-18,502.931
2005-07-19,501.305
2005-07-20,497.052
2005-07-21,500.849
2005-07-22,505.188
2005-07-25,499.392
2005-07-26,500.217
2005-07-27,509.772
2005-07-28,510.208
2005-07-29,512.137
2005-08-01,514.56
2005-08-02,523.479
2005-08-03,524.972
2005-08-04,526.848
2005-08-05,523.735
2005-08-08,527.059
2005-08-09,525.407
2005-08-10,534.824
2005-08-11,535.674
2005-08-12,532.587
2005-08-15,530.169
2005-08-16,526.913
2005-08-17,524.036
2005-08-18,522.487
2005-08-19,522.779
2005-08-22,526.672
2005-08-23,519.663
2005-08-24,516.714
2005-08-25,513.896
2005-08-26,510.743
2005-08-29,512.428
2005-08-30,506.075
2005-08-31,517.995
2005-09-01,526.502
2005-09-02,535.4
2005-09-05,534.833
2005-09-06,533.257
2005-09-07,531.495
2005-09-08,524.434
2005-09-09,528.476
2005-09-12,522.027
2005-09-13,520.581
2005-09-14,525.78
2005-09-15,520.374
2005-09-16,522.269
2005-09-19,517.626
2005-09-20,520.781
2005-09-21,516.839
2005-09-22,513.7
2005-09-23,507.268
2005-09-26,512.878
2005-09-27,514.223
2005-09-28,519.896
2005-09-29,522.255
2005-09-30,529.456
2005-10-03,525.452
2005-10-04,523.713
2005-10-05,521.809
2005-10-06,523.574
2005-10-07,523.588
2005-10-10,522.556
2005-10-11,523.234
2005-10-12,521.358
2005-10-13,507.539
2005-10-14,513.472
2005-10-17,507.628
2005-10-18,503.804
2005-10-19,495.034
2005-10-20,498.666
2005-10-21,495.763
2005-10-24,498.95
2005-10-25,513.016
2005-10-26,514.988
2005-10-27,517.572
2005-10-28,515.679
2005-10-31,522.216
2005-11-01,522.41
2005-11-02,524.361
2005-11-03,528.395
2005-11-04,518.141
2005-11-07,521.973
2005-11-08,523.481
2005-11-09,520.995
