Date,SINGAPORE LARGE GROWTH Large Cap
2005-11-10,524.486
2005-11-11,531.988
2005-11-14,528.041
2005-11-15,524.72
2005-11-16,527.054
2005-11-17,532.779
2005-11-18,538.275
2005-11-21,534.228
2005-11-22,533.72
2005-11-23,539.53
2005-11-24,541.533
2005-11-25,538.124
2005-11-28,547.032
2005-11-29,545.077
2005-11-30,550.782
2005-12-01,555.604
2005-12-02,557.897
2005-12-05,557.743
2005-12-06,547.871
2005-12-07,550.008
2005-12-08,552.759
2005-12-09,557.739
2005-12-12,557.575
2005-12-13,560.699
2005-12-14,559.63
2005-12-15,559.303
2005-12-16,562.374
2005-12-19,569.937
2005-12-20,570.132
2005-12-21,568.165
2005-12-22,567.686
2005-12-23,570.193
2005-12-26,570.193
2005-12-27,570.641
2005-12-28,568.822
2005-12-29,570.766
2005-12-30,569.614
2006-01-02,569.614
2006-01-03,579.602
2006-01-04,588.569
2006-01-05,590.747
2006-01-06,593.848
2006-01-09,593.36
2006-01-10,593.995
2006-01-11,590.761
2006-01-12,591.662
2006-01-13,593.213
2006-01-16,591.22
2006-01-17,586.768
2006-01-18,581.138
2006-01-19,583.455
2006-01-20,586.396
2006-01-23,588.426
2006-01-24,587.824
2006-01-25,590.141
2006-01-26,597.076
2006-01-27,597.783
2006-01-30,595.638
2006-01-31,598.483
2006-02-01,602.561
2006-02-02,598.883
2006-02-03,594.304
2006-02-06,605.435
2006-02-07,604.466
2006-02-08,601.141
2006-02-09,604.774
2006-02-10,601.208
2006-02-13,603.234
2006-02-14,611.069
2006-02-15,609.374
2006-02-16,605.73
2006-02-17,603.857
2006-02-20,607.383
2006-02-21,611.065
2006-02-22,604.647
2006-02-23,603.933
2006-02-24,609.119
2006-02-27,617.781
2006-02-28,616.718
2006-03-01,617.066
2006-03-02,615.212
2006-03-03,620.771
2006-03-06,621.86
2006-03-07,616.177
2006-03-08,615.568
2006-03-09,617.895
2006-03-10,618.869
2006-03-13,620.575
2006-03-14,621.467
2006-03-15,623.669
2006-03-16,624.17
2006-03-17,628.132
2006-03-20,634.359
2006-03-21,609.555
2006-03-22,611.892
2006-03-23,612.856
2006-03-24,613.477
2006-03-27,614.515
2006-03-28,613.438
2006-03-29,614.467
2006-03-30,617.538
2006-03-31,618.462
2006-04-03,622.601
2006-04-04,621.805
2006-04-05,623.284
2006-04-06,624.569
2006-04-07,626.096
2006-04-10,629.092
2006-04-11,630.361
2006-04-12,628.787
2006-04-13,633.324
2006-04-14,633.324
2006-04-17,632.472
2006-04-18,635.67
2006-04-19,640.455
2006-04-20,638.992
2006-04-21,643.987
2006-04-24,653.835
2006-04-25,649.144
2006-04-26,652.279
2006-04-27,659.452
2006-04-28,664.151
2006-05-01,665.603
2006-05-02,668.471
2006-05-03,680.528
2006-05-04,677.268
2006-05-05,678.055
2006-05-08,681.338
2006-05-09,669.403
2006-05-10,674.37
2006-05-11,670.767
2006-05-12,669.461
2006-05-15,637.642
2006-05-16,641.013
2006-05-17,655.558
2006-05-18,640.143
2006-05-19,637.377
2006-05-22,623.087
2006-05-23,622.447
2006-05-24,618.348
2006-05-25,612.89
2006-05-26,623.415
2006-05-29,621.37
2006-05-30,622.154
2006-05-31,610.455
2006-06-01,603.85
2006-06-02,616.96
2006-06-05,609.955
2006-06-06,604.523
2006-06-07,593.167
2006-06-08,570.994
2006-06-09,590.163
2006-06-12,594.855
2006-06-13,582.504
2006-06-14,583.59
2006-06-15,593.345
2006-06-16,616.647
2006-06-19,610.538
2006-06-20,600.381
2006-06-21,603.405
2006-06-22,611.684
2006-06-23,604.285
2006-06-26,607.253
2006-06-27,603.991
2006-06-28,603.803
2006-06-29,607.859
2006-06-30,631.863
2006-07-03,632.619
2006-07-04,638.067
2006-07-05,627.704
2006-07-06,630.377
2006-07-07,633.048
2006-07-10,630.734
2006-07-11,619.415
2006-07-12,623.802
2006-07-13,617.273
2006-07-14,607.631
2006-07-17,593.954
2006-07-18,597.683
2006-07-19,597.532
2006-07-20,611.321
2006-07-21,604.396
2006-07-24,602.068
2006-07-25,612.145
2006-07-26,614.25
2006-07-27,628.182
2006-07-28,625.333
2006-07-31,630.85
2006-08-01,631.482
2006-08-02,633.138
2006-08-03,633.268
2006-08-04,636.325
2006-08-07,635.765
2006-08-08,633.207
2006-08-09,633.69
2006-08-10,631.163
2006-08-11,629.373
2006-08-14,626.688
2006-08-15,628.056
2006-08-16,631.926
2006-08-17,641.789
2006-08-18,646.415
2006-08-21,641.635
2006-08-22,641.415
2006-08-23,642.101
2006-08-24,630.785
2006-08-25,637.064
2006-08-28,632.715
2006-08-29,645.408
2006-08-30,647.764
2006-08-31,651.531
2006-09-01,649.794
2006-09-04,658.462
2006-09-05,656.593
2006-09-06,658.033
2006-09-07,653.911
2006-09-08,654.082
2006-09-11,643.839
2006-09-12,639.561
2006-09-13,647.995
2006-09-14,649.139
2006-09-15,646.215
2006-09-18,645.936
2006-09-19,643.891
2006-09-20,639.007
2006-09-21,643.66
2006-09-22,638.642
2006-09-25,640.421
2006-09-26,639.725
2006-09-27,650.516
2006-09-28,655.265
2006-09-29,652.027
2006-10-02,659.528
2006-10-03,656.263
2006-10-04,651.874
2006-10-05,659.18
2006-10-06,660.868
2006-10-09,656.525
2006-10-10,663.012
2006-10-11,662.602
2006-10-12,660.567
2006-10-13,667.229
2006-10-16,669.229
2006-10-17,663.478
2006-10-18,671.999
2006-10-19,682.328
2006-10-20,685.313
2006-10-23,687.4
2006-10-24,687.683
2006-10-25,699.009
2006-10-26,704.151
2006-10-27,710.831
2006-10-30,702.875
2006-10-31,712.117
2006-11-01,726.879
2006-11-02,722.991
2006-11-03,714.84
2006-11-06,716.082
2006-11-07,729.964
2006-11-08,739.75
2006-11-09,747.888
2006-11-10,750.949
2006-11-13,740.846
2006-11-14,749.953
2006-11-15,761.797
2006-11-16,765.032
2006-11-17,773.135
2006-11-20,760.334
2006-11-21,767.632
2006-11-22,782.582
2006-11-23,787.728
2006-11-24,777.705
2006-11-27,786.182
2006-11-28,772.484
2006-11-29,781.924
2006-11-30,786.85
2006-12-01,790.2
2006-12-04,795.441
2006-12-05,808.523
2006-12-06,805.811
2006-12-07,810.803
2006-12-08,804.39
2006-12-11,810.404
2006-12-12,814.03
2006-12-13,803.917
2006-12-14,816.404
2006-12-15,828.127
2006-12-18,842.617
2006-12-19,814.907
2006-12-20,826.375
2006-12-21,821.702
2006-12-22,827.423
2006-12-25,827.423
2006-12-26,826.131
2006-12-27,834.852
2006-12-28,836.458
2006-12-29,843.893
2007-01-01,843.893
2007-01-02,846.154
2007-01-03,870.366
2007-01-04,866.306
2007-01-05,858.991
2007-01-08,844.519
2007-01-09,844.173
2007-01-10,827.68
2007-01-11,836.408
2007-01-12,846.026
2007-01-15,861.016
2007-01-16,869.15
2007-01-17,873.143
2007-01-18,876.156
2007-01-19,871.969
2007-01-22,892.346
2007-01-23,894.775
2007-01-24,897.521
2007-01-25,876.733
2007-01-26,868.724
2007-01-29,877.663
2007-01-30,872.08
2007-01-31,877.199
2007-02-01,894.832
2007-02-02,922.256
2007-02-05,912.908
2007-02-06,911.579
2007-02-07,915.731
2007-02-08,904.449
2007-02-09,898.316
2007-02-12,878.213
2007-02-13,871.749
2007-02-14,892.333
2007-02-15,910.504
2007-02-16,910.831
2007-02-19,910.356
2007-02-20,909.051
2007-02-21,922.148
2007-02-22,919.728
2007-02-23,921.378
2007-02-26,917.663
2007-02-27,899.901
2007-02-28,853.012
2007-03-01,845.921
2007-03-02,834.068
2007-03-05,815.524
2007-03-06,833.475
2007-03-07,838.098
2007-03-08,854.242
2007-03-09,860.223
2007-03-12,873.973
2007-03-13,862.973
2007-03-14,827.435
2007-03-15,843.198
2007-03-16,832.206
2007-03-19,849.815
2007-03-20,856.513
2007-03-21,870.027
2007-03-22,901.07
2007-03-23,897.467
2007-03-26,895.234
2007-03-27,900.939
2007-03-28,892.263
2007-03-29,905.529
2007-03-30,906.937
2007-04-02,904.728
2007-04-03,918.353
2007-04-04,941.331
2007-04-05,940.271
2007-04-06,940.271
2007-04-09,962.822
2007-04-10,967.423
2007-04-11,961.56
2007-04-12,945.764
2007-04-13,951.218
2007-04-16,974.148
2007-04-17,977.233
2007-04-18,971.029
2007-04-19,928.895
2007-04-20,954.72
2007-04-23,963.926
2007-04-24,956.638
2007-04-25,957.249
2007-04-26,972.904
2007-04-27,969.591
2007-04-30,955.676
2007-05-01,954.828
2007-05-02,965.839
2007-05-03,977.704
2007-05-04,998.686
2007-05-07,1002.55
2007-05-08,985.475
2007-05-09,989.448
2007-05-10,986.946
2007-05-11,978.241
2007-05-14,1003.435
2007-05-15,994.24
2007-05-16,1003.437
2007-05-17,1004.599
2007-05-18,1000.047
2007-05-21,1000.845
2007-05-22,1009.539
2007-05-23,1022.095
2007-05-24,1011.213
2007-05-25,994.889
2007-05-28,999.825
2007-05-29,1011.109
2007-05-30,998.401
2007-05-31,1000.0
2007-06-01,1010.166
2007-06-04,1019.936
2007-06-05,1007.469
2007-06-06,1008.756
2007-06-07,996.666
2007-06-08,978.316
2007-06-11,998.357
2007-06-12,1000.182
2007-06-13,993.59
2007-06-14,998.337
2007-06-15,994.929
2007-06-18,1014.038
2007-06-19,1016.239
2007-06-20,1017.548
2007-06-21,1015.688
2007-06-22,1012.903
2007-06-25,1011.572
2007-06-26,998.296
2007-06-27,992.648
2007-06-28,1009.049
2007-06-29,1009.566
2007-07-02,1011.963
2007-07-03,1017.784
2007-07-04,1010.434
2007-07-05,1008.828
2007-07-06,1009.4
2007-07-09,1028.607
2007-07-10,1024.386
2007-07-11,1016.989
2007-07-12,1023.704
2007-07-13,1032.083
2007-07-16,1043.169
2007-07-17,1045.016
2007-07-18,1020.604
2007-07-19,1029.994
2007-07-20,1045.907
2007-07-23,1053.433
2007-07-24,1061.467
2007-07-25,1048.141
2007-07-26,1029.564
2007-07-27,1007.329
2007-07-30,1015.944
2007-07-31,1025.109
2007-08-01,991.995
2007-08-02,990.111
2007-08-03,1003.468
2007-08-06,973.557
2007-08-07,958.937
2007-08-08,1018.564
2007-08-09,1014.468
2007-08-10,999.866
2007-08-13,1009.432
2007-08-14,1007.697
2007-08-15,972.741
2007-08-16,933.253
2007-08-17,929.983
2007-08-20,977.525
2007-08-21,946.92
2007-08-22,991.17
2007-08-23,1012.05
2007-08-24,1024.564
2007-08-27,1025.7
2007-08-28,1007.643
2007-08-29,1013.864
2007-08-30,1007.215
2007-08-31,1031.337
2007-09-03,1027.085
2007-09-04,1018.546
2007-09-05,1037.473
2007-09-06,1041.349
2007-09-07,1049.22
2007-09-10,1034.741
2007-09-11,1055.377
2007-09-12,1066.941
2007-09-13,1074.124
2007-09-14,1089.871
2007-09-17,1074.671
2007-09-18,1084.161
2007-09-19,1132.122
2007-09-20,1106.837
2007-09-21,1095.003
2007-09-24,1120.204
2007-09-25,1112.961
2007-09-26,1126.639
2007-09-27,1160.627
2007-09-28,1166.386
2007-10-01,1183.025
2007-10-02,1178.386
2007-10-03,1160.643
2007-10-04,1182.644
2007-10-05,1199.36
2007-10-08,1183.644
2007-10-09,1214.286
2007-10-10,1202.043
2007-10-11,1225.345
2007-10-12,1214.835
2007-10-15,1212.029
2007-10-16,1196.596
2007-10-17,1206.616
2007-10-18,1196.638
2007-10-19,1177.092
2007-10-22,1139.413
2007-10-23,1164.233
2007-10-24,1155.444
2007-10-25,1175.873
2007-10-26,1191.092
2007-10-29,1204.499
2007-10-30,1194.565
2007-10-31,1203.285
2007-11-01,1193.429
2007-11-02,1164.732
2007-11-05,1152.037
2007-11-06,1162.023
2007-11-07,1175.695
2007-11-08,1175.818
2007-11-09,1148.954
2007-11-12,1113.544
2007-11-13,1103.509
2007-11-14,1124.641
2007-11-15,1103.737
2007-11-16,1091.164
2007-11-19,1085.547
2007-11-20,1098.931
2007-11-21,1066.148
2007-11-22,1055.853
2007-11-23,1069.813
2007-11-26,1103.776
2007-11-27,1082.791
2007-11-28,1084.942
2007-11-29,1108.119
2007-11-30,1128.252
2007-12-03,1112.036
2007-12-04,1115.691
2007-12-05,1137.989
2007-12-06,1122.577
2007-12-07,1130.725
2007-12-10,1133.792
2007-12-11,1143.283
2007-12-12,1135.418
2007-12-13,1116.992
2007-12-14,1099.763
2007-12-17,1049.896
2007-12-18,1059.985
2007-12-19,1046.09
2007-12-20,1045.696
2007-12-21,1066.361
2007-12-24,1082.575
2007-12-25,1082.575
2007-12-26,1095.52
2007-12-27,1102.841
2007-12-28,1096.637
2007-12-31,1120.925
2008-01-01,1120.925
2008-01-02,1116.489
2008-01-03,1089.599
2008-01-04,1105.231
2008-01-07,1073.873
2008-01-08,1075.573
2008-01-09,1078.487
2008-01-10,1078.464
2008-01-11,1072.401
2008-01-14,1052.955
2008-01-15,1030.16
2008-01-16,990.23
2008-01-17,1007.025
2008-01-18,1000.248
2008-01-21,929.533
2008-01-22,922.771
2008-01-23,964.714
2008-01-24,990.565
2008-01-25,1032.659
2008-01-28,992.877
2008-01-29,993.188
2008-01-30,976.66
2008-01-31,970.305
2008-02-01,982.345
2008-02-04,1002.501
2008-02-05,994.692
2008-02-06,951.778
2008-02-07,950.602
2008-02-08,950.066
2008-02-11,926.287
2008-02-12,963.908
2008-02-13,971.497
2008-02-14,1007.545
2008-02-15,1023.528
2008-02-18,1019.277
2008-02-19,1019.872
2008-02-20,990.23
2008-02-21,999.839
2008-02-22,1001.255
2008-02-25,1014.299
2008-02-26,1020.137
2008-02-27,1036.993
2008-02-28,1025.48
2008-02-29,1006.844
2008-03-03,963.277
2008-03-04,959.548
2008-03-05,950.765
2008-03-06,952.59
2008-03-07,932.827
2008-03-10,925.029
2008-03-11,942.117
2008-03-12,964.783
2008-03-13,924.303
2008-03-14,941.362
2008-03-17,924.966
2008-03-18,944.901
2008-03-19,930.771
2008-03-20,923.648
2008-03-21,923.648
2008-03-24,958.865
2008-03-25,987.927
2008-03-26,983.539
2008-03-27,989.057
2008-03-28,990.642
2008-03-31,986.768
2008-04-01,997.823
2008-04-02,1016.964
2008-04-03,1033.751
2008-04-04,1034.8
2008-04-07,1046.649
2008-04-08,1023.011
2008-04-09,1006.045
2008-04-10,1001.873
2008-04-11,1025.528
2008-04-14,992.853
2008-04-15,1006.744
2008-04-16,1026.918
2008-04-17,1042.979
2008-04-18,1039.228
2008-04-21,1064.392
2008-04-22,1074.011
2008-04-23,1073.523
2008-04-24,1057.422
2008-04-25,1048.472
2008-04-28,1053.649
2008-04-29,1047.637
2008-04-30,1038.642
2008-05-01,1036.2
2008-05-02,1063.074
2008-05-05,1065.564
2008-05-06,1065.127
2008-05-07,1051.396
2008-05-08,1026.551
2008-05-09,1025.572
2008-05-12,1039.544
2008-05-13,1046.253
2008-05-14,1034.733
2008-05-15,1037.538
2008-05-16,1058.769
2008-05-19,1058.035
2008-05-20,1051.213
2008-05-21,1061.897
2008-05-22,1053.414
2008-05-23,1040.318
2008-05-26,1027.667
2008-05-27,1032.724
2008-05-28,1039.147
2008-05-29,1051.968
2008-05-30,1070.557
2008-06-02,1059.379
2008-06-03,1043.963
2008-06-04,1029.735
2008-06-05,1036.036
2008-06-06,1042.13
2008-06-09,1020.115
2008-06-10,997.488
2008-06-11,996.318
2008-06-12,983.668
2008-06-13,970.884
2008-06-16,1000.622
2008-06-17,1001.398
2008-06-18,1002.981
2008-06-19,989.003
2008-06-20,1007.309
2008-06-23,993.537
2008-06-24,988.632
2008-06-25,991.381
2008-06-26,984.324
2008-06-27,976.696
2008-06-30,980.677
2008-07-01,956.866
2008-07-02,953.325
2008-07-03,943.033
2008-07-04,948.26
2008-07-07,961.195
2008-07-08,945.52
2008-07-09,956.792
2008-07-10,951.751
2008-07-11,960.08
2008-07-14,960.021
2008-07-15,936.367
2008-07-16,935.275
2008-07-17,945.983
2008-07-18,931.516
2008-07-21,957.742
2008-07-22,945.491
2008-07-23,972.118
2008-07-24,968.94
2008-07-25,948.277
2008-07-28,940.917
2008-07-29,931.733
2008-07-30,943.378
2008-07-31,946.737
2008-08-01,936.957
2008-08-04,925.874
2008-08-05,910.009
2008-08-06,921.694
2008-08-07,897.127
2008-08-08,880.457
2008-08-11,886.626
2008-08-12,878.354
2008-08-13,883.912
2008-08-14,884.241
2008-08-15,870.45
2008-08-18,862.099
2008-08-19,848.596
2008-08-20,861.671
2008-08-21,852.875
2008-08-22,856.356
2008-08-25,856.871
2008-08-26,845.53
2008-08-27,846.474
2008-08-28,840.536
2008-08-29,860.1
2008-09-01,847.178
2008-09-02,861.894
2008-09-03,831.84
2008-09-04,800.727
2008-09-05,779.188
2008-09-08,818.556
2008-09-09,806.236
2008-09-10,785.625
2008-09-11,754.926
2008-09-12,778.144
2008-09-15,750.572
2008-09-16,748.754
2008-09-17,740.065
2008-09-18,742.986
2008-09-19,804.726
2008-09-22,803.611
2008-09-23,778.371
2008-09-24,770.328
2008-09-25,749.072
2008-09-26,735.591
2008-09-29,708.877
2008-09-30,715.24
2008-10-01,711.434
2008-10-02,705.723
2008-10-03,677.608
2008-10-06,629.758
2008-10-07,634.204
2008-10-08,583.68
2008-10-09,608.802
2008-10-10,564.644
2008-10-13,610.55
2008-10-14,625.3
2008-10-15,591.645
2008-10-16,551.822
2008-10-17,535.867
2008-10-20,556.188
2008-10-21,551.619
2008-10-22,507.592
2008-10-23,486.01
2008-10-24,445.724
2008-10-27,443.586
2008-10-28,490.44
2008-10-29,488.721
2008-10-30,526.879
2008-10-31,519.954
2008-11-03,551.465
2008-11-04,523.364
2008-11-05,535.507
2008-11-06,523.513
2008-11-07,550.899
2008-11-10,556.337
2008-11-11,518.094
2008-11-12,514.418
2008-11-13,509.028
2008-11-14,503.598
2008-11-17,510.537
2008-11-18,486.301
2008-11-19,486.337
2008-11-20,472.698
2008-11-21,490.201
2008-11-24,492.136
2008-11-25,499.457
2008-11-26,516.289
2008-11-27,517.491
2008-11-28,519.922
2008-12-01,497.984
2008-12-02,484.541
2008-12-03,486.827
2008-12-04,491.316
2008-12-05,495.225
2008-12-08,501.126
2008-12-09,531.054
2008-12-10,552.37
2008-12-11,549.206
2008-12-12,531.889
2008-12-15,541.311
2008-12-16,549.406
2008-12-17,555.495
2008-12-18,566.434
2008-12-19,550.895
2008-12-22,542.142
2008-12-23,538.393
2008-12-24,541.975
2008-12-25,541.975
2008-12-26,536.701
2008-12-29,541.4
2008-12-30,549.935
2008-12-31,545.863
2009-01-01,545.863
2009-01-02,565.75
2009-01-05,578.422
2009-01-06,573.56
2009-01-07,564.105
2009-01-08,551.954
2009-01-09,548.703
2009-01-12,536.413
2009-01-13,528.773
2009-01-14,524.47
2009-01-15,505.687
2009-01-16,519.048
2009-01-19,520.755
2009-01-20,510.893
2009-01-21,506.328
2009-01-22,508.905
2009-01-23,498.727
2009-01-26,501.435
2009-01-27,499.638
2009-01-28,526.341
2009-01-29,527.213
2009-01-30,519.108
2009-02-02,506.312
2009-02-03,509.409
2009-02-04,508.279
2009-02-05,509.326
2009-02-06,518.275
2009-02-09,508.397
2009-02-10,511.19
2009-02-11,512.971
2009-02-12,499.584
2009-02-13,507.54
2009-02-16,500.491
2009-02-17,484.004
2009-02-18,492.019
2009-02-19,487.129
2009-02-20,474.601
2009-02-23,493.734
2009-02-24,490.788
2009-02-25,488.323
2009-02-26,483.979
2009-02-27,472.24
2009-03-02,452.998
2009-03-03,456.987
2009-03-04,465.479
2009-03-05,454.232
2009-03-06,453.656
2009-03-09,437.037
2009-03-10,450.774
2009-03-11,455.75
2009-03-12,451.061
2009-03-13,471.118
2009-03-16,478.316
2009-03-17,470.472
2009-03-18,478.857
2009-03-19,484.921
2009-03-20,483.799
2009-03-23,508.575
2009-03-24,518.198
2009-03-25,515.759
2009-03-26,535.385
2009-03-27,530.65
2009-03-30,505.796
2009-03-31,510.562
2009-04-01,512.081
2009-04-02,545.943
2009-04-03,548.339
2009-04-06,553.739
2009-04-07,544.704
2009-04-08,538.891
2009-04-09,553.336
2009-04-10,553.336
2009-04-13,568.015
2009-04-14,580.527
2009-04-15,581.154
2009-04-16,580.971
2009-04-17,580.527
2009-04-20,571.277
2009-04-21,568.527
2009-04-22,562.382
2009-04-23,571.928
2009-04-24,576.337
2009-04-27,565.832
2009-04-28,565.094
2009-04-29,582.983
2009-04-30,609.286
2009-05-01,607.415
2009-05-04,639.222
2009-05-05,648.667
2009-05-06,678.735
2009-05-07,703.127
2009-05-08,712.811
2009-05-11,687.998
2009-05-12,695.789
2009-05-13,687.605
2009-05-14,668.973
2009-05-15,680.711
2009-05-18,697.751
2009-05-19,720.48
2009-05-20,722.552
2009-05-21,701.267
2009-05-22,720.604
2009-05-25,719.407
2009-05-26,708.997
2009-05-27,733.683
2009-05-28,728.464
2009-05-29,743.55
2009-06-01,755.054
2009-06-02,755.381
2009-06-03,752.705
2009-06-04,739.313
2009-06-05,748.279
2009-06-08,726.164
2009-06-09,733.486
2009-06-10,745.482
2009-06-11,745.155
2009-06-12,743.362
2009-06-15,718.142
2009-06-16,713.284
2009-06-17,706.669
2009-06-18,699.935
2009-06-19,706.045
2009-06-22,694.841
2009-06-23,684.783
2009-06-24,700.616
2009-06-25,705.243
2009-06-26,712.468
2009-06-29,710.673
2009-06-30,715.122
2009-07-01,722.593
2009-07-02,714.576
2009-07-03,714.48
2009-07-06,701.534
2009-07-07,705.91
2009-07-08,702.613
2009-07-09,721.283
2009-07-10,719.934
2009-07-13,704.227
2009-07-14,720.948
2009-07-15,746.434
2009-07-16,752.73
2009-07-17,762.564
2009-07-20,771.074
2009-07-21,779.38
2009-07-22,774.809
2009-07-23,787.888
2009-07-24,802.239
2009-07-27,818.017
2009-07-28,824.403
2009-07-29,820.839
2009-07-30,833.352
2009-07-31,846.408
2009-08-03,851.78
2009-08-04,840.901
2009-08-05,825.843
2009-08-06,824.854
2009-08-07,806.886
2009-08-10,805.683
2009-08-11,822.647
2009-08-12,816.164
2009-08-13,833.757
2009-08-14,835.845
2009-08-17,803.708
2009-08-18,812.737
2009-08-19,801.882
2009-08-20,811.666
2009-08-21,809.585
2009-08-24,832.774
2009-08-25,836.694
2009-08-26,835.251
2009-08-27,840.253
2009-08-28,846.774
2009-08-31,821.38
2009-09-01,824.752
2009-09-02,813.928
2009-09-03,824.147
2009-09-04,837.95
2009-09-07,847.187
2009-09-08,854.861
2009-09-09,846.538
2009-09-10,852.556
2009-09-11,860.458
2009-09-14,844.62
2009-09-15,842.7
2009-09-16,857.943
2009-09-17,861.706
2009-09-18,857.158
2009-09-21,856.735
2009-09-22,871.049
2009-09-23,871.73
2009-09-24,861.33
2009-09-25,856.592
2009-09-28,843.521
2009-09-29,851.014
2009-09-30,859.986
2009-10-01,851.066
2009-10-02,832.67
2009-10-05,825.697
2009-10-06,839.097
2009-10-07,841.262
2009-10-08,850.184
2009-10-09,852.505
2009-10-12,858.146
2009-10-13,855.245
2009-10-14,865.0
2009-10-15,864.237
2009-10-16,865.037
2009-10-19,869.339
2009-10-20,863.899
2009-10-21,861.464
2009-10-22,851.666
2009-10-23,857.754
2009-10-26,858.203
2009-10-27,850.744
2009-10-28,840.305
2009-10-29,838.442
2009-10-30,839.856
2009-11-02,837.743
2009-11-03,825.519
2009-11-04,837.534
2009-11-05,834.555
2009-11-06,846.896
2009-11-09,856.499
2009-11-10,859.054
2009-11-11,875.906
2009-11-12,866.609
2009-11-13,863.957
2009-11-16,884.18
2009-11-17,880.381
2009-11-18,871.764
2009-11-19,875.394
2009-11-20,876.508
2009-11-23,890.273
2009-11-24,883.721
2009-11-25,892.569
2009-11-26,878.211
2009-11-27,876.66
2009-11-30,869.256
2009-12-01,887.54
2009-12-02,896.361
2009-12-03,899.898
2009-12-04,887.15
2009-12-07,885.346
2009-12-08,886.458
2009-12-09,890.329
2009-12-10,885.281
2009-12-11,891.711
2009-12-14,892.258
2009-12-15,887.877
2009-12-16,896.307
2009-12-17,892.203
2009-12-18,897.365
2009-12-21,890.169
2009-12-22,902.397
2009-12-23,904.891
2009-12-24,905.705
2009-12-25,905.705
2009-12-28,913.351
2009-12-29,920.699
2009-12-30,922.783
2009-12-31,929.673
2010-01-01,929.673
2010-01-04,931.119
2010-01-05,943.31
2010-01-06,943.744
2010-01-07,932.354
2010-01-08,932.408
2010-01-11,939.492
2010-01-12,935.349
2010-01-13,928.188
2010-01-14,933.715
2010-01-15,931.732
2010-01-18,935.707
2010-01-19,931.262
2010-01-20,920.741
2010-01-21,902.62
2010-01-22,894.248
2010-01-25,895.221
2010-01-26,865.569
2010-01-27,851.301
2010-01-28,870.362
2010-01-29,863.168
2010-02-01,856.728
2010-02-02,854.368
2010-02-03,865.767
2010-02-04,854.108
2010-02-05,832.202
2010-02-08,835.782
2010-02-09,857.241
2010-02-10,853.776
2010-02-11,865.048
2010-02-12,864.964
2010-02-15,866.189
2010-02-16,870.071
2010-02-17,875.845
2010-02-18,865.81
2010-02-19,857.614
2010-02-22,861.972
2010-02-23,872.303
2010-02-24,868.44
2010-02-25,861.048
2010-02-26,865.59
2010-03-01,870.725
2010-03-02,868.444
2010-03-03,876.189
2010-03-04,868.94
2010-03-05,880.792
2010-03-08,895.066
2010-03-09,897.286
2010-03-10,904.574
2010-03-11,907.836
2010-03-12,909.266
2010-03-15,903.528
2010-03-16,917.017
2010-03-17,926.328
2010-03-18,918.383
2010-03-19,919.595
2010-03-22,900.999
2010-03-23,905.327
2010-03-24,893.708
2010-03-25,896.707
2010-03-26,902.46
2010-03-29,916.585
2010-03-30,918.467
2010-03-31,899.046
2010-04-01,915.12
2010-04-02,915.12
2010-04-05,924.575
2010-04-06,925.234
2010-04-07,928.988
2010-04-08,922.164
2010-04-09,927.036
2010-04-12,928.952
2010-04-13,923.4
2010-04-14,948.105
2010-04-15,944.966
2010-04-16,944.464
2010-04-19,923.646
2010-04-20,932.302
2010-04-21,928.205
2010-04-22,929.315
2010-04-23,933.315
2010-04-26,941.144
2010-04-27,935.084
2010-04-28,913.494
2010-04-29,925.144
2010-04-30,930.775
2010-05-03,919.194
2010-05-04,902.432
2010-05-05,884.885
2010-05-06,884.548
2010-05-07,881.278
2010-05-10,911.867
2010-05-11,907.353
2010-05-12,919.092
2010-05-13,909.24
2010-05-14,904.017
2010-05-17,892.398
2010-05-18,899.305
2010-05-19,863.501
2010-05-20,846.699
2010-05-21,833.692
2010-05-24,842.188
2010-05-25,812.369
2010-05-26,833.248
2010-05-27,846.468
2010-05-28,848.157
2010-05-31,856.304
2010-06-01,829.771
2010-06-02,834.738
2010-06-03,859.765
2010-06-04,860.267
2010-06-07,838.551
2010-06-08,838.862
2010-06-09,840.775
2010-06-10,853.954
2010-06-11,860.72
2010-06-14,873.028
2010-06-15,875.9
2010-06-16,888.431
2010-06-17,888.391
2010-06-18,892.228
2010-06-21,917.62
2010-06-22,908.665
2010-06-23,899.453
2010-06-24,886.09
2010-06-25,891.458
2010-06-28,898.279
2010-06-29,875.889
2010-06-30,882.531
2010-07-01,874.776
2010-07-02,880.867
2010-07-05,880.346
2010-07-06,892.509
2010-07-07,883.253
2010-07-08,899.647
2010-07-09,908.061
2010-07-12,906.886
2010-07-13,913.1
2010-07-14,921.993
2010-07-15,918.874
2010-07-16,920.601
2010-07-19,913.64
2010-07-20,916.556
2010-07-21,912.066
2010-07-22,920.375
2010-07-23,926.707
2010-07-26,938.438
2010-07-27,947.36
2010-07-28,946.86
2010-07-29,957.641
2010-07-30,957.612
2010-08-02,974.989
2010-08-03,970.636
2010-08-04,965.509
2010-08-05,965.494
2010-08-06,968.564
2010-08-09,968.456
2010-08-10,959.212
2010-08-11,939.829
2010-08-12,934.425
2010-08-13,945.927
2010-08-16,955.689
2010-08-17,954.991
2010-08-18,957.563
2010-08-19,960.023
2010-08-20,952.979
2010-08-23,953.878
2010-08-24,944.855
2010-08-25,946.665
