Date,IRELAND VALUE Standard (Large+Mid Cap)
2005-11-09,562.655
2005-11-10,569.081
2005-11-11,570.512
2005-11-14,570.07
2005-11-15,567.78
2005-11-16,562.318
2005-11-17,562.448
2005-11-18,566.842
2005-11-21,571.175
2005-11-22,571.528
2005-11-23,580.422
2005-11-24,577.545
2005-11-25,577.073
2005-11-28,581.175
2005-11-29,577.153
2005-11-30,581.705
2005-12-01,584.22
2005-12-02,587.625
2005-12-05,593.525
2005-12-06,593.248
2005-12-07,586.666
2005-12-08,590.801
2005-12-09,594.823
2005-12-12,603.372
2005-12-13,597.824
2005-12-14,599.086
2005-12-15,593.441
2005-12-16,601.899
2005-12-19,596.011
2005-12-20,590.726
2005-12-21,587.79
2005-12-22,585.03
2005-12-23,594.706
2005-12-26,594.706
2005-12-27,594.406
2005-12-28,601.818
2005-12-29,601.043
2005-12-30,593.12
2006-01-02,593.12
2006-01-03,609.323
2006-01-04,617.899
2006-01-05,617.211
2006-01-06,622.727
2006-01-09,620.18
2006-01-10,609.109
2006-01-11,615.679
2006-01-12,616.197
2006-01-13,614.851
2006-01-16,618.43
2006-01-17,615.421
2006-01-18,608.058
2006-01-19,610.561
2006-01-20,609.253
2006-01-23,616.511
2006-01-24,620.43
2006-01-25,623.421
2006-01-26,626.601
2006-01-27,629.221
2006-01-30,625.61
2006-01-31,628.994
2006-02-01,628.298
2006-02-02,624.611
2006-02-03,626.947
2006-02-06,624.113
2006-02-07,615.548
2006-02-08,611.63
2006-02-09,618.038
2006-02-10,617.529
2006-02-13,621.703
2006-02-14,623.689
2006-02-15,630.626
2006-02-16,635.844
2006-02-17,644.273
2006-02-20,649.735
2006-02-21,650.263
2006-02-22,656.079
2006-02-23,660.944
2006-02-24,657.577
2006-02-27,660.352
2006-02-28,660.712
2006-03-01,661.095
2006-03-02,658.276
2006-03-03,654.2
2006-03-06,656.538
2006-03-07,643.825
2006-03-08,645.412
2006-03-09,648.691
2006-03-10,650.728
2006-03-13,661.0
2006-03-14,658.851
2006-03-15,664.014
2006-03-16,660.409
2006-03-17,665.767
2006-03-20,675.764
2006-03-21,672.472
2006-03-22,674.249
2006-03-23,670.908
2006-03-24,682.347
2006-03-27,678.404
2006-03-28,672.844
2006-03-29,662.947
2006-03-30,681.286
2006-03-31,683.06
2006-04-03,685.844
2006-04-04,689.457
2006-04-05,688.872
2006-04-06,682.718
2006-04-07,666.248
2006-04-10,670.324
2006-04-11,662.364
2006-04-12,655.588
2006-04-13,660.152
2006-04-14,660.152
2006-04-17,670.637
2006-04-18,663.077
2006-04-19,668.639
2006-04-20,665.879
2006-04-21,679.159
2006-04-24,673.114
2006-04-25,681.737
2006-04-26,686.261
2006-04-27,688.515
2006-04-28,699.621
2006-05-01,700.843
2006-05-02,698.374
2006-05-03,694.514
2006-05-04,694.772
2006-05-05,701.159
2006-05-08,703.082
2006-05-09,704.817
2006-05-10,702.095
2006-05-11,694.509
2006-05-12,688.911
2006-05-15,677.147
2006-05-16,692.746
2006-05-17,678.263
2006-05-18,675.648
2006-05-19,665.883
2006-05-22,654.207
2006-05-23,676.312
2006-05-24,670.164
2006-05-25,677.272
2006-05-26,682.921
2006-05-29,687.65
2006-05-30,684.746
2006-05-31,677.346
2006-06-01,686.6
2006-06-02,696.947
2006-06-05,697.54
2006-06-06,661.427
2006-06-07,664.839
2006-06-08,641.212
2006-06-09,654.877
2006-06-12,639.603
2006-06-13,615.016
2006-06-14,628.116
2006-06-15,656.807
2006-06-16,663.334
2006-06-19,662.591
2006-06-20,657.078
2006-06-21,658.885
2006-06-22,654.982
2006-06-23,648.058
2006-06-26,655.212
2006-06-27,660.588
2006-06-28,651.893
2006-06-29,658.772
2006-06-30,683.282
2006-07-03,687.885
2006-07-04,685.82
2006-07-05,671.152
2006-07-06,677.419
2006-07-07,682.765
2006-07-10,684.5
2006-07-11,679.013
2006-07-12,677.006
2006-07-13,664.897
2006-07-14,644.525
2006-07-17,630.91
2006-07-18,632.353
2006-07-19,658.988
2006-07-20,669.798
2006-07-21,665.678
2006-07-24,671.137
2006-07-25,661.9
2006-07-26,662.54
2006-07-27,677.293
2006-07-28,682.365
2006-07-31,682.146
2006-08-01,688.502
2006-08-02,709.371
2006-08-03,704.798
2006-08-04,717.631
2006-08-07,707.341
2006-08-08,710.627
2006-08-09,723.16
2006-08-10,709.028
2006-08-11,703.965
2006-08-14,712.291
2006-08-15,723.649
2006-08-16,731.567
2006-08-17,733.53
2006-08-18,727.467
2006-08-21,733.294
2006-08-22,730.183
2006-08-23,727.314
2006-08-24,725.42
2006-08-25,728.38
2006-08-28,729.546
2006-08-29,734.062
2006-08-30,741.693
2006-08-31,740.97
2006-09-01,738.612
2006-09-04,744.887
2006-09-05,743.02
2006-09-06,735.042
2006-09-07,727.001
2006-09-08,715.483
2006-09-11,706.821
2006-09-12,711.688
2006-09-13,715.001
2006-09-14,722.679
2006-09-15,719.492
2006-09-18,723.162
2006-09-19,729.118
2006-09-20,745.425
2006-09-21,746.168
2006-09-22,750.182
2006-09-25,742.889
2006-09-26,741.521
2006-09-27,746.886
2006-09-28,746.761
2006-09-29,747.68
2006-10-02,748.759
2006-10-03,740.133
2006-10-04,744.879
2006-10-05,741.908
2006-10-06,734.946
2006-10-09,745.155
2006-10-10,741.861
2006-10-11,739.451
2006-10-12,752.037
2006-10-13,749.846
2006-10-16,756.884
2006-10-17,748.06
2006-10-18,747.081
2006-10-19,752.392
2006-10-20,747.553
2006-10-23,737.542
2006-10-24,747.016
2006-10-25,748.305
2006-10-26,756.102
2006-10-27,758.579
2006-10-30,758.258
2006-10-31,768.974
2006-11-01,767.077
2006-11-02,759.016
2006-11-03,752.642
2006-11-06,759.266
2006-11-07,777.487
2006-11-08,774.905
2006-11-09,782.129
2006-11-10,786.136
2006-11-13,781.087
2006-11-14,776.807
2006-11-15,780.945
2006-11-16,786.469
2006-11-17,790.712
2006-11-20,787.758
2006-11-21,798.755
2006-11-22,808.969
2006-11-23,807.96
2006-11-24,813.251
2006-11-27,800.783
2006-11-28,787.796
2006-11-29,799.276
2006-11-30,803.673
2006-12-01,800.124
2006-12-04,809.042
2006-12-05,814.865
2006-12-06,831.191
2006-12-07,824.859
2006-12-08,826.857
2006-12-11,823.253
2006-12-12,825.101
2006-12-13,823.279
2006-12-14,834.703
2006-12-15,851.468
2006-12-18,843.848
2006-12-19,846.376
2006-12-20,857.853
2006-12-21,861.494
2006-12-22,853.943
2006-12-25,853.943
2006-12-26,852.612
2006-12-27,855.673
2006-12-28,862.063
2006-12-29,858.855
2007-01-01,858.855
2007-01-02,885.431
2007-01-03,865.924
2007-01-04,855.346
2007-01-05,852.512
2007-01-08,839.661
2007-01-09,839.437
2007-01-10,829.413
2007-01-11,827.404
2007-01-12,832.213
2007-01-15,840.533
2007-01-16,828.838
2007-01-17,826.827
2007-01-18,825.457
2007-01-19,836.306
2007-01-22,837.286
2007-01-23,839.195
2007-01-24,848.154
2007-01-25,838.671
2007-01-26,826.133
2007-01-29,831.02
2007-01-30,829.773
2007-01-31,825.966
2007-02-01,839.911
2007-02-02,853.705
2007-02-05,848.996
2007-02-06,857.217
2007-02-07,859.538
2007-02-08,864.036
2007-02-09,871.793
2007-02-12,864.567
2007-02-13,869.463
2007-02-14,888.72
2007-02-15,901.973
2007-02-16,904.477
2007-02-19,912.472
2007-02-20,910.939
2007-02-21,911.219
2007-02-22,900.687
2007-02-23,900.328
2007-02-26,898.282
2007-02-27,866.429
2007-02-28,853.952
2007-03-01,829.637
2007-03-02,831.461
2007-03-05,820.822
2007-03-06,825.246
2007-03-07,841.995
2007-03-08,863.68
2007-03-09,868.157
2007-03-12,878.566
2007-03-13,870.598
2007-03-14,834.712
2007-03-15,844.892
2007-03-16,848.083
2007-03-19,859.162
2007-03-20,857.396
2007-03-21,853.542
2007-03-22,873.457
2007-03-23,860.77
2007-03-26,858.054
2007-03-27,849.783
2007-03-28,834.462
2007-03-29,851.246
2007-03-30,847.955
2007-04-02,840.759
2007-04-03,841.398
2007-04-04,835.787
2007-04-05,839.199
2007-04-06,839.199
2007-04-09,834.827
2007-04-10,854.64
2007-04-11,856.288
2007-04-12,857.127
2007-04-13,868.971
2007-04-16,888.792
2007-04-17,888.76
2007-04-18,880.903
2007-04-19,878.638
2007-04-20,890.175
2007-04-23,889.425
2007-04-24,885.978
2007-04-25,886.66
2007-04-26,882.805
2007-04-27,865.337
2007-04-30,864.501
2007-05-01,863.637
2007-05-02,885.079
2007-05-03,895.271
2007-05-04,893.63
2007-05-07,895.866
2007-05-08,876.766
2007-05-09,867.479
2007-05-10,862.79
2007-05-11,875.108
2007-05-14,873.838
2007-05-15,877.522
2007-05-16,875.933
2007-05-17,871.601
2007-05-18,880.813
2007-05-21,890.566
2007-05-22,890.208
2007-05-23,903.349
2007-05-24,888.289
2007-05-25,900.461
2007-05-28,902.818
2007-05-29,904.927
2007-05-30,895.675
2007-05-31,889.349
2007-06-01,889.577
2007-06-04,893.854
2007-06-05,869.493
2007-06-06,848.84
2007-06-07,848.927
2007-06-08,840.482
2007-06-11,854.023
2007-06-12,846.384
2007-06-13,837.019
2007-06-14,860.038
2007-06-15,877.552
2007-06-18,877.72
2007-06-19,879.617
2007-06-20,880.775
2007-06-21,856.759
2007-06-22,851.169
2007-06-25,847.18
2007-06-26,849.312
2007-06-27,830.223
2007-06-28,836.292
2007-06-29,838.632
2007-07-02,850.48
2007-07-03,855.477
2007-07-04,864.754
2007-07-05,850.596
2007-07-06,864.898
2007-07-09,859.903
2007-07-10,851.042
2007-07-11,843.557
2007-07-12,842.892
2007-07-13,850.302
2007-07-16,856.674
2007-07-17,852.16
2007-07-18,852.495
2007-07-19,860.497
2007-07-20,847.682
2007-07-23,845.086
2007-07-24,821.191
2007-07-25,799.656
2007-07-26,773.966
2007-07-27,764.432
2007-07-30,754.287
2007-07-31,793.058
2007-08-01,791.86
2007-08-02,809.374
2007-08-03,794.235
2007-08-06,791.952
2007-08-07,813.327
2007-08-08,846.884
2007-08-09,814.379
2007-08-10,771.621
2007-08-13,796.386
2007-08-14,777.705
2007-08-15,770.391
2007-08-16,735.784
2007-08-17,756.29
2007-08-20,760.651
2007-08-21,769.845
2007-08-22,778.785
2007-08-23,788.896
2007-08-24,792.056
2007-08-27,790.959
2007-08-28,763.112
2007-08-29,771.907
2007-08-30,775.434
2007-08-31,783.109
2007-09-03,784.394
2007-09-04,788.271
2007-09-05,766.08
2007-09-06,770.555
2007-09-07,756.036
2007-09-10,746.344
2007-09-11,756.182
2007-09-12,744.906
2007-09-13,744.075
2007-09-14,720.836
2007-09-17,684.215
2007-09-18,683.833
2007-09-19,732.936
2007-09-20,727.99
2007-09-21,730.398
2007-09-24,717.623
2007-09-25,706.962
2007-09-26,712.232
2007-09-27,741.118
2007-09-28,759.968
2007-10-01,772.186
2007-10-02,798.705
2007-10-03,807.233
2007-10-04,808.298
2007-10-05,820.366
2007-10-08,805.135
2007-10-09,806.733
2007-10-10,799.399
2007-10-11,787.803
2007-10-12,764.122
2007-10-15,750.014
2007-10-16,746.164
2007-10-17,754.005
2007-10-18,749.372
2007-10-19,744.486
2007-10-22,726.112
2007-10-23,741.495
2007-10-24,734.281
2007-10-25,744.55
2007-10-26,760.589
2007-10-29,761.866
2007-10-30,763.277
2007-10-31,782.914
2007-11-01,754.69
2007-11-02,736.211
2007-11-05,715.027
2007-11-06,701.987
2007-11-07,686.251
2007-11-08,672.957
2007-11-09,682.29
2007-11-12,685.551
2007-11-13,696.945
2007-11-14,664.204
2007-11-15,665.093
2007-11-16,669.167
2007-11-19,654.292
2007-11-20,642.456
2007-11-21,618.384
2007-11-22,605.827
2007-11-23,644.873
2007-11-26,641.508
2007-11-27,655.825
2007-11-28,681.873
2007-11-29,682.537
2007-11-30,705.532
2007-12-03,690.653
2007-12-04,681.272
2007-12-05,688.973
2007-12-06,712.756
2007-12-07,718.667
2007-12-10,731.238
2007-12-11,717.243
2007-12-12,718.516
2007-12-13,682.412
2007-12-14,681.423
2007-12-17,655.793
2007-12-18,654.518
2007-12-19,642.689
2007-12-20,641.806
2007-12-21,661.501
2007-12-24,671.803
2007-12-25,671.803
2007-12-26,676.42
2007-12-27,672.895
2007-12-28,685.273
2007-12-31,679.493
2008-01-01,679.493
2008-01-02,688.755
2008-01-03,686.978
2008-01-04,690.058
2008-01-07,675.719
2008-01-08,685.054
2008-01-09,665.968
2008-01-10,652.766
2008-01-11,658.945
2008-01-14,674.042
2008-01-15,642.152
2008-01-16,640.238
2008-01-17,643.373
2008-01-18,641.487
2008-01-21,608.232
2008-01-22,632.179
2008-01-23,625.834
2008-01-24,681.358
2008-01-25,682.765
2008-01-28,666.115
2008-01-29,668.886
2008-01-30,676.013
2008-01-31,664.146
2008-02-01,688.833
2008-02-04,686.045
2008-02-05,649.614
2008-02-06,650.754
2008-02-07,632.007
2008-02-08,640.288
2008-02-11,623.71
2008-02-12,643.945
2008-02-13,629.936
2008-02-14,622.181
2008-02-15,609.429
2008-02-18,620.73
2008-02-19,626.481
2008-02-20,628.586
2008-02-21,629.617
2008-02-22,620.518
2008-02-25,642.543
2008-02-26,664.532
2008-02-27,665.2
2008-02-28,657.028
2008-02-29,646.214
2008-03-03,633.641
2008-03-04,618.132
2008-03-05,635.691
2008-03-06,622.436
2008-03-07,625.934
2008-03-10,624.027
2008-03-11,630.176
2008-03-12,649.813
2008-03-13,631.356
2008-03-14,629.149
2008-03-17,602.022
2008-03-18,621.89
2008-03-19,622.982
2008-03-20,667.955
2008-03-21,667.955
2008-03-24,667.002
2008-03-25,690.796
2008-03-26,679.934
2008-03-27,685.59
2008-03-28,667.287
2008-03-31,674.542
2008-04-01,694.556
2008-04-02,710.167
2008-04-03,677.305
2008-04-04,689.45
2008-04-07,695.836
2008-04-08,689.814
2008-04-09,678.86
2008-04-10,672.137
2008-04-11,659.99
2008-04-14,647.357
2008-04-15,635.364
2008-04-16,655.868
2008-04-17,656.299
2008-04-18,672.075
2008-04-21,670.832
2008-04-22,664.132
2008-04-23,664.985
2008-04-24,651.101
2008-04-25,654.88
2008-04-28,667.42
2008-04-29,662.71
2008-04-30,659.172
2008-05-01,654.155
2008-05-02,669.761
2008-05-05,673.108
2008-05-06,670.556
2008-05-07,670.632
2008-05-08,678.777
2008-05-09,669.293
2008-05-12,679.503
2008-05-13,655.359
2008-05-14,657.438
2008-05-15,661.07
2008-05-16,662.669
2008-05-19,664.474
2008-05-20,654.216
2008-05-21,632.679
2008-05-22,632.066
2008-05-23,628.025
2008-05-26,635.79
2008-05-27,635.991
2008-05-28,632.423
2008-05-29,631.292
2008-05-30,633.848
2008-06-02,633.359
2008-06-03,600.19
2008-06-04,595.049
2008-06-05,594.233
2008-06-06,578.216
2008-06-09,556.13
2008-06-10,539.559
2008-06-11,524.961
2008-06-12,535.159
2008-06-13,538.162
2008-06-16,538.499
2008-06-17,542.491
2008-06-18,516.797
2008-06-19,511.255
2008-06-20,500.364
2008-06-23,482.358
2008-06-24,476.332
2008-06-25,490.576
2008-06-26,470.613
2008-06-27,476.442
2008-06-30,454.683
2008-07-01,440.876
2008-07-02,438.047
2008-07-03,441.104
2008-07-04,421.973
2008-07-07,409.078
2008-07-08,368.165
2008-07-09,390.682
2008-07-10,382.939
2008-07-11,352.645
2008-07-14,364.674
2008-07-15,340.558
2008-07-16,354.599
2008-07-17,395.332
2008-07-18,417.598
2008-07-21,439.735
2008-07-22,411.04
2008-07-23,442.705
2008-07-24,426.238
2008-07-25,406.124
2008-07-28,366.203
2008-07-29,367.446
2008-07-30,388.032
2008-07-31,387.489
2008-08-01,384.852
2008-08-04,390.83
2008-08-05,435.355
2008-08-06,446.776
2008-08-07,429.536
2008-08-08,430.61
2008-08-11,451.926
2008-08-12,426.267
2008-08-13,404.009
2008-08-14,420.903
2008-08-15,415.741
2008-08-18,406.642
2008-08-19,382.392
2008-08-20,374.218
2008-08-21,369.524
2008-08-22,378.702
2008-08-25,375.494
2008-08-26,370.326
2008-08-27,379.495
2008-08-28,403.944
2008-08-29,402.423
2008-09-01,397.885
2008-09-02,407.752
2008-09-03,402.294
2008-09-04,389.365
2008-09-05,365.058
2008-09-08,405.226
2008-09-09,401.457
2008-09-10,372.549
2008-09-11,350.592
2008-09-12,358.951
2008-09-15,335.735
2008-09-16,314.956
2008-09-17,277.453
2008-09-18,261.22
2008-09-19,331.926
2008-09-22,313.545
2008-09-23,297.181
2008-09-24,296.144
2008-09-25,303.561
2008-09-26,293.69
2008-09-29,222.367
2008-09-30,268.511
2008-10-01,285.039
2008-10-02,310.717
2008-10-03,336.194
2008-10-06,271.901
2008-10-07,226.165
2008-10-08,192.821
2008-10-09,188.019
2008-10-10,175.843
2008-10-13,153.866
2008-10-14,155.231
2008-10-15,147.213
2008-10-16,138.778
2008-10-17,138.575
2008-10-20,141.694
2008-10-21,149.597
2008-10-22,131.018
2008-10-23,129.575
2008-10-24,116.204
2008-10-27,102.87
2008-10-28,101.19
2008-10-29,119.252
2008-10-30,127.906
2008-10-31,156.945
2008-11-03,149.364
2008-11-04,158.156
2008-11-05,161.872
2008-11-06,133.997
2008-11-07,128.492
2008-11-10,127.763
2008-11-11,115.672
2008-11-12,102.775
2008-11-13,99.926
2008-11-14,94.232
2008-11-17,82.029
2008-11-18,73.519
2008-11-19,77.335
2008-11-20,72.406
2008-11-21,77.04
2008-11-24,83.879
2008-11-25,83.488
2008-11-26,83.68
2008-11-27,86.857
2008-11-28,84.221
2008-12-01,82.16
2008-12-02,82.38
2008-12-03,78.915
2008-12-04,78.63
2008-12-05,77.174
2008-12-08,85.458
2008-12-09,89.213
2008-12-10,89.832
2008-12-11,90.496
2008-12-12,86.737
2008-12-15,90.889
2008-12-16,90.172
2008-12-17,97.18
2008-12-18,91.082
2008-12-19,82.524
2008-12-22,82.447
2008-12-23,83.203
2008-12-24,82.981
2008-12-25,82.981
2008-12-26,83.381
2008-12-29,84.695
2008-12-30,83.621
2008-12-31,81.712
2009-01-01,81.712
2009-01-02,84.269
2009-01-05,84.559
2009-01-06,88.23
2009-01-07,89.475
2009-01-08,90.706
2009-01-09,89.993
2009-01-12,85.991
2009-01-13,84.738
2009-01-14,77.745
2009-01-15,77.633
2009-01-16,76.175
2009-01-19,68.059
2009-01-20,63.534
2009-01-21,62.385
2009-01-22,65.736
2009-01-23,66.714
2009-01-26,72.528
2009-01-27,74.732
2009-01-28,80.93
2009-01-29,73.223
2009-01-30,71.699
2009-02-02,70.881
2009-02-03,70.2
2009-02-04,72.693
2009-02-05,71.401
2009-02-06,75.413
2009-02-09,76.56
2009-02-10,74.932
2009-02-11,73.371
2009-02-12,70.272
2009-02-13,69.991
2009-02-16,64.029
2009-02-17,60.725
2009-02-18,59.489
2009-02-19,59.813
2009-02-20,55.456
2009-02-23,55.434
2009-02-24,56.355
2009-02-25,57.719
2009-02-26,57.22
2009-02-27,57.661
2009-03-02,53.672
2009-03-03,54.087
2009-03-04,62.731
2009-03-05,58.036
2009-03-06,54.887
2009-03-09,51.508
2009-03-10,53.001
2009-03-11,55.58
2009-03-12,57.458
2009-03-13,59.909
2009-03-16,63.585
2009-03-17,63.757
2009-03-18,65.884
2009-03-19,69.127
2009-03-20,69.241
2009-03-23,70.323
2009-03-24,67.962
2009-03-25,69.45
2009-03-26,69.211
2009-03-27,68.462
2009-03-30,66.16
2009-03-31,67.844
2009-04-01,72.481
2009-04-02,74.924
2009-04-03,71.567
2009-04-06,68.638
2009-04-07,66.909
2009-04-08,67.862
2009-04-09,70.493
2009-04-10,70.493
2009-04-13,71.091
2009-04-14,71.005
2009-04-15,68.008
2009-04-16,71.145
2009-04-17,72.748
2009-04-20,67.333
2009-04-21,68.618
2009-04-22,71.144
2009-04-23,69.675
2009-04-24,70.227
2009-04-27,71.972
2009-04-28,72.045
2009-04-29,77.627
2009-04-30,82.958
2009-05-01,82.971
2009-05-04,83.534
2009-05-05,83.443
2009-05-06,77.105
2009-05-07,72.145
2009-05-08,77.389
2009-05-11,74.94
2009-05-12,75.712
2009-05-13,72.647
2009-05-14,74.967
2009-05-15,77.102
2009-05-18,76.135
2009-05-19,79.769
2009-05-20,78.773
2009-05-21,77.348
2009-05-22,78.766
2009-05-25,78.161
2009-05-26,79.102
2009-05-27,77.112
2009-05-28,73.711
2009-05-29,74.031
2009-06-01,74.044
2009-06-02,79.29
2009-06-03,78.59
2009-06-04,78.322
2009-06-05,76.575
2009-06-08,74.448
2009-06-09,76.777
2009-06-10,78.553
2009-06-11,78.474
2009-06-12,79.114
2009-06-15,78.242
2009-06-16,78.34
2009-06-17,76.184
2009-06-18,76.189
2009-06-19,78.982
2009-06-22,74.074
2009-06-23,73.047
2009-06-24,73.123
2009-06-25,70.67
2009-06-26,71.592
2009-06-29,72.333
2009-06-30,72.036
2009-07-01,70.569
2009-07-02,68.589
2009-07-03,70.413
2009-07-06,66.518
2009-07-07,70.496
2009-07-08,72.255
2009-07-09,72.23
2009-07-10,69.447
2009-07-13,70.276
2009-07-14,70.912
2009-07-15,69.627
2009-07-16,69.597
2009-07-17,72.556
2009-07-20,74.693
2009-07-21,76.38
2009-07-22,76.147
2009-07-23,79.686
2009-07-24,78.299
2009-07-27,77.292
2009-07-28,74.827
2009-07-29,75.583
2009-07-30,75.987
2009-07-31,74.822
2009-08-03,80.168
2009-08-04,82.651
2009-08-05,79.322
2009-08-06,78.128
2009-08-07,77.892
2009-08-10,77.158
2009-08-11,77.528
2009-08-12,79.484
2009-08-13,83.315
2009-08-14,81.138
2009-08-17,77.632
2009-08-18,78.208
2009-08-19,80.19
2009-08-20,83.291
2009-08-21,85.251
2009-08-24,83.65
2009-08-25,85.054
2009-08-26,80.084
2009-08-27,80.456
2009-08-28,79.706
2009-08-31,80.934
2009-09-01,78.867
2009-09-02,76.747
2009-09-03,75.861
2009-09-04,78.351
2009-09-07,79.28
2009-09-08,84.419
2009-09-09,86.894
2009-09-10,85.589
2009-09-11,85.918
2009-09-14,87.093
2009-09-15,87.506
2009-09-16,91.54
2009-09-17,92.552
2009-09-18,96.859
2009-09-21,93.397
2009-09-22,92.279
2009-09-23,91.788
2009-09-24,88.876
2009-09-25,87.789
2009-09-28,87.738
2009-09-29,88.04
2009-09-30,87.826
2009-10-01,86.59
2009-10-02,84.249
2009-10-05,85.776
2009-10-06,87.696
2009-10-07,88.983
2009-10-08,93.844
2009-10-09,91.461
2009-10-12,93.995
2009-10-13,91.422
2009-10-14,95.526
2009-10-15,96.292
2009-10-16,92.198
2009-10-19,93.945
2009-10-20,92.135
2009-10-21,92.245
2009-10-22,90.005
2009-10-23,90.068
2009-10-26,86.689
2009-10-27,86.199
2009-10-28,80.049
2009-10-29,82.89
2009-10-30,78.073
2009-11-02,80.813
2009-11-03,79.023
2009-11-04,83.033
2009-11-05,85.364
2009-11-06,82.475
2009-11-09,85.373
2009-11-10,83.061
2009-11-11,82.746
2009-11-12,81.337
2009-11-13,82.188
2009-11-16,83.262
2009-11-17,80.938
2009-11-18,82.159
2009-11-19,80.753
2009-11-20,80.735
2009-11-23,84.279
2009-11-24,82.329
2009-11-25,83.014
2009-11-26,79.546
2009-11-27,81.638
2009-11-30,80.068
2010-06-14,100.0
2010-06-15,96.684
2010-06-16,95.023
2010-06-17,95.667
2010-06-18,98.084
2010-06-21,98.408
2010-06-22,89.014
2010-06-23,85.73
2010-06-24,83.157
2010-06-25,81.96
2010-06-28,84.655
2010-06-29,78.467
2010-06-30,76.748
2010-07-01,71.05
2010-07-02,74.714
2010-07-05,73.127
2010-07-06,78.062
2010-07-07,78.917
2010-07-08,84.547
2010-07-09,86.245
2010-07-12,85.914
2010-07-13,88.15
2010-07-14,88.091
2010-07-15,85.368
2010-07-16,83.575
2010-07-19,80.037
2010-07-20,84.22
2010-07-21,83.909
2010-07-22,87.995
2010-07-23,88.824
2010-07-26,93.996
2010-07-27,101.877
2010-07-28,100.534
2010-07-29,100.218
2010-07-30,103.924
2010-08-02,106.66
2010-08-03,106.951
2010-08-04,103.866
2010-08-05,107.033
2010-08-06,102.919
2010-08-09,107.761
2010-08-10,103.42
2010-08-11,101.335
2010-08-12,99.097
2010-08-13,94.037
2010-08-16,92.494
2010-08-17,97.729
2010-08-18,96.766
2010-08-19,92.645
2010-08-20,90.397
2010-08-23,92.084
2010-08-24,88.6
2010-08-25,89.153
2010-08-26,91.132
2010-08-27,88.97
2010-08-30,87.797
2010-08-31,91.518
2010-09-01,91.115
2010-09-02,88.293
2010-09-03,93.222
2010-09-06,92.137
2010-09-07,85.69
2010-09-08,83.431
2010-09-09,84.576
2010-09-10,81.164
2010-09-13,86.533
2010-09-14,83.733
2010-09-15,84.075
2010-09-16,81.476
2010-09-17,75.394
2010-09-20,79.413
2010-09-21,79.827
2010-09-22,79.642
2010-09-23,74.812
2010-09-24,74.354
2010-09-27,72.812
2010-09-28,67.773
2010-09-29,72.489
2010-09-30,79.155
2010-10-01,81.888
2010-10-04,83.804
2010-10-05,86.066
2010-10-06,87.936
2010-10-07,88.65
2010-10-08,84.82
2010-10-11,81.987
2010-10-12,80.472
2010-10-13,84.207
2010-10-14,81.663
2010-10-15,78.488
2010-10-18,76.671
2010-10-19,76.083
2010-10-20,76.157
2010-10-21,80.529
2010-10-22,78.521
2010-10-25,78.172
2010-10-26,75.871
2010-10-27,74.35
2010-10-28,70.456
2010-10-29,69.279
2010-11-01,67.536
2010-11-02,65.581
2010-11-03,64.872
2010-11-04,64.915
2010-11-05,55.77
2010-11-08,52.127
2010-11-09,54.644
2010-11-10,53.419
2010-11-11,49.088
2010-11-12,52.282
2010-11-15,50.346
2010-11-16,49.56
2010-11-17,50.654
2010-11-18,54.697
2010-11-19,61.452
2010-11-22,49.507
2010-11-23,37.688
2010-11-24,33.316
2010-11-25,32.014
2010-11-26,32.627
2010-11-29,37.575
2010-11-30,38.225
2010-12-01,39.539
2010-12-02,42.638
2010-12-03,43.1
2010-12-06,42.612
2010-12-07,44.503
2010-12-08,44.067
2010-12-09,44.754
2010-12-10,44.0
2010-12-13,45.203
2010-12-14,46.088
2010-12-15,44.82
2010-12-16,44.55
2010-12-17,43.516
2010-12-20,43.828
2010-12-21,45.344
2010-12-22,45.198
2010-12-23,44.602
2010-12-24,44.614
2010-12-27,44.719
2010-12-28,44.656
2010-12-29,44.889
2010-12-30,45.39
2010-12-31,45.668
2011-01-03,45.486
2011-01-04,44.244
2011-01-05,42.023
2011-01-06,41.079
2011-01-07,40.657
2011-01-10,40.884
2011-01-11,41.055
2011-01-12,42.058
2011-01-13,43.349
2011-01-14,44.305
2011-01-17,44.085
2011-01-18,44.206
2011-01-19,43.669
2011-01-20,43.583
2011-01-21,44.931
2011-01-24,46.435
2011-01-25,47.674
2011-01-26,47.865
2011-01-27,47.756
2011-01-28,46.794
2011-01-31,46.428
2011-02-01,48.013
2011-02-02,47.93
2011-02-03,48.31
2011-02-04,48.985
2011-02-07,49.386
2011-02-08,49.706
2011-02-09,48.982
2011-02-10,48.845
2011-02-11,49.426
2011-02-14,48.611
2011-02-15,48.494
2011-02-16,48.905
2011-02-17,48.672
2011-02-18,50.677
2011-02-21,49.862
2011-02-22,48.481
2011-02-23,48.185
2011-02-24,48.08
2011-02-25,49.385
2011-02-28,50.449
2011-03-01,49.046
2011-03-02,47.877
2011-03-03,48.611
2011-03-04,48.289
2011-03-07,48.115
2011-03-08,48.043
2011-03-09,47.651
2011-03-10,46.753
2011-03-11,46.52
2011-03-14,46.897
2011-03-15,45.622
2011-03-16,44.729
2011-03-17,47.435
2011-03-18,48.152
2011-03-21,48.857
2011-03-22,48.491
2011-03-23,48.751
2011-03-24,50.493
2011-03-25,50.761
2011-03-28,52.024
2011-03-29,51.095
2011-03-30,50.515
2011-03-31,49.912
2011-04-01,51.545
2011-04-04,52.198
