Date,SINGAPORE MID GROWTH Mid Cap
2006-03-31,745.795
2006-04-28,766.689
2006-05-31,687.805
2006-06-30,708.313
2006-07-31,700.645
2006-08-31,722.462
2006-09-29,726.358
2006-10-31,780.399
2006-11-30,798.643
2006-12-29,824.938
2007-01-31,899.82
2007-02-28,898.1
2007-03-30,932.94
2007-04-30,977.532
2007-05-31,1000.0
2007-06-29,1108.568
2007-07-31,1128.884
2007-08-31,1099.207
2007-09-28,1272.014
2007-10-31,1436.236
2007-11-30,1333.825
2007-12-31,1329.636
2008-01-31,1115.766
2008-02-29,1151.998
2008-03-31,1116.072
2008-04-30,1226.496
2008-05-30,1269.296
2008-06-30,1151.83
2008-07-31,1100.516
2008-08-29,986.836
2008-09-30,798.0
2008-10-31,563.313
2008-11-28,519.616
2008-12-31,582.578
2009-01-30,549.609
2009-02-27,498.703
2009-03-31,584.21
2009-04-30,678.307
2009-05-29,809.763
2009-06-30,827.097
2009-07-31,947.656
2009-08-31,986.449
2009-09-30,1064.358
2009-10-30,1085.099
2009-11-30,1093.839
2009-12-31,1124.596
2010-01-29,1086.607
2010-02-26,1102.911
2010-03-31,1160.538
2010-04-30,1253.368
2010-05-31,1118.193
2010-06-30,1180.2
2010-07-30,1298.896
2010-08-31,1280.071
2010-09-30,1403.109
2010-10-29,1473.122
2010-11-30,1494.511
2010-12-31,1615.01
2011-01-31,1568.902
2011-02-28,1471.485
2011-03-31,1551.787
2011-04-29,1635.95
2011-05-31,1580.994
2011-06-30,1510.936
2011-07-29,1555.491
2011-08-31,1377.253
2011-09-30,1125.62
2011-10-31,1280.58
2011-11-30,1234.063
2011-12-30,1194.481
2012-01-31,1387.728
2012-02-29,1393.067
2012-03-30,1396.081
2012-04-30,1401.58
2012-05-31,1199.354
2012-06-29,1312.229
2012-07-31,1465.3
2012-08-31,1480.24
2012-09-28,1589.132
2012-10-31,1597.181
2012-11-30,1564.257
2012-12-31,1573.502
2013-01-31,1632.319
2013-02-28,1619.567
2013-03-29,1633.405
2013-04-30,1648.539
2013-05-31,1555.716
2013-06-28,1551.52
2013-07-31,1620.441
2013-08-30,1524.71
2013-09-30,1633.09
2013-10-31,1698.04
2013-11-29,1668.127
2013-12-31,1651.667
2014-01-31,1537.149
2014-02-28,1586.868
2014-03-31,1651.865
2014-04-30,1765.407
2014-05-30,1851.234
2014-06-30,1880.757
2014-07-31,1913.081
2014-08-29,1882.118
2014-09-30,1804.614
2014-10-31,1768.892
2014-11-28,1751.768
2014-12-31,1719.656
2015-01-30,1681.946
2015-02-27,1673.569
2015-03-31,1646.968
2015-04-30,1763.651
2015-05-29,1679.116
2015-06-30,1622.576
2015-07-31,1468.523
2015-08-31,1373.213
2015-09-30,1287.377
2015-10-30,1396.003
2015-11-30,1340.831
2015-12-31,1357.851
2016-01-29,1259.254
2016-02-29,1329.898
2016-03-31,1458.254
2016-04-29,1446.802
2016-05-31,1387.527
2016-06-30,1447.603
2016-07-29,1471.124
2016-08-31,1441.415
2016-09-30,1458.132
2016-10-31,1364.87
2016-11-30,1362.575
2016-12-30,1330.103
2017-01-31,1450.122
2017-02-28,1490.967
2017-03-31,1522.632
2017-04-28,1563.615
2017-05-31,1578.05
2017-06-30,1576.334
2017-07-31,1630.304
2017-08-31,1617.919
2017-09-29,1556.786
2017-10-31,1615.556
2017-11-30,1604.11
2017-12-29,1617.056
2018-01-31,1762.196
2018-02-28,1673.123
2018-03-30,1703.739
2018-04-30,1752.537
2018-05-31,1689.08
2018-06-29,1558.954
2018-07-31,1548.467
2018-08-31,1541.767
2018-09-28,1585.789
2018-10-31,1442.38
2018-11-30,1468.239
2018-12-31,1431.046
2019-01-31,1570.942
2019-02-28,1596.529
2019-03-29,1584.189
2019-04-30,1619.169
2019-05-31,1531.873
2019-06-28,1676.297
2019-07-31,1649.2
2019-08-30,1581.46
2019-09-30,1598.009
2019-10-31,1693.814
2019-11-29,1681.6
2019-12-31,1718.66
2020-01-31,1659.806
2020-02-28,1532.375
2020-03-31,1260.449
2020-04-30,1377.896
2020-05-29,1306.121
2020-06-30,1330.82
2020-07-31,1382.436
2020-08-31,1386.873
2020-09-30,1375.928
2020-10-30,1306.511
2020-11-30,1454.445
2020-12-31,1516.073
2021-01-29,1520.635
2021-02-26,1514.681
2021-03-31,1564.881
2021-04-30,1586.433
2021-05-31,1562.535
2021-06-30,1561.622
2021-07-30,1595.365
2021-08-31,1515.438
2021-09-30,1487.459
2021-10-29,1532.088
2021-11-30,1440.981
2021-12-31,1481.69
2022-01-31,1452.087
2022-02-28,1473.095
2022-03-31,1564.6
2022-04-29,1524.657
2022-05-31,1546.601
2022-06-30,1459.748
2022-07-29,1531.762
2022-08-31,1466.017
2022-09-30,1368.381
2022-10-31,1303.047
2022-11-30,1489.088
2022-12-30,1536.784
2023-01-31,1664.979
2023-02-28,1562.082
2023-03-31,1627.388
2023-04-28,1663.456
2023-05-31,1604.215
2023-06-30,1625.111
2023-07-31,1728.203
2023-08-31,1662.054
2023-09-29,1610.789
2023-10-31,1496.166
2023-11-30,1602.135
2023-12-29,1725.021
2024-01-31,1633.461
2024-02-29,1597.127
2024-03-29,1599.446
2024-04-30,1625.522
2024-05-31,1659.05
2024-06-28,1618.541
2024-07-31,1632.699
2024-08-30,1679.067
2024-09-30,1858.767
2024-10-31,1794.603
2024-11-29,1894.866
2024-12-31,1924.005
2025-01-31,1913.408
2025-02-28,1979.895
2025-03-31,2006.795
2025-04-30,2159.453
2025-05-30,2199.485
2025-06-30,2287.418
2025-07-31,2394.818
2025-08-29,2399.554
2025-09-30,2667.425
2025-10-31,2675.275
2025-11-28,2570.799
2025-12-31,2551.511
2026-01-30,2631.834
