Date,SINGAPORE MID GROWTH Mid Cap
2001-09-07,449.734
2001-09-10,440.83
2001-09-11,448.661
2001-09-12,413.268
2001-09-13,403.448
2001-09-14,394.368
2001-09-17,370.564
2001-09-18,369.685
2001-09-19,388.342
2001-09-20,374.871
2001-09-21,349.445
2001-09-24,355.635
2001-09-25,357.238
2001-09-26,363.448
2001-09-27,368.75
2001-09-28,374.135
2001-10-01,367.605
2001-10-02,371.006
2001-10-03,363.618
2001-10-04,382.237
2001-10-05,383.313
2001-10-08,365.329
2001-10-09,377.759
2001-10-10,373.448
2001-10-11,386.801
2001-10-12,395.432
2001-10-15,393.567
2001-10-16,397.214
2001-10-17,410.505
2001-10-18,398.932
2001-10-19,391.883
2001-10-22,387.66
2001-10-23,397.656
2001-10-24,405.746
2001-10-25,412.789
2001-10-26,409.021
2001-10-29,401.285
2001-10-30,396.953
2001-10-31,394.712
2001-11-01,370.27
2001-11-02,365.313
2001-11-05,370.797
2001-11-06,374.265
2001-11-07,370.511
2001-11-08,380.877
2001-11-09,386.201
2001-11-12,386.065
2001-11-13,388.984
2001-11-14,388.984
2001-11-15,413.347
2001-11-16,410.598
2001-11-19,421.464
2001-11-20,416.619
2001-11-21,414.859
2001-11-22,410.006
2001-11-23,419.986
2001-11-26,423.673
2001-11-27,424.016
2001-11-28,419.516
2001-11-29,418.793
2001-11-30,418.538
2001-12-03,417.658
2001-12-04,437.262
2001-12-05,456.633
2001-12-06,460.138
2001-12-07,457.931
2001-12-10,461.904
2001-12-11,464.901
2001-12-12,475.388
2001-12-13,466.645
2001-12-14,468.92
2001-12-17,468.541
2001-12-18,472.735
2001-12-19,476.97
2001-12-20,469.291
2001-12-21,454.946
2001-12-24,457.041
2001-12-25,457.041
2001-12-26,454.878
2001-12-27,460.44
2001-12-28,463.946
2001-12-31,465.008
2002-01-01,465.008
2002-01-02,469.403
2002-01-03,481.5
2002-01-04,498.038
2002-01-07,500.72
2002-01-08,499.76
2002-01-09,489.297
2002-01-10,506.7
2002-01-11,500.336
2002-01-14,501.092
2002-01-15,495.338
2002-01-16,485.752
2002-01-17,488.99
2002-01-18,489.777
2002-01-21,491.169
2002-01-22,482.644
2002-01-23,484.525
2002-01-24,482.737
2002-01-25,497.591
2002-01-28,503.034
2002-01-29,500.418
2002-01-30,498.429
2002-01-31,504.041
2002-02-01,497.206
2002-02-04,488.174
2002-02-05,485.439
2002-02-06,492.917
2002-02-07,484.48
2002-02-08,485.123
2002-02-11,491.198
2002-02-12,491.599
2002-02-13,491.75
2002-02-14,512.093
2002-02-15,510.018
2002-02-18,504.282
2002-02-19,501.75
2002-02-20,502.981
2002-02-21,502.322
2002-02-22,487.272
2002-02-25,477.925
2002-02-26,479.791
2002-02-27,485.792
2002-02-28,491.863
2002-03-01,497.486
2002-03-04,531.989
2002-03-05,528.557
2002-03-06,534.406
2002-03-07,537.408
2002-03-08,531.879
2002-03-11,531.228
2002-03-12,523.051
2002-03-13,528.273
2002-03-14,526.582
2002-03-15,524.376
2002-03-18,529.938
2002-03-19,533.072
2002-03-20,534.107
2002-03-21,526.042
2002-03-22,521.687
2002-03-25,515.937
2002-03-26,513.89
2002-03-27,512.559
2002-03-28,512.815
2002-03-29,512.815
2002-04-01,509.519
2002-04-02,510.249
2002-04-03,503.407
2002-04-04,501.906
2002-04-05,506.29
2002-04-08,497.178
2002-04-09,496.234
2002-04-10,484.844
2002-04-11,499.37
2002-04-12,497.336
2002-04-15,502.334
2002-04-16,508.371
2002-04-17,501.601
2002-04-18,497.607
2002-04-19,489.396
2002-04-22,494.652
2002-04-23,496.943
2002-04-24,492.708
2002-04-25,487.263
2002-04-26,495.015
2002-04-29,489.41
2002-04-30,489.896
2002-05-01,490.394
2002-05-02,493.61
2002-05-03,496.073
2002-05-06,486.785
2002-05-07,483.528
2002-05-08,489.716
2002-05-09,489.035
2002-05-10,487.556
2002-05-13,488.412
2002-05-14,486.198
2002-05-15,489.979
2002-05-16,482.057
2002-05-17,481.43
2002-05-20,478.403
2002-05-21,475.294
2002-05-22,474.072
2002-05-23,468.64
2002-05-24,468.661
2002-05-27,468.985
2002-05-28,462.116
2002-05-29,458.04
2002-05-30,462.721
2002-05-31,458.397
2002-06-03,457.532
2002-06-04,451.837
2002-06-05,451.161
2002-06-06,452.98
2002-06-07,447.319
2002-06-10,444.175
2002-06-11,443.181
2002-06-12,439.246
2002-06-13,437.948
2002-06-14,429.887
2002-06-17,426.459
2002-06-18,427.293
2002-06-19,422.467
2002-06-20,424.869
2002-06-21,420.082
2002-06-24,420.584
2002-06-25,431.995
2002-06-26,417.096
2002-06-27,415.46
2002-06-28,426.391
2002-07-01,424.993
2002-07-02,425.208
2002-07-03,428.86
2002-07-04,433.914
2002-07-05,449.456
2002-07-08,444.471
2002-07-09,455.265
2002-07-10,450.959
2002-07-11,441.328
2002-07-12,444.421
2002-07-15,439.894
2002-07-16,435.93
2002-07-17,439.277
2002-07-18,434.991
2002-07-19,430.972
2002-07-22,414.58
2002-07-23,422.124
2002-07-24,402.791
2002-07-25,404.874
2002-07-26,391.4
2002-07-29,390.655
2002-07-30,392.976
2002-07-31,389.857
2002-08-01,390.159
2002-08-02,390.206
2002-08-05,380.004
2002-08-06,375.907
2002-08-07,386.097
2002-08-08,380.987
2002-08-09,381.646
2002-08-12,376.171
2002-08-13,386.337
2002-08-14,395.645
2002-08-15,395.712
2002-08-16,395.112
2002-08-19,392.646
2002-08-20,401.107
2002-08-21,403.088
2002-08-22,403.095
2002-08-23,406.763
2002-08-26,399.49
2002-08-27,402.113
2002-08-28,398.723
2002-08-29,407.85
2002-08-30,391.402
2002-09-02,376.161
2002-09-03,371.123
2002-09-04,377.829
2002-09-05,373.181
2002-09-06,371.6
2002-09-09,369.333
2002-09-10,371.135
2002-09-11,371.806
2002-09-12,369.453
2002-09-13,366.589
2002-09-16,366.104
2002-09-17,372.401
2002-09-18,366.737
2002-09-19,371.36
2002-09-20,361.551
2002-09-23,356.136
2002-09-24,348.263
2002-09-25,346.481
2002-09-26,343.855
2002-09-27,346.725
2002-09-30,346.158
2002-10-01,342.995
2002-10-02,349.172
2002-10-03,355.174
2002-10-04,358.704
2002-10-07,357.038
2002-10-08,355.062
2002-10-09,351.14
2002-10-10,340.242
2002-10-11,343.765
2002-10-14,340.066
2002-10-15,349.105
2002-10-16,361.017
2002-10-17,370.989
2002-10-18,370.42
2002-10-21,368.878
2002-10-22,362.477
2002-10-23,374.003
2002-10-24,375.874
2002-10-25,374.067
2002-10-28,371.838
2002-10-29,371.707
2002-10-30,372.986
2002-10-31,375.685
2002-11-01,370.485
2002-11-04,370.832
2002-11-05,376.684
2002-11-06,379.072
2002-11-07,376.592
2002-11-08,374.593
2002-11-11,368.909
2002-11-12,368.751
2002-11-13,363.953
2002-11-14,368.309
2002-11-15,370.524
2002-11-18,368.769
2002-11-19,369.259
2002-11-20,367.264
2002-11-21,370.73
2002-11-22,380.519
2002-11-25,381.346
2002-11-26,382.96
2002-11-27,381.21
2002-11-28,388.452
2002-11-29,385.091
2002-12-02,383.037
2002-12-03,381.67
2002-12-04,369.068
2002-12-05,363.739
2002-12-06,365.478
2002-12-09,360.797
2002-12-10,362.201
2002-12-11,366.779
2002-12-12,364.029
2002-12-13,360.494
2002-12-16,356.267
2002-12-17,356.219
2002-12-18,354.476
2002-12-19,362.055
2002-12-20,361.275
2002-12-23,365.113
2002-12-24,363.304
2002-12-25,363.304
2002-12-26,358.667
2002-12-27,363.703
2002-12-30,356.337
2002-12-31,355.34
2003-01-01,355.34
2003-01-02,357.976
2003-01-03,363.792
2003-01-06,368.472
2003-01-07,363.918
2003-01-08,372.6
2003-01-09,367.051
2003-01-10,372.756
2003-01-13,383.205
2003-01-14,383.202
2003-01-15,384.853
2003-01-16,380.429
2003-01-17,373.701
2003-01-20,367.486
2003-01-21,367.19
2003-01-22,366.407
2003-01-23,369.452
2003-01-24,366.245
2003-01-27,357.166
2003-01-28,357.736
2003-01-29,354.587
2003-01-30,348.486
2003-01-31,351.469
2003-02-03,350.915
2003-02-04,356.574
2003-02-05,352.441
2003-02-06,352.148
2003-02-07,344.483
2003-02-10,338.656
2003-02-11,342.942
2003-02-12,341.947
2003-02-13,339.638
2003-02-14,338.968
2003-02-17,348.267
2003-02-18,347.914
2003-02-19,352.36
2003-02-20,355.792
2003-02-21,358.624
2003-02-24,362.849
2003-02-25,358.03
2003-02-26,357.556
2003-02-27,356.812
2003-02-28,357.462
2003-03-03,365.633
2003-03-04,359.425
2003-03-05,358.678
2003-03-06,356.517
2003-03-07,354.063
2003-03-10,351.131
2003-03-11,356.456
2003-03-12,362.045
2003-03-13,361.275
2003-03-14,360.501
2003-03-17,356.28
2003-03-18,367.701
2003-03-19,370.068
2003-03-20,373.95
2003-03-21,378.289
2003-03-24,372.202
2003-03-25,374.939
2003-03-26,378.027
2003-03-27,375.2
2003-03-28,373.706
2003-03-31,364.044
2003-04-01,366.753
2003-04-02,369.448
2003-04-03,368.624
2003-04-04,375.805
2003-04-07,380.309
2003-04-08,374.683
2003-04-09,369.862
2003-04-10,376.597
2003-04-11,373.877
2003-04-14,369.635
2003-04-15,370.337
2003-04-16,372.606
2003-04-17,369.336
2003-04-18,369.336
2003-04-21,370.37
2003-04-22,369.666
2003-04-23,369.916
2003-04-24,366.011
2003-04-25,365.236
2003-04-28,365.709
2003-04-29,376.134
2003-04-30,377.0
2003-05-01,378.535
2003-05-02,380.75
2003-05-05,385.974
2003-05-06,388.628
2003-05-07,390.451
2003-05-08,391.519
2003-05-09,391.554
2003-05-12,395.796
2003-05-13,391.18
2003-05-14,392.1
2003-05-15,395.148
2003-05-16,393.905
2003-05-19,389.539
2003-05-20,389.135
2003-05-21,388.131
2003-05-22,393.233
2003-05-23,400.907
2003-05-26,399.051
2003-05-27,394.557
2003-05-28,402.351
2003-05-29,400.379
2003-05-30,402.483
2003-06-02,411.452
2003-06-03,411.094
2003-06-04,420.275
2003-06-05,432.885
2003-06-06,432.247
2003-06-09,437.025
2003-06-10,431.638
2003-06-11,424.953
2003-06-12,433.451
2003-06-13,436.987
2003-06-16,431.393
2003-06-17,438.71
2003-06-18,438.438
2003-06-19,449.263
2003-06-20,453.149
2003-06-23,437.326
2003-06-24,433.495
2003-06-25,432.098
2003-06-26,421.722
2003-06-27,427.679
2003-06-30,419.428
2003-07-01,423.522
2003-07-02,427.119
2003-07-03,431.266
2003-07-04,431.026
2003-07-07,436.137
2003-07-08,437.849
2003-07-09,439.232
2003-07-10,440.628
2003-07-11,441.766
2003-07-14,449.819
2003-07-15,455.36
2003-07-16,451.795
2003-07-17,447.865
2003-07-18,449.855
2003-07-21,449.662
2003-07-22,441.381
2003-07-23,444.369
2003-07-24,445.93
2003-07-25,451.014
2003-07-28,454.953
2003-07-29,453.568
2003-07-30,452.496
2003-07-31,445.718
2003-08-01,445.68
2003-08-04,448.277
2003-08-05,439.418
2003-08-06,438.177
2003-08-07,441.069
2003-08-08,441.495
2003-08-11,446.866
2003-08-12,448.068
2003-08-13,449.891
2003-08-14,454.355
2003-08-15,457.062
2003-08-18,461.779
2003-08-19,464.99
2003-08-20,464.209
2003-08-21,466.331
2003-08-22,465.567
2003-08-25,460.815
2003-08-26,451.27
2003-08-27,456.587
2003-08-28,459.984
2003-08-29,462.268
2003-09-01,460.433
2003-09-02,456.73
2003-09-03,460.333
2003-09-04,459.128
2003-09-05,462.053
2003-09-08,457.003
2003-09-09,451.351
2003-09-10,453.892
2003-09-11,456.991
2003-09-12,457.33
2003-09-15,455.721
2003-09-16,454.601
2003-09-17,453.816
2003-09-18,453.956
2003-09-19,453.112
2003-09-22,458.505
2003-09-23,454.872
2003-09-24,463.196
2003-09-25,464.621
2003-09-26,457.8
2003-09-29,459.523
2003-09-30,460.225
2003-10-01,456.865
2003-10-02,459.18
2003-10-03,462.576
2003-10-06,481.361
2003-10-07,486.951
2003-10-08,483.586
2003-10-09,488.001
2003-10-10,486.556
2003-10-13,490.782
2003-10-14,482.716
2003-10-15,489.238
2003-10-16,491.88
2003-10-17,492.581
2003-10-20,489.457
2003-10-21,492.879
2003-10-22,491.114
2003-10-23,477.92
2003-10-24,478.414
2003-10-27,474.443
2003-10-28,480.303
2003-10-29,480.466
2003-10-30,477.427
2003-10-31,471.891
2003-11-03,472.181
2003-11-04,476.652
2003-11-05,478.982
2003-11-06,472.097
2003-11-07,473.279
2003-11-10,470.799
2003-11-11,464.131
2003-11-12,470.24
2003-11-13,479.587
2003-11-14,471.861
2003-11-17,463.623
2003-11-18,467.215
2003-11-19,465.564
2003-11-20,465.442
2003-11-21,465.346
2003-11-24,471.667
2003-11-25,471.667
2003-11-26,469.341
2003-11-27,470.849
2003-11-28,476.908
2003-12-01,484.131
2003-12-02,485.232
2003-12-03,486.602
2003-12-04,488.459
2003-12-05,485.536
2003-12-08,487.863
2003-12-09,480.049
2003-12-10,474.957
2003-12-11,475.514
2003-12-12,480.33
2003-12-15,483.48
2003-12-16,482.549
2003-12-17,480.897
2003-12-18,478.242
2003-12-19,479.588
2003-12-22,479.984
2003-12-23,480.444
2003-12-24,482.498
2003-12-25,482.498
2003-12-26,484.391
2003-12-29,490.628
2003-12-30,497.197
2003-12-31,494.766
2004-01-01,494.766
2004-01-02,501.445
2004-01-05,504.964
2004-01-06,502.762
2004-01-07,518.53
2004-01-08,522.161
2004-01-09,520.587
2004-01-12,514.233
2004-01-13,520.744
2004-01-14,525.492
2004-01-15,518.236
2004-01-16,522.615
2004-01-19,530.504
2004-01-20,528.548
2004-01-21,537.494
2004-01-22,539.655
2004-01-23,538.827
2004-01-26,541.399
2004-01-27,535.508
2004-01-28,525.407
2004-01-29,517.155
2004-01-30,517.514
2004-02-02,517.865
2004-02-03,514.753
2004-02-04,511.447
2004-02-05,515.899
2004-02-06,514.368
2004-02-09,526.179
2004-02-10,524.666
2004-02-11,520.276
2004-02-12,516.879
2004-02-13,515.04
2004-02-16,515.827
2004-02-17,522.345
2004-02-18,520.837
2004-02-19,517.118
2004-02-20,522.196
2004-02-23,523.082
2004-02-24,521.504
2004-02-25,515.289
2004-02-26,515.179
2004-02-27,514.872
2004-03-01,515.919
2004-03-02,514.944
2004-03-03,509.36
2004-03-04,512.262
2004-03-05,516.672
2004-03-08,513.255
2004-03-09,504.942
2004-03-10,491.136
2004-03-11,483.33
2004-03-12,484.005
2004-03-15,480.23
2004-03-16,481.849
2004-03-17,485.267
2004-03-18,491.022
2004-03-19,484.686
2004-03-22,478.157
2004-03-23,484.211
2004-03-24,482.495
2004-03-25,485.547
2004-03-26,483.801
2004-03-29,488.631
2004-03-30,493.732
2004-03-31,498.994
2004-04-01,506.209
2004-04-02,513.414
2004-04-05,525.533
2004-04-06,520.647
2004-04-07,534.399
2004-04-08,544.774
2004-04-09,544.774
2004-04-12,546.231
2004-04-13,539.828
2004-04-14,531.69
2004-04-15,522.138
2004-04-16,523.083
2004-04-19,517.399
2004-04-20,520.522
2004-04-21,514.47
2004-04-22,515.943
2004-04-23,518.188
2004-04-26,516.789
2004-04-27,517.926
2004-04-28,517.181
2004-04-29,506.164
2004-04-30,504.439
2004-05-03,507.496
2004-05-04,521.878
2004-05-05,514.657
2004-05-06,508.725
2004-05-07,505.351
2004-05-10,487.785
2004-05-11,488.351
2004-05-12,487.896
2004-05-13,478.746
2004-05-14,473.428
2004-05-17,459.124
2004-05-18,465.827
2004-05-19,480.819
2004-05-20,471.463
2004-05-21,479.671
2004-05-24,481.225
2004-05-25,477.128
2004-05-26,482.205
2004-05-27,489.78
2004-05-28,491.649
2004-05-31,491.293
2004-06-01,488.284
2004-06-02,487.153
2004-06-03,482.915
2004-06-04,485.419
2004-06-07,497.56
2004-06-08,495.25
2004-06-09,499.413
2004-06-10,500.907
2004-06-11,495.712
2004-06-14,492.754
2004-06-15,493.219
2004-06-16,495.382
2004-06-17,487.885
2004-06-18,482.273
2004-06-21,477.751
2004-06-22,480.773
2004-06-23,486.398
2004-06-24,486.308
2004-06-25,486.349
2004-06-28,492.604
2004-06-29,491.61
2004-06-30,492.02
2004-07-01,497.072
2004-07-02,499.337
2004-07-05,501.409
2004-07-06,503.258
2004-07-07,503.597
2004-07-08,500.264
2004-07-09,503.794
2004-07-12,508.807
2004-07-13,511.047
2004-07-14,501.626
2004-07-15,500.584
2004-07-16,503.894
2004-07-19,504.297
2004-07-20,497.18
2004-07-21,499.382
2004-07-22,492.145
2004-07-23,483.653
2004-07-26,488.106
2004-07-27,491.492
2004-07-28,488.831
2004-07-29,491.635
2004-07-30,494.731
2004-08-02,496.156
2004-08-03,501.226
2004-08-04,501.636
2004-08-05,512.282
2004-08-06,504.178
2004-08-09,504.34
2004-08-10,501.177
2004-08-11,492.445
2004-08-12,494.197
2004-08-13,489.301
2004-08-16,486.038
2004-08-17,488.205
2004-08-18,490.996
2004-08-19,503.755
2004-08-20,495.243
2004-08-23,498.3
2004-08-24,500.705
2004-08-25,507.814
2004-08-26,507.286
2004-08-27,506.435
2004-08-30,502.774
2004-08-31,504.539
2004-09-01,510.837
2004-09-02,514.258
2004-09-03,506.718
2004-09-06,506.0
2004-09-07,514.556
2004-09-08,514.833
2004-09-09,513.287
2004-09-10,517.58
2004-09-13,523.652
2004-09-14,524.73
2004-09-15,523.505
2004-09-16,520.72
2004-09-17,537.931
2004-09-20,534.616
2004-09-21,539.403
2004-09-22,536.546
2004-09-23,540.015
2004-09-24,542.431
2004-09-27,545.619
2004-09-28,543.026
2004-09-29,541.37
2004-09-30,541.796
2004-10-01,537.782
2004-10-04,554.454
2004-10-05,551.544
2004-10-06,556.887
2004-10-07,556.103
2004-10-08,557.341
2004-10-11,552.891
2004-10-12,544.909
2004-10-13,541.258
2004-10-14,538.689
2004-10-15,540.098
2004-10-18,537.215
2004-10-19,542.807
2004-10-20,534.676
2004-10-21,539.058
2004-10-22,545.052
2004-10-25,539.318
2004-10-26,539.482
2004-10-27,538.998
2004-10-28,545.13
2004-10-29,539.488
2004-11-01,534.442
2004-11-02,541.663
2004-11-03,547.382
2004-11-04,554.291
2004-11-05,558.93
2004-11-08,555.278
2004-11-09,557.488
2004-11-10,549.429
2004-11-11,550.126
2004-11-12,557.086
2004-11-15,557.002
2004-11-16,552.151
2004-11-17,561.624
2004-11-18,554.806
2004-11-19,557.556
2004-11-22,552.745
2004-11-23,557.767
2004-11-24,561.2
2004-11-25,566.092
2004-11-26,560.696
2004-11-29,562.36
2004-11-30,561.423
2004-12-01,565.043
2004-12-02,571.578
2004-12-03,568.775
2004-12-06,562.796
2004-12-07,554.779
2004-12-08,549.465
2004-12-09,543.04
2004-12-10,544.369
2004-12-13,544.113
2004-12-14,548.192
2004-12-15,562.243
2004-12-16,557.152
2004-12-17,558.451
2004-12-20,561.518
2004-12-21,563.026
2004-12-22,559.276
2004-12-23,560.935
2004-12-24,565.057
2004-12-27,568.427
2004-12-28,572.672
2004-12-29,572.574
2004-12-30,575.438
2004-12-31,577.464
2005-01-03,580.29
2005-01-04,572.613
2005-01-05,573.182
2005-01-06,576.618
2005-01-07,574.906
2005-01-10,575.077
2005-01-11,574.041
2005-01-12,573.139
2005-01-13,579.907
2005-01-14,573.639
2005-01-17,575.894
2005-01-18,572.606
2005-01-19,578.324
2005-01-20,573.97
2005-01-21,574.181
2005-01-24,571.61
2005-01-25,570.042
2005-01-26,571.47
2005-01-27,566.942
2005-01-28,569.714
2005-01-31,572.137
2005-02-01,569.395
2005-02-02,570.189
2005-02-03,569.693
2005-02-04,570.424
2005-02-07,574.351
2005-02-08,572.803
2005-02-09,572.612
2005-02-10,572.196
2005-02-11,574.996
2005-02-14,582.674
2005-02-15,585.068
2005-02-16,583.462
2005-02-17,583.606
2005-02-18,587.797
2005-02-21,587.553
2005-02-22,580.421
2005-02-23,573.548
2005-02-24,573.414
2005-02-25,570.747
2005-02-28,575.191
2005-03-01,576.439
2005-03-02,576.126
2005-03-03,573.965
2005-03-04,576.273
2005-03-07,575.872
2005-03-08,576.363
2005-03-09,583.524
2005-03-10,581.894
2005-03-11,583.926
2005-03-14,578.867
2005-03-15,577.437
2005-03-16,583.146
2005-03-17,583.334
2005-03-18,587.221
2005-03-21,583.903
2005-03-22,580.97
2005-03-23,572.252
2005-03-24,570.347
2005-03-25,570.347
2005-03-28,565.228
2005-03-29,555.311
2005-03-30,556.974
2005-03-31,558.817
2005-04-01,555.719
2005-04-04,552.592
2005-04-05,559.613
2005-04-06,558.693
2005-04-07,567.925
2005-04-08,571.241
2005-04-11,573.956
2005-04-12,573.345
2005-04-13,573.826
2005-04-14,568.38
2005-04-15,562.423
2005-04-18,554.676
2005-04-19,563.419
2005-04-20,564.807
2005-04-21,567.901
2005-04-22,569.181
2005-04-25,572.037
2005-04-26,570.549
2005-04-27,569.302
2005-04-28,568.632
2005-04-29,576.01
2005-05-02,574.779
2005-05-03,576.445
2005-05-04,580.846
2005-05-05,582.635
2005-05-06,588.546
2005-05-09,584.522
2005-05-10,586.176
2005-05-11,586.932
2005-05-12,579.243
2005-05-13,578.362
2005-05-16,578.72
2005-05-17,573.404
2005-05-18,575.254
2005-05-19,573.592
2005-05-20,567.567
2005-05-23,568.61
2005-05-24,571.402
2005-05-25,565.655
2005-05-26,563.022
2005-05-27,563.742
2005-05-30,567.516
2005-05-31,566.585
2005-06-01,569.189
2005-06-02,573.122
2005-06-03,574.736
2005-06-06,577.807
2005-06-07,577.623
2005-06-08,579.38
2005-06-09,584.561
2005-06-10,587.712
2005-06-13,580.522
2005-06-14,579.393
2005-06-15,579.51
2005-06-16,582.798
2005-06-17,584.931
2005-06-20,580.946
2005-06-21,587.811
2005-06-22,590.788
2005-06-23,598.955
2005-06-24,596.796
2005-06-27,591.702
2005-06-28,591.478
2005-06-29,585.959
2005-06-30,583.701
2005-07-01,588.766
2005-07-04,591.994
2005-07-05,596.591
2005-07-06,606.999
2005-07-07,603.048
2005-07-08,601.72
2005-07-11,611.694
2005-07-12,615.901
2005-07-13,607.054
2005-07-14,603.431
2005-07-15,604.869
2005-07-18,603.49
2005-07-19,611.259
2005-07-20,614.492
2005-07-21,632.572
2005-07-22,636.875
2005-07-25,632.039
2005-07-26,629.901
2005-07-27,627.815
2005-07-28,633.452
2005-07-29,634.306
2005-08-01,643.61
2005-08-02,649.031
2005-08-03,644.655
2005-08-04,641.627
2005-08-05,637.544
2005-08-08,638.776
2005-08-09,638.024
2005-08-10,638.604
2005-08-11,627.2
2005-08-12,625.362
2005-08-15,620.337
2005-08-16,627.574
2005-08-17,621.731
2005-08-18,620.226
2005-08-19,621.026
2005-08-22,623.27
2005-08-23,623.548
2005-08-24,622.567
2005-08-25,621.666
2005-08-26,617.406
2005-08-29,611.858
2005-08-30,610.553
2005-08-31,614.12
2005-09-01,621.056
2005-09-02,620.482
2005-09-05,618.01
2005-09-06,620.356
2005-09-07,617.908
2005-09-08,611.411
2005-09-09,617.281
2005-09-12,625.933
2005-09-13,624.28
2005-09-14,628.156
2005-09-15,631.733
2005-09-16,629.491
2005-09-19,625.059
2005-09-20,635.411
2005-09-21,633.418
2005-09-22,628.192
2005-09-23,625.004
2005-09-26,631.98
2005-09-27,627.614
2005-09-28,625.468
2005-09-29,624.658
2005-09-30,624.319
2005-10-03,620.018
2005-10-04,629.156
2005-10-05,629.886
2005-10-06,620.726
2005-10-07,625.307
2005-10-10,636.597
2005-10-11,631.283
2005-10-12,617.921
2005-10-13,614.029
2005-10-14,612.989
2005-10-17,603.189
2005-10-18,597.426
2005-10-19,580.367
2005-10-20,583.057
2005-10-21,589.346
2005-10-24,585.039
2005-10-25,587.838
2005-10-26,587.215
2005-10-27,580.799
2005-10-28,579.688
2005-10-31,588.041
2005-11-01,588.006
2005-11-02,591.85
2005-11-03,591.1
2005-11-04,593.576
2005-11-07,589.31
2005-11-08,585.818
2005-11-09,585.505
