Date,WORLD ex USA IMI GROWTH IMI (Large+Mid+Small Cap)
2005-11-08,677.056
2005-11-09,674.881
2005-11-10,673.012
2005-11-11,677.622
2005-11-14,675.118
2005-11-15,672.193
2005-11-16,670.018
2005-11-17,678.278
2005-11-18,682.092
2005-11-21,686.154
2005-11-22,685.27
2005-11-23,690.494
2005-11-24,689.774
2005-11-25,688.743
2005-11-28,689.863
2005-11-29,688.881
2005-11-30,686.694
2005-12-01,693.126
2005-12-02,700.057
2005-12-05,702.932
2005-12-06,705.124
2005-12-07,703.759
2005-12-08,705.079
2005-12-09,708.961
2005-12-12,717.323
2005-12-13,718.359
2005-12-14,721.975
2005-12-15,716.131
2005-12-16,721.441
2005-12-19,722.537
2005-12-20,720.885
2005-12-21,722.197
2005-12-22,724.662
2005-12-23,725.577
2005-12-26,727.497
2005-12-27,725.869
2005-12-28,729.762
2005-12-29,731.168
2005-12-30,724.974
2006-01-02,726.365
2006-01-03,740.417
2006-01-04,754.321
2006-01-05,754.769
2006-01-06,762.114
2006-01-09,761.339
2006-01-10,754.785
2006-01-11,760.373
2006-01-12,762.254
2006-01-13,762.445
2006-01-16,764.713
2006-01-17,752.099
2006-01-18,741.274
2006-01-19,752.881
2006-01-20,750.17
2006-01-23,752.431
2006-01-24,754.852
2006-01-25,758.886
2006-01-26,764.433
2006-01-27,771.719
2006-01-30,771.125
2006-01-31,775.087
2006-02-01,775.147
2006-02-02,771.147
2006-02-03,766.485
2006-02-06,767.674
2006-02-07,763.157
2006-02-08,754.002
2006-02-09,761.057
2006-02-10,754.668
2006-02-13,747.706
2006-02-14,749.137
2006-02-15,749.283
2006-02-16,751.635
2006-02-17,750.337
2006-02-20,750.038
2006-02-21,754.48
2006-02-22,755.447
2006-02-23,762.331
2006-02-24,763.108
2006-02-27,767.397
2006-02-28,764.367
2006-03-01,765.952
2006-03-02,765.433
2006-03-03,763.428
2006-03-06,764.667
2006-03-07,753.308
2006-03-08,748.718
2006-03-09,758.183
2006-03-10,758.736
2006-03-13,768.736
2006-03-14,775.046
2006-03-15,777.945
2006-03-16,780.598
2006-03-17,784.588
2006-03-20,787.688
2006-03-21,782.27
2006-03-22,784.525
2006-03-23,778.471
2006-03-24,784.812
2006-03-27,784.803
2006-03-28,785.857
2006-03-29,784.054
2006-03-30,798.693
2006-03-31,793.928
2006-04-03,803.678
2006-04-04,807.775
2006-04-05,810.802
2006-04-06,815.925
2006-04-07,809.584
2006-04-10,810.216
2006-04-11,805.699
2006-04-12,800.267
2006-04-13,801.828
2006-04-14,801.985
2006-04-17,808.898
2006-04-18,814.397
2006-04-19,824.198
2006-04-20,821.873
2006-04-21,829.198
2006-04-24,826.509
2006-04-25,828.578
2006-04-26,831.788
2006-04-27,834.261
2006-04-28,832.909
2006-05-01,838.359
2006-05-02,846.572
2006-05-03,841.443
2006-05-04,846.911
2006-05-05,857.414
2006-05-08,861.665
2006-05-09,866.42
2006-05-10,864.082
2006-05-11,861.885
2006-05-12,849.948
2006-05-15,833.237
2006-05-16,828.746
2006-05-17,814.994
2006-05-18,805.197
2006-05-19,798.022
2006-05-22,783.075
2006-05-23,794.636
2006-05-24,783.888
2006-05-25,790.355
2006-05-26,802.646
2006-05-29,806.482
2006-05-30,800.793
2006-05-31,796.808
2006-06-01,796.814
2006-06-02,808.422
2006-06-05,803.725
2006-06-06,779.191
2006-06-07,773.151
2006-06-08,744.796
2006-06-09,757.281
2006-06-12,750.962
2006-06-13,727.476
2006-06-14,732.347
2006-06-15,749.923
2006-06-16,754.902
2006-06-19,750.836
2006-06-20,752.359
2006-06-21,756.615
2006-06-22,760.636
2006-06-23,759.147
2006-06-26,760.092
2006-06-27,759.692
2006-06-28,754.077
2006-06-29,767.491
2006-06-30,794.32
2006-07-03,798.633
2006-07-04,801.766
2006-07-05,788.158
2006-07-06,792.43
2006-07-07,795.986
2006-07-10,795.154
2006-07-11,790.002
2006-07-12,784.606
2006-07-13,775.642
2006-07-14,761.525
2006-07-17,751.246
2006-07-18,742.526
2006-07-19,755.872
2006-07-20,767.516
2006-07-21,762.644
2006-07-24,767.802
2006-07-25,772.822
2006-07-26,772.739
2006-07-27,786.76
2006-07-28,794.821
2006-07-31,796.568
2006-08-01,790.868
2006-08-02,800.353
2006-08-03,794.128
2006-08-04,804.515
2006-08-07,792.482
2006-08-08,794.337
2006-08-09,801.027
2006-08-10,792.906
2006-08-11,792.162
2006-08-14,796.814
2006-08-15,804.462
2006-08-16,814.393
2006-08-17,816.815
2006-08-18,814.278
2006-08-21,817.132
2006-08-22,816.366
2006-08-23,813.769
2006-08-24,811.106
2006-08-25,807.402
2006-08-28,808.69
2006-08-29,811.109
2006-08-30,817.129
2006-08-31,818.187
2006-09-01,821.91
2006-09-04,831.464
2006-09-05,828.182
2006-09-06,818.131
2006-09-07,806.506
2006-09-08,804.739
2006-09-11,794.175
2006-09-12,797.932
2006-09-13,799.67
2006-09-14,803.604
2006-09-15,799.139
2006-09-18,802.282
2006-09-19,801.469
2006-09-20,801.203
2006-09-21,806.1
2006-09-22,802.563
2006-09-25,797.437
2006-09-26,801.48
2006-09-27,812.867
2006-09-28,814.092
2006-09-29,813.322
2006-10-02,818.17
2006-10-03,812.594
2006-10-04,809.898
2006-10-05,818.956
2006-10-06,812.823
2006-10-09,814.791
2006-10-10,814.971
2006-10-11,812.752
2006-10-12,816.235
2006-10-13,819.806
2006-10-16,827.476
2006-10-17,823.478
2006-10-18,827.064
2006-10-19,832.877
2006-10-20,835.927
2006-10-23,836.776
2006-10-24,837.028
2006-10-25,842.149
2006-10-26,845.928
2006-10-27,846.209
2006-10-30,840.712
2006-10-31,842.954
2006-11-01,845.916
2006-11-02,843.617
2006-11-03,841.682
2006-11-06,847.184
2006-11-07,855.881
2006-11-08,848.913
2006-11-09,847.978
2006-11-10,850.083
2006-11-13,845.125
2006-11-14,848.326
2006-11-15,850.743
2006-11-16,850.426
2006-11-17,846.267
2006-11-20,841.593
2006-11-21,845.0
2006-11-22,856.239
2006-11-23,857.104
2006-11-24,858.344
2006-11-27,852.754
2006-11-28,850.791
2006-11-29,863.473
2006-11-30,869.627
2006-12-01,870.624
2006-12-04,874.019
2006-12-05,876.562
2006-12-06,879.25
2006-12-07,882.092
2006-12-08,880.912
2006-12-11,878.024
2006-12-12,881.666
2006-12-13,884.69
2006-12-14,888.184
2006-12-15,887.101
2006-12-18,885.104
2006-12-19,882.648
2006-12-20,887.297
2006-12-21,884.642
2006-12-22,881.451
2006-12-25,880.711
2006-12-26,880.352
2006-12-27,887.143
2006-12-28,888.914
2006-12-29,889.654
2007-01-01,889.654
2007-01-02,901.3
2007-01-03,894.427
2007-01-04,887.029
2007-01-05,876.986
2007-01-08,877.336
2007-01-09,878.44
2007-01-10,869.113
2007-01-11,875.019
2007-01-12,884.98
2007-01-15,892.467
2007-01-16,888.911
2007-01-17,891.314
2007-01-18,890.566
2007-01-19,894.007
2007-01-22,895.049
2007-01-23,899.675
2007-01-24,902.533
2007-01-25,901.133
2007-01-26,892.406
2007-01-29,894.768
2007-01-30,899.418
2007-01-31,898.74
2007-02-01,910.533
2007-02-02,911.732
2007-02-05,908.948
2007-02-06,913.262
2007-02-07,917.285
2007-02-08,912.083
2007-02-09,915.189
2007-02-12,910.17
2007-02-13,916.124
2007-02-14,930.207
2007-02-15,936.157
2007-02-16,934.565
2007-02-19,938.036
2007-02-20,935.681
2007-02-21,929.915
2007-02-22,933.434
2007-02-23,939.865
2007-02-26,943.291
2007-02-27,925.077
2007-02-28,907.733
2007-03-01,899.713
2007-03-02,897.086
2007-03-05,876.951
2007-03-06,888.57
2007-03-07,894.734
2007-03-08,904.315
2007-03-09,905.928
2007-03-12,910.233
2007-03-13,903.086
2007-03-14,884.205
2007-03-15,898.854
2007-03-16,901.315
2007-03-19,910.928
2007-03-20,917.911
2007-03-21,922.601
2007-03-22,936.223
2007-03-23,936.366
2007-03-26,935.028
2007-03-27,933.138
2007-03-28,930.859
2007-03-29,934.394
2007-03-30,935.231
2007-04-02,937.317
2007-04-03,946.578
2007-04-04,953.693
2007-04-05,956.693
2007-04-06,956.516
2007-04-09,954.375
2007-04-10,963.151
2007-04-11,961.705
2007-04-12,961.355
2007-04-13,964.375
2007-04-16,975.219
2007-04-17,975.104
2007-04-18,976.81
2007-04-19,971.746
2007-04-20,978.801
2007-04-23,977.645
2007-04-24,974.086
2007-04-25,978.984
2007-04-26,977.661
2007-04-27,976.264
2007-04-30,976.24
2007-05-01,971.437
2007-05-02,977.606
2007-05-03,977.811
2007-05-04,986.69
2007-05-07,994.313
2007-05-08,985.436
2007-05-09,991.581
2007-05-10,983.448
2007-05-11,984.64
2007-05-14,984.677
2007-05-15,986.922
2007-05-16,984.741
2007-05-17,982.462
2007-05-18,986.915
2007-05-21,986.733
2007-05-22,989.751
2007-05-23,997.74
2007-05-24,989.137
2007-05-25,988.004
2007-05-28,990.019
2007-05-29,993.518
2007-05-30,989.687
2007-05-31,1000.0
2007-06-01,1006.543
2007-06-04,1010.864
2007-06-05,1009.129
2007-06-06,996.624
2007-06-07,984.59
2007-06-08,975.398
2007-06-11,982.273
2007-06-12,976.741
2007-06-13,977.147
2007-06-14,990.067
2007-06-15,1003.656
2007-06-18,1006.162
2007-06-19,1004.545
2007-06-20,1005.951
2007-06-21,1000.043
2007-06-22,997.568
2007-06-25,994.48
2007-06-26,990.684
2007-06-27,983.872
2007-06-28,994.563
2007-06-29,1003.763
2007-07-02,1012.654
2007-07-03,1018.919
2007-07-04,1023.843
2007-07-05,1020.629
2007-07-06,1025.003
2007-07-09,1030.159
2007-07-10,1028.599
2007-07-11,1028.525
2007-07-12,1036.748
2007-07-13,1043.834
2007-07-16,1043.393
2007-07-17,1039.959
2007-07-18,1033.458
2007-07-19,1044.232
2007-07-20,1041.682
2007-07-23,1041.514
2007-07-24,1032.808
2007-07-25,1019.342
2007-07-26,997.229
2007-07-27,981.756
2007-07-30,986.263
2007-07-31,999.075
2007-08-01,981.575
2007-08-02,987.326
2007-08-03,985.12
2007-08-06,978.593
2007-08-07,980.936
2007-08-08,1000.17
2007-08-09,987.456
2007-08-10,960.008
2007-08-13,968.147
2007-08-14,958.033
2007-08-15,942.101
2007-08-16,910.53
2007-08-17,914.648
2007-08-20,928.35
2007-08-21,935.169
2007-08-22,949.654
2007-08-23,961.837
2007-08-24,968.107
2007-08-27,971.526
2007-08-28,960.461
2007-08-29,960.542
2007-08-30,969.693
2007-08-31,986.441
2007-09-03,987.643
2007-09-04,990.1
2007-09-05,979.89
2007-09-06,986.372
2007-09-07,977.583
2007-09-10,966.383
2007-09-11,981.918
2007-09-12,987.173
2007-09-13,990.331
2007-09-14,987.034
2007-09-17,977.382
2007-09-18,982.207
2007-09-19,1013.555
2007-09-20,1020.011
2007-09-21,1022.047
2007-09-24,1026.914
2007-09-25,1025.531
2007-09-26,1029.56
2007-09-27,1043.278
2007-09-28,1050.378
2007-10-01,1056.375
2007-10-02,1057.323
2007-10-03,1058.29
2007-10-04,1056.179
2007-10-05,1066.457
2007-10-08,1059.962
2007-10-09,1067.299
2007-10-10,1074.557
2007-10-11,1086.634
2007-10-12,1080.776
2007-10-15,1078.828
2007-10-16,1063.343
2007-10-17,1070.114
2007-10-18,1075.958
2007-10-19,1065.718
2007-10-22,1043.74
2007-10-23,1061.588
2007-10-24,1057.598
2007-10-25,1068.853
2007-10-26,1083.384
2007-10-29,1095.777
2007-10-30,1090.196
2007-10-31,1101.858
2007-11-01,1094.204
2007-11-02,1088.97
2007-11-05,1078.625
2007-11-06,1090.268
2007-11-07,1092.355
2007-11-08,1085.684
2007-11-09,1071.654
2007-11-12,1048.749
2007-11-13,1052.122
2007-11-14,1067.83
2007-11-15,1051.212
2007-11-16,1042.268
2007-11-19,1024.901
2007-11-20,1040.022
2007-11-21,1017.941
2007-11-22,1024.251
2007-11-23,1035.282
2007-11-26,1041.512
2007-11-27,1036.819
2007-11-28,1049.77
2007-11-29,1062.656
2007-11-30,1066.662
2007-12-03,1062.865
2007-12-04,1055.026
2007-12-05,1061.146
2007-12-06,1063.09
2007-12-07,1071.67
2007-12-10,1077.6
2007-12-11,1076.062
2007-12-12,1074.521
2007-12-13,1048.491
2007-12-14,1036.769
2007-12-17,1013.184
2007-12-18,1012.142
2007-12-19,1008.014
2007-12-20,1008.699
2007-12-21,1025.461
2007-12-24,1029.339
2007-12-25,1033.428
2007-12-26,1040.126
2007-12-27,1043.985
2007-12-28,1049.202
2007-12-31,1048.321
2008-01-01,1048.321
2008-01-02,1048.606
2008-01-03,1045.705
2008-01-04,1025.79
2008-01-07,1011.43
2008-01-08,1018.136
2008-01-09,1008.647
2008-01-10,1001.232
2008-01-11,993.031
2008-01-14,1002.244
2008-01-15,978.595
2008-01-16,948.76
2008-01-17,948.945
2008-01-18,945.121
2008-01-21,893.272
2008-01-22,896.228
2008-01-23,886.662
2008-01-24,929.739
2008-01-25,944.813
2008-01-28,933.417
2008-01-29,947.946
2008-01-30,941.768
2008-01-31,950.74
2008-02-01,968.235
2008-02-04,975.09
2008-02-05,942.991
2008-02-06,935.846
2008-02-07,917.791
2008-02-08,919.563
2008-02-11,916.631
2008-02-12,940.071
2008-02-13,938.72
2008-02-14,954.614
2008-02-15,947.23
2008-02-18,955.011
2008-02-19,965.345
2008-02-20,946.618
2008-02-21,964.669
2008-02-22,960.773
2008-02-25,975.792
2008-02-26,987.555
2008-02-27,1004.26
2008-02-28,997.931
2008-02-29,984.898
2008-03-03,967.928
2008-03-04,961.359
2008-03-05,972.462
2008-03-06,976.876
2008-03-07,959.829
2008-03-10,943.511
2008-03-11,948.083
2008-03-12,966.71
2008-03-13,962.308
2008-03-14,956.498
2008-03-17,928.341
2008-03-18,946.928
2008-03-19,935.462
2008-03-20,917.878
2008-03-21,920.523
2008-03-24,919.092
2008-03-25,954.131
2008-03-26,963.362
2008-03-27,970.321
2008-03-28,968.802
2008-03-31,966.919
2008-04-01,971.53
2008-04-02,986.681
2008-04-03,992.796
2008-04-04,1002.68
2008-04-07,1010.509
2008-04-08,998.192
2008-04-09,994.574
2008-04-10,993.621
2008-04-11,988.974
2008-04-14,979.753
2008-04-15,984.577
2008-04-16,1009.342
2008-04-17,1003.165
2008-04-18,1005.948
2008-04-21,1019.178
2008-04-22,1016.823
2008-04-23,1018.753
2008-04-24,1008.287
2008-04-25,1019.605
2008-04-28,1022.599
2008-04-29,1012.599
2008-04-30,1016.38
2008-05-01,1011.519
2008-05-02,1026.023
2008-05-05,1030.476
2008-05-06,1036.178
2008-05-07,1034.113
2008-05-08,1039.715
2008-05-09,1029.355
2008-05-12,1036.508
2008-05-13,1038.058
2008-05-14,1041.726
2008-05-15,1051.423
2008-05-16,1063.277
2008-05-19,1073.603
2008-05-20,1065.13
2008-05-21,1062.305
2008-05-22,1061.629
2008-05-23,1051.517
2008-05-26,1045.104
2008-05-27,1040.988
2008-05-28,1041.471
2008-05-29,1043.649
2008-05-30,1048.175
2008-06-02,1048.6
2008-06-03,1045.455
2008-06-04,1040.397
2008-06-05,1038.019
2008-06-06,1040.884
2008-06-09,1032.233
2008-06-10,1008.295
2008-06-11,1003.732
2008-06-12,992.88
2008-06-13,994.757
2008-06-16,1005.128
2008-06-17,1012.715
2008-06-18,1009.499
2008-06-19,1001.024
2008-06-20,992.167
2008-06-23,986.378
2008-06-24,983.474
2008-06-25,984.652
2008-06-26,979.751
2008-06-27,976.353
2008-06-30,982.732
2008-07-01,967.96
2008-07-02,957.33
2008-07-03,949.82
2008-07-04,944.249
2008-07-07,948.653
2008-07-08,935.177
2008-07-09,947.612
2008-07-10,939.818
2008-07-11,933.302
2008-07-14,938.616
2008-07-15,927.791
2008-07-16,924.139
2008-07-17,939.011
2008-07-18,935.783
2008-07-21,943.906
2008-07-22,945.767
2008-07-23,946.315
2008-07-24,936.027
2008-07-25,930.941
2008-07-28,931.519
2008-07-29,924.255
2008-07-30,938.852
2008-07-31,939.327
2008-08-01,922.755
2008-08-04,913.688
2008-08-05,910.922
2008-08-06,918.608
2008-08-07,912.244
2008-08-08,898.982
2008-08-11,904.32
2008-08-12,895.945
2008-08-13,883.769
2008-08-14,887.563
2008-08-15,877.984
2008-08-18,881.301
2008-08-19,867.025
2008-08-20,874.752
2008-08-21,882.234
2008-08-22,883.198
2008-08-25,882.44
2008-08-26,877.493
2008-08-27,881.948
2008-08-28,888.35
2008-08-29,896.66
2008-09-01,884.522
2008-09-02,875.772
2008-09-03,860.859
2008-09-04,839.407
2008-09-05,820.013
2008-09-08,835.251
2008-09-09,817.18
2008-09-10,810.632
2008-09-11,800.62
2008-09-12,826.183
2008-09-15,810.631
2008-09-16,789.414
2008-09-17,783.046
2008-09-18,785.683
2008-09-19,830.928
2008-09-22,836.736
2008-09-23,828.7
2008-09-24,821.04
2008-09-25,825.208
2008-09-26,807.214
2008-09-29,768.256
2008-09-30,753.717
2008-10-01,756.72
2008-10-02,727.504
2008-10-03,728.479
2008-10-06,674.708
2008-10-07,675.58
2008-10-08,638.3
2008-10-09,630.022
2008-10-10,582.068
2008-10-13,624.252
2008-10-14,659.065
2008-10-15,624.44
2008-10-16,583.422
2008-10-17,601.977
2008-10-20,619.934
2008-10-21,617.107
2008-10-22,576.05
2008-10-23,567.67
2008-10-24,541.409
2008-10-27,518.222
2008-10-28,538.781
2008-10-29,576.281
2008-10-30,594.853
2008-10-31,594.826
2008-11-03,602.255
2008-11-04,634.17
2008-11-05,636.252
2008-11-06,594.489
2008-11-07,596.169
2008-11-10,608.881
2008-11-11,579.475
2008-11-12,563.481
2008-11-13,555.671
2008-11-14,560.728
2008-11-17,549.131
2008-11-18,547.041
2008-11-19,533.272
2008-11-20,503.804
2008-11-21,504.873
2008-11-24,537.697
2008-11-25,548.041
2008-11-26,545.942
2008-11-27,555.3
2008-11-28,559.745
2008-12-01,533.279
2008-12-02,532.209
2008-12-03,535.972
2008-12-04,532.516
2008-12-05,518.638
2008-12-08,551.891
2008-12-09,555.168
2008-12-10,562.647
2008-12-11,570.391
2008-12-12,560.765
2008-12-15,576.464
2008-12-16,580.886
2008-12-17,601.613
2008-12-18,603.05
2008-12-19,585.243
2008-12-22,578.258
2008-12-23,577.98
2008-12-24,575.928
2008-12-25,577.054
2008-12-26,579.054
2008-12-29,590.828
2008-12-30,595.264
2008-12-31,592.816
2009-01-01,592.816
2009-01-02,605.72
2009-01-05,608.215
2009-01-06,608.435
2009-01-07,612.054
2009-01-08,609.644
2009-01-09,601.885
2009-01-12,588.76
2009-01-13,572.791
2009-01-14,559.253
2009-01-15,550.148
2009-01-16,562.702
2009-01-19,557.668
2009-01-20,541.74
2009-01-21,539.499
2009-01-22,539.035
2009-01-23,530.867
2009-01-26,546.093
2009-01-27,556.057
2009-01-28,563.83
2009-01-29,557.375
2009-01-30,547.394
2009-02-02,535.143
2009-02-03,544.92
2009-02-04,552.487
2009-02-05,550.608
2009-02-06,557.754
2009-02-09,563.217
2009-02-10,553.643
2009-02-11,548.091
2009-02-12,538.929
2009-02-13,544.226
2009-02-16,538.469
2009-02-17,521.334
2009-02-18,515.409
2009-02-19,519.757
2009-02-20,504.84
2009-02-23,503.698
2009-02-24,496.531
2009-02-25,495.88
2009-02-26,499.91
2009-02-27,496.994
2009-03-02,473.389
2009-03-03,465.143
2009-03-04,476.416
2009-03-05,472.105
2009-03-06,469.371
2009-03-09,463.205
2009-03-10,478.818
2009-03-11,485.1
2009-03-12,483.408
2009-03-13,493.24
2009-03-16,505.056
2009-03-17,505.269
2009-03-18,506.68
2009-03-19,530.109
2009-03-20,524.364
2009-03-23,537.908
2009-03-24,542.189
2009-03-25,544.26
2009-03-26,547.677
2009-03-27,537.072
2009-03-30,517.878
2009-03-31,526.322
2009-04-01,531.447
2009-04-02,556.927
2009-04-03,551.792
2009-04-06,548.001
2009-04-07,542.2
2009-04-08,538.931
2009-04-09,548.609
2009-04-10,548.452
2009-04-13,552.311
2009-04-14,555.814
2009-04-15,553.395
2009-04-16,558.678
2009-04-17,559.964
2009-04-20,546.013
2009-04-21,545.823
2009-04-22,549.322
2009-04-23,553.851
2009-04-24,566.999
2009-04-27,565.446
2009-04-28,555.775
2009-04-29,567.978
2009-04-30,575.541
2009-05-01,577.116
2009-05-04,590.576
2009-05-05,592.757
2009-05-06,599.023
2009-05-07,607.134
2009-05-08,616.411
2009-05-11,617.703
2009-05-12,619.18
2009-05-13,611.773
2009-05-14,607.681
2009-05-15,614.458
2009-05-18,615.211
2009-05-19,629.581
2009-05-20,641.146
2009-05-21,632.257
2009-05-22,636.974
2009-05-25,639.555
2009-05-26,643.128
2009-05-27,645.602
2009-05-28,640.967
2009-05-29,651.85
2009-06-01,664.701
2009-06-02,672.397
2009-06-03,661.296
2009-06-04,657.718
2009-06-05,654.199
2009-06-08,646.087
2009-06-09,653.204
2009-06-10,661.346
2009-06-11,669.493
2009-06-12,665.819
2009-06-15,648.536
2009-06-16,646.334
2009-06-17,637.87
2009-06-18,639.717
2009-06-19,644.719
2009-06-22,631.828
2009-06-23,631.164
2009-06-24,642.666
2009-06-25,639.173
2009-06-26,648.656
2009-06-29,651.047
2009-06-30,647.604
2009-07-01,656.53
2009-07-02,643.545
2009-07-03,641.512
2009-07-06,633.404
2009-07-07,631.862
2009-07-08,622.334
2009-07-09,627.54
2009-07-10,623.334
2009-07-13,623.927
2009-07-14,633.755
2009-07-15,649.106
2009-07-16,653.844
2009-07-17,657.086
2009-07-20,666.17
2009-07-21,676.15
2009-07-22,677.572
2009-07-23,686.378
2009-07-24,686.647
2009-07-27,689.459
2009-07-28,686.579
2009-07-29,682.721
2009-07-30,693.851
2009-07-31,701.733
2009-08-03,716.169
2009-08-04,715.193
2009-08-05,710.322
2009-08-06,710.606
2009-08-07,704.706
2009-08-10,702.075
2009-08-11,698.783
2009-08-12,702.178
2009-08-13,712.749
2009-08-14,710.406
2009-08-17,688.895
2009-08-18,695.854
2009-08-19,698.266
2009-08-20,707.015
2009-08-21,716.073
2009-08-24,724.577
2009-08-25,724.654
2009-08-26,719.957
2009-08-27,716.004
2009-08-28,727.621
2009-08-31,722.839
2009-09-01,715.377
2009-09-02,709.708
2009-09-03,711.132
2009-09-04,715.778
2009-09-07,728.634
2009-09-08,741.297
2009-09-09,745.439
2009-09-10,750.777
2009-09-11,758.226
2009-09-14,752.709
2009-09-15,752.625
2009-09-16,764.859
2009-09-17,770.791
2009-09-18,764.198
2009-09-21,756.261
2009-09-22,767.674
2009-09-23,767.902
2009-09-24,756.31
2009-09-25,751.593
2009-09-28,752.689
2009-09-29,751.818
2009-09-30,756.755
2009-10-01,743.681
2009-10-02,730.642
2009-10-05,733.341
2009-10-06,751.829
2009-10-07,751.914
2009-10-08,765.451
2009-10-09,764.562
2009-10-12,769.042
2009-10-13,767.513
2009-10-14,780.4
2009-10-15,783.248
2009-10-16,777.434
2009-10-19,788.982
2009-10-20,788.494
2009-10-21,791.14
2009-10-22,784.092
2009-10-23,779.78
2009-10-26,772.398
2009-10-27,764.73
2009-10-28,750.357
2009-10-29,758.635
2009-10-30,752.826
2009-11-02,751.404
2009-11-03,744.565
2009-11-04,757.707
2009-11-05,761.02
2009-11-06,765.101
2009-11-09,781.014
2009-11-10,779.771
2009-11-11,782.348
2009-11-12,776.875
2009-11-13,780.718
2009-11-16,792.834
2009-11-17,785.358
2009-11-18,788.092
2009-11-19,773.714
2009-11-20,769.085
2009-11-23,784.378
2009-11-24,778.283
2009-11-25,788.563
2009-11-26,770.84
2009-11-27,769.496
2009-11-30,772.797
2009-12-01,794.516
2009-12-02,798.094
2009-12-03,800.582
2009-12-04,793.272
2009-12-07,791.009
2009-12-08,780.379
2009-12-09,775.533
2009-12-10,777.251
2009-12-11,777.605
2009-12-14,784.411
2009-12-15,779.698
2009-12-16,787.695
2009-12-17,770.204
2009-12-18,765.52
2009-12-21,771.944
2009-12-22,773.631
2009-12-23,781.214
2009-12-24,785.049
2009-12-25,784.449
2009-12-28,789.609
2009-12-29,792.967
2009-12-30,784.412
2009-12-31,788.239
2010-01-01,788.239
2010-01-04,804.257
2010-01-05,805.12
2010-01-06,805.904
2010-01-07,802.903
2010-01-08,807.681
2010-01-11,818.021
2010-01-12,814.02
2010-01-13,811.427
2010-01-14,818.547
2010-01-15,811.474
2010-01-18,814.902
2010-01-19,811.993
2010-01-20,795.874
2010-01-21,786.301
2010-01-22,780.444
2010-01-25,776.103
2010-01-26,771.388
2010-01-27,764.798
2010-01-28,759.658
2010-01-29,754.21
2010-02-01,756.607
2010-02-02,768.793
2010-02-03,766.535
2010-02-04,746.769
2010-02-05,730.054
2010-02-08,731.54
2010-02-09,734.417
2010-02-10,735.621
2010-02-11,739.924
2010-02-12,741.046
2010-02-15,741.002
2010-02-16,750.698
2010-02-17,759.528
2010-02-18,761.889
2010-02-19,754.524
2010-02-22,762.482
2010-02-23,757.226
2010-02-24,756.459
2010-02-25,746.018
2010-02-26,756.992
2010-03-01,760.646
2010-03-02,771.015
2010-03-03,781.003
2010-03-04,776.257
2010-03-05,785.369
2010-03-08,791.091
2010-03-09,788.844
2010-03-10,793.294
2010-03-11,793.446
2010-03-12,799.663
2010-03-15,792.52
2010-03-16,801.371
2010-03-17,808.544
2010-03-18,802.177
2010-03-19,798.711
2010-03-22,798.82
2010-03-23,802.866
2010-03-24,793.3
2010-03-25,795.78
2010-03-26,797.521
2010-03-29,803.88
2010-03-30,804.99
2010-03-31,807.281
2010-04-01,817.514
2010-04-02,818.081
2010-04-05,818.116
2010-04-06,817.74
2010-04-07,816.046
2010-04-08,810.978
2010-04-09,821.171
2010-04-12,826.644
2010-04-13,821.414
2010-04-14,829.502
2010-04-15,831.495
2010-04-16,819.079
2010-04-19,809.651
2010-04-20,816.58
2010-04-21,815.414
2010-04-22,806.416
2010-04-23,811.422
2010-04-26,820.324
2010-04-27,806.458
2010-04-28,790.034
2010-04-29,799.837
2010-04-30,801.347
2010-05-03,795.588
2010-05-04,775.2
2010-05-05,762.981
2010-05-06,748.692
2010-05-07,726.488
2010-05-10,762.983
2010-05-11,755.671
2010-05-12,763.567
2010-05-13,765.832
2010-05-14,744.3
2010-05-17,731.881
2010-05-18,736.034
2010-05-19,717.508
2010-05-20,702.238
2010-05-21,704.537
2010-05-24,702.644
2010-05-25,681.07
2010-05-26,692.771
2010-05-27,711.445
2010-05-28,715.137
2010-05-31,715.731
2010-06-01,715.826
2010-06-02,711.455
2010-06-03,724.633
2010-06-04,710.585
2010-06-07,694.882
2010-06-08,694.062
2010-06-09,705.828
2010-06-10,719.145
2010-06-11,720.993
2010-06-14,737.738
2010-06-15,743.013
2010-06-16,747.934
2010-06-17,748.547
2010-06-18,750.552
2010-06-21,761.216
2010-06-22,753.515
2010-06-23,743.491
2010-06-24,738.84
2010-06-25,732.743
2010-06-28,738.358
2010-06-29,715.305
2010-06-30,711.471
2010-07-01,705.187
2010-07-02,708.934
2010-07-05,705.809
2010-07-06,725.276
2010-07-07,728.624
2010-07-08,738.906
2010-07-09,743.041
2010-07-12,742.632
2010-07-13,753.95
2010-07-14,760.099
2010-07-15,760.281
2010-07-16,749.938
2010-07-19,744.498
2010-07-20,742.353
2010-07-21,746.024
2010-07-22,758.013
2010-07-23,763.62
2010-07-26,770.959
2010-07-27,769.884
2010-07-28,773.105
2010-07-29,774.239
2010-07-30,769.939
2010-08-02,788.589
2010-08-03,793.698
2010-08-04,787.437
2010-08-05,789.359
2010-08-06,791.568
2010-08-09,794.967
2010-08-10,782.616
2010-08-11,761.256
2010-08-12,757.101
2010-08-13,757.831
2010-08-16,762.528
2010-08-17,770.743
2010-08-18,771.14
2010-08-19,768.279
2010-08-20,753.497
2010-08-23,754.383
2010-08-24,746.357
2010-08-25,737.361
2010-08-26,748.276
2010-08-27,752.271
