Date,WORLD ex USA IMI GROWTH IMI (Large+Mid+Small Cap)
2001-11-06,466.387
2001-11-07,466.281
2001-11-08,470.422
2001-11-09,466.689
2001-11-12,460.111
2001-11-13,464.855
2001-11-14,468.136
2001-11-15,473.05
2001-11-16,477.935
2001-11-19,479.963
2001-11-20,474.551
2001-11-21,469.984
2001-11-22,474.206
2001-11-23,471.735
2001-11-26,477.533
2001-11-27,474.365
2001-11-28,469.295
2001-11-29,467.032
2001-11-30,472.429
2001-12-03,466.065
2001-12-04,471.702
2001-12-05,483.474
2001-12-06,486.799
2001-12-07,482.336
2001-12-10,473.306
2001-12-11,472.38
2001-12-12,474.298
2001-12-13,465.634
2001-12-14,461.893
2001-12-17,467.378
2001-12-18,466.803
2001-12-19,463.059
2001-12-20,461.875
2001-12-21,460.393
2001-12-24,457.747
2001-12-25,457.065
2001-12-26,456.198
2001-12-27,464.495
2001-12-28,467.343
2001-12-31,470.375
2002-01-01,470.376
2002-01-02,470.95
2002-01-03,476.557
2002-01-04,479.221
2002-01-07,476.609
2002-01-08,469.793
2002-01-09,468.644
2002-01-10,464.42
2002-01-11,464.439
2002-01-14,459.002
2002-01-15,458.356
2002-01-16,451.586
2002-01-17,453.304
2002-01-18,454.633
2002-01-21,451.851
2002-01-22,448.791
2002-01-23,449.159
2002-01-24,451.867
2002-01-25,446.459
2002-01-28,448.583
2002-01-29,443.509
2002-01-30,437.818
2002-01-31,441.783
2002-02-01,440.046
2002-02-04,437.239
2002-02-05,430.51
2002-02-06,426.837
2002-02-07,431.452
2002-02-08,432.283
2002-02-11,438.069
2002-02-12,439.517
2002-02-13,440.758
2002-02-14,443.612
2002-02-15,441.603
2002-02-18,438.907
2002-02-19,432.073
2002-02-20,428.987
2002-02-21,433.289
2002-02-22,431.93
2002-02-25,433.284
2002-02-26,433.91
2002-02-27,440.006
2002-02-28,441.001
2002-03-01,446.016
2002-03-04,460.193
2002-03-05,459.65
2002-03-06,463.974
2002-03-07,475.171
2002-03-08,476.567
2002-03-11,476.471
2002-03-12,467.526
2002-03-13,464.433
2002-03-14,469.246
2002-03-15,472.554
2002-03-18,471.625
2002-03-19,474.472
2002-03-20,470.817
2002-03-21,468.81
2002-03-22,466.576
2002-03-25,462.284
2002-03-26,461.97
2002-03-27,463.012
2002-03-28,466.743
2002-03-29,464.95
2002-04-01,466.308
2002-04-02,466.617
2002-04-03,467.153
2002-04-04,466.099
2002-04-05,465.127
2002-04-08,459.813
2002-04-09,458.627
2002-04-10,461.404
2002-04-11,456.568
2002-04-12,454.279
2002-04-15,458.049
2002-04-16,466.057
2002-04-17,470.966
2002-04-18,469.586
2002-04-19,467.851
2002-04-22,466.541
2002-04-23,465.607
2002-04-24,464.756
2002-04-25,466.064
2002-04-26,463.859
2002-04-29,462.729
2002-04-30,462.406
2002-05-01,465.246
2002-05-02,462.447
2002-05-03,462.341
2002-05-06,462.148
2002-05-07,455.641
2002-05-08,461.894
2002-05-09,462.379
2002-05-10,459.531
2002-05-13,459.745
2002-05-14,459.532
2002-05-15,466.629
2002-05-16,468.146
2002-05-17,473.683
2002-05-20,473.656
2002-05-21,472.682
2002-05-22,472.23
2002-05-23,469.625
2002-05-24,469.356
2002-05-27,467.456
2002-05-28,468.468
2002-05-29,467.784
2002-05-30,465.757
2002-05-31,465.877
2002-06-03,465.751
2002-06-04,459.378
2002-06-05,455.071
2002-06-06,455.424
2002-06-07,450.047
2002-06-10,450.257
2002-06-11,451.515
2002-06-12,444.808
2002-06-13,439.531
2002-06-14,431.845
2002-06-17,437.915
2002-06-18,439.252
2002-06-19,434.212
2002-06-20,432.313
2002-06-21,431.644
2002-06-24,427.517
2002-06-25,431.956
2002-06-26,429.529
2002-06-27,433.561
2002-06-28,446.744
2002-07-01,446.975
2002-07-02,436.773
2002-07-03,428.438
2002-07-04,433.017
2002-07-05,444.527
2002-07-08,448.226
2002-07-09,448.937
2002-07-10,435.774
2002-07-11,424.278
2002-07-12,426.787
2002-07-15,416.237
2002-07-16,414.637
2002-07-17,421.242
2002-07-18,426.718
2002-07-19,413.086
2002-07-22,397.915
2002-07-23,387.977
2002-07-24,383.899
2002-07-25,393.431
2002-07-26,389.046
2002-07-29,400.703
2002-07-30,405.158
2002-07-31,402.663
2002-08-01,392.94
2002-08-02,392.361
2002-08-05,383.589
2002-08-06,384.257
2002-08-07,386.573
2002-08-08,395.467
2002-08-09,402.182
2002-08-12,396.808
2002-08-13,398.432
2002-08-14,396.484
2002-08-15,402.416
2002-08-16,405.566
2002-08-19,408.696
2002-08-20,404.176
2002-08-21,408.745
2002-08-22,412.228
2002-08-23,409.052
2002-08-26,408.428
2002-08-27,413.465
2002-08-28,402.516
2002-08-29,397.85
2002-08-30,398.802
2002-09-02,394.174
2002-09-03,385.468
2002-09-04,384.257
2002-09-05,384.256
2002-09-06,388.342
2002-09-09,385.789
2002-09-10,389.088
2002-09-11,394.732
2002-09-12,386.985
2002-09-13,380.788
2002-09-16,376.75
2002-09-17,376.052
2002-09-18,370.085
2002-09-19,367.7
2002-09-20,365.58
2002-09-23,356.849
2002-09-24,352.17
2002-09-25,355.241
2002-09-26,365.961
2002-09-27,367.475
2002-09-30,359.918
2002-10-01,359.407
2002-10-02,365.329
2002-10-03,362.583
2002-10-04,357.218
2002-10-07,349.532
2002-10-08,345.301
2002-10-09,343.788
2002-10-10,347.289
2002-10-11,359.627
2002-10-14,358.354
2002-10-15,374.035
2002-10-16,369.946
2002-10-17,376.534
2002-10-18,376.154
2002-10-21,376.439
2002-10-22,373.801
2002-10-23,367.796
2002-10-24,372.494
2002-10-25,374.496
2002-10-28,379.65
2002-10-29,370.513
2002-10-30,376.079
2002-10-31,380.229
2002-11-01,378.863
2002-11-04,387.922
2002-11-05,392.33
2002-11-06,389.737
2002-11-07,387.7
2002-11-08,384.33
2002-11-11,378.98
2002-11-12,383.204
2002-11-13,380.568
2002-11-14,384.146
2002-11-15,388.239
2002-11-18,388.749
2002-11-19,387.007
2002-11-20,385.728
2002-11-21,395.431
2002-11-22,396.722
2002-11-25,394.928
2002-11-26,389.501
2002-11-27,393.992
2002-11-28,399.253
2002-11-29,397.916
2002-12-02,397.174
2002-12-03,392.024
2002-12-04,389.856
2002-12-05,385.952
2002-12-06,386.989
2002-12-09,381.503
2002-12-10,382.29
2002-12-11,383.858
2002-12-12,382.668
2002-12-13,381.296
2002-12-16,384.931
2002-12-17,384.784
2002-12-18,377.65
2002-12-19,377.843
2002-12-20,379.811
2002-12-23,380.662
2002-12-24,382.42
2002-12-25,382.208
2002-12-26,384.057
2002-12-27,378.402
2002-12-30,381.809
2002-12-31,384.679
2003-01-01,384.675
2003-01-02,387.872
2003-01-03,391.969
2003-01-06,396.789
2003-01-07,392.566
2003-01-08,386.738
2003-01-09,390.685
2003-01-10,392.396
2003-01-13,393.148
2003-01-14,397.273
2003-01-15,394.012
2003-01-16,392.729
2003-01-17,389.49
2003-01-20,385.58
2003-01-21,384.432
2003-01-22,379.804
2003-01-23,381.339
2003-01-24,379.208
2003-01-27,368.599
2003-01-28,367.356
2003-01-29,368.688
2003-01-30,370.947
2003-01-31,369.518
2003-02-03,373.758
2003-02-04,370.382
2003-02-05,372.902
2003-02-06,367.173
2003-02-07,364.475
2003-02-10,361.295
2003-02-11,364.979
2003-02-12,362.551
2003-02-13,362.667
2003-02-14,365.846
2003-02-17,369.781
2003-02-18,371.089
2003-02-19,367.19
2003-02-20,367.761
2003-02-21,368.057
2003-02-24,366.185
2003-02-25,357.613
2003-02-26,357.879
2003-02-27,357.474
2003-02-28,361.836
2003-03-03,365.84
2003-03-04,361.383
2003-03-05,360.294
2003-03-06,357.676
2003-03-07,352.945
2003-03-10,346.531
2003-03-11,344.067
2003-03-12,338.861
2003-03-13,345.606
2003-03-14,353.869
2003-03-17,358.623
2003-03-18,359.751
2003-03-19,362.824
2003-03-20,364.418
2003-03-21,369.404
2003-03-24,364.189
2003-03-25,365.963
2003-03-26,367.131
2003-03-27,365.007
2003-03-28,364.04
2003-03-31,357.456
2003-04-01,359.889
2003-04-02,366.012
2003-04-03,366.62
2003-04-04,368.923
2003-04-07,376.455
2003-04-08,373.729
2003-04-09,373.633
2003-04-10,371.286
2003-04-11,369.88
2003-04-14,372.365
2003-04-15,378.088
2003-04-16,377.689
2003-04-17,381.394
2003-04-18,381.584
2003-04-21,380.138
2003-04-22,383.461
2003-04-23,385.998
2003-04-24,385.115
2003-04-25,381.392
2003-04-28,385.038
2003-04-29,384.549
2003-04-30,391.429
2003-05-01,394.507
2003-05-02,394.3
2003-05-05,398.53
2003-05-06,405.693
2003-05-07,404.016
2003-05-08,399.275
2003-05-09,402.593
2003-05-12,405.423
2003-05-13,405.667
2003-05-14,406.398
2003-05-15,407.443
2003-05-16,410.824
2003-05-19,404.325
2003-05-20,404.473
2003-05-21,402.369
2003-05-22,406.508
2003-05-23,408.565
2003-05-26,409.418
2003-05-27,410.322
2003-05-28,412.65
2003-05-29,416.722
2003-05-30,414.442
2003-06-02,421.926
2003-06-03,419.718
2003-06-04,422.244
2003-06-05,426.821
2003-06-06,430.074
2003-06-09,429.148
2003-06-10,427.772
2003-06-11,434.519
2003-06-12,435.172
2003-06-13,434.014
2003-06-16,438.685
2003-06-17,442.909
2003-06-18,442.013
2003-06-19,437.788
2003-06-20,438.154
2003-06-23,431.125
2003-06-24,426.812
2003-06-25,429.761
2003-06-26,424.893
2003-06-27,426.208
2003-06-30,424.089
2003-07-01,423.998
2003-07-02,431.002
2003-07-03,434.625
2003-07-04,432.16
2003-07-07,436.342
2003-07-08,435.191
2003-07-09,434.444
2003-07-10,432.129
2003-07-11,430.674
2003-07-14,436.141
2003-07-15,432.483
2003-07-16,429.85
2003-07-17,422.667
2003-07-18,423.203
2003-07-21,423.972
2003-07-22,424.909
2003-07-23,430.203
2003-07-24,436.155
2003-07-25,436.149
2003-07-28,439.054
2003-07-29,438.196
2003-07-30,433.292
2003-07-31,431.695
2003-08-01,430.496
2003-08-04,428.89
2003-08-05,429.651
2003-08-06,426.006
2003-08-07,427.655
2003-08-08,428.962
2003-08-11,431.791
2003-08-12,433.698
2003-08-13,436.253
2003-08-14,439.686
2003-08-15,439.716
2003-08-18,440.655
2003-08-19,441.431
2003-08-20,443.948
2003-08-21,443.898
2003-08-22,442.369
2003-08-25,440.632
2003-08-26,438.361
2003-08-27,440.081
2003-08-28,441.483
2003-08-29,444.122
2003-09-01,450.609
2003-09-02,448.922
2003-09-03,453.78
2003-09-04,454.241
2003-09-05,456.868
2003-09-08,460.512
2003-09-09,462.055
2003-09-10,458.616
2003-09-11,456.378
2003-09-12,459.067
2003-09-15,460.043
2003-09-16,462.974
2003-09-17,466.915
2003-09-18,471.373
2003-09-19,472.377
2003-09-22,468.696
2003-09-23,468.88
2003-09-24,468.56
2003-09-25,465.051
2003-09-26,461.664
2003-09-29,461.725
2003-09-30,460.252
2003-10-01,467.033
2003-10-02,471.645
2003-10-03,477.822
2003-10-06,478.247
2003-10-07,481.29
2003-10-08,479.908
2003-10-09,483.832
2003-10-10,487.54
2003-10-13,488.841
2003-10-14,489.781
2003-10-15,489.974
2003-10-16,493.274
2003-10-17,491.589
2003-10-20,492.716
2003-10-21,494.081
2003-10-22,491.101
2003-10-23,481.073
2003-10-24,483.002
2003-10-27,486.37
2003-10-28,488.317
2003-10-29,491.89
2003-10-30,493.218
2003-10-31,488.323
2003-11-03,487.224
2003-11-04,491.074
2003-11-05,487.743
2003-11-06,484.286
2003-11-07,490.048
2003-11-10,488.807
2003-11-11,483.951
2003-11-12,488.315
2003-11-13,493.948
2003-11-14,494.978
2003-11-17,485.033
2003-11-18,489.185
2003-11-19,484.447
2003-11-20,486.344
2003-11-21,487.133
2003-11-24,487.819
2003-11-25,489.936
2003-11-26,495.526
2003-11-27,496.29
2003-11-28,496.991
2003-12-01,504.005
2003-12-02,507.287
2003-12-03,509.123
2003-12-04,507.677
2003-12-05,506.833
2003-12-08,504.4
2003-12-09,504.995
2003-12-10,499.788
2003-12-11,500.073
2003-12-12,504.764
2003-12-15,509.704
2003-12-16,506.272
2003-12-17,506.116
2003-12-18,508.197
2003-12-19,509.011
2003-12-22,510.839
2003-12-23,513.25
2003-12-24,515.698
2003-12-25,516.009
2003-12-26,517.125
2003-12-29,520.852
2003-12-30,525.786
2003-12-31,528.986
2004-01-01,528.989
2004-01-02,532.877
2004-01-05,540.99
2004-01-06,543.004
2004-01-07,540.465
2004-01-08,547.435
2004-01-09,551.73
2004-01-12,549.399
2004-01-13,549.099
2004-01-14,549.905
2004-01-15,544.373
2004-01-16,543.773
2004-01-19,545.448
2004-01-20,551.541
2004-01-21,554.242
2004-01-22,557.936
2004-01-23,557.458
2004-01-26,552.212
2004-01-27,554.605
2004-01-28,552.616
2004-01-29,541.012
2004-01-30,542.104
2004-02-02,543.656
2004-02-03,545.664
2004-02-04,540.15
2004-02-05,543.213
2004-02-06,550.201
2004-02-09,553.645
2004-02-10,554.971
2004-02-11,554.843
2004-02-12,560.654
2004-02-13,560.803
2004-02-16,561.563
2004-02-17,567.79
2004-02-18,566.885
2004-02-19,565.494
2004-02-20,556.971
2004-02-23,558.168
2004-02-24,555.971
2004-02-25,553.426
2004-02-26,550.553
2004-02-27,554.192
2004-03-01,562.658
2004-03-02,559.476
2004-03-03,552.233
2004-03-04,555.408
2004-03-05,563.674
2004-03-08,561.315
2004-03-09,559.938
2004-03-10,550.555
2004-03-11,540.392
2004-03-12,538.323
2004-03-15,534.265
2004-03-16,541.28
2004-03-17,545.242
2004-03-18,548.256
2004-03-19,548.081
2004-03-22,540.732
2004-03-23,539.61
2004-03-24,537.49
2004-03-25,543.153
2004-03-26,545.17
2004-03-29,551.523
2004-03-30,552.607
2004-03-31,557.765
2004-04-01,565.232
2004-04-02,565.33
2004-04-05,564.19
2004-04-06,562.873
2004-04-07,567.307
2004-04-08,566.265
2004-04-09,563.742
2004-04-12,565.798
2004-04-13,561.529
2004-04-14,553.348
2004-04-15,550.631
2004-04-16,556.045
2004-04-19,555.803
2004-04-20,556.398
2004-04-21,550.101
2004-04-22,551.499
2004-04-23,553.69
2004-04-26,556.816
2004-04-27,555.103
2004-04-28,545.449
2004-04-29,544.852
2004-04-30,540.297
2004-05-03,541.081
2004-05-04,548.786
2004-05-05,553.454
2004-05-06,543.609
2004-05-07,533.741
2004-05-10,512.078
2004-05-11,514.606
2004-05-12,518.355
2004-05-13,514.516
2004-05-14,512.0
2004-05-17,506.694
2004-05-18,511.295
2004-05-19,525.41
2004-05-20,518.415
2004-05-21,524.803
2004-05-24,525.182
2004-05-25,525.728
2004-05-26,530.587
2004-05-27,539.619
2004-05-28,538.622
2004-05-31,539.016
2004-06-01,537.875
2004-06-02,538.882
2004-06-03,534.942
2004-06-04,538.007
2004-06-07,548.443
2004-06-08,548.898
2004-06-09,543.505
2004-06-10,544.092
2004-06-11,540.445
2004-06-14,535.713
2004-06-15,537.996
2004-06-16,541.48
2004-06-17,543.541
2004-06-18,545.486
2004-06-21,546.662
2004-06-22,542.327
2004-06-23,543.514
2004-06-24,551.695
2004-06-25,550.23
2004-06-28,555.012
2004-06-29,550.382
2004-06-30,549.998
2004-07-01,550.448
2004-07-02,550.778
2004-07-05,546.543
2004-07-06,543.998
2004-07-07,546.913
2004-07-08,547.042
2004-07-09,547.536
2004-07-12,548.429
2004-07-13,545.218
2004-07-14,544.954
2004-07-15,539.821
2004-07-16,544.122
2004-07-19,542.385
2004-07-20,539.575
2004-07-21,537.997
2004-07-22,533.703
2004-07-23,527.386
2004-07-26,523.587
2004-07-27,520.69
2004-07-28,521.851
2004-07-29,524.548
2004-07-30,527.125
2004-08-02,526.607
2004-08-03,527.678
2004-08-04,522.543
2004-08-05,522.189
2004-08-06,521.129
2004-08-09,516.566
2004-08-10,520.351
2004-08-11,516.245
2004-08-12,515.031
2004-08-13,516.329
2004-08-16,518.189
2004-08-17,520.086
2004-08-18,520.154
2004-08-19,526.546
2004-08-20,525.093
2004-08-23,526.815
2004-08-24,523.783
2004-08-25,524.617
2004-08-26,527.577
2004-08-27,529.553
2004-08-30,528.323
2004-08-31,528.202
2004-09-01,532.107
2004-09-02,533.033
2004-09-03,529.192
2004-09-06,533.801
2004-09-07,534.974
2004-09-08,536.227
2004-09-09,533.56
2004-09-10,538.686
2004-09-13,541.448
2004-09-14,542.888
2004-09-15,535.307
2004-09-16,536.917
2004-09-17,538.04
2004-09-20,536.751
2004-09-21,541.504
2004-09-22,538.8
2004-09-23,538.953
2004-09-24,536.434
2004-09-27,533.985
2004-09-28,535.952
2004-09-29,538.536
2004-09-30,542.428
2004-10-01,548.628
2004-10-04,550.949
2004-10-05,552.082
2004-10-06,552.53
2004-10-07,550.755
2004-10-08,554.67
2004-10-11,553.431
2004-10-12,546.272
2004-10-13,545.277
2004-10-14,545.368
2004-10-15,548.118
2004-10-18,547.232
2004-10-19,553.156
2004-10-20,551.53
2004-10-21,554.349
2004-10-22,554.956
2004-10-25,552.944
2004-10-26,554.539
2004-10-27,559.472
2004-10-28,562.915
2004-10-29,561.303
2004-11-01,563.451
2004-11-02,568.05
2004-11-03,573.936
2004-11-04,576.232
2004-11-05,581.245
2004-11-08,580.627
2004-11-09,578.709
2004-11-10,578.414
2004-11-11,580.576
2004-11-12,586.969
2004-11-15,589.542
2004-11-16,588.76
2004-11-17,595.214
2004-11-18,593.184
2004-11-19,593.662
2004-11-22,588.641
2004-11-23,590.517
2004-11-24,594.336
2004-11-25,600.411
2004-11-26,599.638
2004-11-29,602.198
2004-11-30,598.613
2004-12-01,601.489
2004-12-02,604.729
2004-12-03,608.175
2004-12-06,606.764
2004-12-07,605.733
2004-12-08,596.662
2004-12-09,591.513
2004-12-10,589.83
2004-12-13,596.644
2004-12-14,597.039
2004-12-15,603.686
2004-12-16,600.698
2004-12-17,598.397
2004-12-20,605.833
2004-12-21,604.104
2004-12-22,607.45
2004-12-23,611.567
2004-12-24,615.286
2004-12-27,618.442
2004-12-28,619.329
2004-12-29,617.369
2004-12-30,622.33
2004-12-31,622.901
2005-01-03,620.302
2005-01-04,613.267
2005-01-05,608.604
2005-01-06,605.536
2005-01-07,604.046
2005-01-10,606.291
2005-01-11,607.961
2005-01-12,610.715
2005-01-13,608.649
2005-01-14,607.038
2005-01-17,610.399
2005-01-18,607.28
2005-01-19,608.326
2005-01-20,601.293
2005-01-21,601.946
2005-01-24,604.688
2005-01-25,601.924
2005-01-26,609.54
2005-01-27,609.947
2005-01-28,607.34
2005-01-31,611.615
2005-02-01,612.776
2005-02-02,615.584
2005-02-03,611.929
2005-02-04,615.793
2005-02-07,614.84
2005-02-08,611.75
2005-02-09,612.688
2005-02-10,616.658
2005-02-11,619.536
2005-02-14,625.507
2005-02-15,627.0
2005-02-16,623.868
2005-02-17,626.119
2005-02-18,627.181
2005-02-21,628.616
2005-02-22,631.834
2005-02-23,626.0
2005-02-24,626.021
2005-02-25,632.33
2005-02-28,636.723
2005-03-01,637.124
2005-03-02,635.008
2005-03-03,635.999
2005-03-04,643.723
2005-03-07,641.605
2005-03-08,645.495
2005-03-09,644.862
2005-03-10,641.71
2005-03-11,645.129
2005-03-14,639.497
2005-03-15,640.988
2005-03-16,641.914
2005-03-17,639.898
2005-03-18,638.22
2005-03-21,633.353
2005-03-22,634.359
2005-03-23,623.246
2005-03-24,621.949
2005-03-25,622.543
2005-03-28,619.697
2005-03-29,617.661
2005-03-30,618.563
2005-03-31,622.953
2005-04-01,624.428
2005-04-04,615.984
2005-04-05,620.533
2005-04-06,623.192
2005-04-07,626.42
2005-04-08,626.55
2005-04-11,629.018
2005-04-12,623.154
2005-04-13,626.023
2005-04-14,619.753
2005-04-15,615.609
2005-04-18,606.265
2005-04-19,614.011
2005-04-20,614.762
2005-04-21,615.644
2005-04-22,620.03
2005-04-25,618.594
2005-04-26,615.18
2005-04-27,609.675
2005-04-28,607.457
2005-04-29,609.474
2005-05-02,609.39
2005-05-03,611.967
2005-05-04,618.118
2005-05-05,619.464
2005-05-06,620.489
2005-05-09,618.489
2005-05-10,616.932
2005-05-11,613.61
2005-05-12,610.252
2005-05-13,606.505
2005-05-16,602.873
2005-05-17,602.388
2005-05-18,606.409
2005-05-19,610.212
2005-05-20,607.703
2005-05-23,612.721
2005-05-24,613.353
2005-05-25,611.244
2005-05-26,611.926
2005-05-27,614.357
2005-05-30,615.946
2005-05-31,612.143
2005-06-01,615.324
2005-06-02,616.38
2005-06-03,617.222
2005-06-06,617.757
2005-06-07,621.156
2005-06-08,623.243
2005-06-09,616.421
2005-06-10,617.025
2005-06-13,614.408
2005-06-14,615.406
2005-06-15,617.803
2005-06-16,620.391
2005-06-17,628.107
2005-06-20,625.225
2005-06-21,628.02
2005-06-22,628.305
2005-06-23,626.406
2005-06-24,623.302
2005-06-27,620.731
2005-06-28,622.113
2005-06-29,622.863
2005-06-30,621.617
2005-07-01,618.411
2005-07-04,618.333
2005-07-05,617.652
2005-07-06,621.191
2005-07-07,614.366
2005-07-08,619.546
2005-07-11,628.267
2005-07-12,632.966
2005-07-13,629.636
2005-07-14,632.144
2005-07-15,629.129
2005-07-18,629.893
2005-07-19,627.713
2005-07-20,628.034
2005-07-21,635.575
2005-07-22,635.699
2005-07-25,635.06
2005-07-26,631.596
2005-07-27,634.806
2005-07-28,639.241
2005-07-29,642.991
2005-08-01,646.597
2005-08-02,652.304
2005-08-03,657.13
2005-08-04,656.211
2005-08-05,649.984
2005-08-08,655.719
2005-08-09,658.42
2005-08-10,667.634
2005-08-11,672.454
2005-08-12,672.565
2005-08-15,669.447
2005-08-16,667.398
2005-08-17,664.041
2005-08-18,656.627
2005-08-19,659.66
2005-08-22,667.505
2005-08-23,663.76
2005-08-24,663.124
2005-08-25,661.635
2005-08-26,661.463
2005-08-29,657.056
2005-08-30,655.548
2005-08-31,663.44
2005-09-01,677.42
2005-09-02,681.072
2005-09-05,683.097
2005-09-06,683.747
2005-09-07,684.419
2005-09-08,681.154
2005-09-09,687.994
2005-09-12,685.58
2005-09-13,681.522
2005-09-14,685.617
2005-09-15,683.47
2005-09-16,685.368
2005-09-19,685.833
2005-09-20,688.847
2005-09-21,687.96
2005-09-22,681.619
2005-09-23,679.308
2005-09-26,686.53
2005-09-27,682.226
2005-09-28,688.187
2005-09-29,691.228
2005-09-30,693.958
2005-10-03,690.461
2005-10-04,693.242
2005-10-05,686.089
2005-10-06,680.282
2005-10-07,678.102
2005-10-10,676.96
2005-10-11,679.172
2005-10-12,677.029
2005-10-13,666.852
2005-10-14,672.005
2005-10-17,669.856
2005-10-18,663.024
2005-10-19,656.279
2005-10-20,657.698
2005-10-21,656.681
2005-10-24,660.105
2005-10-25,666.812
2005-10-26,668.044
2005-10-27,666.721
2005-10-28,663.767
2005-10-31,671.621
2005-11-01,675.9
2005-11-02,680.949
2005-11-03,685.927
2005-11-04,680.066
2005-11-07,680.945
