Date,JAPAN IMI VALUE IMI (Large+Mid+Small Cap)
2002-02-25,380.868
2002-02-26,377.864
2002-02-27,386.486
2002-02-28,391.798
2002-03-01,398.855
2002-03-04,419.058
2002-03-05,415.781
2002-03-06,418.15
2002-03-07,436.948
2002-03-08,436.631
2002-03-11,443.935
2002-03-12,433.218
2002-03-13,423.954
2002-03-14,428.139
2002-03-15,432.509
2002-03-18,422.266
2002-03-19,430.208
2002-03-20,425.89
2002-03-21,424.135
2002-03-22,413.584
2002-03-25,412.065
2002-03-26,412.753
2002-03-27,417.507
2002-03-28,419.862
2002-03-29,410.681
2002-04-01,406.249
2002-04-02,410.61
2002-04-03,418.144
2002-04-04,422.822
2002-04-05,423.577
2002-04-08,424.255
2002-04-09,418.941
2002-04-10,424.419
2002-04-11,417.502
2002-04-12,412.232
2002-04-15,416.432
2002-04-16,421.311
2002-04-17,425.381
2002-04-18,430.792
2002-04-19,429.242
2002-04-22,434.957
2002-04-23,435.409
2002-04-24,433.624
2002-04-25,437.666
2002-04-26,434.175
2002-04-29,433.383
2002-04-30,431.829
2002-05-01,436.919
2002-05-02,435.502
2002-05-03,438.873
2002-05-06,437.494
2002-05-07,432.809
2002-05-08,434.112
2002-05-09,436.529
2002-05-10,437.864
2002-05-13,435.248
2002-05-14,430.397
2002-05-15,437.818
2002-05-16,443.77
2002-05-17,452.469
2002-05-20,455.717
2002-05-21,461.585
2002-05-22,466.832
2002-05-23,466.613
2002-05-24,470.418
2002-05-27,468.235
2002-05-28,469.072
2002-05-29,467.347
2002-05-30,469.627
2002-05-31,464.162
2002-06-03,469.667
2002-06-04,464.366
2002-06-05,461.025
2002-06-06,458.626
2002-06-07,456.628
2002-06-10,454.377
2002-06-11,454.279
2002-06-12,451.865
2002-06-13,446.335
2002-06-14,441.305
2002-06-17,428.346
2002-06-18,433.84
2002-06-19,423.926
2002-06-20,429.679
2002-06-21,429.837
2002-06-24,434.093
2002-06-25,433.022
2002-06-26,431.192
2002-06-27,432.309
2002-06-28,444.583
2002-07-01,444.728
2002-07-02,445.888
2002-07-03,454.315
2002-07-04,450.226
2002-07-05,452.63
2002-07-08,454.401
2002-07-09,462.651
2002-07-10,458.192
2002-07-11,455.218
2002-07-12,456.149
2002-07-15,451.979
2002-07-16,446.26
2002-07-17,445.647
2002-07-18,451.859
2002-07-19,447.656
2002-07-22,447.053
2002-07-23,444.235
2002-07-24,442.673
2002-07-25,436.854
2002-07-26,419.421
2002-07-29,418.4
2002-07-30,425.382
2002-07-31,422.544
2002-08-01,421.147
2002-08-02,421.421
2002-08-05,421.622
2002-08-06,408.082
2002-08-07,419.598
2002-08-08,419.883
2002-08-09,430.413
2002-08-12,426.093
2002-08-13,423.833
2002-08-14,432.267
2002-08-15,433.062
2002-08-16,431.857
2002-08-19,421.548
2002-08-20,419.367
2002-08-21,421.734
2002-08-22,423.438
2002-08-23,424.139
2002-08-26,431.821
2002-08-27,429.931
2002-08-28,425.425
2002-08-29,419.725
2002-08-30,420.096
2002-09-02,416.756
2002-09-03,408.961
2002-09-04,399.399
2002-09-05,405.058
2002-09-06,401.891
2002-09-09,406.074
2002-09-10,405.819
2002-09-11,404.947
2002-09-12,406.682
2002-09-13,400.712
2002-09-16,396.923
2002-09-17,406.153
2002-09-18,408.203
2002-09-19,417.757
2002-09-20,403.857
2002-09-23,402.177
2002-09-24,399.649
2002-09-25,395.71
2002-09-26,402.446
2002-09-27,409.245
2002-09-30,407.058
2002-10-01,397.3
2002-10-02,391.901
2002-10-03,388.113
2002-10-04,389.111
2002-10-07,373.329
2002-10-08,373.27
2002-10-09,367.479
2002-10-10,364.897
2002-10-11,368.591
2002-10-14,368.35
2002-10-15,376.902
2002-10-16,379.956
2002-10-17,379.957
2002-10-18,380.786
2002-10-21,381.331
2002-10-22,370.525
2002-10-23,374.352
2002-10-24,372.723
2002-10-25,377.544
2002-10-28,376.883
2002-10-29,375.734
2002-10-30,377.979
2002-10-31,375.598
2002-11-01,378.468
2002-11-04,377.788
2002-11-05,385.491
2002-11-06,384.312
2002-11-07,386.031
2002-11-08,384.318
2002-11-11,375.895
2002-11-12,376.112
2002-11-13,372.883
2002-11-14,366.43
2002-11-15,372.319
2002-11-18,364.435
2002-11-19,360.514
2002-11-20,363.597
2002-11-21,367.042
2002-11-22,370.543
2002-11-25,377.682
2002-11-26,375.583
2002-11-27,378.601
2002-11-28,384.305
2002-11-29,385.346
2002-12-02,378.854
2002-12-03,378.343
2002-12-04,371.618
2002-12-05,366.87
2002-12-06,369.323
2002-12-09,367.975
2002-12-10,369.824
2002-12-11,368.371
2002-12-12,369.418
2002-12-13,370.399
2002-12-16,366.821
2002-12-17,369.269
2002-12-18,361.036
2002-12-19,365.786
2002-12-20,366.847
2002-12-23,367.946
2002-12-24,370.909
2002-12-25,369.918
2002-12-26,376.573
2002-12-27,381.278
2002-12-30,384.515
2002-12-31,384.045
2003-01-01,384.045
2003-01-02,380.439
2003-01-03,380.486
2003-01-06,390.747
2003-01-07,383.075
2003-01-08,377.182
2003-01-09,378.455
2003-01-10,377.202
2003-01-13,379.088
2003-01-14,384.262
2003-01-15,389.104
2003-01-16,389.607
2003-01-17,391.5
2003-01-20,387.994
2003-01-21,391.323
2003-01-22,388.499
2003-01-23,396.211
2003-01-24,394.682
2003-01-27,387.694
2003-01-28,384.799
2003-01-29,379.308
2003-01-30,376.036
2003-01-31,372.903
2003-02-03,379.512
2003-02-04,384.317
2003-02-05,384.535
2003-02-06,383.296
2003-02-07,382.112
2003-02-10,380.888
2003-02-11,379.712
2003-02-12,386.093
2003-02-13,385.626
2003-02-14,388.742
2003-02-17,391.496
2003-02-18,393.448
2003-02-19,393.102
2003-02-20,392.17
2003-02-21,387.259
2003-02-24,390.218
2003-02-25,382.661
2003-02-26,383.41
2003-02-27,381.702
2003-02-28,380.37
2003-03-03,384.153
2003-03-04,385.309
2003-03-05,385.023
2003-03-06,382.158
2003-03-07,376.307
2003-03-10,371.341
2003-03-11,364.289
2003-03-12,367.585
2003-03-13,362.514
2003-03-14,363.628
2003-03-17,359.946
2003-03-18,360.999
2003-03-19,361.447
2003-03-20,367.759
2003-03-21,363.838
2003-03-24,376.744
2003-03-25,370.822
2003-03-26,376.303
2003-03-27,378.168
2003-03-28,374.284
2003-03-31,365.558
2003-04-01,367.455
2003-04-02,368.863
2003-04-03,365.019
2003-04-04,364.118
2003-04-07,369.1
2003-04-08,365.954
2003-04-09,364.424
2003-04-10,364.913
2003-04-11,358.21
2003-04-14,355.861
2003-04-15,361.081
2003-04-16,360.014
2003-04-17,362.395
2003-04-18,363.079
2003-04-21,364.113
2003-04-22,361.345
2003-04-23,360.609
2003-04-24,363.446
2003-04-25,357.221
2003-04-28,354.383
2003-04-29,354.869
2003-04-30,369.712
2003-05-01,373.465
2003-05-02,374.153
2003-05-05,375.036
2003-05-06,382.957
2003-05-07,388.283
2003-05-08,385.128
2003-05-09,387.455
2003-05-12,390.662
2003-05-13,391.211
2003-05-14,394.111
2003-05-15,389.79
2003-05-16,388.779
2003-05-19,383.088
2003-05-20,383.583
2003-05-21,380.18
2003-05-22,383.038
2003-05-23,389.048
2003-05-26,389.128
2003-05-27,383.473
2003-05-28,381.227
2003-05-29,386.055
2003-05-30,384.685
2003-06-02,390.308
2003-06-03,389.897
2003-06-04,391.309
2003-06-05,399.879
2003-06-06,399.801
2003-06-09,404.572
2003-06-10,405.32
2003-06-11,407.378
2003-06-12,407.045
2003-06-13,409.618
2003-06-16,406.628
2003-06-17,409.345
2003-06-18,411.447
2003-06-19,411.366
2003-06-20,413.763
2003-06-23,419.656
2003-06-24,410.278
2003-06-25,412.737
2003-06-26,408.874
2003-06-27,414.651
2003-06-30,413.512
2003-07-01,422.003
2003-07-02,433.702
2003-07-03,441.554
2003-07-04,439.326
2003-07-07,446.27
2003-07-08,447.822
2003-07-09,453.948
2003-07-10,451.521
2003-07-11,440.202
2003-07-14,443.662
2003-07-15,442.713
2003-07-16,436.781
2003-07-17,426.372
2003-07-18,428.728
2003-07-21,430.284
2003-07-22,427.002
2003-07-23,433.801
2003-07-24,435.41
2003-07-25,436.559
2003-07-28,439.159
2003-07-29,437.241
2003-07-30,428.91
2003-07-31,427.067
2003-08-01,431.126
2003-08-04,426.779
2003-08-05,425.058
2003-08-06,422.879
2003-08-07,425.422
2003-08-08,424.275
2003-08-11,430.533
2003-08-12,431.837
2003-08-13,437.459
2003-08-14,444.935
2003-08-15,445.32
2003-08-18,449.869
2003-08-19,455.15
2003-08-20,464.682
2003-08-21,469.917
2003-08-22,468.162
2003-08-25,466.497
2003-08-26,467.781
2003-08-27,466.75
2003-08-28,464.901
2003-08-29,471.436
2003-09-01,482.451
2003-09-02,484.899
2003-09-03,488.927
2003-09-04,486.347
2003-09-05,485.51
2003-09-08,486.848
2003-09-09,495.435
2003-09-10,492.54
2003-09-11,484.822
2003-09-12,493.285
2003-09-15,492.782
2003-09-16,508.896
2003-09-17,513.935
2003-09-18,520.828
2003-09-19,524.007
2003-09-22,521.175
2003-09-23,523.302
2003-09-24,521.02
2003-09-25,510.115
2003-09-26,509.919
2003-09-29,508.408
2003-09-30,509.272
2003-10-01,522.565
2003-10-02,535.868
2003-10-03,541.864
2003-10-06,540.307
2003-10-07,549.192
2003-10-08,539.704
2003-10-09,544.11
2003-10-10,554.582
2003-10-13,552.667
2003-10-14,557.245
2003-10-15,551.608
2003-10-16,558.702
2003-10-17,557.927
2003-10-20,556.738
2003-10-21,555.832
2003-10-22,548.003
2003-10-23,519.367
2003-10-24,524.514
2003-10-27,533.374
2003-10-28,539.85
2003-10-29,547.259
2003-10-30,545.515
2003-10-31,532.331
2003-11-03,526.228
2003-11-04,549.068
2003-11-05,544.752
2003-11-06,532.135
2003-11-07,539.228
2003-11-10,540.757
2003-11-11,524.538
2003-11-12,522.584
2003-11-13,531.584
2003-11-14,527.984
2003-11-17,507.334
2003-11-18,509.768
2003-11-19,497.701
2003-11-20,506.794
2003-11-21,508.041
2003-11-24,506.111
2003-11-25,510.76
2003-11-26,520.484
2003-11-27,523.615
2003-11-28,519.245
2003-12-01,527.993
2003-12-02,533.274
2003-12-03,534.371
2003-12-04,539.462
2003-12-05,539.75
2003-12-08,534.716
2003-12-09,537.383
2003-12-10,527.189
2003-12-11,532.139
2003-12-12,538.59
2003-12-15,548.204
2003-12-16,540.603
2003-12-17,535.569
2003-12-18,537.237
2003-12-19,543.189
2003-12-22,548.05
2003-12-23,548.331
2003-12-24,547.358
2003-12-25,547.183
2003-12-26,549.295
2003-12-29,553.032
2003-12-30,560.748
2003-12-31,559.518
2004-01-01,559.518
2004-01-02,560.303
2004-01-05,574.79
2004-01-06,573.46
2004-01-07,570.629
2004-01-08,571.011
2004-01-09,573.039
2004-01-12,572.716
2004-01-13,571.222
2004-01-14,571.301
2004-01-15,564.894
2004-01-16,567.993
2004-01-19,572.111
2004-01-20,573.922
2004-01-21,572.933
2004-01-22,577.533
2004-01-23,581.21
2004-01-26,577.874
2004-01-27,577.803
2004-01-28,577.067
2004-01-29,570.356
2004-01-30,569.441
2004-02-02,575.072
2004-02-03,572.932
2004-02-04,561.837
2004-02-05,565.251
2004-02-06,566.81
2004-02-09,562.746
2004-02-10,564.479
2004-02-11,564.479
2004-02-12,569.55
2004-02-13,573.654
2004-02-16,575.692
2004-02-17,577.485
2004-02-18,574.667
2004-02-19,571.906
2004-02-20,564.196
2004-02-23,572.919
2004-02-24,565.572
2004-02-25,561.817
2004-02-26,563.938
2004-02-27,576.528
2004-03-01,591.028
2004-03-02,588.829
2004-03-03,587.92
2004-03-04,585.71
2004-03-05,590.883
2004-03-08,585.258
2004-03-09,593.102
2004-03-10,590.463
2004-03-11,587.214
2004-03-12,580.173
2004-03-15,590.228
2004-03-16,597.253
2004-03-17,611.848
2004-03-18,624.181
2004-03-19,618.555
2004-03-22,614.647
2004-03-23,616.363
2004-03-24,628.073
2004-03-25,637.048
2004-03-26,646.798
2004-03-29,649.279
2004-03-30,645.988
2004-03-31,658.1
2004-04-01,657.097
2004-04-02,656.29
2004-04-05,656.78
2004-04-06,655.423
2004-04-07,660.371
2004-04-08,658.814
2004-04-09,651.208
2004-04-12,658.284
2004-04-13,657.087
2004-04-14,647.472
2004-04-15,635.941
2004-04-16,640.546
2004-04-19,631.744
2004-04-20,643.669
2004-04-21,638.225
2004-04-22,637.833
2004-04-23,641.407
2004-04-26,644.598
2004-04-27,636.444
2004-04-28,637.398
2004-04-29,636.036
2004-04-30,623.985
2004-05-03,623.751
2004-05-04,626.845
2004-05-05,633.827
2004-05-06,617.588
2004-05-07,597.788
2004-05-10,561.29
2004-05-11,563.242
2004-05-12,584.105
2004-05-13,566.046
2004-05-14,564.558
2004-05-17,549.39
2004-05-18,558.686
2004-05-19,581.406
2004-05-20,578.947
2004-05-21,593.959
2004-05-24,594.33
2004-05-25,589.306
2004-05-26,598.185
2004-05-27,602.245
2004-05-28,610.21
2004-05-31,611.96
2004-06-01,616.622
2004-06-02,612.661
2004-06-03,600.216
2004-06-04,601.719
2004-06-07,623.949
2004-06-08,627.24
2004-06-09,628.36
2004-06-10,634.462
2004-06-11,628.998
2004-06-14,625.116
2004-06-15,627.809
2004-06-16,637.735
2004-06-17,640.132
2004-06-18,635.507
2004-06-21,646.962
2004-06-22,643.61
2004-06-23,644.143
2004-06-24,657.761
2004-06-25,655.0
2004-06-28,660.986
2004-06-29,659.269
2004-06-30,655.8
2004-07-01,662.365
2004-07-02,652.814
2004-07-05,639.951
2004-07-06,636.093
2004-07-07,635.01
2004-07-08,632.317
2004-07-09,641.594
2004-07-12,650.771
2004-07-13,650.61
2004-07-14,642.535
2004-07-15,641.002
2004-07-16,645.846
2004-07-19,648.323
2004-07-20,643.913
2004-07-21,640.036
2004-07-22,636.884
2004-07-23,629.25
2004-07-26,626.562
2004-07-27,615.371
2004-07-28,617.925
2004-07-29,616.184
2004-07-30,628.382
2004-08-02,630.393
2004-08-03,627.73
2004-08-04,617.475
2004-08-05,617.462
2004-08-06,620.348
2004-08-09,614.625
2004-08-10,612.531
2004-08-11,620.074
2004-08-12,617.402
2004-08-13,608.825
2004-08-16,601.936
2004-08-17,608.044
2004-08-18,611.755
2004-08-19,617.987
2004-08-20,618.958
2004-08-23,619.092
2004-08-24,620.082
2004-08-25,624.974
2004-08-26,630.688
2004-08-27,634.81
2004-08-30,631.508
2004-08-31,628.99
2004-09-01,633.803
2004-09-02,634.079
2004-09-03,622.318
2004-09-06,634.453
2004-09-07,638.428
2004-09-08,640.071
2004-09-09,630.723
2004-09-10,630.352
2004-09-13,630.81
2004-09-14,635.524
2004-09-15,625.781
2004-09-16,624.868
2004-09-17,620.512
2004-09-20,621.697
2004-09-21,619.813
2004-09-22,616.8
2004-09-23,618.504
2004-09-24,610.984
2004-09-27,606.21
2004-09-28,603.472
2004-09-29,606.098
2004-09-30,616.925
2004-10-01,623.8
2004-10-04,629.738
2004-10-05,630.93
2004-10-06,633.933
2004-10-07,631.046
2004-10-08,639.57
2004-10-11,642.644
2004-10-12,632.731
2004-10-13,629.675
2004-10-14,623.358
2004-10-15,623.493
2004-10-18,620.451
2004-10-19,627.985
2004-10-20,621.96
2004-10-21,622.024
2004-10-22,624.322
2004-10-25,619.833
2004-10-26,618.89
2004-10-27,620.517
2004-10-28,630.83
2004-10-29,628.29
2004-11-01,626.314
2004-11-02,634.102
2004-11-03,634.64
2004-11-04,639.808
2004-11-05,648.179
2004-11-08,644.009
2004-11-09,642.193
2004-11-10,635.78
2004-11-11,631.586
2004-11-12,644.95
2004-11-15,655.597
2004-11-16,655.662
2004-11-17,658.492
2004-11-18,654.825
2004-11-19,662.222
2004-11-22,647.957
2004-11-23,645.954
2004-11-24,651.719
2004-11-25,656.333
2004-11-26,653.47
2004-11-29,660.991
2004-11-30,656.47
2004-12-01,649.107
2004-12-02,658.286
2004-12-03,664.688
2004-12-06,658.641
2004-12-07,652.944
2004-12-08,645.283
2004-12-09,638.351
2004-12-10,632.88
2004-12-13,640.458
2004-12-14,643.001
2004-12-15,653.254
2004-12-16,651.34
2004-12-17,656.581
2004-12-20,658.241
2004-12-21,657.019
2004-12-22,663.012
2004-12-23,666.019
2004-12-24,673.97
2004-12-27,676.863
2004-12-28,678.159
2004-12-29,671.979
2004-12-30,685.843
2004-12-31,689.625
2005-01-03,686.91
2005-01-04,679.98
2005-01-05,677.577
2005-01-06,673.042
2005-01-07,673.142
2005-01-10,675.558
2005-01-11,685.245
2005-01-12,690.126
2005-01-13,684.921
2005-01-14,686.612
2005-01-17,691.622
2005-01-18,684.403
2005-01-19,685.348
2005-01-20,674.613
2005-01-21,674.614
2005-01-24,681.045
2005-01-25,672.318
2005-01-26,685.136
2005-01-27,680.323
2005-01-28,677.436
2005-01-31,680.741
2005-02-01,676.81
2005-02-02,682.103
2005-02-03,675.575
2005-02-04,680.454
2005-02-07,679.641
2005-02-08,670.78
2005-02-09,672.954
2005-02-10,677.057
2005-02-11,676.48
2005-02-14,684.497
2005-02-15,687.836
2005-02-16,681.553
2005-02-17,680.172
2005-02-18,682.773
2005-02-21,684.678
2005-02-22,690.144
2005-02-23,679.741
2005-02-24,680.312
2005-02-25,687.246
2005-02-28,698.937
2005-03-01,699.432
2005-03-02,701.312
2005-03-03,701.955
2005-03-04,707.009
2005-03-07,705.955
2005-03-08,708.083
2005-03-09,715.606
2005-03-10,712.002
2005-03-11,715.89
2005-03-14,706.341
2005-03-15,708.329
2005-03-16,714.001
2005-03-17,707.163
2005-03-18,710.694
2005-03-21,709.544
2005-03-22,710.723
2005-03-23,700.718
2005-03-24,694.39
2005-03-25,697.596
2005-03-28,698.443
2005-03-29,683.82
2005-03-30,680.974
2005-03-31,691.198
2005-04-01,690.736
2005-04-04,683.061
2005-04-05,686.593
2005-04-06,689.026
2005-04-07,691.36
2005-04-08,691.432
2005-04-11,690.067
2005-04-12,681.372
2005-04-13,685.759
2005-04-14,675.38
2005-04-15,671.05
2005-04-18,648.689
2005-04-19,660.721
2005-04-20,663.961
2005-04-21,656.686
2005-04-22,668.964
2005-04-25,672.038
2005-04-26,669.464
2005-04-27,670.188
2005-04-28,671.071
2005-04-29,677.851
2005-05-02,676.191
2005-05-03,676.094
2005-05-04,681.718
2005-05-05,680.674
2005-05-06,690.037
2005-05-09,684.398
2005-05-10,684.263
2005-05-11,681.267
2005-05-12,672.741
2005-05-13,666.613
2005-05-16,659.456
2005-05-17,653.382
2005-05-18,651.565
2005-05-19,660.555
2005-05-20,656.937
2005-05-23,664.816
2005-05-24,665.189
2005-05-25,657.746
2005-05-26,655.184
2005-05-27,660.159
2005-05-30,666.217
2005-05-31,668.351
2005-06-01,668.846
2005-06-02,667.576
2005-06-03,672.357
2005-06-06,676.099
2005-06-07,673.119
2005-06-08,677.044
2005-06-09,666.98
2005-06-10,667.713
2005-06-13,661.725
2005-06-14,663.911
2005-06-15,667.299
2005-06-16,670.143
2005-06-17,677.881
2005-06-20,674.233
2005-06-21,679.189
2005-06-22,679.018
2005-06-23,679.436
2005-06-24,676.159
2005-06-27,669.904
2005-06-28,672.005
2005-06-29,672.584
2005-06-30,670.568
2005-07-01,667.738
2005-07-04,670.459
2005-07-05,668.434
2005-07-06,667.929
2005-07-07,664.895
2005-07-08,662.71
2005-07-11,668.59
2005-07-12,673.938
2005-07-13,666.184
2005-07-14,668.901
2005-07-15,669.348
2005-07-18,672.343
2005-07-19,664.532
2005-07-20,664.236
2005-07-21,681.714
2005-07-22,675.723
2005-07-25,673.489
2005-07-26,669.268
2005-07-27,673.964
2005-07-28,675.44
2005-07-29,679.56
2005-08-01,681.934
2005-08-02,685.404
2005-08-03,688.434
2005-08-04,682.718
2005-08-05,669.643
2005-08-08,673.033
2005-08-09,678.676
2005-08-10,700.807
2005-08-11,713.538
2005-08-12,717.168
2005-08-15,719.748
2005-08-16,722.442
2005-08-17,718.395
2005-08-18,713.515
2005-08-19,710.572
2005-08-22,727.388
2005-08-23,727.67
2005-08-24,728.246
2005-08-25,727.018
2005-08-26,731.455
2005-08-29,717.576
2005-08-30,720.879
2005-08-31,722.53
2005-09-01,733.326
2005-09-02,738.892
2005-09-05,746.274
2005-09-06,740.472
2005-09-07,737.059
2005-09-08,730.655
2005-09-09,744.565
2005-09-12,751.482
2005-09-13,749.255
2005-09-14,751.486
2005-09-15,758.598
2005-09-16,754.064
2005-09-19,754.539
2005-09-20,768.871
2005-09-21,774.469
2005-09-22,772.826
2005-09-23,768.485
2005-09-26,785.521
2005-09-27,777.935
2005-09-28,793.809
2005-09-29,814.436
2005-09-30,798.619
2005-10-03,792.494
2005-10-04,794.731
2005-10-05,788.018
2005-10-06,769.865
2005-10-07,770.171
2005-10-10,767.071
2005-10-11,786.533
2005-10-12,785.882
2005-10-13,781.044
2005-10-14,780.25
2005-10-17,774.27
2005-10-18,769.176
2005-10-19,764.509
2005-10-20,765.827
2005-10-21,764.252
2005-10-24,761.327
2005-10-25,775.1
2005-10-26,776.787
2005-10-27,790.872
2005-10-28,784.151
2005-10-31,791.905
2005-11-01,804.194
2005-11-02,803.036
2005-11-03,800.979
2005-11-04,802.373
2005-11-07,807.635
