Date,JAPAN IMI VALUE IMI (Large+Mid+Small Cap)
2005-11-08,813.004
2005-11-09,806.123
2005-11-10,799.84
2005-11-11,804.267
2005-11-14,789.261
2005-11-15,782.842
2005-11-16,789.934
2005-11-17,807.368
2005-11-18,813.16
2005-11-21,814.363
2005-11-22,811.036
2005-11-23,814.658
2005-11-24,807.261
2005-11-25,809.019
2005-11-28,819.591
2005-11-29,817.472
2005-11-30,813.211
2005-12-01,819.421
2005-12-02,830.491
2005-12-05,833.047
2005-12-06,828.756
2005-12-07,833.802
2005-12-08,822.098
2005-12-09,829.408
2005-12-12,846.332
2005-12-13,851.467
2005-12-14,860.807
2005-12-15,852.776
2005-12-16,857.424
2005-12-19,858.779
2005-12-20,863.264
2005-12-21,870.647
2005-12-22,878.159
2005-12-23,880.538
2005-12-26,882.733
2005-12-27,870.803
2005-12-28,877.322
2005-12-29,877.454
2005-12-30,869.511
2006-01-02,869.511
2006-01-03,879.835
2006-01-04,893.991
2006-01-05,905.151
2006-01-06,914.038
2006-01-09,916.597
2006-01-10,902.72
2006-01-11,911.127
2006-01-12,916.54
2006-01-13,909.615
2006-01-16,898.212
2006-01-17,876.151
2006-01-18,853.861
2006-01-19,876.002
2006-01-20,878.871
2006-01-23,868.892
2006-01-24,879.102
2006-01-25,872.017
2006-01-26,881.097
2006-01-27,895.072
2006-01-30,896.843
2006-01-31,905.127
2006-02-01,891.608
2006-02-02,894.642
2006-02-03,884.237
2006-02-06,890.631
2006-02-07,897.669
2006-02-08,874.927
2006-02-09,880.702
2006-02-10,877.906
2006-02-13,860.766
2006-02-14,871.175
2006-02-15,867.299
2006-02-16,869.969
2006-02-17,856.205
2006-02-20,846.231
2006-02-21,856.636
2006-02-22,856.879
2006-02-23,883.194
2006-02-24,886.837
2006-02-27,898.737
2006-02-28,903.139
2006-03-01,889.526
2006-03-02,889.304
2006-03-03,877.818
2006-03-06,877.451
2006-03-07,872.601
2006-03-08,866.408
2006-03-09,883.777
2006-03-10,874.076
2006-03-13,886.266
2006-03-14,895.659
2006-03-15,897.754
2006-03-16,891.998
2006-03-17,909.503
2006-03-20,921.163
2006-03-21,915.182
2006-03-22,916.338
2006-03-23,905.788
2006-03-24,910.441
2006-03-27,922.718
2006-03-28,924.149
2006-03-29,920.433
2006-03-30,932.606
2006-03-31,926.057
2006-04-03,937.588
2006-04-04,939.129
2006-04-05,937.119
2006-04-06,952.648
2006-04-07,954.273
2006-04-10,949.836
2006-04-11,945.472
2006-04-12,933.89
2006-04-13,934.046
2006-04-14,933.817
2006-04-17,928.497
2006-04-18,939.061
2006-04-19,940.788
2006-04-20,945.544
2006-04-21,958.174
2006-04-24,949.849
2006-04-25,954.629
2006-04-26,956.503
2006-04-27,967.681
2006-04-28,959.33
2006-05-01,973.983
2006-05-02,983.55
2006-05-03,979.915
2006-05-04,980.648
2006-05-05,991.079
2006-05-08,1007.921
2006-05-09,1006.124
2006-05-10,998.241
2006-05-11,989.982
2006-05-12,978.609
2006-05-15,977.229
2006-05-16,961.308
2006-05-17,971.067
2006-05-18,947.89
2006-05-19,937.232
2006-05-22,926.068
2006-05-23,914.836
2006-05-24,919.48
2006-05-25,912.425
2006-05-26,925.53
2006-05-29,928.249
2006-05-30,933.661
2006-05-31,913.066
2006-06-01,916.449
2006-06-02,936.914
2006-06-05,926.776
2006-06-06,899.993
2006-06-07,881.417
2006-06-08,845.946
2006-06-09,857.076
2006-06-12,858.97
2006-06-13,824.499
2006-06-14,832.433
2006-06-15,839.832
2006-06-16,865.246
2006-06-19,859.083
2006-06-20,855.347
2006-06-21,853.174
2006-06-22,870.225
2006-06-23,862.076
2006-06-26,862.802
2006-06-27,864.216
2006-06-28,850.688
2006-06-29,863.13
2006-06-30,899.219
2006-07-03,897.56
2006-07-04,903.459
2006-07-05,887.997
2006-07-06,884.884
2006-07-07,895.833
2006-07-10,906.028
2006-07-11,900.565
2006-07-12,879.168
2006-07-13,876.16
2006-07-14,853.295
2006-07-17,847.467
2006-07-18,823.608
2006-07-19,825.253
2006-07-20,855.47
2006-07-21,852.357
2006-07-24,848.633
2006-07-25,859.961
2006-07-26,853.235
2006-07-27,875.111
2006-07-28,888.07
2006-07-31,895.018
2006-08-01,888.872
2006-08-02,895.088
2006-08-03,892.48
2006-08-04,899.568
2006-08-07,877.799
2006-08-08,890.663
2006-08-09,899.083
2006-08-10,898.357
2006-08-11,890.599
2006-08-14,898.639
2006-08-15,903.018
2006-08-16,918.511
2006-08-17,921.231
2006-08-18,924.794
2006-08-21,914.377
2006-08-22,919.204
2006-08-23,917.146
2006-08-24,909.795
2006-08-25,901.439
2006-08-28,893.439
2006-08-29,903.614
2006-08-30,901.543
2006-08-31,911.582
2006-09-01,908.938
2006-09-04,928.598
2006-09-05,927.461
2006-09-06,919.943
2006-09-07,904.256
2006-09-08,905.038
2006-09-11,885.417
2006-09-12,880.096
2006-09-13,880.619
2006-09-14,892.976
2006-09-15,888.521
2006-09-18,885.359
2006-09-19,889.109
2006-09-20,879.076
2006-09-21,888.642
2006-09-22,881.667
2006-09-25,880.564
2006-09-26,874.477
2006-09-27,893.906
2006-09-28,896.013
2006-09-29,897.502
2006-10-02,909.565
2006-10-03,905.056
2006-10-04,897.305
2006-10-05,918.586
2006-10-06,908.952
2006-10-09,907.731
2006-10-10,904.626
2006-10-11,901.449
2006-10-12,898.681
2006-10-13,901.964
2006-10-16,912.747
2006-10-17,911.358
2006-10-18,908.726
2006-10-19,913.586
2006-10-20,917.516
2006-10-23,920.303
2006-10-24,920.947
2006-10-25,919.354
2006-10-26,928.671
2006-10-27,930.132
2006-10-30,915.199
2006-10-31,915.814
2006-11-01,920.017
2006-11-02,918.947
2006-11-03,911.475
2006-11-06,909.335
2006-11-07,918.689
2006-11-08,909.417
2006-11-09,903.965
2006-11-10,906.036
2006-11-13,894.293
2006-11-14,909.924
2006-11-15,904.011
2006-11-16,899.16
2006-11-17,899.91
2006-11-20,875.809
2006-11-21,876.753
2006-11-22,894.51
2006-11-23,898.13
2006-11-24,893.582
2006-11-27,898.99
2006-11-28,896.817
2006-11-29,911.023
2006-11-30,928.454
2006-12-01,931.759
2006-12-04,931.254
2006-12-05,931.596
2006-12-06,944.32
2006-12-07,946.203
2006-12-08,940.305
2006-12-11,936.013
2006-12-12,940.539
2006-12-13,941.247
2006-12-14,944.932
2006-12-15,946.674
2006-12-18,949.578
2006-12-19,940.238
2006-12-20,952.386
2006-12-21,956.188
2006-12-22,956.345
2006-12-25,952.022
2006-12-26,955.262
2006-12-27,961.443
2006-12-28,961.501
2006-12-29,962.382
2007-01-01,962.382
2007-01-02,965.055
2007-01-03,960.689
2007-01-04,972.43
2007-01-05,960.404
2007-01-08,961.538
2007-01-09,963.727
2007-01-10,943.699
2007-01-11,935.127
2007-01-12,951.411
2007-01-15,959.7
2007-01-16,957.071
2007-01-17,959.058
2007-01-18,959.675
2007-01-19,960.259
2007-01-22,967.181
2007-01-23,970.87
2007-01-24,981.631
2007-01-25,974.648
2007-01-26,972.167
2007-01-29,974.226
2007-01-30,976.213
2007-01-31,974.423
2007-02-01,989.557
2007-02-02,987.636
2007-02-05,979.125
2007-02-06,992.263
2007-02-07,991.584
2007-02-08,982.567
2007-02-09,992.989
2007-02-12,992.092
2007-02-13,1002.778
2007-02-14,1009.975
2007-02-15,1026.374
2007-02-16,1025.797
2007-02-19,1024.479
2007-02-20,1024.609
2007-02-21,1017.761
2007-02-22,1021.501
2007-02-23,1032.821
2007-02-26,1041.596
2007-02-27,1056.512
2007-02-28,1022.916
2007-03-01,1023.693
2007-03-02,1017.248
2007-03-05,992.02
2007-03-06,1009.461
2007-03-07,1005.493
2007-03-08,1018.315
2007-03-09,1014.838
2007-03-12,1026.758
2007-03-13,1021.97
2007-03-14,997.823
2007-03-15,1003.451
2007-03-16,998.901
2007-03-19,1003.846
2007-03-20,1012.455
2007-03-21,1008.116
2007-03-22,1022.194
2007-03-23,1028.7
2007-03-26,1026.474
2007-03-27,1021.508
2007-03-28,1027.746
2007-03-29,1015.456
2007-03-30,1013.662
2007-04-02,998.07
2007-04-03,1000.348
2007-04-04,1015.967
2007-04-05,1009.268
2007-04-06,1005.783
2007-04-09,1012.026
2007-04-10,1012.107
2007-04-11,1012.093
2007-04-12,1007.908
2007-04-13,989.932
2007-04-16,999.138
2007-04-17,999.601
2007-04-18,1017.962
2007-04-19,1005.024
2007-04-20,1001.776
2007-04-23,1001.15
2007-04-24,1004.174
2007-04-25,992.024
2007-04-26,991.963
2007-04-27,992.002
2007-04-30,991.794
2007-05-01,986.524
2007-05-02,989.492
2007-05-03,987.684
2007-05-04,988.588
2007-05-07,1005.979
2007-05-08,1002.624
2007-05-09,1011.179
2007-05-10,998.202
2007-05-11,994.839
2007-05-14,1000.569
2007-05-15,993.124
2007-05-16,991.423
2007-05-17,982.865
2007-05-18,977.6
2007-05-21,981.849
2007-05-22,991.089
2007-05-23,993.171
2007-05-24,993.021
2007-05-25,977.276
2007-05-28,983.328
2007-05-29,989.664
2007-05-30,990.049
2007-05-31,1000.0
2007-06-01,1005.632
2007-06-04,1010.698
2007-06-05,1014.226
2007-06-06,1021.822
2007-06-07,1017.359
2007-06-08,1001.012
2007-06-11,1002.939
2007-06-12,998.437
2007-06-13,988.263
2007-06-14,989.553
2007-06-15,994.713
2007-06-18,1000.811
2007-06-19,996.86
2007-06-20,998.462
2007-06-21,1000.332
2007-06-22,989.952
2007-06-25,985.645
2007-06-26,992.033
2007-06-27,982.475
2007-06-28,986.166
2007-06-29,996.104
2007-07-02,1008.492
2007-07-03,1010.323
2007-07-04,1006.047
2007-07-05,1007.246
2007-07-06,999.42
2007-07-09,1006.664
2007-07-10,1015.57
2007-07-11,1004.596
2007-07-12,997.641
2007-07-13,1010.525
2007-07-16,1011.933
2007-07-17,1007.504
2007-07-18,998.736
2007-07-19,1000.413
2007-07-20,1011.222
2007-07-23,997.468
2007-07-24,1007.854
2007-07-25,1004.08
2007-07-26,1001.666
2007-07-27,985.945
2007-07-30,989.656
2007-07-31,985.507
2007-08-01,971.004
2007-08-02,965.65
2007-08-03,972.027
2007-08-06,974.582
2007-08-07,965.87
2007-08-08,958.725
2007-08-09,972.408
2007-08-10,949.392
2007-08-13,946.972
2007-08-14,955.048
2007-08-15,935.364
2007-08-16,945.57
2007-08-17,896.935
2007-08-20,914.035
2007-08-21,933.962
2007-08-22,924.752
2007-08-23,941.808
2007-08-24,939.43
2007-08-27,940.576
2007-08-28,947.631
2007-08-29,931.156
2007-08-30,930.972
2007-08-31,953.743
2007-09-03,952.696
2007-09-04,946.143
2007-09-05,937.145
2007-09-06,935.906
2007-09-07,946.247
2007-09-10,930.65
2007-09-11,927.017
2007-09-12,925.614
2007-09-13,915.588
2007-09-14,928.852
2007-09-17,929.256
2007-09-18,903.006
2007-09-19,930.69
2007-09-20,946.421
2007-09-21,930.026
2007-09-24,933.585
2007-09-25,952.143
2007-09-26,943.039
2007-09-27,962.687
2007-09-28,969.809
2007-10-01,967.127
2007-10-02,976.513
2007-10-03,982.132
2007-10-04,977.217
2007-10-05,977.514
2007-10-08,970.198
2007-10-09,974.661
2007-10-10,971.487
2007-10-11,977.814
2007-10-12,970.917
2007-10-15,965.543
2007-10-16,954.969
2007-10-17,939.27
2007-10-18,957.632
2007-10-19,948.469
2007-10-22,940.065
2007-10-23,938.995
2007-10-24,938.762
2007-10-25,928.062
2007-10-26,945.913
2007-10-29,963.198
2007-10-30,961.709
2007-10-31,967.32
2007-11-01,981.881
2007-11-02,960.291
2007-11-05,946.954
2007-11-06,948.219
2007-11-07,949.789
2007-11-08,929.137
2007-11-09,933.367
2007-11-12,921.904
2007-11-13,911.217
2007-11-14,926.327
2007-11-15,932.609
2007-11-16,918.529
2007-11-19,913.297
2007-11-20,918.514
2007-11-21,915.651
2007-11-22,913.216
2007-11-23,917.607
2007-11-26,934.073
2007-11-27,939.309
2007-11-28,924.188
2007-11-29,950.045
2007-11-30,950.778
2007-12-03,955.408
2007-12-04,954.207
2007-12-05,951.072
2007-12-06,963.661
2007-12-07,966.932
2007-12-10,965.311
2007-12-11,971.141
2007-12-12,959.641
2007-12-13,934.469
2007-12-14,913.291
2007-12-17,897.844
2007-12-18,898.647
2007-12-19,889.734
2007-12-20,894.495
2007-12-21,891.287
2007-12-24,887.624
2007-12-25,901.542
2007-12-26,911.202
2007-12-27,905.235
2007-12-28,899.374
2007-12-31,910.645
2008-01-01,910.645
2008-01-02,926.907
2008-01-03,928.938
2008-01-04,900.074
2008-01-07,887.159
2008-01-08,885.397
2008-01-09,900.761
2008-01-10,885.793
2008-01-11,877.11
2008-01-14,885.313
2008-01-15,879.325
2008-01-16,852.791
2008-01-17,866.912
2008-01-18,870.598
2008-01-21,849.795
2008-01-22,794.312
2008-01-23,823.305
2008-01-24,837.552
2008-01-25,873.396
2008-01-28,848.63
2008-01-29,869.505
2008-01-30,860.849
2008-01-31,887.278
2008-02-01,880.777
2008-02-04,895.546
2008-02-05,889.295
2008-02-06,856.59
2008-02-07,863.005
2008-02-08,847.931
2008-02-11,853.451
2008-02-12,848.444
2008-02-13,838.753
2008-02-14,866.058
2008-02-15,873.912
2008-02-18,865.954
2008-02-19,880.935
2008-02-20,850.115
2008-02-21,871.714
2008-02-22,867.248
2008-02-25,876.907
2008-02-26,873.381
2008-02-27,894.446
2008-02-28,891.808
2008-02-29,888.874
2008-03-03,862.383
2008-03-04,862.04
2008-03-05,850.145
2008-03-06,871.264
2008-03-07,847.282
2008-03-10,846.132
2008-03-11,841.979
2008-03-12,861.128
2008-03-13,850.269
2008-03-14,836.787
2008-03-17,832.553
2008-03-18,832.028
2008-03-19,843.789
2008-03-20,848.615
2008-03-21,868.088
2008-03-24,854.417
2008-03-25,871.339
2008-03-26,883.143
2008-03-27,867.71
2008-03-28,879.733
2008-03-31,858.977
2008-04-01,850.9
2008-04-02,877.821
2008-04-03,893.027
2008-04-04,890.604
2008-04-07,890.887
2008-04-08,877.326
2008-04-09,866.585
2008-04-10,867.147
2008-04-11,886.013
2008-04-14,867.647
2008-04-15,871.938
2008-04-16,881.293
2008-04-17,886.19
2008-04-18,874.461
2008-04-21,901.98
2008-04-22,889.632
2008-04-23,886.572
2008-04-24,877.92
2008-04-25,898.717
2008-04-28,913.659
2008-04-29,923.559
2008-04-30,909.837
2008-05-01,903.319
2008-05-02,910.708
2008-05-05,911.92
2008-05-06,918.382
2008-05-07,926.156
2008-05-08,928.307
2008-05-09,911.034
2008-05-12,904.545
2008-05-13,907.854
2008-05-14,908.171
2008-05-15,925.564
2008-05-16,936.28
2008-05-19,936.93
2008-05-20,937.582
2008-05-21,920.938
2008-05-22,921.612
2008-05-23,924.434
2008-05-26,900.497
2008-05-27,912.682
2008-05-28,892.75
2008-05-29,907.97
2008-05-30,927.451
2008-06-02,946.424
2008-06-03,927.655
2008-06-04,946.542
2008-06-05,936.048
2008-06-06,945.008
2008-06-09,916.812
2008-06-10,899.577
2008-06-11,907.846
2008-06-12,878.972
2008-06-13,884.229
2008-06-16,900.02
2008-06-17,901.511
2008-06-18,908.648
2008-06-19,883.877
2008-06-20,878.011
2008-06-23,866.79
2008-06-24,868.655
2008-06-25,863.794
2008-06-26,869.657
2008-06-27,864.336
2008-06-30,867.185
2008-07-01,869.988
2008-07-02,856.033
2008-07-03,847.148
2008-07-04,846.899
2008-07-07,850.133
2008-07-08,835.751
2008-07-09,838.735
2008-07-10,843.266
2008-07-11,845.169
2008-07-14,834.855
2008-07-15,833.801
2008-07-16,828.015
2008-07-17,829.0
2008-07-18,814.644
2008-07-21,813.729
2008-07-22,837.67
2008-07-23,838.917
2008-07-24,862.633
2008-07-25,841.201
2008-07-28,844.032
2008-07-29,825.297
2008-07-30,840.018
2008-07-31,843.46
2008-08-01,829.517
2008-08-04,810.389
2008-08-05,809.615
2008-08-06,821.506
2008-08-07,807.222
2008-08-08,804.773
2008-08-11,820.294
2008-08-12,817.591
2008-08-13,812.586
2008-08-14,800.14
2008-08-15,800.53
2008-08-18,811.644
2008-08-19,796.614
2008-08-20,791.107
2008-08-21,797.582
2008-08-22,779.88
2008-08-25,797.511
2008-08-26,790.568
2008-08-27,787.138
2008-08-28,788.694
2008-08-29,818.267
2008-09-01,804.264
2008-09-02,787.468
2008-09-03,799.404
2008-09-04,792.682
2008-09-05,785.956
2008-09-08,801.97
2008-09-09,791.755
2008-09-10,794.051
2008-09-11,783.382
2008-09-12,784.925
2008-09-15,792.387
2008-09-16,763.829
2008-09-17,766.14
2008-09-18,748.494
2008-09-19,764.813
2008-09-22,778.72
2008-09-23,786.454
2008-09-24,784.469
2008-09-25,779.1
2008-09-26,780.579
2008-09-29,772.94
2008-09-30,736.758
2008-10-01,751.428
2008-10-02,737.918
2008-10-03,711.647
2008-10-06,711.616
2008-10-07,684.063
2008-10-08,647.894
2008-10-09,644.957
2008-10-10,600.596
2008-10-13,594.429
2008-10-14,665.059
2008-10-15,672.521
2008-10-16,615.292
2008-10-17,636.241
2008-10-20,658.887
2008-10-21,685.584
2008-10-22,651.093
2008-10-23,651.445
2008-10-24,636.061
2008-10-27,587.435
2008-10-28,604.909
2008-10-29,631.655
2008-10-30,685.33
2008-10-31,648.419
2008-11-03,644.335
2008-11-04,672.42
2008-11-05,713.366
2008-11-06,678.083
2008-11-07,652.328
2008-11-10,678.201
2008-11-11,665.888
2008-11-12,668.593
2008-11-13,639.17
2008-11-14,641.576
2008-11-17,646.736
2008-11-18,631.602
2008-11-19,632.007
2008-11-20,612.964
2008-11-21,627.578
2008-11-24,618.17
2008-11-25,644.976
2008-11-26,636.028
2008-11-27,641.881
2008-11-28,653.459
2008-12-01,656.481
2008-12-02,623.195
2008-12-03,630.717
2008-12-04,624.382
2008-12-05,624.234
2008-12-08,638.736
2008-12-09,650.993
2008-12-10,668.118
2008-12-11,692.341
2008-12-12,660.911
2008-12-15,698.229
2008-12-16,685.174
2008-12-17,706.862
2008-12-18,695.245
2008-12-19,688.416
2008-12-22,693.034
2008-12-23,691.618
2008-12-24,670.465
2008-12-25,681.188
2008-12-26,690.137
2008-12-29,701.903
2008-12-30,705.818
2008-12-31,702.158
2009-01-01,702.158
2009-01-02,699.65
2009-01-05,698.291
2009-01-06,691.172
2009-01-07,721.553
2009-01-08,709.33
2009-01-09,712.805
2009-01-12,720.834
2009-01-13,679.937
2009-01-14,691.851
2009-01-15,665.147
2009-01-16,678.693
2009-01-19,682.3
2009-01-20,675.755
2009-01-21,678.708
2009-01-22,674.832
2009-01-23,652.053
2009-01-26,645.797
2009-01-27,685.51
2009-01-28,680.385
2009-01-29,690.677
2009-01-30,669.859
2009-02-02,658.728
2009-02-03,660.762
2009-02-04,675.693
2009-02-05,669.421
2009-02-06,663.96
2009-02-09,656.875
2009-02-10,657.878
2009-02-11,664.362
2009-02-12,644.839
2009-02-13,638.86
2009-02-16,641.39
2009-02-17,627.73
2009-02-18,614.884
2009-02-19,614.63
2009-02-20,605.781
2009-02-23,597.806
2009-02-24,581.18
2009-02-25,593.003
2009-02-26,581.405
2009-02-27,594.406
2009-03-02,578.175
2009-03-03,567.488
2009-03-04,565.33
2009-03-05,580.625
2009-03-06,565.769
2009-03-09,550.662
2009-03-10,547.578
2009-03-11,566.557
2009-03-12,549.136
2009-03-13,568.969
2009-03-16,581.539
2009-03-17,593.475
2009-03-18,601.369
2009-03-19,627.023
2009-03-20,611.803
2009-03-23,626.6
2009-03-24,640.846
2009-03-25,646.237
2009-03-26,653.274
2009-03-27,656.535
2009-03-30,633.607
2009-03-31,609.727
2009-04-01,628.75
2009-04-02,653.43
2009-04-03,659.649
2009-04-06,652.829
2009-04-07,656.206
2009-04-08,645.46
2009-04-09,666.207
2009-04-10,673.928
2009-04-13,680.398
2009-04-14,681.896
2009-04-15,673.594
2009-04-16,671.239
2009-04-17,687.844
2009-04-20,697.111
2009-04-21,678.648
2009-04-22,679.902
2009-04-23,689.838
2009-04-24,686.218
2009-04-27,693.597
2009-04-28,673.267
2009-04-29,670.525
2009-04-30,683.65
2009-05-01,685.054
2009-05-04,684.641
2009-05-05,688.276
2009-05-06,689.322
2009-05-07,722.859
2009-05-08,727.114
2009-05-11,738.952
2009-05-12,732.797
2009-05-13,736.816
2009-05-14,716.097
2009-05-15,735.26
2009-05-18,714.052
2009-05-19,729.37
2009-05-20,743.15
2009-05-21,745.609
2009-05-22,740.114
2009-05-25,742.359
2009-05-26,745.075
2009-05-27,751.248
2009-05-28,743.406
2009-05-29,754.806
2009-06-01,759.09
2009-06-02,765.52
2009-06-03,766.733
2009-06-04,757.734
2009-06-05,750.665
2009-06-08,755.351
2009-06-09,756.343
2009-06-10,767.388
2009-06-11,771.978
2009-06-12,777.105
2009-06-15,774.962
2009-06-16,756.947
2009-06-17,771.505
2009-06-18,755.267
2009-06-19,760.821
2009-06-22,769.943
2009-06-23,757.075
2009-06-24,758.445
2009-06-25,765.322
2009-06-26,778.616
2009-06-29,764.6
2009-06-30,771.035
2009-07-01,768.164
2009-07-02,769.996
2009-07-03,765.852
2009-07-06,769.31
2009-07-07,763.392
2009-07-08,753.316
2009-07-09,749.957
2009-07-10,754.602
2009-07-13,735.236
2009-07-14,746.977
2009-07-15,737.125
2009-07-16,744.772
2009-07-17,745.997
2009-07-20,742.328
2009-07-21,770.028
2009-07-22,772.75
2009-07-23,765.617
2009-07-24,776.277
2009-07-27,779.005
2009-07-28,788.397
2009-07-29,784.632
2009-07-30,785.062
2009-07-31,800.49
2009-08-03,806.589
2009-08-04,807.907
2009-08-05,802.812
2009-08-06,804.257
2009-08-07,788.229
2009-08-10,800.04
2009-08-11,815.338
2009-08-12,799.952
2009-08-13,813.809
2009-08-14,826.978
2009-08-17,806.844
2009-08-18,804.664
2009-08-19,808.191
2009-08-20,816.069
2009-08-21,803.378
2009-08-24,819.933
2009-08-25,819.866
2009-08-26,827.982
2009-08-27,824.593
2009-08-28,829.751
2009-08-31,831.898
2009-09-01,831.223
2009-09-02,819.717
2009-09-03,812.93
2009-09-04,803.549
2009-09-07,809.143
2009-09-08,816.403
2009-09-09,813.304
2009-09-10,830.315
2009-09-11,833.441
2009-09-14,817.987
2009-09-15,811.615
2009-09-16,811.636
2009-09-17,817.291
2009-09-18,816.38
2009-09-21,808.281
2009-09-22,817.948
2009-09-23,815.799
2009-09-24,823.655
2009-09-25,814.881
2009-09-28,799.86
2009-09-29,794.243
2009-09-30,805.33
2009-10-01,793.228
2009-10-02,778.045
2009-10-05,770.368
2009-10-06,782.015
2009-10-07,792.922
2009-10-08,801.15
2009-10-09,800.306
2009-10-12,797.677
2009-10-13,803.01
2009-10-14,797.694
2009-10-15,796.868
2009-10-16,789.261
2009-10-19,795.157
2009-10-20,800.157
2009-10-21,796.749
2009-10-22,788.784
2009-10-23,778.947
2009-10-26,786.352
2009-10-27,773.379
2009-10-28,776.716
2009-10-29,768.763
2009-10-30,788.278
2009-11-02,776.845
2009-11-03,778.258
2009-11-04,775.705
2009-11-05,772.44
2009-11-06,776.95
2009-11-09,772.581
2009-11-10,773.969
2009-11-11,774.334
2009-11-12,765.446
2009-11-13,772.005
2009-11-16,769.129
2009-11-17,766.438
2009-11-18,760.594
2009-11-19,751.851
2009-11-20,752.325
2009-11-23,752.282
2009-11-24,747.166
2009-11-25,757.721
2009-11-26,764.133
2009-11-27,745.647
2009-11-30,777.142
2009-12-01,788.176
2009-12-02,782.443
2009-12-03,799.486
2009-12-04,784.639
2009-12-07,792.846
2009-12-08,801.776
2009-12-09,794.356
2009-12-10,782.379
2009-12-11,782.851
2009-12-14,787.569
2009-12-15,776.024
2009-12-16,792.68
2009-12-17,786.032
2009-12-18,777.201
2009-12-21,774.271
2009-12-22,776.231
2009-12-23,779.287
2009-12-24,785.71
2009-12-25,781.343
2009-12-28,786.945
2009-12-29,785.942
2009-12-30,772.961
2009-12-31,769.516
2010-01-01,769.516
2010-01-04,781.901
2010-01-05,792.546
2010-01-06,796.478
2010-01-07,794.58
2010-01-08,805.468
2010-01-11,814.405
2010-01-12,835.032
2010-01-13,824.407
2010-01-14,839.944
2010-01-15,849.998
2010-01-18,842.22
2010-01-19,832.389
2010-01-20,828.388
2010-01-21,837.996
2010-01-22,835.771
2010-01-25,829.816
2010-01-26,819.078
2010-01-27,811.105
2010-01-28,808.753
2010-01-29,790.965
2010-02-01,788.254
2010-02-02,805.236
2010-02-03,799.284
2010-02-04,799.598
2010-02-05,793.319
2010-02-08,787.126
2010-02-09,785.227
2010-02-10,782.695
2010-02-11,783.218
2010-02-12,790.043
2010-02-15,780.417
2010-02-16,779.682
2010-02-17,789.522
2010-02-18,788.436
2010-02-19,766.655
2010-02-22,790.339
2010-02-23,797.31
2010-02-24,789.728
2010-02-25,795.892
2010-02-26,799.613
2010-03-01,799.654
2010-03-02,805.973
2010-03-03,814.032
2010-03-04,803.378
2010-03-05,798.736
2010-03-08,814.238
2010-03-09,816.798
2010-03-10,807.223
2010-03-11,815.733
2010-03-12,818.3
2010-03-15,823.686
2010-03-16,824.12
2010-03-17,831.502
2010-03-18,826.539
2010-03-19,833.405
2010-03-22,837.801
2010-03-23,834.333
2010-03-24,824.102
2010-03-25,817.28
2010-03-26,830.213
2010-03-29,835.32
2010-03-30,843.977
2010-03-31,839.561
2010-04-01,839.44
2010-04-02,844.424
2010-04-05,844.004
2010-04-06,845.59
2010-04-07,853.737
2010-04-08,851.349
2010-04-09,850.626
2010-04-12,858.705
2010-04-13,855.388
2010-04-14,854.222
2010-04-15,863.031
2010-04-16,863.818
2010-04-19,847.351
2010-04-20,839.984
2010-04-21,851.353
2010-04-22,845.356
2010-04-23,833.921
2010-04-26,849.602
2010-04-27,853.031
2010-04-28,831.881
2010-04-29,830.512
2010-04-30,839.157
2010-05-03,834.717
2010-05-04,834.673
2010-05-05,835.911
2010-05-06,818.845
2010-05-07,818.75
2010-05-10,809.963
2010-05-11,804.17
2010-05-12,802.146
2010-05-13,816.861
2010-05-14,813.601
2010-05-17,797.154
2010-05-18,789.664
2010-05-19,797.519
2010-05-20,804.475
2010-05-21,785.314
2010-05-24,780.895
2010-05-25,772.328
2010-05-26,765.103
2010-05-27,770.823
2010-05-28,775.355
2010-05-31,775.75
2010-06-01,775.829
2010-06-02,758.323
2010-06-03,772.047
2010-06-04,775.331
2010-06-07,752.353
2010-06-08,755.927
2010-06-09,745.526
2010-06-10,751.729
2010-06-11,755.992
2010-06-14,762.763
2010-06-15,767.668
2010-06-16,776.76
2010-06-17,779.096
2010-06-18,775.869
2010-06-21,787.142
2010-06-22,786.683
2010-06-23,780.647
2010-06-24,785.934
2010-06-25,777.604
2010-06-28,771.542
2010-06-29,771.91
2010-06-30,763.853
2010-07-01,766.31
2010-07-02,762.959
2010-07-05,767.182
2010-07-06,779.011
2010-07-07,776.739
2010-07-08,781.526
2010-07-09,781.196
2010-07-12,775.026
2010-07-13,776.273
2010-07-14,785.413
2010-07-15,780.74
2010-07-16,778.593
2010-07-19,776.258
2010-07-20,765.318
2010-07-21,761.282
2010-07-22,760.397
2010-07-23,770.013
2010-07-26,772.701
2010-07-27,768.293
2010-07-28,788.0
2010-07-29,786.448
2010-07-30,781.302
2010-08-02,783.999
2010-08-03,798.235
2010-08-04,785.021
2010-08-05,797.44
2010-08-06,808.499
2010-08-09,799.73
2010-08-10,797.116
2010-08-11,784.522
2010-08-12,772.172
2010-08-13,772.025
2010-08-16,780.442
2010-08-17,777.202
2010-08-18,787.902
2010-08-19,797.214
2010-08-20,777.472
2010-08-23,780.257
2010-08-24,785.435
2010-08-25,770.307
2010-08-26,772.879
2010-08-27,776.046
2010-08-30,785.804
2010-08-31,772.217
2010-09-01,772.607
2010-09-02,779.894
2010-09-03,782.894
2010-09-06,798.4
2010-09-07,799.587
2010-09-08,785.349
