Date,JAPAN IMI VALUE IMI (Large+Mid+Small Cap)
2001-09-28,448.507
2001-10-31,444.262
2001-11-30,429.757
2001-12-31,399.617
2002-01-31,374.804
2002-02-28,391.798
2002-03-29,410.681
2002-04-30,431.829
2002-05-31,464.162
2002-06-28,444.583
2002-07-31,422.544
2002-08-30,420.096
2002-09-30,407.058
2002-10-31,375.598
2002-11-29,385.346
2002-12-31,384.045
2003-01-31,372.903
2003-02-28,380.37
2003-03-31,365.558
2003-04-30,369.712
2003-05-30,384.685
2003-06-30,413.512
2003-07-31,427.067
2003-08-29,471.436
2003-09-30,509.272
2003-10-31,532.331
2003-11-28,519.245
2003-12-31,559.518
2004-01-30,569.441
2004-02-27,576.528
2004-03-31,658.1
2004-04-30,623.985
2004-05-31,611.96
2004-06-30,655.8
2004-07-30,628.382
2004-08-31,628.99
2004-09-30,616.925
2004-10-29,628.29
2004-11-30,656.47
2004-12-31,689.625
2005-01-31,680.741
2005-02-28,698.937
2005-03-31,691.198
2005-04-29,677.851
2005-05-31,668.351
2005-06-30,670.568
2005-07-29,679.56
2005-08-31,722.53
2005-09-30,798.619
2005-10-31,791.905
2005-11-30,811.89
2005-12-30,868.111
2006-01-31,903.673
2006-02-28,901.699
2006-03-31,925.029
2006-04-28,958.293
2006-05-31,912.098
2006-06-30,898.301
2006-07-31,894.108
2006-08-31,910.662
2006-09-29,896.956
2006-10-31,915.263
2006-11-30,927.916
2006-12-29,961.871
2007-01-31,973.912
2007-02-28,1022.393
2007-03-30,1013.619
2007-04-30,991.772
2007-05-31,1000.0
2007-06-29,996.104
2007-07-31,985.544
2007-08-31,953.8
2007-09-28,970.305
2007-10-31,967.843
2007-11-30,951.313
2007-12-31,911.196
2008-01-31,887.819
2008-02-29,889.438
2008-03-31,860.175
2008-04-30,911.116
2008-05-30,928.771
2008-06-30,868.463
2008-07-31,844.707
2008-08-29,819.49
2008-09-30,738.363
2008-10-31,649.837
2008-11-28,654.881
2008-12-31,703.74
2009-01-30,671.372
2009-02-27,595.768
2009-03-31,611.543
2009-04-30,685.692
2009-05-29,757.098
2009-06-30,773.408
2009-07-31,802.989
2009-08-31,834.508
2009-09-30,808.287
2009-10-30,791.172
2009-11-30,779.991
2009-12-31,772.378
2010-01-29,793.918
2010-02-26,802.621
2010-03-31,843.351
2010-04-30,842.984
2010-05-31,779.289
2010-06-30,767.359
2010-07-30,784.894
2010-08-31,775.784
2010-09-30,796.599
2010-10-29,809.464
2010-11-30,825.135
2010-12-31,895.506
2011-01-31,898.433
2011-02-28,946.077
2011-03-31,852.518
2011-04-29,849.581
2011-05-31,833.475
2011-06-30,854.681
2011-07-29,884.293
2011-08-31,824.924
2011-09-30,823.369
2011-10-31,806.004
2011-11-30,772.609
2011-12-30,787.098
2012-01-31,828.367
2012-02-29,869.152
2012-03-30,876.925
2012-04-30,845.817
2012-05-31,766.862
2012-06-29,807.426
2012-07-31,785.832
2012-08-31,770.31
2012-09-28,792.618
2012-10-31,778.39
2012-11-30,794.447
2012-12-31,846.443
2013-01-31,884.223
2013-02-28,905.156
2013-03-29,946.263
2013-04-30,1017.5
2013-05-31,946.783
2013-06-28,958.506
2013-07-31,965.863
2013-08-30,946.166
2013-09-30,1028.087
2013-10-31,1020.06
2013-11-29,1028.822
2013-12-31,1034.393
2014-01-31,1003.338
2014-02-28,997.447
2014-03-31,988.109
2014-04-30,972.001
2014-05-30,1008.206
2014-06-30,1065.023
2014-07-31,1063.921
2014-08-29,1039.665
2014-09-30,1023.083
2014-10-31,1002.749
2014-11-28,999.67
2014-12-31,990.453
2015-01-30,1011.702
2015-02-27,1083.067
2015-03-31,1090.734
2015-04-30,1145.221
2015-05-29,1165.038
2015-06-30,1142.273
2015-07-31,1150.629
2015-08-31,1088.103
2015-09-30,1025.48
2015-10-30,1115.879
2015-11-30,1096.974
2015-12-31,1102.988
2016-01-29,1007.467
2016-02-29,972.554
2016-03-31,1020.947
2016-04-29,1066.238
2016-05-31,1052.778
2016-06-30,1007.757
2016-07-29,1087.181
2016-08-31,1111.485
2016-09-30,1121.145
2016-10-31,1151.803
2016-11-30,1146.565
2016-12-30,1168.059
2017-01-31,1211.97
2017-02-28,1229.421
2017-03-31,1214.893
2017-04-28,1224.171
2017-05-31,1232.032
2017-06-30,1253.712
2017-07-31,1276.756
2017-08-31,1277.949
2017-09-29,1312.791
2017-10-31,1358.405
2017-11-30,1388.393
2017-12-29,1407.741
2018-01-31,1464.138
2018-02-28,1435.461
2018-03-30,1402.77
2018-04-30,1430.406
2018-05-31,1392.386
2018-06-29,1358.09
2018-07-31,1373.341
2018-08-31,1361.457
2018-09-28,1407.91
2018-10-31,1315.135
2018-11-30,1305.588
2018-12-31,1227.029
2019-01-31,1310.821
2019-02-28,1290.405
2019-03-29,1290.752
2019-04-30,1297.2
2019-05-31,1243.182
2019-06-28,1289.273
2019-07-31,1282.605
2019-08-30,1262.417
2019-09-30,1326.183
2019-10-31,1394.788
2019-11-29,1399.322
2019-12-31,1427.043
2020-01-31,1393.823
2020-02-28,1268.013
2020-03-31,1133.796
2020-04-30,1185.531
2020-05-29,1240.506
2020-06-30,1218.791
2020-07-31,1171.702
2020-08-31,1285.475
2020-09-30,1279.605
2020-10-30,1255.725
2020-11-30,1367.306
2020-12-31,1439.854
2021-01-29,1442.504
2021-02-26,1511.864
2021-03-31,1562.545
2021-04-30,1536.447
2021-05-31,1567.574
2021-06-30,1561.658
2021-07-30,1544.702
2021-08-31,1571.479
2021-09-30,1620.461
2021-10-29,1556.472
2021-11-30,1486.65
2021-12-31,1520.287
2022-01-31,1542.066
2022-02-28,1544.911
2022-03-31,1529.1
2022-04-29,1430.117
2022-05-31,1447.339
2022-06-30,1367.897
2022-07-29,1416.247
2022-08-31,1389.475
2022-09-30,1260.951
2022-10-31,1285.808
2022-11-30,1408.748
2022-12-30,1447.382
2023-01-31,1518.574
2023-02-28,1479.702
2023-03-31,1510.966
2023-04-28,1526.681
2023-05-31,1527.484
2023-06-30,1614.282
2023-07-31,1689.028
2023-08-31,1681.996
2023-09-29,1699.208
2023-10-31,1619.17
2023-11-30,1719.951
2023-12-29,1775.589
2024-01-31,1867.739
2024-02-29,1906.431
2024-03-29,2002.14
2024-04-30,1939.422
2024-05-31,1963.839
2024-06-28,1924.29
2024-07-31,2062.942
2024-08-30,2041.957
2024-09-30,2040.956
2024-10-31,1954.676
2024-11-29,1983.477
2024-12-31,1986.68
2025-01-31,2029.141
2025-02-28,2046.629
2025-03-31,2086.549
2025-04-30,2171.607
2025-05-30,2238.264
2025-06-30,2230.074
2025-07-31,2251.194
2025-08-29,2468.722
2025-09-30,2537.843
