Date,JAPAN IMI VALUE IMI (Large+Mid+Small Cap)
2018-05-31,1352.241
2018-06-29,1318.597
2018-07-31,1333.35
2018-08-31,1321.733
2018-09-28,1364.615
2018-10-31,1274.671
2018-11-30,1265.333
2018-12-31,1188.797
2019-01-31,1269.925
2019-02-28,1250.057
2019-03-29,1247.637
2019-04-30,1253.828
2019-05-31,1201.543
2019-06-28,1245.707
2019-07-31,1239.209
2019-08-30,1219.619
2019-09-30,1278.651
2019-10-31,1344.752
2019-11-29,1349.099
2019-12-31,1375.41
2020-01-31,1343.34
2020-02-28,1221.996
2020-03-31,1089.876
2020-04-30,1139.603
2020-05-29,1192.468
2020-06-30,1171.214
2020-07-31,1125.939
2020-08-31,1235.212
2020-09-30,1227.367
2020-10-30,1204.41
2020-11-30,1311.412
2020-12-31,1380.628
2021-01-29,1383.111
2021-02-26,1449.478
2021-03-31,1495.436
2021-04-30,1470.429
2021-05-31,1499.957
2021-06-30,1493.942
2021-07-30,1477.663
2021-08-31,1503.136
2021-09-30,1547.329
2021-10-29,1486.199
2021-11-30,1419.406
2021-12-31,1451.098
2022-01-31,1471.829
2022-02-28,1474.4
2022-03-31,1456.04
2022-04-29,1361.765
2022-05-31,1377.997
2022-06-30,1301.922
2022-07-29,1347.887
2022-08-31,1322.294
2022-09-30,1197.495
2022-10-31,1221.082
2022-11-30,1337.72
2022-12-30,1373.934
2023-01-31,1441.464
2023-02-28,1404.468
2023-03-31,1430.743
2023-04-28,1445.608
2023-05-31,1446.203
2023-06-30,1527.994
2023-07-31,1598.684
2023-08-31,1591.941
2023-09-29,1605.48
2023-10-31,1529.828
2023-11-30,1624.901
2023-12-29,1676.949
2024-01-31,1763.924
2024-02-29,1800.306
2024-03-29,1887.403
2024-04-30,1828.205
2024-05-31,1850.925
2024-06-28,1813.212
2024-07-31,1943.802
2024-08-30,1923.918
2024-09-30,1919.323
2024-10-31,1838.147
2024-11-29,1865.065
2024-12-31,1867.621
2025-01-31,1907.473
2025-02-28,1923.796
2025-03-31,1956.994
2025-04-30,2036.689
2025-05-30,2098.943
2025-06-30,2090.753
2025-07-31,2110.476
2025-08-29,2314.277
2025-09-30,2374.569
