Date,JAPAN IMI VALUE IMI (Large+Mid+Small Cap)
1994-05-31,713.389
1994-06-30,757.591
1994-07-29,730.559
1994-08-31,730.708
1994-09-30,712.445
1994-10-31,730.058
1994-11-30,687.07
1994-12-30,697.451
1995-01-31,656.732
1995-02-28,621.092
1995-03-31,682.562
1995-04-28,706.901
1995-05-31,661.251
1995-06-30,636.316
1995-07-31,679.018
1995-08-31,657.629
1995-09-29,659.789
1995-10-31,627.754
1995-11-30,657.116
1995-12-29,688.483
1996-01-31,684.451
1996-02-29,676.96
1996-03-29,695.785
1996-04-30,746.614
1996-05-31,710.102
1996-06-28,717.597
1996-07-31,687.913
1996-08-30,658.551
1996-09-30,675.045
1996-10-31,631.961
1996-11-29,640.038
1996-12-31,595.066
1997-01-31,537.366
1997-02-28,541.065
1997-03-31,525.061
1997-04-30,533.983
1997-05-30,595.163
1997-06-30,632.849
1997-07-31,596.383
1997-08-29,543.096
1997-09-30,514.6
1997-10-31,486.761
1997-11-28,435.852
1997-12-31,389.309
1998-01-30,450.368
1998-02-27,460.243
1998-03-31,429.271
1998-04-30,417.734
1998-05-29,399.634
1998-06-30,403.687
1998-07-31,394.346
1998-08-31,356.033
1998-09-30,349.11
1998-10-30,409.305
1998-11-30,424.949
1998-12-31,441.037
1999-01-29,440.528
1999-02-26,427.949
1999-03-31,485.581
1999-04-30,510.794
1999-05-31,485.23
1999-06-30,524.213
1999-07-30,570.074
1999-08-31,583.578
1999-09-30,614.83
1999-10-29,628.126
1999-11-30,617.882
1999-12-31,610.33
2000-01-31,603.179
2000-02-29,569.779
2000-03-31,644.612
2000-04-28,611.727
2000-05-31,605.84
2000-06-30,652.481
2000-07-31,583.513
2000-08-31,611.81
2000-09-29,598.964
2000-10-31,579.289
2000-11-30,561.151
2000-12-29,538.025
2001-01-31,528.222
2001-02-28,518.714
2001-03-30,501.952
2001-04-30,543.834
2001-05-31,548.386
2001-06-29,531.979
2001-07-31,494.555
2001-08-31,497.229
2001-09-28,452.173
2001-10-31,447.904
2001-11-30,433.284
2001-12-31,402.864
2002-01-31,377.841
2002-02-28,394.958
2002-03-29,413.507
2002-04-30,434.794
2002-05-31,467.337
2002-06-28,447.603
2002-07-31,425.41
2002-08-30,422.936
2002-09-30,409.409
2002-10-31,377.76
2002-11-29,387.561
2002-12-31,386.292
2003-01-31,375.073
2003-02-28,382.568
2003-03-31,367.133
2003-04-30,371.295
2003-05-30,386.278
2003-06-30,415.214
2003-07-31,428.822
2003-08-29,473.366
2003-09-30,511.111
2003-10-31,534.253
2003-11-28,521.112
2003-12-31,561.506
2004-01-30,571.461
2004-02-27,578.565
2004-03-31,660.149
2004-04-30,625.921
2004-05-31,613.829
2004-06-30,657.789
2004-07-30,630.285
2004-08-31,630.888
2004-09-30,618.627
2004-10-29,629.967
2004-11-30,658.209
2004-12-31,691.433
2005-01-31,682.522
2005-02-28,700.756
2005-03-31,692.639
2005-04-29,679.26
2005-05-31,669.73
2005-06-30,671.939
2005-07-29,680.947
2005-08-31,723.997
2005-09-30,799.937
2005-10-31,793.202
2005-11-30,813.211
2005-12-30,869.511
2006-01-31,905.127
2006-02-28,903.139
2006-03-31,926.057
2006-04-28,959.33
2006-05-31,913.066
2006-06-30,899.219
2006-07-31,895.018
2006-08-31,911.582
2006-09-29,897.502
2006-10-31,915.814
2006-11-30,928.454
2006-12-29,962.382
2007-01-31,974.423
2007-02-28,1022.916
2007-03-30,1013.662
2007-04-30,991.794
2007-05-31,1000.0
2007-06-29,996.104
2007-07-31,985.507
2007-08-31,953.743
2007-09-28,969.809
2007-10-31,967.32
2007-11-30,950.778
2007-12-31,910.645
2008-01-31,887.278
2008-02-29,888.874
2008-03-31,858.977
2008-04-30,909.837
2008-05-30,927.451
2008-06-30,867.185
2008-07-31,843.46
2008-08-29,818.267
2008-09-30,736.758
2008-10-31,648.419
2008-11-28,653.459
2008-12-31,702.158
2009-01-30,669.859
2009-02-27,594.406
2009-03-31,609.727
2009-04-30,683.65
2009-05-29,754.806
2009-06-30,771.035
2009-07-31,800.49
2009-08-31,831.898
2009-09-30,805.33
2009-10-30,788.278
2009-11-30,777.142
2009-12-31,769.516
2010-01-29,790.965
2010-02-26,799.613
2010-03-31,839.561
2010-04-30,839.157
2010-05-31,775.75
2010-06-30,763.853
2010-07-30,781.302
2010-08-31,772.217
2010-09-30,792.365
2010-10-29,805.164
2010-11-30,820.741
2010-12-31,890.704
2011-01-31,893.606
2011-02-28,940.97
2011-03-31,847.149
2011-04-29,844.218
2011-05-31,828.189
2011-06-30,849.231
2011-07-29,878.645
2011-08-31,819.641
2011-09-30,817.435
2011-10-31,800.186
2011-11-30,766.989
2011-12-30,781.326
2012-01-31,822.283
2012-02-29,862.735
2012-03-30,869.684
2012-04-30,838.826
2012-05-31,760.509
2012-06-29,800.69
2012-07-31,779.265
2012-08-31,763.842
2012-09-28,785.257
2012-10-31,771.165
2012-11-30,787.073
2012-12-31,838.503
2013-01-31,875.918
2013-02-28,896.63
2013-03-29,936.666
2013-04-30,1007.154
2013-05-31,937.132
2013-06-28,948.664
2013-07-31,955.939
2013-08-30,936.42
2013-09-30,1016.887
2013-10-31,1008.937
2013-11-29,1017.576
2013-12-31,1022.91
2014-01-31,992.173
2014-02-28,986.282
2014-03-31,975.415
2014-04-30,959.479
2014-05-30,995.096
2014-06-30,1050.988
2014-07-31,1049.871
2014-08-29,1025.875
2014-09-30,1008.119
2014-10-31,988.07
2014-11-28,984.985
2014-12-31,975.65
2015-01-30,996.554
2015-02-27,1066.783
2015-03-31,1072.796
2015-04-30,1126.359
2015-05-29,1145.705
2015-06-30,1123.078
2015-07-31,1131.256
2015-08-31,1069.728
2015-09-30,1006.781
2015-10-30,1095.496
2015-11-30,1076.878
2015-12-31,1082.547
2016-01-29,988.766
2016-02-29,954.437
2016-03-31,1000.02
2016-04-29,1044.356
2016-05-31,1031.238
2016-06-30,986.893
2016-07-29,1064.637
2016-08-31,1088.374
2016-09-30,1095.877
2016-10-31,1125.833
2016-11-30,1120.711
2016-12-30,1141.5
2017-01-31,1184.356
2017-02-28,1201.342
2017-03-31,1185.07
2017-04-28,1194.102
2017-05-31,1201.609
2017-06-30,1222.464
2017-07-31,1244.884
2017-08-31,1245.982
2017-09-29,1278.001
2017-10-31,1322.379
2017-11-30,1351.521
2017-12-29,1370.026
2018-01-31,1424.864
2018-02-28,1396.862
2018-03-30,1362.529
2018-04-30,1389.353
