Date,DENMARK SMID CAP SMID (Small+Mid Cap)
2003-05-28,212.391
2003-05-29,213.964
2003-05-30,216.071
2003-06-02,219.554
2003-06-03,218.082
2003-06-04,217.995
2003-06-05,221.166
2003-06-06,223.092
2003-06-09,224.296
2003-06-10,223.258
2003-06-11,227.799
2003-06-12,228.043
2003-06-13,228.834
2003-06-16,230.581
2003-06-17,230.619
2003-06-18,227.558
2003-06-19,225.814
2003-06-20,226.8
2003-06-23,223.275
2003-06-24,220.638
2003-06-25,223.759
2003-06-26,221.199
2003-06-27,223.089
2003-06-30,222.149
2003-07-01,223.553
2003-07-02,222.896
2003-07-03,223.981
2003-07-04,222.619
2003-07-07,222.09
2003-07-08,222.404
2003-07-09,222.663
2003-07-10,221.927
2003-07-11,220.68
2003-07-14,222.655
2003-07-15,223.346
2003-07-16,222.215
2003-07-17,221.44
2003-07-18,221.664
2003-07-21,222.366
2003-07-22,222.776
2003-07-23,226.053
2003-07-24,228.946
2003-07-25,228.49
2003-07-28,228.165
2003-07-29,228.026
2003-07-30,225.681
2003-07-31,223.108
2003-08-01,223.542
2003-08-04,224.912
2003-08-05,226.797
2003-08-06,226.686
2003-08-07,228.242
2003-08-08,228.177
2003-08-11,228.073
2003-08-12,228.384
2003-08-13,230.457
2003-08-14,229.859
2003-08-15,232.547
2003-08-18,231.169
2003-08-19,235.802
2003-08-20,239.185
2003-08-21,240.583
2003-08-22,239.83
2003-08-25,239.278
2003-08-26,239.395
2003-08-27,239.85
2003-08-28,241.043
2003-08-29,243.21
2003-09-01,245.244
2003-09-02,246.801
2003-09-03,252.044
2003-09-04,252.647
2003-09-05,254.779
2003-09-08,256.066
2003-09-09,256.533
2003-09-10,252.666
2003-09-11,254.774
2003-09-12,258.03
2003-09-15,259.567
2003-09-16,257.761
2003-09-17,258.783
2003-09-18,259.087
2003-09-19,261.833
2003-09-22,260.406
2003-09-23,258.927
2003-09-24,259.661
2003-09-25,256.331
2003-09-26,254.553
2003-09-29,254.772
2003-09-30,253.158
2003-10-01,256.959
2003-10-02,260.509
2003-10-03,261.118
2003-10-06,262.667
2003-10-07,264.592
2003-10-08,266.53
2003-10-09,266.989
2003-10-10,265.134
2003-10-13,263.665
2003-10-14,263.827
2003-10-15,266.175
2003-10-16,268.866
2003-10-17,266.547
2003-10-20,267.029
2003-10-21,269.6
2003-10-22,269.014
2003-10-23,267.746
2003-10-24,270.533
2003-10-27,269.878
2003-10-28,269.108
2003-10-29,270.221
2003-10-30,272.609
2003-10-31,272.019
2003-11-03,272.159
2003-11-04,274.579
2003-11-05,269.027
2003-11-06,265.532
2003-11-07,267.378
2003-11-10,267.084
2003-11-11,266.107
2003-11-12,270.242
2003-11-13,273.076
2003-11-14,273.987
2003-11-17,272.359
2003-11-18,275.683
2003-11-19,275.112
2003-11-20,273.413
2003-11-21,273.598
2003-11-24,270.805
2003-11-25,267.501
2003-11-26,268.849
2003-11-27,270.096
2003-11-28,267.481
2003-12-01,269.535
2003-12-02,272.425
2003-12-03,272.102
2003-12-04,272.334
2003-12-05,273.956
2003-12-08,273.719
2003-12-09,275.425
2003-12-10,274.712
2003-12-11,274.622
2003-12-12,279.003
2003-12-15,279.694
2003-12-16,278.618
2003-12-17,280.052
2003-12-18,280.099
2003-12-19,280.924
2003-12-22,282.293
2003-12-23,283.879
2003-12-24,284.651
2003-12-25,284.651
2003-12-26,284.553
2003-12-29,287.107
2003-12-30,288.079
2003-12-31,289.921
2004-01-01,289.921
2004-01-02,294.045
2004-01-05,298.798
2004-01-06,303.745
2004-01-07,302.739
2004-01-08,306.218
2004-01-09,310.905
2004-01-12,310.551
2004-01-13,310.458
2004-01-14,312.865
2004-01-15,314.092
2004-01-16,310.671
2004-01-19,309.69
2004-01-20,311.33
2004-01-21,311.173
2004-01-22,316.374
2004-01-23,316.773
2004-01-26,314.434
2004-01-27,320.984
2004-01-28,320.043
2004-01-29,313.556
2004-01-30,313.813
2004-02-02,315.654
2004-02-03,318.94
2004-02-04,318.904
2004-02-05,323.189
2004-02-06,330.525
2004-02-09,331.732
2004-02-10,329.803
2004-02-11,330.837
2004-02-12,335.944
2004-02-13,332.614
2004-02-16,331.371
2004-02-17,331.921
2004-02-18,332.24
2004-02-19,327.219
2004-02-20,323.349
2004-02-23,323.719
2004-02-24,326.581
2004-02-25,324.523
2004-02-26,324.615
2004-02-27,325.909
2004-03-01,328.656
2004-03-02,325.266
2004-03-03,318.405
2004-03-04,321.126
2004-03-05,328.932
2004-03-08,326.142
2004-03-09,326.245
2004-03-10,319.549
2004-03-11,315.464
2004-03-12,313.969
2004-03-15,312.873
2004-03-16,316.669
2004-03-17,315.153
2004-03-18,318.262
2004-03-19,316.782
2004-03-22,312.342
2004-03-23,310.575
2004-03-24,307.93
2004-03-25,310.508
2004-03-26,310.898
2004-03-29,314.308
2004-03-30,312.68
2004-03-31,314.871
2004-04-01,315.956
2004-04-02,314.924
2004-04-05,311.407
2004-04-06,310.719
2004-04-07,314.626
2004-04-08,312.971
2004-04-09,312.971
2004-04-12,312.07
2004-04-13,310.829
2004-04-14,310.184
2004-04-15,310.51
2004-04-16,313.823
2004-04-19,314.233
2004-04-20,314.168
2004-04-21,311.704
2004-04-22,312.21
2004-04-23,312.86
2004-04-26,313.257
2004-04-27,314.477
2004-04-28,310.924
2004-04-29,310.069
2004-04-30,310.098
2004-05-03,310.76
2004-05-04,315.777
2004-05-05,316.351
2004-05-06,310.325
2004-05-07,306.014
2004-05-10,299.885
2004-05-11,299.395
2004-05-12,301.832
2004-05-13,303.688
2004-05-14,303.22
2004-05-17,302.959
2004-05-18,301.706
2004-05-19,308.528
2004-05-20,305.798
2004-05-21,308.875
2004-05-24,305.533
2004-05-25,308.12
2004-05-26,308.102
2004-05-27,313.746
2004-05-28,312.605
2004-05-31,312.605
2004-06-01,313.859
2004-06-02,318.283
2004-06-03,316.63
2004-06-04,317.832
2004-06-07,321.546
2004-06-08,322.301
2004-06-09,313.751
2004-06-10,315.961
2004-06-11,315.056
2004-06-14,314.384
2004-06-15,316.098
2004-06-16,316.511
2004-06-17,315.347
2004-06-18,319.325
2004-06-21,320.456
2004-06-22,319.949
2004-06-23,320.475
2004-06-24,323.768
2004-06-25,322.357
2004-06-28,324.937
2004-06-29,323.38
2004-06-30,325.755
2004-07-01,327.244
2004-07-02,330.986
2004-07-05,330.437
2004-07-06,330.104
2004-07-07,332.481
2004-07-08,333.597
2004-07-09,331.9
2004-07-12,332.818
2004-07-13,330.436
2004-07-14,332.389
2004-07-15,331.633
2004-07-16,333.907
2004-07-19,332.231
2004-07-20,329.27
2004-07-21,326.168
2004-07-22,324.168
2004-07-23,320.399
2004-07-26,320.191
2004-07-27,318.532
2004-07-28,315.55
2004-07-29,317.601
2004-07-30,318.567
2004-08-02,319.22
2004-08-03,321.904
2004-08-04,319.343
2004-08-05,320.023
2004-08-06,322.592
2004-08-09,318.157
2004-08-10,321.78
2004-08-11,316.973
2004-08-12,318.157
2004-08-13,319.404
2004-08-16,319.849
2004-08-17,322.593
2004-08-18,322.478
2004-08-19,324.946
2004-08-20,323.381
2004-08-23,322.159
2004-08-24,317.654
2004-08-25,317.485
2004-08-26,319.11
2004-08-27,319.01
2004-08-30,319.663
2004-08-31,322.3
2004-09-01,324.34
2004-09-02,326.116
2004-09-03,323.93
2004-09-06,326.78
2004-09-07,326.559
2004-09-08,328.849
2004-09-09,329.48
2004-09-10,334.46
2004-09-13,332.709
2004-09-14,330.395
2004-09-15,325.205
2004-09-16,324.86
2004-09-17,327.274
2004-09-20,326.093
2004-09-21,330.952
2004-09-22,329.232
2004-09-23,332.351
2004-09-24,331.88
2004-09-27,332.3
2004-09-28,333.369
2004-09-29,334.605
2004-09-30,339.185
2004-10-01,341.114
2004-10-04,339.57
2004-10-05,340.671
2004-10-06,340.841
2004-10-07,338.617
2004-10-08,341.46
2004-10-11,337.824
2004-10-12,334.457
2004-10-13,335.077
2004-10-14,338.589
2004-10-15,340.508
2004-10-18,340.481
2004-10-19,343.082
2004-10-20,342.819
2004-10-21,344.1
2004-10-22,345.878
2004-10-25,345.299
2004-10-26,343.988
2004-10-27,345.158
2004-10-28,346.533
2004-10-29,346.341
2004-11-01,348.625
2004-11-02,350.15
2004-11-03,350.808
2004-11-04,352.647
2004-11-05,356.589
2004-11-08,357.174
2004-11-09,357.634
2004-11-10,359.902
2004-11-11,362.804
2004-11-12,365.057
2004-11-15,366.089
2004-11-16,365.163
2004-11-17,368.022
2004-11-18,366.261
2004-11-19,368.662
2004-11-22,366.741
2004-11-23,370.235
2004-11-24,376.461
2004-11-25,380.149
2004-11-26,377.883
2004-11-29,379.472
2004-11-30,379.726
2004-12-01,382.187
2004-12-02,382.173
2004-12-03,384.339
2004-12-06,385.61
2004-12-07,385.871
2004-12-08,378.607
2004-12-09,374.475
2004-12-10,374.465
2004-12-13,379.753
2004-12-14,380.648
2004-12-15,385.654
2004-12-16,381.263
2004-12-17,379.207
2004-12-20,385.457
2004-12-21,386.141
2004-12-22,390.277
2004-12-23,394.09
2004-12-24,395.022
2004-12-27,399.056
2004-12-28,396.845
2004-12-29,396.292
2004-12-30,399.464
2004-12-31,398.402
2005-01-03,401.494
2005-01-04,396.413
2005-01-05,392.668
2005-01-06,391.228
2005-01-07,389.295
2005-01-10,391.196
2005-01-11,392.191
2005-01-12,394.317
2005-01-13,392.986
2005-01-14,391.004
2005-01-17,390.982
2005-01-18,390.615
2005-01-19,391.402
2005-01-20,386.523
2005-01-21,389.064
2005-01-24,389.345
2005-01-25,391.828
2005-01-26,396.111
2005-01-27,391.996
2005-01-28,393.743
2005-01-31,394.646
2005-02-01,398.907
2005-02-02,401.601
2005-02-03,399.392
2005-02-04,401.779
2005-02-07,402.471
2005-02-08,399.519
2005-02-09,398.115
2005-02-10,402.01
2005-02-11,404.418
2005-02-14,407.005
2005-02-15,408.604
2005-02-16,407.274
2005-02-17,411.337
2005-02-18,412.371
2005-02-21,410.209
2005-02-22,414.422
2005-02-23,412.657
2005-02-24,413.1
2005-02-25,413.278
2005-02-28,419.209
2005-03-01,418.843
2005-03-02,417.471
2005-03-03,419.749
2005-03-04,423.794
2005-03-07,423.564
2005-03-08,424.633
2005-03-09,424.23
2005-03-10,422.253
2005-03-11,424.789
2005-03-14,423.635
2005-03-15,426.206
2005-03-16,428.624
2005-03-17,428.609
2005-03-18,425.215
2005-03-21,420.538
2005-03-22,420.972
2005-03-23,412.34
2005-03-24,410.865
2005-03-25,410.865
2005-03-28,407.985
2005-03-29,421.403
2005-03-30,422.472
2005-03-31,427.057
2005-04-01,430.213
2005-04-04,423.957
2005-04-05,429.898
2005-04-06,432.488
2005-04-07,438.55
2005-04-08,437.547
2005-04-11,439.45
2005-04-12,436.839
2005-04-13,437.915
2005-04-14,433.668
2005-04-15,432.183
2005-04-18,432.789
2005-04-19,436.531
2005-04-20,435.559
2005-04-21,437.038
2005-04-22,436.098
2005-04-25,435.21
2005-04-26,434.153
2005-04-27,428.607
2005-04-28,422.339
2005-04-29,422.459
2005-05-02,423.245
2005-05-03,426.27
2005-05-04,427.962
2005-05-05,427.419
2005-05-06,429.618
2005-05-09,430.371
2005-05-10,434.656
2005-05-11,435.351
2005-05-12,431.827
2005-05-13,429.007
2005-05-16,428.159
2005-05-17,428.846
2005-05-18,431.723
2005-05-19,430.317
2005-05-20,430.416
2005-05-23,434.374
2005-05-24,436.82
2005-05-25,437.628
2005-05-26,438.292
2005-05-27,438.932
2005-05-30,437.49
2005-05-31,435.204
2005-06-01,433.84
2005-06-02,434.631
2005-06-03,434.488
2005-06-06,434.066
2005-06-07,437.196
2005-06-08,441.271
2005-06-09,436.371
2005-06-10,436.324
2005-06-13,436.117
2005-06-14,438.073
2005-06-15,440.166
2005-06-16,443.228
2005-06-17,452.372
2005-06-20,448.557
2005-06-21,448.628
2005-06-22,446.506
2005-06-23,443.566
2005-06-24,443.11
2005-06-27,440.253
2005-06-28,438.52
2005-06-29,441.201
2005-06-30,443.971
2005-07-01,438.747
2005-07-04,438.38
2005-07-05,440.206
2005-07-06,440.11
2005-07-07,436.721
2005-07-08,441.937
2005-07-11,449.735
2005-07-12,455.333
2005-07-13,449.418
2005-07-14,450.77
2005-07-15,449.479
2005-07-18,450.445
2005-07-19,449.228
2005-07-20,446.222
2005-07-21,450.888
2005-07-22,450.961
2005-07-25,452.416
2005-07-26,451.417
2005-07-27,454.935
2005-07-28,459.879
2005-07-29,463.055
2005-08-01,466.188
2005-08-02,467.724
2005-08-03,472.351
2005-08-04,473.47
2005-08-05,472.255
2005-08-08,473.563
2005-08-09,472.561
2005-08-10,470.437
2005-08-11,472.913
2005-08-12,472.879
2005-08-15,471.37
2005-08-16,472.754
2005-08-17,487.21
2005-08-18,483.275
2005-08-19,484.551
2005-08-22,486.911
2005-08-23,486.902
2005-08-24,487.032
2005-08-25,484.864
2005-08-26,486.213
2005-08-29,483.109
2005-08-30,486.012
2005-08-31,494.035
2005-09-01,501.611
2005-09-02,506.858
2005-09-05,506.921
2005-09-06,508.969
2005-09-07,505.745
2005-09-08,504.541
2005-09-09,508.794
2005-09-12,504.772
2005-09-13,502.457
2005-09-14,504.331
2005-09-15,508.609
2005-09-16,512.286
2005-09-19,508.134
2005-09-20,511.086
2005-09-21,512.93
2005-09-22,509.155
2005-09-23,505.697
2005-09-26,505.418
2005-09-27,505.446
2005-09-28,505.208
2005-09-29,507.681
2005-09-30,511.96
2005-10-03,502.997
2005-10-04,504.372
2005-10-05,511.238
2005-10-06,515.299
2005-10-07,513.328
2005-10-10,512.46
2005-10-11,510.236
2005-10-12,508.703
2005-10-13,494.728
2005-10-14,497.006
2005-10-17,498.067
2005-10-18,492.308
2005-10-19,483.195
2005-10-20,485.877
2005-10-21,480.254
2005-10-24,491.461
2005-10-25,498.831
2005-10-26,501.127
2005-10-27,497.363
2005-10-28,495.99
2005-10-31,497.949
2005-11-01,499.372
2005-11-02,501.161
2005-11-03,503.112
2005-11-04,497.248
2005-11-07,496.485
2005-11-08,494.658
