Date,DENMARK SMID CAP SMID (Small+Mid Cap)
1994-05-31,143.879
1994-06-30,147.09
1994-07-29,153.17
1994-08-31,145.183
1994-09-30,145.912
1994-10-31,150.526
1994-11-30,144.623
1994-12-30,148.773
1995-01-31,155.488
1995-02-28,161.283
1995-03-31,163.63
1995-04-28,167.381
1995-05-31,172.189
1995-06-30,172.928
1995-07-31,182.972
1995-08-31,169.805
1995-09-29,170.223
1995-10-31,168.445
1995-11-30,165.902
1995-12-29,168.074
1996-01-31,170.217
1996-02-29,171.456
1996-03-29,170.837
1996-04-30,169.842
1996-05-31,169.333
1996-06-28,173.218
1996-07-31,176.938
1996-08-30,184.917
1996-09-30,188.554
1996-10-31,194.824
1996-11-29,196.815
1996-12-31,200.975
1997-01-31,204.149
1997-02-28,205.111
1997-03-31,206.61
1997-04-30,200.483
1997-05-30,210.377
1997-06-30,213.212
1997-07-31,213.072
1997-08-29,205.607
1997-09-30,215.49
1997-10-31,217.149
1997-11-28,212.36
1997-12-31,214.561
1998-01-30,220.462
1998-02-27,222.586
1998-03-31,235.088
1998-04-30,237.577
1998-05-29,238.747
1998-06-30,240.415
1998-07-31,246.079
1998-08-31,218.69
1998-09-30,213.513
1998-10-30,214.375
1998-11-30,206.885
1998-12-31,210.938
1999-01-29,210.504
1999-02-26,196.722
1999-03-31,190.011
1999-04-30,191.483
1999-05-31,192.525
1999-06-30,192.814
1999-07-30,198.256
1999-08-31,197.452
1999-09-30,196.584
1999-10-29,199.378
1999-11-30,200.774
1999-12-31,202.634
2000-01-31,204.041
2000-02-29,209.0
2000-03-31,221.861
2000-04-28,210.662
2000-05-31,212.054
2000-06-30,218.869
2000-07-31,230.792
2000-08-31,235.819
2000-09-29,241.715
2000-10-31,243.41
2000-11-30,231.939
2000-12-29,259.312
2001-01-31,276.539
2001-02-28,254.541
2001-03-30,217.776
2001-04-30,231.961
2001-05-31,235.867
2001-06-29,224.4
2001-07-31,228.717
2001-08-31,214.532
2001-09-28,190.15
2001-10-31,195.434
2001-11-30,201.248
2001-12-31,195.253
2002-01-31,189.177
2002-02-28,198.978
2002-03-29,207.104
2002-04-30,207.451
2002-05-31,221.36
2002-06-28,222.525
2002-07-31,198.744
2002-08-30,197.514
2002-09-30,170.669
2002-10-31,170.902
2002-11-29,172.425
2002-12-31,180.233
2003-01-31,173.094
2003-02-28,161.413
2003-03-31,169.834
2003-04-30,191.999
2003-05-30,212.674
2003-06-30,218.656
2003-07-31,219.6
2003-08-29,239.508
2003-09-30,249.305
2003-10-31,267.91
2003-11-28,263.441
2003-12-31,285.578
2004-01-30,309.112
2004-02-27,321.048
2004-03-31,311.041
2004-04-30,306.832
2004-05-31,309.328
2004-06-30,322.339
2004-07-30,315.227
2004-08-31,319.062
2004-09-30,335.81
2004-10-29,342.895
2004-11-30,375.948
2004-12-31,394.48
2005-01-31,390.761
2005-02-28,415.143
2005-03-31,424.309
2005-04-29,420.368
