Date,DENMARK SMID CAP SMID (Small+Mid Cap)
2005-05-31,433.124
2005-06-30,441.849
2005-07-29,460.841
2005-08-31,491.83
2005-09-30,509.736
2005-10-31,495.786
2005-11-30,500.3
2005-12-30,532.465
2006-01-31,571.801
2006-02-28,583.377
2006-03-31,632.988
2006-04-28,693.385
2006-05-31,671.863
2006-06-30,653.36
2006-07-31,657.314
2006-08-31,678.744
2006-09-29,701.018
2006-10-31,732.974
2006-11-30,808.993
2006-12-29,851.807
2007-01-31,859.359
2007-02-28,849.787
2007-03-30,894.551
2007-04-30,973.538
2007-05-31,1000.0
2007-06-29,962.63
2007-07-31,1002.348
2007-08-31,982.814
2007-09-28,1033.616
2007-10-31,1078.377
2007-11-30,1010.499
2007-12-31,1016.861
2008-01-31,862.11
2008-02-29,929.379
2008-03-31,968.729
2008-04-30,989.008
2008-05-30,1076.614
2008-06-30,954.107
2008-07-31,926.918
2008-08-29,862.998
2008-09-30,685.854
2008-10-31,510.463
2008-11-28,464.728
2008-12-31,478.342
2009-01-30,464.149
2009-02-27,410.707
2009-03-31,408.369
2009-04-30,483.053
2009-05-29,545.975
2009-06-30,530.213
2009-07-31,597.919
2009-08-31,633.397
2009-09-30,684.925
2009-10-30,662.406
2009-11-30,680.074
2009-12-31,699.073
2010-01-29,702.905
2010-02-26,678.88
2010-03-31,723.199
2010-04-30,746.388
2010-05-31,636.852
2010-06-30,626.36
2010-07-30,706.155
2010-08-31,647.594
2010-09-30,755.878
2010-10-29,775.905
2010-11-30,747.603
2010-12-31,829.734
2011-01-31,863.857
2011-02-28,867.939
2011-03-31,911.128
2011-04-29,939.224
2011-05-31,889.016
2011-06-30,841.586
2011-07-29,816.495
2011-08-31,714.479
2011-09-30,644.114
2011-10-31,692.367
2011-11-30,683.208
2011-12-30,643.408
2012-01-31,684.958
2012-02-29,738.876
2012-03-30,726.666
2012-04-30,721.792
2012-05-31,652.534
2012-06-29,663.271
2012-07-31,672.984
2012-08-31,716.635
2012-09-28,748.152
2012-10-31,750.169
2012-11-30,753.516
2012-12-31,783.534
2013-01-31,851.15
2013-02-28,874.834
2013-03-29,889.842
2013-04-30,923.849
2013-05-31,949.796
2013-06-28,921.677
2013-07-31,1007.348
2013-08-30,1001.65
2013-09-30,1087.284
2013-10-31,1151.565
2013-11-29,1168.828
2013-12-31,1224.18
2014-01-31,1239.418
2014-02-28,1339.559
2014-03-31,1321.46
2014-04-30,1370.964
2014-05-30,1445.92
2014-06-30,1461.551
2014-07-31,1386.347
2014-08-29,1346.381
2014-09-30,1289.032
2014-10-31,1310.331
2014-11-28,1329.9
2014-12-31,1311.491
2015-01-30,1305.257
2015-02-27,1416.345
2015-03-31,1401.441
2015-04-30,1491.126
2015-05-29,1522.541
2015-06-30,1516.153
2015-07-31,1602.788
2015-08-31,1536.205
2015-09-30,1521.533
2015-10-30,1574.677
2015-11-30,1645.107
2015-12-31,1694.987
2016-01-29,1606.753
2016-02-29,1613.49
2016-03-31,1736.086
2016-04-29,1741.037
2016-05-31,1839.188
2016-06-30,1739.003
2016-07-29,1784.072
2016-08-31,1832.281
2016-09-30,1850.164
2016-10-31,1793.202
2016-11-30,1649.453
2016-12-30,1687.02
2017-01-31,1807.751
2017-02-28,1820.053
2017-03-31,1884.242
2017-04-28,1993.873
2017-05-31,2069.452
2017-06-30,2083.666
2017-07-31,2232.884
2017-08-31,2264.954
2017-09-29,2255.299
2017-10-31,2263.778
2017-11-30,2150.205
2017-12-29,2196.421
2018-01-31,2234.203
2018-02-28,2265.044
2018-03-30,2292.187
2018-04-30,2290.941
2018-05-31,2242.963
2018-06-29,2251.472
2018-07-31,2397.242
2018-08-31,2384.406
2018-09-28,2291.54
2018-10-31,2060.831
2018-11-30,1989.92
2018-12-31,1920.151
2019-01-31,2044.577
2019-02-28,2160.648
2019-03-29,2148.456
2019-04-30,2247.932
2019-05-31,2131.851
2019-06-28,2186.825
2019-07-31,2129.169
2019-08-30,2073.291
2019-09-30,2053.874
2019-10-31,2122.23
2019-11-29,2267.114
2019-12-31,2357.903
2020-01-31,2367.255
2020-02-28,2225.363
2020-03-31,1940.765
2020-04-30,2181.485
2020-05-29,2481.572
2020-06-30,2548.108
2020-07-31,2842.18
2020-08-31,3047.508
2020-09-30,3035.877
2020-10-30,2955.248
2020-11-30,3369.785
2020-12-31,3579.808
2021-01-29,3470.255
2021-02-26,3479.122
2021-03-31,3556.177
2021-04-30,3839.277
2021-05-31,3943.168
2021-06-30,3956.25
2021-07-30,4084.955
2021-08-31,4036.47
2021-09-30,3738.332
2021-10-29,3840.562
2021-11-30,3581.577
2021-12-31,3749.075
2022-01-31,3402.45
2022-02-28,3229.844
2022-03-31,3303.985
2022-04-29,3154.689
2022-05-31,3056.611
2022-06-30,2813.181
2022-07-29,2984.732
2022-08-31,2787.523
2022-09-30,2430.25
2022-10-31,2734.377
2022-11-30,3076.29
2022-12-30,3182.688
2023-01-31,3329.275
2023-02-28,3404.845
2023-03-31,3402.922
2023-04-28,3560.013
2023-05-31,3368.482
2023-06-30,3541.85
2023-07-31,3584.113
2023-08-31,3406.845
2023-09-29,3319.45
2023-10-31,3299.348
2023-11-30,3721.997
2023-12-29,3900.103
2024-01-31,3961.695
2024-02-29,4270.302
2024-03-29,4348.634
2024-04-30,4271.307
2024-05-31,4596.775
2024-06-28,4528.048
2024-07-31,4672.609
2024-08-30,4807.711
2024-09-30,4725.781
2024-10-31,4468.358
2024-11-29,4347.282
2024-12-31,4353.443
2025-01-31,4508.561
2025-02-28,4589.632
2025-03-31,4468.13
2025-04-30,4692.847
2025-05-30,5066.873
2025-06-30,5125.767
2025-07-31,5178.915
2025-08-29,5256.969
2025-09-30,5371.45
2025-10-31,5526.073
