Date,DENMARK SMID CAP SMID (Small+Mid Cap)
1994-05-31,151.028
1994-06-30,154.391
1994-07-29,160.774
1994-08-31,152.383
1994-09-30,153.079
1994-10-31,157.915
1994-11-30,151.723
1994-12-30,156.062
1995-01-31,163.099
1995-02-28,169.17
1995-03-31,171.59
1995-04-28,175.249
1995-05-31,180.045
1995-06-30,180.795
1995-07-31,191.297
1995-08-31,177.521
1995-09-29,177.854
1995-10-31,175.996
1995-11-30,173.339
1995-12-29,175.591
1996-01-31,177.815
1996-02-29,179.11
1996-03-29,178.43
1996-04-30,177.076
1996-05-31,176.308
1996-06-28,180.353
1996-07-31,184.224
1996-08-30,192.527
1996-09-30,196.204
1996-10-31,202.729
1996-11-29,204.8
1996-12-31,209.112
1997-01-31,212.411
1997-02-28,213.411
1997-03-31,214.934
1997-04-30,208.191
1997-05-30,218.168
1997-06-30,221.101
1997-07-31,220.956
1997-08-29,213.21
1997-09-30,223.253
1997-10-31,224.969
1997-11-28,220.008
1997-12-31,222.266
1998-01-30,228.379
1998-02-27,230.578
1998-03-31,243.32
1998-04-30,245.52
1998-05-29,246.489
1998-06-30,248.205
1998-07-31,254.052
1998-08-31,225.767
1998-09-30,220.348
1998-10-30,221.238
1998-11-30,213.509
1998-12-31,217.691
1999-01-29,217.243
1999-02-26,203.019
1999-03-31,195.921
1999-04-30,197.299
1999-05-31,198.329
1999-06-30,198.626
1999-07-30,204.232
1999-08-31,203.404
1999-09-30,202.415
1999-10-29,205.292
1999-11-30,206.73
1999-12-31,208.601
2000-01-31,210.049
2000-02-29,215.154
2000-03-31,228.206
2000-04-28,216.601
2000-05-31,217.985
2000-06-30,224.99
2000-07-31,237.247
2000-08-31,242.414
2000-09-29,248.39
2000-10-31,250.131
2000-11-30,238.343
2000-12-29,266.467
2001-01-31,284.169
2001-02-28,261.564
2001-03-30,223.697
2001-04-30,237.616
2001-05-31,241.441
2001-06-29,229.694
2001-07-31,234.109
2001-08-31,219.589
2001-09-28,194.537
2001-10-31,199.942
2001-11-30,205.891
2001-12-31,199.74
2002-01-31,193.524
2002-02-28,203.546
2002-03-29,211.743
2002-04-30,211.922
2002-05-31,226.088
2002-06-28,227.275
2002-07-31,202.986
2002-08-30,201.73
2002-09-30,174.194
2002-10-31,174.422
2002-11-29,175.976
2002-12-31,183.925
2003-01-31,176.64
2003-02-28,164.72
2003-03-31,173.166
2003-04-30,195.069
2003-05-30,216.071
2003-06-30,222.149
2003-07-31,223.108
2003-08-29,243.21
2003-09-30,253.158
2003-10-31,272.019
2003-11-28,267.481
2003-12-31,289.921
2004-01-30,313.813
2004-02-27,325.909
2004-03-31,314.871
2004-04-30,310.098
2004-05-31,312.605
2004-06-30,325.755
2004-07-30,318.567
2004-08-31,322.3
2004-09-30,339.185
2004-10-29,346.341
2004-11-30,379.726
2004-12-31,398.402
2005-01-31,394.646
2005-02-28,419.209
2005-03-31,427.057
2005-04-29,422.459
2005-05-31,435.204
2005-06-30,443.971
2005-07-29,463.055
2005-08-31,494.035
2005-09-30,511.96
2005-10-31,497.949
2005-11-30,502.482
2005-12-30,534.728
2006-01-31,574.231
2006-02-28,585.79
2006-03-31,635.204
2006-04-28,695.1
2006-05-31,673.496
2006-06-30,654.948
2006-07-31,658.912
2006-08-31,680.198
2006-09-29,702.418
2006-10-31,734.413
2006-11-30,810.582
2006-12-29,853.393
2007-01-31,860.96
2007-02-28,851.37
2007-03-30,895.302
2007-04-30,973.607
2007-05-31,1000.0
2007-06-29,962.618
2007-07-31,1002.335
2007-08-31,982.571
2007-09-28,1033.36
2007-10-31,1077.941
2007-11-30,1010.09
2007-12-31,1016.291
2008-01-31,861.627
2008-02-29,928.603
2008-03-31,967.39
2008-04-30,985.819
2008-05-30,1073.015
2008-06-30,950.894
2008-07-31,923.796
2008-08-29,859.734
2008-09-30,683.231
2008-10-31,508.473
2008-11-28,462.917
2008-12-31,476.339
2009-01-30,462.206
2009-02-27,408.987
2009-03-31,406.336
2009-04-30,479.683
2009-05-29,542.166
2009-06-30,526.492
2009-07-31,593.723
2009-08-31,628.49
2009-09-30,679.619
2009-10-30,657.275
2009-11-30,674.806
2009-12-31,693.5
2010-01-29,697.3
2010-02-26,673.467
2010-03-31,716.851
2010-04-30,738.79
2010-05-31,630.368
2010-06-30,619.961
2010-07-30,698.941
2010-08-31,640.288
2010-09-30,747.317
2010-10-29,767.116
2010-11-30,739.135
2010-12-31,820.116
2011-01-31,853.844
2011-02-28,857.879
2011-03-31,899.913
2011-04-29,926.877
2011-05-31,876.963
2011-06-30,830.176
2011-07-29,805.398
2011-08-31,704.113
2011-09-30,634.743
2011-10-31,682.294
2011-11-30,673.017
2011-12-30,633.568
2012-01-31,674.484
2012-02-29,727.577
2012-03-30,713.794
2012-04-30,708.339
2012-05-31,640.263
2012-06-29,650.799
2012-07-31,660.329
2012-08-31,702.345
2012-09-28,733.224
2012-10-31,735.202
2012-11-30,738.289
2012-12-31,767.361
2013-01-31,833.581
2013-02-28,856.776
2013-03-29,869.234
2013-04-30,901.25
2013-05-31,926.307
2013-06-28,898.883
2013-07-31,982.435
2013-08-30,976.07
2013-09-30,1059.505
2013-10-31,1122.144
2013-11-29,1138.522
2013-12-31,1191.819
2014-01-31,1206.655
2014-02-28,1303.722
2014-03-31,1283.732
2014-04-30,1330.926
2014-05-30,1403.348
2014-06-30,1418.519
2014-07-31,1345.407
2014-08-29,1305.754
2014-09-30,1250.119
2014-10-31,1270.776
2014-11-28,1289.481
2014-12-31,1271.583
2015-01-30,1265.538
2015-02-27,1372.761
2015-03-31,1355.109
2015-04-30,1440.916
2015-05-29,1471.273
2015-06-30,1464.961
2015-07-31,1548.049
2015-08-31,1483.248
2015-09-30,1469.049
2015-10-30,1520.339
2015-11-30,1588.053
2015-12-31,1636.186
2016-01-29,1551.013
2016-02-29,1556.9
2016-03-31,1671.822
2016-04-29,1674.921
2016-05-31,1769.201
2016-06-30,1672.67
2016-07-29,1715.83
2016-08-31,1762.122
2016-09-30,1779.295
2016-10-31,1724.515
2016-11-30,1585.551
2016-12-30,1621.636
2017-01-31,1737.688
2017-02-28,1748.916
2017-03-31,1806.754
2017-04-28,1909.306
2017-05-31,1981.034
2017-06-30,1994.26
2017-07-31,2136.59
2017-08-31,2166.445
2017-09-29,2157.185
2017-10-31,2165.178
2017-11-30,2055.359
2017-12-29,2099.499
2018-01-31,2135.614
2018-02-28,2165.041
2018-03-30,2187.292
2018-04-30,2181.586
2018-05-31,2135.77
2018-06-29,2143.297
2018-07-31,2281.605
2018-08-31,2268.658
2018-09-28,2179.762
2018-10-31,1960.171
2018-11-30,1892.286
2018-12-31,1825.898
2019-01-31,1944.08
2019-02-28,2053.629
2019-03-29,2039.419
2019-04-30,2130.078
2019-05-31,2020.083
2019-06-28,2072.101
2019-07-31,2016.914
2019-08-30,1963.392
2019-09-30,1945.003
2019-10-31,2009.599
2019-11-29,2146.321
2019-12-31,2232.232
2020-01-31,2240.759
2020-02-28,2105.747
2020-03-31,1834.486
2020-04-30,2060.414
2020-05-29,2343.847
2020-06-30,2406.64
2020-07-31,2684.385
2020-08-31,2877.828
2020-09-30,2866.845
2020-10-30,2790.692
2020-11-30,3181.639
2020-12-31,3379.886
2021-01-29,3275.586
2021-02-26,3283.955
2021-03-31,3351.966
2021-04-30,3616.402
2021-05-31,3713.052
2021-06-30,3725.299
2021-07-30,3846.126
2021-08-31,3800.005
2021-09-30,3519.333
2021-10-29,3614.842
2021-11-30,3370.064
2021-12-31,3527.625
2022-01-31,3201.13
2022-02-28,3038.616
2022-03-31,3100.675
2022-04-29,2958.458
2022-05-31,2866.256
2022-06-30,2637.743
2022-07-29,2798.105
2022-08-31,2612.577
2022-09-30,2277.727
2022-10-31,2562.282
2022-11-30,2881.456
2022-12-30,2981.116
2023-01-31,3117.592
2023-02-28,3188.357
2023-03-31,3179.191
2023-04-28,3321.181
2023-05-31,3142.119
2023-06-30,3303.756
2023-07-31,3336.705
2023-08-31,3171.401
2023-09-29,3090.045
2023-10-31,3068.503
2023-11-30,3461.314
2023-12-29,3626.467
2024-01-31,3682.745
2024-02-29,3969.222
2024-03-29,4027.079
2024-04-30,3950.588
2024-05-31,4251.617
2024-06-28,4187.949
2024-07-31,4312.968
2024-08-30,4437.602
2024-09-30,4361.98
2024-10-31,4122.21
2024-11-29,4010.454
2024-12-31,4009.541
2025-01-31,4151.153
2025-02-28,4225.797
2025-03-31,4095.362
2025-04-30,4295.547
2025-05-30,4637.856
2025-06-30,4691.204
2025-07-31,4739.016
2025-08-29,4810.389
2025-09-30,4915.145
