Date,FRANCE SMALL VALUE Small Cap
2008-08-29,776.764
2008-09-30,621.215
2008-10-31,437.641
2008-11-28,405.638
2008-12-31,423.578
2009-01-30,385.546
2009-02-27,351.209
2009-03-31,386.512
2009-04-30,471.68
2009-05-29,532.67
2009-06-30,519.9
2009-07-31,583.768
2009-08-31,648.126
2009-09-30,738.169
2009-10-30,708.756
2009-11-30,699.896
2009-12-31,707.576
2010-01-29,713.814
2010-02-26,685.396
2010-03-31,756.262
2010-04-30,775.218
2010-05-31,672.059
2010-06-30,667.485
2010-07-30,740.365
2010-08-31,712.044
2010-09-30,823.328
2010-10-29,881.92
2010-11-30,797.107
2010-12-31,902.413
2011-01-31,942.028
2011-02-28,964.708
2011-03-31,991.831
2011-04-29,1077.626
2011-05-31,1043.477
2011-06-30,1043.374
2011-07-29,974.767
2011-08-31,870.308
2011-09-30,710.965
2011-10-31,782.553
2011-11-30,707.73
2011-12-30,676.277
2012-01-31,770.51
2012-02-29,832.67
2012-03-30,828.948
2012-04-30,753.635
2012-05-31,645.294
2012-06-29,662.662
2012-07-31,666.777
2012-08-31,704.675
2012-09-28,731.275
2012-10-31,742.36
2012-11-30,775.536
2012-12-31,821.806
2013-01-31,898.221
2013-02-28,888.022
2013-03-29,863.798
2013-04-30,895.858
2013-05-31,949.01
2013-06-28,927.187
2013-07-31,1047.183
2013-08-30,1035.988
2013-09-30,1133.853
2013-10-31,1181.651
2013-11-29,1212.99
2013-12-31,1226.198
2014-01-31,1229.025
2014-02-28,1365.157
2014-03-31,1360.58
2014-04-30,1398.179
2014-05-30,1420.492
2014-06-30,1391.19
2014-07-31,1318.907
2014-08-29,1306.103
2014-09-30,1223.037
2014-10-31,1172.155
2014-11-28,1233.596
2014-12-31,1186.874
2015-01-30,1189.001
2015-02-27,1271.318
2015-03-31,1245.378
2015-04-30,1302.775
2015-05-29,1285.251
2015-06-30,1262.563
2015-07-31,1338.858
2015-08-31,1289.986
2015-09-30,1211.961
2015-10-30,1250.966
2015-11-30,1248.59
2015-12-31,1265.379
2016-01-29,1170.93
2016-02-29,1142.689
2016-03-31,1264.954
2016-04-29,1323.519
2016-05-31,1315.244
2016-06-30,1212.773
2016-07-29,1295.593
2016-08-31,1317.378
2016-09-30,1347.375
2016-10-31,1311.79
2016-11-30,1257.901
2016-12-30,1356.547
2017-01-31,1402.996
2017-02-28,1406.979
2017-03-31,1482.807
2017-04-28,1555.992
2017-05-31,1689.72
2017-06-30,1723.362
2017-07-31,1765.916
2017-08-31,1762.064
2017-09-29,1842.642
2017-10-31,1822.347
2017-11-30,1889.519
2017-12-29,1898.544
2018-01-31,1986.172
2018-02-28,1897.364
2018-03-30,1824.956
2018-04-30,1895.462
2018-05-31,1777.734
2018-06-29,1714.773
2018-07-31,1720.707
2018-08-31,1696.872
2018-09-28,1695.263
2018-10-31,1506.922
2018-11-30,1399.835
2018-12-31,1277.692
2019-01-31,1372.769
2019-02-28,1410.172
2019-03-29,1390.908
2019-04-30,1485.121
2019-05-31,1355.178
2019-06-28,1497.732
2019-07-31,1484.24
2019-08-30,1426.458
2019-09-30,1435.387
2019-10-31,1487.39
2019-11-29,1508.079
2019-12-31,1600.077
2020-01-31,1500.315
2020-02-28,1395.131
2020-03-31,943.263
2020-04-30,1072.376
2020-05-29,1123.166
2020-06-30,1147.167
2020-07-31,1191.165
2020-08-31,1237.665
2020-09-30,1172.191
2020-10-30,1048.956
2020-11-30,1393.619
2020-12-31,1505.39
2021-01-29,1493.986
2021-02-26,1582.281
2021-03-31,1613.365
2021-04-30,1732.548
2021-05-31,1782.776
2021-06-30,1705.348
2021-07-30,1718.037
2021-08-31,1738.985
2021-09-30,1673.964
2021-10-29,1698.346
2021-11-30,1543.166
2021-12-31,1636.154
2022-01-31,1588.365
2022-02-28,1539.354
2022-03-31,1502.021
2022-04-29,1424.479
2022-05-31,1481.304
2022-06-30,1227.425
2022-07-29,1242.721
2022-08-31,1157.165
2022-09-30,1008.883
2022-10-31,1126.122
2022-11-30,1208.843
2022-12-30,1280.645
2023-01-31,1429.841
2023-02-28,1456.651
2023-03-31,1422.835
2023-04-28,1453.273
2023-05-31,1374.206
2023-06-30,1467.318
2023-07-31,1475.192
2023-08-31,1417.794
2023-09-29,1327.53
2023-10-31,1215.332
2023-11-30,1350.706
2023-12-29,1452.622
2024-01-31,1393.41
2024-02-29,1352.459
2024-03-29,1438.636
2024-04-30,1408.041
2024-05-31,1516.266
2024-06-28,1291.233
2024-07-31,1333.08
2024-08-30,1327.0
2024-09-30,1295.027
2024-10-31,1220.617
2024-11-29,1141.604
2024-12-31,1152.852
2025-01-31,1205.983
2025-02-28,1227.851
2025-03-31,1275.081
2025-04-30,1346.21
2025-05-30,1438.682
2025-06-30,1495.939
2025-07-31,1465.69
2025-08-29,1470.304
2025-09-30,1514.312
