Date,FRANCE SMALL VALUE Small Cap
2002-03-08,266.063
2002-03-11,266.651
2002-03-12,266.192
2002-03-13,267.556
2002-03-14,269.573
2002-03-15,270.545
2002-03-18,270.174
2002-03-19,270.916
2002-03-20,271.488
2002-03-21,271.719
2002-03-22,271.837
2002-03-25,270.951
2002-03-26,271.172
2002-03-27,269.984
2002-03-28,270.727
2002-03-29,270.727
2002-04-01,272.946
2002-04-02,274.504
2002-04-03,274.86
2002-04-04,274.98
2002-04-05,274.753
2002-04-08,272.543
2002-04-09,272.756
2002-04-10,274.891
2002-04-11,277.283
2002-04-12,276.679
2002-04-15,277.421
2002-04-16,278.754
2002-04-17,280.043
2002-04-18,280.778
2002-04-19,281.229
2002-04-22,280.456
2002-04-23,280.826
2002-04-24,281.895
2002-04-25,282.935
2002-04-26,283.089
2002-04-29,284.471
2002-04-30,284.02
2002-05-01,285.628
2002-05-02,284.577
2002-05-03,287.919
2002-05-06,288.831
2002-05-07,287.73
2002-05-08,287.326
2002-05-09,287.973
2002-05-10,289.465
2002-05-13,288.733
2002-05-14,287.193
2002-05-15,289.695
2002-05-16,290.918
2002-05-17,296.101
2002-05-20,296.17
2002-05-21,295.251
2002-05-22,297.249
2002-05-23,295.215
2002-05-24,296.04
2002-05-27,295.122
2002-05-28,297.296
2002-05-29,297.983
2002-05-30,298.922
2002-05-31,299.948
2002-06-03,300.191
2002-06-04,296.396
2002-06-05,295.419
2002-06-06,296.435
2002-06-07,293.281
2002-06-10,294.208
2002-06-11,293.092
2002-06-12,290.775
2002-06-13,286.259
2002-06-14,281.914
2002-06-17,283.954
2002-06-18,287.154
2002-06-19,287.279
2002-06-20,286.014
2002-06-21,285.598
2002-06-24,283.106
2002-06-25,279.709
2002-06-26,278.314
2002-06-27,281.368
2002-06-28,287.062
2002-07-01,288.844
2002-07-02,283.871
2002-07-03,279.071
2002-07-04,278.642
2002-07-05,281.517
2002-07-08,286.231
2002-07-09,288.407
2002-07-10,284.295
2002-07-11,281.251
2002-07-12,280.961
2002-07-15,281.29
2002-07-16,277.651
2002-07-17,280.654
2002-07-18,281.813
2002-07-19,282.003
2002-07-22,274.269
2002-07-23,266.131
2002-07-24,255.095
2002-07-25,262.1
2002-07-26,260.106
2002-07-29,259.188
2002-07-30,263.129
2002-07-31,261.283
2002-08-01,259.183
2002-08-02,258.643
2002-08-05,258.48
2002-08-06,251.137
2002-08-07,252.163
2002-08-08,253.405
2002-08-09,254.822
2002-08-12,255.16
2002-08-13,256.492
2002-08-14,256.927
2002-08-15,256.787
2002-08-16,257.169
2002-08-19,256.939
2002-08-20,258.416
2002-08-21,262.742
2002-08-22,263.433
2002-08-23,262.862
2002-08-26,262.14
2002-08-27,264.7
2002-08-28,262.458
2002-08-29,261.588
2002-08-30,259.98
2002-09-02,260.115
2002-09-03,259.039
2002-09-04,257.061
2002-09-05,254.896
2002-09-06,254.505
2002-09-09,253.176
2002-09-10,252.831
2002-09-11,255.285
2002-09-12,251.897
2002-09-13,250.74
2002-09-16,245.822
2002-09-17,244.002
2002-09-18,239.376
2002-09-19,238.663
2002-09-20,239.136
2002-09-23,232.615
2002-09-24,228.273
2002-09-25,227.376
2002-09-26,230.828
2002-09-27,230.136
2002-09-30,227.325
2002-10-01,225.914
2002-10-02,227.249
2002-10-03,225.66
2002-10-04,222.368
2002-10-07,219.092
2002-10-08,218.27
2002-10-09,217.068
2002-10-10,217.111
2002-10-11,222.022
2002-10-14,221.332
2002-10-15,226.868
2002-10-16,228.569
2002-10-17,231.411
2002-10-18,233.526
2002-10-21,232.983
2002-10-22,234.568
2002-10-23,231.034
2002-10-24,231.843
2002-10-25,231.301
2002-10-28,236.741
2002-10-29,234.28
2002-10-30,233.912
2002-10-31,238.777
2002-11-01,240.064
2002-11-04,245.228
2002-11-05,244.932
2002-11-06,243.383
2002-11-07,243.997
2002-11-08,245.099
2002-11-11,243.663
2002-11-12,243.492
2002-11-13,242.465
2002-11-14,243.046
2002-11-15,244.461
2002-11-18,247.029
2002-11-19,246.49
2002-11-20,243.417
2002-11-21,253.947
2002-11-22,254.556
2002-11-25,253.173
2002-11-26,251.109
2002-11-27,253.964
2002-11-28,258.007
2002-11-29,259.357
2002-12-02,261.547
2002-12-03,259.231
2002-12-04,257.418
2002-12-05,257.746
2002-12-06,257.828
2002-12-09,255.013
2002-12-10,256.945
2002-12-11,258.455
2002-12-12,258.985
2002-12-13,257.624
2002-12-16,257.847
2002-12-17,259.475
2002-12-18,253.994
2002-12-19,251.489
2002-12-20,253.678
2002-12-23,253.346
2002-12-24,254.875
2002-12-25,254.875
2002-12-26,255.517
2002-12-27,255.31
2002-12-30,256.353
2002-12-31,259.169
2003-01-01,259.169
2003-01-02,259.011
2003-01-03,263.073
2003-01-06,264.757
2003-01-07,261.464
2003-01-08,258.655
2003-01-09,259.728
2003-01-10,261.612
2003-01-13,263.117
2003-01-14,265.536
2003-01-15,264.93
2003-01-16,263.474
2003-01-17,262.184
2003-01-20,261.014
2003-01-21,259.738
2003-01-22,257.29
2003-01-23,258.262
2003-01-24,259.284
2003-01-27,255.111
2003-01-28,254.796
2003-01-29,254.735
2003-01-30,255.647
2003-01-31,255.043
2003-02-03,255.777
2003-02-04,256.597
2003-02-05,255.186
2003-02-06,252.777
2003-02-07,251.095
2003-02-10,247.632
2003-02-11,247.871
2003-02-12,245.773
2003-02-13,244.397
2003-02-14,243.907
2003-02-17,245.366
2003-02-18,243.796
2003-02-19,243.77
2003-02-20,243.075
2003-02-21,241.952
2003-02-24,241.865
2003-02-25,237.202
2003-02-26,234.999
2003-02-27,235.79
2003-02-28,237.455
2003-03-03,238.512
2003-03-04,235.736
2003-03-05,234.849
2003-03-06,235.636
2003-03-07,234.77
2003-03-10,232.385
2003-03-11,230.544
2003-03-12,226.285
2003-03-13,227.531
2003-03-14,231.014
2003-03-17,232.118
2003-03-18,233.517
2003-03-19,233.768
2003-03-20,234.667
2003-03-21,236.03
2003-03-24,233.282
2003-03-25,234.009
2003-03-26,234.621
2003-03-27,231.728
2003-03-28,232.371
2003-03-31,232.459
2003-04-01,234.056
2003-04-02,233.547
2003-04-03,232.902
2003-04-04,232.577
2003-04-07,236.622
2003-04-08,236.861
2003-04-09,237.331
2003-04-10,238.982
2003-04-11,238.032
2003-04-14,238.932
2003-04-15,239.5
2003-04-16,241.342
2003-04-17,243.763
2003-04-18,243.763
2003-04-21,242.712
2003-04-22,248.563
2003-04-23,253.441
2003-04-24,255.693
2003-04-25,256.076
2003-04-28,258.674
2003-04-29,259.11
2003-04-30,263.5
2003-05-01,265.921
2003-05-02,264.58
2003-05-05,268.966
2003-05-06,275.249
2003-05-07,277.369
2003-05-08,277.297
2003-05-09,277.841
2003-05-12,278.983
2003-05-13,279.847
2003-05-14,283.022
2003-05-15,282.947
2003-05-16,286.639
2003-05-19,283.786
2003-05-20,283.28
2003-05-21,283.066
2003-05-22,285.912
2003-05-23,287.091
2003-05-26,289.192
2003-05-27,288.8
2003-05-28,288.651
2003-05-29,294.034
2003-05-30,293.938
2003-06-02,296.903
2003-06-03,296.184
2003-06-04,298.589
2003-06-05,302.882
2003-06-06,303.829
2003-06-09,305.272
2003-06-10,304.001
2003-06-11,309.042
2003-06-12,308.994
2003-06-13,308.117
2003-06-16,309.751
2003-06-17,311.557
2003-06-18,306.253
2003-06-19,304.353
2003-06-20,301.652
2003-06-23,296.753
2003-06-24,294.871
2003-06-25,298.181
2003-06-26,294.741
2003-06-27,294.99
2003-06-30,296.04
2003-07-01,295.801
2003-07-02,296.75
2003-07-03,297.631
2003-07-04,297.723
2003-07-07,297.876
2003-07-08,298.213
2003-07-09,298.355
2003-07-10,297.902
2003-07-11,297.608
2003-07-14,300.925
2003-07-15,299.969
2003-07-16,299.149
2003-07-17,297.04
2003-07-18,298.547
2003-07-21,299.888
2003-07-22,300.633
2003-07-23,304.265
2003-07-24,306.072
2003-07-25,307.195
2003-07-28,307.932
2003-07-29,308.083
2003-07-30,305.624
2003-07-31,302.339
2003-08-01,302.413
2003-08-04,304.151
2003-08-05,306.573
2003-08-06,304.908
2003-08-07,305.565
2003-08-08,304.342
2003-08-11,304.96
2003-08-12,305.111
2003-08-13,306.253
2003-08-14,306.332
2003-08-15,307.526
2003-08-18,306.531
2003-08-19,305.436
2003-08-20,306.713
2003-08-21,304.435
2003-08-22,304.601
2003-08-25,303.164
2003-08-26,303.308
2003-08-27,303.933
2003-08-28,305.99
2003-08-29,309.342
2003-09-01,310.711
2003-09-02,307.781
2003-09-03,312.758
2003-09-04,315.557
2003-09-05,319.386
2003-09-08,322.977
2003-09-09,322.784
2003-09-10,321.945
2003-09-11,322.625
2003-09-12,327.269
2003-09-15,329.798
2003-09-16,328.887
2003-09-17,331.609
2003-09-18,330.975
2003-09-19,331.424
2003-09-22,331.103
2003-09-23,329.993
2003-09-24,329.099
2003-09-25,328.13
2003-09-26,325.082
2003-09-29,328.333
2003-09-30,330.214
2003-10-01,332.244
2003-10-02,333.471
2003-10-03,335.968
2003-10-06,338.996
2003-10-07,340.548
2003-10-08,342.909
2003-10-09,342.69
2003-10-10,344.383
2003-10-13,341.547
2003-10-14,341.323
2003-10-15,341.007
2003-10-16,342.878
2003-10-17,339.653
2003-10-20,342.358
2003-10-21,342.993
2003-10-22,342.325
2003-10-23,340.098
2003-10-24,341.542
2003-10-27,341.158
2003-10-28,341.076
2003-10-29,343.141
2003-10-30,344.117
2003-10-31,343.818
2003-11-03,343.124
2003-11-04,344.662
2003-11-05,343.891
2003-11-06,341.1
2003-11-07,343.816
2003-11-10,343.298
2003-11-11,343.26
2003-11-12,346.867
2003-11-13,351.155
2003-11-14,354.456
2003-11-17,351.049
2003-11-18,352.491
2003-11-19,351.121
2003-11-20,349.361
2003-11-21,351.573
2003-11-24,349.769
2003-11-25,352.755
2003-11-26,356.801
2003-11-27,356.695
2003-11-28,360.581
2003-12-01,361.89
2003-12-02,365.939
2003-12-03,366.869
2003-12-04,364.382
2003-12-05,365.353
2003-12-08,364.488
2003-12-09,364.392
2003-12-10,363.126
2003-12-11,360.348
2003-12-12,364.802
2003-12-15,365.428
2003-12-16,362.915
2003-12-17,362.975
2003-12-18,362.145
2003-12-19,359.059
2003-12-22,359.516
2003-12-23,360.515
2003-12-24,362.298
2003-12-25,362.298
2003-12-26,362.153
2003-12-29,363.705
2003-12-30,365.942
2003-12-31,369.59
2004-01-01,369.59
2004-01-02,373.343
2004-01-05,378.015
2004-01-06,380.204
2004-01-07,377.976
2004-01-08,382.53
2004-01-09,387.329
2004-01-12,385.646
2004-01-13,386.946
2004-01-14,386.345
2004-01-15,385.642
2004-01-16,383.029
2004-01-19,382.501
2004-01-20,388.172
2004-01-21,391.633
2004-01-22,393.486
2004-01-23,393.278
2004-01-26,389.936
2004-01-27,394.5
2004-01-28,395.168
2004-01-29,388.164
2004-01-30,389.878
2004-02-02,389.425
2004-02-03,391.144
2004-02-04,386.577
2004-02-05,391.86
2004-02-06,395.257
2004-02-09,397.941
2004-02-10,402.416
2004-02-11,405.697
2004-02-12,413.336
2004-02-13,411.229
2004-02-16,414.444
2004-02-17,418.825
2004-02-18,420.782
2004-02-19,416.162
2004-02-20,409.49
2004-02-23,409.99
2004-02-24,414.687
2004-02-25,411.964
2004-02-26,408.47
2004-02-27,410.272
2004-03-01,414.902
2004-03-02,413.316
2004-03-03,407.682
2004-03-04,411.085
2004-03-05,420.276
2004-03-08,419.718
2004-03-09,418.17
2004-03-10,403.703
2004-03-11,393.474
2004-03-12,393.035
2004-03-15,384.867
2004-03-16,388.494
2004-03-17,390.543
2004-03-18,395.49
2004-03-19,394.987
2004-03-22,389.454
2004-03-23,388.218
2004-03-24,383.68
2004-03-25,386.804
2004-03-26,384.664
2004-03-29,389.566
2004-03-30,391.902
2004-03-31,398.648
2004-04-01,404.031
2004-04-02,400.007
2004-04-05,398.641
2004-04-06,395.837
2004-04-07,398.59
2004-04-08,397.148
2004-04-09,397.148
2004-04-12,396.032
2004-04-13,392.667
2004-04-14,389.134
2004-04-15,387.275
2004-04-16,389.163
2004-04-19,389.282
2004-04-20,389.007
2004-04-21,383.566
2004-04-22,385.756
2004-04-23,386.367
2004-04-26,388.574
2004-04-27,393.091
2004-04-28,388.696
2004-04-29,387.591
2004-04-30,385.409
2004-05-03,385.729
2004-05-04,388.084
2004-05-05,387.38
2004-05-06,379.672
2004-05-07,375.073
2004-05-10,361.987
2004-05-11,363.57
2004-05-12,361.409
2004-05-13,359.831
2004-05-14,360.003
2004-05-17,362.873
2004-05-18,358.841
2004-05-19,366.093
2004-05-20,362.189
2004-05-21,365.543
2004-05-24,365.254
2004-05-25,368.106
2004-05-26,369.955
2004-05-27,375.314
2004-05-28,372.648
2004-05-31,374.915
2004-06-01,372.899
2004-06-02,375.032
2004-06-03,375.049
2004-06-04,375.96
2004-06-07,380.544
2004-06-08,379.295
2004-06-09,375.26
2004-06-10,374.368
2004-06-11,372.692
2004-06-14,373.363
2004-06-15,374.618
2004-06-16,372.451
2004-06-17,373.291
2004-06-18,377.823
2004-06-21,376.215
2004-06-22,376.376
2004-06-23,376.965
2004-06-24,380.004
2004-06-25,380.165
2004-06-28,384.529
2004-06-29,382.412
2004-06-30,386.414
2004-07-01,385.023
2004-07-02,388.468
2004-07-05,389.008
2004-07-06,386.764
2004-07-07,389.367
2004-07-08,388.746
2004-07-09,388.24
2004-07-12,387.885
2004-07-13,383.63
2004-07-14,384.472
2004-07-15,383.072
2004-07-16,386.096
2004-07-19,386.565
2004-07-20,384.971
2004-07-21,379.738
2004-07-22,379.109
2004-07-23,373.623
2004-07-26,371.244
2004-07-27,369.697
2004-07-28,369.243
2004-07-29,372.45
2004-07-30,371.622
2004-08-02,370.406
2004-08-03,371.843
2004-08-04,370.423
2004-08-05,370.907
2004-08-06,373.877
2004-08-09,369.237
2004-08-10,371.223
2004-08-11,366.09
2004-08-12,367.249
2004-08-13,372.386
2004-08-16,373.676
2004-08-17,376.015
2004-08-18,375.824
2004-08-19,379.364
2004-08-20,378.052
2004-08-23,377.417
2004-08-24,375.184
2004-08-25,376.253
2004-08-26,377.382
2004-08-27,376.758
2004-08-30,376.494
2004-08-31,379.358
2004-09-01,381.021
2004-09-02,380.711
2004-09-03,376.89
2004-09-06,377.527
2004-09-07,378.644
2004-09-08,381.408
2004-09-09,380.338
2004-09-10,386.689
2004-09-13,388.066
2004-09-14,389.987
2004-09-15,386.263
2004-09-16,384.717
2004-09-17,386.22
2004-09-20,386.363
2004-09-21,392.451
2004-09-22,389.045
2004-09-23,389.995
2004-09-24,390.494
2004-09-27,391.291
2004-09-28,393.282
2004-09-29,394.961
2004-09-30,399.964
2004-10-01,402.586
2004-10-04,401.686
2004-10-05,401.526
2004-10-06,402.439
2004-10-07,403.869
2004-10-08,407.638
2004-10-11,404.655
2004-10-12,400.806
2004-10-13,398.961
2004-10-14,403.674
2004-10-15,406.795
2004-10-18,407.939
2004-10-19,408.122
2004-10-20,407.731
2004-10-21,408.91
2004-10-22,410.791
2004-10-25,410.79
2004-10-26,411.914
2004-10-27,414.766
2004-10-28,414.56
2004-10-29,413.166
2004-11-01,416.249
2004-11-02,416.686
2004-11-03,420.619
2004-11-04,422.618
2004-11-05,426.255
2004-11-08,429.619
2004-11-09,429.679
2004-11-10,432.204
2004-11-11,434.885
2004-11-12,435.624
2004-11-15,430.787
2004-11-16,429.561
2004-11-17,436.297
2004-11-18,437.075
2004-11-19,437.245
2004-11-22,437.256
2004-11-23,440.366
2004-11-24,443.077
2004-11-25,445.783
2004-11-26,447.356
2004-11-29,448.869
2004-11-30,448.965
2004-12-01,450.063
2004-12-02,451.858
2004-12-03,455.455
2004-12-06,458.21
2004-12-07,460.175
2004-12-08,454.4
2004-12-09,451.008
2004-12-10,451.031
2004-12-13,454.261
2004-12-14,454.582
2004-12-15,461.696
2004-12-16,461.313
2004-12-17,462.602
2004-12-20,468.903
2004-12-21,465.435
2004-12-22,466.158
2004-12-23,472.533
2004-12-24,473.358
2004-12-27,475.757
2004-12-28,475.381
2004-12-29,476.124
2004-12-30,479.069
2004-12-31,478.815
2005-01-03,477.067
2005-01-04,471.243
2005-01-05,468.356
2005-01-06,468.981
2005-01-07,467.951
2005-01-10,470.554
2005-01-11,471.255
2005-01-12,476.765
2005-01-13,477.107
2005-01-14,475.487
2005-01-17,476.697
2005-01-18,477.577
2005-01-19,478.731
2005-01-20,474.685
2005-01-21,480.289
2005-01-24,482.08
2005-01-25,482.137
2005-01-26,488.804
2005-01-27,491.261
2005-01-28,493.836
2005-01-31,497.059
2005-02-01,496.675
2005-02-02,499.835
2005-02-03,496.933
2005-02-04,500.682
2005-02-07,499.764
2005-02-08,499.272
2005-02-09,499.634
2005-02-10,501.616
2005-02-11,502.479
2005-02-14,506.457
2005-02-15,510.962
2005-02-16,511.308
2005-02-17,514.599
2005-02-18,515.088
2005-02-21,512.709
2005-02-22,515.648
2005-02-23,511.21
2005-02-24,514.191
2005-02-25,517.186
2005-02-28,521.669
2005-03-01,519.711
2005-03-02,517.07
2005-03-03,515.924
2005-03-04,522.927
2005-03-07,522.64
2005-03-08,527.787
2005-03-09,529.839
2005-03-10,527.124
2005-03-11,527.011
2005-03-14,524.268
2005-03-15,523.193
2005-03-16,523.343
2005-03-17,522.065
2005-03-18,519.259
2005-03-21,512.658
2005-03-22,515.248
2005-03-23,505.877
2005-03-24,507.049
2005-03-25,507.049
2005-03-28,503.491
2005-03-29,503.717
2005-03-30,505.048
2005-03-31,509.549
2005-04-01,510.012
2005-04-04,502.525
2005-04-05,505.462
2005-04-06,509.42
2005-04-07,514.781
2005-04-08,512.325
2005-04-11,517.478
2005-04-12,512.95
2005-04-13,515.933
2005-04-14,511.52
2005-04-15,510.67
2005-04-18,503.216
2005-04-19,507.814
2005-04-20,510.607
2005-04-21,510.176
2005-04-22,510.478
2005-04-25,505.12
2005-04-26,504.261
2005-04-27,498.678
2005-04-28,494.162
2005-04-29,495.919
2005-05-02,493.503
2005-05-03,496.859
2005-05-04,498.874
2005-05-05,501.587
2005-05-06,498.491
2005-05-09,498.268
2005-05-10,499.053
2005-05-11,496.288
2005-05-12,492.874
2005-05-13,490.205
2005-05-16,489.889
2005-05-17,491.64
2005-05-18,495.774
2005-05-19,498.347
2005-05-20,498.311
2005-05-23,502.896
2005-05-24,502.981
2005-05-25,505.42
2005-05-26,506.345
2005-05-27,507.225
2005-05-30,504.087
2005-05-31,502.468
2005-06-01,504.434
2005-06-02,508.39
2005-06-03,506.681
2005-06-06,507.321
2005-06-07,511.426
2005-06-08,515.929
2005-06-09,508.943
2005-06-10,506.086
2005-06-13,505.879
2005-06-14,507.724
2005-06-15,509.732
2005-06-16,511.255
2005-06-17,519.005
2005-06-20,513.019
2005-06-21,511.332
2005-06-22,512.699
2005-06-23,509.113
2005-06-24,507.907
2005-06-27,507.663
2005-06-28,506.423
2005-06-29,508.27
2005-06-30,512.344
2005-07-01,510.529
2005-07-04,507.137
2005-07-05,507.872
2005-07-06,510.592
2005-07-07,506.448
2005-07-08,512.241
2005-07-11,520.391
2005-07-12,526.986
2005-07-13,523.737
2005-07-14,525.805
2005-07-15,523.99
2005-07-18,526.712
2005-07-19,524.744
2005-07-20,525.768
2005-07-21,530.174
2005-07-22,529.048
2005-07-25,526.983
2005-07-26,526.822
2005-07-27,530.915
2005-07-28,535.852
2005-07-29,541.775
2005-08-01,545.66
2005-08-02,547.355
2005-08-03,553.389
2005-08-04,555.13
2005-08-05,551.508
2005-08-08,555.156
2005-08-09,557.239
2005-08-10,561.383
2005-08-11,562.341
2005-08-12,560.107
2005-08-15,558.013
2005-08-16,556.605
2005-08-17,552.802
2005-08-18,546.867
2005-08-19,545.705
2005-08-22,549.969
2005-08-23,547.934
2005-08-24,547.347
2005-08-25,545.86
2005-08-26,546.857
2005-08-29,541.854
2005-08-30,542.468
2005-08-31,550.217
2005-09-01,561.544
2005-09-02,561.633
2005-09-05,563.271
2005-09-06,564.125
2005-09-07,564.29
2005-09-08,562.409
2005-09-09,565.429
2005-09-12,562.299
2005-09-13,560.154
2005-09-14,561.464
2005-09-15,560.763
2005-09-16,565.882
2005-09-19,561.464
2005-09-20,563.61
2005-09-21,563.9
2005-09-22,554.542
2005-09-23,554.865
2005-09-26,558.0
2005-09-27,558.714
2005-09-28,567.512
2005-09-29,568.829
2005-09-30,573.482
2005-10-03,570.373
2005-10-04,574.61
2005-10-05,568.434
2005-10-06,569.461
2005-10-07,569.562
2005-10-10,568.854
2005-10-11,565.029
2005-10-12,562.583
2005-10-13,549.981
2005-10-14,558.045
2005-10-17,557.092
2005-10-18,553.412
2005-10-19,539.848
2005-10-20,542.709
2005-10-21,540.161
2005-10-24,547.82
2005-10-25,555.065
2005-10-26,555.27
2005-10-27,556.46
2005-10-28,548.246
2005-10-31,553.796
2005-11-01,557.288
2005-11-02,558.837
2005-11-03,560.164
2005-11-04,548.011
2005-11-07,549.366
2005-11-08,549.875
2005-11-09,546.827
