Date,FRANCE SMALL VALUE Small Cap
2018-10-31,1368.502
2018-11-30,1271.065
2018-12-31,1160.072
2019-01-31,1246.397
2019-02-28,1280.205
2019-03-29,1262.134
2019-04-30,1346.815
2019-05-31,1222.295
2019-06-28,1349.394
2019-07-31,1335.765
2019-08-30,1283.414
2019-09-30,1291.178
2019-10-31,1337.7
2019-11-29,1356.176
2019-12-31,1438.804
2020-01-31,1349.027
2020-02-28,1254.315
2020-03-31,847.917
2020-04-30,962.869
2020-05-29,1005.844
2020-06-30,1025.274
2020-07-31,1064.057
2020-08-31,1105.498
2020-09-30,1046.889
2020-10-30,936.803
2020-11-30,1243.214
2020-12-31,1342.782
2021-01-29,1332.555
2021-02-26,1411.309
2021-03-31,1438.444
2021-04-30,1543.376
2021-05-31,1584.274
2021-06-30,1513.368
2021-07-30,1523.751
2021-08-31,1542.115
2021-09-30,1484.278
2021-10-29,1505.898
2021-11-30,1367.069
2021-12-31,1449.391
2022-01-31,1407.026
2022-02-28,1363.106
2022-03-31,1329.968
2022-04-29,1260.23
2022-05-31,1304.42
2022-06-30,1079.474
2022-07-29,1092.149
2022-08-31,1016.803
2022-09-30,886.383
2022-10-31,989.368
2022-11-30,1061.15
2022-12-30,1124.108
2023-01-31,1254.987
2023-02-28,1277.855
2023-03-31,1248.189
2023-04-28,1273.932
2023-05-31,1197.82
2023-06-30,1277.24
2023-07-31,1283.295
2023-08-31,1233.131
2023-09-29,1154.528
2023-10-31,1056.532
2023-11-30,1174.111
2023-12-29,1262.681
2024-01-31,1211.15
2024-02-29,1175.387
2024-03-29,1249.601
2024-04-30,1220.817
2024-05-31,1309.284
2024-06-28,1112.689
2024-07-31,1147.421
2024-08-30,1141.97
2024-09-30,1114.149
2024-10-31,1049.756
2024-11-29,981.305
2024-12-31,990.974
2025-01-31,1036.645
2025-02-28,1055.305
2025-03-31,1095.145
2025-04-30,1155.434
2025-05-30,1227.282
2025-06-30,1273.906
2025-07-31,1246.907
