Date,WORLD ex USA SMID CAP SMID (Small+Mid Cap)
2001-08-17,351.577
2001-08-20,347.962
2001-08-21,349.775
2001-08-22,351.722
2001-08-23,349.402
2001-08-24,350.421
2001-08-27,350.228
2001-08-28,348.662
2001-08-29,347.569
2001-08-30,343.45
2001-08-31,342.144
2001-09-03,337.847
2001-09-04,336.616
2001-09-05,332.398
2001-09-06,329.511
2001-09-07,328.834
2001-09-10,321.988
2001-09-11,316.878
2001-09-12,307.024
2001-09-13,309.635
2001-09-14,309.097
2001-09-17,301.632
2001-09-18,301.168
2001-09-19,302.212
2001-09-20,294.587
2001-09-21,285.298
2001-09-24,289.628
2001-09-25,294.976
2001-09-26,296.561
2001-09-27,295.67
2001-09-28,300.837
2001-10-01,301.583
2001-10-02,302.304
2001-10-03,303.283
2001-10-04,308.023
2001-10-05,309.001
2001-10-08,308.335
2001-10-09,307.607
2001-10-10,307.156
2001-10-11,310.523
2001-10-12,312.297
2001-10-15,311.739
2001-10-16,313.849
2001-10-17,316.833
2001-10-18,312.376
2001-10-19,310.375
2001-10-22,309.709
2001-10-23,312.3
2001-10-24,313.972
2001-10-25,315.281
2001-10-26,316.218
2001-10-29,316.59
2001-10-30,313.62
2001-10-31,313.094
2001-11-01,314.091
2001-11-02,313.869
2001-11-05,315.195
2001-11-06,317.164
2001-11-07,317.588
2001-11-08,318.854
2001-11-09,318.077
2001-11-12,315.989
2001-11-13,315.502
2001-11-14,317.765
2001-11-15,319.496
2001-11-16,320.795
2001-11-19,322.135
2001-11-20,321.206
2001-11-21,319.164
2001-11-22,320.166
2001-11-23,319.377
2001-11-26,322.686
2001-11-27,322.378
2001-11-28,320.599
2001-11-29,319.559
2001-11-30,321.965
2001-12-03,317.965
2001-12-04,319.443
2001-12-05,323.64
2001-12-06,325.807
2001-12-07,324.36
2001-12-10,321.008
2001-12-11,319.438
2001-12-12,321.16
2001-12-13,317.875
2001-12-14,316.244
2001-12-17,316.492
2001-12-18,316.115
2001-12-19,313.772
2001-12-20,313.65
2001-12-21,311.974
2001-12-24,310.681
2001-12-25,310.658
2001-12-26,310.039
2001-12-27,314.22
2001-12-28,316.251
2001-12-31,318.338
2002-01-01,318.338
2002-01-02,319.804
2002-01-03,322.434
2002-01-04,324.474
2002-01-07,324.3
2002-01-08,321.249
2002-01-09,320.833
2002-01-10,319.749
2002-01-11,319.455
2002-01-14,318.231
2002-01-15,316.751
2002-01-16,313.542
2002-01-17,313.613
2002-01-18,315.365
2002-01-21,315.823
2002-01-22,313.587
2002-01-23,313.604
2002-01-24,313.515
2002-01-25,310.802
2002-01-28,311.807
2002-01-29,310.751
2002-01-30,308.89
2002-01-31,310.148
2002-02-01,309.669
2002-02-04,309.135
2002-02-05,306.207
2002-02-06,305.199
2002-02-07,305.46
2002-02-08,306.588
2002-02-11,309.474
2002-02-12,311.671
2002-02-13,312.128
2002-02-14,313.432
2002-02-15,313.662
2002-02-18,312.823
2002-02-19,309.515
2002-02-20,307.948
2002-02-21,310.057
2002-02-22,310.529
2002-02-25,310.235
2002-02-26,310.849
2002-02-27,313.316
2002-02-28,314.312
2002-03-01,317.203
2002-03-04,325.106
2002-03-05,324.364
2002-03-06,326.587
2002-03-07,333.549
2002-03-08,333.676
2002-03-11,335.312
2002-03-12,331.334
2002-03-13,329.594
2002-03-14,331.908
2002-03-15,333.691
2002-03-18,333.167
2002-03-19,335.152
2002-03-20,334.955
2002-03-21,333.946
2002-03-22,332.495
2002-03-25,330.784
2002-03-26,330.454
2002-03-27,331.739
2002-03-28,332.597
2002-03-29,331.505
2002-04-01,332.266
2002-04-02,332.852
2002-04-03,333.628
2002-04-04,334.15
2002-04-05,334.921
2002-04-08,332.785
2002-04-09,332.25
2002-04-10,334.518
2002-04-11,333.501
2002-04-12,332.282
2002-04-15,333.372
2002-04-16,336.416
2002-04-17,339.414
2002-04-18,340.446
2002-04-19,340.499
2002-04-22,341.091
2002-04-23,340.919
2002-04-24,341.0
2002-04-25,341.671
2002-04-26,341.055
2002-04-29,340.637
2002-04-30,340.047
2002-05-01,342.585
2002-05-02,342.803
2002-05-03,344.867
2002-05-06,344.736
2002-05-07,341.294
2002-05-08,343.102
2002-05-09,343.442
2002-05-10,344.173
2002-05-13,343.81
2002-05-14,342.189
2002-05-15,345.489
2002-05-16,347.297
2002-05-17,351.572
2002-05-20,352.307
2002-05-21,353.134
2002-05-22,354.343
2002-05-23,352.855
2002-05-24,353.574
2002-05-27,353.078
2002-05-28,354.844
2002-05-29,354.127
2002-05-30,354.516
2002-05-31,354.447
2002-06-03,355.178
2002-06-04,352.857
2002-06-05,350.541
2002-06-06,351.034
2002-06-07,348.156
2002-06-10,347.968
2002-06-11,348.445
2002-06-12,345.583
2002-06-13,342.096
2002-06-14,335.993
2002-06-17,336.629
2002-06-18,338.19
2002-06-19,335.423
2002-06-20,334.541
2002-06-21,334.92
2002-06-24,333.721
2002-06-25,334.418
2002-06-26,333.508
2002-06-27,334.54
2002-06-28,340.435
2002-07-01,341.526
2002-07-02,336.936
2002-07-03,332.598
2002-07-04,333.062
2002-07-05,337.509
2002-07-08,340.925
2002-07-09,342.418
2002-07-10,336.611
2002-07-11,329.672
2002-07-12,329.744
2002-07-15,325.172
2002-07-16,323.069
2002-07-17,325.256
2002-07-18,329.157
2002-07-19,324.381
2002-07-22,315.343
2002-07-23,308.571
2002-07-24,303.49
2002-07-25,307.547
2002-07-26,301.729
2002-07-29,306.766
2002-07-30,310.393
2002-07-31,309.867
2002-08-01,304.985
2002-08-02,303.665
2002-08-05,298.119
2002-08-06,293.473
2002-08-07,296.303
2002-08-08,298.786
2002-08-09,303.004
2002-08-12,301.383
2002-08-13,302.036
2002-08-14,303.821
2002-08-15,306.266
2002-08-16,307.846
2002-08-19,308.381
2002-08-20,307.501
2002-08-21,310.766
2002-08-22,313.144
2002-08-23,312.027
2002-08-26,313.102
2002-08-27,315.848
2002-08-28,311.126
2002-08-29,308.148
2002-08-30,308.529
2002-09-02,307.072
2002-09-03,303.155
2002-09-04,300.501
2002-09-05,298.781
2002-09-06,299.532
2002-09-09,298.511
2002-09-10,299.995
2002-09-11,301.687
2002-09-12,299.53
2002-09-13,296.345
2002-09-16,293.6
2002-09-17,293.56
2002-09-18,289.986
2002-09-19,288.962
2002-09-20,287.311
2002-09-23,282.25
2002-09-24,277.779
2002-09-25,278.696
2002-09-26,283.0
2002-09-27,284.341
2002-09-30,281.129
2002-10-01,278.581
2002-10-02,278.401
2002-10-03,276.324
2002-10-04,273.879
2002-10-07,268.055
2002-10-08,266.111
2002-10-09,263.863
2002-10-10,263.994
2002-10-11,271.572
2002-10-14,270.48
2002-10-15,279.19
2002-10-16,278.622
2002-10-17,282.127
2002-10-18,282.238
2002-10-21,283.515
2002-10-22,281.621
2002-10-23,279.644
2002-10-24,281.171
2002-10-25,281.882
2002-10-28,285.211
2002-10-29,281.245
2002-10-30,283.351
2002-10-31,286.263
2002-11-01,286.444
2002-11-04,291.53
2002-11-05,294.207
2002-11-06,293.411
2002-11-07,293.871
2002-11-08,292.584
2002-11-11,288.427
2002-11-12,289.896
2002-11-13,287.085
2002-11-14,286.901
2002-11-15,288.72
2002-11-18,289.097
2002-11-19,287.189
2002-11-20,285.838
2002-11-21,291.373
2002-11-22,293.219
2002-11-25,292.964
2002-11-26,290.305
2002-11-27,292.644
2002-11-28,297.265
2002-11-29,298.568
2002-12-02,297.765
2002-12-03,295.123
2002-12-04,292.97
2002-12-05,291.453
2002-12-06,291.138
2002-12-09,288.263
2002-12-10,288.489
2002-12-11,289.549
2002-12-12,289.203
2002-12-13,288.833
2002-12-16,288.927
2002-12-17,289.237
2002-12-18,285.317
2002-12-19,285.826
2002-12-20,287.24
2002-12-23,287.085
2002-12-24,288.032
2002-12-25,288.007
2002-12-26,289.63
2002-12-27,288.865
2002-12-30,291.052
2002-12-31,292.659
2003-01-01,292.655
2003-01-02,294.171
2003-01-03,296.171
2003-01-06,299.829
2003-01-07,296.868
2003-01-08,292.644
2003-01-09,294.991
2003-01-10,296.963
2003-01-13,297.852
2003-01-14,300.236
2003-01-15,299.208
2003-01-16,299.814
2003-01-17,298.981
2003-01-20,297.672
2003-01-21,296.713
2003-01-22,294.13
2003-01-23,295.515
2003-01-24,295.489
2003-01-27,289.171
2003-01-28,287.851
2003-01-29,285.537
2003-01-30,286.241
2003-01-31,285.374
2003-02-03,288.469
2003-02-04,288.236
2003-02-05,288.974
2003-02-06,286.734
2003-02-07,285.235
2003-02-10,283.036
2003-02-11,283.748
2003-02-12,282.858
2003-02-13,283.264
2003-02-14,283.524
2003-02-17,285.784
2003-02-18,286.841
2003-02-19,286.368
2003-02-20,286.315
2003-02-21,285.39
2003-02-24,284.372
2003-02-25,278.334
2003-02-26,278.21
2003-02-27,277.775
2003-02-28,280.687
2003-03-03,283.079
2003-03-04,281.502
2003-03-05,281.233
2003-03-06,279.647
2003-03-07,276.345
2003-03-10,272.96
2003-03-11,271.215
2003-03-12,267.683
2003-03-13,270.191
2003-03-14,272.85
2003-03-17,274.072
2003-03-18,276.056
2003-03-19,276.983
2003-03-20,278.198
2003-03-21,280.194
2003-03-24,279.546
2003-03-25,280.036
2003-03-26,281.721
2003-03-27,281.042
2003-03-28,280.664
2003-03-31,278.112
2003-04-01,278.712
2003-04-02,281.652
2003-04-03,281.685
2003-04-04,282.843
2003-04-07,287.506
2003-04-08,285.888
2003-04-09,285.97
2003-04-10,287.387
2003-04-11,286.956
2003-04-14,287.911
2003-04-15,291.214
2003-04-16,292.811
2003-04-17,294.717
2003-04-18,294.898
2003-04-21,294.095
2003-04-22,296.234
2003-04-23,299.15
2003-04-24,298.994
2003-04-25,296.683
2003-04-28,298.588
2003-04-29,300.273
2003-04-30,305.493
2003-05-01,308.189
2003-05-02,308.718
2003-05-05,311.812
2003-05-06,317.044
2003-05-07,317.435
2003-05-08,315.39
2003-05-09,317.331
2003-05-12,319.695
2003-05-13,320.041
2003-05-14,321.532
2003-05-15,322.038
2003-05-16,325.03
2003-05-19,321.8
2003-05-20,321.829
2003-05-21,320.656
2003-05-22,322.682
2003-05-23,324.974
2003-05-26,326.086
2003-05-27,325.605
2003-05-28,326.613
2003-05-29,329.77
2003-05-30,329.725
2003-06-02,333.385
2003-06-03,331.586
2003-06-04,334.005
2003-06-05,339.478
2003-06-06,341.807
2003-06-09,341.052
2003-06-10,340.097
2003-06-11,344.486
2003-06-12,345.483
2003-06-13,345.589
2003-06-16,348.253
2003-06-17,350.685
2003-06-18,348.646
2003-06-19,346.027
2003-06-20,346.165
2003-06-23,343.375
2003-06-24,339.395
2003-06-25,343.104
2003-06-26,339.523
2003-06-27,341.259
2003-06-30,340.803
2003-07-01,342.481
2003-07-02,346.72
2003-07-03,348.422
2003-07-04,347.558
2003-07-07,350.468
2003-07-08,350.072
2003-07-09,350.133
2003-07-10,349.029
2003-07-11,347.985
2003-07-14,351.739
2003-07-15,349.795
2003-07-16,347.73
2003-07-17,343.396
2003-07-18,344.175
2003-07-21,345.659
2003-07-22,345.158
2003-07-23,349.254
2003-07-24,352.822
2003-07-25,353.908
2003-07-28,355.846
2003-07-29,355.812
2003-07-30,352.832
2003-07-31,351.669
2003-08-01,353.31
2003-08-04,352.681
2003-08-05,352.354
2003-08-06,349.871
2003-08-07,351.192
2003-08-08,351.316
2003-08-11,353.269
2003-08-12,354.902
2003-08-13,357.818
2003-08-14,359.715
2003-08-15,360.182
2003-08-18,361.565
2003-08-19,362.792
2003-08-20,365.738
2003-08-21,366.432
2003-08-22,365.487
2003-08-25,365.23
2003-08-26,362.928
2003-08-27,363.517
2003-08-28,364.537
2003-08-29,368.065
2003-09-01,372.466
2003-09-02,371.903
2003-09-03,375.534
2003-09-04,375.513
2003-09-05,377.098
2003-09-08,379.47
2003-09-09,380.938
2003-09-10,377.794
2003-09-11,376.561
2003-09-12,379.777
2003-09-15,380.737
2003-09-16,382.233
2003-09-17,385.025
2003-09-18,388.403
2003-09-19,391.546
2003-09-22,390.797
2003-09-23,390.897
2003-09-24,390.821
2003-09-25,387.566
2003-09-26,384.743
2003-09-29,385.265
2003-09-30,384.925
2003-10-01,390.056
2003-10-02,394.655
2003-10-03,398.564
2003-10-06,399.953
2003-10-07,402.347
2003-10-08,402.646
2003-10-09,404.825
2003-10-10,408.577
2003-10-13,408.85
2003-10-14,410.019
2003-10-15,412.076
2003-10-16,415.085
2003-10-17,414.066
2003-10-20,414.738
2003-10-21,415.46
2003-10-22,413.391
2003-10-23,404.591
2003-10-24,406.587
2003-10-27,409.639
2003-10-28,411.542
2003-10-29,415.434
2003-10-30,417.212
2003-10-31,414.302
2003-11-03,412.674
2003-11-04,416.997
2003-11-05,414.797
2003-11-06,411.521
2003-11-07,415.526
2003-11-10,416.0
2003-11-11,410.436
2003-11-12,412.704
2003-11-13,416.481
2003-11-14,416.328
2003-11-17,407.169
2003-11-18,409.827
2003-11-19,407.591
2003-11-20,408.049
2003-11-21,409.008
2003-11-24,408.476
2003-11-25,411.588
2003-11-26,416.847
2003-11-27,417.474
2003-11-28,417.803
2003-12-01,422.316
2003-12-02,426.01
2003-12-03,427.649
2003-12-04,426.682
2003-12-05,427.291
2003-12-08,426.485
2003-12-09,426.966
2003-12-10,423.263
2003-12-11,422.003
2003-12-12,426.259
2003-12-15,429.406
2003-12-16,426.959
2003-12-17,426.594
2003-12-18,427.537
2003-12-19,427.886
2003-12-22,429.324
2003-12-23,431.413
2003-12-24,433.444
2003-12-25,433.746
2003-12-26,434.69
2003-12-29,437.775
2003-12-30,441.936
2003-12-31,444.189
2004-01-01,444.195
2004-01-02,446.972
2004-01-05,453.789
2004-01-06,455.553
2004-01-07,454.349
2004-01-08,458.355
2004-01-09,461.92
2004-01-12,460.972
2004-01-13,461.68
2004-01-14,462.478
2004-01-15,459.837
2004-01-16,458.717
2004-01-19,459.744
2004-01-20,464.737
2004-01-21,466.939
2004-01-22,469.574
2004-01-23,468.712
2004-01-26,465.173
2004-01-27,467.465
2004-01-28,465.639
2004-01-29,456.277
2004-01-30,458.822
2004-02-02,460.844
2004-02-03,462.59
2004-02-04,458.117
2004-02-05,460.604
2004-02-06,466.32
2004-02-09,468.901
2004-02-10,469.64
2004-02-11,470.373
2004-02-12,476.355
2004-02-13,476.682
2004-02-16,478.259
2004-02-17,482.474
2004-02-18,482.935
2004-02-19,480.171
2004-02-20,473.483
2004-02-23,474.815
2004-02-24,474.029
2004-02-25,471.544
2004-02-26,469.149
2004-02-27,472.797
2004-03-01,479.975
2004-03-02,477.145
2004-03-03,472.022
2004-03-04,474.472
2004-03-05,481.333
2004-03-08,480.008
2004-03-09,479.395
2004-03-10,471.122
2004-03-11,464.002
2004-03-12,462.637
2004-03-15,460.171
2004-03-16,466.104
2004-03-17,470.136
2004-03-18,474.398
2004-03-19,474.05
2004-03-22,469.308
2004-03-23,468.911
2004-03-24,468.585
2004-03-25,473.214
2004-03-26,474.319
2004-03-29,479.463
2004-03-30,480.247
2004-03-31,486.875
2004-04-01,493.261
2004-04-02,492.298
2004-04-05,490.433
2004-04-06,490.545
2004-04-07,494.367
2004-04-08,493.667
2004-04-09,491.75
2004-04-12,493.839
2004-04-13,490.721
2004-04-14,483.032
2004-04-15,479.591
2004-04-16,484.764
2004-04-19,483.353
2004-04-20,484.508
2004-04-21,479.219
2004-04-22,480.159
2004-04-23,482.539
2004-04-26,485.583
2004-04-27,484.136
2004-04-28,478.715
2004-04-29,476.627
2004-04-30,472.724
2004-05-03,472.964
2004-05-04,478.394
2004-05-05,481.197
2004-05-06,472.795
2004-05-07,462.983
2004-05-10,442.598
2004-05-11,444.955
2004-05-12,449.817
2004-05-13,445.983
2004-05-14,443.801
2004-05-17,437.668
2004-05-18,441.826
2004-05-19,455.109
2004-05-20,450.848
2004-05-21,457.668
2004-05-24,458.323
2004-05-25,460.023
2004-05-26,464.904
2004-05-27,471.869
2004-05-28,473.649
2004-05-31,473.963
2004-06-01,473.942
2004-06-02,475.259
2004-06-03,471.435
2004-06-04,474.451
2004-06-07,482.661
2004-06-08,483.09
2004-06-09,479.797
2004-06-10,481.279
2004-06-11,477.883
2004-06-14,475.257
2004-06-15,476.326
2004-06-16,479.418
2004-06-17,481.714
2004-06-18,483.389
2004-06-21,484.947
2004-06-22,482.639
2004-06-23,483.837
2004-06-24,490.412
2004-06-25,489.715
2004-06-28,494.956
2004-06-29,492.14
2004-06-30,493.762
2004-07-01,494.534
2004-07-02,494.743
2004-07-05,490.61
2004-07-06,488.203
2004-07-07,490.636
2004-07-08,489.986
2004-07-09,491.855
2004-07-12,493.836
2004-07-13,491.204
2004-07-14,489.142
2004-07-15,485.768
2004-07-16,491.431
2004-07-19,490.632
2004-07-20,487.152
2004-07-21,484.934
2004-07-22,481.45
2004-07-23,476.345
2004-07-26,473.419
2004-07-27,469.317
2004-07-28,470.315
2004-07-29,471.047
2004-07-30,474.037
2004-08-02,474.211
2004-08-03,474.637
2004-08-04,469.661
2004-08-05,470.133
2004-08-06,470.816
2004-08-09,466.189
2004-08-10,469.524
2004-08-11,466.484
2004-08-12,465.87
2004-08-13,466.702
2004-08-16,467.311
2004-08-17,468.442
2004-08-18,468.755
2004-08-19,474.243
2004-08-20,473.603
2004-08-23,474.177
2004-08-24,471.517
2004-08-25,472.933
2004-08-26,475.185
2004-08-27,476.512
2004-08-30,475.54
2004-08-31,476.761
2004-09-01,480.024
2004-09-02,480.931
2004-09-03,477.116
2004-09-06,481.248
2004-09-07,482.63
2004-09-08,484.191
2004-09-09,481.812
2004-09-10,486.347
2004-09-13,487.819
2004-09-14,489.842
2004-09-15,483.184
2004-09-16,484.88
2004-09-17,485.495
2004-09-20,484.697
2004-09-21,487.781
2004-09-22,485.977
2004-09-23,486.257
2004-09-24,484.857
2004-09-27,483.243
2004-09-28,484.333
2004-09-29,486.757
2004-09-30,491.41
2004-10-01,495.758
2004-10-04,497.153
2004-10-05,498.544
2004-10-06,499.113
2004-10-07,499.328
2004-10-08,503.443
2004-10-11,503.104
2004-10-12,496.873
2004-10-13,495.14
2004-10-14,494.855
2004-10-15,497.132
2004-10-18,496.004
2004-10-19,500.014
2004-10-20,499.072
2004-10-21,501.488
2004-10-22,503.359
2004-10-25,502.801
2004-10-26,503.423
2004-10-27,506.359
2004-10-28,508.415
2004-10-29,507.673
2004-11-01,509.305
2004-11-02,512.774
2004-11-03,517.402
2004-11-04,520.048
2004-11-05,525.137
2004-11-08,524.924
2004-11-09,524.592
2004-11-10,524.797
2004-11-11,525.937
2004-11-12,531.378
2004-11-15,533.696
2004-11-16,533.279
2004-11-17,538.196
2004-11-18,536.379
2004-11-19,539.405
2004-11-22,535.255
2004-11-23,537.487
2004-11-24,541.784
2004-11-25,546.911
2004-11-26,546.699
2004-11-29,548.991
2004-11-30,547.46
2004-12-01,548.726
2004-12-02,550.712
2004-12-03,554.262
2004-12-06,553.975
2004-12-07,552.961
2004-12-08,544.121
2004-12-09,539.934
2004-12-10,539.028
2004-12-13,544.098
2004-12-14,544.812
2004-12-15,552.257
2004-12-16,549.835
2004-12-17,550.076
2004-12-20,556.628
2004-12-21,555.787
2004-12-22,558.255
2004-12-23,562.034
2004-12-24,565.439
2004-12-27,568.543
2004-12-28,568.922
2004-12-29,567.53
2004-12-30,572.654
2004-12-31,573.739
2005-01-03,571.296
2005-01-04,565.957
2005-01-05,562.171
2005-01-06,559.219
2005-01-07,559.162
2005-01-10,561.88
2005-01-11,564.557
2005-01-12,569.336
2005-01-13,568.347
2005-01-14,567.282
2005-01-17,570.758
2005-01-18,568.819
2005-01-19,571.224
2005-01-20,565.805
2005-01-21,567.284
2005-01-24,569.426
2005-01-25,567.28
2005-01-26,574.347
2005-01-27,573.699
2005-01-28,571.84
2005-01-31,576.627
2005-02-01,577.501
2005-02-02,581.786
2005-02-03,579.157
2005-02-04,582.791
2005-02-07,581.533
2005-02-08,578.267
2005-02-09,578.626
2005-02-10,581.979
2005-02-11,584.142
2005-02-14,589.8
2005-02-15,591.075
2005-02-16,587.228
2005-02-17,590.942
2005-02-18,591.454
2005-02-21,590.663
2005-02-22,592.975
2005-02-23,588.169
2005-02-24,589.611
2005-02-25,595.299
2005-02-28,600.713
2005-03-01,600.421
2005-03-02,597.754
2005-03-03,598.429
2005-03-04,606.02
2005-03-07,604.214
2005-03-08,608.261
2005-03-09,608.473
2005-03-10,606.0
2005-03-11,609.903
2005-03-14,605.082
2005-03-15,606.004
2005-03-16,607.353
2005-03-17,604.354
2005-03-18,603.609
2005-03-21,599.359
2005-03-22,600.483
2005-03-23,588.626
2005-03-24,588.015
2005-03-25,588.189
2005-03-28,585.496
2005-03-29,582.129
2005-03-30,581.771
2005-03-31,588.073
2005-04-01,589.973
2005-04-04,582.779
2005-04-05,586.314
2005-04-06,588.37
2005-04-07,591.225
2005-04-08,591.495
2005-04-11,593.718
2005-04-12,589.226
2005-04-13,592.198
2005-04-14,584.065
2005-04-15,579.086
2005-04-18,568.391
2005-04-19,576.508
2005-04-20,578.014
2005-04-21,576.671
2005-04-22,582.598
2005-04-25,581.238
2005-04-26,577.998
2005-04-27,572.094
2005-04-28,568.474
2005-04-29,570.681
2005-05-02,570.255
2005-05-03,571.775
2005-05-04,575.463
2005-05-05,576.964
2005-05-06,577.036
2005-05-09,575.976
2005-05-10,575.073
2005-05-11,572.77
2005-05-12,569.46
2005-05-13,565.349
2005-05-16,561.114
2005-05-17,559.48
2005-05-18,562.902
2005-05-19,567.186
2005-05-20,564.733
2005-05-23,569.738
2005-05-24,570.095
2005-05-25,568.419
2005-05-26,569.104
2005-05-27,571.096
2005-05-30,572.895
2005-05-31,572.005
2005-06-01,573.355
2005-06-02,574.449
2005-06-03,576.503
2005-06-06,577.748
2005-06-07,580.063
2005-06-08,582.785
2005-06-09,576.715
2005-06-10,578.164
2005-06-13,575.884
2005-06-14,577.031
2005-06-15,580.182
2005-06-16,583.73
2005-06-17,590.202
2005-06-20,587.452
2005-06-21,588.788
2005-06-22,589.123
2005-06-23,587.918
2005-06-24,585.434
2005-06-27,582.93
2005-06-28,584.287
2005-06-29,584.748
2005-06-30,584.501
2005-07-01,581.214
2005-07-04,580.667
2005-07-05,579.396
2005-07-06,582.733
2005-07-07,576.691
2005-07-08,580.577
2005-07-11,589.136
2005-07-12,594.416
2005-07-13,590.951
2005-07-14,592.059
2005-07-15,589.26
2005-07-18,590.435
2005-07-19,588.03
2005-07-20,588.6
2005-07-21,598.386
2005-07-22,598.639
2005-07-25,597.484
2005-07-26,595.049
2005-07-27,598.345
2005-07-28,601.755
2005-07-29,605.146
2005-08-01,609.129
2005-08-02,612.669
2005-08-03,616.358
2005-08-04,615.477
2005-08-05,609.386
2005-08-08,612.96
2005-08-09,614.78
2005-08-10,623.51
2005-08-11,627.776
2005-08-12,627.816
2005-08-15,625.916
2005-08-16,625.822
2005-08-17,622.932
2005-08-18,615.867
2005-08-19,616.69
2005-08-22,625.161
2005-08-23,623.605
2005-08-24,622.894
2005-08-25,622.268
2005-08-26,624.088
2005-08-29,619.288
2005-08-30,617.116
2005-08-31,623.973
2005-09-01,636.719
2005-09-02,640.573
2005-09-05,642.548
2005-09-06,642.045
2005-09-07,642.71
2005-09-08,640.298
2005-09-09,646.141
2005-09-12,644.465
2005-09-13,641.151
2005-09-14,644.986
2005-09-15,643.059
2005-09-16,644.394
2005-09-19,643.693
2005-09-20,647.022
2005-09-21,646.636
2005-09-22,640.725
2005-09-23,638.076
2005-09-26,643.316
2005-09-27,639.505
2005-09-28,644.14
2005-09-29,647.725
2005-09-30,649.836
2005-10-03,645.848
2005-10-04,648.607
2005-10-05,642.835
2005-10-06,637.304
2005-10-07,635.398
2005-10-10,634.33
2005-10-11,636.204
2005-10-12,634.76
2005-10-13,623.867
2005-10-14,627.982
2005-10-17,625.998
2005-10-18,619.065
2005-10-19,611.223
2005-10-20,613.919
2005-10-21,612.518
2005-10-24,616.331
2005-10-25,623.831
2005-10-26,625.552
2005-10-27,625.366
2005-10-28,622.359
2005-10-31,629.409
2005-11-01,633.084
2005-11-02,637.542
2005-11-03,641.075
2005-11-04,635.327
2005-11-07,636.344
