Date,EUROPE GROWTH Standard (Large+Mid Cap)
1987-03-31,732.963
1987-04-30,758.712
1987-05-29,749.392
1987-06-30,769.446
1987-07-31,793.663
1987-08-31,798.424
1987-09-30,803.607
1987-10-30,644.812
1987-11-30,612.23
1987-12-31,647.336
1988-01-29,617.148
1988-02-29,653.532
1988-03-31,665.184
1988-04-29,674.087
1988-05-31,661.019
1988-06-30,654.951
1988-07-29,653.541
1988-08-31,624.585
1988-09-30,662.456
1988-10-31,722.14
1988-11-30,728.342
1988-12-30,730.911
1989-01-31,756.227
1989-02-28,747.487
1989-03-31,749.596
1989-04-28,772.847
1989-05-31,731.723
1989-06-30,765.361
1989-07-31,855.79
1989-08-31,846.423
1989-09-29,860.467
1989-10-31,804.286
1989-11-30,849.271
1989-12-29,931.024
1990-01-31,925.858
1990-02-28,897.485
1990-03-30,913.566
1990-04-30,888.298
1990-05-31,971.044
1990-06-29,1011.817
1990-07-31,1056.408
1990-08-31,952.777
1990-09-28,838.001
1990-10-31,925.037
1990-11-30,928.065
1990-12-31,914.035
1991-01-31,948.566
1991-02-28,1027.049
1991-03-29,960.555
1991-04-30,949.55
1991-05-31,976.165
1991-06-28,896.76
1991-07-31,955.678
1991-08-30,969.899
1991-09-30,1001.731
1991-10-31,989.986
1991-11-29,977.984
1991-12-31,1066.718
1992-01-31,1066.498
1992-02-28,1071.522
1992-03-31,1036.318
1992-04-30,1078.961
1992-05-29,1143.469
1992-06-30,1136.19
1992-07-31,1102.17
1992-08-31,1103.248
1992-09-30,1084.676
1992-10-30,1009.881
1992-11-30,1012.589
1992-12-31,1030.942
1993-01-29,1013.209
1993-02-26,1013.311
1993-03-31,1056.209
1993-04-30,1077.355
1993-05-31,1087.294
1993-06-30,1059.152
1993-07-30,1046.257
1993-08-31,1140.769
1993-09-30,1138.695
1993-10-29,1185.51
1993-11-30,1160.436
1993-12-31,1238.113
1994-01-31,1290.64
1994-02-28,1242.616
1994-03-31,1206.754
1994-04-29,1253.432
1994-05-31,1195.636
1994-06-30,1179.272
1994-07-29,1238.966
1994-08-31,1289.127
1994-09-30,1236.892
1994-10-31,1282.813
1994-11-30,1237.428
1994-12-30,1251.997
1995-01-31,1240.372
1995-02-28,1278.232
1995-03-31,1346.988
1995-04-28,1389.836
1995-05-31,1412.727
1995-06-30,1445.175
1995-07-31,1519.457
1995-08-31,1472.626
1995-09-29,1523.899
1995-10-31,1519.566
1995-11-30,1524.741
1995-12-29,1567.439
1996-01-31,1585.696
1996-02-29,1614.314
1996-03-29,1637.39
1996-04-30,1643.464
1996-05-31,1655.215
1996-06-28,1677.919
1996-07-31,1652.863
1996-08-30,1696.859
1996-09-30,1742.345
1996-10-31,1787.178
1996-11-29,1870.872
1996-12-31,1902.885
1997-01-31,1899.447
1997-02-28,1912.192
1997-03-31,1974.293
1997-04-30,1960.483
1997-05-30,2029.586
1997-06-30,2148.258
1997-07-31,2247.409
1997-08-29,2117.07
1997-09-30,2321.571
1997-10-31,2171.027
1997-11-28,2201.293
1997-12-31,2281.419
1998-01-30,2380.328
1998-02-27,2583.178
1998-03-31,2698.733
1998-04-30,2746.754
1998-05-29,2796.815
1998-06-30,2859.631
1998-07-31,2880.886
1998-08-31,2581.128
1998-09-30,2478.251
1998-10-30,2699.846
1998-11-30,2836.529
1998-12-31,3026.413
1999-01-29,3040.355
1999-02-26,2921.196
1999-03-31,2858.418
1999-04-30,2828.524
1999-05-31,2721.645
1999-06-30,2765.137
1999-07-30,2736.957
1999-08-31,2779.383
1999-09-30,2767.671
1999-10-29,2921.268
1999-11-30,3100.095
1999-12-31,3484.28
2000-01-31,3317.137
2000-02-29,3580.659
2000-03-31,3630.402
2000-04-28,3460.483
2000-05-31,3298.75
2000-06-30,3345.605
2000-07-31,3210.618
2000-08-31,3152.129
2000-09-29,2976.196
2000-10-31,2906.836
2000-11-30,2753.225
2000-12-29,2904.372
2001-01-31,2872.314
2001-02-28,2556.713
2001-03-30,2338.798
2001-04-30,2518.78
2001-05-31,2370.082
2001-06-29,2267.861
2001-07-31,2261.281
2001-08-31,2162.21
2001-09-28,1965.665
2001-10-31,2052.281
2001-11-30,2148.34
2001-12-31,2201.869
2002-01-31,2098.227
2002-02-28,2113.432
2002-03-29,2188.097
2002-04-30,2162.752
2002-05-31,2122.544
2002-06-28,2084.465
2002-07-31,1838.191
2002-08-30,1825.002
2002-09-30,1645.772
2002-10-31,1793.902
2002-11-29,1834.479
2002-12-31,1793.549
2003-01-31,1700.657
2003-02-28,1649.732
2003-03-31,1638.316
2003-04-30,1835.934
2003-05-30,1931.198
2003-06-30,1935.501
2003-07-31,1940.495
2003-08-29,1922.635
2003-09-30,1982.562
2003-10-31,2101.774
2003-11-28,2197.811
2003-12-31,2356.143
2004-01-30,2398.728
2004-02-27,2466.961
2004-03-31,2381.91
2004-04-30,2349.053
2004-05-31,2385.212
2004-06-30,2401.082
2004-07-30,2320.573
2004-08-31,2309.645
2004-09-30,2398.257
2004-10-29,2480.158
2004-11-30,2653.787
2004-12-31,2756.249
2005-01-31,2692.355
2005-02-28,2816.412
2005-03-31,2752.336
2005-04-29,2706.887
2005-05-31,2720.739
2005-06-30,2737.163
2005-07-29,2838.778
2005-08-31,2883.88
2005-09-30,2939.536
2005-10-31,2851.636
2005-11-30,2858.78
2005-12-30,2963.575
2006-01-31,3146.699
2006-02-28,3125.481
2006-03-31,3264.918
2006-04-28,3434.805
2006-05-31,3340.177
2006-06-30,3353.392
2006-07-31,3387.64
2006-08-31,3486.109
2006-09-29,3482.65
2006-10-31,3613.084
2006-11-30,3750.566
2006-12-29,3872.741
2007-01-31,3908.243
2007-02-28,3905.358
2007-03-30,4086.284
2007-04-30,4331.093
2007-05-31,4407.689
2007-06-29,4402.205
2007-07-31,4335.068
2007-08-31,4315.173
2007-09-28,4566.78
2007-10-31,4776.308
2007-11-30,4706.898
2007-12-31,4629.584
2008-01-31,4184.976
2008-02-29,4303.634
2008-03-31,4307.401
2008-04-30,4453.228
2008-05-30,4543.703
2008-06-30,4226.587
2008-07-31,4112.887
2008-08-29,3924.339
2008-09-30,3341.04
2008-10-31,2675.53
2008-11-28,2471.621
2008-12-31,2607.613
2009-01-30,2384.832
2009-02-27,2184.31
2009-03-31,2310.696
2009-04-30,2513.365
2009-05-29,2820.032
2009-06-30,2786.488
2009-07-31,3054.98
2009-08-31,3152.247
2009-09-30,3300.595
2009-10-30,3322.597
2009-11-30,3428.821
2009-12-31,3490.864
2010-01-29,3311.629
2010-02-26,3272.395
2010-03-31,3490.621
2010-04-30,3414.143
2010-05-31,3032.681
2010-06-30,3056.496
2010-07-30,3342.421
2010-08-31,3260.515
2010-09-30,3627.475
2010-10-29,3759.605
2010-11-30,3563.535
2010-12-31,3852.122
2011-01-31,3888.992
2011-02-28,4020.933
2011-03-31,4025.496
2011-04-29,4353.204
2011-05-31,4249.566
2011-06-30,4167.739
2011-07-29,4078.077
2011-08-31,3725.51
2011-09-30,3272.273
2011-10-31,3670.753
2011-11-30,3533.534
2011-12-30,3476.924
2012-01-31,3648.794
2012-02-29,3900.149
2012-03-30,3913.796
2012-04-30,3891.335
2012-05-31,3427.027
2012-06-29,3633.819
2012-07-31,3718.978
2012-08-31,3824.335
2012-09-28,3918.743
2012-10-31,3951.212
2012-11-30,4082.982
2012-12-31,4162.493
2013-01-31,4388.143
2013-02-28,4356.943
2013-03-29,4391.85
2013-04-30,4526.916
2013-05-31,4515.441
2013-06-28,4331.302
2013-07-31,4608.879
2013-08-30,4548.052
2013-09-30,4839.283
2013-10-31,4974.092
2013-11-29,5030.577
2013-12-31,5141.684
2014-01-31,4912.064
2014-02-28,5271.954
2014-03-31,5225.519
2014-04-30,5317.502
2014-05-30,5387.91
2014-06-30,5374.847
2014-07-31,5135.765
2014-08-29,5185.648
2014-09-30,4998.497
2014-10-31,4905.06
2014-11-28,5092.916
2014-12-31,4878.37
2015-01-30,4933.591
2015-02-27,5249.227
2015-03-31,5131.782
2015-04-30,5340.471
2015-05-29,5343.497
2015-06-30,5189.765
2015-07-31,5387.031
2015-08-31,5012.505
2015-09-30,4867.469
2015-10-30,5227.817
2015-11-30,5163.257
2015-12-31,5073.633
2016-01-29,4784.263
2016-02-29,4685.996
2016-03-31,4978.675
2016-04-29,5025.29
2016-05-31,5030.908
2016-06-30,4881.135
2016-07-29,5099.871
2016-08-31,5058.09
2016-09-30,5099.992
2016-10-31,4794.038
2016-11-30,4640.581
2016-12-30,4818.513
2017-01-31,4950.018
2017-02-28,5075.904
2017-03-31,5252.638
2017-04-28,5463.718
2017-05-31,5771.016
2017-06-30,5678.681
2017-07-31,5806.532
2017-08-31,5843.762
2017-09-29,6001.9
2017-10-31,6070.314
2017-11-30,6060.444
2017-12-29,6162.431
2018-01-31,6444.706
2018-02-28,6065.722
2018-03-30,6035.168
2018-04-30,6141.91
2018-05-31,6083.774
2018-06-29,6047.621
2018-07-31,6237.768
2018-08-31,6186.993
2018-09-28,6122.835
2018-10-31,5589.45
2018-11-30,5552.318
2018-12-31,5308.123
2019-01-31,5658.247
2019-02-28,5878.627
2019-03-29,5997.83
2019-04-30,6228.331
2019-05-31,5988.229
2019-06-28,6425.762
2019-07-31,6356.977
2019-08-30,6303.233
2019-09-30,6344.894
2019-10-31,6533.671
2019-11-29,6674.201
2019-12-31,6901.732
2020-01-31,6857.43
2020-02-28,6283.763
2020-03-31,5663.198
2020-04-30,6065.915
2020-05-29,6410.56
2020-06-30,6596.905
2020-07-31,7009.902
2020-08-31,7264.793
2020-09-30,7167.771
2020-10-30,6773.136
2020-11-30,7554.211
2020-12-31,7965.09
2021-01-29,7858.999
2021-02-26,7891.015
2021-03-31,8055.148
2021-04-30,8561.994
2021-05-31,8938.115
2021-06-30,8960.046
2021-07-30,9242.204
2021-08-31,9397.045
2021-09-30,8849.562
2021-10-29,9334.151
2021-11-30,8958.203
2021-12-31,9479.379
2022-01-31,8510.085
2022-02-28,8269.356
2022-03-31,8291.991
2022-04-29,7702.286
2022-05-31,7532.76
2022-06-30,6889.05
2022-07-29,7473.331
2022-08-31,6895.457
2022-09-30,6282.517
2022-10-31,6629.069
2022-11-30,7393.229
2022-12-30,7325.209
2023-01-31,7974.694
2023-02-28,7859.592
2023-03-31,8318.569
2023-04-28,8621.254
2023-05-31,8236.342
2023-06-30,8567.033
2023-07-31,8721.095
2023-08-31,8320.937
2023-09-29,7793.813
2023-10-31,7530.719
2023-11-30,8366.18
2023-12-29,8805.518
2024-01-31,8917.757
2024-02-29,9231.667
2024-03-29,9493.273
2024-04-30,9165.043
2024-05-31,9589.414
2024-06-28,9485.428
2024-07-31,9473.812
2024-08-30,9890.012
2024-09-30,9838.537
2024-10-31,9134.669
2024-11-29,8996.62
2024-12-31,8748.756
2025-01-31,9371.107
2025-02-28,9530.634
2025-03-31,9170.799
2025-04-30,9602.622
2025-05-30,10079.47
2025-06-30,10278.893
2025-07-31,9920.607
